"Step","clutrr_finetuning_7.5k_encoder - val_accuracy","clutrr_finetuning_7.5k_encoder - val_accuracy__MIN","clutrr_finetuning_7.5k_encoder - val_accuracy__MAX","clutrr_finetuning_7.5k_decoder - val_accuracy","clutrr_finetuning_7.5k_decoder - val_accuracy__MIN","clutrr_finetuning_7.5k_decoder - val_accuracy__MAX","clutrr_finetuning_5k_encoder - val_accuracy","clutrr_finetuning_5k_encoder - val_accuracy__MIN","clutrr_finetuning_5k_encoder - val_accuracy__MAX","clutrr_finetuning_5k_decoder - val_accuracy","clutrr_finetuning_5k_decoder - val_accuracy__MIN","clutrr_finetuning_5k_decoder - val_accuracy__MAX","clutrr_finetuning_2.5k_encoder - val_accuracy","clutrr_finetuning_2.5k_encoder - val_accuracy__MIN","clutrr_finetuning_2.5k_encoder - val_accuracy__MAX","clutrr_finetuning_2.5k_decoder - val_accuracy","clutrr_finetuning_2.5k_decoder - val_accuracy__MIN","clutrr_finetuning_2.5k_decoder - val_accuracy__MAX","clutrr_finetuning_10k_encoder - val_accuracy","clutrr_finetuning_10k_encoder - val_accuracy__MIN","clutrr_finetuning_10k_encoder - val_accuracy__MAX","clutrr_finetuning_10k_decoder - val_accuracy","clutrr_finetuning_10k_decoder - val_accuracy__MIN","clutrr_finetuning_10k_decoder - val_accuracy__MAX"
"2050","0.8498402555910544","0.8498402555910544","0.8498402555910544","0.838125665601704","0.838125665601704","0.838125665601704","0.6971955981540646","0.6971955981540646","0.6971955981540646","0.673411430599929","0.673411430599929","0.673411430599929","0.4014909478168264","0.4014909478168264","0.4014909478168264","0.42598509052183176","0.42598509052183176","0.42598509052183176","0.9811856585019524","0.9811856585019524","0.9811856585019524","0.9687610933617323","0.9687610933617323","0.9687610933617323"
"2100","0.8533901313454029","0.8533901313454029","0.8533901313454029","0.8459353922612709","0.8459353922612709","0.8459353922612709","0.7032303869364572","0.7032303869364572","0.7032303869364572","0.6826411075612353","0.6826411075612353","0.6826411075612353","0.40930067447639334","0.40930067447639334","0.40930067447639334","0.41675541356052537","0.41675541356052537","0.41675541356052537","0.9815406460773873","0.9815406460773873","0.9815406460773873","0.9652112176073837","0.9652112176073837","0.9652112176073837"
"2150","0.8441604543840966","0.8441604543840966","0.8441604543840966","0.8374156904508342","0.8374156904508342","0.8374156904508342","0.7014554490592829","0.7014554490592829","0.7014554490592829","0.6854810081647142","0.6854810081647142","0.6854810081647142","0.4053958111466099","0.4053958111466099","0.4053958111466099","0.422790202342918","0.422790202342918","0.422790202342918","0.9808306709265175","0.9808306709265175","0.9808306709265175","0.9691160809371672","0.9691160809371672","0.9691160809371672"
"2200","0.8516151934682286","0.8516151934682286","0.8516151934682286","0.8359957401490948","0.8359957401490948","0.8359957401490948","0.6982605608803691","0.6982605608803691","0.6982605608803691","0.6737664181753639","0.6737664181753639","0.6737664181753639","0.40042598509052185","0.40042598509052185","0.40042598509052185","0.41817536386226484","0.41817536386226484","0.41817536386226484","0.9787007454739084","0.9787007454739084","0.9787007454739084","0.9772807951721689","0.9772807951721689","0.9772807951721689"
"2250","0.8544550940717075","0.8544550940717075","0.8544550940717075","0.840610578629748","0.840610578629748","0.840610578629748","0.6979055733049343","0.6979055733049343","0.6979055733049343","0.6844160454384096","0.6844160454384096","0.6844160454384096","0.4085906993255236","0.4085906993255236","0.4085906993255236","0.4078807241746539","0.4078807241746539","0.4078807241746539","0.9833155839545616","0.9833155839545616","0.9833155839545616","0.9758608448704296","0.9758608448704296","0.9758608448704296"
"2300","0.8636847710330139","0.8636847710330139","0.8636847710330139","0.8335108271210507","0.8335108271210507","0.8335108271210507","0.7057152999645012","0.7057152999645012","0.7057152999645012","0.6847710330138446","0.6847710330138446","0.6847710330138446","0.4053958111466099","0.4053958111466099","0.4053958111466099","0.4174653887113951","0.4174653887113951","0.4174653887113951","0.9801206957756479","0.9801206957756479","0.9801206957756479","0.9712460063897763","0.9712460063897763","0.9712460063897763"
"2350","0.8445154419595314","0.8445154419595314","0.8445154419595314","0.8470003549875754","0.8470003549875754","0.8470003549875754","0.7025204117855876","0.7025204117855876","0.7025204117855876","0.6808661696840611","0.6808661696840611","0.6808661696840611","0.4043308484203053","0.4043308484203053","0.4043308484203053","0.4206602768903088","0.4206602768903088","0.4206602768903088","0.9804756833510827","0.9804756833510827","0.9804756833510827","0.9755058572949947","0.9755058572949947","0.9755058572949947"
"2400","0.8466453674121406","0.8466453674121406","0.8466453674121406","0.8501952431664892","0.8501952431664892","0.8501952431664892","0.708910188143415","0.708910188143415","0.708910188143415","0.6908058217962372","0.6908058217962372","0.6908058217962372","0.4022009229676961","0.4022009229676961","0.4022009229676961","0.4188853390131345","0.4188853390131345","0.4188853390131345","0.9790557330493432","0.9790557330493432","0.9790557330493432","0.9737309194178204","0.9737309194178204","0.9737309194178204"
"2450","0.8402555910543131","0.8402555910543131","0.8402555910543131","0.8501952431664892","0.8501952431664892","0.8501952431664892","0.6975505857294995","0.6975505857294995","0.6975505857294995","0.6883209087681931","0.6883209087681931","0.6883209087681931","0.410010649627263","0.410010649627263","0.410010649627263","0.420305289314874","0.420305289314874","0.420305289314874","0.9801206957756479","0.9801206957756479","0.9801206957756479","0.9719559815406461","0.9719559815406461","0.9719559815406461"
"2500","0.8452254171104011","0.8452254171104011","0.8452254171104011","0.8370607028753994","0.8370607028753994","0.8370607028753994","0.7039403620873269","0.7039403620873269","0.7039403620873269","0.6844160454384096","0.6844160454384096","0.6844160454384096","0.40930067447639334","0.40930067447639334","0.40930067447639334","0.4217252396166134","0.4217252396166134","0.4217252396166134","0.9811856585019524","0.9811856585019524","0.9811856585019524","0.9652112176073837","0.9652112176073837","0.9652112176073837"
"2550","0.8548100816471423","0.8548100816471423","0.8548100816471423","0.8370607028753994","0.8370607028753994","0.8370607028753994","0.6986155484558041","0.6986155484558041","0.6986155484558041","0.6837060702875399","0.6837060702875399","0.6837060702875399","","","","","","","0.9811856585019524","0.9811856585019524","0.9811856585019524","0.9630812921547746","0.9630812921547746","0.9630812921547746"
"2600","0.8523251686190984","0.8523251686190984","0.8523251686190984","0.8470003549875754","0.8470003549875754","0.8470003549875754","0.6986155484558041","0.6986155484558041","0.6986155484558041","0.6908058217962372","0.6908058217962372","0.6908058217962372","","","","","","","0.9840255591054313","0.9840255591054313","0.9840255591054313","0.9744408945686901","0.9744408945686901","0.9744408945686901"
"2650","0.8551650692225772","0.8551650692225772","0.8551650692225772","0.858359957401491","0.858359957401491","0.858359957401491","0.6964856230031949","0.6964856230031949","0.6964856230031949","0.6787362442314518","0.6787362442314518","0.6787362442314518","","","","","","","0.9808306709265175","0.9808306709265175","0.9808306709265175","0.9726659566915158","0.9726659566915158","0.9726659566915158"
"2700","0.835285764998225","0.835285764998225","0.835285764998225","0.8501952431664892","0.8501952431664892","0.8501952431664892","0.7067802626908058","0.7067802626908058","0.7067802626908058","0.6844160454384096","0.6844160454384096","0.6844160454384096","","","","","","","0.9772807951721689","0.9772807951721689","0.9772807951721689","0.969471068512602","0.969471068512602","0.969471068512602"
"2750","0.8562300319488818","0.8562300319488818","0.8562300319488818","0.8580049698260561","0.8580049698260561","0.8580049698260561","0.7042953496627617","0.7042953496627617","0.7042953496627617","0.6858359957401491","0.6858359957401491","0.6858359957401491","","","","","","","0.987220447284345","0.987220447284345","0.987220447284345","0.979765708200213","0.979765708200213","0.979765708200213"
"2800","0.8590699325523606","0.8590699325523606","0.8590699325523606","0.8576499822506213","0.8576499822506213","0.8576499822506213","0.7071352502662407","0.7071352502662407","0.7071352502662407","0.6769613063542776","0.6769613063542776","0.6769613063542776","","","","","","","0.987220447284345","0.987220447284345","0.987220447284345","0.9769258075967341","0.9769258075967341","0.9769258075967341"
"2850","0.8636847710330139","0.8636847710330139","0.8636847710330139","0.8572949946751863","0.8572949946751863","0.8572949946751863","0.7050053248136315","0.7050053248136315","0.7050053248136315","0.6801561945331913","0.6801561945331913","0.6801561945331913","","","","","","","0.987220447284345","0.987220447284345","0.987220447284345","0.9783457578984736","0.9783457578984736","0.9783457578984736"
"2900","0.8622648207312744","0.8622648207312744","0.8622648207312744","0.8494852680156194","0.8494852680156194","0.8494852680156194","0.7060702875399361","0.7060702875399361","0.7060702875399361","0.6883209087681931","0.6883209087681931","0.6883209087681931","","","","","","","0.9850905218317358","0.9850905218317358","0.9850905218317358","0.9744408945686901","0.9744408945686901","0.9744408945686901"
"2950","0.8562300319488818","0.8562300319488818","0.8562300319488818","0.8470003549875754","0.8470003549875754","0.8470003549875754","0.7000354987575435","0.7000354987575435","0.7000354987575435","0.6918707845225417","0.6918707845225417","0.6918707845225417","","","","","","","0.9836705715299965","0.9836705715299965","0.9836705715299965","0.9737309194178204","0.9737309194178204","0.9737309194178204"
"3000","0.8523251686190984","0.8523251686190984","0.8523251686190984","0.8441604543840966","0.8441604543840966","0.8441604543840966","0.7014554490592829","0.7014554490592829","0.7014554490592829","0.6879659211927582","0.6879659211927582","0.6879659211927582","","","","","","","0.9826056088036919","0.9826056088036919","0.9826056088036919","0.979765708200213","0.979765708200213","0.979765708200213"
"3050","0.8551650692225772","0.8551650692225772","0.8551650692225772","0.8402555910543131","0.8402555910543131","0.8402555910543131","0.7071352502662407","0.7071352502662407","0.7071352502662407","0.69613063542776","0.69613063542776","0.69613063542776","","","","","","","0.9865104721334753","0.9865104721334753","0.9865104721334753","0.9801206957756479","0.9801206957756479","0.9801206957756479"
"3100","0.8636847710330139","0.8636847710330139","0.8636847710330139","0.8572949946751863","0.8572949946751863","0.8572949946751863","0.7021654242101526","0.7021654242101526","0.7021654242101526","0.6837060702875399","0.6837060702875399","0.6837060702875399","","","","","","","0.987220447284345","0.987220447284345","0.987220447284345","0.9755058572949947","0.9755058572949947","0.9755058572949947"
"3150","0.8594249201277955","0.8594249201277955","0.8594249201277955","0.8576499822506213","0.8576499822506213","0.8576499822506213","0.7039403620873269","0.7039403620873269","0.7039403620873269","0.6915157969471069","0.6915157969471069","0.6915157969471069","","","","","","","0.9815406460773873","0.9815406460773873","0.9815406460773873","0.9826056088036919","0.9826056088036919","0.9826056088036919"
"3200","0.8576499822506213","0.8576499822506213","0.8576499822506213","0.8572949946751863","0.8572949946751863","0.8572949946751863","0.7046503372381967","0.7046503372381967","0.7046503372381967","0.6844160454384096","0.6844160454384096","0.6844160454384096","","","","","","","0.9850905218317358","0.9850905218317358","0.9850905218317358","0.9861554845580405","0.9861554845580405","0.9861554845580405"
"3250","0.84806531771388","0.84806531771388","0.84806531771388","0.8501952431664892","0.8501952431664892","0.8501952431664892","0.7032303869364572","0.7032303869364572","0.7032303869364572","0.6844160454384096","0.6844160454384096","0.6844160454384096","","","","","","","0.9886403975860845","0.9886403975860845","0.9886403975860845","0.9833155839545616","0.9833155839545616","0.9833155839545616"
"3300","0.8640397586084487","0.8640397586084487","0.8640397586084487","0.8594249201277955","0.8594249201277955","0.8594249201277955","0.6957756478523252","0.6957756478523252","0.6957756478523252","0.6869009584664537","0.6869009584664537","0.6869009584664537","","","","","","","0.9783457578984736","0.9783457578984736","0.9783457578984736","0.9765708200212992","0.9765708200212992","0.9765708200212992"
"3350","0.8640397586084487","0.8640397586084487","0.8640397586084487","0.8636847710330139","0.8636847710330139","0.8636847710330139","0.69613063542776","0.69613063542776","0.69613063542776","0.6922257720979765","0.6922257720979765","0.6922257720979765","","","","","","","0.9787007454739084","0.9787007454739084","0.9787007454739084","0.9801206957756479","0.9801206957756479","0.9801206957756479"
"3400","0.8420305289314874","0.8420305289314874","0.8420305289314874","0.8580049698260561","0.8580049698260561","0.8580049698260561","0.7014554490592829","0.7014554490592829","0.7014554490592829","0.6822861199858005","0.6822861199858005","0.6822861199858005","","","","","","","0.9861554845580405","0.9861554845580405","0.9861554845580405","0.9815406460773873","0.9815406460773873","0.9815406460773873"
"3450","0.8533901313454029","0.8533901313454029","0.8533901313454029","0.8626198083067093","0.8626198083067093","0.8626198083067093","0.7050053248136315","0.7050053248136315","0.7050053248136315","0.6851260205892794","0.6851260205892794","0.6851260205892794","","","","","","","0.9843805466808662","0.9843805466808662","0.9843805466808662","0.9854455094071708","0.9854455094071708","0.9854455094071708"
"3500","0.8629747958821441","0.8629747958821441","0.8629747958821441","0.8672346467873624","0.8672346467873624","0.8672346467873624","0.7067802626908058","0.7067802626908058","0.7067802626908058","0.6918707845225417","0.6918707845225417","0.6918707845225417","","","","","","","0.9833155839545616","0.9833155839545616","0.9833155839545616","0.9833155839545616","0.9833155839545616","0.9833155839545616"
"3550","0.8569400070997515","0.8569400070997515","0.8569400070997515","0.853035143769968","0.853035143769968","0.853035143769968","0.7000354987575435","0.7000354987575435","0.7000354987575435","0.688675896343628","0.688675896343628","0.688675896343628","","","","","","","0.9772807951721689","0.9772807951721689","0.9772807951721689","0.9808306709265175","0.9808306709265175","0.9808306709265175"
"3600","0.8597799077032304","0.8597799077032304","0.8597799077032304","0.8611998580049698","0.8611998580049698","0.8611998580049698","0.7042953496627617","0.7042953496627617","0.7042953496627617","0.6865459708910188","0.6865459708910188","0.6865459708910188","","","","","","","0.9865104721334753","0.9865104721334753","0.9865104721334753","0.9758608448704296","0.9758608448704296","0.9758608448704296"
"3650","0.8541001064962727","0.8541001064962727","0.8541001064962727","0.8565850195243166","0.8565850195243166","0.8565850195243166","0.708910188143415","0.708910188143415","0.708910188143415","0.6776712815051473","0.6776712815051473","0.6776712815051473","","","","","","","0.987220447284345","0.987220447284345","0.987220447284345","0.9829605963791267","0.9829605963791267","0.9829605963791267"
"3700","0.8569400070997515","0.8569400070997515","0.8569400070997515","0.8615548455804047","0.8615548455804047","0.8615548455804047","0.7124600638977636","0.7124600638977636","0.7124600638977636","0.6815761448349308","0.6815761448349308","0.6815761448349308","","","","","","","0.9868654597089102","0.9868654597089102","0.9868654597089102","0.9815406460773873","0.9815406460773873","0.9815406460773873"
"3750","0.8643947461838836","0.8643947461838836","0.8643947461838836","0.8477103301384451","0.8477103301384451","0.8477103301384451","0.7035853745118921","0.7035853745118921","0.7035853745118921","0.6805111821086262","0.6805111821086262","0.6805111821086262","","","","","","","0.9868654597089102","0.9868654597089102","0.9868654597089102","0.9875754348597799","0.9875754348597799","0.9875754348597799"
"3800","0.8647497337593184","0.8647497337593184","0.8647497337593184","0.8537451189208378","0.8537451189208378","0.8537451189208378","0.7039403620873269","0.7039403620873269","0.7039403620873269","0.6837060702875399","0.6837060702875399","0.6837060702875399","","","","","","","0.9882854100106496","0.9882854100106496","0.9882854100106496","0.9840255591054313","0.9840255591054313","0.9840255591054313"
"3850","0.8633297834575789","0.8633297834575789","0.8633297834575789","0.8576499822506213","0.8576499822506213","0.8576499822506213","0.7032303869364572","0.7032303869364572","0.7032303869364572","0.6826411075612353","0.6826411075612353","0.6826411075612353","","","","","","","0.9858004969826056","0.9858004969826056","0.9858004969826056","0.9826056088036919","0.9826056088036919","0.9826056088036919"
"3900","0.860844870429535","0.860844870429535","0.860844870429535","0.8672346467873624","0.8672346467873624","0.8672346467873624","0.6982605608803691","0.6982605608803691","0.6982605608803691","0.688675896343628","0.688675896343628","0.688675896343628","","","","","","","0.9882854100106496","0.9882854100106496","0.9882854100106496","0.972310969116081","0.972310969116081","0.972310969116081"
"3950","0.8626198083067093","0.8626198083067093","0.8626198083067093","0.8636847710330139","0.8636847710330139","0.8636847710330139","0.7042953496627617","0.7042953496627617","0.7042953496627617","0.6918707845225417","0.6918707845225417","0.6918707845225417","","","","","","","0.9879304224352148","0.9879304224352148","0.9879304224352148","0.9733759318423855","0.9733759318423855","0.9733759318423855"
"4000","0.8629747958821441","0.8629747958821441","0.8629747958821441","0.8580049698260561","0.8580049698260561","0.8580049698260561","0.693645722399716","0.693645722399716","0.693645722399716","0.6900958466453674","0.6900958466453674","0.6900958466453674","","","","","","","0.9897053603123891","0.9897053603123891","0.9897053603123891","0.9829605963791267","0.9829605963791267","0.9829605963791267"
"4050","0.8654597089101882","0.8654597089101882","0.8654597089101882","0.8587149449769258","0.8587149449769258","0.8587149449769258","0.6940007099751508","0.6940007099751508","0.6940007099751508","0.693645722399716","0.693645722399716","0.693645722399716","","","","","","","0.9861554845580405","0.9861554845580405","0.9861554845580405","0.9794107206247782","0.9794107206247782","0.9794107206247782"
"4100","0.8601348952786653","0.8601348952786653","0.8601348952786653","0.8590699325523606","0.8590699325523606","0.8590699325523606","0.6943556975505857","0.6943556975505857","0.6943556975505857","0.6847710330138446","0.6847710330138446","0.6847710330138446","","","","","","","0.9900603478878239","0.9900603478878239","0.9900603478878239","0.9843805466808662","0.9843805466808662","0.9843805466808662"
"4150","0.8576499822506213","0.8576499822506213","0.8576499822506213","0.8604898828541001","0.8604898828541001","0.8604898828541001","0.6957756478523252","0.6957756478523252","0.6957756478523252","0.6922257720979765","0.6922257720979765","0.6922257720979765","","","","","","","0.9893503727369543","0.9893503727369543","0.9893503727369543","0.9850905218317358","0.9850905218317358","0.9850905218317358"
"4200","0.8590699325523606","0.8590699325523606","0.8590699325523606","0.8604898828541001","0.8604898828541001","0.8604898828541001","0.6986155484558041","0.6986155484558041","0.6986155484558041","0.6929357472488463","0.6929357472488463","0.6929357472488463","","","","","","","0.9843805466808662","0.9843805466808662","0.9843805466808662","0.9836705715299965","0.9836705715299965","0.9836705715299965"
"4250","0.8562300319488818","0.8562300319488818","0.8562300319488818","0.865814696485623","0.865814696485623","0.865814696485623","0.6982605608803691","0.6982605608803691","0.6982605608803691","0.6932907348242812","0.6932907348242812","0.6932907348242812","","","","","","","0.9904153354632588","0.9904153354632588","0.9904153354632588","0.9779907703230387","0.9779907703230387","0.9779907703230387"
"4300","0.8686545970891019","0.8686545970891019","0.8686545970891019","0.868299609513667","0.868299609513667","0.868299609513667","0.6918707845225417","0.6918707845225417","0.6918707845225417","0.688675896343628","0.688675896343628","0.688675896343628","","","","","","","0.9865104721334753","0.9865104721334753","0.9865104721334753","0.9776357827476039","0.9776357827476039","0.9776357827476039"
"4350","0.8693645722399717","0.8693645722399717","0.8693645722399717","0.8643947461838836","0.8643947461838836","0.8643947461838836","0.7011004614838481","0.7011004614838481","0.7011004614838481","0.6932907348242812","0.6932907348242812","0.6932907348242812","","","","","","","0.9897053603123891","0.9897053603123891","0.9897053603123891","0.9811856585019524","0.9811856585019524","0.9811856585019524"
"4400","0.8672346467873624","0.8672346467873624","0.8672346467873624","0.8611998580049698","0.8611998580049698","0.8611998580049698","0.6897408590699325","0.6897408590699325","0.6897408590699325","0.6932907348242812","0.6932907348242812","0.6932907348242812","","","","","","","0.9900603478878239","0.9900603478878239","0.9900603478878239","0.9776357827476039","0.9776357827476039","0.9776357827476039"
"4450","0.8672346467873624","0.8672346467873624","0.8672346467873624","0.8665246716364927","0.8665246716364927","0.8665246716364927","0.6964856230031949","0.6964856230031949","0.6964856230031949","0.6851260205892794","0.6851260205892794","0.6851260205892794","","","","","","","0.9900603478878239","0.9900603478878239","0.9900603478878239","0.979765708200213","0.979765708200213","0.979765708200213"
"4500","0.8651047213347532","0.8651047213347532","0.8651047213347532","0.855520056798012","0.855520056798012","0.855520056798012","0.6954206602768903","0.6954206602768903","0.6954206602768903","0.6918707845225417","0.6918707845225417","0.6918707845225417","","","","","","","0.9921902733404331","0.9921902733404331","0.9921902733404331","0.9826056088036919","0.9826056088036919","0.9826056088036919"
"4550","0.8572949946751863","0.8572949946751863","0.8572949946751863","0.8519701810436635","0.8519701810436635","0.8519701810436635","0.6975505857294995","0.6975505857294995","0.6975505857294995","0.6904508342208022","0.6904508342208022","0.6904508342208022","","","","","","","0.9889953851615193","0.9889953851615193","0.9889953851615193","0.9865104721334753","0.9865104721334753","0.9865104721334753"
"4600","0.8672346467873624","0.8672346467873624","0.8672346467873624","0.8626198083067093","0.8626198083067093","0.8626198083067093","0.6971955981540646","0.6971955981540646","0.6971955981540646","0.6964856230031949","0.6964856230031949","0.6964856230031949","","","","","","","0.9918352857649982","0.9918352857649982","0.9918352857649982","0.9836705715299965","0.9836705715299965","0.9836705715299965"
"4650","0.8750443734469293","0.8750443734469293","0.8750443734469293","0.8651047213347532","0.8651047213347532","0.8651047213347532","0.7025204117855876","0.7025204117855876","0.7025204117855876","0.69613063542776","0.69613063542776","0.69613063542776","","","","","","","0.9904153354632588","0.9904153354632588","0.9904153354632588","0.9794107206247782","0.9794107206247782","0.9794107206247782"
"4700","0.8725594604188853","0.8725594604188853","0.8725594604188853","0.8668796592119276","0.8668796592119276","0.8668796592119276","0.7025204117855876","0.7025204117855876","0.7025204117855876","0.6979055733049343","0.6979055733049343","0.6979055733049343","","","","","","","0.9882854100106496","0.9882854100106496","0.9882854100106496","0.9776357827476039","0.9776357827476039","0.9776357827476039"
"4750","0.868299609513667","0.868299609513667","0.868299609513667","0.868299609513667","0.868299609513667","0.868299609513667","0.6943556975505857","0.6943556975505857","0.6943556975505857","0.6861909833155839","0.6861909833155839","0.6861909833155839","","","","","","","0.9911253106141285","0.9911253106141285","0.9911253106141285","0.9826056088036919","0.9826056088036919","0.9826056088036919"
"4800","0.8771742988995385","0.8771742988995385","0.8771742988995385","0.8626198083067093","0.8626198083067093","0.8626198083067093","0.7018104366347178","0.7018104366347178","0.7018104366347178","0.6790912318068868","0.6790912318068868","0.6790912318068868","","","","","","","0.9907703230386936","0.9907703230386936","0.9907703230386936","0.9843805466808662","0.9843805466808662","0.9843805466808662"
"4850","0.8697195598154065","0.8697195598154065","0.8697195598154065","0.8661696840610579","0.8661696840610579","0.8661696840610579","0.6954206602768903","0.6954206602768903","0.6954206602768903","0.6915157969471069","0.6915157969471069","0.6915157969471069","","","","","","","0.9911253106141285","0.9911253106141285","0.9911253106141285","0.9843805466808662","0.9843805466808662","0.9843805466808662"
"4900","0.8739794107206248","0.8739794107206248","0.8739794107206248","0.8516151934682286","0.8516151934682286","0.8516151934682286","0.7021654242101526","0.7021654242101526","0.7021654242101526","0.6840610578629748","0.6840610578629748","0.6840610578629748","","","","","","","0.9893503727369543","0.9893503727369543","0.9893503727369543","0.9854455094071708","0.9854455094071708","0.9854455094071708"
"4950","0.870784522541711","0.870784522541711","0.870784522541711","0.8580049698260561","0.8580049698260561","0.8580049698260561","0.6890308839190629","0.6890308839190629","0.6890308839190629","0.6950656727014555","0.6950656727014555","0.6950656727014555","","","","","","","0.9882854100106496","0.9882854100106496","0.9882854100106496","0.9868654597089102","0.9868654597089102","0.9868654597089102"
"5000","0.8753993610223643","0.8753993610223643","0.8753993610223643","0.8590699325523606","0.8590699325523606","0.8590699325523606","0.6947106851260206","0.6947106851260206","0.6947106851260206","0.6897408590699325","0.6897408590699325","0.6897408590699325","","","","","","","0.9904153354632588","0.9904153354632588","0.9904153354632588","0.9808306709265175","0.9808306709265175","0.9808306709265175"
"5050","0.870784522541711","0.870784522541711","0.870784522541711","0.8661696840610579","0.8661696840610579","0.8661696840610579","","","","","","","","","","","","","0.9921902733404331","0.9921902733404331","0.9921902733404331","0.9861554845580405","0.9861554845580405","0.9861554845580405"
"5100","0.8743343982960596","0.8743343982960596","0.8743343982960596","0.8576499822506213","0.8576499822506213","0.8576499822506213","","","","","","","","","","","","","0.9925452609158679","0.9925452609158679","0.9925452609158679","0.9865104721334753","0.9865104721334753","0.9865104721334753"
"5150","0.8672346467873624","0.8672346467873624","0.8672346467873624","0.8509052183173589","0.8509052183173589","0.8509052183173589","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9854455094071708","0.9854455094071708","0.9854455094071708"
"5200","0.8750443734469293","0.8750443734469293","0.8750443734469293","0.8626198083067093","0.8626198083067093","0.8626198083067093","","","","","","","","","","","","","0.9900603478878239","0.9900603478878239","0.9900603478878239","0.9811856585019524","0.9811856585019524","0.9811856585019524"
"5250","0.8722044728434505","0.8722044728434505","0.8722044728434505","0.8590699325523606","0.8590699325523606","0.8590699325523606","","","","","","","","","","","","","0.9907703230386936","0.9907703230386936","0.9907703230386936","0.9755058572949947","0.9755058572949947","0.9755058572949947"
"5300","0.8615548455804047","0.8615548455804047","0.8615548455804047","0.8668796592119276","0.8668796592119276","0.8668796592119276","","","","","","","","","","","","","0.9918352857649982","0.9918352857649982","0.9918352857649982","0.9836705715299965","0.9836705715299965","0.9836705715299965"
"5350","0.8697195598154065","0.8697195598154065","0.8697195598154065","0.8668796592119276","0.8668796592119276","0.8668796592119276","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9854455094071708","0.9854455094071708","0.9854455094071708"
"5400","0.8725594604188853","0.8725594604188853","0.8725594604188853","0.8686545970891019","0.8686545970891019","0.8686545970891019","","","","","","","","","","","","","0.9865104721334753","0.9865104721334753","0.9865104721334753","0.9854455094071708","0.9854455094071708","0.9854455094071708"
"5450","0.8679446219382322","0.8679446219382322","0.8679446219382322","0.868299609513667","0.868299609513667","0.868299609513667","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9865104721334753","0.9865104721334753","0.9865104721334753"
"5500","0.865814696485623","0.865814696485623","0.865814696485623","0.8675896343627973","0.8675896343627973","0.8675896343627973","","","","","","","","","","","","","0.9897053603123891","0.9897053603123891","0.9897053603123891","0.9861554845580405","0.9861554845580405","0.9861554845580405"
"5550","0.8675896343627973","0.8675896343627973","0.8675896343627973","0.8668796592119276","0.8668796592119276","0.8668796592119276","","","","","","","","","","","","","0.9833155839545616","0.9833155839545616","0.9833155839545616","0.9858004969826056","0.9858004969826056","0.9858004969826056"
"5600","0.8601348952786653","0.8601348952786653","0.8601348952786653","0.868299609513667","0.868299609513667","0.868299609513667","","","","","","","","","","","","","0.9900603478878239","0.9900603478878239","0.9900603478878239","0.9861554845580405","0.9861554845580405","0.9861554845580405"
"5650","0.8665246716364927","0.8665246716364927","0.8665246716364927","0.8665246716364927","0.8665246716364927","0.8665246716364927","","","","","","","","","","","","","0.9921902733404331","0.9921902733404331","0.9921902733404331","0.9861554845580405","0.9861554845580405","0.9861554845580405"
"5700","0.8640397586084487","0.8640397586084487","0.8640397586084487","0.8626198083067093","0.8626198083067093","0.8626198083067093","","","","","","","","","","","","","0.9900603478878239","0.9900603478878239","0.9900603478878239","0.9882854100106496","0.9882854100106496","0.9882854100106496"
"5750","0.8651047213347532","0.8651047213347532","0.8651047213347532","0.8700745473908413","0.8700745473908413","0.8700745473908413","","","","","","","","","","","","","0.9911253106141285","0.9911253106141285","0.9911253106141285","0.9840255591054313","0.9840255591054313","0.9840255591054313"
"5800","0.8679446219382322","0.8679446219382322","0.8679446219382322","0.8640397586084487","0.8640397586084487","0.8640397586084487","","","","","","","","","","","","","0.9907703230386936","0.9907703230386936","0.9907703230386936","0.9829605963791267","0.9829605963791267","0.9829605963791267"
"5850","0.8672346467873624","0.8672346467873624","0.8672346467873624","0.8672346467873624","0.8672346467873624","0.8672346467873624","","","","","","","","","","","","","0.9932552360667377","0.9932552360667377","0.9932552360667377","0.9861554845580405","0.9861554845580405","0.9861554845580405"
"5900","0.8636847710330139","0.8636847710330139","0.8636847710330139","0.8693645722399717","0.8693645722399717","0.8693645722399717","","","","","","","","","","","","","0.9946751863684771","0.9946751863684771","0.9946751863684771","0.9858004969826056","0.9858004969826056","0.9858004969826056"
"5950","0.8633297834575789","0.8633297834575789","0.8633297834575789","0.865814696485623","0.865814696485623","0.865814696485623","","","","","","","","","","","","","0.9918352857649982","0.9918352857649982","0.9918352857649982","0.9865104721334753","0.9865104721334753","0.9865104721334753"
"6000","0.8668796592119276","0.8668796592119276","0.8668796592119276","0.8675896343627973","0.8675896343627973","0.8675896343627973","","","","","","","","","","","","","0.9921902733404331","0.9921902733404331","0.9921902733404331","0.9833155839545616","0.9833155839545616","0.9833155839545616"
