"Step","clutrr_finetuning_7.5k_encoder_1 - val_accuracy","clutrr_finetuning_7.5k_encoder_1 - val_accuracy__MIN","clutrr_finetuning_7.5k_encoder_1 - val_accuracy__MAX","clutrr_finetuning_7.5k_encoder_0 - val_accuracy","clutrr_finetuning_7.5k_encoder_0 - val_accuracy__MIN","clutrr_finetuning_7.5k_encoder_0 - val_accuracy__MAX","clutrr_finetuning_7.5k_decoder_2 - val_accuracy","clutrr_finetuning_7.5k_decoder_2 - val_accuracy__MIN","clutrr_finetuning_7.5k_decoder_2 - val_accuracy__MAX","clutrr_finetuning_7.5k_decoder_1 - val_accuracy","clutrr_finetuning_7.5k_decoder_1 - val_accuracy__MIN","clutrr_finetuning_7.5k_decoder_1 - val_accuracy__MAX","clutrr_finetuning_7.5k_decoder_0 - val_accuracy","clutrr_finetuning_7.5k_decoder_0 - val_accuracy__MIN","clutrr_finetuning_7.5k_decoder_0 - val_accuracy__MAX","clutrr_finetuning_5k_encoder_2 - val_accuracy","clutrr_finetuning_5k_encoder_2 - val_accuracy__MIN","clutrr_finetuning_5k_encoder_2 - val_accuracy__MAX","clutrr_finetuning_5k_encoder_1 - val_accuracy","clutrr_finetuning_5k_encoder_1 - val_accuracy__MIN","clutrr_finetuning_5k_encoder_1 - val_accuracy__MAX","clutrr_finetuning_5k_encoder_0 - val_accuracy","clutrr_finetuning_5k_encoder_0 - val_accuracy__MIN","clutrr_finetuning_5k_encoder_0 - val_accuracy__MAX","clutrr_finetuning_5k_decoder_2 - val_accuracy","clutrr_finetuning_5k_decoder_2 - val_accuracy__MIN","clutrr_finetuning_5k_decoder_2 - val_accuracy__MAX","clutrr_finetuning_5k_decoder_1 - val_accuracy","clutrr_finetuning_5k_decoder_1 - val_accuracy__MIN","clutrr_finetuning_5k_decoder_1 - val_accuracy__MAX","clutrr_finetuning_5k_decoder_0 - val_accuracy","clutrr_finetuning_5k_decoder_0 - val_accuracy__MIN","clutrr_finetuning_5k_decoder_0 - val_accuracy__MAX","clutrr_finetuning_2.5k_encoder_2 - val_accuracy","clutrr_finetuning_2.5k_encoder_2 - val_accuracy__MIN","clutrr_finetuning_2.5k_encoder_2 - val_accuracy__MAX","clutrr_finetuning_2.5k_encoder_1 - val_accuracy","clutrr_finetuning_2.5k_encoder_1 - val_accuracy__MIN","clutrr_finetuning_2.5k_encoder_1 - val_accuracy__MAX","clutrr_finetuning_2.5k_encoder_0 - val_accuracy","clutrr_finetuning_2.5k_encoder_0 - val_accuracy__MIN","clutrr_finetuning_2.5k_encoder_0 - val_accuracy__MAX","clutrr_finetuning_2.5k_decoder_2 - val_accuracy","clutrr_finetuning_2.5k_decoder_2 - val_accuracy__MIN","clutrr_finetuning_2.5k_decoder_2 - val_accuracy__MAX","clutrr_finetuning_2.5k_decoder_1 - val_accuracy","clutrr_finetuning_2.5k_decoder_1 - val_accuracy__MIN","clutrr_finetuning_2.5k_decoder_1 - val_accuracy__MAX","clutrr_finetuning_2.5k_decoder_0 - val_accuracy","clutrr_finetuning_2.5k_decoder_0 - val_accuracy__MIN","clutrr_finetuning_2.5k_decoder_0 - val_accuracy__MAX","clutrr_finetuning_1.25k_encoder_2 - val_accuracy","clutrr_finetuning_1.25k_encoder_2 - val_accuracy__MIN","clutrr_finetuning_1.25k_encoder_2 - val_accuracy__MAX","clutrr_finetuning_1.25k_encoder_1 - val_accuracy","clutrr_finetuning_1.25k_encoder_1 - val_accuracy__MIN","clutrr_finetuning_1.25k_encoder_1 - val_accuracy__MAX","clutrr_finetuning_1.25k_encoder_0 - val_accuracy","clutrr_finetuning_1.25k_encoder_0 - val_accuracy__MIN","clutrr_finetuning_1.25k_encoder_0 - val_accuracy__MAX","clutrr_finetuning_1.25k_decoder_2 - val_accuracy","clutrr_finetuning_1.25k_decoder_2 - val_accuracy__MIN","clutrr_finetuning_1.25k_decoder_2 - val_accuracy__MAX","clutrr_finetuning_1.25k_decoder_1 - val_accuracy","clutrr_finetuning_1.25k_decoder_1 - val_accuracy__MIN","clutrr_finetuning_1.25k_decoder_1 - val_accuracy__MAX","clutrr_finetuning_1.25k_decoder_0 - val_accuracy","clutrr_finetuning_1.25k_decoder_0 - val_accuracy__MIN","clutrr_finetuning_1.25k_decoder_0 - val_accuracy__MAX","clutrr_finetuning_10k_encoder_2 - val_accuracy","clutrr_finetuning_10k_encoder_2 - val_accuracy__MIN","clutrr_finetuning_10k_encoder_2 - val_accuracy__MAX","clutrr_finetuning_10k_encoder_1 - val_accuracy","clutrr_finetuning_10k_encoder_1 - val_accuracy__MIN","clutrr_finetuning_10k_encoder_1 - val_accuracy__MAX","clutrr_finetuning_10k_encoder_0 - val_accuracy","clutrr_finetuning_10k_encoder_0 - val_accuracy__MIN","clutrr_finetuning_10k_encoder_0 - val_accuracy__MAX","clutrr_finetuning_10k_decoder_2 - val_accuracy","clutrr_finetuning_10k_decoder_2 - val_accuracy__MIN","clutrr_finetuning_10k_decoder_2 - val_accuracy__MAX","clutrr_finetuning_10k_decoder_1 - val_accuracy","clutrr_finetuning_10k_decoder_1 - val_accuracy__MIN","clutrr_finetuning_10k_decoder_1 - val_accuracy__MAX","clutrr_finetuning_10k_decoder_0 - val_accuracy","clutrr_finetuning_10k_decoder_0 - val_accuracy__MIN","clutrr_finetuning_10k_decoder_0 - val_accuracy__MAX"
"3350","0.8714944976925808","0.8714944976925808","0.8714944976925808","0.8640397586084487","0.8640397586084487","0.8640397586084487","0.8633297834575789","0.8633297834575789","0.8633297834575789","0.8611998580049698","0.8611998580049698","0.8611998580049698","0.8636847710330139","0.8636847710330139","0.8636847710330139","0.6993255236066738","0.6993255236066738","0.6993255236066738","0.6918707845225417","0.6918707845225417","0.6918707845225417","0.69613063542776","0.69613063542776","0.69613063542776","0.6897408590699325","0.6897408590699325","0.6897408590699325","0.688675896343628","0.688675896343628","0.688675896343628","0.6922257720979765","0.6922257720979765","0.6922257720979765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9850905218317358","0.9850905218317358","0.9850905218317358","0.9889953851615193","0.9889953851615193","0.9889953851615193","0.9787007454739084","0.9787007454739084","0.9787007454739084","0.9826056088036919","0.9826056088036919","0.9826056088036919","0.9758608448704296","0.9758608448704296","0.9758608448704296","0.9801206957756479","0.9801206957756479","0.9801206957756479"
"3400","0.8629747958821441","0.8629747958821441","0.8629747958821441","0.8420305289314874","0.8420305289314874","0.8420305289314874","0.8516151934682286","0.8516151934682286","0.8516151934682286","0.8597799077032304","0.8597799077032304","0.8597799077032304","0.8580049698260561","0.8580049698260561","0.8580049698260561","0.7046503372381967","0.7046503372381967","0.7046503372381967","0.691160809371672","0.691160809371672","0.691160809371672","0.7014554490592829","0.7014554490592829","0.7014554490592829","0.6904508342208022","0.6904508342208022","0.6904508342208022","0.681221157259496","0.681221157259496","0.681221157259496","0.6822861199858005","0.6822861199858005","0.6822861199858005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.984735534256301","0.984735534256301","0.984735534256301","0.9904153354632588","0.9904153354632588","0.9904153354632588","0.9861554845580405","0.9861554845580405","0.9861554845580405","0.9804756833510827","0.9804756833510827","0.9804756833510827","0.9811856585019524","0.9811856585019524","0.9811856585019524","0.9815406460773873","0.9815406460773873","0.9815406460773873"
"3450","0.8668796592119276","0.8668796592119276","0.8668796592119276","0.8533901313454029","0.8533901313454029","0.8533901313454029","0.8533901313454029","0.8533901313454029","0.8533901313454029","0.8665246716364927","0.8665246716364927","0.8665246716364927","0.8626198083067093","0.8626198083067093","0.8626198083067093","0.7085552005679802","0.7085552005679802","0.7085552005679802","0.6989705360312389","0.6989705360312389","0.6989705360312389","0.7050053248136315","0.7050053248136315","0.7050053248136315","0.6893858714944977","0.6893858714944977","0.6893858714944977","0.6691515796947107","0.6691515796947107","0.6691515796947107","0.6851260205892794","0.6851260205892794","0.6851260205892794","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9833155839545616","0.9833155839545616","0.9833155839545616","0.9911253106141285","0.9911253106141285","0.9911253106141285","0.9843805466808662","0.9843805466808662","0.9843805466808662","0.9818956336528222","0.9818956336528222","0.9818956336528222","0.9779907703230387","0.9779907703230387","0.9779907703230387","0.9854455094071708","0.9854455094071708","0.9854455094071708"
"3500","0.8629747958821441","0.8629747958821441","0.8629747958821441","0.8629747958821441","0.8629747958821441","0.8629747958821441","0.8580049698260561","0.8580049698260561","0.8580049698260561","0.858359957401491","0.858359957401491","0.858359957401491","0.8672346467873624","0.8672346467873624","0.8672346467873624","0.7050053248136315","0.7050053248136315","0.7050053248136315","0.7007454739084132","0.7007454739084132","0.7007454739084132","0.7067802626908058","0.7067802626908058","0.7067802626908058","0.693645722399716","0.693645722399716","0.693645722399716","0.6840610578629748","0.6840610578629748","0.6840610578629748","0.6918707845225417","0.6918707845225417","0.6918707845225417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.987220447284345","0.987220447284345","0.987220447284345","0.9904153354632588","0.9904153354632588","0.9904153354632588","0.9833155839545616","0.9833155839545616","0.9833155839545616","0.9769258075967341","0.9769258075967341","0.9769258075967341","0.972310969116081","0.972310969116081","0.972310969116081","0.9833155839545616","0.9833155839545616","0.9833155839545616"
"3550","0.868299609513667","0.868299609513667","0.868299609513667","0.8569400070997515","0.8569400070997515","0.8569400070997515","0.8494852680156194","0.8494852680156194","0.8494852680156194","0.8537451189208378","0.8537451189208378","0.8537451189208378","0.853035143769968","0.853035143769968","0.853035143769968","0.7096201632942847","0.7096201632942847","0.7096201632942847","0.69613063542776","0.69613063542776","0.69613063542776","0.7000354987575435","0.7000354987575435","0.7000354987575435","0.6883209087681931","0.6883209087681931","0.6883209087681931","0.6819311324103656","0.6819311324103656","0.6819311324103656","0.688675896343628","0.688675896343628","0.688675896343628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9882854100106496","0.9882854100106496","0.9882854100106496","0.9858004969826056","0.9858004969826056","0.9858004969826056","0.9772807951721689","0.9772807951721689","0.9772807951721689","0.9801206957756479","0.9801206957756479","0.9801206957756479","0.9776357827476039","0.9776357827476039","0.9776357827476039","0.9808306709265175","0.9808306709265175","0.9808306709265175"
"3600","0.8711395101171459","0.8711395101171459","0.8711395101171459","0.8597799077032304","0.8597799077032304","0.8597799077032304","0.8569400070997515","0.8569400070997515","0.8569400070997515","0.8594249201277955","0.8594249201277955","0.8594249201277955","0.8611998580049698","0.8611998580049698","0.8611998580049698","0.7007454739084132","0.7007454739084132","0.7007454739084132","0.7018104366347178","0.7018104366347178","0.7018104366347178","0.7042953496627617","0.7042953496627617","0.7042953496627617","0.6954206602768903","0.6954206602768903","0.6954206602768903","0.6918707845225417","0.6918707845225417","0.6918707845225417","0.6865459708910188","0.6865459708910188","0.6865459708910188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9818956336528222","0.9818956336528222","0.9818956336528222","0.987220447284345","0.987220447284345","0.987220447284345","0.9865104721334753","0.9865104721334753","0.9865104721334753","0.9811856585019524","0.9811856585019524","0.9811856585019524","0.9765708200212992","0.9765708200212992","0.9765708200212992","0.9758608448704296","0.9758608448704296","0.9758608448704296"
"3650","0.8636847710330139","0.8636847710330139","0.8636847710330139","0.8541001064962727","0.8541001064962727","0.8541001064962727","0.835285764998225","0.835285764998225","0.835285764998225","0.855875044373447","0.855875044373447","0.855875044373447","0.8565850195243166","0.8565850195243166","0.8565850195243166","0.7050053248136315","0.7050053248136315","0.7050053248136315","0.7007454739084132","0.7007454739084132","0.7007454739084132","0.708910188143415","0.708910188143415","0.708910188143415","0.6869009584664537","0.6869009584664537","0.6869009584664537","0.6819311324103656","0.6819311324103656","0.6819311324103656","0.6776712815051473","0.6776712815051473","0.6776712815051473","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9854455094071708","0.9854455094071708","0.9854455094071708","0.9815406460773873","0.9815406460773873","0.9815406460773873","0.987220447284345","0.987220447284345","0.987220447284345","0.9733759318423855","0.9733759318423855","0.9733759318423855","0.9765708200212992","0.9765708200212992","0.9765708200212992","0.9829605963791267","0.9829605963791267","0.9829605963791267"
"3700","0.8647497337593184","0.8647497337593184","0.8647497337593184","0.8569400070997515","0.8569400070997515","0.8569400070997515","0.8491302804401846","0.8491302804401846","0.8491302804401846","0.8611998580049698","0.8611998580049698","0.8611998580049698","0.8615548455804047","0.8615548455804047","0.8615548455804047","0.7057152999645012","0.7057152999645012","0.7057152999645012","0.693645722399716","0.693645722399716","0.693645722399716","0.7124600638977636","0.7124600638977636","0.7124600638977636","0.6819311324103656","0.6819311324103656","0.6819311324103656","0.6861909833155839","0.6861909833155839","0.6861909833155839","0.6815761448349308","0.6815761448349308","0.6815761448349308","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9889953851615193","0.9889953851615193","0.9889953851615193","0.9818956336528222","0.9818956336528222","0.9818956336528222","0.9868654597089102","0.9868654597089102","0.9868654597089102","0.9747958821441249","0.9747958821441249","0.9747958821441249","0.9751508697195598","0.9751508697195598","0.9751508697195598","0.9815406460773873","0.9815406460773873","0.9815406460773873"
"3750","0.8686545970891019","0.8686545970891019","0.8686545970891019","0.8643947461838836","0.8643947461838836","0.8643947461838836","0.8484203052893149","0.8484203052893149","0.8484203052893149","0.8604898828541001","0.8604898828541001","0.8604898828541001","0.8477103301384451","0.8477103301384451","0.8477103301384451","0.7071352502662407","0.7071352502662407","0.7071352502662407","0.681221157259496","0.681221157259496","0.681221157259496","0.7035853745118921","0.7035853745118921","0.7035853745118921","0.6776712815051473","0.6776712815051473","0.6776712815051473","0.6876109336173234","0.6876109336173234","0.6876109336173234","0.6805111821086262","0.6805111821086262","0.6805111821086262","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9882854100106496","0.9882854100106496","0.9882854100106496","0.9879304224352148","0.9879304224352148","0.9879304224352148","0.9868654597089102","0.9868654597089102","0.9868654597089102","0.9804756833510827","0.9804756833510827","0.9804756833510827","0.9765708200212992","0.9765708200212992","0.9765708200212992","0.9875754348597799","0.9875754348597799","0.9875754348597799"
"3800","0.8711395101171459","0.8711395101171459","0.8711395101171459","0.8647497337593184","0.8647497337593184","0.8647497337593184","0.8501952431664892","0.8501952431664892","0.8501952431664892","0.8629747958821441","0.8629747958821441","0.8629747958821441","0.8537451189208378","0.8537451189208378","0.8537451189208378","0.7018104366347178","0.7018104366347178","0.7018104366347178","0.6940007099751508","0.6940007099751508","0.6940007099751508","0.7039403620873269","0.7039403620873269","0.7039403620873269","0.6879659211927582","0.6879659211927582","0.6879659211927582","0.6854810081647142","0.6854810081647142","0.6854810081647142","0.6837060702875399","0.6837060702875399","0.6837060702875399","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.984735534256301","0.984735534256301","0.984735534256301","0.9886403975860845","0.9886403975860845","0.9886403975860845","0.9882854100106496","0.9882854100106496","0.9882854100106496","0.9804756833510827","0.9804756833510827","0.9804756833510827","0.9815406460773873","0.9815406460773873","0.9815406460773873","0.9840255591054313","0.9840255591054313","0.9840255591054313"
"3850","0.8700745473908413","0.8700745473908413","0.8700745473908413","0.8633297834575789","0.8633297834575789","0.8633297834575789","0.853035143769968","0.853035143769968","0.853035143769968","0.8551650692225772","0.8551650692225772","0.8551650692225772","0.8576499822506213","0.8576499822506213","0.8576499822506213","0.7025204117855876","0.7025204117855876","0.7025204117855876","0.6815761448349308","0.6815761448349308","0.6815761448349308","0.7032303869364572","0.7032303869364572","0.7032303869364572","0.6879659211927582","0.6879659211927582","0.6879659211927582","0.6865459708910188","0.6865459708910188","0.6865459708910188","0.6826411075612353","0.6826411075612353","0.6826411075612353","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9889953851615193","0.9889953851615193","0.9889953851615193","0.9815406460773873","0.9815406460773873","0.9815406460773873","0.9858004969826056","0.9858004969826056","0.9858004969826056","0.9815406460773873","0.9815406460773873","0.9815406460773873","0.9783457578984736","0.9783457578984736","0.9783457578984736","0.9826056088036919","0.9826056088036919","0.9826056088036919"
"3900","0.8672346467873624","0.8672346467873624","0.8672346467873624","0.860844870429535","0.860844870429535","0.860844870429535","0.8484203052893149","0.8484203052893149","0.8484203052893149","0.8576499822506213","0.8576499822506213","0.8576499822506213","0.8672346467873624","0.8672346467873624","0.8672346467873624","0.706425275115371","0.706425275115371","0.706425275115371","0.6971955981540646","0.6971955981540646","0.6971955981540646","0.6982605608803691","0.6982605608803691","0.6982605608803691","0.6840610578629748","0.6840610578629748","0.6840610578629748","0.6773162939297125","0.6773162939297125","0.6773162939297125","0.688675896343628","0.688675896343628","0.688675896343628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9893503727369543","0.9893503727369543","0.9893503727369543","0.9897053603123891","0.9897053603123891","0.9897053603123891","0.9882854100106496","0.9882854100106496","0.9882854100106496","0.984735534256301","0.984735534256301","0.984735534256301","0.9836705715299965","0.9836705715299965","0.9836705715299965","0.972310969116081","0.972310969116081","0.972310969116081"
"3950","0.8729144479943202","0.8729144479943202","0.8729144479943202","0.8626198083067093","0.8626198083067093","0.8626198083067093","0.8604898828541001","0.8604898828541001","0.8604898828541001","0.8640397586084487","0.8640397586084487","0.8640397586084487","0.8636847710330139","0.8636847710330139","0.8636847710330139","0.7096201632942847","0.7096201632942847","0.7096201632942847","0.6947106851260206","0.6947106851260206","0.6947106851260206","0.7042953496627617","0.7042953496627617","0.7042953496627617","0.6833510827121051","0.6833510827121051","0.6833510827121051","0.6847710330138446","0.6847710330138446","0.6847710330138446","0.6918707845225417","0.6918707845225417","0.6918707845225417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9882854100106496","0.9882854100106496","0.9882854100106496","0.9886403975860845","0.9886403975860845","0.9886403975860845","0.9879304224352148","0.9879304224352148","0.9879304224352148","0.9840255591054313","0.9840255591054313","0.9840255591054313","0.9769258075967341","0.9769258075967341","0.9769258075967341","0.9733759318423855","0.9733759318423855","0.9733759318423855"
"4000","0.8569400070997515","0.8569400070997515","0.8569400070997515","0.8629747958821441","0.8629747958821441","0.8629747958821441","0.8622648207312744","0.8622648207312744","0.8622648207312744","0.8643947461838836","0.8643947461838836","0.8643947461838836","0.8580049698260561","0.8580049698260561","0.8580049698260561","0.7071352502662407","0.7071352502662407","0.7071352502662407","0.6975505857294995","0.6975505857294995","0.6975505857294995","0.693645722399716","0.693645722399716","0.693645722399716","0.6837060702875399","0.6837060702875399","0.6837060702875399","0.6847710330138446","0.6847710330138446","0.6847710330138446","0.6900958466453674","0.6900958466453674","0.6900958466453674","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9886403975860845","0.9886403975860845","0.9886403975860845","0.9907703230386936","0.9907703230386936","0.9907703230386936","0.9897053603123891","0.9897053603123891","0.9897053603123891","0.9762158324458644","0.9762158324458644","0.9762158324458644","0.9769258075967341","0.9769258075967341","0.9769258075967341","0.9829605963791267","0.9829605963791267","0.9829605963791267"
"4050","0.8629747958821441","0.8629747958821441","0.8629747958821441","0.8654597089101882","0.8654597089101882","0.8654597089101882","0.8604898828541001","0.8604898828541001","0.8604898828541001","0.858359957401491","0.858359957401491","0.858359957401491","0.8587149449769258","0.8587149449769258","0.8587149449769258","0.7028753993610224","0.7028753993610224","0.7028753993610224","0.688675896343628","0.688675896343628","0.688675896343628","0.6940007099751508","0.6940007099751508","0.6940007099751508","0.6741214057507987","0.6741214057507987","0.6741214057507987","0.6737664181753639","0.6737664181753639","0.6737664181753639","0.693645722399716","0.693645722399716","0.693645722399716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9826056088036919","0.9826056088036919","0.9826056088036919","0.9879304224352148","0.9879304224352148","0.9879304224352148","0.9861554845580405","0.9861554845580405","0.9861554845580405","0.9840255591054313","0.9840255591054313","0.9840255591054313","0.9783457578984736","0.9783457578984736","0.9783457578984736","0.9794107206247782","0.9794107206247782","0.9794107206247782"
"4100","0.8675896343627973","0.8675896343627973","0.8675896343627973","0.8601348952786653","0.8601348952786653","0.8601348952786653","0.8544550940717075","0.8544550940717075","0.8544550940717075","0.8462903798367057","0.8462903798367057","0.8462903798367057","0.8590699325523606","0.8590699325523606","0.8590699325523606","0.7071352502662407","0.7071352502662407","0.7071352502662407","0.6908058217962372","0.6908058217962372","0.6908058217962372","0.6943556975505857","0.6943556975505857","0.6943556975505857","0.6876109336173234","0.6876109336173234","0.6876109336173234","0.6854810081647142","0.6854810081647142","0.6854810081647142","0.6847710330138446","0.6847710330138446","0.6847710330138446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9815406460773873","0.9815406460773873","0.9815406460773873","0.9893503727369543","0.9893503727369543","0.9893503727369543","0.9900603478878239","0.9900603478878239","0.9900603478878239","0.9850905218317358","0.9850905218317358","0.9850905218317358","0.9779907703230387","0.9779907703230387","0.9779907703230387","0.9843805466808662","0.9843805466808662","0.9843805466808662"
"4150","0.870784522541711","0.870784522541711","0.870784522541711","0.8576499822506213","0.8576499822506213","0.8576499822506213","0.8562300319488818","0.8562300319488818","0.8562300319488818","0.8661696840610579","0.8661696840610579","0.8661696840610579","0.8604898828541001","0.8604898828541001","0.8604898828541001","0.7032303869364572","0.7032303869364572","0.7032303869364572","0.6943556975505857","0.6943556975505857","0.6943556975505857","0.6957756478523252","0.6957756478523252","0.6957756478523252","0.6908058217962372","0.6908058217962372","0.6908058217962372","0.6773162939297125","0.6773162939297125","0.6773162939297125","0.6922257720979765","0.6922257720979765","0.6922257720979765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9882854100106496","0.9882854100106496","0.9882854100106496","0.984735534256301","0.984735534256301","0.984735534256301","0.9893503727369543","0.9893503727369543","0.9893503727369543","0.9833155839545616","0.9833155839545616","0.9833155839545616","0.9804756833510827","0.9804756833510827","0.9804756833510827","0.9850905218317358","0.9850905218317358","0.9850905218317358"
"4200","0.8665246716364927","0.8665246716364927","0.8665246716364927","0.8590699325523606","0.8590699325523606","0.8590699325523606","0.8544550940717075","0.8544550940717075","0.8544550940717075","0.865814696485623","0.865814696485623","0.865814696485623","0.8604898828541001","0.8604898828541001","0.8604898828541001","0.7042953496627617","0.7042953496627617","0.7042953496627617","0.6982605608803691","0.6982605608803691","0.6982605608803691","0.6986155484558041","0.6986155484558041","0.6986155484558041","0.6869009584664537","0.6869009584664537","0.6869009584664537","0.6748313809016684","0.6748313809016684","0.6748313809016684","0.6929357472488463","0.6929357472488463","0.6929357472488463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9843805466808662","0.9843805466808662","0.9843805466808662","0.9811856585019524","0.9811856585019524","0.9811856585019524","0.9794107206247782","0.9794107206247782","0.9794107206247782","0.9836705715299965","0.9836705715299965","0.9836705715299965"
"4250","0.8693645722399717","0.8693645722399717","0.8693645722399717","0.8562300319488818","0.8562300319488818","0.8562300319488818","0.8562300319488818","0.8562300319488818","0.8562300319488818","0.8643947461838836","0.8643947461838836","0.8643947461838836","0.865814696485623","0.865814696485623","0.865814696485623","0.708910188143415","0.708910188143415","0.708910188143415","0.6975505857294995","0.6975505857294995","0.6975505857294995","0.6982605608803691","0.6982605608803691","0.6982605608803691","0.691160809371672","0.691160809371672","0.691160809371672","0.6776712815051473","0.6776712815051473","0.6776712815051473","0.6932907348242812","0.6932907348242812","0.6932907348242812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9879304224352148","0.9879304224352148","0.9879304224352148","0.9921902733404331","0.9921902733404331","0.9921902733404331","0.9904153354632588","0.9904153354632588","0.9904153354632588","0.9850905218317358","0.9850905218317358","0.9850905218317358","0.9840255591054313","0.9840255591054313","0.9840255591054313","0.9779907703230387","0.9779907703230387","0.9779907703230387"
"4300","0.8700745473908413","0.8700745473908413","0.8700745473908413","0.8686545970891019","0.8686545970891019","0.8686545970891019","0.8448704295349663","0.8448704295349663","0.8448704295349663","0.8516151934682286","0.8516151934682286","0.8516151934682286","0.868299609513667","0.868299609513667","0.868299609513667","0.7000354987575435","0.7000354987575435","0.7000354987575435","0.693645722399716","0.693645722399716","0.693645722399716","0.6918707845225417","0.6918707845225417","0.6918707845225417","0.6897408590699325","0.6897408590699325","0.6897408590699325","0.681221157259496","0.681221157259496","0.681221157259496","0.688675896343628","0.688675896343628","0.688675896343628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9889953851615193","0.9889953851615193","0.9889953851615193","0.9875754348597799","0.9875754348597799","0.9875754348597799","0.9865104721334753","0.9865104721334753","0.9865104721334753","0.984735534256301","0.984735534256301","0.984735534256301","0.9794107206247782","0.9794107206247782","0.9794107206247782","0.9776357827476039","0.9776357827476039","0.9776357827476039"
"4350","0.8661696840610579","0.8661696840610579","0.8661696840610579","0.8693645722399717","0.8693645722399717","0.8693645722399717","0.8466453674121406","0.8466453674121406","0.8466453674121406","0.8604898828541001","0.8604898828541001","0.8604898828541001","0.8643947461838836","0.8643947461838836","0.8643947461838836","0.6975505857294995","0.6975505857294995","0.6975505857294995","0.6851260205892794","0.6851260205892794","0.6851260205892794","0.7011004614838481","0.7011004614838481","0.7011004614838481","0.6908058217962372","0.6908058217962372","0.6908058217962372","0.6822861199858005","0.6822861199858005","0.6822861199858005","0.6932907348242812","0.6932907348242812","0.6932907348242812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9893503727369543","0.9893503727369543","0.9893503727369543","0.9914802981895634","0.9914802981895634","0.9914802981895634","0.9897053603123891","0.9897053603123891","0.9897053603123891","0.9861554845580405","0.9861554845580405","0.9861554845580405","0.9779907703230387","0.9779907703230387","0.9779907703230387","0.9811856585019524","0.9811856585019524","0.9811856585019524"
"4400","0.8722044728434505","0.8722044728434505","0.8722044728434505","0.8672346467873624","0.8672346467873624","0.8672346467873624","0.853035143769968","0.853035143769968","0.853035143769968","0.860844870429535","0.860844870429535","0.860844870429535","0.8611998580049698","0.8611998580049698","0.8611998580049698","0.6950656727014555","0.6950656727014555","0.6950656727014555","0.6890308839190629","0.6890308839190629","0.6890308839190629","0.6897408590699325","0.6897408590699325","0.6897408590699325","0.6872559460418886","0.6872559460418886","0.6872559460418886","0.6808661696840611","0.6808661696840611","0.6808661696840611","0.6932907348242812","0.6932907348242812","0.6932907348242812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9879304224352148","0.9879304224352148","0.9879304224352148","0.9911253106141285","0.9911253106141285","0.9911253106141285","0.9900603478878239","0.9900603478878239","0.9900603478878239","0.982250621228257","0.982250621228257","0.982250621228257","0.9808306709265175","0.9808306709265175","0.9808306709265175","0.9776357827476039","0.9776357827476039","0.9776357827476039"
