"Step","clutrr_finetuning_7.5k_encoder_1 - val_accuracy","clutrr_finetuning_7.5k_encoder_1 - val_accuracy__MIN","clutrr_finetuning_7.5k_encoder_1 - val_accuracy__MAX","clutrr_finetuning_7.5k_encoder_0 - val_accuracy","clutrr_finetuning_7.5k_encoder_0 - val_accuracy__MIN","clutrr_finetuning_7.5k_encoder_0 - val_accuracy__MAX","clutrr_finetuning_7.5k_decoder_2 - val_accuracy","clutrr_finetuning_7.5k_decoder_2 - val_accuracy__MIN","clutrr_finetuning_7.5k_decoder_2 - val_accuracy__MAX","clutrr_finetuning_7.5k_decoder_1 - val_accuracy","clutrr_finetuning_7.5k_decoder_1 - val_accuracy__MIN","clutrr_finetuning_7.5k_decoder_1 - val_accuracy__MAX","clutrr_finetuning_7.5k_decoder_0 - val_accuracy","clutrr_finetuning_7.5k_decoder_0 - val_accuracy__MIN","clutrr_finetuning_7.5k_decoder_0 - val_accuracy__MAX","clutrr_finetuning_5k_encoder_2 - val_accuracy","clutrr_finetuning_5k_encoder_2 - val_accuracy__MIN","clutrr_finetuning_5k_encoder_2 - val_accuracy__MAX","clutrr_finetuning_5k_encoder_1 - val_accuracy","clutrr_finetuning_5k_encoder_1 - val_accuracy__MIN","clutrr_finetuning_5k_encoder_1 - val_accuracy__MAX","clutrr_finetuning_5k_encoder_0 - val_accuracy","clutrr_finetuning_5k_encoder_0 - val_accuracy__MIN","clutrr_finetuning_5k_encoder_0 - val_accuracy__MAX","clutrr_finetuning_5k_decoder_2 - val_accuracy","clutrr_finetuning_5k_decoder_2 - val_accuracy__MIN","clutrr_finetuning_5k_decoder_2 - val_accuracy__MAX","clutrr_finetuning_5k_decoder_1 - val_accuracy","clutrr_finetuning_5k_decoder_1 - val_accuracy__MIN","clutrr_finetuning_5k_decoder_1 - val_accuracy__MAX","clutrr_finetuning_5k_decoder_0 - val_accuracy","clutrr_finetuning_5k_decoder_0 - val_accuracy__MIN","clutrr_finetuning_5k_decoder_0 - val_accuracy__MAX","clutrr_finetuning_2.5k_encoder_2 - val_accuracy","clutrr_finetuning_2.5k_encoder_2 - val_accuracy__MIN","clutrr_finetuning_2.5k_encoder_2 - val_accuracy__MAX","clutrr_finetuning_2.5k_encoder_1 - val_accuracy","clutrr_finetuning_2.5k_encoder_1 - val_accuracy__MIN","clutrr_finetuning_2.5k_encoder_1 - val_accuracy__MAX","clutrr_finetuning_2.5k_encoder_0 - val_accuracy","clutrr_finetuning_2.5k_encoder_0 - val_accuracy__MIN","clutrr_finetuning_2.5k_encoder_0 - val_accuracy__MAX","clutrr_finetuning_2.5k_decoder_2 - val_accuracy","clutrr_finetuning_2.5k_decoder_2 - val_accuracy__MIN","clutrr_finetuning_2.5k_decoder_2 - val_accuracy__MAX","clutrr_finetuning_2.5k_decoder_1 - val_accuracy","clutrr_finetuning_2.5k_decoder_1 - val_accuracy__MIN","clutrr_finetuning_2.5k_decoder_1 - val_accuracy__MAX","clutrr_finetuning_2.5k_decoder_0 - val_accuracy","clutrr_finetuning_2.5k_decoder_0 - val_accuracy__MIN","clutrr_finetuning_2.5k_decoder_0 - val_accuracy__MAX","clutrr_finetuning_1.25k_encoder_2 - val_accuracy","clutrr_finetuning_1.25k_encoder_2 - val_accuracy__MIN","clutrr_finetuning_1.25k_encoder_2 - val_accuracy__MAX","clutrr_finetuning_1.25k_encoder_1 - val_accuracy","clutrr_finetuning_1.25k_encoder_1 - val_accuracy__MIN","clutrr_finetuning_1.25k_encoder_1 - val_accuracy__MAX","clutrr_finetuning_1.25k_encoder_0 - val_accuracy","clutrr_finetuning_1.25k_encoder_0 - val_accuracy__MIN","clutrr_finetuning_1.25k_encoder_0 - val_accuracy__MAX","clutrr_finetuning_1.25k_decoder_2 - val_accuracy","clutrr_finetuning_1.25k_decoder_2 - val_accuracy__MIN","clutrr_finetuning_1.25k_decoder_2 - val_accuracy__MAX","clutrr_finetuning_1.25k_decoder_1 - val_accuracy","clutrr_finetuning_1.25k_decoder_1 - val_accuracy__MIN","clutrr_finetuning_1.25k_decoder_1 - val_accuracy__MAX","clutrr_finetuning_1.25k_decoder_0 - val_accuracy","clutrr_finetuning_1.25k_decoder_0 - val_accuracy__MIN","clutrr_finetuning_1.25k_decoder_0 - val_accuracy__MAX","clutrr_finetuning_10k_encoder_2 - val_accuracy","clutrr_finetuning_10k_encoder_2 - val_accuracy__MIN","clutrr_finetuning_10k_encoder_2 - val_accuracy__MAX","clutrr_finetuning_10k_encoder_1 - val_accuracy","clutrr_finetuning_10k_encoder_1 - val_accuracy__MIN","clutrr_finetuning_10k_encoder_1 - val_accuracy__MAX","clutrr_finetuning_10k_encoder_0 - val_accuracy","clutrr_finetuning_10k_encoder_0 - val_accuracy__MIN","clutrr_finetuning_10k_encoder_0 - val_accuracy__MAX","clutrr_finetuning_10k_decoder_2 - val_accuracy","clutrr_finetuning_10k_decoder_2 - val_accuracy__MIN","clutrr_finetuning_10k_decoder_2 - val_accuracy__MAX","clutrr_finetuning_10k_decoder_1 - val_accuracy","clutrr_finetuning_10k_decoder_1 - val_accuracy__MIN","clutrr_finetuning_10k_decoder_1 - val_accuracy__MAX","clutrr_finetuning_10k_decoder_0 - val_accuracy","clutrr_finetuning_10k_decoder_0 - val_accuracy__MIN","clutrr_finetuning_10k_decoder_0 - val_accuracy__MAX"
"1550","0.832800851970181","0.832800851970181","0.832800851970181","0.8448704295349663","0.8448704295349663","0.8448704295349663","0.8313809016684416","0.8313809016684416","0.8313809016684416","0.8342208022719205","0.8342208022719205","0.8342208022719205","0.8317358892438764","0.8317358892438764","0.8317358892438764","0.7003904863329783","0.7003904863329783","0.7003904863329783","0.6851260205892794","0.6851260205892794","0.6851260205892794","0.6712815051473199","0.6712815051473199","0.6712815051473199","0.6744763933262335","0.6744763933262335","0.6744763933262335","0.6748313809016684","0.6748313809016684","0.6748313809016684","0.6794462193823216","0.6794462193823216","0.6794462193823216","0.4103656372026979","0.4103656372026979","0.4103656372026979","0.4146254881079162","0.4146254881079162","0.4146254881079162","0.4043308484203053","0.4043308484203053","0.4043308484203053","0.42137025204117856","0.42137025204117856","0.42137025204117856","0.41711040113596026","0.41711040113596026","0.41711040113596026","0.425275115370962","0.425275115370962","0.425275115370962","","","","","","","","","","","","","","","","","","","0.9726659566915158","0.9726659566915158","0.9726659566915158","0.9740859069932553","0.9740859069932553","0.9740859069932553","0.9762158324458644","0.9762158324458644","0.9762158324458644","0.9623713170039049","0.9623713170039049","0.9623713170039049","0.9666311679091232","0.9666311679091232","0.9666311679091232","0.9680511182108626","0.9680511182108626","0.9680511182108626"
"1600","0.8470003549875754","0.8470003549875754","0.8470003549875754","0.8470003549875754","0.8470003549875754","0.8470003549875754","0.845580404685836","0.845580404685836","0.845580404685836","0.8359957401490948","0.8359957401490948","0.8359957401490948","0.8285410010649628","0.8285410010649628","0.8285410010649628","0.6975505857294995","0.6975505857294995","0.6975505857294995","0.6982605608803691","0.6982605608803691","0.6982605608803691","0.6996805111821086","0.6996805111821086","0.6996805111821086","0.6727014554490592","0.6727014554490592","0.6727014554490592","0.675896343627973","0.675896343627973","0.675896343627973","0.6773162939297125","0.6773162939297125","0.6773162939297125","0.41817536386226484","0.41817536386226484","0.41817536386226484","0.41675541356052537","0.41675541356052537","0.41675541356052537","0.40468583599574015","0.40468583599574015","0.40468583599574015","0.41959531416400425","0.41959531416400425","0.41959531416400425","0.41711040113596026","0.41711040113596026","0.41711040113596026","0.42137025204117856","0.42137025204117856","0.42137025204117856","","","","","","","","","","","","","","","","","","","0.9755058572949947","0.9755058572949947","0.9755058572949947","0.9673411430599929","0.9673411430599929","0.9673411430599929","0.9783457578984736","0.9783457578984736","0.9783457578984736","0.9605963791267306","0.9605963791267306","0.9605963791267306","0.9730209442669506","0.9730209442669506","0.9730209442669506","0.9652112176073837","0.9652112176073837","0.9652112176073837"
"1650","0.8409655662051828","0.8409655662051828","0.8409655662051828","0.8441604543840966","0.8441604543840966","0.8441604543840966","0.835285764998225","0.835285764998225","0.835285764998225","0.825346112886049","0.825346112886049","0.825346112886049","0.8225062122825701","0.8225062122825701","0.8225062122825701","0.6947106851260206","0.6947106851260206","0.6947106851260206","0.69613063542776","0.69613063542776","0.69613063542776","0.6876109336173234","0.6876109336173234","0.6876109336173234","0.6801561945331913","0.6801561945331913","0.6801561945331913","0.6695065672701456","0.6695065672701456","0.6695065672701456","0.6844160454384096","0.6844160454384096","0.6844160454384096","0.4156904508342208","0.4156904508342208","0.4156904508342208","0.4142705005324814","0.4142705005324814","0.4142705005324814","0.40752573659921904","0.40752573659921904","0.40752573659921904","0.42669506567270143","0.42669506567270143","0.42669506567270143","0.40113596024139153","0.40113596024139153","0.40113596024139153","0.41675541356052537","0.41675541356052537","0.41675541356052537","","","","","","","","","","","","","","","","","","","0.9776357827476039","0.9776357827476039","0.9776357827476039","0.9676961306354278","0.9676961306354278","0.9676961306354278","0.9708910188143415","0.9708910188143415","0.9708910188143415","0.9595314164004259","0.9595314164004259","0.9595314164004259","0.966986155484558","0.966986155484558","0.966986155484558","0.9680511182108626","0.9680511182108626","0.9680511182108626"
"1700","0.8420305289314874","0.8420305289314874","0.8420305289314874","0.850550230741924","0.850550230741924","0.850550230741924","0.8416755413560525","0.8416755413560525","0.8416755413560525","0.8445154419595314","0.8445154419595314","0.8445154419595314","0.8310259140930067","0.8310259140930067","0.8310259140930067","0.7042953496627617","0.7042953496627617","0.7042953496627617","0.6861909833155839","0.6861909833155839","0.6861909833155839","0.6954206602768903","0.6954206602768903","0.6954206602768903","0.6741214057507987","0.6741214057507987","0.6741214057507987","0.678381256656017","0.678381256656017","0.678381256656017","0.6819311324103656","0.6819311324103656","0.6819311324103656","0.4132055378061768","0.4132055378061768","0.4132055378061768","0.41995030173943915","0.41995030173943915","0.41995030173943915","0.40326588569400074","0.40326588569400074","0.40326588569400074","0.4220802271920483","0.4220802271920483","0.4220802271920483","0.4128505502307419","0.4128505502307419","0.4128505502307419","0.4210152644657437","0.4210152644657437","0.4210152644657437","","","","","","","","","","","","","","","","","","","0.9733759318423855","0.9733759318423855","0.9733759318423855","0.9751508697195598","0.9751508697195598","0.9751508697195598","0.972310969116081","0.972310969116081","0.972310969116081","0.9691160809371672","0.9691160809371672","0.9691160809371672","0.9652112176073837","0.9652112176073837","0.9652112176073837","0.9712460063897763","0.9712460063897763","0.9712460063897763"
"1750","0.850550230741924","0.850550230741924","0.850550230741924","0.8470003549875754","0.8470003549875754","0.8470003549875754","0.8438054668086616","0.8438054668086616","0.8438054668086616","0.8519701810436635","0.8519701810436635","0.8519701810436635","0.8207312744053958","0.8207312744053958","0.8207312744053958","0.663471778487753","0.663471778487753","0.663471778487753","0.6854810081647142","0.6854810081647142","0.6854810081647142","0.6929357472488463","0.6929357472488463","0.6929357472488463","0.6744763933262335","0.6744763933262335","0.6744763933262335","0.6847710330138446","0.6847710330138446","0.6847710330138446","0.6883209087681931","0.6883209087681931","0.6883209087681931","0.4039758608448704","0.4039758608448704","0.4039758608448704","0.3993610223642173","0.3993610223642173","0.3993610223642173","0.4014909478168264","0.4014909478168264","0.4014909478168264","0.4206602768903088","0.4206602768903088","0.4206602768903088","0.4160454384096557","0.4160454384096557","0.4160454384096557","0.42385516506922255","0.42385516506922255","0.42385516506922255","","","","","","","","","","","","","","","","","","","0.9779907703230387","0.9779907703230387","0.9779907703230387","0.9726659566915158","0.9726659566915158","0.9726659566915158","0.9762158324458644","0.9762158324458644","0.9762158324458644","0.9648562300319489","0.9648562300319489","0.9648562300319489","0.9676961306354278","0.9676961306354278","0.9676961306354278","0.9634362797302094","0.9634362797302094","0.9634362797302094"
"1800","0.8501952431664892","0.8501952431664892","0.8501952431664892","0.8445154419595314","0.8445154419595314","0.8445154419595314","0.838125665601704","0.838125665601704","0.838125665601704","0.8452254171104011","0.8452254171104011","0.8452254171104011","0.8494852680156194","0.8494852680156194","0.8494852680156194","0.6982605608803691","0.6982605608803691","0.6982605608803691","0.6929357472488463","0.6929357472488463","0.6929357472488463","0.6971955981540646","0.6971955981540646","0.6971955981540646","0.6858359957401491","0.6858359957401491","0.6858359957401491","0.6712815051473199","0.6712815051473199","0.6712815051473199","0.6787362442314518","0.6787362442314518","0.6787362442314518","0.41178558750443733","0.41178558750443733","0.41178558750443733","0.4110756123535676","0.4110756123535676","0.4110756123535676","0.4036208732694356","0.4036208732694356","0.4036208732694356","0.41214057507987223","0.41214057507987223","0.41214057507987223","0.4160454384096557","0.4160454384096557","0.4160454384096557","0.4327298544550941","0.4327298544550941","0.4327298544550941","","","","","","","","","","","","","","","","","","","0.9794107206247782","0.9794107206247782","0.9794107206247782","0.9776357827476039","0.9776357827476039","0.9776357827476039","0.9680511182108626","0.9680511182108626","0.9680511182108626","0.9691160809371672","0.9691160809371672","0.9691160809371672","0.9652112176073837","0.9652112176073837","0.9652112176073837","0.9691160809371672","0.9691160809371672","0.9691160809371672"
"1850","0.8491302804401846","0.8491302804401846","0.8491302804401846","0.8537451189208378","0.8537451189208378","0.8537451189208378","0.8359957401490948","0.8359957401490948","0.8359957401490948","0.8434504792332268","0.8434504792332268","0.8434504792332268","0.8232161874334398","0.8232161874334398","0.8232161874334398","0.7025204117855876","0.7025204117855876","0.7025204117855876","0.6900958466453674","0.6900958466453674","0.6900958466453674","0.6975505857294995","0.6975505857294995","0.6975505857294995","0.6730564430244942","0.6730564430244942","0.6730564430244942","0.6741214057507987","0.6741214057507987","0.6741214057507987","0.6904508342208022","0.6904508342208022","0.6904508342208022","0.41356052538161164","0.41356052538161164","0.41356052538161164","0.40610578629747957","0.40610578629747957","0.40610578629747957","0.4007809726659567","0.4007809726659567","0.4007809726659567","0.40717074902378414","0.40717074902378414","0.40717074902378414","0.427760028399006","0.427760028399006","0.427760028399006","0.42314518991835287","0.42314518991835287","0.42314518991835287","","","","","","","","","","","","","","","","","","","0.9779907703230387","0.9779907703230387","0.9779907703230387","0.972310969116081","0.972310969116081","0.972310969116081","0.9708910188143415","0.9708910188143415","0.9708910188143415","0.9630812921547746","0.9630812921547746","0.9630812921547746","0.969471068512602","0.969471068512602","0.969471068512602","0.9726659566915158","0.9726659566915158","0.9726659566915158"
"1900","0.8370607028753994","0.8370607028753994","0.8370607028753994","0.8487752928647497","0.8487752928647497","0.8487752928647497","0.8484203052893149","0.8484203052893149","0.8484203052893149","0.8420305289314874","0.8420305289314874","0.8420305289314874","0.8274760383386581","0.8274760383386581","0.8274760383386581","0.7028753993610224","0.7028753993610224","0.7028753993610224","0.6979055733049343","0.6979055733049343","0.6979055733049343","0.6979055733049343","0.6979055733049343","0.6979055733049343","0.6652467163649273","0.6652467163649273","0.6652467163649273","0.678381256656017","0.678381256656017","0.678381256656017","0.6893858714944977","0.6893858714944977","0.6893858714944977","0.4146254881079162","0.4146254881079162","0.4146254881079162","0.4174653887113951","0.4174653887113951","0.4174653887113951","0.38942137025204115","0.38942137025204115","0.38942137025204115","0.4188853390131345","0.4188853390131345","0.4188853390131345","0.4156904508342208","0.4156904508342208","0.4156904508342208","0.42598509052183176","0.42598509052183176","0.42598509052183176","","","","","","","","","","","","","","","","","","","0.9676961306354278","0.9676961306354278","0.9676961306354278","0.9769258075967341","0.9769258075967341","0.9769258075967341","0.9836705715299965","0.9836705715299965","0.9836705715299965","0.9577564785232516","0.9577564785232516","0.9577564785232516","0.9705360312389066","0.9705360312389066","0.9705360312389066","0.9747958821441249","0.9747958821441249","0.9747958821441249"
"1950","0.8473553425630103","0.8473553425630103","0.8473553425630103","0.850550230741924","0.850550230741924","0.850550230741924","0.8359957401490948","0.8359957401490948","0.8359957401490948","0.8459353922612709","0.8459353922612709","0.8459353922612709","0.845580404685836","0.845580404685836","0.845580404685836","0.7011004614838481","0.7011004614838481","0.7011004614838481","0.688675896343628","0.688675896343628","0.688675896343628","0.6975505857294995","0.6975505857294995","0.6975505857294995","0.6805111821086262","0.6805111821086262","0.6805111821086262","0.6723464678736244","0.6723464678736244","0.6723464678736244","0.6769613063542776","0.6769613063542776","0.6769613063542776","0.4053958111466099","0.4053958111466099","0.4053958111466099","0.4057507987220447","0.4057507987220447","0.4057507987220447","0.4103656372026979","0.4103656372026979","0.4103656372026979","0.4217252396166134","0.4217252396166134","0.4217252396166134","0.41249556265530707","0.41249556265530707","0.41249556265530707","0.4217252396166134","0.4217252396166134","0.4217252396166134","","","","","","","","","","","","","","","","","","","0.9826056088036919","0.9826056088036919","0.9826056088036919","0.9829605963791267","0.9829605963791267","0.9829605963791267","0.9787007454739084","0.9787007454739084","0.9787007454739084","0.9755058572949947","0.9755058572949947","0.9755058572949947","0.9726659566915158","0.9726659566915158","0.9726659566915158","0.96201632942847","0.96201632942847","0.96201632942847"
"2000","0.8533901313454029","0.8533901313454029","0.8533901313454029","0.8537451189208378","0.8537451189208378","0.8537451189208378","0.8399006034788783","0.8399006034788783","0.8399006034788783","0.8501952431664892","0.8501952431664892","0.8501952431664892","0.8367057152999645","0.8367057152999645","0.8367057152999645","0.6982605608803691","0.6982605608803691","0.6982605608803691","0.6975505857294995","0.6975505857294995","0.6975505857294995","0.7071352502662407","0.7071352502662407","0.7071352502662407","0.6794462193823216","0.6794462193823216","0.6794462193823216","0.6677316293929713","0.6677316293929713","0.6677316293929713","0.6925807596734115","0.6925807596734115","0.6925807596734115","0.4110756123535676","0.4110756123535676","0.4110756123535676","0.4085906993255236","0.4085906993255236","0.4085906993255236","0.4039758608448704","0.4039758608448704","0.4039758608448704","0.42137025204117856","0.42137025204117856","0.42137025204117856","0.4220802271920483","0.4220802271920483","0.4220802271920483","0.4245651402200923","0.4245651402200923","0.4245651402200923","","","","","","","","","","","","","","","","","","","0.9779907703230387","0.9779907703230387","0.9779907703230387","0.9815406460773873","0.9815406460773873","0.9815406460773873","0.9751508697195598","0.9751508697195598","0.9751508697195598","0.9616613418530351","0.9616613418530351","0.9616613418530351","0.9687610933617323","0.9687610933617323","0.9687610933617323","0.9719559815406461","0.9719559815406461","0.9719559815406461"
"2050","0.8633297834575789","0.8633297834575789","0.8633297834575789","0.8498402555910544","0.8498402555910544","0.8498402555910544","0.8370607028753994","0.8370607028753994","0.8370607028753994","0.8462903798367057","0.8462903798367057","0.8462903798367057","0.838125665601704","0.838125665601704","0.838125665601704","0.6876109336173234","0.6876109336173234","0.6876109336173234","0.6918707845225417","0.6918707845225417","0.6918707845225417","0.6971955981540646","0.6971955981540646","0.6971955981540646","0.6787362442314518","0.6787362442314518","0.6787362442314518","0.6798012069577565","0.6798012069577565","0.6798012069577565","0.673411430599929","0.673411430599929","0.673411430599929","0.40326588569400074","0.40326588569400074","0.40326588569400074","0.41249556265530707","0.41249556265530707","0.41249556265530707","0.4014909478168264","0.4014909478168264","0.4014909478168264","0.4132055378061768","0.4132055378061768","0.4132055378061768","0.42137025204117856","0.42137025204117856","0.42137025204117856","0.42598509052183176","0.42598509052183176","0.42598509052183176","","","","","","","","","","","","","","","","","","","0.982250621228257","0.982250621228257","0.982250621228257","0.9829605963791267","0.9829605963791267","0.9829605963791267","0.9811856585019524","0.9811856585019524","0.9811856585019524","0.9740859069932553","0.9740859069932553","0.9740859069932553","0.9712460063897763","0.9712460063897763","0.9712460063897763","0.9687610933617323","0.9687610933617323","0.9687610933617323"
"2100","0.8484203052893149","0.8484203052893149","0.8484203052893149","0.8533901313454029","0.8533901313454029","0.8533901313454029","0.8356407525736599","0.8356407525736599","0.8356407525736599","0.8423855165069223","0.8423855165069223","0.8423855165069223","0.8459353922612709","0.8459353922612709","0.8459353922612709","0.6897408590699325","0.6897408590699325","0.6897408590699325","0.6915157969471069","0.6915157969471069","0.6915157969471069","0.7032303869364572","0.7032303869364572","0.7032303869364572","0.6787362442314518","0.6787362442314518","0.6787362442314518","0.6780262690805822","0.6780262690805822","0.6780262690805822","0.6826411075612353","0.6826411075612353","0.6826411075612353","0.3908413205537806","0.3908413205537806","0.3908413205537806","0.41533546325878595","0.41533546325878595","0.41533546325878595","0.40930067447639334","0.40930067447639334","0.40930067447639334","0.4249201277955272","0.4249201277955272","0.4249201277955272","0.42385516506922255","0.42385516506922255","0.42385516506922255","0.41675541356052537","0.41675541356052537","0.41675541356052537","","","","","","","","","","","","","","","","","","","0.9765708200212992","0.9765708200212992","0.9765708200212992","0.9776357827476039","0.9776357827476039","0.9776357827476039","0.9815406460773873","0.9815406460773873","0.9815406460773873","0.9740859069932553","0.9740859069932553","0.9740859069932553","0.9684061057862975","0.9684061057862975","0.9684061057862975","0.9652112176073837","0.9652112176073837","0.9652112176073837"
"2150","0.8274760383386581","0.8274760383386581","0.8274760383386581","0.8441604543840966","0.8441604543840966","0.8441604543840966","0.8438054668086616","0.8438054668086616","0.8438054668086616","0.8306709265175719","0.8306709265175719","0.8306709265175719","0.8374156904508342","0.8374156904508342","0.8374156904508342","0.6993255236066738","0.6993255236066738","0.6993255236066738","0.69613063542776","0.69613063542776","0.69613063542776","0.7014554490592829","0.7014554490592829","0.7014554490592829","0.6787362442314518","0.6787362442314518","0.6787362442314518","0.6833510827121051","0.6833510827121051","0.6833510827121051","0.6854810081647142","0.6854810081647142","0.6854810081647142","0.39829605963791265","0.39829605963791265","0.39829605963791265","0.4142705005324814","0.4142705005324814","0.4142705005324814","0.4053958111466099","0.4053958111466099","0.4053958111466099","0.4188853390131345","0.4188853390131345","0.4188853390131345","0.420305289314874","0.420305289314874","0.420305289314874","0.422790202342918","0.422790202342918","0.422790202342918","","","","","","","","","","","","","","","","","","","0.9740859069932553","0.9740859069932553","0.9740859069932553","0.9843805466808662","0.9843805466808662","0.9843805466808662","0.9808306709265175","0.9808306709265175","0.9808306709265175","0.9708910188143415","0.9708910188143415","0.9708910188143415","0.9584664536741214","0.9584664536741214","0.9584664536741214","0.9691160809371672","0.9691160809371672","0.9691160809371672"
"2200","0.8399006034788783","0.8399006034788783","0.8399006034788783","0.8516151934682286","0.8516151934682286","0.8516151934682286","0.8370607028753994","0.8370607028753994","0.8370607028753994","0.8384806531771388","0.8384806531771388","0.8384806531771388","0.8359957401490948","0.8359957401490948","0.8359957401490948","0.6940007099751508","0.6940007099751508","0.6940007099751508","0.6904508342208022","0.6904508342208022","0.6904508342208022","0.6982605608803691","0.6982605608803691","0.6982605608803691","0.6822861199858005","0.6822861199858005","0.6822861199858005","0.6844160454384096","0.6844160454384096","0.6844160454384096","0.6737664181753639","0.6737664181753639","0.6737664181753639","0.410010649627263","0.410010649627263","0.410010649627263","0.4128505502307419","0.4128505502307419","0.4128505502307419","0.40042598509052185","0.40042598509052185","0.40042598509052185","0.42314518991835287","0.42314518991835287","0.42314518991835287","0.4132055378061768","0.4132055378061768","0.4132055378061768","0.41817536386226484","0.41817536386226484","0.41817536386226484","","","","","","","","","","","","","","","","","","","0.9804756833510827","0.9804756833510827","0.9804756833510827","0.9808306709265175","0.9808306709265175","0.9808306709265175","0.9787007454739084","0.9787007454739084","0.9787007454739084","0.9648562300319489","0.9648562300319489","0.9648562300319489","0.9627263045793397","0.9627263045793397","0.9627263045793397","0.9772807951721689","0.9772807951721689","0.9772807951721689"
"2250","0.8548100816471423","0.8548100816471423","0.8548100816471423","0.8544550940717075","0.8544550940717075","0.8544550940717075","0.8441604543840966","0.8441604543840966","0.8441604543840966","0.8544550940717075","0.8544550940717075","0.8544550940717075","0.840610578629748","0.840610578629748","0.840610578629748","0.6872559460418886","0.6872559460418886","0.6872559460418886","0.688675896343628","0.688675896343628","0.688675896343628","0.6979055733049343","0.6979055733049343","0.6979055733049343","0.6833510827121051","0.6833510827121051","0.6833510827121051","0.6794462193823216","0.6794462193823216","0.6794462193823216","0.6844160454384096","0.6844160454384096","0.6844160454384096","0.4043308484203053","0.4043308484203053","0.4043308484203053","0.4110756123535676","0.4110756123535676","0.4110756123535676","0.4085906993255236","0.4085906993255236","0.4085906993255236","0.422790202342918","0.422790202342918","0.422790202342918","0.4206602768903088","0.4206602768903088","0.4206602768903088","0.4078807241746539","0.4078807241746539","0.4078807241746539","","","","","","","","","","","","","","","","","","","0.9829605963791267","0.9829605963791267","0.9829605963791267","0.9818956336528222","0.9818956336528222","0.9818956336528222","0.9833155839545616","0.9833155839545616","0.9833155839545616","0.969826056088037","0.969826056088037","0.969826056088037","0.969826056088037","0.969826056088037","0.969826056088037","0.9758608448704296","0.9758608448704296","0.9758608448704296"
"2300","0.8363507277245297","0.8363507277245297","0.8363507277245297","0.8636847710330139","0.8636847710330139","0.8636847710330139","0.8512602058927937","0.8512602058927937","0.8512602058927937","0.8594249201277955","0.8594249201277955","0.8594249201277955","0.8335108271210507","0.8335108271210507","0.8335108271210507","0.6925807596734115","0.6925807596734115","0.6925807596734115","0.6865459708910188","0.6865459708910188","0.6865459708910188","0.7057152999645012","0.7057152999645012","0.7057152999645012","0.6844160454384096","0.6844160454384096","0.6844160454384096","0.6805111821086262","0.6805111821086262","0.6805111821086262","0.6847710330138446","0.6847710330138446","0.6847710330138446","0.39403620873269435","0.39403620873269435","0.39403620873269435","0.41178558750443733","0.41178558750443733","0.41178558750443733","0.4053958111466099","0.4053958111466099","0.4053958111466099","0.4206602768903088","0.4206602768903088","0.4206602768903088","0.41817536386226484","0.41817536386226484","0.41817536386226484","0.4174653887113951","0.4174653887113951","0.4174653887113951","","","","","","","","","","","","","","","","","","","0.9769258075967341","0.9769258075967341","0.9769258075967341","0.9843805466808662","0.9843805466808662","0.9843805466808662","0.9801206957756479","0.9801206957756479","0.9801206957756479","0.969826056088037","0.969826056088037","0.969826056088037","0.9769258075967341","0.9769258075967341","0.9769258075967341","0.9712460063897763","0.9712460063897763","0.9712460063897763"
"2350","0.858359957401491","0.858359957401491","0.858359957401491","0.8445154419595314","0.8445154419595314","0.8445154419595314","0.8473553425630103","0.8473553425630103","0.8473553425630103","0.838125665601704","0.838125665601704","0.838125665601704","0.8470003549875754","0.8470003549875754","0.8470003549875754","0.693645722399716","0.693645722399716","0.693645722399716","0.7067802626908058","0.7067802626908058","0.7067802626908058","0.7025204117855876","0.7025204117855876","0.7025204117855876","0.6865459708910188","0.6865459708910188","0.6865459708910188","0.6837060702875399","0.6837060702875399","0.6837060702875399","0.6808661696840611","0.6808661696840611","0.6808661696840611","0.39687610933617323","0.39687610933617323","0.39687610933617323","0.41178558750443733","0.41178558750443733","0.41178558750443733","0.4043308484203053","0.4043308484203053","0.4043308484203053","0.41782037628682994","0.41782037628682994","0.41782037628682994","0.41711040113596026","0.41711040113596026","0.41711040113596026","0.4206602768903088","0.4206602768903088","0.4206602768903088","","","","","","","","","","","","","","","","","","","0.9712460063897763","0.9712460063897763","0.9712460063897763","0.9673411430599929","0.9673411430599929","0.9673411430599929","0.9804756833510827","0.9804756833510827","0.9804756833510827","0.9765708200212992","0.9765708200212992","0.9765708200212992","0.9769258075967341","0.9769258075967341","0.9769258075967341","0.9755058572949947","0.9755058572949947","0.9755058572949947"
