"Step","reversed_addition_mlp_3750_1 - test_acc","reversed_addition_mlp_3750_1 - test_acc__MIN","reversed_addition_mlp_3750_1 - test_acc__MAX","reversed_addition_mlp_3750_1 - train_acc","reversed_addition_mlp_3750_1 - train_acc__MIN","reversed_addition_mlp_3750_1 - train_acc__MAX","reversed_addition_mlp_3750_0 - test_acc","reversed_addition_mlp_3750_0 - test_acc__MIN","reversed_addition_mlp_3750_0 - test_acc__MAX","reversed_addition_mlp_3750_0 - train_acc","reversed_addition_mlp_3750_0 - train_acc__MIN","reversed_addition_mlp_3750_0 - train_acc__MAX","reversed_addition_mlp_3750_2 - test_acc","reversed_addition_mlp_3750_2 - test_acc__MIN","reversed_addition_mlp_3750_2 - test_acc__MAX","reversed_addition_mlp_3750_2 - train_acc","reversed_addition_mlp_3750_2 - train_acc__MIN","reversed_addition_mlp_3750_2 - train_acc__MAX","reversed_addition_mlp_5000_2 - test_acc","reversed_addition_mlp_5000_2 - test_acc__MIN","reversed_addition_mlp_5000_2 - test_acc__MAX","reversed_addition_mlp_5000_2 - train_acc","reversed_addition_mlp_5000_2 - train_acc__MIN","reversed_addition_mlp_5000_2 - train_acc__MAX","reversed_addition_mlp_5000_1 - test_acc","reversed_addition_mlp_5000_1 - test_acc__MIN","reversed_addition_mlp_5000_1 - test_acc__MAX","reversed_addition_mlp_5000_1 - train_acc","reversed_addition_mlp_5000_1 - train_acc__MIN","reversed_addition_mlp_5000_1 - train_acc__MAX","reversed_addition_mlp_5000_0 - test_acc","reversed_addition_mlp_5000_0 - test_acc__MIN","reversed_addition_mlp_5000_0 - test_acc__MAX","reversed_addition_mlp_5000_0 - train_acc","reversed_addition_mlp_5000_0 - train_acc__MIN","reversed_addition_mlp_5000_0 - train_acc__MAX","reversed_addition_mlp_2500_2 - test_acc","reversed_addition_mlp_2500_2 - test_acc__MIN","reversed_addition_mlp_2500_2 - test_acc__MAX","reversed_addition_mlp_2500_2 - train_acc","reversed_addition_mlp_2500_2 - train_acc__MIN","reversed_addition_mlp_2500_2 - train_acc__MAX","reversed_addition_mlp_2500_1 - test_acc","reversed_addition_mlp_2500_1 - test_acc__MIN","reversed_addition_mlp_2500_1 - test_acc__MAX","reversed_addition_mlp_2500_1 - train_acc","reversed_addition_mlp_2500_1 - train_acc__MIN","reversed_addition_mlp_2500_1 - train_acc__MAX","reversed_addition_mlp_2500_0 - test_acc","reversed_addition_mlp_2500_0 - test_acc__MIN","reversed_addition_mlp_2500_0 - test_acc__MAX","reversed_addition_mlp_2500_0 - train_acc","reversed_addition_mlp_2500_0 - train_acc__MIN","reversed_addition_mlp_2500_0 - train_acc__MAX","reversed_addition_mlp_20000_2 - test_acc","reversed_addition_mlp_20000_2 - test_acc__MIN","reversed_addition_mlp_20000_2 - test_acc__MAX","reversed_addition_mlp_20000_2 - train_acc","reversed_addition_mlp_20000_2 - train_acc__MIN","reversed_addition_mlp_20000_2 - train_acc__MAX","reversed_addition_mlp_20000_1 - test_acc","reversed_addition_mlp_20000_1 - test_acc__MIN","reversed_addition_mlp_20000_1 - test_acc__MAX","reversed_addition_mlp_20000_1 - train_acc","reversed_addition_mlp_20000_1 - train_acc__MIN","reversed_addition_mlp_20000_1 - train_acc__MAX","reversed_addition_mlp_20000_0 - test_acc","reversed_addition_mlp_20000_0 - test_acc__MIN","reversed_addition_mlp_20000_0 - test_acc__MAX","reversed_addition_mlp_20000_0 - train_acc","reversed_addition_mlp_20000_0 - train_acc__MIN","reversed_addition_mlp_20000_0 - train_acc__MAX","reversed_addition_mlp_15000_2 - test_acc","reversed_addition_mlp_15000_2 - test_acc__MIN","reversed_addition_mlp_15000_2 - test_acc__MAX","reversed_addition_mlp_15000_2 - train_acc","reversed_addition_mlp_15000_2 - train_acc__MIN","reversed_addition_mlp_15000_2 - train_acc__MAX","reversed_addition_mlp_15000_1 - test_acc","reversed_addition_mlp_15000_1 - test_acc__MIN","reversed_addition_mlp_15000_1 - test_acc__MAX","reversed_addition_mlp_15000_1 - train_acc","reversed_addition_mlp_15000_1 - train_acc__MIN","reversed_addition_mlp_15000_1 - train_acc__MAX","reversed_addition_mlp_15000_0 - test_acc","reversed_addition_mlp_15000_0 - test_acc__MIN","reversed_addition_mlp_15000_0 - test_acc__MAX","reversed_addition_mlp_15000_0 - train_acc","reversed_addition_mlp_15000_0 - train_acc__MIN","reversed_addition_mlp_15000_0 - train_acc__MAX","reversed_addition_mlp_1250_2 - test_acc","reversed_addition_mlp_1250_2 - test_acc__MIN","reversed_addition_mlp_1250_2 - test_acc__MAX","reversed_addition_mlp_1250_2 - train_acc","reversed_addition_mlp_1250_2 - train_acc__MIN","reversed_addition_mlp_1250_2 - train_acc__MAX","reversed_addition_mlp_1250_1 - test_acc","reversed_addition_mlp_1250_1 - test_acc__MIN","reversed_addition_mlp_1250_1 - test_acc__MAX","reversed_addition_mlp_1250_1 - train_acc","reversed_addition_mlp_1250_1 - train_acc__MIN","reversed_addition_mlp_1250_1 - train_acc__MAX","reversed_addition_mlp_1250_0 - test_acc","reversed_addition_mlp_1250_0 - test_acc__MIN","reversed_addition_mlp_1250_0 - test_acc__MAX","reversed_addition_mlp_1250_0 - train_acc","reversed_addition_mlp_1250_0 - train_acc__MIN","reversed_addition_mlp_1250_0 - train_acc__MAX","reversed_addition_mlp_10000_2 - test_acc","reversed_addition_mlp_10000_2 - test_acc__MIN","reversed_addition_mlp_10000_2 - test_acc__MAX","reversed_addition_mlp_10000_2 - train_acc","reversed_addition_mlp_10000_2 - train_acc__MIN","reversed_addition_mlp_10000_2 - train_acc__MAX","reversed_addition_mlp_10000_1 - test_acc","reversed_addition_mlp_10000_1 - test_acc__MIN","reversed_addition_mlp_10000_1 - test_acc__MAX","reversed_addition_mlp_10000_1 - train_acc","reversed_addition_mlp_10000_1 - train_acc__MIN","reversed_addition_mlp_10000_1 - train_acc__MAX","reversed_addition_mlp_10000_0 - test_acc","reversed_addition_mlp_10000_0 - test_acc__MIN","reversed_addition_mlp_10000_0 - test_acc__MAX","reversed_addition_mlp_10000_0 - train_acc","reversed_addition_mlp_10000_0 - train_acc__MIN","reversed_addition_mlp_10000_0 - train_acc__MAX"
"1000","0.1427142857142857","0.1427142857142857","0.1427142857142857","0.9504","0.9504","0.9504","0.13617142857142858","0.13617142857142858","0.13617142857142858","0.948","0.948","0.948","0.12554285714285715","0.12554285714285715","0.12554285714285715","0.9464","0.9464","0.9464","0.1915","0.1915","0.1915","0.9282","0.9282","0.9282","0.19904285714285713","0.19904285714285713","0.19904285714285713","0.9318","0.9318","0.9318","0.19864285714285715","0.19864285714285715","0.19864285714285715","0.932","0.932","0.932","0.061771428571428574","0.061771428571428574","0.061771428571428574","0.9716","0.9716","0.9716","0.06674285714285715","0.06674285714285715","0.06674285714285715","0.9716","0.9716","0.9716","0.06717142857142858","0.06717142857142858","0.06717142857142858","0.9748","0.9748","0.9748","0.6954428571428571","0.6954428571428571","0.6954428571428571","0.8619","0.8619","0.8619","0.7045714285714286","0.7045714285714286","0.7045714285714286","0.8621","0.8621","0.8621","0.6969","0.6969","0.6969","0.86475","0.86475","0.86475","0.5739285714285715","0.5739285714285715","0.5739285714285715","0.8545333333333334","0.8545333333333334","0.8545333333333334","0.5488142857142857","0.5488142857142857","0.5488142857142857","0.8372","0.8372","0.8372","0.5535571428571429","0.5535571428571429","0.5535571428571429","0.8465333333333334","0.8465333333333334","0.8465333333333334","0.015428571428571429","0.015428571428571429","0.015428571428571429","0.988","0.988","0.988","0.01662857142857143","0.01662857142857143","0.01662857142857143","0.9864","0.9864","0.9864","0.014642857142857143","0.014642857142857143","0.014642857142857143","0.9792","0.9792","0.9792","0.3725428571428571","0.3725428571428571","0.3725428571428571","0.8426","0.8426","0.8426","0.37464285714285717","0.37464285714285717","0.37464285714285717","0.8465","0.8465","0.8465","0.37211428571428573","0.37211428571428573","0.37211428571428573","0.8481","0.8481","0.8481"
"1100","0.13805714285714285","0.13805714285714285","0.13805714285714285","0.9552","0.9552","0.9552","0.13187142857142858","0.13187142857142858","0.13187142857142858","0.9522666666666667","0.9522666666666667","0.9522666666666667","0.1311","0.1311","0.1311","0.9536","0.9536","0.9536","0.1986","0.1986","0.1986","0.948","0.948","0.948","0.1939857142857143","0.1939857142857143","0.1939857142857143","0.9326","0.9326","0.9326","0.19504285714285716","0.19504285714285716","0.19504285714285716","0.9286","0.9286","0.9286","0.061157142857142854","0.061157142857142854","0.061157142857142854","0.9784","0.9784","0.9784","0.06828571428571428","0.06828571428571428","0.06828571428571428","0.9768","0.9768","0.9768","0.06682857142857143","0.06682857142857143","0.06682857142857143","0.9772","0.9772","0.9772","0.7175714285714285","0.7175714285714285","0.7175714285714285","0.87545","0.87545","0.87545","0.7286","0.7286","0.7286","0.87255","0.87255","0.87255","0.7176285714285714","0.7176285714285714","0.7176285714285714","0.8802","0.8802","0.8802","0.6081571428571428","0.6081571428571428","0.6081571428571428","0.8754666666666666","0.8754666666666666","0.8754666666666666","0.5923285714285714","0.5923285714285714","0.5923285714285714","0.8686666666666667","0.8686666666666667","0.8686666666666667","0.5793","0.5793","0.5793","0.8687333333333334","0.8687333333333334","0.8687333333333334","0.014228571428571429","0.014228571428571429","0.014228571428571429","0.9888","0.9888","0.9888","0.01584285714285714","0.01584285714285714","0.01584285714285714","0.9856","0.9856","0.9856","0.0162","0.0162","0.0162","0.9936","0.9936","0.9936","0.3844142857142857","0.3844142857142857","0.3844142857142857","0.8631","0.8631","0.8631","0.39734285714285716","0.39734285714285716","0.39734285714285716","0.8723","0.8723","0.8723","0.3895571428571429","0.3895571428571429","0.3895571428571429","0.8696","0.8696","0.8696"
"1200","0.1357142857142857","0.1357142857142857","0.1357142857142857","0.9642666666666667","0.9642666666666667","0.9642666666666667","0.13231428571428572","0.13231428571428572","0.13231428571428572","0.9624","0.9624","0.9624","0.12665714285714286","0.12665714285714286","0.12665714285714286","0.9576","0.9576","0.9576","0.19127142857142856","0.19127142857142856","0.19127142857142856","0.949","0.949","0.949","0.19711428571428571","0.19711428571428571","0.19711428571428571","0.9472","0.9472","0.9472","0.1964857142857143","0.1964857142857143","0.1964857142857143","0.9474","0.9474","0.9474","0.06004285714285714","0.06004285714285714","0.06004285714285714","0.984","0.984","0.984","0.06772857142857143","0.06772857142857143","0.06772857142857143","0.98","0.98","0.98","0.06675714285714286","0.06675714285714286","0.06675714285714286","0.9812","0.9812","0.9812","0.7522","0.7522","0.7522","0.8966","0.8966","0.8966","0.7636","0.7636","0.7636","0.89215","0.89215","0.89215","0.7396714285714285","0.7396714285714285","0.7396714285714285","0.8911","0.8911","0.8911","0.6377857142857143","0.6377857142857143","0.6377857142857143","0.8952666666666667","0.8952666666666667","0.8952666666666667","0.6305285714285714","0.6305285714285714","0.6305285714285714","0.8881333333333333","0.8881333333333333","0.8881333333333333","0.6106428571428572","0.6106428571428572","0.6106428571428572","0.8869333333333334","0.8869333333333334","0.8869333333333334","0.014085714285714286","0.014085714285714286","0.014085714285714286","0.992","0.992","0.992","0.016042857142857143","0.016042857142857143","0.016042857142857143","0.9912","0.9912","0.9912","0.01767142857142857","0.01767142857142857","0.01767142857142857","0.9912","0.9912","0.9912","0.40431428571428574","0.40431428571428574","0.40431428571428574","0.8815","0.8815","0.8815","0.4159857142857143","0.4159857142857143","0.4159857142857143","0.8908","0.8908","0.8908","0.40581428571428574","0.40581428571428574","0.40581428571428574","0.8909","0.8909","0.8909"
"1300","0.13205714285714285","0.13205714285714285","0.13205714285714285","0.9677333333333333","0.9677333333333333","0.9677333333333333","0.13215714285714286","0.13215714285714286","0.13215714285714286","0.9690666666666666","0.9690666666666666","0.9690666666666666","0.1297","0.1297","0.1297","0.9728","0.9728","0.9728","0.18887142857142858","0.18887142857142858","0.18887142857142858","0.955","0.955","0.955","0.19202857142857144","0.19202857142857144","0.19202857142857144","0.953","0.953","0.953","0.19502857142857144","0.19502857142857144","0.19502857142857144","0.951","0.951","0.951","0.058442857142857144","0.058442857142857144","0.058442857142857144","0.9844","0.9844","0.9844","0.06737142857142857","0.06737142857142857","0.06737142857142857","0.9804","0.9804","0.9804","0.06612857142857143","0.06612857142857143","0.06612857142857143","0.982","0.982","0.982","0.7694","0.7694","0.7694","0.90715","0.90715","0.90715","0.7787","0.7787","0.7787","0.9079","0.9079","0.9079","0.7537","0.7537","0.7537","0.90595","0.90595","0.90595","0.6649714285714285","0.6649714285714285","0.6649714285714285","0.9100666666666667","0.9100666666666667","0.9100666666666667","0.6511714285714286","0.6511714285714286","0.6511714285714286","0.9028","0.9028","0.9028","0.6269142857142858","0.6269142857142858","0.6269142857142858","0.8997333333333334","0.8997333333333334","0.8997333333333334","0.013942857142857142","0.013942857142857142","0.013942857142857142","0.9904","0.9904","0.9904","0.016957142857142858","0.016957142857142858","0.016957142857142858","0.9904","0.9904","0.9904","0.01632857142857143","0.01632857142857143","0.01632857142857143","0.9936","0.9936","0.9936","0.4190285714285714","0.4190285714285714","0.4190285714285714","0.9008","0.9008","0.9008","0.4272142857142857","0.4272142857142857","0.4272142857142857","0.8966","0.8966","0.8966","0.4173857142857143","0.4173857142857143","0.4173857142857143","0.9019","0.9019","0.9019"
"1400","0.1261","0.1261","0.1261","0.9752","0.9752","0.9752","0.12862857142857143","0.12862857142857143","0.12862857142857143","0.9645333333333334","0.9645333333333334","0.9645333333333334","0.12525714285714284","0.12525714285714284","0.12525714285714284","0.9738666666666667","0.9738666666666667","0.9738666666666667","0.18962857142857142","0.18962857142857142","0.18962857142857142","0.9612","0.9612","0.9612","0.19281428571428572","0.19281428571428572","0.19281428571428572","0.9556","0.9556","0.9556","0.19495714285714286","0.19495714285714286","0.19495714285714286","0.9554","0.9554","0.9554","0.05688571428571428","0.05688571428571428","0.05688571428571428","0.9872","0.9872","0.9872","0.06747142857142857","0.06747142857142857","0.06747142857142857","0.9876","0.9876","0.9876","0.06268571428571429","0.06268571428571429","0.06268571428571429","0.982","0.982","0.982","0.7797714285714286","0.7797714285714286","0.7797714285714286","0.91005","0.91005","0.91005","0.7913142857142857","0.7913142857142857","0.7913142857142857","0.9102","0.9102","0.9102","0.7655142857142857","0.7655142857142857","0.7655142857142857","0.91005","0.91005","0.91005","0.6865571428571429","0.6865571428571429","0.6865571428571429","0.9166666666666666","0.9166666666666666","0.9166666666666666","0.6734285714285714","0.6734285714285714","0.6734285714285714","0.9066","0.9066","0.9066","0.6391571428571429","0.6391571428571429","0.6391571428571429","0.9058666666666667","0.9058666666666667","0.9058666666666667","0.014342857142857143","0.014342857142857143","0.014342857142857143","0.9928","0.9928","0.9928","0.015985714285714287","0.015985714285714287","0.015985714285714287","0.9904","0.9904","0.9904","0.016057142857142857","0.016057142857142857","0.016057142857142857","0.9912","0.9912","0.9912","0.4360857142857143","0.4360857142857143","0.4360857142857143","0.9138","0.9138","0.9138","0.4484142857142857","0.4484142857142857","0.4484142857142857","0.9178","0.9178","0.9178","0.43438571428571426","0.43438571428571426","0.43438571428571426","0.913","0.913","0.913"
"1500","0.13014285714285714","0.13014285714285714","0.13014285714285714","0.9794666666666667","0.9794666666666667","0.9794666666666667","0.13158571428571428","0.13158571428571428","0.13158571428571428","0.9792","0.9792","0.9792","0.12685714285714286","0.12685714285714286","0.12685714285714286","0.9784","0.9784","0.9784","0.1867","0.1867","0.1867","0.9642","0.9642","0.9642","0.19412857142857143","0.19412857142857143","0.19412857142857143","0.9658","0.9658","0.9658","0.19072857142857144","0.19072857142857144","0.19072857142857144","0.96","0.96","0.96","0.056342857142857146","0.056342857142857146","0.056342857142857146","0.9848","0.9848","0.9848","0.06702857142857142","0.06702857142857142","0.06702857142857142","0.9864","0.9864","0.9864","0.06278571428571429","0.06278571428571429","0.06278571428571429","0.9852","0.9852","0.9852","0.7966142857142857","0.7966142857142857","0.7966142857142857","0.92225","0.92225","0.92225","0.7952571428571429","0.7952571428571429","0.7952571428571429","0.9146","0.9146","0.9146","0.7780857142857143","0.7780857142857143","0.7780857142857143","0.91815","0.91815","0.91815","0.7001285714285714","0.7001285714285714","0.7001285714285714","0.9230666666666667","0.9230666666666667","0.9230666666666667","0.6950714285714286","0.6950714285714286","0.6950714285714286","0.9178","0.9178","0.9178","0.6565428571428571","0.6565428571428571","0.6565428571428571","0.9175333333333333","0.9175333333333333","0.9175333333333333","0.013642857142857142","0.013642857142857142","0.013642857142857142","0.992","0.992","0.992","0.01635714285714286","0.01635714285714286","0.01635714285714286","0.992","0.992","0.992","0.015214285714285715","0.015214285714285715","0.015214285714285715","0.988","0.988","0.988","0.4525142857142857","0.4525142857142857","0.4525142857142857","0.9269","0.9269","0.9269","0.4559142857142857","0.4559142857142857","0.4559142857142857","0.9185","0.9185","0.9185","0.44595714285714283","0.44595714285714283","0.44595714285714283","0.929","0.929","0.929"
"1600","0.1291","0.1291","0.1291","0.9805333333333334","0.9805333333333334","0.9805333333333334","0.1273142857142857","0.1273142857142857","0.1273142857142857","0.9797333333333333","0.9797333333333333","0.9797333333333333","0.12505714285714287","0.12505714285714287","0.12505714285714287","0.9824","0.9824","0.9824","0.18844285714285713","0.18844285714285713","0.18844285714285713","0.9704","0.9704","0.9704","0.19752857142857144","0.19752857142857144","0.19752857142857144","0.9678","0.9678","0.9678","0.18607142857142858","0.18607142857142858","0.18607142857142858","0.9692","0.9692","0.9692","0.05372857142857143","0.05372857142857143","0.05372857142857143","0.9868","0.9868","0.9868","0.06394285714285715","0.06394285714285715","0.06394285714285715","0.9924","0.9924","0.9924","0.0613","0.0613","0.0613","0.988","0.988","0.988","0.8022","0.8022","0.8022","0.92395","0.92395","0.92395","0.8062285714285714","0.8062285714285714","0.8062285714285714","0.9212","0.9212","0.9212","0.7832285714285714","0.7832285714285714","0.7832285714285714","0.92145","0.92145","0.92145","0.7169142857142857","0.7169142857142857","0.7169142857142857","0.9319333333333333","0.9319333333333333","0.9319333333333333","0.7119285714285715","0.7119285714285715","0.7119285714285715","0.9278","0.9278","0.9278","0.6691285714285714","0.6691285714285714","0.6691285714285714","0.9182666666666667","0.9182666666666667","0.9182666666666667","0.013942857142857142","0.013942857142857142","0.013942857142857142","0.9896","0.9896","0.9896","0.015742857142857142","0.015742857142857142","0.015742857142857142","0.992","0.992","0.992","0.016257142857142855","0.016257142857142855","0.016257142857142855","0.9896","0.9896","0.9896","0.46562857142857145","0.46562857142857145","0.46562857142857145","0.9402","0.9402","0.9402","0.4659","0.4659","0.4659","0.9328","0.9328","0.9328","0.45352857142857145","0.45352857142857145","0.45352857142857145","0.9365","0.9365","0.9365"
"1700","0.12828571428571428","0.12828571428571428","0.12828571428571428","0.9872","0.9872","0.9872","0.1279142857142857","0.1279142857142857","0.1279142857142857","0.9864","0.9864","0.9864","0.12325714285714286","0.12325714285714286","0.12325714285714286","0.9829333333333333","0.9829333333333333","0.9829333333333333","0.18594285714285713","0.18594285714285713","0.18594285714285713","0.9728","0.9728","0.9728","0.18887142857142858","0.18887142857142858","0.18887142857142858","0.9678","0.9678","0.9678","0.1903","0.1903","0.1903","0.9748","0.9748","0.9748","0.05878571428571429","0.05878571428571429","0.05878571428571429","0.9916","0.9916","0.9916","0.06434285714285715","0.06434285714285715","0.06434285714285715","0.9892","0.9892","0.9892","0.0629","0.0629","0.0629","0.988","0.988","0.988","0.8093428571428571","0.8093428571428571","0.8093428571428571","0.9289","0.9289","0.9289","0.8165142857142857","0.8165142857142857","0.8165142857142857","0.92945","0.92945","0.92945","0.7866857142857143","0.7866857142857143","0.7866857142857143","0.92705","0.92705","0.92705","0.7272142857142857","0.7272142857142857","0.7272142857142857","0.9376666666666666","0.9376666666666666","0.9376666666666666","0.7191428571428572","0.7191428571428572","0.7191428571428572","0.9343333333333333","0.9343333333333333","0.9343333333333333","0.6820142857142857","0.6820142857142857","0.6820142857142857","0.9302666666666667","0.9302666666666667","0.9302666666666667","0.013742857142857143","0.013742857142857143","0.013742857142857143","0.9944","0.9944","0.9944","0.014842857142857142","0.014842857142857142","0.014842857142857142","0.9936","0.9936","0.9936","0.015914285714285714","0.015914285714285714","0.015914285714285714","0.9944","0.9944","0.9944","0.47115714285714283","0.47115714285714283","0.47115714285714283","0.9433","0.9433","0.9433","0.47191428571428573","0.47191428571428573","0.47191428571428573","0.9375","0.9375","0.9375","0.4646571428571429","0.4646571428571429","0.4646571428571429","0.944","0.944","0.944"
"1800","0.1251142857142857","0.1251142857142857","0.1251142857142857","0.9832","0.9832","0.9832","0.1281857142857143","0.1281857142857143","0.1281857142857143","0.9882666666666666","0.9882666666666666","0.9882666666666666","0.12377142857142857","0.12377142857142857","0.12377142857142857","0.9845333333333334","0.9845333333333334","0.9845333333333334","0.18617142857142857","0.18617142857142857","0.18617142857142857","0.9768","0.9768","0.9768","0.18998571428571429","0.18998571428571429","0.18998571428571429","0.9752","0.9752","0.9752","0.18745714285714285","0.18745714285714285","0.18745714285714285","0.9766","0.9766","0.9766","0.055471428571428574","0.055471428571428574","0.055471428571428574","0.9904","0.9904","0.9904","0.06391428571428572","0.06391428571428572","0.06391428571428572","0.992","0.992","0.992","0.0611","0.0611","0.0611","0.9908","0.9908","0.9908","0.8167857142857143","0.8167857142857143","0.8167857142857143","0.9374","0.9374","0.9374","0.8245714285714286","0.8245714285714286","0.8245714285714286","0.9373","0.9373","0.9373","0.7964285714285714","0.7964285714285714","0.7964285714285714","0.932","0.932","0.932","0.7307714285714285","0.7307714285714285","0.7307714285714285","0.9404666666666667","0.9404666666666667","0.9404666666666667","0.7367","0.7367","0.7367","0.941","0.941","0.941","0.695","0.695","0.695","0.9393333333333334","0.9393333333333334","0.9393333333333334","0.014085714285714286","0.014085714285714286","0.014085714285714286","0.996","0.996","0.996","0.014742857142857143","0.014742857142857143","0.014742857142857143","0.992","0.992","0.992","0.01577142857142857","0.01577142857142857","0.01577142857142857","0.9936","0.9936","0.9936","0.4795142857142857","0.4795142857142857","0.4795142857142857","0.9515","0.9515","0.9515","0.4813","0.4813","0.4813","0.9463","0.9463","0.9463","0.467","0.467","0.467","0.9494","0.9494","0.9494"
"1900","0.1256142857142857","0.1256142857142857","0.1256142857142857","0.9861333333333333","0.9861333333333333","0.9861333333333333","0.12734285714285715","0.12734285714285715","0.12734285714285715","0.9877333333333334","0.9877333333333334","0.9877333333333334","0.122","0.122","0.122","0.9869333333333333","0.9869333333333333","0.9869333333333333","0.1878","0.1878","0.1878","0.9836","0.9836","0.9836","0.1912","0.1912","0.1912","0.9768","0.9768","0.9768","0.18875714285714285","0.18875714285714285","0.18875714285714285","0.9826","0.9826","0.9826","0.056042857142857144","0.056042857142857144","0.056042857142857144","0.994","0.994","0.994","0.06298571428571428","0.06298571428571428","0.06298571428571428","0.994","0.994","0.994","0.060142857142857144","0.060142857142857144","0.060142857142857144","0.9924","0.9924","0.9924","0.8169","0.8169","0.8169","0.9391","0.9391","0.9391","0.8277714285714286","0.8277714285714286","0.8277714285714286","0.94135","0.94135","0.94135","0.8005714285714286","0.8005714285714286","0.8005714285714286","0.9349","0.9349","0.9349","0.7422571428571428","0.7422571428571428","0.7422571428571428","0.9450666666666667","0.9450666666666667","0.9450666666666667","0.7380285714285715","0.7380285714285715","0.7380285714285715","0.9441333333333334","0.9441333333333334","0.9441333333333334","0.6939714285714286","0.6939714285714286","0.6939714285714286","0.9428666666666666","0.9428666666666666","0.9428666666666666","0.013314285714285714","0.013314285714285714","0.013314285714285714","0.9952","0.9952","0.9952","0.015642857142857142","0.015642857142857142","0.015642857142857142","0.9944","0.9944","0.9944","0.01632857142857143","0.01632857142857143","0.01632857142857143","0.9944","0.9944","0.9944","0.4926142857142857","0.4926142857142857","0.4926142857142857","0.9561","0.9561","0.9561","0.49234285714285714","0.49234285714285714","0.49234285714285714","0.955","0.955","0.955","0.48005714285714285","0.48005714285714285","0.48005714285714285","0.9566","0.9566","0.9566"
"2000","0.12562857142857142","0.12562857142857142","0.12562857142857142","0.9874666666666667","0.9874666666666667","0.9874666666666667","0.1253857142857143","0.1253857142857143","0.1253857142857143","0.9861333333333333","0.9861333333333333","0.9861333333333333","0.1187","0.1187","0.1187","0.9885333333333334","0.9885333333333334","0.9885333333333334","0.1863857142857143","0.1863857142857143","0.1863857142857143","0.9834","0.9834","0.9834","0.18762857142857142","0.18762857142857142","0.18762857142857142","0.9824","0.9824","0.9824","0.18467142857142857","0.18467142857142857","0.18467142857142857","0.9842","0.9842","0.9842","0.05785714285714286","0.05785714285714286","0.05785714285714286","0.9928","0.9928","0.9928","0.06237142857142857","0.06237142857142857","0.06237142857142857","0.9956","0.9956","0.9956","0.060257142857142856","0.060257142857142856","0.060257142857142856","0.9944","0.9944","0.9944","0.8228571428571428","0.8228571428571428","0.8228571428571428","0.9414","0.9414","0.9414","0.8316428571428571","0.8316428571428571","0.8316428571428571","0.94445","0.94445","0.94445","0.8057142857142857","0.8057142857142857","0.8057142857142857","0.9403","0.9403","0.9403","0.7436571428571429","0.7436571428571429","0.7436571428571429","0.943","0.943","0.943","0.7444","0.7444","0.7444","0.9492666666666667","0.9492666666666667","0.9492666666666667","0.7059571428571428","0.7059571428571428","0.7059571428571428","0.9479333333333333","0.9479333333333333","0.9479333333333333","0.012914285714285715","0.012914285714285715","0.012914285714285715","0.992","0.992","0.992","0.015228571428571428","0.015228571428571428","0.015228571428571428","0.9944","0.9944","0.9944","0.01602857142857143","0.01602857142857143","0.01602857142857143","0.9936","0.9936","0.9936","0.4941857142857143","0.4941857142857143","0.4941857142857143","0.9594","0.9594","0.9594","0.48825714285714283","0.48825714285714283","0.48825714285714283","0.958","0.958","0.958","0.48314285714285715","0.48314285714285715","0.48314285714285715","0.9623","0.9623","0.9623"
"2100","","","","","","","","","","","","","","","","","","","0.188","0.188","0.188","0.9882","0.9882","0.9882","0.18742857142857142","0.18742857142857142","0.18742857142857142","0.9862","0.9862","0.9862","0.1830142857142857","0.1830142857142857","0.1830142857142857","0.9874","0.9874","0.9874","0.05382857142857143","0.05382857142857143","0.05382857142857143","0.9944","0.9944","0.9944","0.0619","0.0619","0.0619","0.9932","0.9932","0.9932","0.058185714285714285","0.058185714285714285","0.058185714285714285","0.9928","0.9928","0.9928","0.8251285714285714","0.8251285714285714","0.8251285714285714","0.9446","0.9446","0.9446","0.8328142857142857","0.8328142857142857","0.8328142857142857","0.9458","0.9458","0.9458","0.8102571428571429","0.8102571428571429","0.8102571428571429","0.9416","0.9416","0.9416","0.7516142857142857","0.7516142857142857","0.7516142857142857","0.9526","0.9526","0.9526","0.7533428571428571","0.7533428571428571","0.7533428571428571","0.9518","0.9518","0.9518","0.7053285714285714","0.7053285714285714","0.7053285714285714","0.9494","0.9494","0.9494","0.012785714285714286","0.012785714285714286","0.012785714285714286","0.9944","0.9944","0.9944","0.0153","0.0153","0.0153","0.9936","0.9936","0.9936","0.01647142857142857","0.01647142857142857","0.01647142857142857","0.9944","0.9944","0.9944","0.5018571428571429","0.5018571428571429","0.5018571428571429","0.9633","0.9633","0.9633","0.4986714285714286","0.4986714285714286","0.4986714285714286","0.9651","0.9651","0.9651","0.4861857142857143","0.4861857142857143","0.4861857142857143","0.967","0.967","0.967"
