"Step","reversed_addition_mlp_3750_1 - test_acc","reversed_addition_mlp_3750_1 - test_acc__MIN","reversed_addition_mlp_3750_1 - test_acc__MAX","reversed_addition_mlp_3750_1 - train_acc","reversed_addition_mlp_3750_1 - train_acc__MIN","reversed_addition_mlp_3750_1 - train_acc__MAX","reversed_addition_mlp_3750_0 - test_acc","reversed_addition_mlp_3750_0 - test_acc__MIN","reversed_addition_mlp_3750_0 - test_acc__MAX","reversed_addition_mlp_3750_0 - train_acc","reversed_addition_mlp_3750_0 - train_acc__MIN","reversed_addition_mlp_3750_0 - train_acc__MAX","reversed_addition_mlp_3750_2 - test_acc","reversed_addition_mlp_3750_2 - test_acc__MIN","reversed_addition_mlp_3750_2 - test_acc__MAX","reversed_addition_mlp_3750_2 - train_acc","reversed_addition_mlp_3750_2 - train_acc__MIN","reversed_addition_mlp_3750_2 - train_acc__MAX","reversed_addition_mlp_5000_2 - test_acc","reversed_addition_mlp_5000_2 - test_acc__MIN","reversed_addition_mlp_5000_2 - test_acc__MAX","reversed_addition_mlp_5000_2 - train_acc","reversed_addition_mlp_5000_2 - train_acc__MIN","reversed_addition_mlp_5000_2 - train_acc__MAX","reversed_addition_mlp_5000_1 - test_acc","reversed_addition_mlp_5000_1 - test_acc__MIN","reversed_addition_mlp_5000_1 - test_acc__MAX","reversed_addition_mlp_5000_1 - train_acc","reversed_addition_mlp_5000_1 - train_acc__MIN","reversed_addition_mlp_5000_1 - train_acc__MAX","reversed_addition_mlp_5000_0 - test_acc","reversed_addition_mlp_5000_0 - test_acc__MIN","reversed_addition_mlp_5000_0 - test_acc__MAX","reversed_addition_mlp_5000_0 - train_acc","reversed_addition_mlp_5000_0 - train_acc__MIN","reversed_addition_mlp_5000_0 - train_acc__MAX","reversed_addition_mlp_2500_2 - test_acc","reversed_addition_mlp_2500_2 - test_acc__MIN","reversed_addition_mlp_2500_2 - test_acc__MAX","reversed_addition_mlp_2500_2 - train_acc","reversed_addition_mlp_2500_2 - train_acc__MIN","reversed_addition_mlp_2500_2 - train_acc__MAX","reversed_addition_mlp_2500_1 - test_acc","reversed_addition_mlp_2500_1 - test_acc__MIN","reversed_addition_mlp_2500_1 - test_acc__MAX","reversed_addition_mlp_2500_1 - train_acc","reversed_addition_mlp_2500_1 - train_acc__MIN","reversed_addition_mlp_2500_1 - train_acc__MAX","reversed_addition_mlp_2500_0 - test_acc","reversed_addition_mlp_2500_0 - test_acc__MIN","reversed_addition_mlp_2500_0 - test_acc__MAX","reversed_addition_mlp_2500_0 - train_acc","reversed_addition_mlp_2500_0 - train_acc__MIN","reversed_addition_mlp_2500_0 - train_acc__MAX","reversed_addition_mlp_20000_2 - test_acc","reversed_addition_mlp_20000_2 - test_acc__MIN","reversed_addition_mlp_20000_2 - test_acc__MAX","reversed_addition_mlp_20000_2 - train_acc","reversed_addition_mlp_20000_2 - train_acc__MIN","reversed_addition_mlp_20000_2 - train_acc__MAX","reversed_addition_mlp_20000_1 - test_acc","reversed_addition_mlp_20000_1 - test_acc__MIN","reversed_addition_mlp_20000_1 - test_acc__MAX","reversed_addition_mlp_20000_1 - train_acc","reversed_addition_mlp_20000_1 - train_acc__MIN","reversed_addition_mlp_20000_1 - train_acc__MAX","reversed_addition_mlp_20000_0 - test_acc","reversed_addition_mlp_20000_0 - test_acc__MIN","reversed_addition_mlp_20000_0 - test_acc__MAX","reversed_addition_mlp_20000_0 - train_acc","reversed_addition_mlp_20000_0 - train_acc__MIN","reversed_addition_mlp_20000_0 - train_acc__MAX","reversed_addition_mlp_15000_2 - test_acc","reversed_addition_mlp_15000_2 - test_acc__MIN","reversed_addition_mlp_15000_2 - test_acc__MAX","reversed_addition_mlp_15000_2 - train_acc","reversed_addition_mlp_15000_2 - train_acc__MIN","reversed_addition_mlp_15000_2 - train_acc__MAX","reversed_addition_mlp_15000_1 - test_acc","reversed_addition_mlp_15000_1 - test_acc__MIN","reversed_addition_mlp_15000_1 - test_acc__MAX","reversed_addition_mlp_15000_1 - train_acc","reversed_addition_mlp_15000_1 - train_acc__MIN","reversed_addition_mlp_15000_1 - train_acc__MAX","reversed_addition_mlp_15000_0 - test_acc","reversed_addition_mlp_15000_0 - test_acc__MIN","reversed_addition_mlp_15000_0 - test_acc__MAX","reversed_addition_mlp_15000_0 - train_acc","reversed_addition_mlp_15000_0 - train_acc__MIN","reversed_addition_mlp_15000_0 - train_acc__MAX","reversed_addition_mlp_1250_2 - test_acc","reversed_addition_mlp_1250_2 - test_acc__MIN","reversed_addition_mlp_1250_2 - test_acc__MAX","reversed_addition_mlp_1250_2 - train_acc","reversed_addition_mlp_1250_2 - train_acc__MIN","reversed_addition_mlp_1250_2 - train_acc__MAX","reversed_addition_mlp_1250_1 - test_acc","reversed_addition_mlp_1250_1 - test_acc__MIN","reversed_addition_mlp_1250_1 - test_acc__MAX","reversed_addition_mlp_1250_1 - train_acc","reversed_addition_mlp_1250_1 - train_acc__MIN","reversed_addition_mlp_1250_1 - train_acc__MAX","reversed_addition_mlp_1250_0 - test_acc","reversed_addition_mlp_1250_0 - test_acc__MIN","reversed_addition_mlp_1250_0 - test_acc__MAX","reversed_addition_mlp_1250_0 - train_acc","reversed_addition_mlp_1250_0 - train_acc__MIN","reversed_addition_mlp_1250_0 - train_acc__MAX","reversed_addition_mlp_10000_2 - test_acc","reversed_addition_mlp_10000_2 - test_acc__MIN","reversed_addition_mlp_10000_2 - test_acc__MAX","reversed_addition_mlp_10000_2 - train_acc","reversed_addition_mlp_10000_2 - train_acc__MIN","reversed_addition_mlp_10000_2 - train_acc__MAX","reversed_addition_mlp_10000_1 - test_acc","reversed_addition_mlp_10000_1 - test_acc__MIN","reversed_addition_mlp_10000_1 - test_acc__MAX","reversed_addition_mlp_10000_1 - train_acc","reversed_addition_mlp_10000_1 - train_acc__MIN","reversed_addition_mlp_10000_1 - train_acc__MAX","reversed_addition_mlp_10000_0 - test_acc","reversed_addition_mlp_10000_0 - test_acc__MIN","reversed_addition_mlp_10000_0 - test_acc__MAX","reversed_addition_mlp_10000_0 - train_acc","reversed_addition_mlp_10000_0 - train_acc__MIN","reversed_addition_mlp_10000_0 - train_acc__MAX"
"2200","","","","","","","","","","","","","","","","","","","0.1869","0.1869","0.1869","0.9902","0.9902","0.9902","0.18528571428571428","0.18528571428571428","0.18528571428571428","0.9872","0.9872","0.9872","0.18328571428571427","0.18328571428571427","0.18328571428571427","0.9826","0.9826","0.9826","0.05607142857142857","0.05607142857142857","0.05607142857142857","0.9964","0.9964","0.9964","0.06308571428571429","0.06308571428571429","0.06308571428571429","0.9952","0.9952","0.9952","0.05885714285714286","0.05885714285714286","0.05885714285714286","0.9916","0.9916","0.9916","0.8248857142857143","0.8248857142857143","0.8248857142857143","0.94585","0.94585","0.94585","0.8390285714285715","0.8390285714285715","0.8390285714285715","0.94865","0.94865","0.94865","0.8180142857142857","0.8180142857142857","0.8180142857142857","0.9479","0.9479","0.9479","0.7600714285714286","0.7600714285714286","0.7600714285714286","0.9571333333333333","0.9571333333333333","0.9571333333333333","0.7544285714285714","0.7544285714285714","0.7544285714285714","0.9576","0.9576","0.9576","0.7170428571428571","0.7170428571428571","0.7170428571428571","0.9539333333333333","0.9539333333333333","0.9539333333333333","0.012671428571428571","0.012671428571428571","0.012671428571428571","0.9952","0.9952","0.9952","0.015","0.015","0.015","0.9936","0.9936","0.9936","0.015614285714285714","0.015614285714285714","0.015614285714285714","0.996","0.996","0.996","0.5061285714285715","0.5061285714285715","0.5061285714285715","0.9689","0.9689","0.9689","0.5048714285714285","0.5048714285714285","0.5048714285714285","0.9681","0.9681","0.9681","0.48754285714285717","0.48754285714285717","0.48754285714285717","0.9661","0.9661","0.9661"
"2300","","","","","","","","","","","","","","","","","","","0.18552857142857143","0.18552857142857143","0.18552857142857143","0.9918","0.9918","0.9918","0.1847","0.1847","0.1847","0.9894","0.9894","0.9894","0.18464285714285714","0.18464285714285714","0.18464285714285714","0.9868","0.9868","0.9868","0.05525714285714286","0.05525714285714286","0.05525714285714286","0.994","0.994","0.994","0.06217142857142857","0.06217142857142857","0.06217142857142857","0.9948","0.9948","0.9948","0.05852857142857143","0.05852857142857143","0.05852857142857143","0.9956","0.9956","0.9956","0.8316428571428571","0.8316428571428571","0.8316428571428571","0.95245","0.95245","0.95245","0.8405142857142858","0.8405142857142858","0.8405142857142858","0.95385","0.95385","0.95385","0.8180857142857143","0.8180857142857143","0.8180857142857143","0.95125","0.95125","0.95125","0.7609428571428571","0.7609428571428571","0.7609428571428571","0.9608","0.9608","0.9608","0.7560571428571429","0.7560571428571429","0.7560571428571429","0.9609333333333333","0.9609333333333333","0.9609333333333333","0.7186571428571429","0.7186571428571429","0.7186571428571429","0.9591333333333333","0.9591333333333333","0.9591333333333333","0.013542857142857143","0.013542857142857143","0.013542857142857143","0.9952","0.9952","0.9952","0.014657142857142856","0.014657142857142856","0.014657142857142856","0.9936","0.9936","0.9936","0.015471428571428572","0.015471428571428572","0.015471428571428572","0.9928","0.9928","0.9928","0.5043857142857143","0.5043857142857143","0.5043857142857143","0.9726","0.9726","0.9726","0.49974285714285716","0.49974285714285716","0.49974285714285716","0.9709","0.9709","0.9709","0.48672857142857145","0.48672857142857145","0.48672857142857145","0.9706","0.9706","0.9706"
"2400","","","","","","","","","","","","","","","","","","","0.18141428571428572","0.18141428571428572","0.18141428571428572","0.9868","0.9868","0.9868","0.1884142857142857","0.1884142857142857","0.1884142857142857","0.9896","0.9896","0.9896","0.1875","0.1875","0.1875","0.9902","0.9902","0.9902","0.0559","0.0559","0.0559","0.9956","0.9956","0.9956","0.06072857142857143","0.06072857142857143","0.06072857142857143","0.996","0.996","0.996","0.05877142857142857","0.05877142857142857","0.05877142857142857","0.9952","0.9952","0.9952","0.8352857142857143","0.8352857142857143","0.8352857142857143","0.95585","0.95585","0.95585","0.8395857142857143","0.8395857142857143","0.8395857142857143","0.95465","0.95465","0.95465","0.8186285714285715","0.8186285714285715","0.8186285714285715","0.95385","0.95385","0.95385","0.7679285714285714","0.7679285714285714","0.7679285714285714","0.9637333333333333","0.9637333333333333","0.9637333333333333","0.7573142857142857","0.7573142857142857","0.7573142857142857","0.9612666666666667","0.9612666666666667","0.9612666666666667","0.7224714285714285","0.7224714285714285","0.7224714285714285","0.9640666666666666","0.9640666666666666","0.9640666666666666","0.0133","0.0133","0.0133","0.9952","0.9952","0.9952","0.015542857142857143","0.015542857142857143","0.015542857142857143","0.9936","0.9936","0.9936","0.015542857142857143","0.015542857142857143","0.015542857142857143","0.9944","0.9944","0.9944","0.49852857142857143","0.49852857142857143","0.49852857142857143","0.9756","0.9756","0.9756","0.4967142857142857","0.4967142857142857","0.4967142857142857","0.9711","0.9711","0.9711","0.4897142857142857","0.4897142857142857","0.4897142857142857","0.9735","0.9735","0.9735"
"2500","","","","","","","","","","","","","","","","","","","0.18067142857142857","0.18067142857142857","0.18067142857142857","0.9916","0.9916","0.9916","0.18572857142857144","0.18572857142857144","0.18572857142857144","0.992","0.992","0.992","0.1825857142857143","0.1825857142857143","0.1825857142857143","0.989","0.989","0.989","0.05468571428571429","0.05468571428571429","0.05468571428571429","0.996","0.996","0.996","0.06238571428571429","0.06238571428571429","0.06238571428571429","0.9948","0.9948","0.9948","0.059814285714285716","0.059814285714285716","0.059814285714285716","0.9948","0.9948","0.9948","0.8388","0.8388","0.8388","0.95885","0.95885","0.95885","0.8437285714285714","0.8437285714285714","0.8437285714285714","0.95755","0.95755","0.95755","0.8219","0.8219","0.8219","0.95575","0.95575","0.95575","0.7665285714285714","0.7665285714285714","0.7665285714285714","0.9659333333333333","0.9659333333333333","0.9659333333333333","0.7646857142857143","0.7646857142857143","0.7646857142857143","0.9664","0.9664","0.9664","0.7283142857142857","0.7283142857142857","0.7283142857142857","0.9665333333333334","0.9665333333333334","0.9665333333333334","0.014342857142857143","0.014342857142857143","0.014342857142857143","0.9944","0.9944","0.9944","0.015142857142857144","0.015142857142857144","0.015142857142857144","0.9944","0.9944","0.9944","0.014942857142857143","0.014942857142857143","0.014942857142857143","0.9944","0.9944","0.9944","0.49738571428571426","0.49738571428571426","0.49738571428571426","0.9758","0.9758","0.9758","0.5031285714285715","0.5031285714285715","0.5031285714285715","0.9757","0.9757","0.9757","0.4886857142857143","0.4886857142857143","0.4886857142857143","0.9772","0.9772","0.9772"
"2600","","","","","","","","","","","","","","","","","","","","","","","","","0.18725714285714284","0.18725714285714284","0.18725714285714284","0.9924","0.9924","0.9924","0.1823142857142857","0.1823142857142857","0.1823142857142857","0.9904","0.9904","0.9904","0.056171428571428574","0.056171428571428574","0.056171428571428574","0.9956","0.9956","0.9956","0.06188571428571429","0.06188571428571429","0.06188571428571429","0.9968","0.9968","0.9968","0.05941428571428571","0.05941428571428571","0.05941428571428571","0.9952","0.9952","0.9952","0.8384571428571429","0.8384571428571429","0.8384571428571429","0.9587","0.9587","0.9587","0.8468857142857142","0.8468857142857142","0.8468857142857142","0.96225","0.96225","0.96225","0.8220714285714286","0.8220714285714286","0.8220714285714286","0.95665","0.95665","0.95665","0.7679","0.7679","0.7679","0.9693333333333334","0.9693333333333334","0.9693333333333334","0.7687571428571428","0.7687571428571428","0.7687571428571428","0.9697333333333333","0.9697333333333333","0.9697333333333333","0.7334571428571428","0.7334571428571428","0.7334571428571428","0.97","0.97","0.97","0.014228571428571429","0.014228571428571429","0.014228571428571429","0.9944","0.9944","0.9944","0.016014285714285714","0.016014285714285714","0.016014285714285714","0.9944","0.9944","0.9944","0.015314285714285714","0.015314285714285714","0.015314285714285714","0.9952","0.9952","0.9952","0.4982285714285714","0.4982285714285714","0.4982285714285714","0.9775","0.9775","0.9775","0.5047857142857143","0.5047857142857143","0.5047857142857143","0.9774","0.9774","0.9774","0.48255714285714285","0.48255714285714285","0.48255714285714285","0.9793","0.9793","0.9793"
"2700","","","","","","","","","","","","","","","","","","","","","","","","","0.18525714285714287","0.18525714285714287","0.18525714285714287","0.9928","0.9928","0.9928","0.18405714285714286","0.18405714285714286","0.18405714285714286","0.9936","0.9936","0.9936","0.05431428571428572","0.05431428571428572","0.05431428571428572","0.9968","0.9968","0.9968","0.062142857142857146","0.062142857142857146","0.062142857142857146","0.9936","0.9936","0.9936","0.06035714285714286","0.06035714285714286","0.06035714285714286","0.9952","0.9952","0.9952","0.8431714285714286","0.8431714285714286","0.8431714285714286","0.96215","0.96215","0.96215","0.8468285714285714","0.8468285714285714","0.8468285714285714","0.96445","0.96445","0.96445","0.8284714285714285","0.8284714285714285","0.8284714285714285","0.9623","0.9623","0.9623","0.7669428571428571","0.7669428571428571","0.7669428571428571","0.9698","0.9698","0.9698","0.7695285714285715","0.7695285714285715","0.7695285714285715","0.9712","0.9712","0.9712","0.7364142857142857","0.7364142857142857","0.7364142857142857","0.9714666666666667","0.9714666666666667","0.9714666666666667","0.014114285714285715","0.014114285714285715","0.014114285714285715","0.9944","0.9944","0.9944","0.014085714285714286","0.014085714285714286","0.014085714285714286","0.9944","0.9944","0.9944","0.014928571428571428","0.014928571428571428","0.014928571428571428","0.9952","0.9952","0.9952","0.5046857142857143","0.5046857142857143","0.5046857142857143","0.9806","0.9806","0.9806","0.5049142857142858","0.5049142857142858","0.5049142857142858","0.9792","0.9792","0.9792","0.48682857142857144","0.48682857142857144","0.48682857142857144","0.9795","0.9795","0.9795"
"2800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18347142857142856","0.18347142857142856","0.18347142857142856","0.9938","0.9938","0.9938","0.05542857142857143","0.05542857142857143","0.05542857142857143","0.9972","0.9972","0.9972","0.060828571428571426","0.060828571428571426","0.060828571428571426","0.9952","0.9952","0.9952","0.060328571428571426","0.060328571428571426","0.060328571428571426","0.9964","0.9964","0.9964","0.8433142857142857","0.8433142857142857","0.8433142857142857","0.9647","0.9647","0.9647","0.8498428571428571","0.8498428571428571","0.8498428571428571","0.96395","0.96395","0.96395","0.8300857142857143","0.8300857142857143","0.8300857142857143","0.9651","0.9651","0.9651","0.7724428571428571","0.7724428571428571","0.7724428571428571","0.9742","0.9742","0.9742","0.7694142857142857","0.7694142857142857","0.7694142857142857","0.9716","0.9716","0.9716","0.7328428571428571","0.7328428571428571","0.7328428571428571","0.9745333333333334","0.9745333333333334","0.9745333333333334","0.013971428571428572","0.013971428571428572","0.013971428571428572","0.9952","0.9952","0.9952","0.015042857142857143","0.015042857142857143","0.015042857142857143","0.9944","0.9944","0.9944","0.015014285714285714","0.015014285714285714","0.015014285714285714","0.9952","0.9952","0.9952","0.5022714285714286","0.5022714285714286","0.5022714285714286","0.9834","0.9834","0.9834","0.5072285714285715","0.5072285714285715","0.5072285714285715","0.9805","0.9805","0.9805","0.48975714285714284","0.48975714285714284","0.48975714285714284","0.982","0.982","0.982"
"2900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18017142857142857","0.18017142857142857","0.18017142857142857","0.9954","0.9954","0.9954","0.05542857142857143","0.05542857142857143","0.05542857142857143","0.998","0.998","0.998","0.059814285714285716","0.059814285714285716","0.059814285714285716","0.9976","0.9976","0.9976","0.05935714285714286","0.05935714285714286","0.05935714285714286","0.9956","0.9956","0.9956","0.8446428571428571","0.8446428571428571","0.8446428571428571","0.96655","0.96655","0.96655","0.8488142857142857","0.8488142857142857","0.8488142857142857","0.9676","0.9676","0.9676","0.8346428571428571","0.8346428571428571","0.8346428571428571","0.9653","0.9653","0.9653","0.7700428571428571","0.7700428571428571","0.7700428571428571","0.9759333333333333","0.9759333333333333","0.9759333333333333","0.7700142857142858","0.7700142857142858","0.7700142857142858","0.9758666666666667","0.9758666666666667","0.9758666666666667","0.7380857142857142","0.7380857142857142","0.7380857142857142","0.9774666666666667","0.9774666666666667","0.9774666666666667","0.013985714285714285","0.013985714285714285","0.013985714285714285","0.996","0.996","0.996","0.0151","0.0151","0.0151","0.9944","0.9944","0.9944","0.015014285714285714","0.015014285714285714","0.015014285714285714","0.9936","0.9936","0.9936","0.5036","0.5036","0.5036","0.9852","0.9852","0.9852","0.49997142857142857","0.49997142857142857","0.49997142857142857","0.9834","0.9834","0.9834","0.49251428571428574","0.49251428571428574","0.49251428571428574","0.9843","0.9843","0.9843"
"3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18124285714285715","0.18124285714285715","0.18124285714285715","0.9952","0.9952","0.9952","0.05417142857142857","0.05417142857142857","0.05417142857142857","0.9976","0.9976","0.9976","0.05857142857142857","0.05857142857142857","0.05857142857142857","0.9968","0.9968","0.9968","0.06081428571428572","0.06081428571428572","0.06081428571428572","0.9948","0.9948","0.9948","0.8478","0.8478","0.8478","0.969","0.969","0.969","0.8517571428571429","0.8517571428571429","0.8517571428571429","0.96855","0.96855","0.96855","0.8314","0.8314","0.8314","0.9674","0.9674","0.9674","0.7749","0.7749","0.7749","0.978","0.978","0.978","0.7728714285714285","0.7728714285714285","0.7728714285714285","0.9766666666666667","0.9766666666666667","0.9766666666666667","0.7425857142857143","0.7425857142857143","0.7425857142857143","0.9811333333333333","0.9811333333333333","0.9811333333333333","0.0143","0.0143","0.0143","0.9944","0.9944","0.9944","0.01477142857142857","0.01477142857142857","0.01477142857142857","0.9952","0.9952","0.9952","0.015342857142857142","0.015342857142857142","0.015342857142857142","0.9952","0.9952","0.9952","0.5088714285714285","0.5088714285714285","0.5088714285714285","0.9858","0.9858","0.9858","0.5073714285714286","0.5073714285714286","0.5073714285714286","0.9836","0.9836","0.9836","0.4931857142857143","0.4931857142857143","0.4931857142857143","0.9866","0.9866","0.9866"
"3100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18372857142857144","0.18372857142857144","0.18372857142857144","0.9964","0.9964","0.9964","0.05467142857142857","0.05467142857142857","0.05467142857142857","0.9968","0.9968","0.9968","0.059757142857142856","0.059757142857142856","0.059757142857142856","0.9964","0.9964","0.9964","0.058942857142857144","0.058942857142857144","0.058942857142857144","0.9948","0.9948","0.9948","0.8472","0.8472","0.8472","0.9716","0.9716","0.9716","0.8513142857142857","0.8513142857142857","0.8513142857142857","0.9721","0.9721","0.9721","0.8345142857142858","0.8345142857142858","0.8345142857142858","0.97","0.97","0.97","0.7768714285714285","0.7768714285714285","0.7768714285714285","0.9803333333333333","0.9803333333333333","0.9803333333333333","0.7784428571428571","0.7784428571428571","0.7784428571428571","0.9801333333333333","0.9801333333333333","0.9801333333333333","0.7429571428571429","0.7429571428571429","0.7429571428571429","0.9804666666666667","0.9804666666666667","0.9804666666666667","0.013785714285714287","0.013785714285714287","0.013785714285714287","0.9952","0.9952","0.9952","0.015","0.015","0.015","0.9952","0.9952","0.9952","0.014442857142857143","0.014442857142857143","0.014442857142857143","0.9952","0.9952","0.9952","0.5039285714285714","0.5039285714285714","0.5039285714285714","0.9881","0.9881","0.9881","0.5118","0.5118","0.5118","0.9877","0.9877","0.9877","0.49388571428571426","0.49388571428571426","0.49388571428571426","0.9877","0.9877","0.9877"
"3200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1820857142857143","0.1820857142857143","0.1820857142857143","0.9958","0.9958","0.9958","0.0561","0.0561","0.0561","0.996","0.996","0.996","0.0611","0.0611","0.0611","0.996","0.996","0.996","0.05915714285714286","0.05915714285714286","0.05915714285714286","0.9956","0.9956","0.9956","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.97375","0.97375","0.97375","0.8520714285714286","0.8520714285714286","0.8520714285714286","0.97395","0.97395","0.97395","0.8357571428571429","0.8357571428571429","0.8357571428571429","0.9726","0.9726","0.9726","0.7793571428571429","0.7793571428571429","0.7793571428571429","0.9839333333333333","0.9839333333333333","0.9839333333333333","0.7755857142857143","0.7755857142857143","0.7755857142857143","0.9829333333333333","0.9829333333333333","0.9829333333333333","0.7432857142857143","0.7432857142857143","0.7432857142857143","0.9832","0.9832","0.9832","0.0138","0.0138","0.0138","0.996","0.996","0.996","0.015428571428571429","0.015428571428571429","0.015428571428571429","0.9944","0.9944","0.9944","0.015114285714285714","0.015114285714285714","0.015114285714285714","0.9952","0.9952","0.9952","0.5064142857142857","0.5064142857142857","0.5064142857142857","0.9891","0.9891","0.9891","0.5046571428571428","0.5046571428571428","0.5046571428571428","0.988","0.988","0.988","0.48947142857142856","0.48947142857142856","0.48947142857142856","0.9886","0.9886","0.9886"
"3300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18485714285714286","0.18485714285714286","0.18485714285714286","0.9954","0.9954","0.9954","0.05487142857142857","0.05487142857142857","0.05487142857142857","0.9964","0.9964","0.9964","0.06068571428571429","0.06068571428571429","0.06068571428571429","0.9968","0.9968","0.9968","0.05965714285714286","0.05965714285714286","0.05965714285714286","0.9956","0.9956","0.9956","0.8492285714285714","0.8492285714285714","0.8492285714285714","0.97675","0.97675","0.97675","0.8532142857142857","0.8532142857142857","0.8532142857142857","0.97475","0.97475","0.97475","0.8364857142857143","0.8364857142857143","0.8364857142857143","0.9744","0.9744","0.9744","0.7764571428571428","0.7764571428571428","0.7764571428571428","0.9837333333333333","0.9837333333333333","0.9837333333333333","0.7763857142857142","0.7763857142857142","0.7763857142857142","0.9830666666666666","0.9830666666666666","0.9830666666666666","0.7441571428571429","0.7441571428571429","0.7441571428571429","0.9844","0.9844","0.9844","0.014085714285714286","0.014085714285714286","0.014085714285714286","0.996","0.996","0.996","0.015557142857142858","0.015557142857142858","0.015557142857142858","0.9944","0.9944","0.9944","0.015357142857142857","0.015357142857142857","0.015357142857142857","0.996","0.996","0.996","0.5036428571428572","0.5036428571428572","0.5036428571428572","0.9908","0.9908","0.9908","0.5028714285714285","0.5028714285714285","0.5028714285714285","0.9898","0.9898","0.9898","0.49115714285714285","0.49115714285714285","0.49115714285714285","0.9903","0.9903","0.9903"
"3400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1840857142857143","0.1840857142857143","0.1840857142857143","0.9966","0.9966","0.9966","0.05562857142857143","0.05562857142857143","0.05562857142857143","0.9964","0.9964","0.9964","0.06078571428571428","0.06078571428571428","0.06078571428571428","0.9968","0.9968","0.9968","0.05854285714285714","0.05854285714285714","0.05854285714285714","0.9968","0.9968","0.9968","0.8489857142857142","0.8489857142857142","0.8489857142857142","0.9779","0.9779","0.9779","0.855","0.855","0.855","0.97675","0.97675","0.97675","0.8356857142857143","0.8356857142857143","0.8356857142857143","0.97695","0.97695","0.97695","0.7741428571428571","0.7741428571428571","0.7741428571428571","0.9844666666666667","0.9844666666666667","0.9844666666666667","0.7740571428571429","0.7740571428571429","0.7740571428571429","0.9844666666666667","0.9844666666666667","0.9844666666666667","0.7396714285714285","0.7396714285714285","0.7396714285714285","0.9863333333333333","0.9863333333333333","0.9863333333333333","0.013514285714285715","0.013514285714285715","0.013514285714285715","0.9952","0.9952","0.9952","0.015157142857142857","0.015157142857142857","0.015157142857142857","0.9944","0.9944","0.9944","0.015385714285714286","0.015385714285714286","0.015385714285714286","0.9952","0.9952","0.9952","0.5074428571428572","0.5074428571428572","0.5074428571428572","0.9913","0.9913","0.9913","0.5072714285714286","0.5072714285714286","0.5072714285714286","0.9913","0.9913","0.9913","0.4904428571428571","0.4904428571428571","0.4904428571428571","0.9912","0.9912","0.9912"
"3500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18485714285714286","0.18485714285714286","0.18485714285714286","0.9966","0.9966","0.9966","0.056357142857142856","0.056357142857142856","0.056357142857142856","0.9964","0.9964","0.9964","0.06168571428571429","0.06168571428571429","0.06168571428571429","0.9972","0.9972","0.9972","0.05892857142857143","0.05892857142857143","0.05892857142857143","0.9964","0.9964","0.9964","0.8500714285714286","0.8500714285714286","0.8500714285714286","0.9781","0.9781","0.9781","0.8548714285714286","0.8548714285714286","0.8548714285714286","0.97835","0.97835","0.97835","0.8383571428571429","0.8383571428571429","0.8383571428571429","0.97785","0.97785","0.97785","0.7742857142857142","0.7742857142857142","0.7742857142857142","0.9852","0.9852","0.9852","0.7750428571428571","0.7750428571428571","0.7750428571428571","0.985","0.985","0.985","0.7377857142857143","0.7377857142857143","0.7377857142857143","0.9861333333333333","0.9861333333333333","0.9861333333333333","0.013242857142857143","0.013242857142857143","0.013242857142857143","0.9952","0.9952","0.9952","0.01507142857142857","0.01507142857142857","0.01507142857142857","0.9952","0.9952","0.9952","0.01537142857142857","0.01537142857142857","0.01537142857142857","0.9952","0.9952","0.9952","0.5107","0.5107","0.5107","0.9923","0.9923","0.9923","0.5056857142857143","0.5056857142857143","0.5056857142857143","0.9923","0.9923","0.9923","0.4924857142857143","0.4924857142857143","0.4924857142857143","0.9936","0.9936","0.9936"
