"Step","reversed_addition_len_gen_extra_small_deep_decoder_1_fixed - val_loss","reversed_addition_len_gen_extra_small_deep_decoder_1_fixed - val_loss__MIN","reversed_addition_len_gen_extra_small_deep_decoder_1_fixed - val_loss__MAX"
"500","2.0896709632873534","2.0896709632873534","2.0896709632873534"
"1000","2.0496104907989503","2.0496104907989503","2.0496104907989503"
"1500","2.0505659103393556","2.0505659103393556","2.0505659103393556"
"2000","2.03751594543457","2.03751594543457","2.03751594543457"
"2500","2.0346552181243895","2.0346552181243895","2.0346552181243895"
"3000","1.9400381994247438","1.9400381994247438","1.9400381994247438"
"3500","1.8221340990066528","1.8221340990066528","1.8221340990066528"
"4000","1.7947702503204346","1.7947702503204346","1.7947702503204346"
"4500","1.7601748991012574","1.7601748991012574","1.7601748991012574"
"5000","1.74393807888031","1.74393807888031","1.74393807888031"
"5500","1.664588623046875","1.664588623046875","1.664588623046875"
"6000","1.555747265815735","1.555747265815735","1.555747265815735"
"6500","1.5297941303253173","1.5297941303253173","1.5297941303253173"
"7000","1.5097258138656615","1.5097258138656615","1.5097258138656615"
"7500","1.5137936878204346","1.5137936878204346","1.5137936878204346"
"8000","1.5043197774887085","1.5043197774887085","1.5043197774887085"
"8500","1.5417839431762694","1.5417839431762694","1.5417839431762694"
"9000","1.503986849784851","1.503986849784851","1.503986849784851"
"9500","1.4967027854919435","1.4967027854919435","1.4967027854919435"
"10000","1.5133737850189208","1.5133737850189208","1.5133737850189208"
"10500","1.4987502479553223","1.4987502479553223","1.4987502479553223"
"11000","1.504466052055359","1.504466052055359","1.504466052055359"
"11500","1.5358270263671876","1.5358270263671876","1.5358270263671876"
"12000","1.5100255346298217","1.5100255346298217","1.5100255346298217"
"12500","1.511541748046875","1.511541748046875","1.511541748046875"
"13000","1.4949461317062378","1.4949461317062378","1.4949461317062378"
"13500","1.489736566543579","1.489736566543579","1.489736566543579"
"14000","1.4973841857910157","1.4973841857910157","1.4973841857910157"
"14500","1.5060321521759032","1.5060321521759032","1.5060321521759032"
"15000","1.4906828451156615","1.4906828451156615","1.4906828451156615"
"15500","1.5151654815673827","1.5151654815673827","1.5151654815673827"
"16000","1.5003636217117309","1.5003636217117309","1.5003636217117309"
"16500","1.496564235687256","1.496564235687256","1.496564235687256"
"17000","1.4980431652069093","1.4980431652069093","1.4980431652069093"
"17500","1.4859365272521972","1.4859365272521972","1.4859365272521972"
"18000","1.4912868738174438","1.4912868738174438","1.4912868738174438"
"18500","1.490124626159668","1.490124626159668","1.490124626159668"
"19000","1.4868546104431153","1.4868546104431153","1.4868546104431153"
"19500","1.504136357307434","1.504136357307434","1.504136357307434"
"20000","1.4962314748764038","1.4962314748764038","1.4962314748764038"
"20500","1.4883172845840453","1.4883172845840453","1.4883172845840453"
"21000","1.4831114244461059","1.4831114244461059","1.4831114244461059"
"21500","1.506760516166687","1.506760516166687","1.506760516166687"
"22000","1.4835382509231567","1.4835382509231567","1.4835382509231567"
