"Step","reversed_addition_len_gen_extra_small_deep_decoder_0_fixed - val_loss","reversed_addition_len_gen_extra_small_deep_decoder_0_fixed - val_loss__MIN","reversed_addition_len_gen_extra_small_deep_decoder_0_fixed - val_loss__MAX"
"27500","1.483679118156433","1.483679118156433","1.483679118156433"
"28000","1.4799201393127441","1.4799201393127441","1.4799201393127441"
"28500","1.5339782428741455","1.5339782428741455","1.5339782428741455"
"29000","1.4796359634399414","1.4796359634399414","1.4796359634399414"
"29500","1.4767404508590698","1.4767404508590698","1.4767404508590698"
"30000","1.4797733879089356","1.4797733879089356","1.4797733879089356"
"30500","1.4787596893310546","1.4787596893310546","1.4787596893310546"
"31000","1.5474982166290283","1.5474982166290283","1.5474982166290283"
"31500","1.478422589302063","1.478422589302063","1.478422589302063"
"32000","1.477813663482666","1.477813663482666","1.477813663482666"
"32500","1.4753716373443604","1.4753716373443604","1.4753716373443604"
"33000","1.4748740768432618","1.4748740768432618","1.4748740768432618"
"33500","1.4794934368133545","1.4794934368133545","1.4794934368133545"
"34000","1.476670470237732","1.476670470237732","1.476670470237732"
"34500","1.4775042676925658","1.4775042676925658","1.4775042676925658"
"35000","1.4763096284866333","1.4763096284866333","1.4763096284866333"
"35500","1.4783842611312865","1.4783842611312865","1.4783842611312865"
"36000","1.47993643283844","1.47993643283844","1.47993643283844"
"36500","1.479842963218689","1.479842963218689","1.479842963218689"
"37000","1.4730388832092285","1.4730388832092285","1.4730388832092285"
"37500","1.4806635475158691","1.4806635475158691","1.4806635475158691"
"38000","1.478855514526367","1.478855514526367","1.478855514526367"
"38500","1.4709017038345338","1.4709017038345338","1.4709017038345338"
"39000","1.4745441913604735","1.4745441913604735","1.4745441913604735"
"39500","1.4796812438964844","1.4796812438964844","1.4796812438964844"
"40000","1.4746081829071045","1.4746081829071045","1.4746081829071045"
"40500","1.4781235837936402","1.4781235837936402","1.4781235837936402"
"41000","1.4742468309402466","1.4742468309402466","1.4742468309402466"
"41500","1.470440354347229","1.470440354347229","1.470440354347229"
"42000","1.471325068473816","1.471325068473816","1.471325068473816"
"42500","1.4756776809692382","1.4756776809692382","1.4756776809692382"
"43000","1.4758539581298828","1.4758539581298828","1.4758539581298828"
"43500","1.4736700010299684","1.4736700010299684","1.4736700010299684"
"44000","1.4767697763442993","1.4767697763442993","1.4767697763442993"
"44500","1.4713922834396362","1.4713922834396362","1.4713922834396362"
"45000","1.4730990028381348","1.4730990028381348","1.4730990028381348"
"45500","1.474504599571228","1.474504599571228","1.474504599571228"
"46000","1.475101809501648","1.475101809501648","1.475101809501648"
"46500","1.4749610090255738","1.4749610090255738","1.4749610090255738"
"47000","1.4708155918121337","1.4708155918121337","1.4708155918121337"
"47500","1.4722952270507812","1.4722952270507812","1.4722952270507812"
"48000","1.4788467502593994","1.4788467502593994","1.4788467502593994"
"48500","1.4742552661895751","1.4742552661895751","1.4742552661895751"
"49000","1.4691314363479615","1.4691314363479615","1.4691314363479615"
"49500","1.4771930599212646","1.4771930599212646","1.4771930599212646"
"50000","1.4783068227767944","1.4783068227767944","1.4783068227767944"
