"Step","shakespeare_medium_encoder_no_wpe_0 - train_loss","shakespeare_medium_encoder_no_wpe_0 - train_loss__MIN","shakespeare_medium_encoder_no_wpe_0 - train_loss__MAX"
"168","2.397021770477295","2.397021770477295","2.397021770477295"
"169","2.4003655910491943","2.4003655910491943","2.4003655910491943"
"170","2.391329288482666","2.391329288482666","2.391329288482666"
"171","2.3640894889831543","2.3640894889831543","2.3640894889831543"
"172","2.3531088829040527","2.3531088829040527","2.3531088829040527"
"173","2.3717355728149414","2.3717355728149414","2.3717355728149414"
"174","2.3365259170532227","2.3365259170532227","2.3365259170532227"
"175","2.4278881549835205","2.4278881549835205","2.4278881549835205"
"176","2.339534282684326","2.339534282684326","2.339534282684326"
"177","2.3431684970855713","2.3431684970855713","2.3431684970855713"
"178","2.3604135513305664","2.3604135513305664","2.3604135513305664"
"179","2.345125675201416","2.345125675201416","2.345125675201416"
"180","2.3620076179504395","2.3620076179504395","2.3620076179504395"
"181","2.355522632598877","2.355522632598877","2.355522632598877"
"182","2.320863723754883","2.320863723754883","2.320863723754883"
"183","2.3446037769317627","2.3446037769317627","2.3446037769317627"
"184","2.3631391525268555","2.3631391525268555","2.3631391525268555"
"185","2.330045223236084","2.330045223236084","2.330045223236084"
"186","2.374540328979492","2.374540328979492","2.374540328979492"
"187","2.325413942337036","2.325413942337036","2.325413942337036"
"188","2.364546298980713","2.364546298980713","2.364546298980713"
"189","2.388352870941162","2.388352870941162","2.388352870941162"
"190","2.423992395401001","2.423992395401001","2.423992395401001"
"191","2.347179889678955","2.347179889678955","2.347179889678955"
"192","2.3578286170959473","2.3578286170959473","2.3578286170959473"
"193","2.3759384155273438","2.3759384155273438","2.3759384155273438"
"194","2.332326889038086","2.332326889038086","2.332326889038086"
"195","2.3831894397735596","2.3831894397735596","2.3831894397735596"
"196","2.355746269226074","2.355746269226074","2.355746269226074"
"197","2.3448309898376465","2.3448309898376465","2.3448309898376465"
"198","2.3411192893981934","2.3411192893981934","2.3411192893981934"
"199","2.3208675384521484","2.3208675384521484","2.3208675384521484"
"200","2.38698148727417","2.38698148727417","2.38698148727417"
"201","2.3423068523406982","2.3423068523406982","2.3423068523406982"
"202","2.3591771125793457","2.3591771125793457","2.3591771125793457"
"203","2.31331467628479","2.31331467628479","2.31331467628479"
"204","2.353483200073242","2.353483200073242","2.353483200073242"
"205","2.3452796936035156","2.3452796936035156","2.3452796936035156"
"206","2.3104419708251953","2.3104419708251953","2.3104419708251953"
"207","2.333714485168457","2.333714485168457","2.333714485168457"
"208","2.3159074783325195","2.3159074783325195","2.3159074783325195"
"209","2.3028907775878906","2.3028907775878906","2.3028907775878906"
"210","2.329979419708252","2.329979419708252","2.329979419708252"
"211","2.3409371376037598","2.3409371376037598","2.3409371376037598"
"212","2.3374948501586914","2.3374948501586914","2.3374948501586914"
"213","2.39426589012146","2.39426589012146","2.39426589012146"
"214","2.3581202030181885","2.3581202030181885","2.3581202030181885"
"215","2.3375978469848633","2.3375978469848633","2.3375978469848633"
"216","2.371853828430176","2.371853828430176","2.371853828430176"
"217","2.384626865386963","2.384626865386963","2.384626865386963"
"218","2.362332344055176","2.362332344055176","2.362332344055176"
"219","2.3568387031555176","2.3568387031555176","2.3568387031555176"
"220","2.312394142150879","2.312394142150879","2.312394142150879"
"221","2.3733952045440674","2.3733952045440674","2.3733952045440674"
"222","2.3174824714660645","2.3174824714660645","2.3174824714660645"
"223","2.356356382369995","2.356356382369995","2.356356382369995"
"224","2.317458391189575","2.317458391189575","2.317458391189575"
"225","2.3339853286743164","2.3339853286743164","2.3339853286743164"
"226","2.359999418258667","2.359999418258667","2.359999418258667"
"227","2.3322787284851074","2.3322787284851074","2.3322787284851074"
"228","2.35932993888855","2.35932993888855","2.35932993888855"
"229","2.354147434234619","2.354147434234619","2.354147434234619"
"230","2.357632875442505","2.357632875442505","2.357632875442505"
"231","2.340099811553955","2.340099811553955","2.340099811553955"
"232","2.336210250854492","2.336210250854492","2.336210250854492"
"233","2.322979688644409","2.322979688644409","2.322979688644409"
"234","2.324540615081787","2.324540615081787","2.324540615081787"
"235","2.318753480911255","2.318753480911255","2.318753480911255"
"236","2.3633649349212646","2.3633649349212646","2.3633649349212646"
"237","2.3748698234558105","2.3748698234558105","2.3748698234558105"
"238","2.3199448585510254","2.3199448585510254","2.3199448585510254"
"239","2.3436872959136963","2.3436872959136963","2.3436872959136963"
"240","2.322866201400757","2.322866201400757","2.322866201400757"
"241","2.3533637523651123","2.3533637523651123","2.3533637523651123"
"242","2.3535144329071045","2.3535144329071045","2.3535144329071045"
"243","2.323335647583008","2.323335647583008","2.323335647583008"
"244","2.3063836097717285","2.3063836097717285","2.3063836097717285"
"245","2.3483047485351562","2.3483047485351562","2.3483047485351562"
"246","2.3230485916137695","2.3230485916137695","2.3230485916137695"
"247","2.319493532180786","2.319493532180786","2.319493532180786"
"248","2.34132981300354","2.34132981300354","2.34132981300354"
"249","2.316636323928833","2.316636323928833","2.316636323928833"
"250","2.280470848083496","2.280470848083496","2.280470848083496"
"251","2.349443197250366","2.349443197250366","2.349443197250366"
"252","2.357931137084961","2.357931137084961","2.357931137084961"
"253","2.3450639247894287","2.3450639247894287","2.3450639247894287"
"254","2.344564199447632","2.344564199447632","2.344564199447632"
"255","2.311129331588745","2.311129331588745","2.311129331588745"
"256","2.310610055923462","2.310610055923462","2.310610055923462"
"257","2.3057947158813477","2.3057947158813477","2.3057947158813477"
"258","2.343061923980713","2.343061923980713","2.343061923980713"
"259","2.3021814823150635","2.3021814823150635","2.3021814823150635"
"260","2.321185827255249","2.321185827255249","2.321185827255249"
"261","2.3311402797698975","2.3311402797698975","2.3311402797698975"
"262","2.2822585105895996","2.2822585105895996","2.2822585105895996"
"263","2.3006043434143066","2.3006043434143066","2.3006043434143066"
"264","2.274463415145874","2.274463415145874","2.274463415145874"
"265","2.3235206604003906","2.3235206604003906","2.3235206604003906"
"266","2.349670171737671","2.349670171737671","2.349670171737671"
"267","2.3424863815307617","2.3424863815307617","2.3424863815307617"
"268","2.280506134033203","2.280506134033203","2.280506134033203"
"269","2.269105911254883","2.269105911254883","2.269105911254883"
"270","2.3711013793945312","2.3711013793945312","2.3711013793945312"
"271","2.2973151206970215","2.2973151206970215","2.2973151206970215"
"272","2.336897611618042","2.336897611618042","2.336897611618042"
"273","2.2919745445251465","2.2919745445251465","2.2919745445251465"
"274","2.2766292095184326","2.2766292095184326","2.2766292095184326"
"275","2.279601812362671","2.279601812362671","2.279601812362671"
"276","2.3379597663879395","2.3379597663879395","2.3379597663879395"
"277","2.286202907562256","2.286202907562256","2.286202907562256"
"278","2.263500690460205","2.263500690460205","2.263500690460205"
"279","2.315959930419922","2.315959930419922","2.315959930419922"
"280","2.3473336696624756","2.3473336696624756","2.3473336696624756"
"281","2.2596659660339355","2.2596659660339355","2.2596659660339355"
"282","2.3450000286102295","2.3450000286102295","2.3450000286102295"
"283","2.3208260536193848","2.3208260536193848","2.3208260536193848"
"284","2.3160881996154785","2.3160881996154785","2.3160881996154785"
"285","2.2997195720672607","2.2997195720672607","2.2997195720672607"
"286","2.307471752166748","2.307471752166748","2.307471752166748"
"287","2.2821097373962402","2.2821097373962402","2.2821097373962402"
"288","2.3143086433410645","2.3143086433410645","2.3143086433410645"
"289","2.313333749771118","2.313333749771118","2.313333749771118"
"290","2.2281861305236816","2.2281861305236816","2.2281861305236816"
"291","2.3370938301086426","2.3370938301086426","2.3370938301086426"
"292","2.360158920288086","2.360158920288086","2.360158920288086"
"293","2.2955994606018066","2.2955994606018066","2.2955994606018066"
"294","2.3244686126708984","2.3244686126708984","2.3244686126708984"
"295","2.2984485626220703","2.2984485626220703","2.2984485626220703"
"296","2.274677038192749","2.274677038192749","2.274677038192749"
"297","2.2970681190490723","2.2970681190490723","2.2970681190490723"
"298","2.3585448265075684","2.3585448265075684","2.3585448265075684"
"299","2.296355962753296","2.296355962753296","2.296355962753296"
"300","2.3127126693725586","2.3127126693725586","2.3127126693725586"
"301","2.316537618637085","2.316537618637085","2.316537618637085"
"302","2.2945351600646973","2.2945351600646973","2.2945351600646973"
"303","2.331460952758789","2.331460952758789","2.331460952758789"
"304","2.2758545875549316","2.2758545875549316","2.2758545875549316"
"305","2.2800943851470947","2.2800943851470947","2.2800943851470947"
"306","2.302682876586914","2.302682876586914","2.302682876586914"
"307","2.321657180786133","2.321657180786133","2.321657180786133"
"308","2.3493258953094482","2.3493258953094482","2.3493258953094482"
"309","2.3119983673095703","2.3119983673095703","2.3119983673095703"
"310","2.297377347946167","2.297377347946167","2.297377347946167"
"311","2.3345038890838623","2.3345038890838623","2.3345038890838623"
"312","2.3116540908813477","2.3116540908813477","2.3116540908813477"
"313","2.3238744735717773","2.3238744735717773","2.3238744735717773"
"314","2.287357807159424","2.287357807159424","2.287357807159424"
"315","2.3092899322509766","2.3092899322509766","2.3092899322509766"
"316","2.310811996459961","2.310811996459961","2.310811996459961"
"317","2.2901363372802734","2.2901363372802734","2.2901363372802734"
"318","2.2793021202087402","2.2793021202087402","2.2793021202087402"
"319","2.3150997161865234","2.3150997161865234","2.3150997161865234"
"320","2.291154384613037","2.291154384613037","2.291154384613037"
"321","2.2998337745666504","2.2998337745666504","2.2998337745666504"
"322","2.2942428588867188","2.2942428588867188","2.2942428588867188"
"323","2.2968978881835938","2.2968978881835938","2.2968978881835938"
"324","2.3091256618499756","2.3091256618499756","2.3091256618499756"
"325","2.285550832748413","2.285550832748413","2.285550832748413"
"326","2.320726156234741","2.320726156234741","2.320726156234741"
"327","2.289780378341675","2.289780378341675","2.289780378341675"
"328","2.276059627532959","2.276059627532959","2.276059627532959"
"329","2.296687126159668","2.296687126159668","2.296687126159668"
"330","2.2848613262176514","2.2848613262176514","2.2848613262176514"
"331","2.2769758701324463","2.2769758701324463","2.2769758701324463"
"332","2.2386515140533447","2.2386515140533447","2.2386515140533447"
"333","2.299248218536377","2.299248218536377","2.299248218536377"
"334","2.294499635696411","2.294499635696411","2.294499635696411"
"335","2.275228977203369","2.275228977203369","2.275228977203369"
"336","2.31937313079834","2.31937313079834","2.31937313079834"
"337","2.266535997390747","2.266535997390747","2.266535997390747"
"338","2.2978785037994385","2.2978785037994385","2.2978785037994385"
"339","2.28973126411438","2.28973126411438","2.28973126411438"
"340","2.299259662628174","2.299259662628174","2.299259662628174"
"341","2.333432674407959","2.333432674407959","2.333432674407959"
"342","2.312546968460083","2.312546968460083","2.312546968460083"
"343","2.3082239627838135","2.3082239627838135","2.3082239627838135"
"344","2.276959180831909","2.276959180831909","2.276959180831909"
"345","2.297416925430298","2.297416925430298","2.297416925430298"
"346","2.3168017864227295","2.3168017864227295","2.3168017864227295"
"347","2.277156114578247","2.277156114578247","2.277156114578247"
"348","2.310824394226074","2.310824394226074","2.310824394226074"
"349","2.258121967315674","2.258121967315674","2.258121967315674"
"350","2.3012778759002686","2.3012778759002686","2.3012778759002686"
"351","2.2998580932617188","2.2998580932617188","2.2998580932617188"
"352","2.2925353050231934","2.2925353050231934","2.2925353050231934"
"353","2.316688299179077","2.316688299179077","2.316688299179077"
"354","2.2984514236450195","2.2984514236450195","2.2984514236450195"
"355","2.2517595291137695","2.2517595291137695","2.2517595291137695"
"356","2.226407766342163","2.226407766342163","2.226407766342163"
"357","2.3234376907348633","2.3234376907348633","2.3234376907348633"
"358","2.3193178176879883","2.3193178176879883","2.3193178176879883"
"359","2.2426984310150146","2.2426984310150146","2.2426984310150146"
"360","2.3061623573303223","2.3061623573303223","2.3061623573303223"
"361","2.3287558555603027","2.3287558555603027","2.3287558555603027"
"362","2.3160696029663086","2.3160696029663086","2.3160696029663086"
"363","2.274289131164551","2.274289131164551","2.274289131164551"
"364","2.3249547481536865","2.3249547481536865","2.3249547481536865"
"365","2.276093006134033","2.276093006134033","2.276093006134033"
"366","2.2824602127075195","2.2824602127075195","2.2824602127075195"
"367","2.268040657043457","2.268040657043457","2.268040657043457"
"368","2.2742199897766113","2.2742199897766113","2.2742199897766113"
"369","2.2729034423828125","2.2729034423828125","2.2729034423828125"
"370","2.3214995861053467","2.3214995861053467","2.3214995861053467"
"371","2.313755512237549","2.313755512237549","2.313755512237549"
"372","2.286334991455078","2.286334991455078","2.286334991455078"
"373","2.2446327209472656","2.2446327209472656","2.2446327209472656"
"374","2.2795486450195312","2.2795486450195312","2.2795486450195312"
"375","2.3146474361419678","2.3146474361419678","2.3146474361419678"
"376","2.301687240600586","2.301687240600586","2.301687240600586"
"377","2.272514581680298","2.272514581680298","2.272514581680298"
"378","2.2855958938598633","2.2855958938598633","2.2855958938598633"
"379","2.2895665168762207","2.2895665168762207","2.2895665168762207"
"380","2.3110926151275635","2.3110926151275635","2.3110926151275635"
"381","2.289674758911133","2.289674758911133","2.289674758911133"
"382","2.2984232902526855","2.2984232902526855","2.2984232902526855"
"383","2.2866756916046143","2.2866756916046143","2.2866756916046143"
"384","2.266078472137451","2.266078472137451","2.266078472137451"
"385","2.349140167236328","2.349140167236328","2.349140167236328"
"386","2.3123135566711426","2.3123135566711426","2.3123135566711426"
"387","2.2546615600585938","2.2546615600585938","2.2546615600585938"
"388","2.296870708465576","2.296870708465576","2.296870708465576"
"389","2.2878270149230957","2.2878270149230957","2.2878270149230957"
"390","2.276193857192993","2.276193857192993","2.276193857192993"
"391","2.30765962600708","2.30765962600708","2.30765962600708"
"392","2.229041576385498","2.229041576385498","2.229041576385498"
"393","2.3114571571350098","2.3114571571350098","2.3114571571350098"
"394","2.2686421871185303","2.2686421871185303","2.2686421871185303"
"395","2.2622036933898926","2.2622036933898926","2.2622036933898926"
"396","2.3653769493103027","2.3653769493103027","2.3653769493103027"
"397","2.2940280437469482","2.2940280437469482","2.2940280437469482"
"398","2.2638306617736816","2.2638306617736816","2.2638306617736816"
"399","2.272585868835449","2.272585868835449","2.272585868835449"
"400","2.2812161445617676","2.2812161445617676","2.2812161445617676"
"401","2.301727056503296","2.301727056503296","2.301727056503296"
"402","2.2922475337982178","2.2922475337982178","2.2922475337982178"
"403","2.2881016731262207","2.2881016731262207","2.2881016731262207"
"404","2.3116660118103027","2.3116660118103027","2.3116660118103027"
"405","2.281062364578247","2.281062364578247","2.281062364578247"
"406","2.2882778644561768","2.2882778644561768","2.2882778644561768"
"407","2.2974774837493896","2.2974774837493896","2.2974774837493896"
"408","2.2666869163513184","2.2666869163513184","2.2666869163513184"
"409","2.2959580421447754","2.2959580421447754","2.2959580421447754"
"410","2.283515453338623","2.283515453338623","2.283515453338623"
"411","2.273698568344116","2.273698568344116","2.273698568344116"
"412","2.2682487964630127","2.2682487964630127","2.2682487964630127"
"413","2.2736265659332275","2.2736265659332275","2.2736265659332275"
"414","2.309173822402954","2.309173822402954","2.309173822402954"
"415","2.254056453704834","2.254056453704834","2.254056453704834"
"416","2.2821922302246094","2.2821922302246094","2.2821922302246094"
"417","2.2561678886413574","2.2561678886413574","2.2561678886413574"
"418","2.296278476715088","2.296278476715088","2.296278476715088"
"419","2.255466938018799","2.255466938018799","2.255466938018799"
"420","2.2469089031219482","2.2469089031219482","2.2469089031219482"
"421","2.252868413925171","2.252868413925171","2.252868413925171"
"422","2.2826313972473145","2.2826313972473145","2.2826313972473145"
"423","2.2180020809173584","2.2180020809173584","2.2180020809173584"
"424","2.2991788387298584","2.2991788387298584","2.2991788387298584"
"425","2.263643741607666","2.263643741607666","2.263643741607666"
"426","2.2834129333496094","2.2834129333496094","2.2834129333496094"
"427","2.25830078125","2.25830078125","2.25830078125"
"428","2.3240842819213867","2.3240842819213867","2.3240842819213867"
"429","2.287440061569214","2.287440061569214","2.287440061569214"
"430","2.3070459365844727","2.3070459365844727","2.3070459365844727"
"431","2.279170274734497","2.279170274734497","2.279170274734497"
"432","2.276960849761963","2.276960849761963","2.276960849761963"
"433","2.2813663482666016","2.2813663482666016","2.2813663482666016"
"434","2.2235968112945557","2.2235968112945557","2.2235968112945557"
"435","2.2589492797851562","2.2589492797851562","2.2589492797851562"
"436","2.279984712600708","2.279984712600708","2.279984712600708"
"437","2.2523417472839355","2.2523417472839355","2.2523417472839355"
"438","2.327347993850708","2.327347993850708","2.327347993850708"
"439","2.258354425430298","2.258354425430298","2.258354425430298"
"440","2.2670371532440186","2.2670371532440186","2.2670371532440186"
"441","2.3028368949890137","2.3028368949890137","2.3028368949890137"
"442","2.226588010787964","2.226588010787964","2.226588010787964"
"443","2.2689707279205322","2.2689707279205322","2.2689707279205322"
"444","2.284832715988159","2.284832715988159","2.284832715988159"
"445","2.262077808380127","2.262077808380127","2.262077808380127"
"446","2.253970146179199","2.253970146179199","2.253970146179199"
"447","2.2962050437927246","2.2962050437927246","2.2962050437927246"
"448","2.274064064025879","2.274064064025879","2.274064064025879"
"449","2.296217679977417","2.296217679977417","2.296217679977417"
"450","2.237154960632324","2.237154960632324","2.237154960632324"
"451","2.2475337982177734","2.2475337982177734","2.2475337982177734"
"452","2.2828261852264404","2.2828261852264404","2.2828261852264404"
"453","2.2826685905456543","2.2826685905456543","2.2826685905456543"
"454","2.2021965980529785","2.2021965980529785","2.2021965980529785"
"455","2.278637647628784","2.278637647628784","2.278637647628784"
"456","2.2561402320861816","2.2561402320861816","2.2561402320861816"
"457","2.226602792739868","2.226602792739868","2.226602792739868"
"458","2.2472450733184814","2.2472450733184814","2.2472450733184814"
"459","2.2063426971435547","2.2063426971435547","2.2063426971435547"
"460","2.2647879123687744","2.2647879123687744","2.2647879123687744"
"461","2.3272159099578857","2.3272159099578857","2.3272159099578857"
"462","2.2767984867095947","2.2767984867095947","2.2767984867095947"
"463","2.238933801651001","2.238933801651001","2.238933801651001"
"464","2.2644460201263428","2.2644460201263428","2.2644460201263428"
"465","2.2060587406158447","2.2060587406158447","2.2060587406158447"
