"Step","medium_openwebtext - encoder_train_loss","medium_openwebtext - encoder_train_loss__MIN","medium_openwebtext - encoder_train_loss__MAX"
"26000","5.107734189987182","5.107734189987182","5.107734189987182"
"26500","5.093319727897644","5.093319727897644","5.093319727897644"
"27000","5.08320343875885","5.08320343875885","5.08320343875885"
"27500","5.0721539793014525","5.0721539793014525","5.0721539793014525"
"28000","5.072791174888611","5.072791174888611","5.072791174888611"
"28500","5.0781750469207765","5.0781750469207765","5.0781750469207765"
"29000","5.061133859634399","5.061133859634399","5.061133859634399"
"29500","5.050458561897278","5.050458561897278","5.050458561897278"
"30000","5.060049337387085","5.060049337387085","5.060049337387085"
"30500","5.03716893196106","5.03716893196106","5.03716893196106"
"31000","5.034740794181824","5.034740794181824","5.034740794181824"
"31500","5.025359118461609","5.025359118461609","5.025359118461609"
"32000","5.019178846359253","5.019178846359253","5.019178846359253"
"32500","5.019374309539795","5.019374309539795","5.019374309539795"
"33000","5.015941557884216","5.015941557884216","5.015941557884216"
"33500","5.010147481918335","5.010147481918335","5.010147481918335"
"34000","5.004232877731323","5.004232877731323","5.004232877731323"
"34500","5.00014621925354","5.00014621925354","5.00014621925354"
"35000","4.989637199401855","4.989637199401855","4.989637199401855"
"35500","4.997067339897156","4.997067339897156","4.997067339897156"
"36000","4.98515027141571","4.98515027141571","4.98515027141571"
"36500","4.970955861091614","4.970955861091614","4.970955861091614"
"37000","4.9643302917480465","4.9643302917480465","4.9643302917480465"
"37500","4.967402178764344","4.967402178764344","4.967402178764344"
"38000","4.95925309085846","4.95925309085846","4.95925309085846"
"38500","4.963004291534424","4.963004291534424","4.963004291534424"
"39000","4.964905774116516","4.964905774116516","4.964905774116516"
"39500","4.944990386962891","4.944990386962891","4.944990386962891"
"40000","4.936400974273682","4.936400974273682","4.936400974273682"
"40500","4.944726241111756","4.944726241111756","4.944726241111756"
"41000","4.938242107391358","4.938242107391358","4.938242107391358"
"41500","4.936140436172486","4.936140436172486","4.936140436172486"
"42000","4.926550157546997","4.926550157546997","4.926550157546997"
"42500","4.929996048927307","4.929996048927307","4.929996048927307"
"43000","4.927032553672791","4.927032553672791","4.927032553672791"
"43500","4.929191293716431","4.929191293716431","4.929191293716431"
"44000","4.915814079284668","4.915814079284668","4.915814079284668"
"44500","4.914795961380005","4.914795961380005","4.914795961380005"
"45000","4.910329550743103","4.910329550743103","4.910329550743103"
"45500","4.897537426948547","4.897537426948547","4.897537426948547"
"46000","4.914361910820007","4.914361910820007","4.914361910820007"
"46500","4.90147053527832","4.90147053527832","4.90147053527832"
"47000","4.897433010101318","4.897433010101318","4.897433010101318"
"47500","4.889848537445069","4.889848537445069","4.889848537445069"
"48000","4.88845920753479","4.88845920753479","4.88845920753479"
"48500","4.8838026847839355","4.8838026847839355","4.8838026847839355"
"49000","4.890846495628357","4.890846495628357","4.890846495628357"
"49500","4.877783535003662","4.877783535003662","4.877783535003662"
"50000","4.891557439804077","4.891557439804077","4.891557439804077"
"50500","4.872306411743164","4.872306411743164","4.872306411743164"
"51000","4.876172235488892","4.876172235488892","4.876172235488892"
"51500","4.874175855636596","4.874175855636596","4.874175855636596"
"52000","4.880877060890198","4.880877060890198","4.880877060890198"
"52500","4.870757822990417","4.870757822990417","4.870757822990417"
"53000","4.873833934783936","4.873833934783936","4.873833934783936"
"53500","4.86563475227356","4.86563475227356","4.86563475227356"
"54000","4.860348949432373","4.860348949432373","4.860348949432373"
"54500","4.871288763046264","4.871288763046264","4.871288763046264"
"55000","4.857684216499329","4.857684216499329","4.857684216499329"
"55500","4.864884604454041","4.864884604454041","4.864884604454041"
"56000","4.857404217720032","4.857404217720032","4.857404217720032"
"56500","4.861440052032471","4.861440052032471","4.861440052032471"
"57000","4.861453167915344","4.861453167915344","4.861453167915344"
"57500","4.841500217437744","4.841500217437744","4.841500217437744"
"58000","4.847140748977661","4.847140748977661","4.847140748977661"
"58500","4.833345542907715","4.833345542907715","4.833345542907715"
"59000","4.843387840270996","4.843387840270996","4.843387840270996"
"59500","4.837970428466797","4.837970428466797","4.837970428466797"
"60000","4.833657040596008","4.833657040596008","4.833657040596008"
"60500","4.841298377990722","4.841298377990722","4.841298377990722"
"61000","4.834535417556762","4.834535417556762","4.834535417556762"
"61500","4.831444814682007","4.831444814682007","4.831444814682007"
"62000","4.828731595993042","4.828731595993042","4.828731595993042"
"62500","4.833765813827514","4.833765813827514","4.833765813827514"
"63000","4.813482828140259","4.813482828140259","4.813482828140259"
"63500","4.830227813720703","4.830227813720703","4.830227813720703"
"64000","4.827660143852234","4.827660143852234","4.827660143852234"
"64500","4.816185834884643","4.816185834884643","4.816185834884643"
"65000","4.8096880512237545","4.8096880512237545","4.8096880512237545"
"65500","4.8168208789825435","4.8168208789825435","4.8168208789825435"
"66000","4.816808947563171","4.816808947563171","4.816808947563171"
"66500","4.810595541954041","4.810595541954041","4.810595541954041"
"67000","4.815881369590759","4.815881369590759","4.815881369590759"
"67500","4.803225337028503","4.803225337028503","4.803225337028503"
"68000","4.809666645050049","4.809666645050049","4.809666645050049"
"68500","4.81124372959137","4.81124372959137","4.81124372959137"
"69000","4.799687711715698","4.799687711715698","4.799687711715698"
"69500","4.795829126358032","4.795829126358032","4.795829126358032"
"70000","4.8084555377960205","4.8084555377960205","4.8084555377960205"
"70500","4.800963574409485","4.800963574409485","4.800963574409485"
"71000","4.808622933387756","4.808622933387756","4.808622933387756"
"71500","4.79880411529541","4.79880411529541","4.79880411529541"
"72000","4.794993462562561","4.794993462562561","4.794993462562561"
"72500","4.787365205764771","4.787365205764771","4.787365205764771"
"73000","4.779975536346435","4.779975536346435","4.779975536346435"
"73500","4.792003471374512","4.792003471374512","4.792003471374512"
"74000","4.796761338233948","4.796761338233948","4.796761338233948"
"74500","4.797799829483032","4.797799829483032","4.797799829483032"
"75000","4.792137584686279","4.792137584686279","4.792137584686279"
"75500","4.780541961669922","4.780541961669922","4.780541961669922"
"76000","4.789993878364563","4.789993878364563","4.789993878364563"
"76500","4.7780817584991455","4.7780817584991455","4.7780817584991455"
"77000","4.790423742294312","4.790423742294312","4.790423742294312"
"77500","4.790108922004699","4.790108922004699","4.790108922004699"
"78000","4.782221252441406","4.782221252441406","4.782221252441406"
"78500","4.776555409431458","4.776555409431458","4.776555409431458"
"79000","4.776299780845642","4.776299780845642","4.776299780845642"
"79500","4.773766263008118","4.773766263008118","4.773766263008118"
"80000","4.7745049304962155","4.7745049304962155","4.7745049304962155"
"80500","4.774183477401733","4.774183477401733","4.774183477401733"
"81000","4.7771107215881345","4.7771107215881345","4.7771107215881345"
"81500","4.768775267601013","4.768775267601013","4.768775267601013"
"82000","4.7628750276565555","4.7628750276565555","4.7628750276565555"
"82500","4.776613048553466","4.776613048553466","4.776613048553466"
"83000","4.768323371887207","4.768323371887207","4.768323371887207"
"83500","4.7735909643173215","4.7735909643173215","4.7735909643173215"
"84000","4.767325214385986","4.767325214385986","4.767325214385986"
"84500","4.754023761749267","4.754023761749267","4.754023761749267"
"85000","4.772458150863647","4.772458150863647","4.772458150863647"
"85500","4.760072026252747","4.760072026252747","4.760072026252747"
"86000","4.746407683372498","4.746407683372498","4.746407683372498"
"86500","4.742413282394409","4.742413282394409","4.742413282394409"
"87000","4.747686422348022","4.747686422348022","4.747686422348022"
"87500","4.738673989295959","4.738673989295959","4.738673989295959"
"88000","4.734941764831543","4.734941764831543","4.734941764831543"
"88500","4.735654960632324","4.735654960632324","4.735654960632324"
"89000","4.719806661605835","4.719806661605835","4.719806661605835"
"89500","4.7215002746582035","4.7215002746582035","4.7215002746582035"
"90000","4.723782159805298","4.723782159805298","4.723782159805298"
"90500","4.716630119323731","4.716630119323731","4.716630119323731"
"91000","4.725566271781921","4.725566271781921","4.725566271781921"
"91500","4.716912894248963","4.716912894248963","4.716912894248963"
"92000","4.719526301383972","4.719526301383972","4.719526301383972"
"92500","4.722080426216126","4.722080426216126","4.722080426216126"
"93000","4.70412656879425","4.70412656879425","4.70412656879425"
"93500","4.716460234642029","4.716460234642029","4.716460234642029"
"94000","4.710002090454101","4.710002090454101","4.710002090454101"
"94500","4.70282315826416","4.70282315826416","4.70282315826416"
"95000","4.707895689964294","4.707895689964294","4.707895689964294"
"95500","4.700981728553772","4.700981728553772","4.700981728553772"
"96000","4.703334724426269","4.703334724426269","4.703334724426269"
"96500","4.704032423973083","4.704032423973083","4.704032423973083"
"97000","4.70414639377594","4.70414639377594","4.70414639377594"
"97500","4.705911616325379","4.705911616325379","4.705911616325379"
"98000","4.6934729652404785","4.6934729652404785","4.6934729652404785"
"98500","4.691990633010864","4.691990633010864","4.691990633010864"
"99000","4.70451338481903","4.70451338481903","4.70451338481903"
"99500","4.704296882629395","4.704296882629395","4.704296882629395"
"100000","4.696491249084473","4.696491249084473","4.696491249084473"
"100500","4.6883770427703855","4.6883770427703855","4.6883770427703855"
"101000","4.688477906227112","4.688477906227112","4.688477906227112"
"101500","4.697162752151489","4.697162752151489","4.697162752151489"
"102000","4.6939349336624145","4.6939349336624145","4.6939349336624145"
"102500","4.694255958557129","4.694255958557129","4.694255958557129"
"103000","4.68967502117157","4.68967502117157","4.68967502117157"
"103500","4.674593665122986","4.674593665122986","4.674593665122986"
"104000","4.682009064674378","4.682009064674378","4.682009064674378"
"104500","4.6745252466201785","4.6745252466201785","4.6745252466201785"
"105000","4.681419806480408","4.681419806480408","4.681419806480408"
"105500","4.675400252342224","4.675400252342224","4.675400252342224"
"106000","4.665840971946716","4.665840971946716","4.665840971946716"
"106500","4.666462753295899","4.666462753295899","4.666462753295899"
"107000","4.677942311286926","4.677942311286926","4.677942311286926"
"107500","4.666340437889099","4.666340437889099","4.666340437889099"
"108000","4.663101317405701","4.663101317405701","4.663101317405701"
"108500","4.663898184776306","4.663898184776306","4.663898184776306"
"109000","4.659129824638367","4.659129824638367","4.659129824638367"
"109500","4.676639573097229","4.676639573097229","4.676639573097229"
"110000","4.662516284942627","4.662516284942627","4.662516284942627"
"110500","4.670366443634033","4.670366443634033","4.670366443634033"
"111000","4.669457650184631","4.669457650184631","4.669457650184631"
"111500","4.662238185882568","4.662238185882568","4.662238185882568"
"112000","4.65925648021698","4.65925648021698","4.65925648021698"
"112500","4.662949327468872","4.662949327468872","4.662949327468872"
"113000","4.666108600616455","4.666108600616455","4.666108600616455"
"113500","4.657434490203857","4.657434490203857","4.657434490203857"
"114000","4.653947852134705","4.653947852134705","4.653947852134705"
"114500","4.651907941818237","4.651907941818237","4.651907941818237"
"115000","4.655836491584778","4.655836491584778","4.655836491584778"
"115500","4.659893685340881","4.659893685340881","4.659893685340881"
"116000","4.660701290130615","4.660701290130615","4.660701290130615"
"116500","4.646989841461181","4.646989841461181","4.646989841461181"
"117000","4.651070405006409","4.651070405006409","4.651070405006409"
"117500","4.65101756477356","4.65101756477356","4.65101756477356"
"118000","4.657641487121582","4.657641487121582","4.657641487121582"
"118500","4.655587275505066","4.655587275505066","4.655587275505066"
"119000","4.654810326576233","4.654810326576233","4.654810326576233"
"119500","4.651566286087036","4.651566286087036","4.651566286087036"
"120000","4.655198250770569","4.655198250770569","4.655198250770569"
"120500","4.647555027008057","4.647555027008057","4.647555027008057"
"121000","4.645109845161438","4.645109845161438","4.645109845161438"
"121500","4.645896368026733","4.645896368026733","4.645896368026733"
"122000","4.646294382095337","4.646294382095337","4.646294382095337"
"122500","4.654221448898316","4.654221448898316","4.654221448898316"
"123000","4.65307468509674","4.65307468509674","4.65307468509674"
"123500","4.653182569503784","4.653182569503784","4.653182569503784"
"124000","4.651443995475769","4.651443995475769","4.651443995475769"
"124500","4.660842148780823","4.660842148780823","4.660842148780823"
"125000","4.651344317436219","4.651344317436219","4.651344317436219"
"125500","4.642344856262207","4.642344856262207","4.642344856262207"
"126000","4.641594140052796","4.641594140052796","4.641594140052796"
"126500","4.653402219772339","4.653402219772339","4.653402219772339"
"127000","4.6514129657745364","4.6514129657745364","4.6514129657745364"
"127500","4.648583973884582","4.648583973884582","4.648583973884582"
"128000","4.646335657119751","4.646335657119751","4.646335657119751"
"128500","4.646011384963989","4.646011384963989","4.646011384963989"
"129000","4.652851180076599","4.652851180076599","4.652851180076599"
"129500","4.645194465637207","4.645194465637207","4.645194465637207"
"130000","4.642213512420654","4.642213512420654","4.642213512420654"
"130500","4.638053388595581","4.638053388595581","4.638053388595581"
"131000","4.644410525321961","4.644410525321961","4.644410525321961"
"131500","4.640900590896607","4.640900590896607","4.640900590896607"
"132000","4.639162442207336","4.639162442207336","4.639162442207336"
"132500","4.643350465774536","4.643350465774536","4.643350465774536"
"133000","4.649712913513183","4.649712913513183","4.649712913513183"
"133500","4.6485350131988525","4.6485350131988525","4.6485350131988525"
"134000","4.640074300765991","4.640074300765991","4.640074300765991"
"134500","4.641191466331482","4.641191466331482","4.641191466331482"
"135000","4.644762007713318","4.644762007713318","4.644762007713318"
"135500","4.641328907012939","4.641328907012939","4.641328907012939"
"136000","4.646207343101501","4.646207343101501","4.646207343101501"
"136500","4.639446769714356","4.639446769714356","4.639446769714356"
"137000","4.6401002349853515","4.6401002349853515","4.6401002349853515"
"137500","4.6354971008300785","4.6354971008300785","4.6354971008300785"
"138000","4.6436414031982425","4.6436414031982425","4.6436414031982425"
"138500","4.648191308975219","4.648191308975219","4.648191308975219"
"139000","4.633205016136169","4.633205016136169","4.633205016136169"
"139500","4.650643326759338","4.650643326759338","4.650643326759338"
"140000","4.635226049423218","4.635226049423218","4.635226049423218"
"140500","4.646978441238403","4.646978441238403","4.646978441238403"
"141000","4.635845508575439","4.635845508575439","4.635845508575439"
"141500","4.645041488647461","4.645041488647461","4.645041488647461"
"142000","4.641516996383667","4.641516996383667","4.641516996383667"
"142500","4.648860261917115","4.648860261917115","4.648860261917115"
"143000","4.644351210594177","4.644351210594177","4.644351210594177"
"143500","4.643635898590088","4.643635898590088","4.643635898590088"
"144000","4.641297058105469","4.641297058105469","4.641297058105469"
"144500","4.64521756362915","4.64521756362915","4.64521756362915"
"145000","4.652243542671203","4.652243542671203","4.652243542671203"
"145500","4.636363398551941","4.636363398551941","4.636363398551941"
"146000","4.645797526359558","4.645797526359558","4.645797526359558"
"146500","4.640412540435791","4.640412540435791","4.640412540435791"
"147000","4.645536432266235","4.645536432266235","4.645536432266235"
"147500","4.639575004577637","4.639575004577637","4.639575004577637"
"148000","4.650161474227906","4.650161474227906","4.650161474227906"
"148500","4.643880128860474","4.643880128860474","4.643880128860474"
"149000","4.636403626441956","4.636403626441956","4.636403626441956"
"149500","4.637862397193909","4.637862397193909","4.637862397193909"
"150000","4.637491074562073","4.637491074562073","4.637491074562073"
"150500","4.642113713264465","4.642113713264465","4.642113713264465"
"151000","4.640244129180908","4.640244129180908","4.640244129180908"
