"Step","shakespeare_small_decoder_no_wpe_0 - train_loss","shakespeare_small_decoder_no_wpe_0 - train_loss__MIN","shakespeare_small_decoder_no_wpe_0 - train_loss__MAX"
"112","2.491764783859253","2.491764783859253","2.491764783859253"
"113","2.4502274990081787","2.4502274990081787","2.4502274990081787"
"114","2.47873592376709","2.47873592376709","2.47873592376709"
"115","2.4692184925079346","2.4692184925079346","2.4692184925079346"
"116","2.4948720932006836","2.4948720932006836","2.4948720932006836"
"117","2.5045390129089355","2.5045390129089355","2.5045390129089355"
"118","2.5018343925476074","2.5018343925476074","2.5018343925476074"
"119","2.470043897628784","2.470043897628784","2.470043897628784"
"120","2.455106735229492","2.455106735229492","2.455106735229492"
"121","2.4530701637268066","2.4530701637268066","2.4530701637268066"
"122","2.4491896629333496","2.4491896629333496","2.4491896629333496"
"123","2.4360480308532715","2.4360480308532715","2.4360480308532715"
"124","2.4765920639038086","2.4765920639038086","2.4765920639038086"
"125","2.465939521789551","2.465939521789551","2.465939521789551"
"126","2.4530885219573975","2.4530885219573975","2.4530885219573975"
"127","2.4326627254486084","2.4326627254486084","2.4326627254486084"
"128","2.425694704055786","2.425694704055786","2.425694704055786"
"129","2.4374032020568848","2.4374032020568848","2.4374032020568848"
"130","2.4424076080322266","2.4424076080322266","2.4424076080322266"
"131","2.4295337200164795","2.4295337200164795","2.4295337200164795"
"132","2.4424517154693604","2.4424517154693604","2.4424517154693604"
"133","2.4311137199401855","2.4311137199401855","2.4311137199401855"
"134","2.4138779640197754","2.4138779640197754","2.4138779640197754"
"135","2.423444986343384","2.423444986343384","2.423444986343384"
"136","2.472825050354004","2.472825050354004","2.472825050354004"
"137","2.4120922088623047","2.4120922088623047","2.4120922088623047"
"138","2.3825881481170654","2.3825881481170654","2.3825881481170654"
"139","2.4420299530029297","2.4420299530029297","2.4420299530029297"
"140","2.3985376358032227","2.3985376358032227","2.3985376358032227"
"141","2.4032609462738037","2.4032609462738037","2.4032609462738037"
"142","2.390840530395508","2.390840530395508","2.390840530395508"
"143","2.3972434997558594","2.3972434997558594","2.3972434997558594"
"144","2.443666696548462","2.443666696548462","2.443666696548462"
"145","2.4073352813720703","2.4073352813720703","2.4073352813720703"
"146","2.4550905227661133","2.4550905227661133","2.4550905227661133"
"147","2.424278736114502","2.424278736114502","2.424278736114502"
"148","2.42976450920105","2.42976450920105","2.42976450920105"
"149","2.3834733963012695","2.3834733963012695","2.3834733963012695"
"150","2.3974294662475586","2.3974294662475586","2.3974294662475586"
"151","2.379883289337158","2.379883289337158","2.379883289337158"
"152","2.437957286834717","2.437957286834717","2.437957286834717"
"153","2.398502826690674","2.398502826690674","2.398502826690674"
"154","2.3572263717651367","2.3572263717651367","2.3572263717651367"
"155","2.4207682609558105","2.4207682609558105","2.4207682609558105"
"156","2.4337880611419678","2.4337880611419678","2.4337880611419678"
"157","2.437466621398926","2.437466621398926","2.437466621398926"
"158","2.3987374305725098","2.3987374305725098","2.3987374305725098"
"159","2.3936262130737305","2.3936262130737305","2.3936262130737305"
"160","2.3735177516937256","2.3735177516937256","2.3735177516937256"
"161","2.387122869491577","2.387122869491577","2.387122869491577"
"162","2.377747058868408","2.377747058868408","2.377747058868408"
"163","2.3952243328094482","2.3952243328094482","2.3952243328094482"
"164","2.391023635864258","2.391023635864258","2.391023635864258"
"165","2.3701303005218506","2.3701303005218506","2.3701303005218506"
"166","2.4089815616607666","2.4089815616607666","2.4089815616607666"
"167","2.4060981273651123","2.4060981273651123","2.4060981273651123"
"168","2.3759114742279053","2.3759114742279053","2.3759114742279053"
"169","2.3608241081237793","2.3608241081237793","2.3608241081237793"
"170","2.3577160835266113","2.3577160835266113","2.3577160835266113"
"171","2.382894515991211","2.382894515991211","2.382894515991211"
"172","2.36010479927063","2.36010479927063","2.36010479927063"
"173","2.3682663440704346","2.3682663440704346","2.3682663440704346"
"174","2.3967819213867188","2.3967819213867188","2.3967819213867188"
"175","2.340582847595215","2.340582847595215","2.340582847595215"
"176","2.345449209213257","2.345449209213257","2.345449209213257"
"177","2.3607635498046875","2.3607635498046875","2.3607635498046875"
"178","2.363804817199707","2.363804817199707","2.363804817199707"
"179","2.355395793914795","2.355395793914795","2.355395793914795"
"180","2.385249137878418","2.385249137878418","2.385249137878418"
"181","2.385535955429077","2.385535955429077","2.385535955429077"
"182","2.3967933654785156","2.3967933654785156","2.3967933654785156"
"183","2.3500776290893555","2.3500776290893555","2.3500776290893555"
"184","2.4023168087005615","2.4023168087005615","2.4023168087005615"
"185","2.332064151763916","2.332064151763916","2.332064151763916"
"186","2.3376808166503906","2.3376808166503906","2.3376808166503906"
"187","2.372046709060669","2.372046709060669","2.372046709060669"
"188","2.3633875846862793","2.3633875846862793","2.3633875846862793"
"189","2.3357467651367188","2.3357467651367188","2.3357467651367188"
"190","2.3365397453308105","2.3365397453308105","2.3365397453308105"
"191","2.413745641708374","2.413745641708374","2.413745641708374"
"192","2.3628668785095215","2.3628668785095215","2.3628668785095215"
"193","2.3469409942626953","2.3469409942626953","2.3469409942626953"
"194","2.380251407623291","2.380251407623291","2.380251407623291"
"195","2.348416328430176","2.348416328430176","2.348416328430176"
"196","2.344472885131836","2.344472885131836","2.344472885131836"
"197","2.3141374588012695","2.3141374588012695","2.3141374588012695"
"198","2.3676507472991943","2.3676507472991943","2.3676507472991943"
"199","2.3281900882720947","2.3281900882720947","2.3281900882720947"
"200","2.319153308868408","2.319153308868408","2.319153308868408"
"201","2.3575644493103027","2.3575644493103027","2.3575644493103027"
"202","2.374840497970581","2.374840497970581","2.374840497970581"
"203","2.3414554595947266","2.3414554595947266","2.3414554595947266"
"204","2.3432326316833496","2.3432326316833496","2.3432326316833496"
"205","2.330380916595459","2.330380916595459","2.330380916595459"
"206","2.3381688594818115","2.3381688594818115","2.3381688594818115"
"207","2.375067949295044","2.375067949295044","2.375067949295044"
"208","2.3367581367492676","2.3367581367492676","2.3367581367492676"
"209","2.349215507507324","2.349215507507324","2.349215507507324"
"210","2.316018581390381","2.316018581390381","2.316018581390381"
"211","2.344782829284668","2.344782829284668","2.344782829284668"
"212","2.356450319290161","2.356450319290161","2.356450319290161"
"213","2.340866804122925","2.340866804122925","2.340866804122925"
"214","2.3632216453552246","2.3632216453552246","2.3632216453552246"
"215","2.3228611946105957","2.3228611946105957","2.3228611946105957"
"216","2.3540611267089844","2.3540611267089844","2.3540611267089844"
"217","2.3012189865112305","2.3012189865112305","2.3012189865112305"
"218","2.3176426887512207","2.3176426887512207","2.3176426887512207"
"219","2.3400752544403076","2.3400752544403076","2.3400752544403076"
"220","2.358057737350464","2.358057737350464","2.358057737350464"
"221","2.2949044704437256","2.2949044704437256","2.2949044704437256"
"222","2.308901786804199","2.308901786804199","2.308901786804199"
"223","2.3091564178466797","2.3091564178466797","2.3091564178466797"
"224","2.3699095249176025","2.3699095249176025","2.3699095249176025"
"225","2.3072617053985596","2.3072617053985596","2.3072617053985596"
"226","2.3054983615875244","2.3054983615875244","2.3054983615875244"
"227","2.308370590209961","2.308370590209961","2.308370590209961"
"228","2.315232276916504","2.315232276916504","2.315232276916504"
"229","2.306217670440674","2.306217670440674","2.306217670440674"
"230","2.3267300128936768","2.3267300128936768","2.3267300128936768"
"231","2.3293962478637695","2.3293962478637695","2.3293962478637695"
"232","2.3195223808288574","2.3195223808288574","2.3195223808288574"
"233","2.2964680194854736","2.2964680194854736","2.2964680194854736"
"234","2.3421075344085693","2.3421075344085693","2.3421075344085693"
"235","2.301987648010254","2.301987648010254","2.301987648010254"
"236","2.3017685413360596","2.3017685413360596","2.3017685413360596"
"237","2.3377585411071777","2.3377585411071777","2.3377585411071777"
"238","2.2762551307678223","2.2762551307678223","2.2762551307678223"
"239","2.255767345428467","2.255767345428467","2.255767345428467"
"240","2.3132808208465576","2.3132808208465576","2.3132808208465576"
"241","2.28493595123291","2.28493595123291","2.28493595123291"
"242","2.2727856636047363","2.2727856636047363","2.2727856636047363"
"243","2.3013668060302734","2.3013668060302734","2.3013668060302734"
"244","2.308271884918213","2.308271884918213","2.308271884918213"
"245","2.299304962158203","2.299304962158203","2.299304962158203"
"246","2.287297487258911","2.287297487258911","2.287297487258911"
"247","2.319209575653076","2.319209575653076","2.319209575653076"
"248","2.3382716178894043","2.3382716178894043","2.3382716178894043"
"249","2.280648708343506","2.280648708343506","2.280648708343506"
"250","2.2604832649230957","2.2604832649230957","2.2604832649230957"
"251","2.3194332122802734","2.3194332122802734","2.3194332122802734"
"252","2.2591543197631836","2.2591543197631836","2.2591543197631836"
"253","2.2624592781066895","2.2624592781066895","2.2624592781066895"
"254","2.2827022075653076","2.2827022075653076","2.2827022075653076"
"255","2.3205387592315674","2.3205387592315674","2.3205387592315674"
"256","2.280249834060669","2.280249834060669","2.280249834060669"
"257","2.271158218383789","2.271158218383789","2.271158218383789"
"258","2.2667994499206543","2.2667994499206543","2.2667994499206543"
"259","2.286954402923584","2.286954402923584","2.286954402923584"
"260","2.2636585235595703","2.2636585235595703","2.2636585235595703"
"261","2.303914785385132","2.303914785385132","2.303914785385132"
"262","2.2780628204345703","2.2780628204345703","2.2780628204345703"
"263","2.2548675537109375","2.2548675537109375","2.2548675537109375"
"264","2.226351261138916","2.226351261138916","2.226351261138916"
"265","2.2720508575439453","2.2720508575439453","2.2720508575439453"
"266","2.2685186862945557","2.2685186862945557","2.2685186862945557"
"267","2.288376569747925","2.288376569747925","2.288376569747925"
"268","2.259937047958374","2.259937047958374","2.259937047958374"
"269","2.2769172191619873","2.2769172191619873","2.2769172191619873"
"270","2.260282516479492","2.260282516479492","2.260282516479492"
"271","2.3016958236694336","2.3016958236694336","2.3016958236694336"
"272","2.2595977783203125","2.2595977783203125","2.2595977783203125"
"273","2.2400996685028076","2.2400996685028076","2.2400996685028076"
"274","2.226761817932129","2.226761817932129","2.226761817932129"
"275","2.2417593002319336","2.2417593002319336","2.2417593002319336"
"276","2.2757697105407715","2.2757697105407715","2.2757697105407715"
"277","2.3030529022216797","2.3030529022216797","2.3030529022216797"
"278","2.300844430923462","2.300844430923462","2.300844430923462"
"279","2.2771027088165283","2.2771027088165283","2.2771027088165283"
"280","2.265303134918213","2.265303134918213","2.265303134918213"
"281","2.2492780685424805","2.2492780685424805","2.2492780685424805"
"282","2.2848944664001465","2.2848944664001465","2.2848944664001465"
"283","2.24678111076355","2.24678111076355","2.24678111076355"
"284","2.281761646270752","2.281761646270752","2.281761646270752"
"285","2.2652018070220947","2.2652018070220947","2.2652018070220947"
"286","2.2820968627929688","2.2820968627929688","2.2820968627929688"
"287","2.2438230514526367","2.2438230514526367","2.2438230514526367"
"288","2.231386184692383","2.231386184692383","2.231386184692383"
"289","2.2549705505371094","2.2549705505371094","2.2549705505371094"
"290","2.232008457183838","2.232008457183838","2.232008457183838"
"291","2.234494686126709","2.234494686126709","2.234494686126709"
"292","2.2722856998443604","2.2722856998443604","2.2722856998443604"
"293","2.248124599456787","2.248124599456787","2.248124599456787"
"294","2.238447666168213","2.238447666168213","2.238447666168213"
"295","2.2441470623016357","2.2441470623016357","2.2441470623016357"
"296","2.249004602432251","2.249004602432251","2.249004602432251"
"297","2.259549617767334","2.259549617767334","2.259549617767334"
"298","2.239596128463745","2.239596128463745","2.239596128463745"
"299","2.242715835571289","2.242715835571289","2.242715835571289"
"300","2.282099485397339","2.282099485397339","2.282099485397339"
"301","2.284606695175171","2.284606695175171","2.284606695175171"
"302","2.2305679321289062","2.2305679321289062","2.2305679321289062"
"303","2.2101058959960938","2.2101058959960938","2.2101058959960938"
"304","2.192196846008301","2.192196846008301","2.192196846008301"
"305","2.239187240600586","2.239187240600586","2.239187240600586"
"306","2.2294464111328125","2.2294464111328125","2.2294464111328125"
"307","2.258660316467285","2.258660316467285","2.258660316467285"
"308","2.241502285003662","2.241502285003662","2.241502285003662"
"309","2.2362210750579834","2.2362210750579834","2.2362210750579834"
"310","2.2379705905914307","2.2379705905914307","2.2379705905914307"
"311","2.217071056365967","2.217071056365967","2.217071056365967"
"312","2.239224433898926","2.239224433898926","2.239224433898926"
"313","2.231180191040039","2.231180191040039","2.231180191040039"
"314","2.2479212284088135","2.2479212284088135","2.2479212284088135"
"315","2.1939244270324707","2.1939244270324707","2.1939244270324707"
"316","2.195631265640259","2.195631265640259","2.195631265640259"
"317","2.2291998863220215","2.2291998863220215","2.2291998863220215"
"318","2.230855703353882","2.230855703353882","2.230855703353882"
"319","2.2273178100585938","2.2273178100585938","2.2273178100585938"
"320","2.2020134925842285","2.2020134925842285","2.2020134925842285"
"321","2.2933647632598877","2.2933647632598877","2.2933647632598877"
"322","2.2327189445495605","2.2327189445495605","2.2327189445495605"
"323","2.202751636505127","2.202751636505127","2.202751636505127"
"324","2.2327165603637695","2.2327165603637695","2.2327165603637695"
"325","2.228456735610962","2.228456735610962","2.228456735610962"
"326","2.239915609359741","2.239915609359741","2.239915609359741"
"327","2.22208309173584","2.22208309173584","2.22208309173584"
"328","2.2162728309631348","2.2162728309631348","2.2162728309631348"
"329","2.213466167449951","2.213466167449951","2.213466167449951"
"330","2.1969966888427734","2.1969966888427734","2.1969966888427734"
"331","2.1822633743286133","2.1822633743286133","2.1822633743286133"
"332","2.2057125568389893","2.2057125568389893","2.2057125568389893"
"333","2.2165231704711914","2.2165231704711914","2.2165231704711914"
"334","2.2357847690582275","2.2357847690582275","2.2357847690582275"
"335","2.2427444458007812","2.2427444458007812","2.2427444458007812"
"336","2.210164785385132","2.210164785385132","2.210164785385132"
"337","2.2111873626708984","2.2111873626708984","2.2111873626708984"
"338","2.2095775604248047","2.2095775604248047","2.2095775604248047"
"339","2.230480432510376","2.230480432510376","2.230480432510376"
"340","2.244569778442383","2.244569778442383","2.244569778442383"
"341","2.2061636447906494","2.2061636447906494","2.2061636447906494"
"342","2.203531265258789","2.203531265258789","2.203531265258789"
"343","2.1724369525909424","2.1724369525909424","2.1724369525909424"
"344","2.1878662109375","2.1878662109375","2.1878662109375"
"345","2.21266770362854","2.21266770362854","2.21266770362854"
"346","2.18886137008667","2.18886137008667","2.18886137008667"
"347","2.2087602615356445","2.2087602615356445","2.2087602615356445"
"348","2.1873252391815186","2.1873252391815186","2.1873252391815186"
"349","2.1878528594970703","2.1878528594970703","2.1878528594970703"
"350","2.1864922046661377","2.1864922046661377","2.1864922046661377"
"351","2.1732711791992188","2.1732711791992188","2.1732711791992188"
"352","2.1745951175689697","2.1745951175689697","2.1745951175689697"
"353","2.2277135848999023","2.2277135848999023","2.2277135848999023"
"354","2.21140718460083","2.21140718460083","2.21140718460083"
"355","2.1900057792663574","2.1900057792663574","2.1900057792663574"
"356","2.1767501831054688","2.1767501831054688","2.1767501831054688"
"357","2.2014997005462646","2.2014997005462646","2.2014997005462646"
"358","2.1987903118133545","2.1987903118133545","2.1987903118133545"
"359","2.185546875","2.185546875","2.185546875"
"360","2.183326244354248","2.183326244354248","2.183326244354248"
"361","2.160358428955078","2.160358428955078","2.160358428955078"
"362","2.1826720237731934","2.1826720237731934","2.1826720237731934"
"363","2.150197744369507","2.150197744369507","2.150197744369507"
"364","2.170405387878418","2.170405387878418","2.170405387878418"
"365","2.2085165977478027","2.2085165977478027","2.2085165977478027"
"366","2.175628900527954","2.175628900527954","2.175628900527954"
"367","2.2136640548706055","2.2136640548706055","2.2136640548706055"
"368","2.2083334922790527","2.2083334922790527","2.2083334922790527"
"369","2.1869595050811768","2.1869595050811768","2.1869595050811768"
"370","2.183932065963745","2.183932065963745","2.183932065963745"
"371","2.1947824954986572","2.1947824954986572","2.1947824954986572"
"372","2.2113144397735596","2.2113144397735596","2.2113144397735596"
"373","2.182933807373047","2.182933807373047","2.182933807373047"
"374","2.174806594848633","2.174806594848633","2.174806594848633"
"375","2.200161933898926","2.200161933898926","2.200161933898926"
"376","2.2088701725006104","2.2088701725006104","2.2088701725006104"
"377","2.2380595207214355","2.2380595207214355","2.2380595207214355"
"378","2.1980600357055664","2.1980600357055664","2.1980600357055664"
"379","2.167475938796997","2.167475938796997","2.167475938796997"
"380","2.170450448989868","2.170450448989868","2.170450448989868"
"381","2.1805129051208496","2.1805129051208496","2.1805129051208496"
"382","2.206434488296509","2.206434488296509","2.206434488296509"
"383","2.145700454711914","2.145700454711914","2.145700454711914"
"384","2.201415538787842","2.201415538787842","2.201415538787842"
"385","2.18807315826416","2.18807315826416","2.18807315826416"
"386","2.1711902618408203","2.1711902618408203","2.1711902618408203"
"387","2.1823110580444336","2.1823110580444336","2.1823110580444336"
"388","2.146577835083008","2.146577835083008","2.146577835083008"
"389","2.1390342712402344","2.1390342712402344","2.1390342712402344"
"390","2.1709728240966797","2.1709728240966797","2.1709728240966797"
"391","2.1489298343658447","2.1489298343658447","2.1489298343658447"
"392","2.1668450832366943","2.1668450832366943","2.1668450832366943"
"393","2.172834873199463","2.172834873199463","2.172834873199463"
"394","2.1646251678466797","2.1646251678466797","2.1646251678466797"
"395","2.14660906791687","2.14660906791687","2.14660906791687"
"396","2.1645431518554688","2.1645431518554688","2.1645431518554688"
"397","2.1437196731567383","2.1437196731567383","2.1437196731567383"
"398","2.163288116455078","2.163288116455078","2.163288116455078"
"399","2.171846389770508","2.171846389770508","2.171846389770508"
"400","2.1754043102264404","2.1754043102264404","2.1754043102264404"
"401","2.1903610229492188","2.1903610229492188","2.1903610229492188"
"402","2.1122617721557617","2.1122617721557617","2.1122617721557617"
"403","2.1285951137542725","2.1285951137542725","2.1285951137542725"
"404","2.109056234359741","2.109056234359741","2.109056234359741"
"405","2.1163415908813477","2.1163415908813477","2.1163415908813477"
"406","2.104840040206909","2.104840040206909","2.104840040206909"
"407","2.1610050201416016","2.1610050201416016","2.1610050201416016"
"408","2.1324386596679688","2.1324386596679688","2.1324386596679688"
"409","2.1757636070251465","2.1757636070251465","2.1757636070251465"
"410","2.1703152656555176","2.1703152656555176","2.1703152656555176"
"411","2.1313114166259766","2.1313114166259766","2.1313114166259766"
"412","2.131829261779785","2.131829261779785","2.131829261779785"
"413","2.1231894493103027","2.1231894493103027","2.1231894493103027"
"414","2.1499335765838623","2.1499335765838623","2.1499335765838623"
"415","2.1131293773651123","2.1131293773651123","2.1131293773651123"
"416","2.137955665588379","2.137955665588379","2.137955665588379"
"417","2.1210131645202637","2.1210131645202637","2.1210131645202637"
"418","2.1233999729156494","2.1233999729156494","2.1233999729156494"
"419","2.163841485977173","2.163841485977173","2.163841485977173"
"420","2.1696581840515137","2.1696581840515137","2.1696581840515137"
"421","2.1433191299438477","2.1433191299438477","2.1433191299438477"
"422","2.162189245223999","2.162189245223999","2.162189245223999"
"423","2.143186569213867","2.143186569213867","2.143186569213867"
"424","2.132970094680786","2.132970094680786","2.132970094680786"
"425","2.145444869995117","2.145444869995117","2.145444869995117"
"426","2.1771116256713867","2.1771116256713867","2.1771116256713867"
"427","2.1273348331451416","2.1273348331451416","2.1273348331451416"
"428","2.1576149463653564","2.1576149463653564","2.1576149463653564"
"429","2.1012399196624756","2.1012399196624756","2.1012399196624756"
"430","2.122023105621338","2.122023105621338","2.122023105621338"
"431","2.11146879196167","2.11146879196167","2.11146879196167"
"432","2.1012094020843506","2.1012094020843506","2.1012094020843506"
"433","2.1415281295776367","2.1415281295776367","2.1415281295776367"
"434","2.1189465522766113","2.1189465522766113","2.1189465522766113"
"435","2.156320095062256","2.156320095062256","2.156320095062256"
"436","2.144655466079712","2.144655466079712","2.144655466079712"
"437","2.12874174118042","2.12874174118042","2.12874174118042"
"438","2.146599054336548","2.146599054336548","2.146599054336548"
"439","2.1086721420288086","2.1086721420288086","2.1086721420288086"
"440","2.1737277507781982","2.1737277507781982","2.1737277507781982"
"441","2.082412004470825","2.082412004470825","2.082412004470825"
"442","2.136301040649414","2.136301040649414","2.136301040649414"
"443","2.1177775859832764","2.1177775859832764","2.1177775859832764"
"444","2.095327138900757","2.095327138900757","2.095327138900757"
"445","2.121433973312378","2.121433973312378","2.121433973312378"
"446","2.1091582775115967","2.1091582775115967","2.1091582775115967"
"447","2.1476149559020996","2.1476149559020996","2.1476149559020996"
"448","2.0882651805877686","2.0882651805877686","2.0882651805877686"
"449","2.1025266647338867","2.1025266647338867","2.1025266647338867"
"450","2.1405229568481445","2.1405229568481445","2.1405229568481445"
"451","2.1430158615112305","2.1430158615112305","2.1430158615112305"
"452","2.0952110290527344","2.0952110290527344","2.0952110290527344"
"453","2.116581916809082","2.116581916809082","2.116581916809082"
"454","2.0777649879455566","2.0777649879455566","2.0777649879455566"
"455","2.056225061416626","2.056225061416626","2.056225061416626"
"456","2.133941888809204","2.133941888809204","2.133941888809204"
"457","2.0925211906433105","2.0925211906433105","2.0925211906433105"
"458","2.033505916595459","2.033505916595459","2.033505916595459"
"459","2.1390175819396973","2.1390175819396973","2.1390175819396973"
"460","2.1000208854675293","2.1000208854675293","2.1000208854675293"
"461","2.0763626098632812","2.0763626098632812","2.0763626098632812"
"462","2.1188952922821045","2.1188952922821045","2.1188952922821045"
"463","2.1710143089294434","2.1710143089294434","2.1710143089294434"
"464","2.163954973220825","2.163954973220825","2.163954973220825"
