"Step","reversed_addition_small_encoder_0 - train_loss","reversed_addition_small_encoder_0 - train_loss__MIN","reversed_addition_small_encoder_0 - train_loss__MAX"
"99","1.8355695009231567","1.8355695009231567","1.8355695009231567"
"100","1.8188360929489136","1.8188360929489136","1.8188360929489136"
"101","1.8140480518341064","1.8140480518341064","1.8140480518341064"
"102","1.8148521184921265","1.8148521184921265","1.8148521184921265"
"103","1.8212376832962036","1.8212376832962036","1.8212376832962036"
"104","1.8056215047836304","1.8056215047836304","1.8056215047836304"
"105","1.7994718551635742","1.7994718551635742","1.7994718551635742"
"106","1.7957266569137573","1.7957266569137573","1.7957266569137573"
"107","1.8197824954986572","1.8197824954986572","1.8197824954986572"
"108","1.8443691730499268","1.8443691730499268","1.8443691730499268"
"109","1.8411448001861572","1.8411448001861572","1.8411448001861572"
"110","1.8080370426177979","1.8080370426177979","1.8080370426177979"
"111","1.7993311882019043","1.7993311882019043","1.7993311882019043"
"112","1.8163297176361084","1.8163297176361084","1.8163297176361084"
"113","1.8086628913879395","1.8086628913879395","1.8086628913879395"
"114","1.8365895748138428","1.8365895748138428","1.8365895748138428"
"115","1.8714138269424438","1.8714138269424438","1.8714138269424438"
"116","1.8215025663375854","1.8215025663375854","1.8215025663375854"
"117","1.8341407775878906","1.8341407775878906","1.8341407775878906"
"118","1.8312978744506836","1.8312978744506836","1.8312978744506836"
"119","1.8348870277404785","1.8348870277404785","1.8348870277404785"
"120","1.798187255859375","1.798187255859375","1.798187255859375"
"121","1.8039920330047607","1.8039920330047607","1.8039920330047607"
"122","1.8021535873413086","1.8021535873413086","1.8021535873413086"
"123","1.7942157983779907","1.7942157983779907","1.7942157983779907"
"124","1.7848166227340698","1.7848166227340698","1.7848166227340698"
"125","1.7747719287872314","1.7747719287872314","1.7747719287872314"
"126","1.7830555438995361","1.7830555438995361","1.7830555438995361"
"127","1.7898133993148804","1.7898133993148804","1.7898133993148804"
"128","1.7981195449829102","1.7981195449829102","1.7981195449829102"
"129","1.755039095878601","1.755039095878601","1.755039095878601"
"130","1.7659687995910645","1.7659687995910645","1.7659687995910645"
"131","1.7675507068634033","1.7675507068634033","1.7675507068634033"
"132","1.7569055557250977","1.7569055557250977","1.7569055557250977"
"133","1.7478820085525513","1.7478820085525513","1.7478820085525513"
"134","1.743106722831726","1.743106722831726","1.743106722831726"
"135","1.733589768409729","1.733589768409729","1.733589768409729"
"136","1.731045126914978","1.731045126914978","1.731045126914978"
"137","1.732778549194336","1.732778549194336","1.732778549194336"
"138","1.722487211227417","1.722487211227417","1.722487211227417"
"139","1.7257251739501953","1.7257251739501953","1.7257251739501953"
"140","1.70408034324646","1.70408034324646","1.70408034324646"
"141","1.726120948791504","1.726120948791504","1.726120948791504"
"142","1.695042371749878","1.695042371749878","1.695042371749878"
"143","1.7173305749893188","1.7173305749893188","1.7173305749893188"
"144","1.7168229818344116","1.7168229818344116","1.7168229818344116"
"145","1.7162383794784546","1.7162383794784546","1.7162383794784546"
"146","1.6942453384399414","1.6942453384399414","1.6942453384399414"
"147","1.7034399509429932","1.7034399509429932","1.7034399509429932"
"148","1.6918045282363892","1.6918045282363892","1.6918045282363892"
"149","1.697787880897522","1.697787880897522","1.697787880897522"
"150","1.6861059665679932","1.6861059665679932","1.6861059665679932"
"151","1.6767706871032715","1.6767706871032715","1.6767706871032715"
"152","1.6789634227752686","1.6789634227752686","1.6789634227752686"
"153","1.6647489070892334","1.6647489070892334","1.6647489070892334"
"154","1.662315845489502","1.662315845489502","1.662315845489502"
"155","1.6663110256195068","1.6663110256195068","1.6663110256195068"
"156","1.6421146392822266","1.6421146392822266","1.6421146392822266"
"157","1.66195809841156","1.66195809841156","1.66195809841156"
"158","1.6554114818572998","1.6554114818572998","1.6554114818572998"
"159","1.6671686172485352","1.6671686172485352","1.6671686172485352"
"160","1.6723896265029907","1.6723896265029907","1.6723896265029907"
"161","1.6391217708587646","1.6391217708587646","1.6391217708587646"
"162","1.657088041305542","1.657088041305542","1.657088041305542"
"163","1.6346806287765503","1.6346806287765503","1.6346806287765503"
"164","1.6386218070983887","1.6386218070983887","1.6386218070983887"
"165","1.6417914628982544","1.6417914628982544","1.6417914628982544"
"166","1.6339550018310547","1.6339550018310547","1.6339550018310547"
"167","1.6463419198989868","1.6463419198989868","1.6463419198989868"
"168","1.6397607326507568","1.6397607326507568","1.6397607326507568"
"169","1.5967704057693481","1.5967704057693481","1.5967704057693481"
"170","1.620962381362915","1.620962381362915","1.620962381362915"
"171","1.622760534286499","1.622760534286499","1.622760534286499"
"172","1.6036677360534668","1.6036677360534668","1.6036677360534668"
"173","1.6184979677200317","1.6184979677200317","1.6184979677200317"
"174","1.6291757822036743","1.6291757822036743","1.6291757822036743"
"175","1.606465458869934","1.606465458869934","1.606465458869934"
"176","1.60427725315094","1.60427725315094","1.60427725315094"
"177","1.6152759790420532","1.6152759790420532","1.6152759790420532"
"178","1.6101510524749756","1.6101510524749756","1.6101510524749756"
"179","1.579790472984314","1.579790472984314","1.579790472984314"
"180","1.584245204925537","1.584245204925537","1.584245204925537"
"181","1.6062257289886475","1.6062257289886475","1.6062257289886475"
"182","1.6032865047454834","1.6032865047454834","1.6032865047454834"
"183","1.6055294275283813","1.6055294275283813","1.6055294275283813"
"184","1.5763567686080933","1.5763567686080933","1.5763567686080933"
"185","1.584898829460144","1.584898829460144","1.584898829460144"
"186","1.617331862449646","1.617331862449646","1.617331862449646"
"187","1.585403323173523","1.585403323173523","1.585403323173523"
"188","1.6071676015853882","1.6071676015853882","1.6071676015853882"
"189","1.5919556617736816","1.5919556617736816","1.5919556617736816"
"190","1.591105580329895","1.591105580329895","1.591105580329895"
"191","1.564906120300293","1.564906120300293","1.564906120300293"
"192","1.5903565883636475","1.5903565883636475","1.5903565883636475"
"193","1.568898320198059","1.568898320198059","1.568898320198059"
"194","1.563853144645691","1.563853144645691","1.563853144645691"
"195","1.5821839570999146","1.5821839570999146","1.5821839570999146"
"196","1.5722594261169434","1.5722594261169434","1.5722594261169434"
"197","1.5449466705322266","1.5449466705322266","1.5449466705322266"
"198","1.5600802898406982","1.5600802898406982","1.5600802898406982"
"199","1.571666955947876","1.571666955947876","1.571666955947876"
"200","1.5810233354568481","1.5810233354568481","1.5810233354568481"
"201","1.5447074174880981","1.5447074174880981","1.5447074174880981"
"202","1.5546915531158447","1.5546915531158447","1.5546915531158447"
"203","1.5843758583068848","1.5843758583068848","1.5843758583068848"
"204","1.5646628141403198","1.5646628141403198","1.5646628141403198"
"205","1.5638335943222046","1.5638335943222046","1.5638335943222046"
"206","1.5590571165084839","1.5590571165084839","1.5590571165084839"
"207","1.5611624717712402","1.5611624717712402","1.5611624717712402"
"208","1.567169189453125","1.567169189453125","1.567169189453125"
"209","1.5861976146697998","1.5861976146697998","1.5861976146697998"
"210","1.5672969818115234","1.5672969818115234","1.5672969818115234"
"211","1.5534244775772095","1.5534244775772095","1.5534244775772095"
"212","1.5607868432998657","1.5607868432998657","1.5607868432998657"
"213","1.5579689741134644","1.5579689741134644","1.5579689741134644"
"214","1.5553399324417114","1.5553399324417114","1.5553399324417114"
"215","1.5683469772338867","1.5683469772338867","1.5683469772338867"
"216","1.579853892326355","1.579853892326355","1.579853892326355"
"217","1.573872447013855","1.573872447013855","1.573872447013855"
"218","1.5371894836425781","1.5371894836425781","1.5371894836425781"
"219","1.5568714141845703","1.5568714141845703","1.5568714141845703"
"220","1.5434670448303223","1.5434670448303223","1.5434670448303223"
"221","1.5706257820129395","1.5706257820129395","1.5706257820129395"
"222","1.5531151294708252","1.5531151294708252","1.5531151294708252"
"223","1.5658046007156372","1.5658046007156372","1.5658046007156372"
"224","1.5719823837280273","1.5719823837280273","1.5719823837280273"
"225","1.5436445474624634","1.5436445474624634","1.5436445474624634"
"226","1.526915431022644","1.526915431022644","1.526915431022644"
"227","1.5501137971878052","1.5501137971878052","1.5501137971878052"
"228","1.5405155420303345","1.5405155420303345","1.5405155420303345"
"229","1.5531822443008423","1.5531822443008423","1.5531822443008423"
"230","1.5209250450134277","1.5209250450134277","1.5209250450134277"
"231","1.5612684488296509","1.5612684488296509","1.5612684488296509"
"232","1.5361711978912354","1.5361711978912354","1.5361711978912354"
"233","1.545639991760254","1.545639991760254","1.545639991760254"
"234","1.5402677059173584","1.5402677059173584","1.5402677059173584"
"235","1.5575939416885376","1.5575939416885376","1.5575939416885376"
"236","1.561549186706543","1.561549186706543","1.561549186706543"
"237","1.5626094341278076","1.5626094341278076","1.5626094341278076"
"238","1.5430058240890503","1.5430058240890503","1.5430058240890503"
"239","1.5510467290878296","1.5510467290878296","1.5510467290878296"
"240","1.5490511655807495","1.5490511655807495","1.5490511655807495"
"241","1.5685616731643677","1.5685616731643677","1.5685616731643677"
"242","1.551596760749817","1.551596760749817","1.551596760749817"
"243","1.543311595916748","1.543311595916748","1.543311595916748"
"244","1.5521726608276367","1.5521726608276367","1.5521726608276367"
"245","1.542998194694519","1.542998194694519","1.542998194694519"
"246","1.5535240173339844","1.5535240173339844","1.5535240173339844"
"247","1.540412187576294","1.540412187576294","1.540412187576294"
"248","1.5529968738555908","1.5529968738555908","1.5529968738555908"
"249","1.5688881874084473","1.5688881874084473","1.5688881874084473"
"250","1.5388058423995972","1.5388058423995972","1.5388058423995972"
"251","1.5362870693206787","1.5362870693206787","1.5362870693206787"
"252","1.5335358381271362","1.5335358381271362","1.5335358381271362"
"253","1.5261261463165283","1.5261261463165283","1.5261261463165283"
"254","1.5500822067260742","1.5500822067260742","1.5500822067260742"
"255","1.551270604133606","1.551270604133606","1.551270604133606"
"256","1.5438603162765503","1.5438603162765503","1.5438603162765503"
"257","1.5493526458740234","1.5493526458740234","1.5493526458740234"
"258","1.5285446643829346","1.5285446643829346","1.5285446643829346"
"259","1.5653997659683228","1.5653997659683228","1.5653997659683228"
"260","1.5537375211715698","1.5537375211715698","1.5537375211715698"
"261","1.537870168685913","1.537870168685913","1.537870168685913"
"262","1.5285255908966064","1.5285255908966064","1.5285255908966064"
"263","1.5234287977218628","1.5234287977218628","1.5234287977218628"
"264","1.5383415222167969","1.5383415222167969","1.5383415222167969"
"265","1.5380260944366455","1.5380260944366455","1.5380260944366455"
"266","1.5426644086837769","1.5426644086837769","1.5426644086837769"
"267","1.5339183807373047","1.5339183807373047","1.5339183807373047"
"268","1.5140935182571411","1.5140935182571411","1.5140935182571411"
"269","1.5342023372650146","1.5342023372650146","1.5342023372650146"
"270","1.5310652256011963","1.5310652256011963","1.5310652256011963"
"271","1.5403032302856445","1.5403032302856445","1.5403032302856445"
"272","1.5373766422271729","1.5373766422271729","1.5373766422271729"
"273","1.5440046787261963","1.5440046787261963","1.5440046787261963"
"274","1.5269644260406494","1.5269644260406494","1.5269644260406494"
"275","1.5183597803115845","1.5183597803115845","1.5183597803115845"
"276","1.5068295001983643","1.5068295001983643","1.5068295001983643"
"277","1.5282950401306152","1.5282950401306152","1.5282950401306152"
"278","1.5281862020492554","1.5281862020492554","1.5281862020492554"
"279","1.4990509748458862","1.4990509748458862","1.4990509748458862"
"280","1.5272713899612427","1.5272713899612427","1.5272713899612427"
"281","1.518279790878296","1.518279790878296","1.518279790878296"
"282","1.5294921398162842","1.5294921398162842","1.5294921398162842"
"283","1.5169488191604614","1.5169488191604614","1.5169488191604614"
"284","1.5156017541885376","1.5156017541885376","1.5156017541885376"
"285","1.5307704210281372","1.5307704210281372","1.5307704210281372"
"286","1.517440676689148","1.517440676689148","1.517440676689148"
"287","1.5207267999649048","1.5207267999649048","1.5207267999649048"
"288","1.5333693027496338","1.5333693027496338","1.5333693027496338"
"289","1.528191089630127","1.528191089630127","1.528191089630127"
"290","1.528914213180542","1.528914213180542","1.528914213180542"
"291","1.51449716091156","1.51449716091156","1.51449716091156"
"292","1.516701340675354","1.516701340675354","1.516701340675354"
"293","1.535632848739624","1.535632848739624","1.535632848739624"
"294","1.5261752605438232","1.5261752605438232","1.5261752605438232"
"295","1.512052059173584","1.512052059173584","1.512052059173584"
"296","1.5236166715621948","1.5236166715621948","1.5236166715621948"
"297","1.5050795078277588","1.5050795078277588","1.5050795078277588"
"298","1.5275895595550537","1.5275895595550537","1.5275895595550537"
"299","1.4964476823806763","1.4964476823806763","1.4964476823806763"
"300","1.5301402807235718","1.5301402807235718","1.5301402807235718"
"301","1.5235607624053955","1.5235607624053955","1.5235607624053955"
"302","1.5204987525939941","1.5204987525939941","1.5204987525939941"
"303","1.5105878114700317","1.5105878114700317","1.5105878114700317"
"304","1.5060927867889404","1.5060927867889404","1.5060927867889404"
"305","1.4957432746887207","1.4957432746887207","1.4957432746887207"
"306","1.5263150930404663","1.5263150930404663","1.5263150930404663"
"307","1.5121190547943115","1.5121190547943115","1.5121190547943115"
"308","1.5283503532409668","1.5283503532409668","1.5283503532409668"
"309","1.5290602445602417","1.5290602445602417","1.5290602445602417"
"310","1.517593502998352","1.517593502998352","1.517593502998352"
"311","1.4956644773483276","1.4956644773483276","1.4956644773483276"
"312","1.5166068077087402","1.5166068077087402","1.5166068077087402"
"313","1.52165949344635","1.52165949344635","1.52165949344635"
"314","1.5204832553863525","1.5204832553863525","1.5204832553863525"
"315","1.5147428512573242","1.5147428512573242","1.5147428512573242"
"316","1.5299748182296753","1.5299748182296753","1.5299748182296753"
"317","1.4933700561523438","1.4933700561523438","1.4933700561523438"
"318","1.5093326568603516","1.5093326568603516","1.5093326568603516"
"319","1.5346202850341797","1.5346202850341797","1.5346202850341797"
"320","1.5099231004714966","1.5099231004714966","1.5099231004714966"
"321","1.5190448760986328","1.5190448760986328","1.5190448760986328"
"322","1.5139133930206299","1.5139133930206299","1.5139133930206299"
"323","1.533465027809143","1.533465027809143","1.533465027809143"
"324","1.510483980178833","1.510483980178833","1.510483980178833"
"325","1.5094082355499268","1.5094082355499268","1.5094082355499268"
"326","1.5034693479537964","1.5034693479537964","1.5034693479537964"
"327","1.5099241733551025","1.5099241733551025","1.5099241733551025"
"328","1.496485948562622","1.496485948562622","1.496485948562622"
"329","1.4852811098098755","1.4852811098098755","1.4852811098098755"
"330","1.4886815547943115","1.4886815547943115","1.4886815547943115"
"331","1.4872071743011475","1.4872071743011475","1.4872071743011475"
"332","1.520389437675476","1.520389437675476","1.520389437675476"
"333","1.4874117374420166","1.4874117374420166","1.4874117374420166"
"334","1.520052433013916","1.520052433013916","1.520052433013916"
"335","1.509656310081482","1.509656310081482","1.509656310081482"
"336","1.4967457056045532","1.4967457056045532","1.4967457056045532"
"337","1.5276498794555664","1.5276498794555664","1.5276498794555664"
"338","1.5092405080795288","1.5092405080795288","1.5092405080795288"
"339","1.5181268453598022","1.5181268453598022","1.5181268453598022"
"340","1.5044761896133423","1.5044761896133423","1.5044761896133423"
"341","1.5027202367782593","1.5027202367782593","1.5027202367782593"
"342","1.4903619289398193","1.4903619289398193","1.4903619289398193"
"343","1.5159740447998047","1.5159740447998047","1.5159740447998047"
"344","1.5182833671569824","1.5182833671569824","1.5182833671569824"
"345","1.522573709487915","1.522573709487915","1.522573709487915"
"346","1.5058698654174805","1.5058698654174805","1.5058698654174805"
"347","1.496488332748413","1.496488332748413","1.496488332748413"
"348","1.4986549615859985","1.4986549615859985","1.4986549615859985"
"349","1.4878864288330078","1.4878864288330078","1.4878864288330078"
"350","1.509549856185913","1.509549856185913","1.509549856185913"
"351","1.5053209066390991","1.5053209066390991","1.5053209066390991"
"352","1.5036576986312866","1.5036576986312866","1.5036576986312866"
"353","1.5122106075286865","1.5122106075286865","1.5122106075286865"
"354","1.5055357217788696","1.5055357217788696","1.5055357217788696"
"355","1.5048656463623047","1.5048656463623047","1.5048656463623047"
"356","1.4847067594528198","1.4847067594528198","1.4847067594528198"
"357","1.496863842010498","1.496863842010498","1.496863842010498"
"358","1.5089542865753174","1.5089542865753174","1.5089542865753174"
"359","1.5208274126052856","1.5208274126052856","1.5208274126052856"
"360","1.5101720094680786","1.5101720094680786","1.5101720094680786"
"361","1.4859154224395752","1.4859154224395752","1.4859154224395752"
"362","1.4791852235794067","1.4791852235794067","1.4791852235794067"
"363","1.4987025260925293","1.4987025260925293","1.4987025260925293"
"364","1.5084651708602905","1.5084651708602905","1.5084651708602905"
"365","1.5034797191619873","1.5034797191619873","1.5034797191619873"
"366","1.5066128969192505","1.5066128969192505","1.5066128969192505"
"367","1.495025634765625","1.495025634765625","1.495025634765625"
"368","1.505200743675232","1.505200743675232","1.505200743675232"
"369","1.4747035503387451","1.4747035503387451","1.4747035503387451"
"370","1.5003582239151","1.5003582239151","1.5003582239151"
"371","1.4924952983856201","1.4924952983856201","1.4924952983856201"
"372","1.470555305480957","1.470555305480957","1.470555305480957"
"373","1.4992341995239258","1.4992341995239258","1.4992341995239258"
"374","1.47743821144104","1.47743821144104","1.47743821144104"
"375","1.4908747673034668","1.4908747673034668","1.4908747673034668"
"376","1.491001009941101","1.491001009941101","1.491001009941101"
"377","1.4926060438156128","1.4926060438156128","1.4926060438156128"
"378","1.469093918800354","1.469093918800354","1.469093918800354"
"379","1.4863146543502808","1.4863146543502808","1.4863146543502808"
"380","1.50015127658844","1.50015127658844","1.50015127658844"
"381","1.490964412689209","1.490964412689209","1.490964412689209"
"382","1.4739173650741577","1.4739173650741577","1.4739173650741577"
"383","1.4854469299316406","1.4854469299316406","1.4854469299316406"
"384","1.4942103624343872","1.4942103624343872","1.4942103624343872"
"385","1.5051575899124146","1.5051575899124146","1.5051575899124146"
"386","1.5157259702682495","1.5157259702682495","1.5157259702682495"
"387","1.5010019540786743","1.5010019540786743","1.5010019540786743"
"388","1.4977836608886719","1.4977836608886719","1.4977836608886719"
"389","1.4813692569732666","1.4813692569732666","1.4813692569732666"
"390","1.5084283351898193","1.5084283351898193","1.5084283351898193"
"391","1.493733525276184","1.493733525276184","1.493733525276184"
"392","1.5024579763412476","1.5024579763412476","1.5024579763412476"
"393","1.4991081953048706","1.4991081953048706","1.4991081953048706"
"394","1.4996304512023926","1.4996304512023926","1.4996304512023926"
"395","1.4945275783538818","1.4945275783538818","1.4945275783538818"
"396","1.4787917137145996","1.4787917137145996","1.4787917137145996"
"397","1.5422406196594238","1.5422406196594238","1.5422406196594238"
"398","1.5483474731445312","1.5483474731445312","1.5483474731445312"
"399","1.7393780946731567","1.7393780946731567","1.7393780946731567"
"400","1.9004204273223877","1.9004204273223877","1.9004204273223877"
"401","1.9724191427230835","1.9724191427230835","1.9724191427230835"
"402","1.7494163513183594","1.7494163513183594","1.7494163513183594"
"403","1.6766870021820068","1.6766870021820068","1.6766870021820068"
"404","1.6459314823150635","1.6459314823150635","1.6459314823150635"
"405","1.6629153490066528","1.6629153490066528","1.6629153490066528"
"406","1.6790176630020142","1.6790176630020142","1.6790176630020142"
"407","1.6325405836105347","1.6325405836105347","1.6325405836105347"
"408","1.5981223583221436","1.5981223583221436","1.5981223583221436"
"409","1.5949705839157104","1.5949705839157104","1.5949705839157104"
"410","1.5869382619857788","1.5869382619857788","1.5869382619857788"
"411","1.5729326009750366","1.5729326009750366","1.5729326009750366"
"412","1.5726439952850342","1.5726439952850342","1.5726439952850342"
"413","1.5995473861694336","1.5995473861694336","1.5995473861694336"
"414","1.5722562074661255","1.5722562074661255","1.5722562074661255"
"415","1.5879080295562744","1.5879080295562744","1.5879080295562744"
"416","1.5637263059616089","1.5637263059616089","1.5637263059616089"
"417","1.5776631832122803","1.5776631832122803","1.5776631832122803"
"418","1.5648915767669678","1.5648915767669678","1.5648915767669678"
"419","1.5369174480438232","1.5369174480438232","1.5369174480438232"
"420","1.5492570400238037","1.5492570400238037","1.5492570400238037"
"421","1.5582832098007202","1.5582832098007202","1.5582832098007202"
"422","1.556043028831482","1.556043028831482","1.556043028831482"
"423","1.5246878862380981","1.5246878862380981","1.5246878862380981"
"424","1.543663740158081","1.543663740158081","1.543663740158081"
"425","1.5407272577285767","1.5407272577285767","1.5407272577285767"
"426","1.5069862604141235","1.5069862604141235","1.5069862604141235"
"427","1.521259069442749","1.521259069442749","1.521259069442749"
"428","1.5395236015319824","1.5395236015319824","1.5395236015319824"
"429","1.5387905836105347","1.5387905836105347","1.5387905836105347"
"430","1.5110821723937988","1.5110821723937988","1.5110821723937988"
"431","1.5125714540481567","1.5125714540481567","1.5125714540481567"
"432","1.5150713920593262","1.5150713920593262","1.5150713920593262"
"433","1.5291727781295776","1.5291727781295776","1.5291727781295776"
"434","1.4996058940887451","1.4996058940887451","1.4996058940887451"
"435","1.5159857273101807","1.5159857273101807","1.5159857273101807"
"436","1.5133851766586304","1.5133851766586304","1.5133851766586304"
"437","1.5063974857330322","1.5063974857330322","1.5063974857330322"
"438","1.5075609683990479","1.5075609683990479","1.5075609683990479"
"439","1.512057900428772","1.512057900428772","1.512057900428772"
"440","1.516965389251709","1.516965389251709","1.516965389251709"
"441","1.5089130401611328","1.5089130401611328","1.5089130401611328"
"442","1.5049363374710083","1.5049363374710083","1.5049363374710083"
"443","1.5169256925582886","1.5169256925582886","1.5169256925582886"
"444","1.506951928138733","1.506951928138733","1.506951928138733"
"445","1.5075081586837769","1.5075081586837769","1.5075081586837769"
"446","1.498522162437439","1.498522162437439","1.498522162437439"
"447","1.5062799453735352","1.5062799453735352","1.5062799453735352"
"448","1.5180140733718872","1.5180140733718872","1.5180140733718872"
"449","1.505487084388733","1.505487084388733","1.505487084388733"
"450","1.4985154867172241","1.4985154867172241","1.4985154867172241"
"451","1.5000187158584595","1.5000187158584595","1.5000187158584595"
"452","1.503432273864746","1.503432273864746","1.503432273864746"
"453","1.4757459163665771","1.4757459163665771","1.4757459163665771"
"454","1.483271837234497","1.483271837234497","1.483271837234497"
"455","1.4865951538085938","1.4865951538085938","1.4865951538085938"
"456","1.490150809288025","1.490150809288025","1.490150809288025"
"457","1.4835454225540161","1.4835454225540161","1.4835454225540161"
