"Step","count3_large_decoder_0 - token_accuracy","count3_large_decoder_0 - token_accuracy__MIN","count3_large_decoder_0 - token_accuracy__MAX"
"3100","0.06644205957651138","0.06644205957651138","0.06644205957651138"
"3200","0.06583659067749977","0.06583659067749977","0.06583659067749977"
"3300","0.06840495020151138","0.06840495020151138","0.06840495020151138"
"3400","0.06832031518220902","0.06832031518220902","0.06832031518220902"
"3500","0.06857096642255783","0.06857096642255783","0.06857096642255783"
"3600","0.06927734643220901","0.06927734643220901","0.06927734643220901"
"3700","0.0678808619081974","0.0678808619081974","0.0678808619081974"
"3800","0.06908854365348815","0.06908854365348815","0.06908854365348815"
"3900","0.06970377862453461","0.06970377862453461","0.06970377862453461"
"4000","0.06881185099482537","0.06881185099482537","0.06881185099482537"
"4100","0.06932291954755783","0.06932291954755783","0.06932291954755783"
"4200","0.0684895859658718","0.0684895859658718","0.0684895859658718"
"4300","0.0704492211341858","0.0704492211341858","0.0704492211341858"
"4400","0.0695833358168602","0.0695833358168602","0.0695833358168602"
"4500","0.07029948145151138","0.07029948145151138","0.07029948145151138"
"4600","0.07056966453790664","0.07056966453790664","0.07056966453790664"
"4700","0.07091146051883697","0.07091146051883697","0.07091146051883697"
"4800","0.07116862267255783","0.07116862267255783","0.07116862267255783"
"4900","0.07021810144186019","0.07021810144186019","0.07021810144186019"
"5000","0.07079752773046494","0.07079752773046494","0.07079752773046494"
"5100","0.07075195521116256","0.07075195521116256","0.07075195521116256"
"5200","0.07097981989383698","0.07097981989383698","0.07097981989383698"
"5300","0.07226888358592987","0.07226888358592987","0.07226888358592987"
"5400","0.07193359673023224","0.07193359673023224","0.07193359673023224"
"5500","0.0726497420668602","0.0726497420668602","0.0726497420668602"
"5600","0.07179362237453461","0.07179362237453461","0.07179362237453461"
"5700","0.0715299504995346","0.0715299504995346","0.0715299504995346"
"5800","0.0728906273841858","0.0728906273841858","0.0728906273841858"
"5900","0.0732063814997673","0.0732063814997673","0.0732063814997673"
"6000","0.07210612207651139","0.07210612207651139","0.07210612207651139"
"6100","0.07236328452825547","0.07236328452825547","0.07236328452825547"
"6200","0.07210286766290665","0.07210286766290665","0.07210286766290665"
"6300","0.07339192837476731","0.07339192837476731","0.07339192837476731"
"6400","0.07313151270151139","0.07313151270151139","0.07313151270151139"
"6500","0.07365560173988342","0.07365560173988342","0.07365560173988342"
"6600","0.07353515923023224","0.07353515923023224","0.07353515923023224"
"6700","0.07345703333616256","0.07345703333616256","0.07345703333616256"
"6800","0.07361002802848816","0.07361002802848816","0.07361002802848816"
"6900","0.07453125238418579","0.07453125238418579","0.07453125238418579"
"7000","0.07422526299953461","0.07422526299953461","0.07422526299953461"
"7100","0.07406575709581376","0.07406575709581376","0.07406575709581376"
"7200","0.0736556014418602","0.0736556014418602","0.0736556014418602"
"7300","0.07486002862453461","0.07486002862453461","0.07486002862453461"
"7400","0.07455729424953461","0.07455729424953461","0.07455729424953461"
"7500","0.0744401067495346","0.0744401067495346","0.0744401067495346"
"7600","0.07457682520151138","0.07457682520151138","0.07457682520151138"
"7700","0.07594726860523224","0.07594726860523224","0.07594726860523224"
"7800","0.07506185114383697","0.07506185114383697","0.07506185114383697"
"7900","0.07349609553813935","0.07349609553813935","0.07349609553813935"
"8000","0.0763639348745346","0.0763639348745346","0.0763639348745346"
"8100","0.07602539300918579","0.07602539300918579","0.07602539300918579"
"8200","0.07541341423988342","0.07541341423988342","0.07541341423988342"
"8300","0.07623372673988342","0.07623372673988342","0.07623372673988342"
"8400","0.0756217473745346","0.0756217473745346","0.0756217473745346"
"8500","0.0768294295668602","0.0768294295668602","0.0768294295668602"
"8600","0.07688151389360427","0.07688151389360427","0.07688151389360427"
"8700","0.0755110701918602","0.0755110701918602","0.0755110701918602"
"8800","0.0772493514418602","0.0772493514418602","0.0772493514418602"
"8900","0.0756868514418602","0.0756868514418602","0.0756868514418602"
"9000","0.07684896141290665","0.07684896141290665","0.07684896141290665"
"9100","0.07673177391290664","0.07673177391290664","0.07673177391290664"
"9200","0.07817383050918579","0.07817383050918579","0.07817383050918579"
"9300","0.07739258080720901","0.07739258080720901","0.07739258080720901"
"9400","0.07804036647081375","0.07804036647081375","0.07804036647081375"
"9500","0.07778646051883698","0.07778646051883698","0.07778646051883698"
"9600","0.0776204451918602","0.0776204451918602","0.0776204451918602"
"9700","0.0773144555091858","0.0773144555091858","0.0773144555091858"
"9800","0.07755208522081375","0.07755208522081375","0.07755208522081375"
"9900","0.07831054955720901","0.07831054955720901","0.07831054955720901"
"10000","0.07727539271116257","0.07727539271116257","0.07727539271116257"
"10100","0.07843424707651138","0.07843424707651138","0.07843424707651138"
"10200","0.07887044459581376","0.07887044459581376","0.07887044459581376"
"10300","0.07768880486488343","0.07768880486488343","0.07768880486488343"
"10400","0.0787304711341858","0.0787304711341858","0.0787304711341858"
"10500","0.07843424588441848","0.07843424588441848","0.07843424588441848"
"10600","0.07879557520151138","0.07879557520151138","0.07879557520151138"
"10700","0.07973958581686019","0.07973958581686019","0.07973958581686019"
"10800","0.0782096379995346","0.0782096379995346","0.0782096379995346"
"10900","0.07890625268220902","0.07890625268220902","0.07890625268220902"
"11000","0.07911458611488342","0.07911458611488342","0.07911458611488342"
"11100","0.07873698115348816","0.07873698115348816","0.07873698115348816"
"11200","0.0781770858168602","0.0781770858168602","0.0781770858168602"
"11300","0.07929036736488343","0.07929036736488343","0.07929036736488343"
"11400","0.07922200709581376","0.07922200709581376","0.07922200709581376"
"11500","0.0801692733168602","0.0801692733168602","0.0801692733168602"
"11600","0.07906575739383698","0.07906575739383698","0.07906575739383698"
"11700","0.0809407576918602","0.0809407576918602","0.0809407576918602"
"11800","0.0806380233168602","0.0806380233168602","0.0806380233168602"
"11900","0.07967448204755784","0.07967448204755784","0.07967448204755784"
"12000","0.08042968899011611","0.08042968899011611","0.08042968899011611"
"12100","0.07920898705720901","0.07920898705720901","0.07920898705720901"
"12200","0.08058593928813934","0.08058593928813934","0.08058593928813934"
"12300","0.08243489861488343","0.08243489861488343","0.08243489861488343"
"12400","0.0811295598745346","0.0811295598745346","0.0811295598745346"
"12500","0.08095052272081375","0.08095052272081375","0.08095052272081375"
"12600","0.08105468958616256","0.08105468958616256","0.08105468958616256"
"12700","0.0806184920668602","0.0806184920668602","0.0806184920668602"
"12800","0.08167643427848816","0.08167643427848816","0.08167643427848816"
"12900","0.08124023705720901","0.08124023705720901","0.08124023705720901"
"13000","0.08132812768220901","0.08132812768220901","0.08132812768220901"
"13100","0.0824707055091858","0.0824707055091858","0.0824707055091858"
"13200","0.08165039271116256","0.08165039271116256","0.08165039271116256"
"13300","0.08184570521116256","0.08184570521116256","0.08184570521116256"
"13400","0.08171224266290665","0.08171224266290665","0.08171224266290665"
"13500","0.08304362267255783","0.08304362267255783","0.08304362267255783"
"13600","0.08207031458616257","0.08207031458616257","0.08207031458616257"
"13700","0.08288086235523223","0.08288086235523223","0.08288086235523223"
"13800","0.08214192897081375","0.08214192897081375","0.08214192897081375"
"13900","0.08325846612453461","0.08325846612453461","0.08325846612453461"
"14000","0.08214518487453461","0.08214518487453461","0.08214518487453461"
"14100","0.0837369817495346","0.0837369817495346","0.0837369817495346"
"14200","0.08336914271116257","0.08336914271116257","0.08336914271116257"
"14300","0.08424479424953461","0.08424479424953461","0.08424479424953461"
"14400","0.08367513298988342","0.08367513298988342","0.08367513298988342"
"14500","0.08450521051883697","0.08450521051883697","0.08450521051883697"
"14600","0.08320638239383697","0.08320638239383697","0.08320638239383697"
"14700","0.08500976860523224","0.08500976860523224","0.08500976860523224"
"14800","0.0838216170668602","0.0838216170668602","0.0838216170668602"
"14900","0.08373372584581375","0.08373372584581375","0.08373372584581375"
"15000","0.08435221552848816","0.08435221552848816","0.08435221552848816"
"15100","0.0848990911245346","0.0848990911245346","0.0848990911245346"
"15200","0.08463216364383698","0.08463216364383698","0.08463216364383698"
"15300","0.08445638209581376","0.08445638209581376","0.08445638209581376"
"15400","0.08542969048023225","0.08542969048023225","0.08542969048023225"
"15500","0.08484375178813934","0.08484375178813934","0.08484375178813934"
"15600","0.08536458551883698","0.08536458551883698","0.08536458551883698"
"15700","0.08507487207651138","0.08507487207651138","0.08507487207651138"
"15800","0.0856184920668602","0.0856184920668602","0.0856184920668602"
"15900","0.0851497420668602","0.0851497420668602","0.0851497420668602"
"16000","0.0850813826918602","0.0850813826918602","0.0850813826918602"
"16100","0.08494140923023225","0.08494140923023225","0.08494140923023225"
"16200","0.08484700858592988","0.08484700858592988","0.08484700858592988"
"16300","0.08527669608592987","0.08527669608592987","0.08527669608592987"
"16400","0.08589192926883697","0.08589192926883697","0.08589192926883697"
"16500","0.08632812798023223","0.08632812798023223","0.08632812798023223"
"16600","0.08654297143220901","0.08654297143220901","0.08654297143220901"
"16700","0.08669596552848816","0.08669596552848816","0.08669596552848816"
"16800","0.08597331017255783","0.08597331017255783","0.08597331017255783"
"16900","0.08750976771116256","0.08750976771116256","0.08750976771116256"
"17000","0.08579427301883698","0.08579427301883698","0.08579427301883698"
"17100","0.0870507836341858","0.0870507836341858","0.0870507836341858"
"17200","0.08705078393220901","0.08705078393220901","0.08705078393220901"
"17300","0.0877343773841858","0.0877343773841858","0.0877343773841858"
"17400","0.0871809920668602","0.0871809920668602","0.0871809920668602"
"17500","0.0861263045668602","0.0861263045668602","0.0861263045668602"
"17600","0.08673828393220902","0.08673828393220902","0.08673828393220902"
"17700","0.0874153670668602","0.0874153670668602","0.0874153670668602"
"17800","0.08816732078790665","0.08816732078790665","0.08816732078790665"
"17900","0.0872200545668602","0.0872200545668602","0.0872200545668602"
"18000","0.08785156399011612","0.08785156399011612","0.08785156399011612"
"18100","0.08793945550918579","0.08793945550918579","0.08793945550918579"
"18200","0.08802734643220901","0.08802734643220901","0.08802734643220901"
"18300","0.08801757961511612","0.08801757961511612","0.08801757961511612"
"18400","0.08731771051883698","0.08731771051883698","0.08731771051883698"
"18500","0.0878352889418602","0.0878352889418602","0.0878352889418602"
"18600","0.08956380397081375","0.08956380397081375","0.08956380397081375"
"18700","0.08833984673023224","0.08833984673023224","0.08833984673023224"
"18800","0.0889420598745346","0.0889420598745346","0.0889420598745346"
"18900","0.08960937738418578","0.08960937738418578","0.08960937738418578"
"19000","0.08986002832651138","0.08986002832651138","0.08986002832651138"
"19100","0.08948242545127869","0.08948242545127869","0.08948242545127869"
"19200","0.08939778923988342","0.08939778923988342","0.08939778923988342"
"19300","0.08935547143220901","0.08935547143220901","0.08935547143220901"
"19400","0.0897037786245346","0.0897037786245346","0.0897037786245346"
"19500","0.08963867425918579","0.08963867425918579","0.08963867425918579"
"19600","0.08925455987453461","0.08925455987453461","0.08925455987453461"
"19700","0.09089843958616256","0.09089843958616256","0.09089843958616256"
"19800","0.09105468988418579","0.09105468988418579","0.09105468988418579"
"19900","0.0897688826918602","0.0897688826918602","0.0897688826918602"
"20000","0.09015625298023223","0.09015625298023223","0.09015625298023223"
"20100","0.09097982078790665","0.09097982078790665","0.09097982078790665"
"20200","0.0903873723745346","0.0903873723745346","0.0903873723745346"
"20300","0.09124023795127868","0.09124023795127868","0.09124023795127868"
"20400","0.09048502832651138","0.09048502832651138","0.09048502832651138"
"20500","0.09203450798988343","0.09203450798988343","0.09203450798988343"
"20600","0.09085286676883697","0.09085286676883697","0.09085286676883697"
"20700","0.09148437738418579","0.09148437738418579","0.09148437738418579"
"20800","0.0913932317495346","0.0913932317495346","0.0913932317495346"
"20900","0.09051758080720901","0.09051758080720901","0.09051758080720901"
"21000","0.09148763298988342","0.09148763298988342","0.09148763298988342"
"21100","0.09176432490348815","0.09176432490348815","0.09176432490348815"
"21200","0.09195963829755784","0.09195963829755784","0.09195963829755784"
"21300","0.0923958358168602","0.0923958358168602","0.0923958358168602"
"21400","0.09109700739383697","0.09109700739383697","0.09109700739383697"
"21500","0.0920638045668602","0.0920638045668602","0.0920638045668602"
"21600","0.0917968773841858","0.0917968773841858","0.0917968773841858"
"21700","0.09134765893220902","0.09134765893220902","0.09134765893220902"
"21800","0.09257812738418579","0.09257812738418579","0.09257812738418579"
"21900","0.09246094048023223","0.09246094048023223","0.09246094048023223"
"22000","0.09264974236488342","0.09264974236488342","0.09264974236488342"
"22100","0.09415690302848816","0.09415690302848816","0.09415690302848816"
"22200","0.09273112267255783","0.09273112267255783","0.09273112267255783"
"22300","0.0933626326918602","0.0933626326918602","0.0933626326918602"
"22400","0.09544922202825547","0.09544922202825547","0.09544922202825547"
"22500","0.0947981795668602","0.0947981795668602","0.0947981795668602"
"22600","0.0943554711341858","0.0943554711341858","0.0943554711341858"
"22700","0.0941536483168602","0.0941536483168602","0.0941536483168602"
"22800","0.09411784052848816","0.09411784052848816","0.09411784052848816"
"22900","0.09555664300918579","0.09555664300918579","0.09555664300918579"
"23000","0.09416992455720902","0.09416992455720902","0.09416992455720902"
"23100","0.09431640893220901","0.09431640893220901","0.09431640893220901"
"23200","0.09651041954755783","0.09651041954755783","0.09651041954755783"
"23300","0.09581380486488342","0.09581380486488342","0.09581380486488342"
"23400","0.09581054925918579","0.09581054925918579","0.09581054925918579"
"23500","0.09509765863418579","0.09509765863418579","0.09509765863418579"
"23600","0.09623047143220902","0.09623047143220902","0.09623047143220902"
"23700","0.09629231959581375","0.09629231959581375","0.09629231959581375"
"23800","0.09612630426883698","0.09612630426883698","0.09612630426883698"
"23900","0.0978352889418602","0.0978352889418602","0.0978352889418602"
"24000","0.09668620049953461","0.09668620049953461","0.09668620049953461"
"24100","0.09755208522081375","0.09755208522081375","0.09755208522081375"
"24200","0.09848958551883698","0.09848958551883698","0.09848958551883698"
"24300","0.09915690392255783","0.09915690392255783","0.09915690392255783"
"24400","0.0991731795668602","0.0991731795668602","0.0991731795668602"
"24500","0.09713216423988343","0.09713216423988343","0.09713216423988343"
"24600","0.09970703423023224","0.09970703423023224","0.09970703423023224"
"24700","0.0982454451918602","0.0982454451918602","0.0982454451918602"
"24800","0.09966471672058105","0.09966471672058105","0.09966471672058105"
"24900","0.09831380516290665","0.09831380516290665","0.09831380516290665"
"25000","0.1000488305091858","0.1000488305091858","0.1000488305091858"
"25100","0.09872396111488342","0.09872396111488342","0.09872396111488342"
"25200","0.09977213859558105","0.09977213859558105","0.09977213859558105"
"25300","0.10016927301883698","0.10016927301883698","0.10016927301883698"
"25400","0.1003417992591858","0.1003417992591858","0.1003417992591858"
"25500","0.10031901210546494","0.10031901210546494","0.10031901210546494"
"25600","0.10171549737453461","0.10171549737453461","0.10171549737453461"
"25700","0.10096354335546494","0.10096354335546494","0.10096354335546494"
"25800","0.10005208611488342","0.10005208611488342","0.10005208611488342"
"25900","0.10034179985523224","0.10034179985523224","0.10034179985523224"
"26000","0.10091471523046494","0.10091471523046494","0.10091471523046494"
"26100","0.10217448115348816","0.10217448115348816","0.10217448115348816"
"26200","0.10219401299953461","0.10219401299953461","0.10219401299953461"
"26300","0.1010774764418602","0.1010774764418602","0.1010774764418602"
"26400","0.10177083551883698","0.10177083551883698","0.10177083551883698"
"26500","0.10254557549953461","0.10254557549953461","0.10254557549953461"
"26600","0.10167643487453461","0.10167643487453461","0.10167643487453461"
"26700","0.1019759139418602","0.1019759139418602","0.1019759139418602"
"26800","0.10241211235523223","0.10241211235523223","0.10241211235523223"
"26900","0.10326823204755783","0.10326823204755783","0.10326823204755783"
"27000","0.10323567926883698","0.10323567926883698","0.10323567926883698"
"27100","0.10300456017255782","0.10300456017255782","0.10300456017255782"
"27200","0.10203125178813935","0.10203125178813935","0.10203125178813935"
"27300","0.1032845076918602","0.1032845076918602","0.1032845076918602"
"27400","0.10479492485523224","0.10479492485523224","0.10479492485523224"
"27500","0.10372070550918579","0.10372070550918579","0.10372070550918579"
"27600","0.10490234673023224","0.10490234673023224","0.10490234673023224"
"27700","0.10362304955720901","0.10362304955720901","0.10362304955720901"
"27800","0.10424153953790664","0.10424153953790664","0.10424153953790664"
"27900","0.10547526329755783","0.10547526329755783","0.10547526329755783"
"28000","0.10569010704755782","0.10569010704755782","0.10569010704755782"
"28100","0.10503906518220901","0.10503906518220901","0.10503906518220901"
"28200","0.1042740911245346","0.1042740911245346","0.1042740911245346"
"28300","0.1042220076918602","0.1042220076918602","0.1042220076918602"
"28400","0.10519531518220901","0.10519531518220901","0.10519531518220901"
"28500","0.1051399764418602","0.1051399764418602","0.1051399764418602"
"28600","0.10567383021116257","0.10567383021116257","0.10567383021116257"
"28700","0.10686198115348816","0.10686198115348816","0.10686198115348816"
"28800","0.10611002892255783","0.10611002892255783","0.10611002892255783"
"28900","0.10751953303813934","0.10751953303813934","0.10751953303813934"
"29000","0.10758789271116256","0.10758789271116256","0.10758789271116256"
"29100","0.10736328423023224","0.10736328423023224","0.10736328423023224"
"29200","0.10681966334581375","0.10681966334581375","0.10681966334581375"
"29300","0.10605469018220902","0.10605469018220902","0.10605469018220902"
"29400","0.1079720088839531","0.1079720088839531","0.1079720088839531"
"29500","0.10789062768220901","0.10789062768220901","0.10789062768220901"
"29600","0.10750651359558105","0.10750651359558105","0.10750651359558105"
"29700","0.1084700545668602","0.1084700545668602","0.1084700545668602"
"29800","0.10884765863418579","0.10884765863418579","0.10884765863418579"
"29900","0.10910156458616256","0.10910156458616256","0.10910156458616256"
"30000","0.11016601830720901","0.11016601830720901","0.11016601830720901"
"30100","0.10869140893220902","0.10869140893220902","0.10869140893220902"
"30200","0.11082031577825546","0.11082031577825546","0.11082031577825546"
"30300","0.1092220076918602","0.1092220076918602","0.1092220076918602"
"30400","0.11036784112453461","0.11036784112453461","0.11036784112453461"
"30500","0.11223307579755783","0.11223307579755783","0.11223307579755783"
"30600","0.11112630426883698","0.11112630426883698","0.11112630426883698"
"30700","0.11135091364383698","0.11135091364383698","0.11135091364383698"
"30800","0.11159505397081375","0.11159505397081375","0.11159505397081375"
"30900","0.11196940362453461","0.11196940362453461","0.11196940362453461"
"31000","0.1112044295668602","0.1112044295668602","0.1112044295668602"
"31100","0.11264323145151138","0.11264323145151138","0.11264323145151138"
"31200","0.11421875208616257","0.11421875208616257","0.11421875208616257"
"31300","0.11267252862453461","0.11267252862453461","0.11267252862453461"
"31400","0.11324869990348815","0.11324869990348815","0.11324869990348815"
"31500","0.11302083641290665","0.11302083641290665","0.11302083641290665"
"31600","0.11349284142255783","0.11349284142255783","0.11349284142255783"
"31700","0.11489583551883698","0.11489583551883698","0.11489583551883698"
"31800","0.11439778834581375","0.11439778834581375","0.11439778834581375"
"31900","0.11606445550918579","0.11606445550918579","0.11606445550918579"
"32000","0.11419271051883698","0.11419271051883698","0.11419271051883698"
"32100","0.1167122420668602","0.1167122420668602","0.1167122420668602"
"32200","0.11609700828790664","0.11609700828790664","0.11609700828790664"
"32300","0.11638672143220902","0.11638672143220902","0.11638672143220902"
"32400","0.11656901359558106","0.11656901359558106","0.11656901359558106"
"32500","0.11569336116313934","0.11569336116313934","0.11569336116313934"
"32600","0.11636067956686019","0.11636067956686019","0.11636067956686019"
"32700","0.1189290389418602","0.1189290389418602","0.1189290389418602"
"32800","0.1163411483168602","0.1163411483168602","0.1163411483168602"
"32900","0.11853190273046493","0.11853190273046493","0.11853190273046493"
"33000","0.1182519555091858","0.1182519555091858","0.1182519555091858"
"33100","0.11863932549953461","0.11863932549953461","0.11863932549953461"
"33200","0.11974284082651138","0.11974284082651138","0.11974284082651138"
"33300","0.11937500238418579","0.11937500238418579","0.11937500238418579"
"33400","0.11957682579755784","0.11957682579755784","0.11957682579755784"
"33500","0.11891927361488343","0.11891927361488343","0.11891927361488343"
"33600","0.12188802361488342","0.12188802361488342","0.12188802361488342"
"33700","0.1198567733168602","0.1198567733168602","0.1198567733168602"
"33800","0.1216927108168602","0.1216927108168602","0.1216927108168602"
"33900","0.12093750268220901","0.12093750268220901","0.12093750268220901"
"34000","0.12221679985523223","0.12221679985523223","0.12221679985523223"
"34100","0.12307942897081375","0.12307942897081375","0.12307942897081375"
"34200","0.12156575828790665","0.12156575828790665","0.12156575828790665"
"34300","0.12482747733592987","0.12482747733592987","0.12482747733592987"
"34400","0.1244498735666275","0.1244498735666275","0.1244498735666275"
"34500","0.12381836265325546","0.12381836265325546","0.12381836265325546"
"34600","0.12461914479732514","0.12461914479732514","0.12461914479732514"
"34700","0.1238899776339531","0.1238899776339531","0.1238899776339531"
"34800","0.12532877951860427","0.12532877951860427","0.12532877951860427"
"34900","0.1268880248069763","0.1268880248069763","0.1268880248069763"
"35000","0.12638021171092986","0.12638021171092986","0.12638021171092986"
"35100","0.1263085988163948","0.1263085988163948","0.1263085988163948"
"35200","0.12761393636465074","0.12761393636465074","0.12761393636465074"
"35300","0.1286783903837204","0.1286783903837204","0.1286783903837204"
"35400","0.12844076097011567","0.12844076097011567","0.12844076097011567"
"35500","0.12843099415302275","0.12843099415302275","0.12843099415302275"
"35600","0.12906901508569718","0.12906901508569718","0.12906901508569718"
"35700","0.13026042103767396","0.13026042103767396","0.13026042103767396"
"35800","0.13053060293197633","0.13053060293197633","0.13053060293197633"
"35900","0.13224609881639482","0.13224609881639482","0.13224609881639482"
"36000","0.1310026079416275","0.1310026079416275","0.1310026079416275"
"36100","0.13131510972976684","0.13131510972976684","0.13131510972976684"
"36200","0.131692715883255","0.131692715883255","0.131692715883255"
"36300","0.13242513537406922","0.13242513537406922","0.13242513537406922"
"36400","0.13222331166267395","0.13222331166267395","0.13222331166267395"
"36500","0.1340690165758133","0.1340690165758133","0.1340690165758133"
"36600","0.13592773973941802","0.13592773973941802","0.13592773973941802"
"36700","0.13440755665302276","0.13440755665302276","0.13440755665302276"
"36800","0.13381185203790666","0.13381185203790666","0.13381185203790666"
"36900","0.13631836354732513","0.13631836354732513","0.13631836354732513"
"37000","0.13496094226837158","0.13496094226837158","0.13496094226837158"
"37100","0.13740234911441804","0.13740234911441804","0.13740234911441804"
"37200","0.13797200918197633","0.13797200918197633","0.13797200918197633"
"37300","0.13775065660476685","0.13775065660476685","0.13775065660476685"
"37400","0.1381998735666275","0.1381998735666275","0.1381998735666275"
"37500","0.1386621141433716","0.1386621141433716","0.1386621141433716"
"37600","0.13942383348941803","0.13942383348941803","0.13942383348941803"
"37700","0.1388509166240692","0.1388509166240692","0.1388509166240692"
"37800","0.14158203661441804","0.14158203661441804","0.14158203661441804"
"37900","0.14085286974906921","0.14085286974906921","0.14085286974906921"
"38000","0.14308594226837157","0.14308594226837157","0.14308594226837157"
"38100","0.14318359911441803","0.14318359911441803","0.14318359911441803"
"38200","0.14332031846046447","0.14332031846046447","0.14332031846046447"
"38300","0.1445084685087204","0.1445084685087204","0.1445084685087204"
"38400","0.14555990159511567","0.14555990159511567","0.14555990159511567"
"38500","0.14380208909511566","0.14380208909511566","0.14380208909511566"
"38600","0.14642253041267395","0.14642253041267395","0.14642253041267395"
"38700","0.1465983122587204","0.1465983122587204","0.1465983122587204"
"38800","0.14736979722976684","0.14736979722976684","0.14736979722976684"
"38900","0.14895834028720856","0.14895834028720856","0.14895834028720856"
"39000","0.1493782591819763","0.1493782591819763","0.1493782591819763"
"39100","0.1501692759990692","0.1501692759990692","0.1501692759990692"
"39200","0.15000976979732514","0.15000976979732514","0.15000976979732514"
"39300","0.14911458969116212","0.14911458969116212","0.14911458969116212"
"39400","0.14791992723941802","0.14791992723941802","0.14791992723941802"
"39500","0.15333659410476685","0.15333659410476685","0.15333659410476685"
"39600","0.15325846910476684","0.15325846910476684","0.15325846910476684"
"39700","0.15299154162406922","0.15299154162406922","0.15299154162406922"
"39800","0.1532226610183716","0.1532226610183716","0.1532226610183716"
"39900","0.15525391161441804","0.15525391161441804","0.15525391161441804"
"40000","0.1548470115661621","0.1548470115661621","0.1548470115661621"
"40100","0.15616536974906922","0.15616536974906922","0.15616536974906922"
"40200","0.15666341602802278","0.15666341602802278","0.15666341602802278"
"40300","0.1584049528837204","0.1584049528837204","0.1584049528837204"
"40400","0.1571289110183716","0.1571289110183716","0.1571289110183716"
"40500","0.15788411915302278","0.15788411915302278","0.15788411915302278"
"40600","0.16055664598941802","0.16055664598941802","0.16055664598941802"
"40700","0.16159180223941802","0.16159180223941802","0.16159180223941802"
"40800","0.16279948472976685","0.16279948472976685","0.16279948472976685"
"40900","0.16307292103767396","0.16307292103767396","0.16307292103767396"
"41000","0.16308919608592987","0.16308919608592987","0.16308919608592987"
"41100","0.16256510853767395","0.16256510853767395","0.16256510853767395"
"41200","0.16468099415302276","0.16468099415302276","0.16468099415302276"
"41300","0.1668977904319763","0.1668977904319763","0.1668977904319763"
"41400","0.1657649803161621","0.1657649803161621","0.1657649803161621"
"41500","0.1648307341337204","0.1648307341337204","0.1648307341337204"
"41600","0.1650651091337204","0.1650651091337204","0.1650651091337204"
"41700","0.16781575977802277","0.16781575977802277","0.16781575977802277"
"41800","0.16888672292232512","0.16888672292232512","0.16888672292232512"
"41900","0.1713183641433716","0.1713183641433716","0.1713183641433716"
"42000","0.1707649803161621","0.1707649803161621","0.1707649803161621"
"42100","0.1725325572490692","0.1725325572490692","0.1725325572490692"
"42200","0.17502278983592987","0.17502278983592987","0.17502278983592987"
"42300","0.17241211533546447","0.17241211533546447","0.17241211533546447"
"42400","0.17082031726837157","0.17082031726837157","0.17082031726837157"
"42500","0.1755338591337204","0.1755338591337204","0.1755338591337204"
"42600","0.17737956285476686","0.17737956285476686","0.17737956285476686"
"42700","0.17663411915302277","0.17663411915302277","0.17663411915302277"
"42800","0.1784928435087204","0.1784928435087204","0.1784928435087204"
"42900","0.18031250476837157","0.18031250476837157","0.18031250476837157"
"43000","0.18162760972976685","0.18162760972976685","0.18162760972976685"
"43100","0.18418945848941803","0.18418945848941803","0.18418945848941803"
"43200","0.18320964097976686","0.18320964097976686","0.18320964097976686"
"43300","0.1839420622587204","0.1839420622587204","0.1839420622587204"
