"Step","memory_bound_extra_small_decoder_0 - loss","memory_bound_extra_small_decoder_0 - loss__MIN","memory_bound_extra_small_decoder_0 - loss__MAX"
"8500","28.685226497650145","28.685226497650145","28.685226497650145"
"8600","28.668630046844484","28.668630046844484","28.668630046844484"
"8700","28.78491397857666","28.78491397857666","28.78491397857666"
"8800","28.743315410614013","28.743315410614013","28.743315410614013"
"8900","28.628388385772706","28.628388385772706","28.628388385772706"
"9000","28.667834148406982","28.667834148406982","28.667834148406982"
"9100","28.6450048828125","28.6450048828125","28.6450048828125"
"9200","28.79905626296997","28.79905626296997","28.79905626296997"
"9300","28.739889125823975","28.739889125823975","28.739889125823975"
"9400","28.68210599899292","28.68210599899292","28.68210599899292"
"9500","28.78223201751709","28.78223201751709","28.78223201751709"
"9600","28.645189895629883","28.645189895629883","28.645189895629883"
"9700","28.632650089263915","28.632650089263915","28.632650089263915"
"9800","28.603849391937256","28.603849391937256","28.603849391937256"
"9900","28.565025291442872","28.565025291442872","28.565025291442872"
"10000","28.64582462310791","28.64582462310791","28.64582462310791"
"10100","28.559417095184326","28.559417095184326","28.559417095184326"
"10200","28.717998504638672","28.717998504638672","28.717998504638672"
"10300","28.57545783996582","28.57545783996582","28.57545783996582"
"10400","28.53038896560669","28.53038896560669","28.53038896560669"
"10500","28.65384832382202","28.65384832382202","28.65384832382202"
"10600","28.41832551956177","28.41832551956177","28.41832551956177"
"10700","28.584588775634767","28.584588775634767","28.584588775634767"
"10800","28.526044921875","28.526044921875","28.526044921875"
"10900","28.559172992706298","28.559172992706298","28.559172992706298"
"11000","28.42118642807007","28.42118642807007","28.42118642807007"
"11100","28.389763412475585","28.389763412475585","28.389763412475585"
"11200","28.437028617858886","28.437028617858886","28.437028617858886"
"11300","28.319511127471923","28.319511127471923","28.319511127471923"
"11400","28.250666065216066","28.250666065216066","28.250666065216066"
"11500","28.281573162078857","28.281573162078857","28.281573162078857"
"11600","28.30867483139038","28.30867483139038","28.30867483139038"
"11700","28.455931663513184","28.455931663513184","28.455931663513184"
"11800","28.255050258636473","28.255050258636473","28.255050258636473"
"11900","28.290447578430175","28.290447578430175","28.290447578430175"
"12000","28.327958469390868","28.327958469390868","28.327958469390868"
"12100","28.322117538452147","28.322117538452147","28.322117538452147"
"12200","28.315325622558593","28.315325622558593","28.315325622558593"
"12300","28.360649852752687","28.360649852752687","28.360649852752687"
"12400","28.242480010986327","28.242480010986327","28.242480010986327"
"12500","28.39119131088257","28.39119131088257","28.39119131088257"
"12600","28.192599868774415","28.192599868774415","28.192599868774415"
"12700","28.306135768890382","28.306135768890382","28.306135768890382"
"12800","28.203375549316405","28.203375549316405","28.203375549316405"
"12900","28.2371435546875","28.2371435546875","28.2371435546875"
"13000","28.3349068069458","28.3349068069458","28.3349068069458"
"13100","28.17330045700073","28.17330045700073","28.17330045700073"
"13200","28.367665996551512","28.367665996551512","28.367665996551512"
"13300","28.288597240448","28.288597240448","28.288597240448"
"13400","28.217694492340087","28.217694492340087","28.217694492340087"
"13500","28.33052125930786","28.33052125930786","28.33052125930786"
"13600","28.34790683746338","28.34790683746338","28.34790683746338"
"13700","28.37261869430542","28.37261869430542","28.37261869430542"
"13800","28.167714614868164","28.167714614868164","28.167714614868164"
"13900","28.22416898727417","28.22416898727417","28.22416898727417"
"14000","28.157917308807374","28.157917308807374","28.157917308807374"
"14100","28.12795967102051","28.12795967102051","28.12795967102051"
"14200","28.204053230285645","28.204053230285645","28.204053230285645"
"14300","28.289726085662842","28.289726085662842","28.289726085662842"
"14400","28.257162799835204","28.257162799835204","28.257162799835204"
"14500","28.039533309936523","28.039533309936523","28.039533309936523"
"14600","28.02560493469238","28.02560493469238","28.02560493469238"
"14700","28.127786388397215","28.127786388397215","28.127786388397215"
"14800","28.130330867767334","28.130330867767334","28.130330867767334"
"14900","28.12952772140503","28.12952772140503","28.12952772140503"
"15000","28.111005897521974","28.111005897521974","28.111005897521974"
"15100","28.011896228790285","28.011896228790285","28.011896228790285"
"15200","28.143830451965332","28.143830451965332","28.143830451965332"
"15300","28.065743255615235","28.065743255615235","28.065743255615235"
"15400","28.150432529449464","28.150432529449464","28.150432529449464"
"15500","28.093748054504395","28.093748054504395","28.093748054504395"
"15600","27.962820625305177","27.962820625305177","27.962820625305177"
"15700","27.91135623931885","27.91135623931885","27.91135623931885"
"15800","28.093927364349366","28.093927364349366","28.093927364349366"
"15900","27.91240280151367","27.91240280151367","27.91240280151367"
"16000","28.028850593566894","28.028850593566894","28.028850593566894"
"16100","27.967871990203857","27.967871990203857","27.967871990203857"
"16200","28.053574142456053","28.053574142456053","28.053574142456053"
"16300","28.01117826461792","28.01117826461792","28.01117826461792"
"16400","28.049103889465332","28.049103889465332","28.049103889465332"
"16500","28.170180950164795","28.170180950164795","28.170180950164795"
"16600","27.992372970581055","27.992372970581055","27.992372970581055"
"16700","28.165195751190186","28.165195751190186","28.165195751190186"
"16800","27.89381217956543","27.89381217956543","27.89381217956543"
"16900","27.997738819122315","27.997738819122315","27.997738819122315"
"17000","28.015535411834716","28.015535411834716","28.015535411834716"
"17100","28.014953231811525","28.014953231811525","28.014953231811525"
"17200","27.88583625793457","27.88583625793457","27.88583625793457"
"17300","28.055619735717773","28.055619735717773","28.055619735717773"
"17400","27.9577748298645","27.9577748298645","27.9577748298645"
"17500","27.718853511810302","27.718853511810302","27.718853511810302"
"17600","27.838338413238525","27.838338413238525","27.838338413238525"
"17700","27.861534309387206","27.861534309387206","27.861534309387206"
"17800","27.86100133895874","27.86100133895874","27.86100133895874"
"17900","27.68257392883301","27.68257392883301","27.68257392883301"
"18000","27.882762794494628","27.882762794494628","27.882762794494628"
"18100","27.889907054901123","27.889907054901123","27.889907054901123"
"18200","27.74221122741699","27.74221122741699","27.74221122741699"
"18300","27.971607704162597","27.971607704162597","27.971607704162597"
"18400","27.848594818115235","27.848594818115235","27.848594818115235"
"18500","27.668149299621582","27.668149299621582","27.668149299621582"
"18600","27.986450748443602","27.986450748443602","27.986450748443602"
"18700","27.89594741821289","27.89594741821289","27.89594741821289"
"18800","27.862472915649413","27.862472915649413","27.862472915649413"
"18900","27.91151346206665","27.91151346206665","27.91151346206665"
"19000","27.925912590026854","27.925912590026854","27.925912590026854"
"19100","27.808445701599123","27.808445701599123","27.808445701599123"
"19200","27.812500724792482","27.812500724792482","27.812500724792482"
"19300","27.756504230499267","27.756504230499267","27.756504230499267"
"19400","27.73191032409668","27.73191032409668","27.73191032409668"
"19500","27.712029113769532","27.712029113769532","27.712029113769532"
"19600","27.77350923538208","27.77350923538208","27.77350923538208"
"19700","27.848796463012697","27.848796463012697","27.848796463012697"
"19800","27.662423152923584","27.662423152923584","27.662423152923584"
"19900","27.639412841796876","27.639412841796876","27.639412841796876"
"20000","27.736624126434325","27.736624126434325","27.736624126434325"
"20100","27.95674961090088","27.95674961090088","27.95674961090088"
"20200","27.90250383377075","27.90250383377075","27.90250383377075"
"20300","27.70042245864868","27.70042245864868","27.70042245864868"
"20400","27.687994804382324","27.687994804382324","27.687994804382324"
"20500","27.664377059936523","27.664377059936523","27.664377059936523"
"20600","27.794538459777833","27.794538459777833","27.794538459777833"
"20700","27.624157009124755","27.624157009124755","27.624157009124755"
"20800","27.79907196044922","27.79907196044922","27.79907196044922"
"20900","27.634237842559813","27.634237842559813","27.634237842559813"
"21000","27.701148948669434","27.701148948669434","27.701148948669434"
"21100","27.72673713684082","27.72673713684082","27.72673713684082"
"21200","27.62591106414795","27.62591106414795","27.62591106414795"
"21300","27.561856212615968","27.561856212615968","27.561856212615968"
"21400","27.59558324813843","27.59558324813843","27.59558324813843"
"21500","27.613640747070313","27.613640747070313","27.613640747070313"
"21600","27.607690143585206","27.607690143585206","27.607690143585206"
"21700","27.642670154571533","27.642670154571533","27.642670154571533"
"21800","27.563971881866454","27.563971881866454","27.563971881866454"
"21900","27.71824613571167","27.71824613571167","27.71824613571167"
"22000","27.47722644805908","27.47722644805908","27.47722644805908"
"22100","27.504077587127686","27.504077587127686","27.504077587127686"
"22200","27.41473310470581","27.41473310470581","27.41473310470581"
"22300","27.604945316314698","27.604945316314698","27.604945316314698"
"22400","27.55138303756714","27.55138303756714","27.55138303756714"
"22500","27.516224613189696","27.516224613189696","27.516224613189696"
"22600","27.585093002319336","27.585093002319336","27.585093002319336"
"22700","27.445109424591063","27.445109424591063","27.445109424591063"
"22800","27.580420055389403","27.580420055389403","27.580420055389403"
"22900","27.521985301971437","27.521985301971437","27.521985301971437"
"23000","27.43671947479248","27.43671947479248","27.43671947479248"
"23100","27.380148239135742","27.380148239135742","27.380148239135742"
"23200","27.540909461975097","27.540909461975097","27.540909461975097"
"23300","27.423366241455078","27.423366241455078","27.423366241455078"
"23400","27.378864688873293","27.378864688873293","27.378864688873293"
"23500","27.457680416107177","27.457680416107177","27.457680416107177"
"23600","27.40092763900757","27.40092763900757","27.40092763900757"
"23700","27.471294898986816","27.471294898986816","27.471294898986816"
"23800","27.310455169677734","27.310455169677734","27.310455169677734"
"23900","27.546971244812013","27.546971244812013","27.546971244812013"
"24000","27.47232925415039","27.47232925415039","27.47232925415039"
"24100","27.423379917144775","27.423379917144775","27.423379917144775"
"24200","27.374627475738524","27.374627475738524","27.374627475738524"
"24300","27.43971128463745","27.43971128463745","27.43971128463745"
"24400","27.257048778533935","27.257048778533935","27.257048778533935"
"24500","27.41847312927246","27.41847312927246","27.41847312927246"
"24600","27.332783374786377","27.332783374786377","27.332783374786377"
"24700","27.465110340118407","27.465110340118407","27.465110340118407"
"24800","27.225883560180662","27.225883560180662","27.225883560180662"
"24900","27.3873854637146","27.3873854637146","27.3873854637146"
"25000","27.365555267333985","27.365555267333985","27.365555267333985"
"25100","27.49516201019287","27.49516201019287","27.49516201019287"
"25200","27.52829080581665","27.52829080581665","27.52829080581665"
"25300","27.315633373260496","27.315633373260496","27.315633373260496"
"25400","27.37031005859375","27.37031005859375","27.37031005859375"
"25500","27.299246864318846","27.299246864318846","27.299246864318846"
"25600","27.399002075195312","27.399002075195312","27.399002075195312"
"25700","27.274064674377442","27.274064674377442","27.274064674377442"
"25800","27.3349733543396","27.3349733543396","27.3349733543396"
"25900","27.269319705963134","27.269319705963134","27.269319705963134"
"26000","27.41578161239624","27.41578161239624","27.41578161239624"
"26100","27.353025493621825","27.353025493621825","27.353025493621825"
"26200","27.326464557647704","27.326464557647704","27.326464557647704"
"26300","27.35969379425049","27.35969379425049","27.35969379425049"
"26400","27.232690238952635","27.232690238952635","27.232690238952635"
"26500","27.32089532852173","27.32089532852173","27.32089532852173"
"26600","27.378161239624024","27.378161239624024","27.378161239624024"
"26700","27.333158092498778","27.333158092498778","27.333158092498778"
"26800","27.35074825286865","27.35074825286865","27.35074825286865"
"26900","27.336268138885497","27.336268138885497","27.336268138885497"
"27000","27.260905380249024","27.260905380249024","27.260905380249024"
"27100","27.311560535430907","27.311560535430907","27.311560535430907"
"27200","27.349420013427736","27.349420013427736","27.349420013427736"
"27300","27.25353075027466","27.25353075027466","27.25353075027466"
"27400","27.159097499847412","27.159097499847412","27.159097499847412"
"27500","27.35542289733887","27.35542289733887","27.35542289733887"
"27600","27.29329912185669","27.29329912185669","27.29329912185669"
"27700","27.204730567932128","27.204730567932128","27.204730567932128"
"27800","27.284669952392576","27.284669952392576","27.284669952392576"
"27900","27.16509786605835","27.16509786605835","27.16509786605835"
"28000","27.346580066680907","27.346580066680907","27.346580066680907"
"28100","27.24086212158203","27.24086212158203","27.24086212158203"
"28200","27.351920738220215","27.351920738220215","27.351920738220215"
"28300","27.228881664276123","27.228881664276123","27.228881664276123"
"28400","27.254908828735353","27.254908828735353","27.254908828735353"
"28500","27.31440616607666","27.31440616607666","27.31440616607666"
"28600","27.178238143920897","27.178238143920897","27.178238143920897"
"28700","27.168811111450196","27.168811111450196","27.168811111450196"
"28800","27.12973882675171","27.12973882675171","27.12973882675171"
"28900","27.32513246536255","27.32513246536255","27.32513246536255"
"29000","27.16543510437012","27.16543510437012","27.16543510437012"
"29100","27.21615566253662","27.21615566253662","27.21615566253662"
"29200","27.14188289642334","27.14188289642334","27.14188289642334"
"29300","26.997628326416017","26.997628326416017","26.997628326416017"
"29400","27.096330680847167","27.096330680847167","27.096330680847167"
"29500","27.107395668029785","27.107395668029785","27.107395668029785"
"29600","27.099149417877197","27.099149417877197","27.099149417877197"
"29700","26.97219669342041","26.97219669342041","26.97219669342041"
"29800","27.0859734916687","27.0859734916687","27.0859734916687"
"29900","27.030684337615966","27.030684337615966","27.030684337615966"
"30000","27.144509410858156","27.144509410858156","27.144509410858156"
"30100","27.098902034759522","27.098902034759522","27.098902034759522"
"30200","26.998587169647216","26.998587169647216","26.998587169647216"
"30300","27.099618606567383","27.099618606567383","27.099618606567383"
"30400","26.97634078979492","26.97634078979492","26.97634078979492"
"30500","27.051828174591066","27.051828174591066","27.051828174591066"
"30600","27.025840435028076","27.025840435028076","27.025840435028076"
"30700","27.043764152526855","27.043764152526855","27.043764152526855"
"30800","26.964540519714355","26.964540519714355","26.964540519714355"
"30900","26.998615703582765","26.998615703582765","26.998615703582765"
"31000","27.15514102935791","27.15514102935791","27.15514102935791"
"31100","27.167461032867433","27.167461032867433","27.167461032867433"
"31200","27.06844003677368","27.06844003677368","27.06844003677368"
"31300","27.043867149353026","27.043867149353026","27.043867149353026"
"31400","27.080650749206544","27.080650749206544","27.080650749206544"
"31500","27.03462694168091","27.03462694168091","27.03462694168091"
"31600","26.990244846343995","26.990244846343995","26.990244846343995"
"31700","27.056360130310058","27.056360130310058","27.056360130310058"
"31800","26.9017777633667","26.9017777633667","26.9017777633667"
"31900","26.989135456085204","26.989135456085204","26.989135456085204"
"32000","27.078055839538575","27.078055839538575","27.078055839538575"
"32100","26.882287616729737","26.882287616729737","26.882287616729737"
"32200","26.882999153137206","26.882999153137206","26.882999153137206"
"32300","26.871809158325195","26.871809158325195","26.871809158325195"
"32400","26.96785577774048","26.96785577774048","26.96785577774048"
"32500","26.835864219665527","26.835864219665527","26.835864219665527"
"32600","26.801528415679932","26.801528415679932","26.801528415679932"
"32700","26.802391395568847","26.802391395568847","26.802391395568847"
"32800","26.89099998474121","26.89099998474121","26.89099998474121"
"32900","26.799403915405275","26.799403915405275","26.799403915405275"
"33000","26.975676002502443","26.975676002502443","26.975676002502443"
"33100","26.770114917755127","26.770114917755127","26.770114917755127"
"33200","26.74806966781616","26.74806966781616","26.74806966781616"
"33300","26.824563884735106","26.824563884735106","26.824563884735106"
"33400","26.882878437042237","26.882878437042237","26.882878437042237"
"33500","26.84338737487793","26.84338737487793","26.84338737487793"
"33600","26.843083724975585","26.843083724975585","26.843083724975585"
"33700","26.748876838684083","26.748876838684083","26.748876838684083"
"33800","26.798344345092772","26.798344345092772","26.798344345092772"
"33900","26.61717300415039","26.61717300415039","26.61717300415039"
"34000","26.79662410736084","26.79662410736084","26.79662410736084"
"34100","26.856204872131347","26.856204872131347","26.856204872131347"
"34200","26.709187030792236","26.709187030792236","26.709187030792236"
"34300","26.69097717285156","26.69097717285156","26.69097717285156"
"34400","26.85516689300537","26.85516689300537","26.85516689300537"
"34500","26.784869842529297","26.784869842529297","26.784869842529297"
"34600","26.55260892868042","26.55260892868042","26.55260892868042"
"34700","26.694116344451903","26.694116344451903","26.694116344451903"
"34800","26.67019901275635","26.67019901275635","26.67019901275635"
"34900","26.68235195159912","26.68235195159912","26.68235195159912"
"35000","26.661442546844484","26.661442546844484","26.661442546844484"
"35100","26.663730182647704","26.663730182647704","26.663730182647704"
"35200","26.52222490310669","26.52222490310669","26.52222490310669"
"35300","26.76751844406128","26.76751844406128","26.76751844406128"
"35400","26.54256715774536","26.54256715774536","26.54256715774536"
"35500","26.75549837112427","26.75549837112427","26.75549837112427"
"35600","26.80243663787842","26.80243663787842","26.80243663787842"
"35700","26.67613485336304","26.67613485336304","26.67613485336304"
"35800","26.71860668182373","26.71860668182373","26.71860668182373"
"35900","26.857159576416016","26.857159576416016","26.857159576416016"
"36000","26.750728454589844","26.750728454589844","26.750728454589844"
"36100","26.632759342193605","26.632759342193605","26.632759342193605"
"36200","26.623272438049316","26.623272438049316","26.623272438049316"
"36300","26.842878437042238","26.842878437042238","26.842878437042238"
"36400","26.684756679534914","26.684756679534914","26.684756679534914"
"36500","26.62770082473755","26.62770082473755","26.62770082473755"
"36600","26.71752576828003","26.71752576828003","26.71752576828003"
"36700","26.53490447998047","26.53490447998047","26.53490447998047"
"36800","26.564261627197265","26.564261627197265","26.564261627197265"
"36900","26.62808515548706","26.62808515548706","26.62808515548706"
"37000","26.624320964813233","26.624320964813233","26.624320964813233"
"37100","26.64166721343994","26.64166721343994","26.64166721343994"
"37200","26.598122596740723","26.598122596740723","26.598122596740723"
"37300","26.75158103942871","26.75158103942871","26.75158103942871"
"37400","26.655730361938478","26.655730361938478","26.655730361938478"
"37500","26.685904693603515","26.685904693603515","26.685904693603515"
"37600","26.58620027542114","26.58620027542114","26.58620027542114"
"37700","26.61172529220581","26.61172529220581","26.61172529220581"
"37800","26.60882568359375","26.60882568359375","26.60882568359375"
"37900","26.66037263870239","26.66037263870239","26.66037263870239"
"38000","26.447523097991944","26.447523097991944","26.447523097991944"
"38100","26.64160837173462","26.64160837173462","26.64160837173462"
"38200","26.654395847320558","26.654395847320558","26.654395847320558"
"38300","26.63490509033203","26.63490509033203","26.63490509033203"
"38400","26.612102127075197","26.612102127075197","26.612102127075197"
"38500","26.613576278686523","26.613576278686523","26.613576278686523"
"38600","26.57066614151001","26.57066614151001","26.57066614151001"
"38700","26.50458854675293","26.50458854675293","26.50458854675293"
"38800","26.52067667007446","26.52067667007446","26.52067667007446"
"38900","26.5604736328125","26.5604736328125","26.5604736328125"
"39000","26.63650499343872","26.63650499343872","26.63650499343872"
"39100","26.600544986724852","26.600544986724852","26.600544986724852"
"39200","26.570314044952394","26.570314044952394","26.570314044952394"
"39300","26.497974700927735","26.497974700927735","26.497974700927735"
"39400","26.664747467041014","26.664747467041014","26.664747467041014"
"39500","26.348773975372314","26.348773975372314","26.348773975372314"
"39600","26.63929365158081","26.63929365158081","26.63929365158081"
"39700","26.4307631111145","26.4307631111145","26.4307631111145"
"39800","26.427313079833983","26.427313079833983","26.427313079833983"
"39900","26.662037830352784","26.662037830352784","26.662037830352784"
"40000","26.646068420410156","26.646068420410156","26.646068420410156"
"40100","26.645248641967772","26.645248641967772","26.645248641967772"
"40200","26.55349515914917","26.55349515914917","26.55349515914917"
"40300","26.575423469543455","26.575423469543455","26.575423469543455"
"40400","26.443191776275636","26.443191776275636","26.443191776275636"
"40500","26.499434719085695","26.499434719085695","26.499434719085695"
"40600","26.554503078460694","26.554503078460694","26.554503078460694"
"40700","26.606419048309327","26.606419048309327","26.606419048309327"
"40800","26.424126300811768","26.424126300811768","26.424126300811768"
"40900","26.49895559310913","26.49895559310913","26.49895559310913"
"41000","26.419558200836182","26.419558200836182","26.419558200836182"
"41100","26.58860559463501","26.58860559463501","26.58860559463501"
"41200","26.519224014282226","26.519224014282226","26.519224014282226"
"41300","26.478045558929445","26.478045558929445","26.478045558929445"
"41400","26.506271839141846","26.506271839141846","26.506271839141846"
"41500","26.467980937957762","26.467980937957762","26.467980937957762"
"41600","26.635309314727785","26.635309314727785","26.635309314727785"
"41700","26.45108253479004","26.45108253479004","26.45108253479004"
"41800","26.47960117340088","26.47960117340088","26.47960117340088"
"41900","26.615695114135743","26.615695114135743","26.615695114135743"
"42000","26.31896306991577","26.31896306991577","26.31896306991577"
"42100","26.461577796936034","26.461577796936034","26.461577796936034"
"42200","26.541020412445068","26.541020412445068","26.541020412445068"
"42300","26.539401950836183","26.539401950836183","26.539401950836183"
"42400","26.376788673400878","26.376788673400878","26.376788673400878"
"42500","26.48899887084961","26.48899887084961","26.48899887084961"
"42600","26.40821464538574","26.40821464538574","26.40821464538574"
"42700","26.51102865219116","26.51102865219116","26.51102865219116"
"42800","26.432036094665527","26.432036094665527","26.432036094665527"
"42900","26.419487743377687","26.419487743377687","26.419487743377687"
"43000","26.44781852722168","26.44781852722168","26.44781852722168"
"43100","26.472983207702637","26.472983207702637","26.472983207702637"
"43200","26.370731201171875","26.370731201171875","26.370731201171875"
"43300","26.2927197265625","26.2927197265625","26.2927197265625"
"43400","26.413892192840578","26.413892192840578","26.413892192840578"
"43500","26.378357467651366","26.378357467651366","26.378357467651366"
"43600","26.37823516845703","26.37823516845703","26.37823516845703"
"43700","26.373313121795654","26.373313121795654","26.373313121795654"
"43800","26.425367279052736","26.425367279052736","26.425367279052736"
"43900","26.32223850250244","26.32223850250244","26.32223850250244"
"44000","26.374299850463867","26.374299850463867","26.374299850463867"
"44100","26.46172046661377","26.46172046661377","26.46172046661377"
"44200","26.2845817565918","26.2845817565918","26.2845817565918"
"44300","26.44315357208252","26.44315357208252","26.44315357208252"
"44400","26.33447883605957","26.33447883605957","26.33447883605957"
"44500","26.393057422637938","26.393057422637938","26.393057422637938"
"44600","26.37825843811035","26.37825843811035","26.37825843811035"
"44700","26.233747997283935","26.233747997283935","26.233747997283935"
"44800","26.294798183441163","26.294798183441163","26.294798183441163"
"44900","26.211443672180177","26.211443672180177","26.211443672180177"
"45000","26.30546604156494","26.30546604156494","26.30546604156494"
"45100","26.381542873382568","26.381542873382568","26.381542873382568"
"45200","26.357386569976807","26.357386569976807","26.357386569976807"
"45300","26.27337375640869","26.27337375640869","26.27337375640869"
"45400","26.33247240066528","26.33247240066528","26.33247240066528"
"45500","26.460201110839844","26.460201110839844","26.460201110839844"
"45600","26.331175251007082","26.331175251007082","26.331175251007082"
"45700","26.287618293762208","26.287618293762208","26.287618293762208"
"45800","26.316615505218508","26.316615505218508","26.316615505218508"
"45900","26.351063003540037","26.351063003540037","26.351063003540037"
"46000","26.236228885650636","26.236228885650636","26.236228885650636"
"46100","26.170774230957033","26.170774230957033","26.170774230957033"
"46200","26.27885061264038","26.27885061264038","26.27885061264038"
"46300","26.11496780395508","26.11496780395508","26.11496780395508"
"46400","26.262060470581055","26.262060470581055","26.262060470581055"
"46500","26.169894104003905","26.169894104003905","26.169894104003905"
"46600","26.238403606414796","26.238403606414796","26.238403606414796"
"46700","26.24755319595337","26.24755319595337","26.24755319595337"
"46800","26.20805606842041","26.20805606842041","26.20805606842041"
"46900","26.336794681549073","26.336794681549073","26.336794681549073"
"47000","26.30716033935547","26.30716033935547","26.30716033935547"
"47100","26.277295207977296","26.277295207977296","26.277295207977296"
"47200","26.368282794952393","26.368282794952393","26.368282794952393"
"47300","26.29786882400513","26.29786882400513","26.29786882400513"
"47400","26.257323455810546","26.257323455810546","26.257323455810546"
"47500","26.2754976272583","26.2754976272583","26.2754976272583"
"47600","26.216196804046632","26.216196804046632","26.216196804046632"
"47700","26.2066609954834","26.2066609954834","26.2066609954834"
"47800","26.33548551559448","26.33548551559448","26.33548551559448"
