"Step","count3_medium_encoder_0_resumed_2 - loss","count3_medium_encoder_0_resumed_2 - loss__MIN","count3_medium_encoder_0_resumed_2 - loss__MAX"
"101800","0.00462243745860178","0.00462243745860178","0.00462243745860178"
"101900","0.005896449105348438","0.005896449105348438","0.005896449105348438"
"102000","0.009285264227073639","0.009285264227073639","0.009285264227073639"
"102100","0.00736676171887666","0.00736676171887666","0.00736676171887666"
"102200","0.005877243918366731","0.005877243918366731","0.005877243918366731"
"102300","0.008466439994517714","0.008466439994517714","0.008466439994517714"
"102400","0.0075815226649865505","0.0075815226649865505","0.0075815226649865505"
"102500","0.006445079785771668","0.006445079785771668","0.006445079785771668"
"102600","0.008581846362212674","0.008581846362212674","0.008581846362212674"
"102700","0.10138500548899174","0.10138500548899174","0.10138500548899174"
"102800","0.0028256105742184446","0.0028256105742184446","0.0028256105742184446"
"102900","0.0026509882748359816","0.0026509882748359816","0.0026509882748359816"
"103000","0.003488239921280183","0.003488239921280183","0.003488239921280183"
"103100","0.005903212362900376","0.005903212362900376","0.005903212362900376"
"103200","0.005489859917433932","0.005489859917433932","0.005489859917433932"
"103300","0.007646170408697799","0.007646170408697799","0.007646170408697799"
"103400","0.009281052225269378","0.009281052225269378","0.009281052225269378"
"103500","0.0068583932472392915","0.0068583932472392915","0.0068583932472392915"
"103600","0.007954211041796952","0.007954211041796952","0.007954211041796952"
"103700","0.008263359231641516","0.008263359231641516","0.008263359231641516"
"103800","0.00855673967511393","0.00855673967511393","0.00855673967511393"
"103900","0.07938732050010003","0.07938732050010003","0.07938732050010003"
"104000","0.0023820029431954027","0.0023820029431954027","0.0023820029431954027"
"104100","0.002722771325497888","0.002722771325497888","0.002722771325497888"
"104200","0.004079258407582529","0.004079258407582529","0.004079258407582529"
"104300","0.013707409985363484","0.013707409985363484","0.013707409985363484"
"104400","0.002912994583020918","0.002912994583020918","0.002912994583020918"
"104500","0.00582079331506975","0.00582079331506975","0.00582079331506975"
"104600","0.009512772418092936","0.009512772418092936","0.009512772418092936"
"104700","0.006047214256832376","0.006047214256832376","0.006047214256832376"
"104800","0.007153021488338709","0.007153021488338709","0.007153021488338709"
"104900","0.04892831635894254","0.04892831635894254","0.04892831635894254"
"105000","0.007272679853485897","0.007272679853485897","0.007272679853485897"
"105100","0.0019008403550833464","0.0019008403550833464","0.0019008403550833464"
"105200","0.004851055500330404","0.004851055500330404","0.004851055500330404"
"105300","0.004799007664551027","0.004799007664551027","0.004799007664551027"
"105400","0.008818529332056641","0.008818529332056641","0.008818529332056641"
"105500","0.0065644919429905715","0.0065644919429905715","0.0065644919429905715"
"105600","0.006842568055726588","0.006842568055726588","0.006842568055726588"
"105700","0.00891492615104653","0.00891492615104653","0.00891492615104653"
"105800","0.008658697162754834","0.008658697162754834","0.008658697162754834"
"105900","0.007088933908380568","0.007088933908380568","0.007088933908380568"
"106000","0.006900906339287758","0.006900906339287758","0.006900906339287758"
"106100","0.006977523624664172","0.006977523624664172","0.006977523624664172"
"106200","0.006681002688128501","0.006681002688128501","0.006681002688128501"
"106300","0.006634903735248372","0.006634903735248372","0.006634903735248372"
"106400","0.007554118277039379","0.007554118277039379","0.007554118277039379"
"106500","0.007696636181790382","0.007696636181790382","0.007696636181790382"
"106600","0.007073316533351317","0.007073316533351317","0.007073316533351317"
"106700","0.006513413235079497","0.006513413235079497","0.006513413235079497"
"106800","0.006831300748744979","0.006831300748744979","0.006831300748744979"
"106900","0.08579975193832069","0.08579975193832069","0.08579975193832069"
"107000","0.0032303850696189327","0.0032303850696189327","0.0032303850696189327"
"107100","0.002250951869646087","0.002250951869646087","0.002250951869646087"
"107200","0.002774127060547471","0.002774127060547471","0.002774127060547471"
"107300","0.004805665264721029","0.004805665264721029","0.004805665264721029"
