"Step","reversed_addition_len_gen_extra_small_deep_encoder_0_fixed - train_loss","reversed_addition_len_gen_extra_small_deep_encoder_0_fixed - train_loss__MIN","reversed_addition_len_gen_extra_small_deep_encoder_0_fixed - train_loss__MAX"
"1","2.7370643615722656","2.7370643615722656","2.7370643615722656"
"3","2.727733612060547","2.727733612060547","2.727733612060547"
"5","2.7058029174804688","2.7058029174804688","2.7058029174804688"
"9","2.665010452270508","2.665010452270508","2.665010452270508"
"10","2.6595401763916016","2.6595401763916016","2.6595401763916016"
"13","2.6175880432128906","2.6175880432128906","2.6175880432128906"
"18","2.5538196563720703","2.5538196563720703","2.5538196563720703"
"27","2.4761581420898438","2.4761581420898438","2.4761581420898438"
"28","2.469463348388672","2.469463348388672","2.469463348388672"
"29","2.464676856994629","2.464676856994629","2.464676856994629"
"31","2.4554615020751953","2.4554615020751953","2.4554615020751953"
"34","2.442294120788574","2.442294120788574","2.442294120788574"
"38","2.427591323852539","2.427591323852539","2.427591323852539"
"39","2.42661190032959","2.42661190032959","2.42661190032959"
"41","2.422588348388672","2.422588348388672","2.422588348388672"
"42","2.4196605682373047","2.4196605682373047","2.4196605682373047"
"44","2.426447868347168","2.426447868347168","2.426447868347168"
"46","2.413558006286621","2.413558006286621","2.413558006286621"
"47","2.4129953384399414","2.4129953384399414","2.4129953384399414"
"52","2.4043312072753906","2.4043312072753906","2.4043312072753906"
"54","2.402008056640625","2.402008056640625","2.402008056640625"
"55","2.396662712097168","2.396662712097168","2.396662712097168"
"57","2.4010229110717773","2.4010229110717773","2.4010229110717773"
"59","2.394420623779297","2.394420623779297","2.394420623779297"
"65","2.3919076919555664","2.3919076919555664","2.3919076919555664"
"67","2.390730857849121","2.390730857849121","2.390730857849121"
"68","2.385213851928711","2.385213851928711","2.385213851928711"
"87","2.37351655960083","2.37351655960083","2.37351655960083"
"94","2.362550735473633","2.362550735473633","2.362550735473633"
"96","2.354447841644287","2.354447841644287","2.354447841644287"
"97","2.3499770164489746","2.3499770164489746","2.3499770164489746"
"105","2.3563179969787598","2.3563179969787598","2.3563179969787598"
"106","2.352968215942383","2.352968215942383","2.352968215942383"
"107","2.3491134643554688","2.3491134643554688","2.3491134643554688"
"112","2.3410840034484863","2.3410840034484863","2.3410840034484863"
"113","2.3321123123168945","2.3321123123168945","2.3321123123168945"
"115","2.3300628662109375","2.3300628662109375","2.3300628662109375"
"117","2.313847541809082","2.313847541809082","2.313847541809082"
"118","2.3277077674865723","2.3277077674865723","2.3277077674865723"
"126","2.351741313934326","2.351741313934326","2.351741313934326"
"130","2.313182830810547","2.313182830810547","2.313182830810547"
"135","2.3095664978027344","2.3095664978027344","2.3095664978027344"
"136","2.3085484504699707","2.3085484504699707","2.3085484504699707"
"139","2.294046401977539","2.294046401977539","2.294046401977539"
"142","2.286738395690918","2.286738395690918","2.286738395690918"
"149","2.280825138092041","2.280825138092041","2.280825138092041"
"152","2.282902240753174","2.282902240753174","2.282902240753174"
"155","2.2758684158325195","2.2758684158325195","2.2758684158325195"
"163","2.261840343475342","2.261840343475342","2.261840343475342"
"166","2.2583956718444824","2.2583956718444824","2.2583956718444824"
"168","2.2384519577026367","2.2384519577026367","2.2384519577026367"
"172","2.2285988330841064","2.2285988330841064","2.2285988330841064"
"173","2.2265849113464355","2.2265849113464355","2.2265849113464355"
"177","2.2222282886505127","2.2222282886505127","2.2222282886505127"
"183","2.2118585109710693","2.2118585109710693","2.2118585109710693"
"184","2.201314687728882","2.201314687728882","2.201314687728882"
"186","2.217794179916382","2.217794179916382","2.217794179916382"
"195","2.209132194519043","2.209132194519043","2.209132194519043"
"203","2.203378915786743","2.203378915786743","2.203378915786743"
"209","2.207204580307007","2.207204580307007","2.207204580307007"
"217","2.1799514293670654","2.1799514293670654","2.1799514293670654"
"219","2.1874775886535645","2.1874775886535645","2.1874775886535645"
"221","2.1905455589294434","2.1905455589294434","2.1905455589294434"
"226","2.181736469268799","2.181736469268799","2.181736469268799"
"235","2.2113687992095947","2.2113687992095947","2.2113687992095947"
"236","2.198586940765381","2.198586940765381","2.198586940765381"
"237","2.191831588745117","2.191831588745117","2.191831588745117"
"245","2.187162160873413","2.187162160873413","2.187162160873413"
"248","2.1922614574432373","2.1922614574432373","2.1922614574432373"
"249","2.180382251739502","2.180382251739502","2.180382251739502"
"250","2.1881637573242188","2.1881637573242188","2.1881637573242188"
"251","2.1886422634124756","2.1886422634124756","2.1886422634124756"
"253","2.187091588973999","2.187091588973999","2.187091588973999"
"260","2.1811790466308594","2.1811790466308594","2.1811790466308594"
"261","2.1645758152008057","2.1645758152008057","2.1645758152008057"
"266","2.1662158966064453","2.1662158966064453","2.1662158966064453"
"272","2.163665533065796","2.163665533065796","2.163665533065796"
"275","2.1735849380493164","2.1735849380493164","2.1735849380493164"
"287","2.1714138984680176","2.1714138984680176","2.1714138984680176"
"290","2.1911377906799316","2.1911377906799316","2.1911377906799316"
"291","2.189408779144287","2.189408779144287","2.189408779144287"
"292","2.1668474674224854","2.1668474674224854","2.1668474674224854"
"299","2.1888175010681152","2.1888175010681152","2.1888175010681152"
"300","2.155785083770752","2.155785083770752","2.155785083770752"
"303","2.1594624519348145","2.1594624519348145","2.1594624519348145"
"305","2.1887435913085938","2.1887435913085938","2.1887435913085938"
"309","2.16115140914917","2.16115140914917","2.16115140914917"
"312","2.1675963401794434","2.1675963401794434","2.1675963401794434"
"314","2.1585206985473633","2.1585206985473633","2.1585206985473633"
"316","2.1508636474609375","2.1508636474609375","2.1508636474609375"
"320","2.162031888961792","2.162031888961792","2.162031888961792"
"324","2.1867315769195557","2.1867315769195557","2.1867315769195557"
"325","2.187870740890503","2.187870740890503","2.187870740890503"
"326","2.1893467903137207","2.1893467903137207","2.1893467903137207"
"329","2.1800851821899414","2.1800851821899414","2.1800851821899414"
"338","2.1603546142578125","2.1603546142578125","2.1603546142578125"
"342","2.1604645252227783","2.1604645252227783","2.1604645252227783"
"344","2.143935203552246","2.143935203552246","2.143935203552246"
"348","2.1421103477478027","2.1421103477478027","2.1421103477478027"
"355","2.132885217666626","2.132885217666626","2.132885217666626"
"358","2.141808032989502","2.141808032989502","2.141808032989502"
"360","2.1344265937805176","2.1344265937805176","2.1344265937805176"
"364","2.126610517501831","2.126610517501831","2.126610517501831"
"367","2.180255651473999","2.180255651473999","2.180255651473999"
"368","2.1848795413970947","2.1848795413970947","2.1848795413970947"
"372","2.1728556156158447","2.1728556156158447","2.1728556156158447"
"376","2.175098419189453","2.175098419189453","2.175098419189453"
"380","2.144543170928955","2.144543170928955","2.144543170928955"
"381","2.144362449645996","2.144362449645996","2.144362449645996"
"386","2.1385421752929688","2.1385421752929688","2.1385421752929688"
"391","2.1285641193389893","2.1285641193389893","2.1285641193389893"
