"Step","reversed_addition_len_gen_extra_small_deep_encoder_2_new - test_acc_n_digits_12","reversed_addition_len_gen_extra_small_deep_encoder_2_new - test_acc_n_digits_12__MIN","reversed_addition_len_gen_extra_small_deep_encoder_2_new - test_acc_n_digits_12__MAX","reversed_addition_len_gen_extra_small_deep_encoder_1_new - test_acc_n_digits_12","reversed_addition_len_gen_extra_small_deep_encoder_1_new - test_acc_n_digits_12__MIN","reversed_addition_len_gen_extra_small_deep_encoder_1_new - test_acc_n_digits_12__MAX","reversed_addition_len_gen_extra_small_deep_encoder_0_new - test_acc_n_digits_12","reversed_addition_len_gen_extra_small_deep_encoder_0_new - test_acc_n_digits_12__MIN","reversed_addition_len_gen_extra_small_deep_encoder_0_new - test_acc_n_digits_12__MAX","reversed_addition_len_gen_extra_small_deep_decoder_2_new - test_acc_n_digits_12","reversed_addition_len_gen_extra_small_deep_decoder_2_new - test_acc_n_digits_12__MIN","reversed_addition_len_gen_extra_small_deep_decoder_2_new - test_acc_n_digits_12__MAX","reversed_addition_len_gen_extra_small_deep_decoder_1_new - test_acc_n_digits_12","reversed_addition_len_gen_extra_small_deep_decoder_1_new - test_acc_n_digits_12__MIN","reversed_addition_len_gen_extra_small_deep_decoder_1_new - test_acc_n_digits_12__MAX","reversed_addition_len_gen_extra_small_deep_decoder_0_new - test_acc_n_digits_12","reversed_addition_len_gen_extra_small_deep_decoder_0_new - test_acc_n_digits_12__MIN","reversed_addition_len_gen_extra_small_deep_decoder_0_new - test_acc_n_digits_12__MAX"
"17500","0.27274795268425844","0.27274795268425844","0.27274795268425844","0.5463630025563561","0.5463630025563561","0.5463630025563561","0.22641509433962265","0.22641509433962265","0.22641509433962265","0.022065514103730664","0.022065514103730664","0.022065514103730664","0.20404369044852427","0.20404369044852427","0.20404369044852427","0","0","0"
"18000","0.8157415832575068","0.8157415832575068","0.8157415832575068","0.3274459679293516","0.3274459679293516","0.3274459679293516","0.8358490566037736","0.8358490566037736","0.8358490566037736","0","0","0","0","0","0","0","0","0"
"18500","0.5609645131938126","0.5609645131938126","0.5609645131938126","0.5045317220543807","0.5045317220543807","0.5045317220543807","0.9327830188679245","0.9327830188679245","0.9327830188679245","0.0015923566878980893","0.0015923566878980893","0.0015923566878980893","0.0025563560306762724","0.0025563560306762724","0.0025563560306762724","0.0002358490566037736","0.0002358490566037736","0.0002358490566037736"
"19000","0.3182438580527753","0.3182438580527753","0.3182438580527753","0.29955844759470135","0.29955844759470135","0.29955844759470135","0.6214622641509434","0.6214622641509434","0.6214622641509434","0","0","0","0.009993028119916338","0.009993028119916338","0.009993028119916338","0.0002358490566037736","0.0002358490566037736","0.0002358490566037736"
"19500","0.6410373066424022","0.6410373066424022","0.6410373066424022","0.5410178944922147","0.5410178944922147","0.5410178944922147","0.297877358490566","0.297877358490566","0.297877358490566","0","0","0","0.0011619800139437602","0.0011619800139437602","0.0011619800139437602","0","0","0"
"20000","0.4222020018198362","0.4222020018198362","0.4222020018198362","0.2084592145015106","0.2084592145015106","0.2084592145015106","0.1632075471698113","0.1632075471698113","0.1632075471698113","0.022747952684258416","0.022747952684258416","0.022747952684258416","0.0009295840111550081","0.0009295840111550081","0.0009295840111550081","0","0","0"
"20500","0.4153776160145587","0.4153776160145587","0.4153776160145587","0.38182663258191957","0.38182663258191957","0.38182663258191957","0.3617924528301887","0.3617924528301887","0.3617924528301887","0","0","0","0.00023239600278875203","0.00023239600278875203","0.00023239600278875203","0","0","0"
"21000","0.48293903548680617","0.48293903548680617","0.48293903548680617","0.8893795026725541","0.8893795026725541","0.8893795026725541","0.2783018867924528","0.2783018867924528","0.2783018867924528","0.0015923566878980893","0.0015923566878980893","0.0015923566878980893","0","0","0","0","0","0"
"21500","0.25090991810737034","0.25090991810737034","0.25090991810737034","0.14850104578201254","0.14850104578201254","0.14850104578201254","0.6575471698113208","0.6575471698113208","0.6575471698113208","0.03207461328480437","0.03207461328480437","0.03207461328480437","0","0","0","0","0","0"
"22000","0.5584622383985441","0.5584622383985441","0.5584622383985441","0.227748082732977","0.227748082732977","0.227748082732977","0.16933962264150942","0.16933962264150942","0.16933962264150942","0","0","0","0.3083894957006739","0.3083894957006739","0.3083894957006739","0","0","0"
"22500","0.33507734303912645","0.33507734303912645","0.33507734303912645","0.20799442249593306","0.20799442249593306","0.20799442249593306","0.4056603773584906","0.4056603773584906","0.4056603773584906","0","0","0","0.012084592145015106","0.012084592145015106","0.012084592145015106","0","0","0"
"23000","0.17038216560509553","0.17038216560509553","0.17038216560509553","0.11108528933302347","0.11108528933302347","0.11108528933302347","0.6639150943396226","0.6639150943396226","0.6639150943396226","0.00045495905368516835","0.00045495905368516835","0.00045495905368516835","0.004880316058563793","0.004880316058563793","0.004880316058563793","0","0","0"
"23500","0.4442675159235669","0.4442675159235669","0.4442675159235669","0.06995119683941436","0.06995119683941436","0.06995119683941436","0.2544811320754717","0.2544811320754717","0.2544811320754717","0","0","0","0.173367418080409","0.173367418080409","0.173367418080409","0","0","0"
"24000","0.5680163785259327","0.5680163785259327","0.5680163785259327","0.017429700209156403","0.017429700209156403","0.017429700209156403","0.35754716981132073","0.35754716981132073","0.35754716981132073","0.008416742493175615","0.008416742493175615","0.008416742493175615","0.01952126423425517","0.01952126423425517","0.01952126423425517","0","0","0"
"24500","0.7732029117379435","0.7732029117379435","0.7732029117379435","0.14571229374854752","0.14571229374854752","0.14571229374854752","0.2985849056603774","0.2985849056603774","0.2985849056603774","0","0","0","0.20962119451545433","0.20962119451545433","0.20962119451545433","0","0","0"
"25000","0.8239308462238398","0.8239308462238398","0.8239308462238398","0.1317685335812224","0.1317685335812224","0.1317685335812224","0.6299528301886792","0.6299528301886792","0.6299528301886792","0.00022747952684258417","0.00022747952684258417","0.00022747952684258417","0","0","0","0","0","0"
"25500","","","","","","","","","","0","0","0","0.1875435742505229","0.1875435742505229","0.1875435742505229","0","0","0"
"26000","","","","","","","","","","0","0","0","0.0016267720195212642","0.0016267720195212642","0.0016267720195212642","0.0002358490566037736","0.0002358490566037736","0.0002358490566037736"
"26500","","","","","","","","","","0","0","0","0.037415756448989076","0.037415756448989076","0.037415756448989076","0","0","0"
"27000","","","","","","","","","","0","0","0","0.08807808505693702","0.08807808505693702","0.08807808505693702","0.0037735849056603774","0.0037735849056603774","0.0037735849056603774"
"27500","","","","","","","","","","0","0","0","0.004415524052986289","0.004415524052986289","0.004415524052986289","0.0011792452830188679","0.0011792452830188679","0.0011792452830188679"
"28000","","","","","","","","","","0","0","0","0.19590983035091797","0.19590983035091797","0.19590983035091797","0","0","0"
"28500","","","","","","","","","","0","0","0","0.0011619800139437602","0.0011619800139437602","0.0011619800139437602","0.004481132075471698","0.004481132075471698","0.004481132075471698"
"29000","","","","","","","","","","0","0","0","0.5682082268184987","0.5682082268184987","0.5682082268184987","0","0","0"
"29500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"30000","","","","","","","","","","0","0","0","0.00023239600278875203","0.00023239600278875203","0.00023239600278875203","0","0","0"
"30500","","","","","","","","","","0","0","0","0.17406460608877528","0.17406460608877528","0.17406460608877528","0","0","0"
"31000","","","","","","","","","","0","0","0","0.12851498954217988","0.12851498954217988","0.12851498954217988","0","0","0"
"31500","","","","","","","","","","0.00022747952684258417","0.00022747952684258417","0.00022747952684258417","0.0011619800139437602","0.0011619800139437602","0.0011619800139437602","0","0","0"
"32000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"32500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"33000","","","","","","","","","","0","0","0","0.0025563560306762724","0.0025563560306762724","0.0025563560306762724","0","0","0"
"33500","","","","","","","","","","0","0","0","0.01487334417848013","0.01487334417848013","0.01487334417848013","0","0","0"
"34000","","","","","","","","","","0","0","0","0.0857541250290495","0.0857541250290495","0.0857541250290495","0","0","0"
"34500","","","","","","","","","","0","0","0","0.009295840111550081","0.009295840111550081","0.009295840111550081","0","0","0"
"35000","","","","","","","","","","0","0","0","0.0034859400418312805","0.0034859400418312805","0.0034859400418312805","0","0","0"
"35500","","","","","","","","","","0","0","0","0.0013943760167325122","0.0013943760167325122","0.0013943760167325122","0","0","0"
"36000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"36500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"37000","","","","","","","","","","0","0","0","0.0020915640250987683","0.0020915640250987683","0.0020915640250987683","0","0","0"
"37500","","","","","","","","","","0","0","0","0.0013943760167325122","0.0013943760167325122","0.0013943760167325122","0","0","0"
"38000","","","","","","","","","","0","0","0","0.09528236114338834","0.09528236114338834","0.09528236114338834","0","0","0"
"38500","","","","","","","","","","0","0","0","0.02626074831512898","0.02626074831512898","0.02626074831512898","0","0","0"
"39000","","","","","","","","","","0","0","0","0.0016267720195212642","0.0016267720195212642","0.0016267720195212642","0","0","0"
"39500","","","","","","","","","","0","0","0","0.16360678596328143","0.16360678596328143","0.16360678596328143","0","0","0"
"40000","","","","","","","","","","0","0","0","0.13455728561468744","0.13455728561468744","0.13455728561468744","0","0","0"
"40500","","","","","","","","","","0","0","0","0.04462003253544039","0.04462003253544039","0.04462003253544039","0","0","0"
"41000","","","","","","","","","","0","0","0","0.0016267720195212642","0.0016267720195212642","0.0016267720195212642","0","0","0"
"41500","","","","","","","","","","0","0","0","0.023471996281663954","0.023471996281663954","0.023471996281663954","0","0","0"
"42000","","","","","","","","","","0","0","0","0.0034859400418312805","0.0034859400418312805","0.0034859400418312805","0","0","0"
"42500","","","","","","","","","","0","0","0","0.00906344410876133","0.00906344410876133","0.00906344410876133","0","0","0"
"43000","","","","","","","","","","0","0","0","0.043225656518707876","0.043225656518707876","0.043225656518707876","0","0","0"
"43500","","","","","","","","","","0","0","0","0.007436672089240065","0.007436672089240065","0.007436672089240065","0","0","0"
"44000","","","","","","","","","","0","0","0","0.02486637229839647","0.02486637229839647","0.02486637229839647","0","0","0"
"44500","","","","","","","","","","0","0","0","0.0023239600278875203","0.0023239600278875203","0.0023239600278875203","0","0","0"
"45000","","","","","","","","","","0","0","0","0.005809900069718801","0.005809900069718801","0.005809900069718801","0","0","0"
"45500","","","","","","","","","","0","0","0","0.009295840111550081","0.009295840111550081","0.009295840111550081","0","0","0"
"46000","","","","","","","","","","0","0","0","0.1322333255867999","0.1322333255867999","0.1322333255867999","0","0","0"
"46500","","","","","","","","","","0","0","0","0.0039507320474087846","0.0039507320474087846","0.0039507320474087846","0","0","0"
"47000","","","","","","","","","","0","0","0","0.08389495700673949","0.08389495700673949","0.08389495700673949","0","0","0"
"47500","","","","","","","","","","0","0","0","0.3248896118986753","0.3248896118986753","0.3248896118986753","0","0","0"
"48000","","","","","","","","","","0","0","0","0.04392284452707414","0.04392284452707414","0.04392284452707414","0","0","0"
"48500","","","","","","","","","","0","0","0","0.013014176156170114","0.013014176156170114","0.013014176156170114","0","0","0"
"49000","","","","","","","","","","0.00022747952684258417","0.00022747952684258417","0.00022747952684258417","0.10062746920752963","0.10062746920752963","0.10062746920752963","0","0","0"
"49500","","","","","","","","","","0","0","0","0.00023239600278875203","0.00023239600278875203","0.00023239600278875203","0","0","0"
"50000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
