"Step","shakespeare_small_encoder_no_wpe_0 - train_loss","shakespeare_small_encoder_no_wpe_0 - train_loss__MIN","shakespeare_small_encoder_no_wpe_0 - train_loss__MAX"
"120","2.495114326477051","2.495114326477051","2.495114326477051"
"121","2.503248929977417","2.503248929977417","2.503248929977417"
"122","2.4940595626831055","2.4940595626831055","2.4940595626831055"
"123","2.4905970096588135","2.4905970096588135","2.4905970096588135"
"124","2.5064985752105713","2.5064985752105713","2.5064985752105713"
"125","2.51025652885437","2.51025652885437","2.51025652885437"
"126","2.502974271774292","2.502974271774292","2.502974271774292"
"127","2.4739811420440674","2.4739811420440674","2.4739811420440674"
"128","2.468369960784912","2.468369960784912","2.468369960784912"
"129","2.484630823135376","2.484630823135376","2.484630823135376"
"130","2.4875314235687256","2.4875314235687256","2.4875314235687256"
"131","2.475151777267456","2.475151777267456","2.475151777267456"
"132","2.4822678565979004","2.4822678565979004","2.4822678565979004"
"133","2.4826502799987793","2.4826502799987793","2.4826502799987793"
"134","2.465132474899292","2.465132474899292","2.465132474899292"
"135","2.4729669094085693","2.4729669094085693","2.4729669094085693"
"136","2.534162998199463","2.534162998199463","2.534162998199463"
"137","2.4686131477355957","2.4686131477355957","2.4686131477355957"
"138","2.4390249252319336","2.4390249252319336","2.4390249252319336"
"139","2.4776620864868164","2.4776620864868164","2.4776620864868164"
"140","2.451516628265381","2.451516628265381","2.451516628265381"
"141","2.447425365447998","2.447425365447998","2.447425365447998"
"142","2.4576406478881836","2.4576406478881836","2.4576406478881836"
"143","2.438836097717285","2.438836097717285","2.438836097717285"
"144","2.4940850734710693","2.4940850734710693","2.4940850734710693"
"145","2.4478683471679688","2.4478683471679688","2.4478683471679688"
"146","2.4989547729492188","2.4989547729492188","2.4989547729492188"
"147","2.4726364612579346","2.4726364612579346","2.4726364612579346"
"148","2.4722647666931152","2.4722647666931152","2.4722647666931152"
"149","2.438246250152588","2.438246250152588","2.438246250152588"
"150","2.4453694820404053","2.4453694820404053","2.4453694820404053"
"151","2.4298999309539795","2.4298999309539795","2.4298999309539795"
"152","2.471499443054199","2.471499443054199","2.471499443054199"
"153","2.4553370475769043","2.4553370475769043","2.4553370475769043"
"154","2.392422676086426","2.392422676086426","2.392422676086426"
"155","2.4621143341064453","2.4621143341064453","2.4621143341064453"
"156","2.4496958255767822","2.4496958255767822","2.4496958255767822"
"157","2.462960720062256","2.462960720062256","2.462960720062256"
"158","2.439840316772461","2.439840316772461","2.439840316772461"
"159","2.438676118850708","2.438676118850708","2.438676118850708"
"160","2.4154155254364014","2.4154155254364014","2.4154155254364014"
"161","2.4353556632995605","2.4353556632995605","2.4353556632995605"
"162","2.427640438079834","2.427640438079834","2.427640438079834"
"163","2.4527268409729004","2.4527268409729004","2.4527268409729004"
"164","2.443493127822876","2.443493127822876","2.443493127822876"
"165","2.411294937133789","2.411294937133789","2.411294937133789"
"166","2.4643077850341797","2.4643077850341797","2.4643077850341797"
"167","2.45341157913208","2.45341157913208","2.45341157913208"
"168","2.423661947250366","2.423661947250366","2.423661947250366"
"169","2.4183783531188965","2.4183783531188965","2.4183783531188965"
"170","2.4188649654388428","2.4188649654388428","2.4188649654388428"
"171","2.4421753883361816","2.4421753883361816","2.4421753883361816"
"172","2.4263811111450195","2.4263811111450195","2.4263811111450195"
"173","2.4234700202941895","2.4234700202941895","2.4234700202941895"
"174","2.461557149887085","2.461557149887085","2.461557149887085"
"175","2.4052724838256836","2.4052724838256836","2.4052724838256836"
"176","2.413872241973877","2.413872241973877","2.413872241973877"
"177","2.4163169860839844","2.4163169860839844","2.4163169860839844"
"178","2.418910264968872","2.418910264968872","2.418910264968872"
"179","2.417073965072632","2.417073965072632","2.417073965072632"
"180","2.4493062496185303","2.4493062496185303","2.4493062496185303"
"181","2.4502429962158203","2.4502429962158203","2.4502429962158203"
"182","2.4636178016662598","2.4636178016662598","2.4636178016662598"
"183","2.418480396270752","2.418480396270752","2.418480396270752"
"184","2.4567348957061768","2.4567348957061768","2.4567348957061768"
"185","2.405143976211548","2.405143976211548","2.405143976211548"
"186","2.405083179473877","2.405083179473877","2.405083179473877"
"187","2.4341177940368652","2.4341177940368652","2.4341177940368652"
"188","2.442187786102295","2.442187786102295","2.442187786102295"
"189","2.3962886333465576","2.3962886333465576","2.3962886333465576"
"190","2.4096529483795166","2.4096529483795166","2.4096529483795166"
"191","2.4590811729431152","2.4590811729431152","2.4590811729431152"
"192","2.425670862197876","2.425670862197876","2.425670862197876"
"193","2.407763957977295","2.407763957977295","2.407763957977295"
"194","2.4383647441864014","2.4383647441864014","2.4383647441864014"
"195","2.419318675994873","2.419318675994873","2.419318675994873"
"196","2.410590648651123","2.410590648651123","2.410590648651123"
"197","2.399480104446411","2.399480104446411","2.399480104446411"
"198","2.4126665592193604","2.4126665592193604","2.4126665592193604"
"199","2.396591901779175","2.396591901779175","2.396591901779175"
"200","2.387570858001709","2.387570858001709","2.387570858001709"
"201","2.4196763038635254","2.4196763038635254","2.4196763038635254"
"202","2.4283976554870605","2.4283976554870605","2.4283976554870605"
"203","2.4224166870117188","2.4224166870117188","2.4224166870117188"
"204","2.423255205154419","2.423255205154419","2.423255205154419"
"205","2.3965001106262207","2.3965001106262207","2.3965001106262207"
"206","2.4144392013549805","2.4144392013549805","2.4144392013549805"
"207","2.4452857971191406","2.4452857971191406","2.4452857971191406"
"208","2.3947572708129883","2.3947572708129883","2.3947572708129883"
"209","2.4248952865600586","2.4248952865600586","2.4248952865600586"
"210","2.384585380554199","2.384585380554199","2.384585380554199"
"211","2.414839029312134","2.414839029312134","2.414839029312134"
"212","2.434623956680298","2.434623956680298","2.434623956680298"
"213","2.4056482315063477","2.4056482315063477","2.4056482315063477"
"214","2.446157217025757","2.446157217025757","2.446157217025757"
"215","2.394848346710205","2.394848346710205","2.394848346710205"
"216","2.4270029067993164","2.4270029067993164","2.4270029067993164"
"217","2.3731842041015625","2.3731842041015625","2.3731842041015625"
"218","2.3942553997039795","2.3942553997039795","2.3942553997039795"
"219","2.4252614974975586","2.4252614974975586","2.4252614974975586"
"220","2.4325850009918213","2.4325850009918213","2.4325850009918213"
"221","2.388831615447998","2.388831615447998","2.388831615447998"
"222","2.38881254196167","2.38881254196167","2.38881254196167"
"223","2.3791866302490234","2.3791866302490234","2.3791866302490234"
"224","2.4611976146698","2.4611976146698","2.4611976146698"
"225","2.399024486541748","2.399024486541748","2.399024486541748"
"226","2.394177198410034","2.394177198410034","2.394177198410034"
"227","2.3890514373779297","2.3890514373779297","2.3890514373779297"
"228","2.3881607055664062","2.3881607055664062","2.3881607055664062"
"229","2.394334077835083","2.394334077835083","2.394334077835083"
"230","2.4103024005889893","2.4103024005889893","2.4103024005889893"
"231","2.410520076751709","2.410520076751709","2.410520076751709"
"232","2.3960471153259277","2.3960471153259277","2.3960471153259277"
"233","2.4041757583618164","2.4041757583618164","2.4041757583618164"
"234","2.41439151763916","2.41439151763916","2.41439151763916"
"235","2.3861894607543945","2.3861894607543945","2.3861894607543945"
"236","2.380868673324585","2.380868673324585","2.380868673324585"
"237","2.4259488582611084","2.4259488582611084","2.4259488582611084"
"238","2.3729827404022217","2.3729827404022217","2.3729827404022217"
"239","2.352447032928467","2.352447032928467","2.352447032928467"
"240","2.411065101623535","2.411065101623535","2.411065101623535"
"241","2.3819174766540527","2.3819174766540527","2.3819174766540527"
"242","2.375058650970459","2.375058650970459","2.375058650970459"
"243","2.3968539237976074","2.3968539237976074","2.3968539237976074"
"244","2.408839702606201","2.408839702606201","2.408839702606201"
"245","2.383075714111328","2.383075714111328","2.383075714111328"
"246","2.3717684745788574","2.3717684745788574","2.3717684745788574"
"247","2.403611898422241","2.403611898422241","2.403611898422241"
"248","2.426016092300415","2.426016092300415","2.426016092300415"
"249","2.36250376701355","2.36250376701355","2.36250376701355"
"250","2.349493980407715","2.349493980407715","2.349493980407715"
"251","2.4187629222869873","2.4187629222869873","2.4187629222869873"
"252","2.3542022705078125","2.3542022705078125","2.3542022705078125"
"253","2.3538293838500977","2.3538293838500977","2.3538293838500977"
"254","2.399174690246582","2.399174690246582","2.399174690246582"
"255","2.4260640144348145","2.4260640144348145","2.4260640144348145"
"256","2.3882339000701904","2.3882339000701904","2.3882339000701904"
"257","2.3689193725585938","2.3689193725585938","2.3689193725585938"
"258","2.3761560916900635","2.3761560916900635","2.3761560916900635"
"259","2.3942911624908447","2.3942911624908447","2.3942911624908447"
"260","2.3655009269714355","2.3655009269714355","2.3655009269714355"
"261","2.3994228839874268","2.3994228839874268","2.3994228839874268"
"262","2.371919631958008","2.371919631958008","2.371919631958008"
"263","2.3604748249053955","2.3604748249053955","2.3604748249053955"
"264","2.3345117568969727","2.3345117568969727","2.3345117568969727"
"265","2.375551462173462","2.375551462173462","2.375551462173462"
"266","2.370634078979492","2.370634078979492","2.370634078979492"
"267","2.4033596515655518","2.4033596515655518","2.4033596515655518"
"268","2.3653061389923096","2.3653061389923096","2.3653061389923096"
"269","2.3873496055603027","2.3873496055603027","2.3873496055603027"
"270","2.3664088249206543","2.3664088249206543","2.3664088249206543"
"271","2.410747528076172","2.410747528076172","2.410747528076172"
"272","2.3606090545654297","2.3606090545654297","2.3606090545654297"
"273","2.359527111053467","2.359527111053467","2.359527111053467"
"274","2.3409698009490967","2.3409698009490967","2.3409698009490967"
"275","2.3610315322875977","2.3610315322875977","2.3610315322875977"
"276","2.389441967010498","2.389441967010498","2.389441967010498"
"277","2.403714418411255","2.403714418411255","2.403714418411255"
"278","2.4286086559295654","2.4286086559295654","2.4286086559295654"
"279","2.3787004947662354","2.3787004947662354","2.3787004947662354"
"280","2.3870749473571777","2.3870749473571777","2.3870749473571777"
"281","2.3765928745269775","2.3765928745269775","2.3765928745269775"
"282","2.3874869346618652","2.3874869346618652","2.3874869346618652"
"283","2.3757619857788086","2.3757619857788086","2.3757619857788086"
"284","2.3917479515075684","2.3917479515075684","2.3917479515075684"
"285","2.370710849761963","2.370710849761963","2.370710849761963"
"286","2.3881280422210693","2.3881280422210693","2.3881280422210693"
"287","2.3384299278259277","2.3384299278259277","2.3384299278259277"
"288","2.3310766220092773","2.3310766220092773","2.3310766220092773"
"289","2.341439962387085","2.341439962387085","2.341439962387085"
"290","2.3476181030273438","2.3476181030273438","2.3476181030273438"
"291","2.3536667823791504","2.3536667823791504","2.3536667823791504"
"292","2.3884873390197754","2.3884873390197754","2.3884873390197754"
"293","2.3699212074279785","2.3699212074279785","2.3699212074279785"
"294","2.3540663719177246","2.3540663719177246","2.3540663719177246"
"295","2.3634214401245117","2.3634214401245117","2.3634214401245117"
"296","2.3708980083465576","2.3708980083465576","2.3708980083465576"
"297","2.380568027496338","2.380568027496338","2.380568027496338"
"298","2.3534159660339355","2.3534159660339355","2.3534159660339355"
"299","2.3557488918304443","2.3557488918304443","2.3557488918304443"
"300","2.3961052894592285","2.3961052894592285","2.3961052894592285"
"301","2.3790881633758545","2.3790881633758545","2.3790881633758545"
"302","2.353609561920166","2.353609561920166","2.353609561920166"
"303","2.3358612060546875","2.3358612060546875","2.3358612060546875"
"304","2.3200509548187256","2.3200509548187256","2.3200509548187256"
"305","2.361724853515625","2.361724853515625","2.361724853515625"
"306","2.3505382537841797","2.3505382537841797","2.3505382537841797"
"307","2.3772759437561035","2.3772759437561035","2.3772759437561035"
"308","2.3570432662963867","2.3570432662963867","2.3570432662963867"
"309","2.3630776405334473","2.3630776405334473","2.3630776405334473"
"310","2.3645124435424805","2.3645124435424805","2.3645124435424805"
"311","2.342313051223755","2.342313051223755","2.342313051223755"
"312","2.3610317707061768","2.3610317707061768","2.3610317707061768"
"313","2.354703903198242","2.354703903198242","2.354703903198242"
"314","2.370598316192627","2.370598316192627","2.370598316192627"
"315","2.328613758087158","2.328613758087158","2.328613758087158"
"316","2.3342344760894775","2.3342344760894775","2.3342344760894775"
"317","2.3678975105285645","2.3678975105285645","2.3678975105285645"
"318","2.368009567260742","2.368009567260742","2.368009567260742"
"319","2.359388828277588","2.359388828277588","2.359388828277588"
"320","2.3678276538848877","2.3678276538848877","2.3678276538848877"
"321","2.4139487743377686","2.4139487743377686","2.4139487743377686"
"322","2.381718397140503","2.381718397140503","2.381718397140503"
"323","2.3622310161590576","2.3622310161590576","2.3622310161590576"
"324","2.3778252601623535","2.3778252601623535","2.3778252601623535"
"325","2.365509271621704","2.365509271621704","2.365509271621704"
"326","2.3811306953430176","2.3811306953430176","2.3811306953430176"
"327","2.360680341720581","2.360680341720581","2.360680341720581"
"328","2.364445686340332","2.364445686340332","2.364445686340332"
"329","2.346247673034668","2.346247673034668","2.346247673034668"
"330","2.3437957763671875","2.3437957763671875","2.3437957763671875"
"331","2.3214855194091797","2.3214855194091797","2.3214855194091797"
"332","2.363938808441162","2.363938808441162","2.363938808441162"
"333","2.3602569103240967","2.3602569103240967","2.3602569103240967"
"334","2.376873016357422","2.376873016357422","2.376873016357422"
"335","2.372617721557617","2.372617721557617","2.372617721557617"
"336","2.346522808074951","2.346522808074951","2.346522808074951"
"337","2.350616931915283","2.350616931915283","2.350616931915283"
"338","2.3597285747528076","2.3597285747528076","2.3597285747528076"
"339","2.370483636856079","2.370483636856079","2.370483636856079"
"340","2.378589153289795","2.378589153289795","2.378589153289795"
"341","2.3446667194366455","2.3446667194366455","2.3446667194366455"
"342","2.349167823791504","2.349167823791504","2.349167823791504"
"343","2.2965803146362305","2.2965803146362305","2.2965803146362305"
"344","2.3164751529693604","2.3164751529693604","2.3164751529693604"
"345","2.3425095081329346","2.3425095081329346","2.3425095081329346"
"346","2.332817792892456","2.332817792892456","2.332817792892456"
"347","2.3513500690460205","2.3513500690460205","2.3513500690460205"
"348","2.3434910774230957","2.3434910774230957","2.3434910774230957"
"349","2.3260202407836914","2.3260202407836914","2.3260202407836914"
"350","2.337798833847046","2.337798833847046","2.337798833847046"
"351","2.3344664573669434","2.3344664573669434","2.3344664573669434"
"352","2.333202362060547","2.333202362060547","2.333202362060547"
"353","2.3716442584991455","2.3716442584991455","2.3716442584991455"
"354","2.346714496612549","2.346714496612549","2.346714496612549"
"355","2.3413748741149902","2.3413748741149902","2.3413748741149902"
"356","2.294260025024414","2.294260025024414","2.294260025024414"
"357","2.3510799407958984","2.3510799407958984","2.3510799407958984"
"358","2.3482909202575684","2.3482909202575684","2.3482909202575684"
"359","2.337582588195801","2.337582588195801","2.337582588195801"
"360","2.319920539855957","2.319920539855957","2.319920539855957"
"361","2.3120665550231934","2.3120665550231934","2.3120665550231934"
"362","2.3252196311950684","2.3252196311950684","2.3252196311950684"
"363","2.3040590286254883","2.3040590286254883","2.3040590286254883"
"364","2.3323974609375","2.3323974609375","2.3323974609375"
"365","2.350255250930786","2.350255250930786","2.350255250930786"
"366","2.3254265785217285","2.3254265785217285","2.3254265785217285"
"367","2.3592793941497803","2.3592793941497803","2.3592793941497803"
"368","2.347466468811035","2.347466468811035","2.347466468811035"
"369","2.3389644622802734","2.3389644622802734","2.3389644622802734"
"370","2.3341221809387207","2.3341221809387207","2.3341221809387207"
"371","2.335846424102783","2.335846424102783","2.335846424102783"
"372","2.379345655441284","2.379345655441284","2.379345655441284"
"373","2.351137638092041","2.351137638092041","2.351137638092041"
"374","2.32751202583313","2.32751202583313","2.32751202583313"
"375","2.373054265975952","2.373054265975952","2.373054265975952"
"376","2.3736824989318848","2.3736824989318848","2.3736824989318848"
"377","2.388522148132324","2.388522148132324","2.388522148132324"
"378","2.3606984615325928","2.3606984615325928","2.3606984615325928"
"379","2.3264594078063965","2.3264594078063965","2.3264594078063965"
"380","2.3349111080169678","2.3349111080169678","2.3349111080169678"
"381","2.326394557952881","2.326394557952881","2.326394557952881"
"382","2.359750986099243","2.359750986099243","2.359750986099243"
"383","2.3354976177215576","2.3354976177215576","2.3354976177215576"
"384","2.375750780105591","2.375750780105591","2.375750780105591"
"385","2.3593013286590576","2.3593013286590576","2.3593013286590576"
"386","2.34883975982666","2.34883975982666","2.34883975982666"
"387","2.3301830291748047","2.3301830291748047","2.3301830291748047"
"388","2.323032855987549","2.323032855987549","2.323032855987549"
"389","2.3259315490722656","2.3259315490722656","2.3259315490722656"
"390","2.3521273136138916","2.3521273136138916","2.3521273136138916"
"391","2.3310933113098145","2.3310933113098145","2.3310933113098145"
"392","2.3356399536132812","2.3356399536132812","2.3356399536132812"
"393","2.365990161895752","2.365990161895752","2.365990161895752"
"394","2.329172372817993","2.329172372817993","2.329172372817993"
"395","2.3175253868103027","2.3175253868103027","2.3175253868103027"
"396","2.3481264114379883","2.3481264114379883","2.3481264114379883"
"397","2.3242368698120117","2.3242368698120117","2.3242368698120117"
"398","2.345726490020752","2.345726490020752","2.345726490020752"
"399","2.3522305488586426","2.3522305488586426","2.3522305488586426"
"400","2.3455405235290527","2.3455405235290527","2.3455405235290527"
"401","2.357717990875244","2.357717990875244","2.357717990875244"
"402","2.297295570373535","2.297295570373535","2.297295570373535"
"403","2.305039644241333","2.305039644241333","2.305039644241333"
"404","2.3068809509277344","2.3068809509277344","2.3068809509277344"
"405","2.3092617988586426","2.3092617988586426","2.3092617988586426"
"406","2.2903378009796143","2.2903378009796143","2.2903378009796143"
"407","2.3418633937835693","2.3418633937835693","2.3418633937835693"
"408","2.3252313137054443","2.3252313137054443","2.3252313137054443"
"409","2.356989860534668","2.356989860534668","2.356989860534668"
"410","2.354193687438965","2.354193687438965","2.354193687438965"
"411","2.29325532913208","2.29325532913208","2.29325532913208"
"412","2.3177218437194824","2.3177218437194824","2.3177218437194824"
"413","2.3000683784484863","2.3000683784484863","2.3000683784484863"
"414","2.32444167137146","2.32444167137146","2.32444167137146"
"415","2.2946085929870605","2.2946085929870605","2.2946085929870605"
"416","2.3391542434692383","2.3391542434692383","2.3391542434692383"
"417","2.315798759460449","2.315798759460449","2.315798759460449"
"418","2.3173422813415527","2.3173422813415527","2.3173422813415527"
"419","2.3299760818481445","2.3299760818481445","2.3299760818481445"
"420","2.36256742477417","2.36256742477417","2.36256742477417"
"421","2.332995891571045","2.332995891571045","2.332995891571045"
"422","2.3420495986938477","2.3420495986938477","2.3420495986938477"
"423","2.3045904636383057","2.3045904636383057","2.3045904636383057"
"424","2.309368133544922","2.309368133544922","2.309368133544922"
"425","2.3234429359436035","2.3234429359436035","2.3234429359436035"
"426","2.342959403991699","2.342959403991699","2.342959403991699"
"427","2.3092405796051025","2.3092405796051025","2.3092405796051025"
"428","2.326392650604248","2.326392650604248","2.326392650604248"
"429","2.2947707176208496","2.2947707176208496","2.2947707176208496"
"430","2.298971176147461","2.298971176147461","2.298971176147461"
"431","2.285038471221924","2.285038471221924","2.285038471221924"
"432","2.276113986968994","2.276113986968994","2.276113986968994"
"433","2.3397746086120605","2.3397746086120605","2.3397746086120605"
"434","2.2925100326538086","2.2925100326538086","2.2925100326538086"
"435","2.325481414794922","2.325481414794922","2.325481414794922"
"436","2.3134987354278564","2.3134987354278564","2.3134987354278564"
"437","2.3309614658355713","2.3309614658355713","2.3309614658355713"
"438","2.330249309539795","2.330249309539795","2.330249309539795"
"439","2.287297487258911","2.287297487258911","2.287297487258911"
"440","2.358912944793701","2.358912944793701","2.358912944793701"
"441","2.2623867988586426","2.2623867988586426","2.2623867988586426"
"442","2.3073549270629883","2.3073549270629883","2.3073549270629883"
"443","2.289950370788574","2.289950370788574","2.289950370788574"
"444","2.2970216274261475","2.2970216274261475","2.2970216274261475"
"445","2.3141114711761475","2.3141114711761475","2.3141114711761475"
"446","2.2954976558685303","2.2954976558685303","2.2954976558685303"
"447","2.337069034576416","2.337069034576416","2.337069034576416"
"448","2.2979133129119873","2.2979133129119873","2.2979133129119873"
"449","2.3048245906829834","2.3048245906829834","2.3048245906829834"
"450","2.3509504795074463","2.3509504795074463","2.3509504795074463"
"451","2.3487603664398193","2.3487603664398193","2.3487603664398193"
"452","2.3039963245391846","2.3039963245391846","2.3039963245391846"
"453","2.3176698684692383","2.3176698684692383","2.3176698684692383"
"454","2.2939364910125732","2.2939364910125732","2.2939364910125732"
"455","2.2691521644592285","2.2691521644592285","2.2691521644592285"
"456","2.3200461864471436","2.3200461864471436","2.3200461864471436"
"457","2.321270704269409","2.321270704269409","2.321270704269409"
"458","2.2438793182373047","2.2438793182373047","2.2438793182373047"
"459","2.346230983734131","2.346230983734131","2.346230983734131"
"460","2.311707019805908","2.311707019805908","2.311707019805908"
"461","2.2654547691345215","2.2654547691345215","2.2654547691345215"
"462","2.329835891723633","2.329835891723633","2.329835891723633"
"463","2.3896267414093018","2.3896267414093018","2.3896267414093018"
"464","2.3554532527923584","2.3554532527923584","2.3554532527923584"
"465","2.317976713180542","2.317976713180542","2.317976713180542"
