"Step","memory_bound_extra_small_encoder_0 - loss","memory_bound_extra_small_encoder_0 - loss__MIN","memory_bound_extra_small_encoder_0 - loss__MAX"
"20800","15.840198698043823","15.840198698043823","15.840198698043823"
"20900","15.736641054153443","15.736641054153443","15.736641054153443"
"21000","15.729525394439698","15.729525394439698","15.729525394439698"
"21100","15.680683422088624","15.680683422088624","15.680683422088624"
"21200","15.731483554840088","15.731483554840088","15.731483554840088"
"21300","15.489169101715088","15.489169101715088","15.489169101715088"
"21400","15.512948846817016","15.512948846817016","15.512948846817016"
"21500","15.568035402297973","15.568035402297973","15.568035402297973"
"21600","15.47038631439209","15.47038631439209","15.47038631439209"
"21700","15.45294674873352","15.45294674873352","15.45294674873352"
"21800","15.45980972290039","15.45980972290039","15.45980972290039"
"21900","15.507242317199706","15.507242317199706","15.507242317199706"
"22000","15.320894346237182","15.320894346237182","15.320894346237182"
"22100","15.462592115402222","15.462592115402222","15.462592115402222"
"22200","15.31427152633667","15.31427152633667","15.31427152633667"
"22300","15.210997200012207","15.210997200012207","15.210997200012207"
"22400","15.232348165512086","15.232348165512086","15.232348165512086"
"22500","15.196859788894653","15.196859788894653","15.196859788894653"
"22600","15.196261510848998","15.196261510848998","15.196261510848998"
"22700","15.06384232521057","15.06384232521057","15.06384232521057"
"22800","15.125471715927125","15.125471715927125","15.125471715927125"
"22900","15.041237182617188","15.041237182617188","15.041237182617188"
"23000","14.88967032432556","14.88967032432556","14.88967032432556"
"23100","14.922110052108765","14.922110052108765","14.922110052108765"
"23200","14.877462673187257","14.877462673187257","14.877462673187257"
"23300","14.922158660888671","14.922158660888671","14.922158660888671"
"23400","14.77099853515625","14.77099853515625","14.77099853515625"
"23500","14.916446142196655","14.916446142196655","14.916446142196655"
"23600","14.763021278381348","14.763021278381348","14.763021278381348"
"23700","14.716878967285156","14.716878967285156","14.716878967285156"
"23800","14.638199319839478","14.638199319839478","14.638199319839478"
"23900","14.622837047576905","14.622837047576905","14.622837047576905"
"24000","14.615289363861084","14.615289363861084","14.615289363861084"
"24100","14.596311979293823","14.596311979293823","14.596311979293823"
"24200","14.45994179725647","14.45994179725647","14.45994179725647"
"24300","14.43841049194336","14.43841049194336","14.43841049194336"
"24400","14.39728832244873","14.39728832244873","14.39728832244873"
"24500","14.226637802124024","14.226637802124024","14.226637802124024"
"24600","14.307299394607544","14.307299394607544","14.307299394607544"
"24700","14.234986209869385","14.234986209869385","14.234986209869385"
"24800","14.203857583999634","14.203857583999634","14.203857583999634"
"24900","14.24644320487976","14.24644320487976","14.24644320487976"
"25000","14.081831712722778","14.081831712722778","14.081831712722778"
"25100","14.07098744392395","14.07098744392395","14.07098744392395"
"25200","14.02392261505127","14.02392261505127","14.02392261505127"
"25300","14.105491065979004","14.105491065979004","14.105491065979004"
"25400","13.90113878250122","13.90113878250122","13.90113878250122"
"25500","13.8840514087677","13.8840514087677","13.8840514087677"
"25600","13.951348257064819","13.951348257064819","13.951348257064819"
"25700","13.761263227462768","13.761263227462768","13.761263227462768"
"25800","13.80938738822937","13.80938738822937","13.80938738822937"
"25900","13.92203311920166","13.92203311920166","13.92203311920166"
"26000","13.779652757644653","13.779652757644653","13.779652757644653"
"26100","13.699535465240478","13.699535465240478","13.699535465240478"
"26200","13.620089740753174","13.620089740753174","13.620089740753174"
"26300","13.55739393234253","13.55739393234253","13.55739393234253"
"26400","13.647042970657349","13.647042970657349","13.647042970657349"
"26500","13.505049304962158","13.505049304962158","13.505049304962158"
"26600","13.658487768173218","13.658487768173218","13.658487768173218"
"26700","13.469227590560912","13.469227590560912","13.469227590560912"
"26800","13.4610004901886","13.4610004901886","13.4610004901886"
"26900","13.4712300491333","13.4712300491333","13.4712300491333"
"27000","13.355361185073853","13.355361185073853","13.355361185073853"
"27100","13.279277286529542","13.279277286529542","13.279277286529542"
"27200","13.364406156539918","13.364406156539918","13.364406156539918"
"27300","13.261839838027955","13.261839838027955","13.261839838027955"
"27400","13.355003318786622","13.355003318786622","13.355003318786622"
"27500","13.277378578186035","13.277378578186035","13.277378578186035"
"27600","13.219371280670167","13.219371280670167","13.219371280670167"
"27700","13.238894176483154","13.238894176483154","13.238894176483154"
"27800","13.174543542861938","13.174543542861938","13.174543542861938"
"27900","13.13731357574463","13.13731357574463","13.13731357574463"
"28000","13.167585325241088","13.167585325241088","13.167585325241088"
"28100","12.998877258300782","12.998877258300782","12.998877258300782"
"28200","13.010930795669555","13.010930795669555","13.010930795669555"
"28300","13.057014284133912","13.057014284133912","13.057014284133912"
"28400","13.060055780410767","13.060055780410767","13.060055780410767"
"28500","12.998662567138672","12.998662567138672","12.998662567138672"
"28600","12.88985221862793","12.88985221862793","12.88985221862793"
"28700","12.970490312576294","12.970490312576294","12.970490312576294"
"28800","12.84267063140869","12.84267063140869","12.84267063140869"
"28900","13.0276340675354","13.0276340675354","13.0276340675354"
"29000","12.822283115386963","12.822283115386963","12.822283115386963"
"29100","12.775947389602662","12.775947389602662","12.775947389602662"
"29200","12.807772693634034","12.807772693634034","12.807772693634034"
"29300","12.69093029975891","12.69093029975891","12.69093029975891"
"29400","12.611832132339478","12.611832132339478","12.611832132339478"
"29500","12.629535026550293","12.629535026550293","12.629535026550293"
"29600","12.565767841339111","12.565767841339111","12.565767841339111"
"29700","12.567434091567993","12.567434091567993","12.567434091567993"
"29800","12.590538845062255","12.590538845062255","12.590538845062255"
"29900","12.48500298500061","12.48500298500061","12.48500298500061"
"30000","12.574279718399048","12.574279718399048","12.574279718399048"
"30100","12.486867027282715","12.486867027282715","12.486867027282715"
"30200","12.428093414306641","12.428093414306641","12.428093414306641"
"30300","12.6535862159729","12.6535862159729","12.6535862159729"
"30400","12.420172891616822","12.420172891616822","12.420172891616822"
"30500","12.402115678787231","12.402115678787231","12.402115678787231"
"30600","12.372230138778686","12.372230138778686","12.372230138778686"
"30700","12.414933938980102","12.414933938980102","12.414933938980102"
"30800","12.45488525390625","12.45488525390625","12.45488525390625"
"30900","12.311296577453612","12.311296577453612","12.311296577453612"
"31000","12.285055198669433","12.285055198669433","12.285055198669433"
"31100","12.26640661239624","12.26640661239624","12.26640661239624"
"31200","12.29157109260559","12.29157109260559","12.29157109260559"
"31300","12.223073797225952","12.223073797225952","12.223073797225952"
"31400","12.16122200012207","12.16122200012207","12.16122200012207"
"31500","12.120052337646484","12.120052337646484","12.120052337646484"
"31600","12.095272111892701","12.095272111892701","12.095272111892701"
"31700","12.076245517730714","12.076245517730714","12.076245517730714"
"31800","12.122852201461791","12.122852201461791","12.122852201461791"
"31900","11.974673099517823","11.974673099517823","11.974673099517823"
"32000","12.1557359790802","12.1557359790802","12.1557359790802"
"32100","12.006227436065673","12.006227436065673","12.006227436065673"
"32200","11.99661334991455","11.99661334991455","11.99661334991455"
"32300","12.001000537872315","12.001000537872315","12.001000537872315"
"32400","12.00477487564087","12.00477487564087","12.00477487564087"
"32500","11.940440740585327","11.940440740585327","11.940440740585327"
"32600","11.827939376831054","11.827939376831054","11.827939376831054"
"32700","11.879534826278686","11.879534826278686","11.879534826278686"
"32800","11.937612590789795","11.937612590789795","11.937612590789795"
"32900","11.80718475341797","11.80718475341797","11.80718475341797"
"33000","11.88640085220337","11.88640085220337","11.88640085220337"
"33100","11.766471529006958","11.766471529006958","11.766471529006958"
"33200","11.80603611946106","11.80603611946106","11.80603611946106"
"33300","11.795124435424805","11.795124435424805","11.795124435424805"
"33400","11.730023250579833","11.730023250579833","11.730023250579833"
"33500","11.637953672409058","11.637953672409058","11.637953672409058"
"33600","11.707213935852051","11.707213935852051","11.707213935852051"
"33700","11.712644214630126","11.712644214630126","11.712644214630126"
"33800","11.650731391906739","11.650731391906739","11.650731391906739"
"33900","11.586326036453247","11.586326036453247","11.586326036453247"
"34000","11.657692146301269","11.657692146301269","11.657692146301269"
"34100","11.570421323776245","11.570421323776245","11.570421323776245"
"34200","11.559813175201416","11.559813175201416","11.559813175201416"
"34300","11.64925428390503","11.64925428390503","11.64925428390503"
"34400","11.482102365493775","11.482102365493775","11.482102365493775"
"34500","11.564595928192139","11.564595928192139","11.564595928192139"
"34600","11.51047698020935","11.51047698020935","11.51047698020935"
"34700","11.467822856903076","11.467822856903076","11.467822856903076"
"34800","11.504554872512818","11.504554872512818","11.504554872512818"
"34900","11.326847753524781","11.326847753524781","11.326847753524781"
"35000","11.441976795196533","11.441976795196533","11.441976795196533"
"35100","11.352943983078003","11.352943983078003","11.352943983078003"
"35200","11.282455377578735","11.282455377578735","11.282455377578735"
"35300","11.505128564834594","11.505128564834594","11.505128564834594"
"35400","11.338225374221802","11.338225374221802","11.338225374221802"
"35500","11.36105580329895","11.36105580329895","11.36105580329895"
"35600","11.235611219406128","11.235611219406128","11.235611219406128"
"35700","11.219041690826415","11.219041690826415","11.219041690826415"
"35800","11.324016904830932","11.324016904830932","11.324016904830932"
"35900","11.253017606735229","11.253017606735229","11.253017606735229"
"36000","11.228027114868164","11.228027114868164","11.228027114868164"
"36100","11.19301812171936","11.19301812171936","11.19301812171936"
"36200","11.25508758544922","11.25508758544922","11.25508758544922"
"36300","11.154882230758666","11.154882230758666","11.154882230758666"
"36400","11.159534473419189","11.159534473419189","11.159534473419189"
"36500","11.091644411087037","11.091644411087037","11.091644411087037"
"36600","11.187575416564941","11.187575416564941","11.187575416564941"
"36700","11.01674072265625","11.01674072265625","11.01674072265625"
"36800","11.07576289176941","11.07576289176941","11.07576289176941"
"36900","10.973868970870972","10.973868970870972","10.973868970870972"
"37000","11.091340045928956","11.091340045928956","11.091340045928956"
"37100","11.010395393371581","11.010395393371581","11.010395393371581"
"37200","10.96933690071106","10.96933690071106","10.96933690071106"
"37300","11.100135202407836","11.100135202407836","11.100135202407836"
"37400","10.91856782913208","10.91856782913208","10.91856782913208"
"37500","10.97618595123291","10.97618595123291","10.97618595123291"
"37600","10.949963083267212","10.949963083267212","10.949963083267212"
"37700","10.91847538948059","10.91847538948059","10.91847538948059"
"37800","10.934888544082641","10.934888544082641","10.934888544082641"
"37900","10.814379167556762","10.814379167556762","10.814379167556762"
"38000","10.862149972915649","10.862149972915649","10.862149972915649"
"38100","10.882915277481079","10.882915277481079","10.882915277481079"
"38200","10.804911231994629","10.804911231994629","10.804911231994629"
"38300","10.798909568786621","10.798909568786621","10.798909568786621"
"38400","10.788904962539673","10.788904962539673","10.788904962539673"
"38500","10.783813047409058","10.783813047409058","10.783813047409058"
"38600","10.758759326934815","10.758759326934815","10.758759326934815"
"38700","10.747829761505127","10.747829761505127","10.747829761505127"
"38800","10.758805503845215","10.758805503845215","10.758805503845215"
"38900","10.654272708892822","10.654272708892822","10.654272708892822"
"39000","10.754735364913941","10.754735364913941","10.754735364913941"
"39100","10.70237554550171","10.70237554550171","10.70237554550171"
"39200","10.705816869735719","10.705816869735719","10.705816869735719"
"39300","10.664964504241944","10.664964504241944","10.664964504241944"
"39400","10.621201314926147","10.621201314926147","10.621201314926147"
"39500","10.608234901428222","10.608234901428222","10.608234901428222"
"39600","10.621508512496948","10.621508512496948","10.621508512496948"
"39700","10.523465099334716","10.523465099334716","10.523465099334716"
"39800","10.568077774047852","10.568077774047852","10.568077774047852"
"39900","10.580018138885498","10.580018138885498","10.580018138885498"
"40000","10.590008096694946","10.590008096694946","10.590008096694946"
"40100","10.530632028579712","10.530632028579712","10.530632028579712"
"40200","10.49621826171875","10.49621826171875","10.49621826171875"
