"Step","counting_extra_small_decoder_perm_variant_0 - loss","counting_extra_small_decoder_perm_variant_0 - loss__MIN","counting_extra_small_decoder_perm_variant_0 - loss__MAX"
"100","2.759335641860962","2.759335641860962","2.759335641860962"
"200","1.9715597081184386","1.9715597081184386","1.9715597081184386"
"300","1.636203306913376","1.636203306913376","1.636203306913376"
"400","1.3035359835624696","1.3035359835624696","1.3035359835624696"
"500","1.1417534548044204","1.1417534548044204","1.1417534548044204"
"600","0.9482816588878632","0.9482816588878632","0.9482816588878632"
"700","0.7881638586521149","0.7881638586521149","0.7881638586521149"
"800","0.6269556009769439","0.6269556009769439","0.6269556009769439"
"900","0.5066101551055908","0.5066101551055908","0.5066101551055908"
"1000","0.38709863245487214","0.38709863245487214","0.38709863245487214"
"1100","0.36851381212472917","0.36851381212472917","0.36851381212472917"
"1200","0.3064485344290733","0.3064485344290733","0.3064485344290733"
"1300","0.20821183457970618","0.20821183457970618","0.20821183457970618"
"1400","0.24209567300975324","0.24209567300975324","0.24209567300975324"
"1500","0.1449719438701868","0.1449719438701868","0.1449719438701868"
"1600","0.2318960052728653","0.2318960052728653","0.2318960052728653"
"1700","0.11017929155379534","0.11017929155379534","0.11017929155379534"
"1800","0.1399527380615473","0.1399527380615473","0.1399527380615473"
"1900","0.09904255382716656","0.09904255382716656","0.09904255382716656"
"2000","0.1446504594385624","0.1446504594385624","0.1446504594385624"
"2100","0.11791695203632116","0.11791695203632116","0.11791695203632116"
"2200","0.062046106569468976","0.062046106569468976","0.062046106569468976"
"2300","0.0910055635124445","0.0910055635124445","0.0910055635124445"
"2400","0.05285294841974974","0.05285294841974974","0.05285294841974974"
"2500","0.07107577688992023","0.07107577688992023","0.07107577688992023"
"2600","0.04479821745306253","0.04479821745306253","0.04479821745306253"
"2700","0.1330197484791279","0.1330197484791279","0.1330197484791279"
"2800","0.036993074640631673","0.036993074640631673","0.036993074640631673"
"2900","0.036702235639095304","0.036702235639095304","0.036702235639095304"
"3000","0.037877280563116074","0.037877280563116074","0.037877280563116074"
"3100","0.06989445777609944","0.06989445777609944","0.06989445777609944"
"3200","0.02948427267372608","0.02948427267372608","0.02948427267372608"
"3300","0.02891500115394592","0.02891500115394592","0.02891500115394592"
"3400","0.03266628671437502","0.03266628671437502","0.03266628671437502"
"3500","0.03145022973418236","0.03145022973418236","0.03145022973418236"
"3600","0.06825657172128557","0.06825657172128557","0.06825657172128557"
"3700","0.0236833531036973","0.0236833531036973","0.0236833531036973"
"3800","0.024027806306257844","0.024027806306257844","0.024027806306257844"
"3900","0.023499154970049858","0.023499154970049858","0.023499154970049858"
"4000","0.0235564598813653","0.0235564598813653","0.0235564598813653"
"4100","0.02290636323392391","0.02290636323392391","0.02290636323392391"
"4200","0.02406589301303029","0.02406589301303029","0.02406589301303029"
"4300","0.022325364127755164","0.022325364127755164","0.022325364127755164"
"4400","0.022324114125221967","0.022324114125221967","0.022324114125221967"
"4500","0.01991965254768729","0.01991965254768729","0.01991965254768729"
"4600","0.020447354987263678","0.020447354987263678","0.020447354987263678"
"4700","0.019117762884125113","0.019117762884125113","0.019117762884125113"
"4800","0.019063527900725602","0.019063527900725602","0.019063527900725602"
"4900","0.019829336181283","0.019829336181283","0.019829336181283"
"5000","0.01897321772761643","0.01897321772761643","0.01897321772761643"
"5100","0.018418919295072556","0.018418919295072556","0.018418919295072556"
"5200","0.018483885405585168","0.018483885405585168","0.018483885405585168"
"5300","0.017414003303274514","0.017414003303274514","0.017414003303274514"
"5400","0.017287916177883743","0.017287916177883743","0.017287916177883743"
"5500","0.016570492777973414","0.016570492777973414","0.016570492777973414"
"5600","0.016736016292124987","0.016736016292124987","0.016736016292124987"
"5700","0.016527732359245418","0.016527732359245418","0.016527732359245418"
"5800","0.015830984935164452","0.015830984935164452","0.015830984935164452"
"5900","0.015402511777356267","0.015402511777356267","0.015402511777356267"
"6000","0.01449112999252975","0.01449112999252975","0.01449112999252975"
"6100","0.015500834626145661","0.015500834626145661","0.015500834626145661"
"6200","0.014465326452627778","0.014465326452627778","0.014465326452627778"
"6300","0.014737103534862399","0.014737103534862399","0.014737103534862399"
"6400","0.014780386346392333","0.014780386346392333","0.014780386346392333"
"6500","0.014233976188115775","0.014233976188115775","0.014233976188115775"
"6600","0.014353302232921123","0.014353302232921123","0.014353302232921123"
"6700","0.014283990040421485","0.014283990040421485","0.014283990040421485"
"6800","0.014053274113684892","0.014053274113684892","0.014053274113684892"
"6900","0.014225712930783629","0.014225712930783629","0.014225712930783629"
"7000","0.01336481754668057","0.01336481754668057","0.01336481754668057"
"7100","0.013488270025700331","0.013488270025700331","0.013488270025700331"
"7200","0.013852483527734875","0.013852483527734875","0.013852483527734875"
"7300","0.013470111400820314","0.013470111400820314","0.013470111400820314"
"7400","0.013005476561374962","0.013005476561374962","0.013005476561374962"
"7500","0.014024438853375613","0.014024438853375613","0.014024438853375613"
"7600","0.013797128265723586","0.013797128265723586","0.013797128265723586"
"7700","0.01334047424606979","0.01334047424606979","0.01334047424606979"
"7800","0.012434701188467442","0.012434701188467442","0.012434701188467442"
"7900","0.013154932544566691","0.013154932544566691","0.013154932544566691"
"8000","0.013095492091961205","0.013095492091961205","0.013095492091961205"
"8100","0.013389081610366702","0.013389081610366702","0.013389081610366702"
"8200","0.013066218979656697","0.013066218979656697","0.013066218979656697"
"8300","0.013402199177071451","0.013402199177071451","0.013402199177071451"
"8400","0.012593774767592549","0.012593774767592549","0.012593774767592549"
"8500","0.01209977271500975","0.01209977271500975","0.01209977271500975"
"8600","0.013195754275657237","0.013195754275657237","0.013195754275657237"
"8700","0.0115955415321514","0.0115955415321514","0.0115955415321514"
"8800","0.012592326593585312","0.012592326593585312","0.012592326593585312"
"8900","0.012000207197852433","0.012000207197852433","0.012000207197852433"
"9000","0.012625591047108174","0.012625591047108174","0.012625591047108174"
"9100","0.012443234715610742","0.012443234715610742","0.012443234715610742"
"9200","0.012180534396320582","0.012180534396320582","0.012180534396320582"
"9300","0.012818907559849322","0.012818907559849322","0.012818907559849322"
"9400","0.012568986522965134","0.012568986522965134","0.012568986522965134"
"9500","0.01255856969859451","0.01255856969859451","0.01255856969859451"
"9600","0.012376863677054643","0.012376863677054643","0.012376863677054643"
"9700","0.012360493224114179","0.012360493224114179","0.012360493224114179"
"9800","0.011982449018396436","0.011982449018396436","0.011982449018396436"
"9900","0.012753196493722498","0.012753196493722498","0.012753196493722498"
"10000","0.01087475286796689","0.01087475286796689","0.01087475286796689"
