"Step","memory_bound_extra_small_encoder_0_resumed - loss","memory_bound_extra_small_encoder_0_resumed - loss__MIN","memory_bound_extra_small_encoder_0_resumed - loss__MAX"
"50900","9.508674068450928","9.508674068450928","9.508674068450928"
"51000","9.557544088363647","9.557544088363647","9.557544088363647"
"51100","9.494200086593628","9.494200086593628","9.494200086593628"
"51200","9.526854934692382","9.526854934692382","9.526854934692382"
"51300","9.498837308883667","9.498837308883667","9.498837308883667"
"51400","9.4991765499115","9.4991765499115","9.4991765499115"
"51500","9.50803458213806","9.50803458213806","9.50803458213806"
"51600","9.507801513671875","9.507801513671875","9.507801513671875"
"51700","9.47347448348999","9.47347448348999","9.47347448348999"
"51800","9.455492572784424","9.455492572784424","9.455492572784424"
"51900","9.468220014572143","9.468220014572143","9.468220014572143"
"52000","9.420272817611695","9.420272817611695","9.420272817611695"
"52100","9.492715473175048","9.492715473175048","9.492715473175048"
"52200","9.425727319717407","9.425727319717407","9.425727319717407"
"52300","9.481379804611207","9.481379804611207","9.481379804611207"
"52400","9.484260988235473","9.484260988235473","9.484260988235473"
"52500","9.434535341262817","9.434535341262817","9.434535341262817"
"52600","9.434653158187865","9.434653158187865","9.434653158187865"
"52700","9.44366907119751","9.44366907119751","9.44366907119751"
"52800","9.393717231750488","9.393717231750488","9.393717231750488"
"52900","9.479447660446167","9.479447660446167","9.479447660446167"
"53000","9.415644845962525","9.415644845962525","9.415644845962525"
"53100","9.407494258880615","9.407494258880615","9.407494258880615"
"53200","9.392403564453126","9.392403564453126","9.392403564453126"
"53300","9.386494493484497","9.386494493484497","9.386494493484497"
"53400","9.36040913581848","9.36040913581848","9.36040913581848"
"53500","9.405866498947143","9.405866498947143","9.405866498947143"
"53600","9.393890867233276","9.393890867233276","9.393890867233276"
"53700","9.35814525604248","9.35814525604248","9.35814525604248"
"53800","9.397339487075806","9.397339487075806","9.397339487075806"
"53900","9.392678260803223","9.392678260803223","9.392678260803223"
"54000","9.397790994644165","9.397790994644165","9.397790994644165"
"54100","9.347623376846313","9.347623376846313","9.347623376846313"
"54200","9.34526309967041","9.34526309967041","9.34526309967041"
"54300","9.36837960243225","9.36837960243225","9.36837960243225"
"54400","9.37764108657837","9.37764108657837","9.37764108657837"
"54500","9.378771142959595","9.378771142959595","9.378771142959595"
"54600","9.318327617645263","9.318327617645263","9.318327617645263"
"54700","9.35115490913391","9.35115490913391","9.35115490913391"
"54800","9.311052989959716","9.311052989959716","9.311052989959716"
"54900","9.299707136154176","9.299707136154176","9.299707136154176"
"55000","9.36650107383728","9.36650107383728","9.36650107383728"
"55100","9.364928569793701","9.364928569793701","9.364928569793701"
"55200","9.308269968032837","9.308269968032837","9.308269968032837"
"55300","9.348238515853883","9.348238515853883","9.348238515853883"
"55400","9.270197381973267","9.270197381973267","9.270197381973267"
"55500","9.290309190750122","9.290309190750122","9.290309190750122"
"55600","9.31187614440918","9.31187614440918","9.31187614440918"
"55700","9.299020729064942","9.299020729064942","9.299020729064942"
"55800","9.276783294677735","9.276783294677735","9.276783294677735"
"55900","9.27238018989563","9.27238018989563","9.27238018989563"
"56000","9.2552095413208","9.2552095413208","9.2552095413208"
"56100","9.234176378250122","9.234176378250122","9.234176378250122"
"56200","9.24793288230896","9.24793288230896","9.24793288230896"
"56300","9.298532247543335","9.298532247543335","9.298532247543335"
"56400","9.233747425079345","9.233747425079345","9.233747425079345"
"56500","9.228039197921753","9.228039197921753","9.228039197921753"
"56600","9.301908855438233","9.301908855438233","9.301908855438233"
"56700","9.196308946609497","9.196308946609497","9.196308946609497"
"56800","9.214575424194337","9.214575424194337","9.214575424194337"
"56900","9.26551721572876","9.26551721572876","9.26551721572876"
"57000","9.186689491271972","9.186689491271972","9.186689491271972"
"57100","9.18986372947693","9.18986372947693","9.18986372947693"
"57200","9.272613105773926","9.272613105773926","9.272613105773926"
"57300","9.22208577156067","9.22208577156067","9.22208577156067"
"57400","9.220430088043212","9.220430088043212","9.220430088043212"
"57500","9.199582242965699","9.199582242965699","9.199582242965699"
"57600","9.150223760604858","9.150223760604858","9.150223760604858"
"57700","9.187988920211792","9.187988920211792","9.187988920211792"
"57800","9.196840324401855","9.196840324401855","9.196840324401855"
"57900","9.172049837112427","9.172049837112427","9.172049837112427"
"58000","9.19918981552124","9.19918981552124","9.19918981552124"
"58100","9.132889738082886","9.132889738082886","9.132889738082886"
"58200","9.195855083465576","9.195855083465576","9.195855083465576"
"58300","9.126606693267822","9.126606693267822","9.126606693267822"
"58400","9.064450569152832","9.064450569152832","9.064450569152832"
"58500","9.179265365600585","9.179265365600585","9.179265365600585"
"58600","9.179591979980469","9.179591979980469","9.179591979980469"
"58700","9.130641670227051","9.130641670227051","9.130641670227051"
"58800","9.205241832733154","9.205241832733154","9.205241832733154"
"58900","9.173176698684692","9.173176698684692","9.173176698684692"
"59000","9.173597402572632","9.173597402572632","9.173597402572632"
"59100","9.122411527633666","9.122411527633666","9.122411527633666"
"59200","9.087700786590576","9.087700786590576","9.087700786590576"
"59300","9.088482494354247","9.088482494354247","9.088482494354247"
"59400","9.13925090789795","9.13925090789795","9.13925090789795"
"59500","9.095227880477905","9.095227880477905","9.095227880477905"
"59600","9.06606611251831","9.06606611251831","9.06606611251831"
"59700","9.046251745224","9.046251745224","9.046251745224"
"59800","9.087402992248535","9.087402992248535","9.087402992248535"
"59900","9.160268592834473","9.160268592834473","9.160268592834473"
"60000","9.009788637161256","9.009788637161256","9.009788637161256"
"60100","9.005372400283813","9.005372400283813","9.005372400283813"
"60200","9.098411645889282","9.098411645889282","9.098411645889282"
"60300","9.065569429397582","9.065569429397582","9.065569429397582"
"60400","9.073776187896728","9.073776187896728","9.073776187896728"
"60500","9.086229200363158","9.086229200363158","9.086229200363158"
"60600","9.09136152267456","9.09136152267456","9.09136152267456"
"60700","9.013894939422608","9.013894939422608","9.013894939422608"
"60800","9.020791358947754","9.020791358947754","9.020791358947754"
"60900","9.037519884109496","9.037519884109496","9.037519884109496"
"61000","9.023750247955322","9.023750247955322","9.023750247955322"
"61100","8.968072519302368","8.968072519302368","8.968072519302368"
"61200","9.056221017837524","9.056221017837524","9.056221017837524"
"61300","9.058412780761719","9.058412780761719","9.058412780761719"
"61400","9.027179822921752","9.027179822921752","9.027179822921752"
"61500","9.006357803344727","9.006357803344727","9.006357803344727"
"61600","9.0408367061615","9.0408367061615","9.0408367061615"
"61700","9.026454210281372","9.026454210281372","9.026454210281372"
"61800","8.974882307052612","8.974882307052612","8.974882307052612"
"61900","8.996151361465454","8.996151361465454","8.996151361465454"
"62000","8.962428560256958","8.962428560256958","8.962428560256958"
"62100","9.042254419326783","9.042254419326783","9.042254419326783"
"62200","8.9516002368927","8.9516002368927","8.9516002368927"
"62300","8.959548053741456","8.959548053741456","8.959548053741456"
"62400","9.021888570785523","9.021888570785523","9.021888570785523"
"62500","9.016396961212159","9.016396961212159","9.016396961212159"
"62600","8.95719994544983","8.95719994544983","8.95719994544983"
"62700","8.937444343566895","8.937444343566895","8.937444343566895"
"62800","8.917585744857789","8.917585744857789","8.917585744857789"
"62900","8.921211051940919","8.921211051940919","8.921211051940919"
"63000","9.016903591156005","9.016903591156005","9.016903591156005"
"63100","8.908713607788085","8.908713607788085","8.908713607788085"
"63200","8.828836250305176","8.828836250305176","8.828836250305176"
"63300","8.907941617965697","8.907941617965697","8.907941617965697"
"63400","8.86758542060852","8.86758542060852","8.86758542060852"
"63500","8.89979299545288","8.89979299545288","8.89979299545288"
"63600","8.859238090515136","8.859238090515136","8.859238090515136"
"63700","8.930656719207764","8.930656719207764","8.930656719207764"
"63800","8.87924633026123","8.87924633026123","8.87924633026123"
"63900","8.918955068588257","8.918955068588257","8.918955068588257"
"64000","8.874858360290528","8.874858360290528","8.874858360290528"
"64100","8.871194343566895","8.871194343566895","8.871194343566895"
"64200","8.861423368453979","8.861423368453979","8.861423368453979"
"64300","8.899486722946166","8.899486722946166","8.899486722946166"
"64400","8.877064971923827","8.877064971923827","8.877064971923827"
"64500","8.890042400360107","8.890042400360107","8.890042400360107"
"64600","8.848828706741333","8.848828706741333","8.848828706741333"
"64700","8.820284147262573","8.820284147262573","8.820284147262573"
"64800","8.873761472702027","8.873761472702027","8.873761472702027"
"64900","8.87449652671814","8.87449652671814","8.87449652671814"
"65000","8.79575843811035","8.79575843811035","8.79575843811035"
"65100","8.865397081375122","8.865397081375122","8.865397081375122"
"65200","8.810139989852905","8.810139989852905","8.810139989852905"
"65300","8.815696077346802","8.815696077346802","8.815696077346802"
"65400","8.853590993881225","8.853590993881225","8.853590993881225"
"65500","8.810728158950806","8.810728158950806","8.810728158950806"
"65600","8.86614782333374","8.86614782333374","8.86614782333374"
"65700","8.812485523223877","8.812485523223877","8.812485523223877"
"65800","8.829516382217408","8.829516382217408","8.829516382217408"
"65900","8.75872968673706","8.75872968673706","8.75872968673706"
"66000","8.795338287353516","8.795338287353516","8.795338287353516"
"66100","8.849407262802124","8.849407262802124","8.849407262802124"
"66200","8.803225803375245","8.803225803375245","8.803225803375245"
"66300","8.778905086517334","8.778905086517334","8.778905086517334"
"66400","8.72621572494507","8.72621572494507","8.72621572494507"
"66500","8.798264799118042","8.798264799118042","8.798264799118042"
"66600","8.754224739074708","8.754224739074708","8.754224739074708"
"66700","8.719550180435181","8.719550180435181","8.719550180435181"
"66800","8.715413198471069","8.715413198471069","8.715413198471069"
"66900","8.771106014251709","8.771106014251709","8.771106014251709"
"67000","8.738782348632812","8.738782348632812","8.738782348632812"
"67100","8.660653190612793","8.660653190612793","8.660653190612793"
"67200","8.76216007232666","8.76216007232666","8.76216007232666"
"67300","8.66481990814209","8.66481990814209","8.66481990814209"
"67400","8.684431056976319","8.684431056976319","8.684431056976319"
"67500","8.68547625541687","8.68547625541687","8.68547625541687"
"67600","8.693511819839477","8.693511819839477","8.693511819839477"
"67700","8.743408994674683","8.743408994674683","8.743408994674683"
"67800","8.713398938179017","8.713398938179017","8.713398938179017"
"67900","8.659254732131958","8.659254732131958","8.659254732131958"
"68000","8.67200288772583","8.67200288772583","8.67200288772583"
"68100","8.705740947723388","8.705740947723388","8.705740947723388"
"68200","8.647029247283935","8.647029247283935","8.647029247283935"
"68300","8.64743083000183","8.64743083000183","8.64743083000183"
"68400","8.614057321548461","8.614057321548461","8.614057321548461"
"68500","8.71295389175415","8.71295389175415","8.71295389175415"
"68600","8.635122175216674","8.635122175216674","8.635122175216674"
"68700","8.6524370098114","8.6524370098114","8.6524370098114"
"68800","8.627316064834595","8.627316064834595","8.627316064834595"
"68900","8.637099809646607","8.637099809646607","8.637099809646607"
"69000","8.634263229370116","8.634263229370116","8.634263229370116"
"69100","8.656728563308716","8.656728563308716","8.656728563308716"
"69200","8.645205335617066","8.645205335617066","8.645205335617066"
"69300","8.619343509674072","8.619343509674072","8.619343509674072"
"69400","8.599582662582398","8.599582662582398","8.599582662582398"
"69500","8.586561217308045","8.586561217308045","8.586561217308045"
"69600","8.559791107177734","8.559791107177734","8.559791107177734"
"69700","8.632120385169983","8.632120385169983","8.632120385169983"
"69800","8.562768020629882","8.562768020629882","8.562768020629882"
"69900","8.549502086639404","8.549502086639404","8.549502086639404"
"70000","8.575048990249634","8.575048990249634","8.575048990249634"
"70100","8.578286352157592","8.578286352157592","8.578286352157592"
"70200","8.561215167045594","8.561215167045594","8.561215167045594"
"70300","8.589836058616639","8.589836058616639","8.589836058616639"
"70400","8.551440019607544","8.551440019607544","8.551440019607544"
"70500","8.5587557888031","8.5587557888031","8.5587557888031"
"70600","8.511406078338624","8.511406078338624","8.511406078338624"
"70700","8.523632860183715","8.523632860183715","8.523632860183715"
"70800","8.551697206497192","8.551697206497192","8.551697206497192"
"70900","8.625571455955505","8.625571455955505","8.625571455955505"
"71000","8.505852942466737","8.505852942466737","8.505852942466737"
"71100","8.569143972396851","8.569143972396851","8.569143972396851"
"71200","8.525484828948974","8.525484828948974","8.525484828948974"
"71300","8.483174753189086","8.483174753189086","8.483174753189086"
"71400","8.51897834777832","8.51897834777832","8.51897834777832"
"71500","8.586568946838378","8.586568946838378","8.586568946838378"
"71600","8.470116624832153","8.470116624832153","8.470116624832153"
"71700","8.485895614624024","8.485895614624024","8.485895614624024"
"71800","8.425152764320373","8.425152764320373","8.425152764320373"
"71900","8.500492596626282","8.500492596626282","8.500492596626282"
"72000","8.423442440032959","8.423442440032959","8.423442440032959"
"72100","8.405378403663635","8.405378403663635","8.405378403663635"
"72200","8.475754084587097","8.475754084587097","8.475754084587097"
"72300","8.453893580436706","8.453893580436706","8.453893580436706"
"72400","8.478674898147583","8.478674898147583","8.478674898147583"
"72500","8.449003076553344","8.449003076553344","8.449003076553344"
"72600","8.447242126464843","8.447242126464843","8.447242126464843"
"72700","8.472901277542114","8.472901277542114","8.472901277542114"
"72800","8.416830840110778","8.416830840110778","8.416830840110778"
"72900","8.396459050178528","8.396459050178528","8.396459050178528"
"73000","8.460042085647583","8.460042085647583","8.460042085647583"
"73100","8.410742087364197","8.410742087364197","8.410742087364197"
"73200","8.3994082736969","8.3994082736969","8.3994082736969"
"73300","8.370438284873963","8.370438284873963","8.370438284873963"
"73400","8.393306107521058","8.393306107521058","8.393306107521058"
"73500","8.407023553848267","8.407023553848267","8.407023553848267"
"73600","8.37889573097229","8.37889573097229","8.37889573097229"
"73700","8.354008674621582","8.354008674621582","8.354008674621582"
"73800","8.335913157463073","8.335913157463073","8.335913157463073"
"73900","8.393210401535034","8.393210401535034","8.393210401535034"
"74000","8.405255832672118","8.405255832672118","8.405255832672118"
"74100","8.33912163734436","8.33912163734436","8.33912163734436"
"74200","8.410870490074158","8.410870490074158","8.410870490074158"
"74300","8.323377385139466","8.323377385139466","8.323377385139466"
"74400","8.393726425170899","8.393726425170899","8.393726425170899"
"74500","8.360005698204041","8.360005698204041","8.360005698204041"
"74600","8.319004130363464","8.319004130363464","8.319004130363464"
"74700","8.34216230392456","8.34216230392456","8.34216230392456"
"74800","8.33604169845581","8.33604169845581","8.33604169845581"
"74900","8.319677319526672","8.319677319526672","8.319677319526672"
"75000","8.3527365732193","8.3527365732193","8.3527365732193"
"75100","8.26157600402832","8.26157600402832","8.26157600402832"
"75200","8.318235673904418","8.318235673904418","8.318235673904418"
"75300","8.316654334068298","8.316654334068298","8.316654334068298"
"75400","8.252621455192566","8.252621455192566","8.252621455192566"
"75500","8.360572600364685","8.360572600364685","8.360572600364685"
"75600","8.293904647827148","8.293904647827148","8.293904647827148"
"75700","8.288197660446167","8.288197660446167","8.288197660446167"
"75800","8.219219331741334","8.219219331741334","8.219219331741334"
"75900","8.180947027206422","8.180947027206422","8.180947027206422"
"76000","8.29039783000946","8.29039783000946","8.29039783000946"
"76100","8.267761125564576","8.267761125564576","8.267761125564576"
"76200","8.26886109828949","8.26886109828949","8.26886109828949"
"76300","8.265657906532288","8.265657906532288","8.265657906532288"
"76400","8.325199484825134","8.325199484825134","8.325199484825134"
"76500","8.260970220565795","8.260970220565795","8.260970220565795"
"76600","8.291143879890441","8.291143879890441","8.291143879890441"
"76700","8.21727448940277","8.21727448940277","8.21727448940277"
"76800","8.242816677093506","8.242816677093506","8.242816677093506"
"76900","8.197139630317688","8.197139630317688","8.197139630317688"
"77000","8.162477087974548","8.162477087974548","8.162477087974548"
"77100","8.197350664138794","8.197350664138794","8.197350664138794"
"77200","8.215218739509583","8.215218739509583","8.215218739509583"
"77300","8.173014087677002","8.173014087677002","8.173014087677002"
"77400","8.18898874282837","8.18898874282837","8.18898874282837"
"77500","8.268739476203919","8.268739476203919","8.268739476203919"
"77600","8.146073093414307","8.146073093414307","8.146073093414307"
"77700","8.208743529319763","8.208743529319763","8.208743529319763"
"77800","8.187291707992554","8.187291707992554","8.187291707992554"
"77900","8.192817611694336","8.192817611694336","8.192817611694336"
"78000","8.190029296875","8.190029296875","8.190029296875"
"78100","8.101166157722473","8.101166157722473","8.101166157722473"
"78200","8.138562517166138","8.138562517166138","8.138562517166138"
"78300","8.162393922805785","8.162393922805785","8.162393922805785"
"78400","8.111033782958984","8.111033782958984","8.111033782958984"
"78500","8.123050718307494","8.123050718307494","8.123050718307494"
"78600","8.113455276489258","8.113455276489258","8.113455276489258"
"78700","8.110101747512818","8.110101747512818","8.110101747512818"
"78800","8.139505858421325","8.139505858421325","8.139505858421325"
"78900","8.139071459770202","8.139071459770202","8.139071459770202"
"79000","8.121841745376587","8.121841745376587","8.121841745376587"
"79100","8.055725021362305","8.055725021362305","8.055725021362305"
"79200","8.183682708740234","8.183682708740234","8.183682708740234"
"79300","8.082507648468017","8.082507648468017","8.082507648468017"
"79400","8.069224815368653","8.069224815368653","8.069224815368653"
"79500","8.05350483417511","8.05350483417511","8.05350483417511"
"79600","8.042456393241883","8.042456393241883","8.042456393241883"
"79700","8.051680769920349","8.051680769920349","8.051680769920349"
"79800","8.117457027435302","8.117457027435302","8.117457027435302"
"79900","8.025685968399047","8.025685968399047","8.025685968399047"
"80000","8.023642325401307","8.023642325401307","8.023642325401307"
"80100","8.05116147518158","8.05116147518158","8.05116147518158"
"80200","8.10307722568512","8.10307722568512","8.10307722568512"
"80300","8.030944085121154","8.030944085121154","8.030944085121154"
"80400","8.03444031715393","8.03444031715393","8.03444031715393"
"80500","8.008512239456177","8.008512239456177","8.008512239456177"
"80600","8.024172253608704","8.024172253608704","8.024172253608704"
"80700","7.948955793380737","7.948955793380737","7.948955793380737"
"80800","8.005263814926147","8.005263814926147","8.005263814926147"
"80900","8.0127428150177","8.0127428150177","8.0127428150177"
"81000","7.994821352958679","7.994821352958679","7.994821352958679"
"81100","7.9965198659896854","7.9965198659896854","7.9965198659896854"
"81200","7.9576712369918825","7.9576712369918825","7.9576712369918825"
"81300","7.9946079921722415","7.9946079921722415","7.9946079921722415"
"81400","7.963911843299866","7.963911843299866","7.963911843299866"
"81500","8.040415201187134","8.040415201187134","8.040415201187134"
"81600","7.923901805877685","7.923901805877685","7.923901805877685"
"81700","7.944879078865052","7.944879078865052","7.944879078865052"
"81800","7.949549770355224","7.949549770355224","7.949549770355224"
"81900","7.954621186256409","7.954621186256409","7.954621186256409"
"82000","7.918049187660217","7.918049187660217","7.918049187660217"
"82100","7.933612284660339","7.933612284660339","7.933612284660339"
"82200","7.9390105676651","7.9390105676651","7.9390105676651"
"82300","7.931395783424377","7.931395783424377","7.931395783424377"
"82400","7.941966891288757","7.941966891288757","7.941966891288757"
"82500","7.88707941532135","7.88707941532135","7.88707941532135"
"82600","7.891341218948364","7.891341218948364","7.891341218948364"
"82700","7.857060441970825","7.857060441970825","7.857060441970825"
"82800","7.934979662895203","7.934979662895203","7.934979662895203"
"82900","7.865706443786621","7.865706443786621","7.865706443786621"
"83000","7.901104230880737","7.901104230880737","7.901104230880737"
"83100","7.886179375648498","7.886179375648498","7.886179375648498"
"83200","7.898161377906799","7.898161377906799","7.898161377906799"
"83300","7.872037076950074","7.872037076950074","7.872037076950074"
"83400","7.819592294692993","7.819592294692993","7.819592294692993"
"83500","7.791298089027404","7.791298089027404","7.791298089027404"
"83600","7.900334529876709","7.900334529876709","7.900334529876709"
"83700","7.831765213012695","7.831765213012695","7.831765213012695"
"83800","7.8497166204452515","7.8497166204452515","7.8497166204452515"
"83900","7.813206071853638","7.813206071853638","7.813206071853638"
"84000","7.780928454399109","7.780928454399109","7.780928454399109"
"84100","7.803533821105957","7.803533821105957","7.803533821105957"
"84200","7.805044493675232","7.805044493675232","7.805044493675232"
"84300","7.816398396492004","7.816398396492004","7.816398396492004"
"84400","7.895218558311463","7.895218558311463","7.895218558311463"
"84500","7.764824347496033","7.764824347496033","7.764824347496033"
"84600","7.84382664680481","7.84382664680481","7.84382664680481"
"84700","7.7521391773223876","7.7521391773223876","7.7521391773223876"
"84800","7.811776690483093","7.811776690483093","7.811776690483093"
"84900","7.781181764602661","7.781181764602661","7.781181764602661"
"85000","7.797917017936706","7.797917017936706","7.797917017936706"
"85100","7.6983327293396","7.6983327293396","7.6983327293396"
"85200","7.709650664329529","7.709650664329529","7.709650664329529"
"85300","7.742215914726257","7.742215914726257","7.742215914726257"
"85400","7.821631965637207","7.821631965637207","7.821631965637207"
"85500","7.696872272491455","7.696872272491455","7.696872272491455"
"85600","7.70435022354126","7.70435022354126","7.70435022354126"
"85700","7.733949036598205","7.733949036598205","7.733949036598205"
"85800","7.716958727836609","7.716958727836609","7.716958727836609"
"85900","7.659225430488586","7.659225430488586","7.659225430488586"
"86000","7.677132716178894","7.677132716178894","7.677132716178894"
"86100","7.686894636154175","7.686894636154175","7.686894636154175"
"86200","7.684356427192688","7.684356427192688","7.684356427192688"
"86300","7.6400133323669435","7.6400133323669435","7.6400133323669435"
"86400","7.649159269332886","7.649159269332886","7.649159269332886"
"86500","7.649990921020508","7.649990921020508","7.649990921020508"
"86600","7.649824910163879","7.649824910163879","7.649824910163879"
"86700","7.616901392936707","7.616901392936707","7.616901392936707"
"86800","7.6511967706680295","7.6511967706680295","7.6511967706680295"
"86900","7.646986784934998","7.646986784934998","7.646986784934998"
"87000","7.6073313903808595","7.6073313903808595","7.6073313903808595"
"87100","7.669135432243348","7.669135432243348","7.669135432243348"
"87200","7.56937894821167","7.56937894821167","7.56937894821167"
"87300","7.638919167518615","7.638919167518615","7.638919167518615"
"87400","7.642758464813232","7.642758464813232","7.642758464813232"
"87500","7.588344893455505","7.588344893455505","7.588344893455505"
"87600","7.619555239677429","7.619555239677429","7.619555239677429"
"87700","7.590421538352967","7.590421538352967","7.590421538352967"
"87800","7.58309202671051","7.58309202671051","7.58309202671051"
