"Step","plain_addition_medium_decoder_0 - train_loss","plain_addition_medium_decoder_0 - train_loss__MIN","plain_addition_medium_decoder_0 - train_loss__MAX"
"34","1.9928715229034424","1.9928715229034424","1.9928715229034424"
"35","2.0066075325012207","2.0066075325012207","2.0066075325012207"
"36","1.9592726230621338","1.9592726230621338","1.9592726230621338"
"37","1.9627668857574463","1.9627668857574463","1.9627668857574463"
"38","1.9624487161636353","1.9624487161636353","1.9624487161636353"
"39","1.9253456592559814","1.9253456592559814","1.9253456592559814"
"40","1.9525463581085205","1.9525463581085205","1.9525463581085205"
"41","1.9290615320205688","1.9290615320205688","1.9290615320205688"
"42","1.9198614358901978","1.9198614358901978","1.9198614358901978"
"43","1.9278327226638794","1.9278327226638794","1.9278327226638794"
"44","1.8986388444900513","1.8986388444900513","1.8986388444900513"
"45","1.923520565032959","1.923520565032959","1.923520565032959"
"46","1.8685905933380127","1.8685905933380127","1.8685905933380127"
"47","1.8505709171295166","1.8505709171295166","1.8505709171295166"
"48","1.8921329975128174","1.8921329975128174","1.8921329975128174"
"49","1.9443506002426147","1.9443506002426147","1.9443506002426147"
"50","2.0463783740997314","2.0463783740997314","2.0463783740997314"
"51","1.9831342697143555","1.9831342697143555","1.9831342697143555"
"52","2.042482614517212","2.042482614517212","2.042482614517212"
"53","1.982670545578003","1.982670545578003","1.982670545578003"
"54","1.9296824932098389","1.9296824932098389","1.9296824932098389"
"55","1.8991999626159668","1.8991999626159668","1.8991999626159668"
"56","1.8868948221206665","1.8868948221206665","1.8868948221206665"
"57","1.9001308679580688","1.9001308679580688","1.9001308679580688"
"58","1.8957691192626953","1.8957691192626953","1.8957691192626953"
"59","1.882622480392456","1.882622480392456","1.882622480392456"
"60","1.8570573329925537","1.8570573329925537","1.8570573329925537"
"61","1.8344124555587769","1.8344124555587769","1.8344124555587769"
"62","1.8384528160095215","1.8384528160095215","1.8384528160095215"
"63","1.8122961521148682","1.8122961521148682","1.8122961521148682"
"64","1.801505208015442","1.801505208015442","1.801505208015442"
"65","1.7899433374404907","1.7899433374404907","1.7899433374404907"
"66","1.7805200815200806","1.7805200815200806","1.7805200815200806"
"67","1.7675755023956299","1.7675755023956299","1.7675755023956299"
"68","1.8013252019882202","1.8013252019882202","1.8013252019882202"
"69","1.8003723621368408","1.8003723621368408","1.8003723621368408"
"70","1.765830397605896","1.765830397605896","1.765830397605896"
"71","1.7369985580444336","1.7369985580444336","1.7369985580444336"
"72","1.7514160871505737","1.7514160871505737","1.7514160871505737"
"73","1.753574013710022","1.753574013710022","1.753574013710022"
"74","1.7132906913757324","1.7132906913757324","1.7132906913757324"
"75","1.7075960636138916","1.7075960636138916","1.7075960636138916"
"76","1.712956190109253","1.712956190109253","1.712956190109253"
"77","1.7053444385528564","1.7053444385528564","1.7053444385528564"
"78","1.6549835205078125","1.6549835205078125","1.6549835205078125"
"79","1.6924036741256714","1.6924036741256714","1.6924036741256714"
"80","1.6754069328308105","1.6754069328308105","1.6754069328308105"
"81","1.661491870880127","1.661491870880127","1.661491870880127"
"82","1.6826757192611694","1.6826757192611694","1.6826757192611694"
"83","1.6630781888961792","1.6630781888961792","1.6630781888961792"
"84","1.6417020559310913","1.6417020559310913","1.6417020559310913"
"85","1.6376264095306396","1.6376264095306396","1.6376264095306396"
"86","1.660007357597351","1.660007357597351","1.660007357597351"
"87","1.6441981792449951","1.6441981792449951","1.6441981792449951"
"88","1.6339225769042969","1.6339225769042969","1.6339225769042969"
"89","1.6380139589309692","1.6380139589309692","1.6380139589309692"
"90","1.6236023902893066","1.6236023902893066","1.6236023902893066"
"91","1.6296557188034058","1.6296557188034058","1.6296557188034058"
"92","1.632381796836853","1.632381796836853","1.632381796836853"
"93","1.5964969396591187","1.5964969396591187","1.5964969396591187"
"94","1.6249843835830688","1.6249843835830688","1.6249843835830688"
"95","1.6118162870407104","1.6118162870407104","1.6118162870407104"
"96","1.6104954481124878","1.6104954481124878","1.6104954481124878"
"97","1.6046266555786133","1.6046266555786133","1.6046266555786133"
"98","1.5943905115127563","1.5943905115127563","1.5943905115127563"
"99","1.5793499946594238","1.5793499946594238","1.5793499946594238"
"100","1.5904890298843384","1.5904890298843384","1.5904890298843384"
"101","1.6241872310638428","1.6241872310638428","1.6241872310638428"
"102","1.6477409601211548","1.6477409601211548","1.6477409601211548"
"103","1.5724995136260986","1.5724995136260986","1.5724995136260986"
"104","1.583931565284729","1.583931565284729","1.583931565284729"
"105","1.606652021408081","1.606652021408081","1.606652021408081"
"106","1.6035326719284058","1.6035326719284058","1.6035326719284058"
"107","1.5867117643356323","1.5867117643356323","1.5867117643356323"
"108","1.601738452911377","1.601738452911377","1.601738452911377"
"109","1.5974280834197998","1.5974280834197998","1.5974280834197998"
"110","1.6025184392929077","1.6025184392929077","1.6025184392929077"
"111","1.5997806787490845","1.5997806787490845","1.5997806787490845"
"112","1.5964242219924927","1.5964242219924927","1.5964242219924927"
"113","1.5845413208007812","1.5845413208007812","1.5845413208007812"
"114","1.5783977508544922","1.5783977508544922","1.5783977508544922"
"115","1.568989872932434","1.568989872932434","1.568989872932434"
"116","1.557551383972168","1.557551383972168","1.557551383972168"
"117","1.5687888860702515","1.5687888860702515","1.5687888860702515"
"118","1.5610769987106323","1.5610769987106323","1.5610769987106323"
"119","1.5539568662643433","1.5539568662643433","1.5539568662643433"
"120","1.5683972835540771","1.5683972835540771","1.5683972835540771"
"121","1.5643147230148315","1.5643147230148315","1.5643147230148315"
"122","1.5333003997802734","1.5333003997802734","1.5333003997802734"
"123","1.5572338104248047","1.5572338104248047","1.5572338104248047"
"124","1.5289413928985596","1.5289413928985596","1.5289413928985596"
"125","1.5527206659317017","1.5527206659317017","1.5527206659317017"
"126","1.564249038696289","1.564249038696289","1.564249038696289"
"127","1.5560922622680664","1.5560922622680664","1.5560922622680664"
"128","1.5715477466583252","1.5715477466583252","1.5715477466583252"
"129","1.5494859218597412","1.5494859218597412","1.5494859218597412"
"130","1.5407158136367798","1.5407158136367798","1.5407158136367798"
"131","1.5353498458862305","1.5353498458862305","1.5353498458862305"
"132","1.5333024263381958","1.5333024263381958","1.5333024263381958"
"133","1.5349231958389282","1.5349231958389282","1.5349231958389282"
"134","1.5470203161239624","1.5470203161239624","1.5470203161239624"
"135","1.5381574630737305","1.5381574630737305","1.5381574630737305"
"136","1.5426758527755737","1.5426758527755737","1.5426758527755737"
"137","1.5393121242523193","1.5393121242523193","1.5393121242523193"
"138","1.5056623220443726","1.5056623220443726","1.5056623220443726"
"139","1.5391088724136353","1.5391088724136353","1.5391088724136353"
"140","1.5439475774765015","1.5439475774765015","1.5439475774765015"
"141","1.5116525888442993","1.5116525888442993","1.5116525888442993"
"142","1.5331485271453857","1.5331485271453857","1.5331485271453857"
"143","1.5417906045913696","1.5417906045913696","1.5417906045913696"
"144","1.5310754776000977","1.5310754776000977","1.5310754776000977"
"145","1.5294774770736694","1.5294774770736694","1.5294774770736694"
"146","1.538895845413208","1.538895845413208","1.538895845413208"
"147","1.5353468656539917","1.5353468656539917","1.5353468656539917"
"148","1.5563563108444214","1.5563563108444214","1.5563563108444214"
"149","1.5113606452941895","1.5113606452941895","1.5113606452941895"
"150","1.526925802230835","1.526925802230835","1.526925802230835"
"151","1.5461856126785278","1.5461856126785278","1.5461856126785278"
"152","1.5159333944320679","1.5159333944320679","1.5159333944320679"
"153","1.5245329141616821","1.5245329141616821","1.5245329141616821"
"154","1.5363433361053467","1.5363433361053467","1.5363433361053467"
"155","1.530903935432434","1.530903935432434","1.530903935432434"
"156","1.511554479598999","1.511554479598999","1.511554479598999"
"157","1.53778874874115","1.53778874874115","1.53778874874115"
"158","1.5166915655136108","1.5166915655136108","1.5166915655136108"
"159","1.5096508264541626","1.5096508264541626","1.5096508264541626"
"160","1.5038487911224365","1.5038487911224365","1.5038487911224365"
"161","1.5341272354125977","1.5341272354125977","1.5341272354125977"
"162","1.5118582248687744","1.5118582248687744","1.5118582248687744"
"163","1.5226542949676514","1.5226542949676514","1.5226542949676514"
"164","1.5239579677581787","1.5239579677581787","1.5239579677581787"
"165","1.5173720121383667","1.5173720121383667","1.5173720121383667"
"166","1.5198414325714111","1.5198414325714111","1.5198414325714111"
"167","1.5146061182022095","1.5146061182022095","1.5146061182022095"
"168","1.53250253200531","1.53250253200531","1.53250253200531"
"169","1.5230261087417603","1.5230261087417603","1.5230261087417603"
"170","1.5184383392333984","1.5184383392333984","1.5184383392333984"
"171","1.5461344718933105","1.5461344718933105","1.5461344718933105"
"172","1.5305384397506714","1.5305384397506714","1.5305384397506714"
"173","1.5231105089187622","1.5231105089187622","1.5231105089187622"
"174","1.4966645240783691","1.4966645240783691","1.4966645240783691"
"175","1.5255964994430542","1.5255964994430542","1.5255964994430542"
"176","1.5240923166275024","1.5240923166275024","1.5240923166275024"
"177","1.5088773965835571","1.5088773965835571","1.5088773965835571"
"178","1.5041325092315674","1.5041325092315674","1.5041325092315674"
"179","1.5246018171310425","1.5246018171310425","1.5246018171310425"
"180","1.5187304019927979","1.5187304019927979","1.5187304019927979"
"181","1.532235860824585","1.532235860824585","1.532235860824585"
"182","1.5199671983718872","1.5199671983718872","1.5199671983718872"
"183","1.5133099555969238","1.5133099555969238","1.5133099555969238"
"184","1.523775577545166","1.523775577545166","1.523775577545166"
"185","1.5034621953964233","1.5034621953964233","1.5034621953964233"
"186","1.5132818222045898","1.5132818222045898","1.5132818222045898"
"187","1.5254108905792236","1.5254108905792236","1.5254108905792236"
"188","1.5031617879867554","1.5031617879867554","1.5031617879867554"
"189","1.492700457572937","1.492700457572937","1.492700457572937"
"190","1.513460636138916","1.513460636138916","1.513460636138916"
"191","1.4952914714813232","1.4952914714813232","1.4952914714813232"
"192","1.5040713548660278","1.5040713548660278","1.5040713548660278"
"193","1.5145177841186523","1.5145177841186523","1.5145177841186523"
"194","1.5222352743148804","1.5222352743148804","1.5222352743148804"
"195","1.5035295486450195","1.5035295486450195","1.5035295486450195"
"196","1.5109797716140747","1.5109797716140747","1.5109797716140747"
"197","1.5307338237762451","1.5307338237762451","1.5307338237762451"
"198","1.4983874559402466","1.4983874559402466","1.4983874559402466"
"199","1.5206149816513062","1.5206149816513062","1.5206149816513062"
"200","1.530842661857605","1.530842661857605","1.530842661857605"
"201","1.5199865102767944","1.5199865102767944","1.5199865102767944"
"202","1.5172901153564453","1.5172901153564453","1.5172901153564453"
"203","1.5109556913375854","1.5109556913375854","1.5109556913375854"
"204","1.5022485256195068","1.5022485256195068","1.5022485256195068"
"205","1.5039267539978027","1.5039267539978027","1.5039267539978027"
"206","1.494612455368042","1.494612455368042","1.494612455368042"
"207","1.5262869596481323","1.5262869596481323","1.5262869596481323"
"208","1.51462721824646","1.51462721824646","1.51462721824646"
"209","1.5191737413406372","1.5191737413406372","1.5191737413406372"
"210","1.4735599756240845","1.4735599756240845","1.4735599756240845"
"211","1.5180060863494873","1.5180060863494873","1.5180060863494873"
"212","1.5066009759902954","1.5066009759902954","1.5066009759902954"
"213","1.4840977191925049","1.4840977191925049","1.4840977191925049"
"214","1.5025842189788818","1.5025842189788818","1.5025842189788818"
"215","1.4919313192367554","1.4919313192367554","1.4919313192367554"
"216","1.5018583536148071","1.5018583536148071","1.5018583536148071"
"217","1.4915037155151367","1.4915037155151367","1.4915037155151367"
"218","1.5081725120544434","1.5081725120544434","1.5081725120544434"
"219","1.475374698638916","1.475374698638916","1.475374698638916"
"220","1.49525785446167","1.49525785446167","1.49525785446167"
"221","1.5164611339569092","1.5164611339569092","1.5164611339569092"
"222","1.4790781736373901","1.4790781736373901","1.4790781736373901"
"223","1.497236728668213","1.497236728668213","1.497236728668213"
"224","1.4811795949935913","1.4811795949935913","1.4811795949935913"
"225","1.5028759241104126","1.5028759241104126","1.5028759241104126"
"226","1.45889151096344","1.45889151096344","1.45889151096344"
"227","1.514694333076477","1.514694333076477","1.514694333076477"
"228","1.4968540668487549","1.4968540668487549","1.4968540668487549"
"229","1.4897652864456177","1.4897652864456177","1.4897652864456177"
"230","1.4970030784606934","1.4970030784606934","1.4970030784606934"
"231","1.497538447380066","1.497538447380066","1.497538447380066"
"232","1.5053026676177979","1.5053026676177979","1.5053026676177979"
"233","1.500436544418335","1.500436544418335","1.500436544418335"
"234","1.4972208738327026","1.4972208738327026","1.4972208738327026"
"235","1.5196330547332764","1.5196330547332764","1.5196330547332764"
"236","1.5039918422698975","1.5039918422698975","1.5039918422698975"
"237","1.5299854278564453","1.5299854278564453","1.5299854278564453"
"238","1.4994096755981445","1.4994096755981445","1.4994096755981445"
"239","1.5102713108062744","1.5102713108062744","1.5102713108062744"
"240","1.5060536861419678","1.5060536861419678","1.5060536861419678"
"241","1.4939510822296143","1.4939510822296143","1.4939510822296143"
"242","1.5205250978469849","1.5205250978469849","1.5205250978469849"
"243","1.508431077003479","1.508431077003479","1.508431077003479"
"244","1.5003702640533447","1.5003702640533447","1.5003702640533447"
"245","1.4921669960021973","1.4921669960021973","1.4921669960021973"
"246","1.5066821575164795","1.5066821575164795","1.5066821575164795"
"247","1.4887521266937256","1.4887521266937256","1.4887521266937256"
"248","1.500522494316101","1.500522494316101","1.500522494316101"
"249","1.504054307937622","1.504054307937622","1.504054307937622"
"250","1.5011279582977295","1.5011279582977295","1.5011279582977295"
"251","1.5131714344024658","1.5131714344024658","1.5131714344024658"
"252","1.507939338684082","1.507939338684082","1.507939338684082"
"253","1.4936238527297974","1.4936238527297974","1.4936238527297974"
"254","1.507609248161316","1.507609248161316","1.507609248161316"
"255","1.4886385202407837","1.4886385202407837","1.4886385202407837"
"256","1.5033878087997437","1.5033878087997437","1.5033878087997437"
"257","1.5112687349319458","1.5112687349319458","1.5112687349319458"
"258","1.506046175956726","1.506046175956726","1.506046175956726"
"259","1.5127661228179932","1.5127661228179932","1.5127661228179932"
"260","1.506584644317627","1.506584644317627","1.506584644317627"
"261","1.50057053565979","1.50057053565979","1.50057053565979"
"262","1.513273000717163","1.513273000717163","1.513273000717163"
"263","1.4863641262054443","1.4863641262054443","1.4863641262054443"
"264","1.479590892791748","1.479590892791748","1.479590892791748"
"265","1.5028948783874512","1.5028948783874512","1.5028948783874512"
"266","1.4941891431808472","1.4941891431808472","1.4941891431808472"
"267","1.5020757913589478","1.5020757913589478","1.5020757913589478"
"268","1.5069252252578735","1.5069252252578735","1.5069252252578735"
"269","1.5002785921096802","1.5002785921096802","1.5002785921096802"
"270","1.48873770236969","1.48873770236969","1.48873770236969"
"271","1.4863280057907104","1.4863280057907104","1.4863280057907104"
"272","1.484190821647644","1.484190821647644","1.484190821647644"
"273","1.4992036819458008","1.4992036819458008","1.4992036819458008"
"274","1.496980905532837","1.496980905532837","1.496980905532837"
"275","1.48720121383667","1.48720121383667","1.48720121383667"
"276","1.498741626739502","1.498741626739502","1.498741626739502"
"277","1.4864096641540527","1.4864096641540527","1.4864096641540527"
"278","1.5095021724700928","1.5095021724700928","1.5095021724700928"
"279","1.5395898818969727","1.5395898818969727","1.5395898818969727"
"280","1.523586392402649","1.523586392402649","1.523586392402649"
"281","1.4928839206695557","1.4928839206695557","1.4928839206695557"
"282","1.5115246772766113","1.5115246772766113","1.5115246772766113"
"283","1.5294195413589478","1.5294195413589478","1.5294195413589478"
"284","1.5233845710754395","1.5233845710754395","1.5233845710754395"
"285","1.4993942975997925","1.4993942975997925","1.4993942975997925"
"286","1.5066542625427246","1.5066542625427246","1.5066542625427246"
"287","1.530080795288086","1.530080795288086","1.530080795288086"
"288","1.5625783205032349","1.5625783205032349","1.5625783205032349"
"289","1.5037288665771484","1.5037288665771484","1.5037288665771484"
"290","1.5193126201629639","1.5193126201629639","1.5193126201629639"
"291","1.517674446105957","1.517674446105957","1.517674446105957"
"292","1.5153217315673828","1.5153217315673828","1.5153217315673828"
"293","1.4980242252349854","1.4980242252349854","1.4980242252349854"
"294","1.5207370519638062","1.5207370519638062","1.5207370519638062"
"295","1.4980990886688232","1.4980990886688232","1.4980990886688232"
"296","1.5047645568847656","1.5047645568847656","1.5047645568847656"
"297","1.4884321689605713","1.4884321689605713","1.4884321689605713"
"298","1.5031529664993286","1.5031529664993286","1.5031529664993286"
"299","1.5169296264648438","1.5169296264648438","1.5169296264648438"
"300","1.4962284564971924","1.4962284564971924","1.4962284564971924"
"301","1.4911577701568604","1.4911577701568604","1.4911577701568604"
"302","1.5040076971054077","1.5040076971054077","1.5040076971054077"
"303","1.4892607927322388","1.4892607927322388","1.4892607927322388"
"304","1.4967780113220215","1.4967780113220215","1.4967780113220215"
"305","1.4978564977645874","1.4978564977645874","1.4978564977645874"
"306","1.503936529159546","1.503936529159546","1.503936529159546"
"307","1.5021657943725586","1.5021657943725586","1.5021657943725586"
"308","1.503853440284729","1.503853440284729","1.503853440284729"
"309","1.4704720973968506","1.4704720973968506","1.4704720973968506"
"310","1.484069585800171","1.484069585800171","1.484069585800171"
"311","1.4915146827697754","1.4915146827697754","1.4915146827697754"
"312","1.4881938695907593","1.4881938695907593","1.4881938695907593"
"313","1.4857345819473267","1.4857345819473267","1.4857345819473267"
"314","1.456149697303772","1.456149697303772","1.456149697303772"
"315","1.4820867776870728","1.4820867776870728","1.4820867776870728"
"316","1.4666903018951416","1.4666903018951416","1.4666903018951416"
"317","1.492313265800476","1.492313265800476","1.492313265800476"
"318","1.456640601158142","1.456640601158142","1.456640601158142"
"319","1.4771145582199097","1.4771145582199097","1.4771145582199097"
"320","1.4858207702636719","1.4858207702636719","1.4858207702636719"
"321","1.4891663789749146","1.4891663789749146","1.4891663789749146"
"322","1.4920220375061035","1.4920220375061035","1.4920220375061035"
"323","1.4695631265640259","1.4695631265640259","1.4695631265640259"
"324","1.5004721879959106","1.5004721879959106","1.5004721879959106"
"325","1.477007269859314","1.477007269859314","1.477007269859314"
"326","1.489532232284546","1.489532232284546","1.489532232284546"
"327","1.498205542564392","1.498205542564392","1.498205542564392"
"328","1.4876765012741089","1.4876765012741089","1.4876765012741089"
"329","1.466981291770935","1.466981291770935","1.466981291770935"
"330","1.4791109561920166","1.4791109561920166","1.4791109561920166"
"331","1.4766008853912354","1.4766008853912354","1.4766008853912354"
"332","1.4970091581344604","1.4970091581344604","1.4970091581344604"
"333","1.4774295091629028","1.4774295091629028","1.4774295091629028"
"334","1.4400877952575684","1.4400877952575684","1.4400877952575684"
"335","1.4490844011306763","1.4490844011306763","1.4490844011306763"
"336","1.487382173538208","1.487382173538208","1.487382173538208"
"337","1.4737330675125122","1.4737330675125122","1.4737330675125122"
"338","1.485358476638794","1.485358476638794","1.485358476638794"
"339","1.4749324321746826","1.4749324321746826","1.4749324321746826"
"340","1.4729636907577515","1.4729636907577515","1.4729636907577515"
"341","1.4651671648025513","1.4651671648025513","1.4651671648025513"
"342","1.4886640310287476","1.4886640310287476","1.4886640310287476"
"343","1.483534574508667","1.483534574508667","1.483534574508667"
"344","1.487152099609375","1.487152099609375","1.487152099609375"
"345","1.4804623126983643","1.4804623126983643","1.4804623126983643"
"346","1.4530494213104248","1.4530494213104248","1.4530494213104248"
"347","1.4522112607955933","1.4522112607955933","1.4522112607955933"
"348","1.476848840713501","1.476848840713501","1.476848840713501"
"349","1.4724376201629639","1.4724376201629639","1.4724376201629639"
"350","1.4732298851013184","1.4732298851013184","1.4732298851013184"
"351","1.4790159463882446","1.4790159463882446","1.4790159463882446"
"352","1.4870901107788086","1.4870901107788086","1.4870901107788086"
"353","1.4711599349975586","1.4711599349975586","1.4711599349975586"
"354","1.476015567779541","1.476015567779541","1.476015567779541"
"355","1.4880324602127075","1.4880324602127075","1.4880324602127075"
"356","1.4863877296447754","1.4863877296447754","1.4863877296447754"
"357","1.468346118927002","1.468346118927002","1.468346118927002"
"358","1.4716031551361084","1.4716031551361084","1.4716031551361084"
"359","1.4728469848632812","1.4728469848632812","1.4728469848632812"
"360","1.45932936668396","1.45932936668396","1.45932936668396"
"361","1.4792863130569458","1.4792863130569458","1.4792863130569458"
"362","1.4903594255447388","1.4903594255447388","1.4903594255447388"
"363","1.4835916757583618","1.4835916757583618","1.4835916757583618"
"364","1.4590275287628174","1.4590275287628174","1.4590275287628174"
"365","1.4503661394119263","1.4503661394119263","1.4503661394119263"
"366","1.5053560733795166","1.5053560733795166","1.5053560733795166"
"367","1.532726764678955","1.532726764678955","1.532726764678955"
"368","1.5046443939208984","1.5046443939208984","1.5046443939208984"
"369","1.503623604774475","1.503623604774475","1.503623604774475"
"370","1.5416054725646973","1.5416054725646973","1.5416054725646973"
"371","1.4590178728103638","1.4590178728103638","1.4590178728103638"
"372","1.53140389919281","1.53140389919281","1.53140389919281"
"373","1.4738152027130127","1.4738152027130127","1.4738152027130127"
"374","1.52312171459198","1.52312171459198","1.52312171459198"
"375","1.5183826684951782","1.5183826684951782","1.5183826684951782"
"376","1.5252413749694824","1.5252413749694824","1.5252413749694824"
"377","1.4966742992401123","1.4966742992401123","1.4966742992401123"
"378","1.5073660612106323","1.5073660612106323","1.5073660612106323"
"379","1.4933207035064697","1.4933207035064697","1.4933207035064697"
"380","1.491034746170044","1.491034746170044","1.491034746170044"
"381","1.4599297046661377","1.4599297046661377","1.4599297046661377"
"382","1.4874365329742432","1.4874365329742432","1.4874365329742432"
"383","1.5025053024291992","1.5025053024291992","1.5025053024291992"
"384","1.4832344055175781","1.4832344055175781","1.4832344055175781"
"385","1.4893066883087158","1.4893066883087158","1.4893066883087158"
"386","1.5005525350570679","1.5005525350570679","1.5005525350570679"
"387","1.4883638620376587","1.4883638620376587","1.4883638620376587"
"388","1.4681971073150635","1.4681971073150635","1.4681971073150635"
"389","1.4828323125839233","1.4828323125839233","1.4828323125839233"
"390","1.4741531610488892","1.4741531610488892","1.4741531610488892"
"391","1.4763540029525757","1.4763540029525757","1.4763540029525757"
"392","1.484007477760315","1.484007477760315","1.484007477760315"
"393","1.4922332763671875","1.4922332763671875","1.4922332763671875"
"394","1.4837543964385986","1.4837543964385986","1.4837543964385986"
"395","1.4649734497070312","1.4649734497070312","1.4649734497070312"
"396","1.4731147289276123","1.4731147289276123","1.4731147289276123"
"397","1.4877492189407349","1.4877492189407349","1.4877492189407349"
"398","1.4839003086090088","1.4839003086090088","1.4839003086090088"
"399","1.4503103494644165","1.4503103494644165","1.4503103494644165"
"400","1.4671787023544312","1.4671787023544312","1.4671787023544312"
"401","1.4668723344802856","1.4668723344802856","1.4668723344802856"
"402","1.4616191387176514","1.4616191387176514","1.4616191387176514"
"403","1.4700288772583008","1.4700288772583008","1.4700288772583008"
"404","1.467807412147522","1.467807412147522","1.467807412147522"
"405","1.44031822681427","1.44031822681427","1.44031822681427"
"406","1.4653021097183228","1.4653021097183228","1.4653021097183228"
"407","1.462323546409607","1.462323546409607","1.462323546409607"
"408","1.4511003494262695","1.4511003494262695","1.4511003494262695"
"409","1.4657611846923828","1.4657611846923828","1.4657611846923828"
"410","1.445529818534851","1.445529818534851","1.445529818534851"
"411","1.4492733478546143","1.4492733478546143","1.4492733478546143"
"412","1.4629626274108887","1.4629626274108887","1.4629626274108887"
"413","1.4675019979476929","1.4675019979476929","1.4675019979476929"
"414","1.4440319538116455","1.4440319538116455","1.4440319538116455"
"415","1.466924786567688","1.466924786567688","1.466924786567688"
"416","1.4716315269470215","1.4716315269470215","1.4716315269470215"
"417","1.4540927410125732","1.4540927410125732","1.4540927410125732"
"418","1.4747047424316406","1.4747047424316406","1.4747047424316406"
"419","1.438363790512085","1.438363790512085","1.438363790512085"
"420","1.4615222215652466","1.4615222215652466","1.4615222215652466"
"421","1.4458624124526978","1.4458624124526978","1.4458624124526978"
"422","1.4782629013061523","1.4782629013061523","1.4782629013061523"
"423","1.4221887588500977","1.4221887588500977","1.4221887588500977"
"424","1.4675400257110596","1.4675400257110596","1.4675400257110596"
"425","1.4640588760375977","1.4640588760375977","1.4640588760375977"
"426","1.4503241777420044","1.4503241777420044","1.4503241777420044"
"427","1.4699428081512451","1.4699428081512451","1.4699428081512451"
"428","1.4456449747085571","1.4456449747085571","1.4456449747085571"
"429","1.4826406240463257","1.4826406240463257","1.4826406240463257"
"430","1.4641098976135254","1.4641098976135254","1.4641098976135254"
"431","1.4655638933181763","1.4655638933181763","1.4655638933181763"
"432","1.461281180381775","1.461281180381775","1.461281180381775"
"433","1.4584935903549194","1.4584935903549194","1.4584935903549194"
"434","1.4428369998931885","1.4428369998931885","1.4428369998931885"
"435","1.455112099647522","1.455112099647522","1.455112099647522"
"436","1.4480291604995728","1.4480291604995728","1.4480291604995728"
"437","1.4387290477752686","1.4387290477752686","1.4387290477752686"
"438","1.4718656539916992","1.4718656539916992","1.4718656539916992"
"439","1.440678358078003","1.440678358078003","1.440678358078003"
"440","1.4580646753311157","1.4580646753311157","1.4580646753311157"
"441","1.42847740650177","1.42847740650177","1.42847740650177"
"442","1.4490876197814941","1.4490876197814941","1.4490876197814941"
"443","1.4621915817260742","1.4621915817260742","1.4621915817260742"
"444","1.4466370344161987","1.4466370344161987","1.4466370344161987"
"445","1.4446135759353638","1.4446135759353638","1.4446135759353638"
"446","1.4536981582641602","1.4536981582641602","1.4536981582641602"
"447","1.4283087253570557","1.4283087253570557","1.4283087253570557"
"448","1.4398810863494873","1.4398810863494873","1.4398810863494873"
"449","1.4265929460525513","1.4265929460525513","1.4265929460525513"
"450","1.4476354122161865","1.4476354122161865","1.4476354122161865"
"451","1.4307560920715332","1.4307560920715332","1.4307560920715332"
"452","1.4924559593200684","1.4924559593200684","1.4924559593200684"
"453","1.4486697912216187","1.4486697912216187","1.4486697912216187"
"454","1.4417076110839844","1.4417076110839844","1.4417076110839844"
"455","1.4525023698806763","1.4525023698806763","1.4525023698806763"
"456","1.4618712663650513","1.4618712663650513","1.4618712663650513"
