"Step","reversed_addition_medium_decoder_0 - train_loss","reversed_addition_medium_decoder_0 - train_loss__MIN","reversed_addition_medium_decoder_0 - train_loss__MAX"
"49","1.9122252464294434","1.9122252464294434","1.9122252464294434"
"50","1.8592952489852905","1.8592952489852905","1.8592952489852905"
"51","1.8787145614624023","1.8787145614624023","1.8787145614624023"
"52","1.8459166288375854","1.8459166288375854","1.8459166288375854"
"53","1.8700495958328247","1.8700495958328247","1.8700495958328247"
"54","1.8382203578948975","1.8382203578948975","1.8382203578948975"
"55","1.8352222442626953","1.8352222442626953","1.8352222442626953"
"56","1.8289612531661987","1.8289612531661987","1.8289612531661987"
"57","1.809177041053772","1.809177041053772","1.809177041053772"
"58","1.80216383934021","1.80216383934021","1.80216383934021"
"59","1.7737915515899658","1.7737915515899658","1.7737915515899658"
"60","1.7859411239624023","1.7859411239624023","1.7859411239624023"
"61","1.7489441633224487","1.7489441633224487","1.7489441633224487"
"62","1.7550994157791138","1.7550994157791138","1.7550994157791138"
"63","1.7346044778823853","1.7346044778823853","1.7346044778823853"
"64","1.7163461446762085","1.7163461446762085","1.7163461446762085"
"65","1.7254925966262817","1.7254925966262817","1.7254925966262817"
"66","1.7755831480026245","1.7755831480026245","1.7755831480026245"
"67","1.7861037254333496","1.7861037254333496","1.7861037254333496"
"68","1.6961395740509033","1.6961395740509033","1.6961395740509033"
"69","1.7330881357192993","1.7330881357192993","1.7330881357192993"
"70","1.709679126739502","1.709679126739502","1.709679126739502"
"71","1.6832808256149292","1.6832808256149292","1.6832808256149292"
"72","1.6906805038452148","1.6906805038452148","1.6906805038452148"
"73","1.6902928352355957","1.6902928352355957","1.6902928352355957"
"74","1.6526451110839844","1.6526451110839844","1.6526451110839844"
"75","1.662095546722412","1.662095546722412","1.662095546722412"
"76","1.6560150384902954","1.6560150384902954","1.6560150384902954"
"77","1.6422523260116577","1.6422523260116577","1.6422523260116577"
"78","1.613912582397461","1.613912582397461","1.613912582397461"
"79","1.6267120838165283","1.6267120838165283","1.6267120838165283"
"80","1.6293418407440186","1.6293418407440186","1.6293418407440186"
"81","1.6339484453201294","1.6339484453201294","1.6339484453201294"
"82","1.623427152633667","1.623427152633667","1.623427152633667"
"83","1.6071559190750122","1.6071559190750122","1.6071559190750122"
"84","1.5776097774505615","1.5776097774505615","1.5776097774505615"
"85","1.58232581615448","1.58232581615448","1.58232581615448"
"86","1.5953856706619263","1.5953856706619263","1.5953856706619263"
"87","1.6063272953033447","1.6063272953033447","1.6063272953033447"
"88","1.595442771911621","1.595442771911621","1.595442771911621"
"89","1.5923889875411987","1.5923889875411987","1.5923889875411987"
"90","1.581105351448059","1.581105351448059","1.581105351448059"
"91","1.5818309783935547","1.5818309783935547","1.5818309783935547"
"92","1.5904961824417114","1.5904961824417114","1.5904961824417114"
"93","1.5634582042694092","1.5634582042694092","1.5634582042694092"
"94","1.5943810939788818","1.5943810939788818","1.5943810939788818"
"95","1.5734065771102905","1.5734065771102905","1.5734065771102905"
"96","1.572861671447754","1.572861671447754","1.572861671447754"
"97","1.5789778232574463","1.5789778232574463","1.5789778232574463"
"98","1.57030189037323","1.57030189037323","1.57030189037323"
"99","1.5535550117492676","1.5535550117492676","1.5535550117492676"
"100","1.5698258876800537","1.5698258876800537","1.5698258876800537"
"101","1.5734018087387085","1.5734018087387085","1.5734018087387085"
"102","1.5710160732269287","1.5710160732269287","1.5710160732269287"
"103","1.5413280725479126","1.5413280725479126","1.5413280725479126"
"104","1.549857258796692","1.549857258796692","1.549857258796692"
"105","1.5775668621063232","1.5775668621063232","1.5775668621063232"
"106","1.5958378314971924","1.5958378314971924","1.5958378314971924"
"107","1.552040696144104","1.552040696144104","1.552040696144104"
"108","1.5686087608337402","1.5686087608337402","1.5686087608337402"
"109","1.5958398580551147","1.5958398580551147","1.5958398580551147"
"110","1.5799455642700195","1.5799455642700195","1.5799455642700195"
"111","1.5716816186904907","1.5716816186904907","1.5716816186904907"
"112","1.5957425832748413","1.5957425832748413","1.5957425832748413"
"113","1.5843340158462524","1.5843340158462524","1.5843340158462524"
"114","1.576719880104065","1.576719880104065","1.576719880104065"
"115","1.5651817321777344","1.5651817321777344","1.5651817321777344"
"116","1.5601423978805542","1.5601423978805542","1.5601423978805542"
"117","1.5618655681610107","1.5618655681610107","1.5618655681610107"
"118","1.5439411401748657","1.5439411401748657","1.5439411401748657"
"119","1.5585517883300781","1.5585517883300781","1.5585517883300781"
"120","1.5408213138580322","1.5408213138580322","1.5408213138580322"
"121","1.570923089981079","1.570923089981079","1.570923089981079"
"122","1.5273330211639404","1.5273330211639404","1.5273330211639404"
"123","1.5693449974060059","1.5693449974060059","1.5693449974060059"
"124","1.5210683345794678","1.5210683345794678","1.5210683345794678"
"125","1.5534050464630127","1.5534050464630127","1.5534050464630127"
"126","1.5594316720962524","1.5594316720962524","1.5594316720962524"
"127","1.547540307044983","1.547540307044983","1.547540307044983"
"128","1.564849615097046","1.564849615097046","1.564849615097046"
"129","1.548285961151123","1.548285961151123","1.548285961151123"
"130","1.532704472541809","1.532704472541809","1.532704472541809"
"131","1.519907832145691","1.519907832145691","1.519907832145691"
"132","1.5286833047866821","1.5286833047866821","1.5286833047866821"
"133","1.525801420211792","1.525801420211792","1.525801420211792"
"134","1.5367457866668701","1.5367457866668701","1.5367457866668701"
"135","1.537704348564148","1.537704348564148","1.537704348564148"
"136","1.5481702089309692","1.5481702089309692","1.5481702089309692"
"137","1.5419189929962158","1.5419189929962158","1.5419189929962158"
"138","1.5024869441986084","1.5024869441986084","1.5024869441986084"
"139","1.535554051399231","1.535554051399231","1.535554051399231"
"140","1.5283100605010986","1.5283100605010986","1.5283100605010986"
"141","1.5005320310592651","1.5005320310592651","1.5005320310592651"
"142","1.5216745138168335","1.5216745138168335","1.5216745138168335"
"143","1.5231008529663086","1.5231008529663086","1.5231008529663086"
"144","1.5270297527313232","1.5270297527313232","1.5270297527313232"
"145","1.5272108316421509","1.5272108316421509","1.5272108316421509"
"146","1.5911483764648438","1.5911483764648438","1.5911483764648438"
"147","1.576486587524414","1.576486587524414","1.576486587524414"
"148","1.55546236038208","1.55546236038208","1.55546236038208"
"149","1.562940001487732","1.562940001487732","1.562940001487732"
"150","1.530670404434204","1.530670404434204","1.530670404434204"
"151","1.5902060270309448","1.5902060270309448","1.5902060270309448"
"152","1.5445109605789185","1.5445109605789185","1.5445109605789185"
"153","1.5398844480514526","1.5398844480514526","1.5398844480514526"
"154","1.5739972591400146","1.5739972591400146","1.5739972591400146"
"155","1.5490988492965698","1.5490988492965698","1.5490988492965698"
"156","1.672327995300293","1.672327995300293","1.672327995300293"
"157","1.6540141105651855","1.6540141105651855","1.6540141105651855"
"158","1.7145912647247314","1.7145912647247314","1.7145912647247314"
"159","1.585318922996521","1.585318922996521","1.585318922996521"
"160","1.6363376379013062","1.6363376379013062","1.6363376379013062"
"161","1.6317214965820312","1.6317214965820312","1.6317214965820312"
"162","1.5828652381896973","1.5828652381896973","1.5828652381896973"
"163","1.5832465887069702","1.5832465887069702","1.5832465887069702"
"164","1.6085222959518433","1.6085222959518433","1.6085222959518433"
"165","1.592657446861267","1.592657446861267","1.592657446861267"
"166","1.5794655084609985","1.5794655084609985","1.5794655084609985"
"167","1.5918247699737549","1.5918247699737549","1.5918247699737549"
"168","1.5824401378631592","1.5824401378631592","1.5824401378631592"
"169","1.578237533569336","1.578237533569336","1.578237533569336"
"170","1.5665374994277954","1.5665374994277954","1.5665374994277954"
"171","1.5823839902877808","1.5823839902877808","1.5823839902877808"
"172","1.5663609504699707","1.5663609504699707","1.5663609504699707"
"173","1.5559635162353516","1.5559635162353516","1.5559635162353516"
"174","1.5292786359786987","1.5292786359786987","1.5292786359786987"
"175","1.5641067028045654","1.5641067028045654","1.5641067028045654"
"176","1.5564298629760742","1.5564298629760742","1.5564298629760742"
"177","1.533856987953186","1.533856987953186","1.533856987953186"
"178","1.5343037843704224","1.5343037843704224","1.5343037843704224"
"179","1.5450212955474854","1.5450212955474854","1.5450212955474854"
"180","1.5465784072875977","1.5465784072875977","1.5465784072875977"
"181","1.5417160987854004","1.5417160987854004","1.5417160987854004"
"182","1.533111810684204","1.533111810684204","1.533111810684204"
"183","1.5352938175201416","1.5352938175201416","1.5352938175201416"
"184","1.5367127656936646","1.5367127656936646","1.5367127656936646"
"185","1.5237153768539429","1.5237153768539429","1.5237153768539429"
"186","1.5274934768676758","1.5274934768676758","1.5274934768676758"
"187","1.5441949367523193","1.5441949367523193","1.5441949367523193"
"188","1.521968126296997","1.521968126296997","1.521968126296997"
"189","1.5194995403289795","1.5194995403289795","1.5194995403289795"
"190","1.5351382493972778","1.5351382493972778","1.5351382493972778"
"191","1.5096460580825806","1.5096460580825806","1.5096460580825806"
"192","1.5149013996124268","1.5149013996124268","1.5149013996124268"
"193","1.5175061225891113","1.5175061225891113","1.5175061225891113"
"194","1.5310863256454468","1.5310863256454468","1.5310863256454468"
"195","1.516058325767517","1.516058325767517","1.516058325767517"
"196","1.528838872909546","1.528838872909546","1.528838872909546"
"197","1.5284396409988403","1.5284396409988403","1.5284396409988403"
"198","1.5098161697387695","1.5098161697387695","1.5098161697387695"
"199","1.5179433822631836","1.5179433822631836","1.5179433822631836"
"200","1.5402352809906006","1.5402352809906006","1.5402352809906006"
"201","1.541673183441162","1.541673183441162","1.541673183441162"
"202","1.5218396186828613","1.5218396186828613","1.5218396186828613"
"203","1.5185418128967285","1.5185418128967285","1.5185418128967285"
"204","1.5175451040267944","1.5175451040267944","1.5175451040267944"
"205","1.5122286081314087","1.5122286081314087","1.5122286081314087"
"206","1.5155909061431885","1.5155909061431885","1.5155909061431885"
"207","1.5126408338546753","1.5126408338546753","1.5126408338546753"
"208","1.5312221050262451","1.5312221050262451","1.5312221050262451"
"209","1.5244922637939453","1.5244922637939453","1.5244922637939453"
"210","1.4884047508239746","1.4884047508239746","1.4884047508239746"
"211","1.5144915580749512","1.5144915580749512","1.5144915580749512"
"212","1.5222135782241821","1.5222135782241821","1.5222135782241821"
"213","1.4865573644638062","1.4865573644638062","1.4865573644638062"
"214","1.5164234638214111","1.5164234638214111","1.5164234638214111"
"215","1.4995667934417725","1.4995667934417725","1.4995667934417725"
"216","1.5043655633926392","1.5043655633926392","1.5043655633926392"
"217","1.5052415132522583","1.5052415132522583","1.5052415132522583"
"218","1.5138963460922241","1.5138963460922241","1.5138963460922241"
"219","1.4863680601119995","1.4863680601119995","1.4863680601119995"
"220","1.511181116104126","1.511181116104126","1.511181116104126"
"221","1.5210455656051636","1.5210455656051636","1.5210455656051636"
"222","1.4809831380844116","1.4809831380844116","1.4809831380844116"
"223","1.5066287517547607","1.5066287517547607","1.5066287517547607"
"224","1.4849352836608887","1.4849352836608887","1.4849352836608887"
"225","1.5077784061431885","1.5077784061431885","1.5077784061431885"
"226","1.4551339149475098","1.4551339149475098","1.4551339149475098"
"227","1.5163910388946533","1.5163910388946533","1.5163910388946533"
"228","1.5043516159057617","1.5043516159057617","1.5043516159057617"
"229","1.4949616193771362","1.4949616193771362","1.4949616193771362"
"230","1.4915717840194702","1.4915717840194702","1.4915717840194702"
"231","1.500466227531433","1.500466227531433","1.500466227531433"
"232","1.4960618019104004","1.4960618019104004","1.4960618019104004"
"233","1.494641900062561","1.494641900062561","1.494641900062561"
"234","1.4969472885131836","1.4969472885131836","1.4969472885131836"
"235","1.50041925907135","1.50041925907135","1.50041925907135"
"236","1.5011167526245117","1.5011167526245117","1.5011167526245117"
"237","1.5148403644561768","1.5148403644561768","1.5148403644561768"
"238","1.498505711555481","1.498505711555481","1.498505711555481"
"239","1.489563226699829","1.489563226699829","1.489563226699829"
"240","1.5049207210540771","1.5049207210540771","1.5049207210540771"
"241","1.4743444919586182","1.4743444919586182","1.4743444919586182"
"242","1.4981447458267212","1.4981447458267212","1.4981447458267212"
"243","1.511422872543335","1.511422872543335","1.511422872543335"
"244","1.4932223558425903","1.4932223558425903","1.4932223558425903"
"245","1.49442458152771","1.49442458152771","1.49442458152771"
"246","1.4954383373260498","1.4954383373260498","1.4954383373260498"
"247","1.4867351055145264","1.4867351055145264","1.4867351055145264"
"248","1.499824047088623","1.499824047088623","1.499824047088623"
"249","1.4892282485961914","1.4892282485961914","1.4892282485961914"
"250","1.497085690498352","1.497085690498352","1.497085690498352"
"251","1.5097414255142212","1.5097414255142212","1.5097414255142212"
"252","1.508803367614746","1.508803367614746","1.508803367614746"
"253","1.4930970668792725","1.4930970668792725","1.4930970668792725"
"254","1.4977726936340332","1.4977726936340332","1.4977726936340332"
"255","1.4893983602523804","1.4893983602523804","1.4893983602523804"
"256","1.4974461793899536","1.4974461793899536","1.4974461793899536"
"257","1.5198509693145752","1.5198509693145752","1.5198509693145752"
"258","1.5132948160171509","1.5132948160171509","1.5132948160171509"
"259","1.5116651058197021","1.5116651058197021","1.5116651058197021"
"260","1.5020164251327515","1.5020164251327515","1.5020164251327515"
"261","1.5019632577896118","1.5019632577896118","1.5019632577896118"
"262","1.5036375522613525","1.5036375522613525","1.5036375522613525"
"263","1.506052851676941","1.506052851676941","1.506052851676941"
"264","1.4910024404525757","1.4910024404525757","1.4910024404525757"
"265","1.5001609325408936","1.5001609325408936","1.5001609325408936"
"266","1.5004750490188599","1.5004750490188599","1.5004750490188599"
"267","1.5111024379730225","1.5111024379730225","1.5111024379730225"
"268","1.5456804037094116","1.5456804037094116","1.5456804037094116"
"269","1.5343981981277466","1.5343981981277466","1.5343981981277466"
"270","1.4994982481002808","1.4994982481002808","1.4994982481002808"
"271","1.4977760314941406","1.4977760314941406","1.4977760314941406"
"272","1.4966275691986084","1.4966275691986084","1.4966275691986084"
"273","1.5130420923233032","1.5130420923233032","1.5130420923233032"
"274","1.4878610372543335","1.4878610372543335","1.4878610372543335"
"275","1.5016690492630005","1.5016690492630005","1.5016690492630005"
"276","1.4972485303878784","1.4972485303878784","1.4972485303878784"
"277","1.4892860651016235","1.4892860651016235","1.4892860651016235"
"278","1.5095072984695435","1.5095072984695435","1.5095072984695435"
"279","1.5234096050262451","1.5234096050262451","1.5234096050262451"
"280","1.5164350271224976","1.5164350271224976","1.5164350271224976"
"281","1.4739540815353394","1.4739540815353394","1.4739540815353394"
"282","1.5021528005599976","1.5021528005599976","1.5021528005599976"
"283","1.4976119995117188","1.4976119995117188","1.4976119995117188"
"284","1.494337797164917","1.494337797164917","1.494337797164917"
"285","1.479725956916809","1.479725956916809","1.479725956916809"
"286","1.4919979572296143","1.4919979572296143","1.4919979572296143"
"287","1.5031899213790894","1.5031899213790894","1.5031899213790894"
"288","1.5094918012619019","1.5094918012619019","1.5094918012619019"
"289","1.4747329950332642","1.4747329950332642","1.4747329950332642"
"290","1.485263705253601","1.485263705253601","1.485263705253601"
"291","1.4943130016326904","1.4943130016326904","1.4943130016326904"
"292","1.4877475500106812","1.4877475500106812","1.4877475500106812"
"293","1.4846895933151245","1.4846895933151245","1.4846895933151245"
"294","1.4942667484283447","1.4942667484283447","1.4942667484283447"
"295","1.4772465229034424","1.4772465229034424","1.4772465229034424"
"296","1.4853501319885254","1.4853501319885254","1.4853501319885254"
"297","1.4666130542755127","1.4666130542755127","1.4666130542755127"
"298","1.486398458480835","1.486398458480835","1.486398458480835"
"299","1.5019640922546387","1.5019640922546387","1.5019640922546387"
"300","1.4746191501617432","1.4746191501617432","1.4746191501617432"
"301","1.4813538789749146","1.4813538789749146","1.4813538789749146"
"302","1.4948914051055908","1.4948914051055908","1.4948914051055908"
"303","1.4859317541122437","1.4859317541122437","1.4859317541122437"
"304","1.4815928936004639","1.4815928936004639","1.4815928936004639"
"305","1.4878419637680054","1.4878419637680054","1.4878419637680054"
"306","1.5040122270584106","1.5040122270584106","1.5040122270584106"
"307","1.5000075101852417","1.5000075101852417","1.5000075101852417"
"308","1.4929362535476685","1.4929362535476685","1.4929362535476685"
"309","1.4746049642562866","1.4746049642562866","1.4746049642562866"
"310","1.482340931892395","1.482340931892395","1.482340931892395"
"311","1.489119052886963","1.489119052886963","1.489119052886963"
"312","1.4816012382507324","1.4816012382507324","1.4816012382507324"
"313","1.4823123216629028","1.4823123216629028","1.4823123216629028"
"314","1.4752697944641113","1.4752697944641113","1.4752697944641113"
"315","1.480176568031311","1.480176568031311","1.480176568031311"
"316","1.4712626934051514","1.4712626934051514","1.4712626934051514"
"317","1.4856736660003662","1.4856736660003662","1.4856736660003662"
"318","1.4785698652267456","1.4785698652267456","1.4785698652267456"
"319","1.4791220426559448","1.4791220426559448","1.4791220426559448"
"320","1.4918807744979858","1.4918807744979858","1.4918807744979858"
"321","1.4902983903884888","1.4902983903884888","1.4902983903884888"
"322","1.4992725849151611","1.4992725849151611","1.4992725849151611"
"323","1.4736669063568115","1.4736669063568115","1.4736669063568115"
"324","1.5109587907791138","1.5109587907791138","1.5109587907791138"
"325","1.485944151878357","1.485944151878357","1.485944151878357"
"326","1.5013883113861084","1.5013883113861084","1.5013883113861084"
"327","1.4989742040634155","1.4989742040634155","1.4989742040634155"
"328","1.5050798654556274","1.5050798654556274","1.5050798654556274"
"329","1.4765955209732056","1.4765955209732056","1.4765955209732056"
"330","1.5004398822784424","1.5004398822784424","1.5004398822784424"
"331","1.4755213260650635","1.4755213260650635","1.4755213260650635"
"332","1.5038114786148071","1.5038114786148071","1.5038114786148071"
"333","1.486164927482605","1.486164927482605","1.486164927482605"
"334","1.4458650350570679","1.4458650350570679","1.4458650350570679"
"335","1.468805193901062","1.468805193901062","1.468805193901062"
"336","1.4922734498977661","1.4922734498977661","1.4922734498977661"
"337","1.4835513830184937","1.4835513830184937","1.4835513830184937"
"338","1.496993064880371","1.496993064880371","1.496993064880371"
"339","1.477768063545227","1.477768063545227","1.477768063545227"
"340","1.486953854560852","1.486953854560852","1.486953854560852"
"341","1.4677891731262207","1.4677891731262207","1.4677891731262207"
"342","1.4969679117202759","1.4969679117202759","1.4969679117202759"
"343","1.4941463470458984","1.4941463470458984","1.4941463470458984"
"344","1.4884570837020874","1.4884570837020874","1.4884570837020874"
"345","1.4809534549713135","1.4809534549713135","1.4809534549713135"
"346","1.466275691986084","1.466275691986084","1.466275691986084"
"347","1.465833306312561","1.465833306312561","1.465833306312561"
"348","1.4854084253311157","1.4854084253311157","1.4854084253311157"
"349","1.479392409324646","1.479392409324646","1.479392409324646"
"350","1.4958094358444214","1.4958094358444214","1.4958094358444214"
"351","1.499089241027832","1.499089241027832","1.499089241027832"
"352","1.498708724975586","1.498708724975586","1.498708724975586"
"353","1.4860947132110596","1.4860947132110596","1.4860947132110596"
"354","1.4902245998382568","1.4902245998382568","1.4902245998382568"
"355","1.4975446462631226","1.4975446462631226","1.4975446462631226"
"356","1.4889079332351685","1.4889079332351685","1.4889079332351685"
"357","1.4856563806533813","1.4856563806533813","1.4856563806533813"
"358","1.4829415082931519","1.4829415082931519","1.4829415082931519"
"359","1.4869414567947388","1.4869414567947388","1.4869414567947388"
"360","1.4795459508895874","1.4795459508895874","1.4795459508895874"
"361","1.4889421463012695","1.4889421463012695","1.4889421463012695"
"362","1.499582290649414","1.499582290649414","1.499582290649414"
"363","1.4991496801376343","1.4991496801376343","1.4991496801376343"
"364","1.468034029006958","1.468034029006958","1.468034029006958"
"365","1.4600757360458374","1.4600757360458374","1.4600757360458374"
"366","1.4826303720474243","1.4826303720474243","1.4826303720474243"
"367","1.4841206073760986","1.4841206073760986","1.4841206073760986"
"368","1.4950772523880005","1.4950772523880005","1.4950772523880005"
"369","1.4594577550888062","1.4594577550888062","1.4594577550888062"
"370","1.4778650999069214","1.4778650999069214","1.4778650999069214"
"371","1.4439213275909424","1.4439213275909424","1.4439213275909424"
"372","1.4710063934326172","1.4710063934326172","1.4710063934326172"
"373","1.4477406740188599","1.4477406740188599","1.4477406740188599"
"374","1.479101300239563","1.479101300239563","1.479101300239563"
"375","1.48469078540802","1.48469078540802","1.48469078540802"
"376","1.4856891632080078","1.4856891632080078","1.4856891632080078"
"377","1.4782465696334839","1.4782465696334839","1.4782465696334839"
"378","1.4828152656555176","1.4828152656555176","1.4828152656555176"
"379","1.4770293235778809","1.4770293235778809","1.4770293235778809"
"380","1.4730111360549927","1.4730111360549927","1.4730111360549927"
"381","1.4490125179290771","1.4490125179290771","1.4490125179290771"
"382","1.4774373769760132","1.4774373769760132","1.4774373769760132"
"383","1.4901041984558105","1.4901041984558105","1.4901041984558105"
"384","1.4741038084030151","1.4741038084030151","1.4741038084030151"
"385","1.4823627471923828","1.4823627471923828","1.4823627471923828"
"386","1.4951214790344238","1.4951214790344238","1.4951214790344238"
"387","1.4838305711746216","1.4838305711746216","1.4838305711746216"
"388","1.4605567455291748","1.4605567455291748","1.4605567455291748"
"389","1.4762930870056152","1.4762930870056152","1.4762930870056152"
"390","1.4728552103042603","1.4728552103042603","1.4728552103042603"
"391","1.4823607206344604","1.4823607206344604","1.4823607206344604"
"392","1.482605218887329","1.482605218887329","1.482605218887329"
"393","1.4990864992141724","1.4990864992141724","1.4990864992141724"
"394","1.4862474203109741","1.4862474203109741","1.4862474203109741"
"395","1.4698089361190796","1.4698089361190796","1.4698089361190796"
"396","1.4814121723175049","1.4814121723175049","1.4814121723175049"
"397","1.4973771572113037","1.4973771572113037","1.4973771572113037"
"398","1.4912465810775757","1.4912465810775757","1.4912465810775757"
"399","1.464141845703125","1.464141845703125","1.464141845703125"
"400","1.4755477905273438","1.4755477905273438","1.4755477905273438"
"401","1.4769036769866943","1.4769036769866943","1.4769036769866943"
"402","1.4802082777023315","1.4802082777023315","1.4802082777023315"
"403","1.4792935848236084","1.4792935848236084","1.4792935848236084"
"404","1.481717824935913","1.481717824935913","1.481717824935913"
"405","1.455289602279663","1.455289602279663","1.455289602279663"
"406","1.4901087284088135","1.4901087284088135","1.4901087284088135"
"407","1.477229356765747","1.477229356765747","1.477229356765747"
"408","1.4731354713439941","1.4731354713439941","1.4731354713439941"
"409","1.4797751903533936","1.4797751903533936","1.4797751903533936"
"410","1.4569799900054932","1.4569799900054932","1.4569799900054932"
"411","1.4598983526229858","1.4598983526229858","1.4598983526229858"
"412","1.479134202003479","1.479134202003479","1.479134202003479"
"413","1.4750006198883057","1.4750006198883057","1.4750006198883057"
"414","1.4616791009902954","1.4616791009902954","1.4616791009902954"
"415","1.4775712490081787","1.4775712490081787","1.4775712490081787"
"416","1.488653540611267","1.488653540611267","1.488653540611267"
"417","1.472497582435608","1.472497582435608","1.472497582435608"
"418","1.4829169511795044","1.4829169511795044","1.4829169511795044"
"419","1.4597424268722534","1.4597424268722534","1.4597424268722534"
"420","1.4807385206222534","1.4807385206222534","1.4807385206222534"
"421","1.476082682609558","1.476082682609558","1.476082682609558"
"422","1.4992913007736206","1.4992913007736206","1.4992913007736206"
"423","1.450242519378662","1.450242519378662","1.450242519378662"
"424","1.4939112663269043","1.4939112663269043","1.4939112663269043"
"425","1.482562780380249","1.482562780380249","1.482562780380249"
"426","1.4879001379013062","1.4879001379013062","1.4879001379013062"
"427","1.4797694683074951","1.4797694683074951","1.4797694683074951"
"428","1.5187486410140991","1.5187486410140991","1.5187486410140991"
"429","1.551710844039917","1.551710844039917","1.551710844039917"
"430","1.4961172342300415","1.4961172342300415","1.4961172342300415"
"431","1.5244563817977905","1.5244563817977905","1.5244563817977905"
"432","1.5150673389434814","1.5150673389434814","1.5150673389434814"
"433","1.4976615905761719","1.4976615905761719","1.4976615905761719"
"434","1.494835615158081","1.494835615158081","1.494835615158081"
"435","1.5092071294784546","1.5092071294784546","1.5092071294784546"
"436","1.49476957321167","1.49476957321167","1.49476957321167"
"437","1.4792234897613525","1.4792234897613525","1.4792234897613525"
"438","1.5189076662063599","1.5189076662063599","1.5189076662063599"
"439","1.4885509014129639","1.4885509014129639","1.4885509014129639"
"440","1.5010960102081299","1.5010960102081299","1.5010960102081299"
"441","1.4766514301300049","1.4766514301300049","1.4766514301300049"
"442","1.4853895902633667","1.4853895902633667","1.4853895902633667"
"443","1.496724247932434","1.496724247932434","1.496724247932434"
"444","1.4891597032546997","1.4891597032546997","1.4891597032546997"
"445","1.4902849197387695","1.4902849197387695","1.4902849197387695"
"446","1.493118166923523","1.493118166923523","1.493118166923523"
"447","1.4698055982589722","1.4698055982589722","1.4698055982589722"
"448","1.4804545640945435","1.4804545640945435","1.4804545640945435"
"449","1.4634395837783813","1.4634395837783813","1.4634395837783813"
"450","1.4816560745239258","1.4816560745239258","1.4816560745239258"
"451","1.4546623229980469","1.4546623229980469","1.4546623229980469"
"452","1.4925819635391235","1.4925819635391235","1.4925819635391235"
"453","1.4694149494171143","1.4694149494171143","1.4694149494171143"
"454","1.4788161516189575","1.4788161516189575","1.4788161516189575"
"455","1.4745627641677856","1.4745627641677856","1.4745627641677856"
"456","1.4929975271224976","1.4929975271224976","1.4929975271224976"
