"Step","plain_addition_medium_encoder_0 - train_loss","plain_addition_medium_encoder_0 - train_loss__MIN","plain_addition_medium_encoder_0 - train_loss__MAX"
"72","1.8405163288116455","1.8405163288116455","1.8405163288116455"
"73","1.8383228778839111","1.8383228778839111","1.8383228778839111"
"74","1.818302869796753","1.818302869796753","1.818302869796753"
"75","1.8094326257705688","1.8094326257705688","1.8094326257705688"
"76","1.8068903684616089","1.8068903684616089","1.8068903684616089"
"77","1.7974019050598145","1.7974019050598145","1.7974019050598145"
"78","1.7875908613204956","1.7875908613204956","1.7875908613204956"
"79","1.8007409572601318","1.8007409572601318","1.8007409572601318"
"80","1.7830398082733154","1.7830398082733154","1.7830398082733154"
"81","1.8132022619247437","1.8132022619247437","1.8132022619247437"
"82","1.7840968370437622","1.7840968370437622","1.7840968370437622"
"83","1.8532952070236206","1.8532952070236206","1.8532952070236206"
"84","1.903043508529663","1.903043508529663","1.903043508529663"
"85","1.8654648065567017","1.8654648065567017","1.8654648065567017"
"86","1.8387576341629028","1.8387576341629028","1.8387576341629028"
"87","1.884102702140808","1.884102702140808","1.884102702140808"
"88","1.877140760421753","1.877140760421753","1.877140760421753"
"89","1.8467481136322021","1.8467481136322021","1.8467481136322021"
"90","1.8537755012512207","1.8537755012512207","1.8537755012512207"
"91","1.850367784500122","1.850367784500122","1.850367784500122"
"92","1.8453023433685303","1.8453023433685303","1.8453023433685303"
"93","1.8234522342681885","1.8234522342681885","1.8234522342681885"
"94","1.8116041421890259","1.8116041421890259","1.8116041421890259"
"95","1.8130072355270386","1.8130072355270386","1.8130072355270386"
"96","1.8067541122436523","1.8067541122436523","1.8067541122436523"
"97","1.7821627855300903","1.7821627855300903","1.7821627855300903"
"98","1.784852147102356","1.784852147102356","1.784852147102356"
"99","1.775645136833191","1.775645136833191","1.775645136833191"
"100","1.8018310070037842","1.8018310070037842","1.8018310070037842"
"101","1.7740342617034912","1.7740342617034912","1.7740342617034912"
"102","1.8552789688110352","1.8552789688110352","1.8552789688110352"
"103","2.3852100372314453","2.3852100372314453","2.3852100372314453"
"104","2.1937201023101807","2.1937201023101807","2.1937201023101807"
"105","1.994444727897644","1.994444727897644","1.994444727897644"
"106","1.9807761907577515","1.9807761907577515","1.9807761907577515"
"107","1.9308809041976929","1.9308809041976929","1.9308809041976929"
"108","1.919665813446045","1.919665813446045","1.919665813446045"
"109","1.8628623485565186","1.8628623485565186","1.8628623485565186"
"110","1.8662476539611816","1.8662476539611816","1.8662476539611816"
"111","1.817875623703003","1.817875623703003","1.817875623703003"
"112","1.8695948123931885","1.8695948123931885","1.8695948123931885"
"113","1.8121368885040283","1.8121368885040283","1.8121368885040283"
"114","1.7810715436935425","1.7810715436935425","1.7810715436935425"
"115","1.7620770931243896","1.7620770931243896","1.7620770931243896"
"116","1.7761573791503906","1.7761573791503906","1.7761573791503906"
"117","1.7710703611373901","1.7710703611373901","1.7710703611373901"
"118","1.7691898345947266","1.7691898345947266","1.7691898345947266"
"119","1.7451975345611572","1.7451975345611572","1.7451975345611572"
"120","1.7294846773147583","1.7294846773147583","1.7294846773147583"
"121","1.7170087099075317","1.7170087099075317","1.7170087099075317"
"122","1.707927942276001","1.707927942276001","1.707927942276001"
"123","1.700960397720337","1.700960397720337","1.700960397720337"
"124","1.6905951499938965","1.6905951499938965","1.6905951499938965"
"125","1.690367341041565","1.690367341041565","1.690367341041565"
"126","1.683165431022644","1.683165431022644","1.683165431022644"
"127","1.6788606643676758","1.6788606643676758","1.6788606643676758"
"128","1.6811437606811523","1.6811437606811523","1.6811437606811523"
"129","1.658373475074768","1.658373475074768","1.658373475074768"
"130","1.6538331508636475","1.6538331508636475","1.6538331508636475"
"131","1.6443225145339966","1.6443225145339966","1.6443225145339966"
"132","1.6293307542800903","1.6293307542800903","1.6293307542800903"
"133","1.6287411451339722","1.6287411451339722","1.6287411451339722"
"134","1.6440232992172241","1.6440232992172241","1.6440232992172241"
"135","1.6287271976470947","1.6287271976470947","1.6287271976470947"
"136","1.6327241659164429","1.6327241659164429","1.6327241659164429"
"137","1.625363826751709","1.625363826751709","1.625363826751709"
"138","1.5929237604141235","1.5929237604141235","1.5929237604141235"
"139","1.6192103624343872","1.6192103624343872","1.6192103624343872"
"140","1.617261290550232","1.617261290550232","1.617261290550232"
"141","1.5846537351608276","1.5846537351608276","1.5846537351608276"
"142","1.5932362079620361","1.5932362079620361","1.5932362079620361"
"143","1.593421459197998","1.593421459197998","1.593421459197998"
"144","1.5868735313415527","1.5868735313415527","1.5868735313415527"
"145","1.5719718933105469","1.5719718933105469","1.5719718933105469"
"146","1.6030889749526978","1.6030889749526978","1.6030889749526978"
"147","1.5752917528152466","1.5752917528152466","1.5752917528152466"
"148","1.6028544902801514","1.6028544902801514","1.6028544902801514"
"149","1.5545216798782349","1.5545216798782349","1.5545216798782349"
"150","1.5630477666854858","1.5630477666854858","1.5630477666854858"
"151","1.5815271139144897","1.5815271139144897","1.5815271139144897"
"152","1.5496163368225098","1.5496163368225098","1.5496163368225098"
"153","1.5653579235076904","1.5653579235076904","1.5653579235076904"
"154","1.574700951576233","1.574700951576233","1.574700951576233"
"155","1.5774675607681274","1.5774675607681274","1.5774675607681274"
"156","1.5609700679779053","1.5609700679779053","1.5609700679779053"
"157","1.5741289854049683","1.5741289854049683","1.5741289854049683"
"158","1.5507621765136719","1.5507621765136719","1.5507621765136719"
"159","1.5459752082824707","1.5459752082824707","1.5459752082824707"
"160","1.5419119596481323","1.5419119596481323","1.5419119596481323"
"161","1.5756198167800903","1.5756198167800903","1.5756198167800903"
"162","1.547996163368225","1.547996163368225","1.547996163368225"
"163","1.5573339462280273","1.5573339462280273","1.5573339462280273"
"164","1.5562570095062256","1.5562570095062256","1.5562570095062256"
"165","1.553563117980957","1.553563117980957","1.553563117980957"
"166","1.5539252758026123","1.5539252758026123","1.5539252758026123"
"167","1.5433341264724731","1.5433341264724731","1.5433341264724731"
"168","1.559770941734314","1.559770941734314","1.559770941734314"
"169","1.5563875436782837","1.5563875436782837","1.5563875436782837"
"170","1.5572502613067627","1.5572502613067627","1.5572502613067627"
"171","1.572097659111023","1.572097659111023","1.572097659111023"
"172","1.5584657192230225","1.5584657192230225","1.5584657192230225"
"173","1.5569199323654175","1.5569199323654175","1.5569199323654175"
"174","1.5278804302215576","1.5278804302215576","1.5278804302215576"
"175","1.5562844276428223","1.5562844276428223","1.5562844276428223"
"176","1.550352931022644","1.550352931022644","1.550352931022644"
"177","1.5457285642623901","1.5457285642623901","1.5457285642623901"
"178","1.53155517578125","1.53155517578125","1.53155517578125"
"179","1.5508577823638916","1.5508577823638916","1.5508577823638916"
"180","1.5591551065444946","1.5591551065444946","1.5591551065444946"
"181","1.556038737297058","1.556038737297058","1.556038737297058"
"182","1.5443826913833618","1.5443826913833618","1.5443826913833618"
"183","1.530129075050354","1.530129075050354","1.530129075050354"
"184","1.544373631477356","1.544373631477356","1.544373631477356"
"185","1.5336977243423462","1.5336977243423462","1.5336977243423462"
"186","1.5568974018096924","1.5568974018096924","1.5568974018096924"
"187","1.5522301197052002","1.5522301197052002","1.5522301197052002"
"188","1.5339269638061523","1.5339269638061523","1.5339269638061523"
"189","1.529171347618103","1.529171347618103","1.529171347618103"
"190","1.5485129356384277","1.5485129356384277","1.5485129356384277"
"191","1.5251554250717163","1.5251554250717163","1.5251554250717163"
"192","1.5271564722061157","1.5271564722061157","1.5271564722061157"
"193","1.5296404361724854","1.5296404361724854","1.5296404361724854"
"194","1.547298789024353","1.547298789024353","1.547298789024353"
"195","1.5289615392684937","1.5289615392684937","1.5289615392684937"
"196","1.5426568984985352","1.5426568984985352","1.5426568984985352"
"197","1.5469636917114258","1.5469636917114258","1.5469636917114258"
"198","1.5253344774246216","1.5253344774246216","1.5253344774246216"
"199","1.541343331336975","1.541343331336975","1.541343331336975"
"200","1.5561965703964233","1.5561965703964233","1.5561965703964233"
"201","1.5471516847610474","1.5471516847610474","1.5471516847610474"
"202","1.5400400161743164","1.5400400161743164","1.5400400161743164"
"203","1.5299835205078125","1.5299835205078125","1.5299835205078125"
"204","1.52651047706604","1.52651047706604","1.52651047706604"
"205","1.5214110612869263","1.5214110612869263","1.5214110612869263"
"206","1.5236618518829346","1.5236618518829346","1.5236618518829346"
"207","1.5326616764068604","1.5326616764068604","1.5326616764068604"
"208","1.5452405214309692","1.5452405214309692","1.5452405214309692"
"209","1.5408791303634644","1.5408791303634644","1.5408791303634644"
"210","1.4963405132293701","1.4963405132293701","1.4963405132293701"
"211","1.5359121561050415","1.5359121561050415","1.5359121561050415"
"212","1.533610224723816","1.533610224723816","1.533610224723816"
"213","1.5128655433654785","1.5128655433654785","1.5128655433654785"
"214","1.5258228778839111","1.5258228778839111","1.5258228778839111"
"215","1.5170317888259888","1.5170317888259888","1.5170317888259888"
"216","1.5184752941131592","1.5184752941131592","1.5184752941131592"
"217","1.5096557140350342","1.5096557140350342","1.5096557140350342"
"218","1.5329750776290894","1.5329750776290894","1.5329750776290894"
"219","1.4997599124908447","1.4997599124908447","1.4997599124908447"
"220","1.5226836204528809","1.5226836204528809","1.5226836204528809"
"221","1.5364830493927002","1.5364830493927002","1.5364830493927002"
"222","1.490382194519043","1.490382194519043","1.490382194519043"
"223","1.51543390750885","1.51543390750885","1.51543390750885"
"224","1.503347396850586","1.503347396850586","1.503347396850586"
"225","1.5323861837387085","1.5323861837387085","1.5323861837387085"
"226","1.4739875793457031","1.4739875793457031","1.4739875793457031"
"227","1.538371205329895","1.538371205329895","1.538371205329895"
"228","1.518104076385498","1.518104076385498","1.518104076385498"
"229","1.5190972089767456","1.5190972089767456","1.5190972089767456"
"230","1.5088518857955933","1.5088518857955933","1.5088518857955933"
"231","1.5212435722351074","1.5212435722351074","1.5212435722351074"
"232","1.5125619173049927","1.5125619173049927","1.5125619173049927"
"233","1.5195698738098145","1.5195698738098145","1.5195698738098145"
"234","1.5066204071044922","1.5066204071044922","1.5066204071044922"
"235","1.5266408920288086","1.5266408920288086","1.5266408920288086"
"236","1.5208544731140137","1.5208544731140137","1.5208544731140137"
"237","1.5332762002944946","1.5332762002944946","1.5332762002944946"
"238","1.5145833492279053","1.5145833492279053","1.5145833492279053"
"239","1.5151335000991821","1.5151335000991821","1.5151335000991821"
"240","1.5219907760620117","1.5219907760620117","1.5219907760620117"
"241","1.4978680610656738","1.4978680610656738","1.4978680610656738"
"242","1.52106511592865","1.52106511592865","1.52106511592865"
"243","1.5195344686508179","1.5195344686508179","1.5195344686508179"
"244","1.5071313381195068","1.5071313381195068","1.5071313381195068"
"245","1.5106242895126343","1.5106242895126343","1.5106242895126343"
"246","1.507904291152954","1.507904291152954","1.507904291152954"
"247","1.5001267194747925","1.5001267194747925","1.5001267194747925"
"248","1.5180299282073975","1.5180299282073975","1.5180299282073975"
"249","1.5150384902954102","1.5150384902954102","1.5150384902954102"
"250","1.5202105045318604","1.5202105045318604","1.5202105045318604"
"251","1.5306628942489624","1.5306628942489624","1.5306628942489624"
"252","1.5210262537002563","1.5210262537002563","1.5210262537002563"
"253","1.5190331935882568","1.5190331935882568","1.5190331935882568"
"254","1.5227413177490234","1.5227413177490234","1.5227413177490234"
"255","1.5050923824310303","1.5050923824310303","1.5050923824310303"
"256","1.511718511581421","1.511718511581421","1.511718511581421"
"257","1.528794288635254","1.528794288635254","1.528794288635254"
"258","1.518120527267456","1.518120527267456","1.518120527267456"
"259","1.5298547744750977","1.5298547744750977","1.5298547744750977"
"260","1.5190980434417725","1.5190980434417725","1.5190980434417725"
"261","1.524570107460022","1.524570107460022","1.524570107460022"
"262","1.5299057960510254","1.5299057960510254","1.5299057960510254"
"263","1.5086991786956787","1.5086991786956787","1.5086991786956787"
"264","1.502548336982727","1.502548336982727","1.502548336982727"
"265","1.52480947971344","1.52480947971344","1.52480947971344"
"266","1.5146335363388062","1.5146335363388062","1.5146335363388062"
"267","1.5198626518249512","1.5198626518249512","1.5198626518249512"
"268","1.5264379978179932","1.5264379978179932","1.5264379978179932"
"269","1.518279790878296","1.518279790878296","1.518279790878296"
"270","1.5073877573013306","1.5073877573013306","1.5073877573013306"
"271","1.5056593418121338","1.5056593418121338","1.5056593418121338"
"272","1.5019640922546387","1.5019640922546387","1.5019640922546387"
"273","1.5074429512023926","1.5074429512023926","1.5074429512023926"
"274","1.5044087171554565","1.5044087171554565","1.5044087171554565"
"275","1.504447102546692","1.504447102546692","1.504447102546692"
"276","1.4970118999481201","1.4970118999481201","1.4970118999481201"
"277","1.5003764629364014","1.5003764629364014","1.5003764629364014"
"278","1.5189893245697021","1.5189893245697021","1.5189893245697021"
"279","1.5102471113204956","1.5102471113204956","1.5102471113204956"
"280","1.5173944234848022","1.5173944234848022","1.5173944234848022"
"281","1.4913592338562012","1.4913592338562012","1.4913592338562012"
"282","1.5069236755371094","1.5069236755371094","1.5069236755371094"
"283","1.5055774450302124","1.5055774450302124","1.5055774450302124"
"284","1.5020074844360352","1.5020074844360352","1.5020074844360352"
"285","1.4855546951293945","1.4855546951293945","1.4855546951293945"
"286","1.4908463954925537","1.4908463954925537","1.4908463954925537"
"287","1.5115511417388916","1.5115511417388916","1.5115511417388916"
"288","1.520401120185852","1.520401120185852","1.520401120185852"
"289","1.503818392753601","1.503818392753601","1.503818392753601"
"290","1.4997869729995728","1.4997869729995728","1.4997869729995728"
"291","1.5091801881790161","1.5091801881790161","1.5091801881790161"
"292","1.4912742376327515","1.4912742376327515","1.4912742376327515"
"293","1.5012562274932861","1.5012562274932861","1.5012562274932861"
"294","1.5117326974868774","1.5117326974868774","1.5117326974868774"
"295","1.5031988620758057","1.5031988620758057","1.5031988620758057"
"296","1.498976469039917","1.498976469039917","1.498976469039917"
"297","1.483534336090088","1.483534336090088","1.483534336090088"
"298","1.5043978691101074","1.5043978691101074","1.5043978691101074"
"299","1.512081503868103","1.512081503868103","1.512081503868103"
"300","1.4939367771148682","1.4939367771148682","1.4939367771148682"
"301","1.4946565628051758","1.4946565628051758","1.4946565628051758"
"302","1.5037914514541626","1.5037914514541626","1.5037914514541626"
"303","1.4953384399414062","1.4953384399414062","1.4953384399414062"
"304","1.505022406578064","1.505022406578064","1.505022406578064"
"305","1.497661828994751","1.497661828994751","1.497661828994751"
"306","1.5201414823532104","1.5201414823532104","1.5201414823532104"
"307","1.5069514513015747","1.5069514513015747","1.5069514513015747"
"308","1.5254056453704834","1.5254056453704834","1.5254056453704834"
"309","1.4888896942138672","1.4888896942138672","1.4888896942138672"
"310","1.4982662200927734","1.4982662200927734","1.4982662200927734"
"311","1.4887255430221558","1.4887255430221558","1.4887255430221558"
"312","1.5005377531051636","1.5005377531051636","1.5005377531051636"
"313","1.499763011932373","1.499763011932373","1.499763011932373"
"314","1.4736719131469727","1.4736719131469727","1.4736719131469727"
"315","1.499902367591858","1.499902367591858","1.499902367591858"
"316","1.4711769819259644","1.4711769819259644","1.4711769819259644"
"317","1.5014221668243408","1.5014221668243408","1.5014221668243408"
"318","1.4658691883087158","1.4658691883087158","1.4658691883087158"
"319","1.502416729927063","1.502416729927063","1.502416729927063"
"320","1.4860271215438843","1.4860271215438843","1.4860271215438843"
"321","1.4983088970184326","1.4983088970184326","1.4983088970184326"
"322","1.4978140592575073","1.4978140592575073","1.4978140592575073"
"323","1.483860731124878","1.483860731124878","1.483860731124878"
"324","1.5064940452575684","1.5064940452575684","1.5064940452575684"
"325","1.4823806285858154","1.4823806285858154","1.4823806285858154"
"326","1.485747218132019","1.485747218132019","1.485747218132019"
"327","1.5025534629821777","1.5025534629821777","1.5025534629821777"
"328","1.4807279109954834","1.4807279109954834","1.4807279109954834"
"329","1.4719202518463135","1.4719202518463135","1.4719202518463135"
"330","1.486451268196106","1.486451268196106","1.486451268196106"
"331","1.4766582250595093","1.4766582250595093","1.4766582250595093"
"332","1.4976675510406494","1.4976675510406494","1.4976675510406494"
"333","1.4818555116653442","1.4818555116653442","1.4818555116653442"
"334","1.4470176696777344","1.4470176696777344","1.4470176696777344"
"335","1.4570375680923462","1.4570375680923462","1.4570375680923462"
"336","1.487557291984558","1.487557291984558","1.487557291984558"
"337","1.4748830795288086","1.4748830795288086","1.4748830795288086"
"338","1.4821295738220215","1.4821295738220215","1.4821295738220215"
"339","1.4738247394561768","1.4738247394561768","1.4738247394561768"
"340","1.4641470909118652","1.4641470909118652","1.4641470909118652"
"341","1.4599120616912842","1.4599120616912842","1.4599120616912842"
"342","1.4805824756622314","1.4805824756622314","1.4805824756622314"
"343","1.4735792875289917","1.4735792875289917","1.4735792875289917"
"344","1.5027258396148682","1.5027258396148682","1.5027258396148682"
"345","1.4841238260269165","1.4841238260269165","1.4841238260269165"
"346","1.4485142230987549","1.4485142230987549","1.4485142230987549"
"347","1.4694616794586182","1.4694616794586182","1.4694616794586182"
"348","1.47659432888031","1.47659432888031","1.47659432888031"
"349","1.4755191802978516","1.4755191802978516","1.4755191802978516"
"350","1.4711863994598389","1.4711863994598389","1.4711863994598389"
"351","1.4930148124694824","1.4930148124694824","1.4930148124694824"
"352","1.4874968528747559","1.4874968528747559","1.4874968528747559"
"353","1.469652533531189","1.469652533531189","1.469652533531189"
"354","1.484441876411438","1.484441876411438","1.484441876411438"
"355","1.4925614595413208","1.4925614595413208","1.4925614595413208"
"356","1.4862607717514038","1.4862607717514038","1.4862607717514038"
"357","1.4639596939086914","1.4639596939086914","1.4639596939086914"
"358","1.4691359996795654","1.4691359996795654","1.4691359996795654"
"359","1.4713733196258545","1.4713733196258545","1.4713733196258545"
"360","1.4736074209213257","1.4736074209213257","1.4736074209213257"
"361","1.4749155044555664","1.4749155044555664","1.4749155044555664"
"362","1.481866717338562","1.481866717338562","1.481866717338562"
"363","1.4926817417144775","1.4926817417144775","1.4926817417144775"
"364","1.4538272619247437","1.4538272619247437","1.4538272619247437"
"365","1.4452602863311768","1.4452602863311768","1.4452602863311768"
"366","1.4742660522460938","1.4742660522460938","1.4742660522460938"
"367","1.4730041027069092","1.4730041027069092","1.4730041027069092"
"368","1.4733903408050537","1.4733903408050537","1.4733903408050537"
"369","1.4372938871383667","1.4372938871383667","1.4372938871383667"
"370","1.469398856163025","1.469398856163025","1.469398856163025"
"371","1.428276538848877","1.428276538848877","1.428276538848877"
"372","1.4588114023208618","1.4588114023208618","1.4588114023208618"
"373","1.4511128664016724","1.4511128664016724","1.4511128664016724"
"374","1.4688390493392944","1.4688390493392944","1.4688390493392944"
"375","1.4779715538024902","1.4779715538024902","1.4779715538024902"
"376","1.4766603708267212","1.4766603708267212","1.4766603708267212"
"377","1.4549784660339355","1.4549784660339355","1.4549784660339355"
"378","1.459262728691101","1.459262728691101","1.459262728691101"
"379","1.4556167125701904","1.4556167125701904","1.4556167125701904"
"380","1.4489541053771973","1.4489541053771973","1.4489541053771973"
"381","1.4263797998428345","1.4263797998428345","1.4263797998428345"
"382","1.4526479244232178","1.4526479244232178","1.4526479244232178"
"383","1.4652721881866455","1.4652721881866455","1.4652721881866455"
"384","1.4590651988983154","1.4590651988983154","1.4590651988983154"
"385","1.4557621479034424","1.4557621479034424","1.4557621479034424"
"386","1.468924880027771","1.468924880027771","1.468924880027771"
"387","1.4566198587417603","1.4566198587417603","1.4566198587417603"
"388","1.43208646774292","1.43208646774292","1.43208646774292"
"389","1.448168158531189","1.448168158531189","1.448168158531189"
"390","1.4380196332931519","1.4380196332931519","1.4380196332931519"
"391","1.4471981525421143","1.4471981525421143","1.4471981525421143"
"392","1.4563487768173218","1.4563487768173218","1.4563487768173218"
"393","1.4768859148025513","1.4768859148025513","1.4768859148025513"
"394","1.4565593004226685","1.4565593004226685","1.4565593004226685"
"395","1.4405282735824585","1.4405282735824585","1.4405282735824585"
"396","1.4541699886322021","1.4541699886322021","1.4541699886322021"
"397","1.4674652814865112","1.4674652814865112","1.4674652814865112"
"398","1.4693679809570312","1.4693679809570312","1.4693679809570312"
"399","1.4359130859375","1.4359130859375","1.4359130859375"
"400","1.4544838666915894","1.4544838666915894","1.4544838666915894"
"401","1.4521090984344482","1.4521090984344482","1.4521090984344482"
"402","1.453981637954712","1.453981637954712","1.453981637954712"
"403","1.4507068395614624","1.4507068395614624","1.4507068395614624"
"404","1.4508825540542603","1.4508825540542603","1.4508825540542603"
"405","1.4383676052093506","1.4383676052093506","1.4383676052093506"
"406","1.4538710117340088","1.4538710117340088","1.4538710117340088"
"407","1.458234429359436","1.458234429359436","1.458234429359436"
"408","1.4402130842208862","1.4402130842208862","1.4402130842208862"
"409","1.446092963218689","1.446092963218689","1.446092963218689"
"410","1.425355076789856","1.425355076789856","1.425355076789856"
"411","1.433510661125183","1.433510661125183","1.433510661125183"
"412","1.4693949222564697","1.4693949222564697","1.4693949222564697"
"413","1.453355312347412","1.453355312347412","1.453355312347412"
"414","1.4294309616088867","1.4294309616088867","1.4294309616088867"
"415","1.4541714191436768","1.4541714191436768","1.4541714191436768"
"416","1.4631409645080566","1.4631409645080566","1.4631409645080566"
"417","1.4391316175460815","1.4391316175460815","1.4391316175460815"
"418","1.4556580781936646","1.4556580781936646","1.4556580781936646"
"419","1.4328804016113281","1.4328804016113281","1.4328804016113281"
"420","1.4513335227966309","1.4513335227966309","1.4513335227966309"
"421","1.4354006052017212","1.4354006052017212","1.4354006052017212"
"422","1.4501900672912598","1.4501900672912598","1.4501900672912598"
"423","1.4077236652374268","1.4077236652374268","1.4077236652374268"
"424","1.4476935863494873","1.4476935863494873","1.4476935863494873"
"425","1.4506251811981201","1.4506251811981201","1.4506251811981201"
"426","1.4361701011657715","1.4361701011657715","1.4361701011657715"
"427","1.4602928161621094","1.4602928161621094","1.4602928161621094"
"428","1.4417868852615356","1.4417868852615356","1.4417868852615356"
"429","1.4548299312591553","1.4548299312591553","1.4548299312591553"
"430","1.445578932762146","1.445578932762146","1.445578932762146"
"431","1.4468108415603638","1.4468108415603638","1.4468108415603638"
"432","1.4548696279525757","1.4548696279525757","1.4548696279525757"
"433","1.4386775493621826","1.4386775493621826","1.4386775493621826"
"434","1.4458495378494263","1.4458495378494263","1.4458495378494263"
"435","1.444705843925476","1.444705843925476","1.444705843925476"
"436","1.435579538345337","1.435579538345337","1.435579538345337"
"437","1.4228928089141846","1.4228928089141846","1.4228928089141846"
"438","1.4598149061203003","1.4598149061203003","1.4598149061203003"
"439","1.4317073822021484","1.4317073822021484","1.4317073822021484"
"440","1.4452519416809082","1.4452519416809082","1.4452519416809082"
"441","1.4127477407455444","1.4127477407455444","1.4127477407455444"
"442","1.439055323600769","1.439055323600769","1.439055323600769"
"443","1.4366835355758667","1.4366835355758667","1.4366835355758667"
"444","1.4375369548797607","1.4375369548797607","1.4375369548797607"
"445","1.4262800216674805","1.4262800216674805","1.4262800216674805"
"446","1.4464282989501953","1.4464282989501953","1.4464282989501953"
"447","1.4194034337997437","1.4194034337997437","1.4194034337997437"
"448","1.4249598979949951","1.4249598979949951","1.4249598979949951"
"449","1.4305170774459839","1.4305170774459839","1.4305170774459839"
"450","1.42790687084198","1.42790687084198","1.42790687084198"
"451","1.4072790145874023","1.4072790145874023","1.4072790145874023"
"452","1.4426288604736328","1.4426288604736328","1.4426288604736328"
"453","1.415598750114441","1.415598750114441","1.415598750114441"
"454","1.4311116933822632","1.4311116933822632","1.4311116933822632"
"455","1.42115318775177","1.42115318775177","1.42115318775177"
"456","1.4394861459732056","1.4394861459732056","1.4394861459732056"
"457","1.4198343753814697","1.4198343753814697","1.4198343753814697"
"458","1.4318432807922363","1.4318432807922363","1.4318432807922363"
