"Step","reversed_addition_medium_encoder_0 - train_loss","reversed_addition_medium_encoder_0 - train_loss__MIN","reversed_addition_medium_encoder_0 - train_loss__MAX"
"233","1.5000314712524414","1.5000314712524414","1.5000314712524414"
"234","1.4872355461120605","1.4872355461120605","1.4872355461120605"
"235","1.5039312839508057","1.5039312839508057","1.5039312839508057"
"236","1.496801733970642","1.496801733970642","1.496801733970642"
"237","1.510711669921875","1.510711669921875","1.510711669921875"
"238","1.4956938028335571","1.4956938028335571","1.4956938028335571"
"239","1.4970492124557495","1.4970492124557495","1.4970492124557495"
"240","1.5077601671218872","1.5077601671218872","1.5077601671218872"
"241","1.4788904190063477","1.4788904190063477","1.4788904190063477"
"242","1.4997210502624512","1.4997210502624512","1.4997210502624512"
"243","1.5099728107452393","1.5099728107452393","1.5099728107452393"
"244","1.4869500398635864","1.4869500398635864","1.4869500398635864"
"245","1.4850828647613525","1.4850828647613525","1.4850828647613525"
"246","1.4991862773895264","1.4991862773895264","1.4991862773895264"
"247","1.4819103479385376","1.4819103479385376","1.4819103479385376"
"248","1.5010894536972046","1.5010894536972046","1.5010894536972046"
"249","1.4970890283584595","1.4970890283584595","1.4970890283584595"
"250","1.5012788772583008","1.5012788772583008","1.5012788772583008"
"251","1.5154753923416138","1.5154753923416138","1.5154753923416138"
"252","1.5057852268218994","1.5057852268218994","1.5057852268218994"
"253","1.4919817447662354","1.4919817447662354","1.4919817447662354"
"254","1.4986916780471802","1.4986916780471802","1.4986916780471802"
"255","1.4884411096572876","1.4884411096572876","1.4884411096572876"
"256","1.4959583282470703","1.4959583282470703","1.4959583282470703"
"257","1.5044376850128174","1.5044376850128174","1.5044376850128174"
"258","1.5022317171096802","1.5022317171096802","1.5022317171096802"
"259","1.5092028379440308","1.5092028379440308","1.5092028379440308"
"260","1.5041004419326782","1.5041004419326782","1.5041004419326782"
"261","1.5006316900253296","1.5006316900253296","1.5006316900253296"
"262","1.5065925121307373","1.5065925121307373","1.5065925121307373"
"263","1.492712378501892","1.492712378501892","1.492712378501892"
"264","1.4840049743652344","1.4840049743652344","1.4840049743652344"
"265","1.500224232673645","1.500224232673645","1.500224232673645"
"266","1.4874662160873413","1.4874662160873413","1.4874662160873413"
"267","1.5070719718933105","1.5070719718933105","1.5070719718933105"
"268","1.5080852508544922","1.5080852508544922","1.5080852508544922"
"269","1.5010061264038086","1.5010061264038086","1.5010061264038086"
"270","1.4904831647872925","1.4904831647872925","1.4904831647872925"
"271","1.4863836765289307","1.4863836765289307","1.4863836765289307"
"272","1.4849029779434204","1.4849029779434204","1.4849029779434204"
"273","1.4954720735549927","1.4954720735549927","1.4954720735549927"
"274","1.4813556671142578","1.4813556671142578","1.4813556671142578"
"275","1.4932823181152344","1.4932823181152344","1.4932823181152344"
"276","1.476483941078186","1.476483941078186","1.476483941078186"
"277","1.4840376377105713","1.4840376377105713","1.4840376377105713"
"278","1.4967927932739258","1.4967927932739258","1.4967927932739258"
"279","1.5029598474502563","1.5029598474502563","1.5029598474502563"
"280","1.5066927671432495","1.5066927671432495","1.5066927671432495"
"281","1.4801443815231323","1.4801443815231323","1.4801443815231323"
"282","1.4947808980941772","1.4947808980941772","1.4947808980941772"
"283","1.4942620992660522","1.4942620992660522","1.4942620992660522"
"284","1.5048562288284302","1.5048562288284302","1.5048562288284302"
"285","1.4802236557006836","1.4802236557006836","1.4802236557006836"
"286","1.486451506614685","1.486451506614685","1.486451506614685"
"287","1.5010913610458374","1.5010913610458374","1.5010913610458374"
"288","1.5132062435150146","1.5132062435150146","1.5132062435150146"
"289","1.4768680334091187","1.4768680334091187","1.4768680334091187"
"290","1.485101342201233","1.485101342201233","1.485101342201233"
"291","1.4975651502609253","1.4975651502609253","1.4975651502609253"
"292","1.4848530292510986","1.4848530292510986","1.4848530292510986"
"293","1.4888370037078857","1.4888370037078857","1.4888370037078857"
"294","1.4979149103164673","1.4979149103164673","1.4979149103164673"
"295","1.4772273302078247","1.4772273302078247","1.4772273302078247"
"296","1.4831182956695557","1.4831182956695557","1.4831182956695557"
"297","1.483015775680542","1.483015775680542","1.483015775680542"
"298","1.4963847398757935","1.4963847398757935","1.4963847398757935"
"299","1.4950133562088013","1.4950133562088013","1.4950133562088013"
"300","1.480340600013733","1.480340600013733","1.480340600013733"
"301","1.4818364381790161","1.4818364381790161","1.4818364381790161"
"302","1.4964327812194824","1.4964327812194824","1.4964327812194824"
"303","1.4864295721054077","1.4864295721054077","1.4864295721054077"
"304","1.4818556308746338","1.4818556308746338","1.4818556308746338"
"305","1.492112636566162","1.492112636566162","1.492112636566162"
"306","1.5036168098449707","1.5036168098449707","1.5036168098449707"
"307","1.5130962133407593","1.5130962133407593","1.5130962133407593"
"308","1.5049761533737183","1.5049761533737183","1.5049761533737183"
"309","1.473389744758606","1.473389744758606","1.473389744758606"
"310","1.4846230745315552","1.4846230745315552","1.4846230745315552"
"311","1.4912430047988892","1.4912430047988892","1.4912430047988892"
"312","1.4857771396636963","1.4857771396636963","1.4857771396636963"
"313","1.482438087463379","1.482438087463379","1.482438087463379"
"314","1.4644817113876343","1.4644817113876343","1.4644817113876343"
"315","1.4822438955307007","1.4822438955307007","1.4822438955307007"
"316","1.473329782485962","1.473329782485962","1.473329782485962"
"317","1.491470456123352","1.491470456123352","1.491470456123352"
"318","1.4696753025054932","1.4696753025054932","1.4696753025054932"
"319","1.479512333869934","1.479512333869934","1.479512333869934"
"320","1.480228304862976","1.480228304862976","1.480228304862976"
"321","1.483892560005188","1.483892560005188","1.483892560005188"
"322","1.4853827953338623","1.4853827953338623","1.4853827953338623"
"323","1.476224422454834","1.476224422454834","1.476224422454834"
"324","1.502079963684082","1.502079963684082","1.502079963684082"
"325","1.479280948638916","1.479280948638916","1.479280948638916"
"326","1.4837311506271362","1.4837311506271362","1.4837311506271362"
"327","1.4954042434692383","1.4954042434692383","1.4954042434692383"
"328","1.485530972480774","1.485530972480774","1.485530972480774"
"329","1.481668472290039","1.481668472290039","1.481668472290039"
"330","1.4867300987243652","1.4867300987243652","1.4867300987243652"
"331","1.4708611965179443","1.4708611965179443","1.4708611965179443"
"332","1.4965920448303223","1.4965920448303223","1.4965920448303223"
"333","1.4817851781845093","1.4817851781845093","1.4817851781845093"
"334","1.4529106616973877","1.4529106616973877","1.4529106616973877"
"335","1.4537981748580933","1.4537981748580933","1.4537981748580933"
"336","1.493546485900879","1.493546485900879","1.493546485900879"
"337","1.475878357887268","1.475878357887268","1.475878357887268"
"338","1.488051176071167","1.488051176071167","1.488051176071167"
"339","1.4754087924957275","1.4754087924957275","1.4754087924957275"
"340","1.4745033979415894","1.4745033979415894","1.4745033979415894"
"341","1.4691755771636963","1.4691755771636963","1.4691755771636963"
"342","1.4979733228683472","1.4979733228683472","1.4979733228683472"
"343","1.491827130317688","1.491827130317688","1.491827130317688"
"344","1.4865347146987915","1.4865347146987915","1.4865347146987915"
"345","1.4780384302139282","1.4780384302139282","1.4780384302139282"
"346","1.4566986560821533","1.4566986560821533","1.4566986560821533"
"347","1.4675688743591309","1.4675688743591309","1.4675688743591309"
"348","1.4868909120559692","1.4868909120559692","1.4868909120559692"
"349","1.4782581329345703","1.4782581329345703","1.4782581329345703"
"350","1.4802286624908447","1.4802286624908447","1.4802286624908447"
"351","1.4781224727630615","1.4781224727630615","1.4781224727630615"
"352","1.4932187795639038","1.4932187795639038","1.4932187795639038"
"353","1.4786280393600464","1.4786280393600464","1.4786280393600464"
"354","1.4836440086364746","1.4836440086364746","1.4836440086364746"
"355","1.4927258491516113","1.4927258491516113","1.4927258491516113"
"356","1.4859020709991455","1.4859020709991455","1.4859020709991455"
"357","1.475862741470337","1.475862741470337","1.475862741470337"
"358","1.4781761169433594","1.4781761169433594","1.4781761169433594"
"359","1.4862749576568604","1.4862749576568604","1.4862749576568604"
"360","1.4793636798858643","1.4793636798858643","1.4793636798858643"
"361","1.485595464706421","1.485595464706421","1.485595464706421"
"362","1.4958419799804688","1.4958419799804688","1.4958419799804688"
"363","1.494996428489685","1.494996428489685","1.494996428489685"
"364","1.4721348285675049","1.4721348285675049","1.4721348285675049"
"365","1.459733009338379","1.459733009338379","1.459733009338379"
"366","1.4820953607559204","1.4820953607559204","1.4820953607559204"
"367","1.4815963506698608","1.4815963506698608","1.4815963506698608"
"368","1.4928168058395386","1.4928168058395386","1.4928168058395386"
"369","1.4551018476486206","1.4551018476486206","1.4551018476486206"
"370","1.4796874523162842","1.4796874523162842","1.4796874523162842"
"371","1.456408977508545","1.456408977508545","1.456408977508545"
"372","1.4740197658538818","1.4740197658538818","1.4740197658538818"
"373","1.4459037780761719","1.4459037780761719","1.4459037780761719"
"374","1.4799244403839111","1.4799244403839111","1.4799244403839111"
"375","1.483546495437622","1.483546495437622","1.483546495437622"
"376","1.4949685335159302","1.4949685335159302","1.4949685335159302"
"377","1.4787706136703491","1.4787706136703491","1.4787706136703491"
"378","1.480419635772705","1.480419635772705","1.480419635772705"
"379","1.4781354665756226","1.4781354665756226","1.4781354665756226"
"380","1.4785089492797852","1.4785089492797852","1.4785089492797852"
"381","1.4508031606674194","1.4508031606674194","1.4508031606674194"
"382","1.4779657125473022","1.4779657125473022","1.4779657125473022"
"383","1.4936811923980713","1.4936811923980713","1.4936811923980713"
"384","1.4690910577774048","1.4690910577774048","1.4690910577774048"
"385","1.4765840768814087","1.4765840768814087","1.4765840768814087"
"386","1.4964728355407715","1.4964728355407715","1.4964728355407715"
"387","1.4834402799606323","1.4834402799606323","1.4834402799606323"
"388","1.4570345878601074","1.4570345878601074","1.4570345878601074"
"389","1.47706937789917","1.47706937789917","1.47706937789917"
"390","1.4754691123962402","1.4754691123962402","1.4754691123962402"
"391","1.483941912651062","1.483941912651062","1.483941912651062"
"392","1.4869345426559448","1.4869345426559448","1.4869345426559448"
"393","1.505750298500061","1.505750298500061","1.505750298500061"
"394","1.492708444595337","1.492708444595337","1.492708444595337"
"395","1.4786614179611206","1.4786614179611206","1.4786614179611206"
"396","1.4848905801773071","1.4848905801773071","1.4848905801773071"
"397","1.5009516477584839","1.5009516477584839","1.5009516477584839"
"398","1.4888924360275269","1.4888924360275269","1.4888924360275269"
"399","1.471975564956665","1.471975564956665","1.471975564956665"
"400","1.4795005321502686","1.4795005321502686","1.4795005321502686"
"401","1.4864057302474976","1.4864057302474976","1.4864057302474976"
"402","1.4795676469802856","1.4795676469802856","1.4795676469802856"
"403","1.4858063459396362","1.4858063459396362","1.4858063459396362"
"404","1.487630844116211","1.487630844116211","1.487630844116211"
"405","1.4608874320983887","1.4608874320983887","1.4608874320983887"
"406","1.4860183000564575","1.4860183000564575","1.4860183000564575"
"407","1.485390305519104","1.485390305519104","1.485390305519104"
"408","1.483540654182434","1.483540654182434","1.483540654182434"
"409","1.482084035873413","1.482084035873413","1.482084035873413"
"410","1.4577285051345825","1.4577285051345825","1.4577285051345825"
"411","1.462363839149475","1.462363839149475","1.462363839149475"
"412","1.4764922857284546","1.4764922857284546","1.4764922857284546"
"413","1.4683867692947388","1.4683867692947388","1.4683867692947388"
"414","1.4697052240371704","1.4697052240371704","1.4697052240371704"
"415","1.4807316064834595","1.4807316064834595","1.4807316064834595"
"416","1.5469694137573242","1.5469694137573242","1.5469694137573242"
"417","1.8705285787582397","1.8705285787582397","1.8705285787582397"
"418","1.840504765510559","1.840504765510559","1.840504765510559"
"419","1.988309383392334","1.988309383392334","1.988309383392334"
"420","1.8560477495193481","1.8560477495193481","1.8560477495193481"
"421","1.910744309425354","1.910744309425354","1.910744309425354"
"422","1.7205564975738525","1.7205564975738525","1.7205564975738525"
"423","1.7722755670547485","1.7722755670547485","1.7722755670547485"
"424","1.7460272312164307","1.7460272312164307","1.7460272312164307"
"425","1.7258458137512207","1.7258458137512207","1.7258458137512207"
"426","1.6109137535095215","1.6109137535095215","1.6109137535095215"
"427","1.6350107192993164","1.6350107192993164","1.6350107192993164"
"428","1.646225094795227","1.646225094795227","1.646225094795227"
"429","1.655478835105896","1.655478835105896","1.655478835105896"
"430","1.6403642892837524","1.6403642892837524","1.6403642892837524"
"431","1.645251750946045","1.645251750946045","1.645251750946045"
"432","1.621122121810913","1.621122121810913","1.621122121810913"
"433","1.5883920192718506","1.5883920192718506","1.5883920192718506"
"434","1.6017813682556152","1.6017813682556152","1.6017813682556152"
"435","1.5904991626739502","1.5904991626739502","1.5904991626739502"
"436","1.5706970691680908","1.5706970691680908","1.5706970691680908"
"437","1.5753333568572998","1.5753333568572998","1.5753333568572998"
"438","1.573771595954895","1.573771595954895","1.573771595954895"
"439","1.55075204372406","1.55075204372406","1.55075204372406"
"440","1.5651763677597046","1.5651763677597046","1.5651763677597046"
"441","1.5591838359832764","1.5591838359832764","1.5591838359832764"
"442","1.544225811958313","1.544225811958313","1.544225811958313"
"443","1.552206039428711","1.552206039428711","1.552206039428711"
"444","1.5406036376953125","1.5406036376953125","1.5406036376953125"
"445","1.5419280529022217","1.5419280529022217","1.5419280529022217"
"446","1.540170431137085","1.540170431137085","1.540170431137085"
"447","1.5286976099014282","1.5286976099014282","1.5286976099014282"
"448","1.5308244228363037","1.5308244228363037","1.5308244228363037"
"449","1.5181001424789429","1.5181001424789429","1.5181001424789429"
"450","1.5203490257263184","1.5203490257263184","1.5203490257263184"
"451","1.5125728845596313","1.5125728845596313","1.5125728845596313"
"452","1.5222740173339844","1.5222740173339844","1.5222740173339844"
"453","1.5180891752243042","1.5180891752243042","1.5180891752243042"
"454","1.5187495946884155","1.5187495946884155","1.5187495946884155"
"455","1.515559434890747","1.515559434890747","1.515559434890747"
"456","1.5115456581115723","1.5115456581115723","1.5115456581115723"
"457","1.5082379579544067","1.5082379579544067","1.5082379579544067"
