"Step","plain_addition_small_encoder_0 - train_loss","plain_addition_small_encoder_0 - train_loss__MIN","plain_addition_small_encoder_0 - train_loss__MAX"
"38","2.1148276329040527","2.1148276329040527","2.1148276329040527"
"39","2.098639726638794","2.098639726638794","2.098639726638794"
"40","2.1103174686431885","2.1103174686431885","2.1103174686431885"
"41","2.068253755569458","2.068253755569458","2.068253755569458"
"42","2.099804401397705","2.099804401397705","2.099804401397705"
"43","2.0956220626831055","2.0956220626831055","2.0956220626831055"
"44","2.0846827030181885","2.0846827030181885","2.0846827030181885"
"45","2.0510599613189697","2.0510599613189697","2.0510599613189697"
"46","2.0850179195404053","2.0850179195404053","2.0850179195404053"
"47","2.0316638946533203","2.0316638946533203","2.0316638946533203"
"48","2.0742571353912354","2.0742571353912354","2.0742571353912354"
"49","2.0234830379486084","2.0234830379486084","2.0234830379486084"
"50","2.0426745414733887","2.0426745414733887","2.0426745414733887"
"51","2.0972330570220947","2.0972330570220947","2.0972330570220947"
"52","2.0210072994232178","2.0210072994232178","2.0210072994232178"
"53","2.0820627212524414","2.0820627212524414","2.0820627212524414"
"54","2.0487465858459473","2.0487465858459473","2.0487465858459473"
"55","2.0592570304870605","2.0592570304870605","2.0592570304870605"
"56","2.0094962120056152","2.0094962120056152","2.0094962120056152"
"57","2.041327953338623","2.041327953338623","2.041327953338623"
"58","2.00705885887146","2.00705885887146","2.00705885887146"
"59","1.9753063917160034","1.9753063917160034","1.9753063917160034"
"60","1.973867416381836","1.973867416381836","1.973867416381836"
"61","1.9721170663833618","1.9721170663833618","1.9721170663833618"
"62","1.9704521894454956","1.9704521894454956","1.9704521894454956"
"63","1.9959030151367188","1.9959030151367188","1.9959030151367188"
"64","2.1223692893981934","2.1223692893981934","2.1223692893981934"
"65","2.0284597873687744","2.0284597873687744","2.0284597873687744"
"66","2.0286617279052734","2.0286617279052734","2.0286617279052734"
"67","1.997016429901123","1.997016429901123","1.997016429901123"
"68","1.9880808591842651","1.9880808591842651","1.9880808591842651"
"69","1.9787019491195679","1.9787019491195679","1.9787019491195679"
"70","1.9717601537704468","1.9717601537704468","1.9717601537704468"
"71","1.97342848777771","1.97342848777771","1.97342848777771"
"72","1.9617561101913452","1.9617561101913452","1.9617561101913452"
"73","1.9412903785705566","1.9412903785705566","1.9412903785705566"
"74","1.9477827548980713","1.9477827548980713","1.9477827548980713"
"75","1.9662892818450928","1.9662892818450928","1.9662892818450928"
"76","1.9333984851837158","1.9333984851837158","1.9333984851837158"
"77","1.9025452136993408","1.9025452136993408","1.9025452136993408"
"78","1.9290249347686768","1.9290249347686768","1.9290249347686768"
"79","1.9455783367156982","1.9455783367156982","1.9455783367156982"
"80","1.9083045721054077","1.9083045721054077","1.9083045721054077"
"81","1.8732272386550903","1.8732272386550903","1.8732272386550903"
"82","1.8913681507110596","1.8913681507110596","1.8913681507110596"
"83","1.916608452796936","1.916608452796936","1.916608452796936"
"84","1.9132946729660034","1.9132946729660034","1.9132946729660034"
"85","1.8721197843551636","1.8721197843551636","1.8721197843551636"
"86","1.8665063381195068","1.8665063381195068","1.8665063381195068"
"87","1.8517990112304688","1.8517990112304688","1.8517990112304688"
"88","1.8897522687911987","1.8897522687911987","1.8897522687911987"
"89","1.8596042394638062","1.8596042394638062","1.8596042394638062"
"90","1.9151068925857544","1.9151068925857544","1.9151068925857544"
"91","1.884224772453308","1.884224772453308","1.884224772453308"
"92","1.851743459701538","1.851743459701538","1.851743459701538"
"93","1.9226161241531372","1.9226161241531372","1.9226161241531372"
"94","1.8504492044448853","1.8504492044448853","1.8504492044448853"
"95","1.8641383647918701","1.8641383647918701","1.8641383647918701"
"96","1.8525660037994385","1.8525660037994385","1.8525660037994385"
"97","1.8317248821258545","1.8317248821258545","1.8317248821258545"
"98","1.8517131805419922","1.8517131805419922","1.8517131805419922"
"99","1.8625190258026123","1.8625190258026123","1.8625190258026123"
"100","1.839745044708252","1.839745044708252","1.839745044708252"
"101","1.8428226709365845","1.8428226709365845","1.8428226709365845"
"102","1.850051999092102","1.850051999092102","1.850051999092102"
"103","1.8376836776733398","1.8376836776733398","1.8376836776733398"
"104","1.8281126022338867","1.8281126022338867","1.8281126022338867"
"105","1.8276430368423462","1.8276430368423462","1.8276430368423462"
"106","1.823166012763977","1.823166012763977","1.823166012763977"
"107","1.8029084205627441","1.8029084205627441","1.8029084205627441"
"108","1.834151268005371","1.834151268005371","1.834151268005371"
"109","1.8392953872680664","1.8392953872680664","1.8392953872680664"
"110","1.814501166343689","1.814501166343689","1.814501166343689"
"111","1.7905890941619873","1.7905890941619873","1.7905890941619873"
"112","1.828994870185852","1.828994870185852","1.828994870185852"
"113","1.8095358610153198","1.8095358610153198","1.8095358610153198"
"114","1.8606582880020142","1.8606582880020142","1.8606582880020142"
"115","1.8455795049667358","1.8455795049667358","1.8455795049667358"
"116","1.8353995084762573","1.8353995084762573","1.8353995084762573"
"117","1.8449006080627441","1.8449006080627441","1.8449006080627441"
"118","1.8485612869262695","1.8485612869262695","1.8485612869262695"
"119","1.8083301782608032","1.8083301782608032","1.8083301782608032"
"120","1.8942961692810059","1.8942961692810059","1.8942961692810059"
"121","1.804198980331421","1.804198980331421","1.804198980331421"
"122","1.8641510009765625","1.8641510009765625","1.8641510009765625"
"123","1.8424596786499023","1.8424596786499023","1.8424596786499023"
"124","1.8328341245651245","1.8328341245651245","1.8328341245651245"
"125","1.817984938621521","1.817984938621521","1.817984938621521"
"126","1.801640510559082","1.801640510559082","1.801640510559082"
"127","1.8152844905853271","1.8152844905853271","1.8152844905853271"
"128","1.8606204986572266","1.8606204986572266","1.8606204986572266"
"129","1.7944316864013672","1.7944316864013672","1.7944316864013672"
"130","1.7951347827911377","1.7951347827911377","1.7951347827911377"
"131","1.7981687784194946","1.7981687784194946","1.7981687784194946"
"132","1.7980313301086426","1.7980313301086426","1.7980313301086426"
"133","1.803504467010498","1.803504467010498","1.803504467010498"
"134","1.7969963550567627","1.7969963550567627","1.7969963550567627"
"135","1.7631945610046387","1.7631945610046387","1.7631945610046387"
"136","1.7796318531036377","1.7796318531036377","1.7796318531036377"
"137","1.7636237144470215","1.7636237144470215","1.7636237144470215"
"138","1.7685937881469727","1.7685937881469727","1.7685937881469727"
"139","1.7578659057617188","1.7578659057617188","1.7578659057617188"
"140","1.759016752243042","1.759016752243042","1.759016752243042"
"141","1.7503986358642578","1.7503986358642578","1.7503986358642578"
"142","1.7264454364776611","1.7264454364776611","1.7264454364776611"
"143","1.745774745941162","1.745774745941162","1.745774745941162"
"144","1.7457324266433716","1.7457324266433716","1.7457324266433716"
"145","1.7426992654800415","1.7426992654800415","1.7426992654800415"
"146","1.7270547151565552","1.7270547151565552","1.7270547151565552"
"147","1.742455005645752","1.742455005645752","1.742455005645752"
"148","1.7301456928253174","1.7301456928253174","1.7301456928253174"
"149","1.7395787239074707","1.7395787239074707","1.7395787239074707"
"150","1.723799467086792","1.723799467086792","1.723799467086792"
"151","1.7144031524658203","1.7144031524658203","1.7144031524658203"
"152","1.7169170379638672","1.7169170379638672","1.7169170379638672"
"153","1.7181386947631836","1.7181386947631836","1.7181386947631836"
"154","1.7029929161071777","1.7029929161071777","1.7029929161071777"
"155","1.7037400007247925","1.7037400007247925","1.7037400007247925"
"156","1.6722112894058228","1.6722112894058228","1.6722112894058228"
"157","1.7076175212860107","1.7076175212860107","1.7076175212860107"
"158","1.6809265613555908","1.6809265613555908","1.6809265613555908"
"159","1.708831548690796","1.708831548690796","1.708831548690796"
"160","1.6904900074005127","1.6904900074005127","1.6904900074005127"
"161","1.679831862449646","1.679831862449646","1.679831862449646"
"162","1.6889379024505615","1.6889379024505615","1.6889379024505615"
"163","1.677005648612976","1.677005648612976","1.677005648612976"
"164","1.6676665544509888","1.6676665544509888","1.6676665544509888"
"165","1.6843249797821045","1.6843249797821045","1.6843249797821045"
"166","1.6739449501037598","1.6739449501037598","1.6739449501037598"
"167","1.7052631378173828","1.7052631378173828","1.7052631378173828"
"168","1.697404384613037","1.697404384613037","1.697404384613037"
"169","1.6453173160552979","1.6453173160552979","1.6453173160552979"
"170","1.6718969345092773","1.6718969345092773","1.6718969345092773"
"171","1.6689727306365967","1.6689727306365967","1.6689727306365967"
"172","1.662772297859192","1.662772297859192","1.662772297859192"
"173","1.6763460636138916","1.6763460636138916","1.6763460636138916"
"174","1.6792809963226318","1.6792809963226318","1.6792809963226318"
"175","1.6671432256698608","1.6671432256698608","1.6671432256698608"
"176","1.6478837728500366","1.6478837728500366","1.6478837728500366"
"177","1.6666339635849","1.6666339635849","1.6666339635849"
"178","1.6615053415298462","1.6615053415298462","1.6615053415298462"
"179","1.634830117225647","1.634830117225647","1.634830117225647"
"180","1.635241985321045","1.635241985321045","1.635241985321045"
"181","1.6627278327941895","1.6627278327941895","1.6627278327941895"
"182","1.648517370223999","1.648517370223999","1.648517370223999"
"183","1.6581428050994873","1.6581428050994873","1.6581428050994873"
"184","1.6233420372009277","1.6233420372009277","1.6233420372009277"
"185","1.6356843709945679","1.6356843709945679","1.6356843709945679"
"186","1.663114070892334","1.663114070892334","1.663114070892334"
"187","1.6298446655273438","1.6298446655273438","1.6298446655273438"
"188","1.6483876705169678","1.6483876705169678","1.6483876705169678"
"189","1.6396459341049194","1.6396459341049194","1.6396459341049194"
"190","1.6424678564071655","1.6424678564071655","1.6424678564071655"
"191","1.6115461587905884","1.6115461587905884","1.6115461587905884"
"192","1.6432068347930908","1.6432068347930908","1.6432068347930908"
"193","1.6138956546783447","1.6138956546783447","1.6138956546783447"
"194","1.6120305061340332","1.6120305061340332","1.6120305061340332"
"195","1.6143088340759277","1.6143088340759277","1.6143088340759277"
"196","1.6217210292816162","1.6217210292816162","1.6217210292816162"
"197","1.6041505336761475","1.6041505336761475","1.6041505336761475"
"198","1.598539113998413","1.598539113998413","1.598539113998413"
"199","1.6119940280914307","1.6119940280914307","1.6119940280914307"
"200","1.6168358325958252","1.6168358325958252","1.6168358325958252"
"201","1.5909998416900635","1.5909998416900635","1.5909998416900635"
"202","1.5876671075820923","1.5876671075820923","1.5876671075820923"
"203","1.6227340698242188","1.6227340698242188","1.6227340698242188"
"204","1.6109824180603027","1.6109824180603027","1.6109824180603027"
"205","1.5915908813476562","1.5915908813476562","1.5915908813476562"
"206","1.5910611152648926","1.5910611152648926","1.5910611152648926"
"207","1.5955886840820312","1.5955886840820312","1.5955886840820312"
"208","1.5963152647018433","1.5963152647018433","1.5963152647018433"
"209","1.6186268329620361","1.6186268329620361","1.6186268329620361"
"210","1.6008884906768799","1.6008884906768799","1.6008884906768799"
"211","1.5743740797042847","1.5743740797042847","1.5743740797042847"
"212","1.5887537002563477","1.5887537002563477","1.5887537002563477"
"213","1.5900819301605225","1.5900819301605225","1.5900819301605225"
"214","1.580534815788269","1.580534815788269","1.580534815788269"
"215","1.5922423601150513","1.5922423601150513","1.5922423601150513"
"216","1.6012213230133057","1.6012213230133057","1.6012213230133057"
"217","1.5969257354736328","1.5969257354736328","1.5969257354736328"
"218","1.5658814907073975","1.5658814907073975","1.5658814907073975"
"219","1.5756312608718872","1.5756312608718872","1.5756312608718872"
"220","1.5635902881622314","1.5635902881622314","1.5635902881622314"
"221","1.584453821182251","1.584453821182251","1.584453821182251"
"222","1.5712761878967285","1.5712761878967285","1.5712761878967285"
"223","1.5911591053009033","1.5911591053009033","1.5911591053009033"
"224","1.5893967151641846","1.5893967151641846","1.5893967151641846"
"225","1.5696909427642822","1.5696909427642822","1.5696909427642822"
"226","1.54885733127594","1.54885733127594","1.54885733127594"
"227","1.5697290897369385","1.5697290897369385","1.5697290897369385"
"228","1.562673807144165","1.562673807144165","1.562673807144165"
"229","1.5743716955184937","1.5743716955184937","1.5743716955184937"
"230","1.5484775304794312","1.5484775304794312","1.5484775304794312"
"231","1.59860360622406","1.59860360622406","1.59860360622406"
"232","1.5628046989440918","1.5628046989440918","1.5628046989440918"
"233","1.5648036003112793","1.5648036003112793","1.5648036003112793"
"234","1.5642956495285034","1.5642956495285034","1.5642956495285034"
"235","1.5814495086669922","1.5814495086669922","1.5814495086669922"
"236","1.583142876625061","1.583142876625061","1.583142876625061"
"237","1.572385549545288","1.572385549545288","1.572385549545288"
"238","1.5650438070297241","1.5650438070297241","1.5650438070297241"
"239","1.5729461908340454","1.5729461908340454","1.5729461908340454"
"240","1.5601787567138672","1.5601787567138672","1.5601787567138672"
"241","1.5839323997497559","1.5839323997497559","1.5839323997497559"
"242","1.576257586479187","1.576257586479187","1.576257586479187"
"243","1.5684913396835327","1.5684913396835327","1.5684913396835327"
"244","1.5664184093475342","1.5664184093475342","1.5664184093475342"
"245","1.5548049211502075","1.5548049211502075","1.5548049211502075"
"246","1.5562751293182373","1.5562751293182373","1.5562751293182373"
"247","1.5572130680084229","1.5572130680084229","1.5572130680084229"
"248","1.5573360919952393","1.5573360919952393","1.5573360919952393"
"249","1.5668771266937256","1.5668771266937256","1.5668771266937256"
"250","1.565996527671814","1.565996527671814","1.565996527671814"
"251","1.5567989349365234","1.5567989349365234","1.5567989349365234"
"252","1.5449252128601074","1.5449252128601074","1.5449252128601074"
"253","1.543936848640442","1.543936848640442","1.543936848640442"
"254","1.5708816051483154","1.5708816051483154","1.5708816051483154"
"255","1.5640463829040527","1.5640463829040527","1.5640463829040527"
"256","1.5571938753128052","1.5571938753128052","1.5571938753128052"
"257","1.561906099319458","1.561906099319458","1.561906099319458"
"258","1.5555996894836426","1.5555996894836426","1.5555996894836426"
"259","1.5709097385406494","1.5709097385406494","1.5709097385406494"
"260","1.566490888595581","1.566490888595581","1.566490888595581"
"261","1.5562481880187988","1.5562481880187988","1.5562481880187988"
"262","1.5455224514007568","1.5455224514007568","1.5455224514007568"
"263","1.5392792224884033","1.5392792224884033","1.5392792224884033"
"264","1.5576518774032593","1.5576518774032593","1.5576518774032593"
"265","1.5472809076309204","1.5472809076309204","1.5472809076309204"
"266","1.5535039901733398","1.5535039901733398","1.5535039901733398"
"267","1.5499321222305298","1.5499321222305298","1.5499321222305298"
"268","1.5391136407852173","1.5391136407852173","1.5391136407852173"
"269","1.5477689504623413","1.5477689504623413","1.5477689504623413"
"270","1.5507616996765137","1.5507616996765137","1.5507616996765137"
"271","1.56327223777771","1.56327223777771","1.56327223777771"
"272","1.5531680583953857","1.5531680583953857","1.5531680583953857"
"273","1.5608713626861572","1.5608713626861572","1.5608713626861572"
"274","1.557448387145996","1.557448387145996","1.557448387145996"
"275","1.53516685962677","1.53516685962677","1.53516685962677"
"276","1.5192307233810425","1.5192307233810425","1.5192307233810425"
"277","1.5486000776290894","1.5486000776290894","1.5486000776290894"
"278","1.5471935272216797","1.5471935272216797","1.5471935272216797"
"279","1.5160586833953857","1.5160586833953857","1.5160586833953857"
"280","1.5396465063095093","1.5396465063095093","1.5396465063095093"
"281","1.5458557605743408","1.5458557605743408","1.5458557605743408"
"282","1.5405890941619873","1.5405890941619873","1.5405890941619873"
"283","1.5271563529968262","1.5271563529968262","1.5271563529968262"
"284","1.5297602415084839","1.5297602415084839","1.5297602415084839"
"285","1.5473390817642212","1.5473390817642212","1.5473390817642212"
"286","1.5324122905731201","1.5324122905731201","1.5324122905731201"
"287","1.552146077156067","1.552146077156067","1.552146077156067"
"288","1.5515458583831787","1.5515458583831787","1.5515458583831787"
"289","1.5462043285369873","1.5462043285369873","1.5462043285369873"
"290","1.5456922054290771","1.5456922054290771","1.5456922054290771"
"291","1.53383469581604","1.53383469581604","1.53383469581604"
"292","1.5392590761184692","1.5392590761184692","1.5392590761184692"
"293","1.5590256452560425","1.5590256452560425","1.5590256452560425"
"294","1.5556282997131348","1.5556282997131348","1.5556282997131348"
"295","1.536940097808838","1.536940097808838","1.536940097808838"
"296","1.5408860445022583","1.5408860445022583","1.5408860445022583"
"297","1.5358130931854248","1.5358130931854248","1.5358130931854248"
"298","1.5505571365356445","1.5505571365356445","1.5505571365356445"
"299","1.5197322368621826","1.5197322368621826","1.5197322368621826"
"300","1.5556460618972778","1.5556460618972778","1.5556460618972778"
"301","1.5326122045516968","1.5326122045516968","1.5326122045516968"
"302","1.5419354438781738","1.5419354438781738","1.5419354438781738"
"303","1.5305464267730713","1.5305464267730713","1.5305464267730713"
"304","1.525573968887329","1.525573968887329","1.525573968887329"
"305","1.514209508895874","1.514209508895874","1.514209508895874"
"306","1.54441499710083","1.54441499710083","1.54441499710083"
"307","1.5358554124832153","1.5358554124832153","1.5358554124832153"
"308","1.5301249027252197","1.5301249027252197","1.5301249027252197"
"309","1.5532203912734985","1.5532203912734985","1.5532203912734985"
"310","1.5245016813278198","1.5245016813278198","1.5245016813278198"
"311","1.511214017868042","1.511214017868042","1.511214017868042"
"312","1.5277235507965088","1.5277235507965088","1.5277235507965088"
"313","1.5326941013336182","1.5326941013336182","1.5326941013336182"
"314","1.5321485996246338","1.5321485996246338","1.5321485996246338"
"315","1.5215246677398682","1.5215246677398682","1.5215246677398682"
"316","1.5307010412216187","1.5307010412216187","1.5307010412216187"
"317","1.5080903768539429","1.5080903768539429","1.5080903768539429"
"318","1.5155826807022095","1.5155826807022095","1.5155826807022095"
"319","1.5463526248931885","1.5463526248931885","1.5463526248931885"
"320","1.5255757570266724","1.5255757570266724","1.5255757570266724"
"321","1.5316581726074219","1.5316581726074219","1.5316581726074219"
"322","1.522685170173645","1.522685170173645","1.522685170173645"
"323","1.5455259084701538","1.5455259084701538","1.5455259084701538"
"324","1.53342604637146","1.53342604637146","1.53342604637146"
"325","1.5235002040863037","1.5235002040863037","1.5235002040863037"
"326","1.5125187635421753","1.5125187635421753","1.5125187635421753"
"327","1.5160319805145264","1.5160319805145264","1.5160319805145264"
"328","1.5166109800338745","1.5166109800338745","1.5166109800338745"
"329","1.504374384880066","1.504374384880066","1.504374384880066"
"330","1.5085315704345703","1.5085315704345703","1.5085315704345703"
"331","1.5019712448120117","1.5019712448120117","1.5019712448120117"
"332","1.5338407754898071","1.5338407754898071","1.5338407754898071"
"333","1.502653956413269","1.502653956413269","1.502653956413269"
"334","1.5333181619644165","1.5333181619644165","1.5333181619644165"
"335","1.5284146070480347","1.5284146070480347","1.5284146070480347"
"336","1.505967617034912","1.505967617034912","1.505967617034912"
"337","1.536106824874878","1.536106824874878","1.536106824874878"
"338","1.5224751234054565","1.5224751234054565","1.5224751234054565"
"339","1.5297927856445312","1.5297927856445312","1.5297927856445312"
"340","1.5114376544952393","1.5114376544952393","1.5114376544952393"
"341","1.516584873199463","1.516584873199463","1.516584873199463"
"342","1.501961588859558","1.501961588859558","1.501961588859558"
"343","1.5283029079437256","1.5283029079437256","1.5283029079437256"
"344","1.5299444198608398","1.5299444198608398","1.5299444198608398"
"345","1.5251911878585815","1.5251911878585815","1.5251911878585815"
"346","1.5231469869613647","1.5231469869613647","1.5231469869613647"
"347","1.512298345565796","1.512298345565796","1.512298345565796"
"348","1.5162512063980103","1.5162512063980103","1.5162512063980103"
"349","1.5026735067367554","1.5026735067367554","1.5026735067367554"
"350","1.528672456741333","1.528672456741333","1.528672456741333"
"351","1.516905426979065","1.516905426979065","1.516905426979065"
"352","1.5210959911346436","1.5210959911346436","1.5210959911346436"
"353","1.5290231704711914","1.5290231704711914","1.5290231704711914"
"354","1.5100345611572266","1.5100345611572266","1.5100345611572266"
"355","1.52202570438385","1.52202570438385","1.52202570438385"
"356","1.4994328022003174","1.4994328022003174","1.4994328022003174"
"357","1.507635235786438","1.507635235786438","1.507635235786438"
"358","1.5211279392242432","1.5211279392242432","1.5211279392242432"
"359","1.5194870233535767","1.5194870233535767","1.5194870233535767"
"360","1.5230388641357422","1.5230388641357422","1.5230388641357422"
"361","1.5006455183029175","1.5006455183029175","1.5006455183029175"
"362","1.4851438999176025","1.4851438999176025","1.4851438999176025"
"363","1.5283129215240479","1.5283129215240479","1.5283129215240479"
"364","1.5179556608200073","1.5179556608200073","1.5179556608200073"
"365","1.5078978538513184","1.5078978538513184","1.5078978538513184"
"366","1.524390459060669","1.524390459060669","1.524390459060669"
"367","1.5163224935531616","1.5163224935531616","1.5163224935531616"
"368","1.5199559926986694","1.5199559926986694","1.5199559926986694"
"369","1.5033901929855347","1.5033901929855347","1.5033901929855347"
"370","1.518617868423462","1.518617868423462","1.518617868423462"
"371","1.504764199256897","1.504764199256897","1.504764199256897"
"372","1.4805657863616943","1.4805657863616943","1.4805657863616943"
"373","1.5185468196868896","1.5185468196868896","1.5185468196868896"
"374","1.4936277866363525","1.4936277866363525","1.4936277866363525"
"375","1.5157414674758911","1.5157414674758911","1.5157414674758911"
"376","1.5049068927764893","1.5049068927764893","1.5049068927764893"
"377","1.500622034072876","1.500622034072876","1.500622034072876"
"378","1.486669659614563","1.486669659614563","1.486669659614563"
"379","1.506083607673645","1.506083607673645","1.506083607673645"
"380","1.507078766822815","1.507078766822815","1.507078766822815"
"381","1.5122601985931396","1.5122601985931396","1.5122601985931396"
"382","1.4959381818771362","1.4959381818771362","1.4959381818771362"
"383","1.4988040924072266","1.4988040924072266","1.4988040924072266"
"384","1.5091582536697388","1.5091582536697388","1.5091582536697388"
"385","1.5229854583740234","1.5229854583740234","1.5229854583740234"
"386","1.5287141799926758","1.5287141799926758","1.5287141799926758"
"387","1.5088880062103271","1.5088880062103271","1.5088880062103271"
"388","1.504335641860962","1.504335641860962","1.504335641860962"
"389","1.488610029220581","1.488610029220581","1.488610029220581"
"390","1.5215017795562744","1.5215017795562744","1.5215017795562744"
"391","1.5104814767837524","1.5104814767837524","1.5104814767837524"
"392","1.5052731037139893","1.5052731037139893","1.5052731037139893"
"393","1.5040884017944336","1.5040884017944336","1.5040884017944336"
"394","1.5027940273284912","1.5027940273284912","1.5027940273284912"
"395","1.502227783203125","1.502227783203125","1.502227783203125"
"396","1.4529857635498047","1.4529857635498047","1.4529857635498047"
"397","1.5049498081207275","1.5049498081207275","1.5049498081207275"
"398","1.506072759628296","1.506072759628296","1.506072759628296"
"399","1.5171726942062378","1.5171726942062378","1.5171726942062378"
"400","1.4928615093231201","1.4928615093231201","1.4928615093231201"
"401","1.49825918674469","1.49825918674469","1.49825918674469"
"402","1.50322687625885","1.50322687625885","1.50322687625885"
"403","1.5071985721588135","1.5071985721588135","1.5071985721588135"
"404","1.4998159408569336","1.4998159408569336","1.4998159408569336"
"405","1.496963381767273","1.496963381767273","1.496963381767273"
"406","1.4923441410064697","1.4923441410064697","1.4923441410064697"
"407","1.5021939277648926","1.5021939277648926","1.5021939277648926"
"408","1.4830840826034546","1.4830840826034546","1.4830840826034546"
"409","1.4882731437683105","1.4882731437683105","1.4882731437683105"
"410","1.490756869316101","1.490756869316101","1.490756869316101"
"411","1.4957579374313354","1.4957579374313354","1.4957579374313354"
"412","1.4807814359664917","1.4807814359664917","1.4807814359664917"
"413","1.506028413772583","1.506028413772583","1.506028413772583"
"414","1.4854408502578735","1.4854408502578735","1.4854408502578735"
"415","1.4840977191925049","1.4840977191925049","1.4840977191925049"
"416","1.4935173988342285","1.4935173988342285","1.4935173988342285"
"417","1.5089784860610962","1.5089784860610962","1.5089784860610962"
"418","1.4982026815414429","1.4982026815414429","1.4982026815414429"
"419","1.4856784343719482","1.4856784343719482","1.4856784343719482"
"420","1.4876611232757568","1.4876611232757568","1.4876611232757568"
"421","1.5114690065383911","1.5114690065383911","1.5114690065383911"
"422","1.4993138313293457","1.4993138313293457","1.4993138313293457"
"423","1.4846714735031128","1.4846714735031128","1.4846714735031128"
"424","1.4943554401397705","1.4943554401397705","1.4943554401397705"
"425","1.499717354774475","1.499717354774475","1.499717354774475"
"426","1.475329875946045","1.475329875946045","1.475329875946045"
"427","1.4963321685791016","1.4963321685791016","1.4963321685791016"
"428","1.49931800365448","1.49931800365448","1.49931800365448"
"429","1.5014805793762207","1.5014805793762207","1.5014805793762207"
"430","1.4688762426376343","1.4688762426376343","1.4688762426376343"
"431","1.4709129333496094","1.4709129333496094","1.4709129333496094"
"432","1.4831870794296265","1.4831870794296265","1.4831870794296265"
"433","1.4931418895721436","1.4931418895721436","1.4931418895721436"
"434","1.4760053157806396","1.4760053157806396","1.4760053157806396"
"435","1.4750547409057617","1.4750547409057617","1.4750547409057617"
"436","1.4956016540527344","1.4956016540527344","1.4956016540527344"
"437","1.4808796644210815","1.4808796644210815","1.4808796644210815"
"438","1.4799883365631104","1.4799883365631104","1.4799883365631104"
"439","1.484959363937378","1.484959363937378","1.484959363937378"
"440","1.5009965896606445","1.5009965896606445","1.5009965896606445"
"441","1.4744398593902588","1.4744398593902588","1.4744398593902588"
"442","1.4845619201660156","1.4845619201660156","1.4845619201660156"
"443","1.4956779479980469","1.4956779479980469","1.4956779479980469"
"444","1.4818459749221802","1.4818459749221802","1.4818459749221802"
"445","1.491321325302124","1.491321325302124","1.491321325302124"
"446","1.4852548837661743","1.4852548837661743","1.4852548837661743"
"447","1.4942325353622437","1.4942325353622437","1.4942325353622437"
"448","1.5085835456848145","1.5085835456848145","1.5085835456848145"
"449","1.4873567819595337","1.4873567819595337","1.4873567819595337"
"450","1.4928038120269775","1.4928038120269775","1.4928038120269775"
"451","1.4877678155899048","1.4877678155899048","1.4877678155899048"
"452","1.492684006690979","1.492684006690979","1.492684006690979"
"453","1.4619017839431763","1.4619017839431763","1.4619017839431763"
"454","1.4727377891540527","1.4727377891540527","1.4727377891540527"
"455","1.466987133026123","1.466987133026123","1.466987133026123"
"456","1.4905651807785034","1.4905651807785034","1.4905651807785034"
"457","1.4663013219833374","1.4663013219833374","1.4663013219833374"
