"Step","shakespeare_medium_decoder_no_wpe_0 - train_loss","shakespeare_medium_decoder_no_wpe_0 - train_loss__MIN","shakespeare_medium_decoder_no_wpe_0 - train_loss__MAX"
"157","2.2932798862457275","2.2932798862457275","2.2932798862457275"
"158","2.2491719722747803","2.2491719722747803","2.2491719722747803"
"159","2.280266761779785","2.280266761779785","2.280266761779785"
"160","2.2512335777282715","2.2512335777282715","2.2512335777282715"
"161","2.2593884468078613","2.2593884468078613","2.2593884468078613"
"162","2.28596830368042","2.28596830368042","2.28596830368042"
"163","2.2753098011016846","2.2753098011016846","2.2753098011016846"
"164","2.204869031906128","2.204869031906128","2.204869031906128"
"165","2.295233726501465","2.295233726501465","2.295233726501465"
"166","2.2803282737731934","2.2803282737731934","2.2803282737731934"
"167","2.2449231147766113","2.2449231147766113","2.2449231147766113"
"168","2.3129849433898926","2.3129849433898926","2.3129849433898926"
"169","2.2856507301330566","2.2856507301330566","2.2856507301330566"
"170","2.2828807830810547","2.2828807830810547","2.2828807830810547"
"171","2.265211343765259","2.265211343765259","2.265211343765259"
"172","2.238853693008423","2.238853693008423","2.238853693008423"
"173","2.2569212913513184","2.2569212913513184","2.2569212913513184"
"174","2.2210516929626465","2.2210516929626465","2.2210516929626465"
"175","2.300489664077759","2.300489664077759","2.300489664077759"
"176","2.2350621223449707","2.2350621223449707","2.2350621223449707"
"177","2.232903480529785","2.232903480529785","2.232903480529785"
"178","2.240421772003174","2.240421772003174","2.240421772003174"
"179","2.2253506183624268","2.2253506183624268","2.2253506183624268"
"180","2.2509124279022217","2.2509124279022217","2.2509124279022217"
"181","2.2461159229278564","2.2461159229278564","2.2461159229278564"
"182","2.191835403442383","2.191835403442383","2.191835403442383"
"183","2.2190160751342773","2.2190160751342773","2.2190160751342773"
"184","2.246694326400757","2.246694326400757","2.246694326400757"
"185","2.2013320922851562","2.2013320922851562","2.2013320922851562"
"186","2.2598252296447754","2.2598252296447754","2.2598252296447754"
"187","2.1974172592163086","2.1974172592163086","2.1974172592163086"
"188","2.2351889610290527","2.2351889610290527","2.2351889610290527"
"189","2.2706027030944824","2.2706027030944824","2.2706027030944824"
"190","2.2797305583953857","2.2797305583953857","2.2797305583953857"
"191","2.2374343872070312","2.2374343872070312","2.2374343872070312"
"192","2.224548816680908","2.224548816680908","2.224548816680908"
"193","2.262099266052246","2.262099266052246","2.262099266052246"
"194","2.1986303329467773","2.1986303329467773","2.1986303329467773"
"195","2.2398993968963623","2.2398993968963623","2.2398993968963623"
"196","2.226743221282959","2.226743221282959","2.226743221282959"
"197","2.2071540355682373","2.2071540355682373","2.2071540355682373"
"198","2.226133346557617","2.226133346557617","2.226133346557617"
"199","2.2071776390075684","2.2071776390075684","2.2071776390075684"
"200","2.2702152729034424","2.2702152729034424","2.2702152729034424"
"201","2.2248635292053223","2.2248635292053223","2.2248635292053223"
"202","2.2430033683776855","2.2430033683776855","2.2430033683776855"
"203","2.180957794189453","2.180957794189453","2.180957794189453"
"204","2.2208054065704346","2.2208054065704346","2.2208054065704346"
"205","2.2072834968566895","2.2072834968566895","2.2072834968566895"
"206","2.171435832977295","2.171435832977295","2.171435832977295"
"207","2.2048964500427246","2.2048964500427246","2.2048964500427246"
"208","2.1834716796875","2.1834716796875","2.1834716796875"
"209","2.1654934883117676","2.1654934883117676","2.1654934883117676"
"210","2.18550443649292","2.18550443649292","2.18550443649292"
"211","2.1945548057556152","2.1945548057556152","2.1945548057556152"
"212","2.1872406005859375","2.1872406005859375","2.1872406005859375"
"213","2.2568624019622803","2.2568624019622803","2.2568624019622803"
"214","2.2118496894836426","2.2118496894836426","2.2118496894836426"
"215","2.188831329345703","2.188831329345703","2.188831329345703"
"216","2.2229321002960205","2.2229321002960205","2.2229321002960205"
"217","2.218226194381714","2.218226194381714","2.218226194381714"
"218","2.2177345752716064","2.2177345752716064","2.2177345752716064"
"219","2.1930954456329346","2.1930954456329346","2.1930954456329346"
"220","2.163461923599243","2.163461923599243","2.163461923599243"
"221","2.196225643157959","2.196225643157959","2.196225643157959"
"222","2.1595373153686523","2.1595373153686523","2.1595373153686523"
"223","2.1949729919433594","2.1949729919433594","2.1949729919433594"
"224","2.1575112342834473","2.1575112342834473","2.1575112342834473"
"225","2.1711227893829346","2.1711227893829346","2.1711227893829346"
"226","2.1947097778320312","2.1947097778320312","2.1947097778320312"
"227","2.1705591678619385","2.1705591678619385","2.1705591678619385"
"228","2.1843326091766357","2.1843326091766357","2.1843326091766357"
"229","2.2201571464538574","2.2201571464538574","2.2201571464538574"
"230","2.1698408126831055","2.1698408126831055","2.1698408126831055"
"231","2.1855435371398926","2.1855435371398926","2.1855435371398926"
"232","2.140716791152954","2.140716791152954","2.140716791152954"
"233","2.1579980850219727","2.1579980850219727","2.1579980850219727"
"234","2.1486153602600098","2.1486153602600098","2.1486153602600098"
"235","2.163755178451538","2.163755178451538","2.163755178451538"
"236","2.177166700363159","2.177166700363159","2.177166700363159"
"237","2.1786251068115234","2.1786251068115234","2.1786251068115234"
"238","2.1320762634277344","2.1320762634277344","2.1320762634277344"
"239","2.1521730422973633","2.1521730422973633","2.1521730422973633"
"240","2.142730236053467","2.142730236053467","2.142730236053467"
"241","2.179837942123413","2.179837942123413","2.179837942123413"
"242","2.1709938049316406","2.1709938049316406","2.1709938049316406"
"243","2.1392321586608887","2.1392321586608887","2.1392321586608887"
"244","2.117955446243286","2.117955446243286","2.117955446243286"
"245","2.160325050354004","2.160325050354004","2.160325050354004"
"246","2.1404316425323486","2.1404316425323486","2.1404316425323486"
"247","2.109372615814209","2.109372615814209","2.109372615814209"
"248","2.1243269443511963","2.1243269443511963","2.1243269443511963"
"249","2.1191635131835938","2.1191635131835938","2.1191635131835938"
"250","2.100543737411499","2.100543737411499","2.100543737411499"
"251","2.159397602081299","2.159397602081299","2.159397602081299"
"252","2.159390926361084","2.159390926361084","2.159390926361084"
"253","2.160036087036133","2.160036087036133","2.160036087036133"
"254","2.144880533218384","2.144880533218384","2.144880533218384"
"255","2.1202738285064697","2.1202738285064697","2.1202738285064697"
"256","2.1013641357421875","2.1013641357421875","2.1013641357421875"
"257","2.1307919025421143","2.1307919025421143","2.1307919025421143"
"258","2.129798650741577","2.129798650741577","2.129798650741577"
"259","2.1093757152557373","2.1093757152557373","2.1093757152557373"
"260","2.110365390777588","2.110365390777588","2.110365390777588"
"261","2.1310415267944336","2.1310415267944336","2.1310415267944336"
"262","2.072071075439453","2.072071075439453","2.072071075439453"
"263","2.0892906188964844","2.0892906188964844","2.0892906188964844"
"264","2.0696051120758057","2.0696051120758057","2.0696051120758057"
"265","2.088928699493408","2.088928699493408","2.088928699493408"
"266","2.137601375579834","2.137601375579834","2.137601375579834"
"267","2.1245460510253906","2.1245460510253906","2.1245460510253906"
"268","2.0656490325927734","2.0656490325927734","2.0656490325927734"
"269","2.0564498901367188","2.0564498901367188","2.0564498901367188"
"270","2.155654191970825","2.155654191970825","2.155654191970825"
"271","2.085897445678711","2.085897445678711","2.085897445678711"
"272","2.1152327060699463","2.1152327060699463","2.1152327060699463"
"273","2.0764620304107666","2.0764620304107666","2.0764620304107666"
"274","2.0617685317993164","2.0617685317993164","2.0617685317993164"
"275","2.0742685794830322","2.0742685794830322","2.0742685794830322"
"276","2.1185574531555176","2.1185574531555176","2.1185574531555176"
"277","2.0891528129577637","2.0891528129577637","2.0891528129577637"
"278","2.020742654800415","2.020742654800415","2.020742654800415"
"279","2.093315362930298","2.093315362930298","2.093315362930298"
"280","2.103496551513672","2.103496551513672","2.103496551513672"
"281","2.017063856124878","2.017063856124878","2.017063856124878"
"282","2.1186418533325195","2.1186418533325195","2.1186418533325195"
"283","2.07682466506958","2.07682466506958","2.07682466506958"
"284","2.0984046459198","2.0984046459198","2.0984046459198"
"285","2.064013957977295","2.064013957977295","2.064013957977295"
"286","2.0703883171081543","2.0703883171081543","2.0703883171081543"
"287","2.0500102043151855","2.0500102043151855","2.0500102043151855"
"288","2.066387414932251","2.066387414932251","2.066387414932251"
"289","2.045166015625","2.045166015625","2.045166015625"
"290","1.9780781269073486","1.9780781269073486","1.9780781269073486"
"291","2.0989582538604736","2.0989582538604736","2.0989582538604736"
"292","2.103179931640625","2.103179931640625","2.103179931640625"
"293","2.0260567665100098","2.0260567665100098","2.0260567665100098"
"294","2.0708024501800537","2.0708024501800537","2.0708024501800537"
"295","2.0320611000061035","2.0320611000061035","2.0320611000061035"
"296","2.0448641777038574","2.0448641777038574","2.0448641777038574"
"297","2.017284393310547","2.017284393310547","2.017284393310547"
"298","2.0811009407043457","2.0811009407043457","2.0811009407043457"
"299","2.0215258598327637","2.0215258598327637","2.0215258598327637"
"300","2.077878475189209","2.077878475189209","2.077878475189209"
"301","2.03572678565979","2.03572678565979","2.03572678565979"
"302","2.031609535217285","2.031609535217285","2.031609535217285"
"303","2.046090602874756","2.046090602874756","2.046090602874756"
"304","2.0452475547790527","2.0452475547790527","2.0452475547790527"
"305","2.0196006298065186","2.0196006298065186","2.0196006298065186"
"306","2.024153232574463","2.024153232574463","2.024153232574463"
"307","2.047645330429077","2.047645330429077","2.047645330429077"
"308","2.0627896785736084","2.0627896785736084","2.0627896785736084"
"309","2.0131263732910156","2.0131263732910156","2.0131263732910156"
"310","2.0092267990112305","2.0092267990112305","2.0092267990112305"
"311","2.0532212257385254","2.0532212257385254","2.0532212257385254"
"312","2.0371055603027344","2.0371055603027344","2.0371055603027344"
"313","2.0386786460876465","2.0386786460876465","2.0386786460876465"
"314","2.001923084259033","2.001923084259033","2.001923084259033"
"315","2.0428686141967773","2.0428686141967773","2.0428686141967773"
"316","2.0324363708496094","2.0324363708496094","2.0324363708496094"
"317","1.9957046508789062","1.9957046508789062","1.9957046508789062"
"318","2.017190456390381","2.017190456390381","2.017190456390381"
"319","2.0534040927886963","2.0534040927886963","2.0534040927886963"
"320","2.0203239917755127","2.0203239917755127","2.0203239917755127"
"321","2.0273869037628174","2.0273869037628174","2.0273869037628174"
"322","2.017949342727661","2.017949342727661","2.017949342727661"
"323","1.9883618354797363","1.9883618354797363","1.9883618354797363"
"324","2.0285677909851074","2.0285677909851074","2.0285677909851074"
"325","1.9969395399093628","1.9969395399093628","1.9969395399093628"
"326","2.0413718223571777","2.0413718223571777","2.0413718223571777"
"327","2.0082273483276367","2.0082273483276367","2.0082273483276367"
"328","1.9775304794311523","1.9775304794311523","1.9775304794311523"
"329","1.9875370264053345","1.9875370264053345","1.9875370264053345"
"330","1.987614393234253","1.987614393234253","1.987614393234253"
"331","1.9948817491531372","1.9948817491531372","1.9948817491531372"
"332","1.9487133026123047","1.9487133026123047","1.9487133026123047"
"333","2.0079545974731445","2.0079545974731445","2.0079545974731445"
"334","1.9982094764709473","1.9982094764709473","1.9982094764709473"
"335","1.9848265647888184","1.9848265647888184","1.9848265647888184"
"336","2.0263121128082275","2.0263121128082275","2.0263121128082275"
"337","1.9414637088775635","1.9414637088775635","1.9414637088775635"
"338","1.995086669921875","1.995086669921875","1.995086669921875"
"339","1.9930751323699951","1.9930751323699951","1.9930751323699951"
"340","1.9895367622375488","1.9895367622375488","1.9895367622375488"
"341","2.0324509143829346","2.0324509143829346","2.0324509143829346"
"342","1.9904921054840088","1.9904921054840088","1.9904921054840088"
"343","1.9920457601547241","1.9920457601547241","1.9920457601547241"
"344","1.9862110614776611","1.9862110614776611","1.9862110614776611"
"345","2.0003557205200195","2.0003557205200195","2.0003557205200195"
"346","2.012317180633545","2.012317180633545","2.012317180633545"
"347","1.9794665575027466","1.9794665575027466","1.9794665575027466"
"348","2.0197243690490723","2.0197243690490723","2.0197243690490723"
"349","1.9529643058776855","1.9529643058776855","1.9529643058776855"
"350","1.9752018451690674","1.9752018451690674","1.9752018451690674"
"351","1.9733877182006836","1.9733877182006836","1.9733877182006836"
"352","1.9668184518814087","1.9668184518814087","1.9668184518814087"
"353","2.000089645385742","2.000089645385742","2.000089645385742"
"354","1.9850482940673828","1.9850482940673828","1.9850482940673828"
"355","1.9005982875823975","1.9005982875823975","1.9005982875823975"
"356","1.9189146757125854","1.9189146757125854","1.9189146757125854"
"357","1.9818150997161865","1.9818150997161865","1.9818150997161865"
"358","1.9808661937713623","1.9808661937713623","1.9808661937713623"
"359","1.9297758340835571","1.9297758340835571","1.9297758340835571"
"360","1.9897509813308716","1.9897509813308716","1.9897509813308716"
"361","1.9737448692321777","1.9737448692321777","1.9737448692321777"
"362","2.007584571838379","2.007584571838379","2.007584571838379"
"363","1.9418895244598389","1.9418895244598389","1.9418895244598389"
"364","1.9790265560150146","1.9790265560150146","1.9790265560150146"
"365","1.944305181503296","1.944305181503296","1.944305181503296"
"366","1.953634262084961","1.953634262084961","1.953634262084961"
"367","1.9391347169876099","1.9391347169876099","1.9391347169876099"
"368","1.9481382369995117","1.9481382369995117","1.9481382369995117"
"369","1.911760687828064","1.911760687828064","1.911760687828064"
"370","1.9448184967041016","1.9448184967041016","1.9448184967041016"
"371","1.9670723676681519","1.9670723676681519","1.9670723676681519"
"372","1.9655030965805054","1.9655030965805054","1.9655030965805054"
"373","1.8914315700531006","1.8914315700531006","1.8914315700531006"
"374","1.943180799484253","1.943180799484253","1.943180799484253"
"375","1.961776852607727","1.961776852607727","1.961776852607727"
"376","1.9431452751159668","1.9431452751159668","1.9431452751159668"
"377","1.904862403869629","1.904862403869629","1.904862403869629"
"378","1.9172348976135254","1.9172348976135254","1.9172348976135254"
"379","1.9544578790664673","1.9544578790664673","1.9544578790664673"
"380","1.9427865743637085","1.9427865743637085","1.9427865743637085"
"381","1.9504435062408447","1.9504435062408447","1.9504435062408447"
"382","1.9408009052276611","1.9408009052276611","1.9408009052276611"
"383","1.9067751169204712","1.9067751169204712","1.9067751169204712"
"384","1.9083411693572998","1.9083411693572998","1.9083411693572998"
"385","1.9824318885803223","1.9824318885803223","1.9824318885803223"
"386","1.9380903244018555","1.9380903244018555","1.9380903244018555"
"387","1.9050748348236084","1.9050748348236084","1.9050748348236084"
"388","1.9394351243972778","1.9394351243972778","1.9394351243972778"
"389","1.9088560342788696","1.9088560342788696","1.9088560342788696"
"390","1.9244184494018555","1.9244184494018555","1.9244184494018555"
"391","1.9419523477554321","1.9419523477554321","1.9419523477554321"
"392","1.83155357837677","1.83155357837677","1.83155357837677"
"393","1.947994589805603","1.947994589805603","1.947994589805603"
"394","1.8909715414047241","1.8909715414047241","1.8909715414047241"
"395","1.8991824388504028","1.8991824388504028","1.8991824388504028"
"396","1.9889377355575562","1.9889377355575562","1.9889377355575562"
"397","1.9070316553115845","1.9070316553115845","1.9070316553115845"
"398","1.9134948253631592","1.9134948253631592","1.9134948253631592"
"399","1.9206843376159668","1.9206843376159668","1.9206843376159668"
"400","1.889939546585083","1.889939546585083","1.889939546585083"
"401","1.9214086532592773","1.9214086532592773","1.9214086532592773"
"402","1.909448266029358","1.909448266029358","1.909448266029358"
"403","1.9116482734680176","1.9116482734680176","1.9116482734680176"
"404","1.9470312595367432","1.9470312595367432","1.9470312595367432"
"405","1.9141128063201904","1.9141128063201904","1.9141128063201904"
"406","1.9119081497192383","1.9119081497192383","1.9119081497192383"
"407","1.919450044631958","1.919450044631958","1.919450044631958"
"408","1.8662049770355225","1.8662049770355225","1.8662049770355225"
"409","1.8767894506454468","1.8767894506454468","1.8767894506454468"
"410","1.9133305549621582","1.9133305549621582","1.9133305549621582"
"411","1.8704841136932373","1.8704841136932373","1.8704841136932373"
"412","1.8567900657653809","1.8567900657653809","1.8567900657653809"
"413","1.9071044921875","1.9071044921875","1.9071044921875"
"414","1.9045312404632568","1.9045312404632568","1.9045312404632568"
"415","1.8586794137954712","1.8586794137954712","1.8586794137954712"
"416","1.9160826206207275","1.9160826206207275","1.9160826206207275"
"417","1.8540300130844116","1.8540300130844116","1.8540300130844116"
"418","1.9057707786560059","1.9057707786560059","1.9057707786560059"
"419","1.8292880058288574","1.8292880058288574","1.8292880058288574"
"420","1.8570311069488525","1.8570311069488525","1.8570311069488525"
"421","1.841462254524231","1.841462254524231","1.841462254524231"
"422","1.8974775075912476","1.8974775075912476","1.8974775075912476"
"423","1.8224259614944458","1.8224259614944458","1.8224259614944458"
"424","1.9018261432647705","1.9018261432647705","1.9018261432647705"
"425","1.8886909484863281","1.8886909484863281","1.8886909484863281"
"426","1.8758395910263062","1.8758395910263062","1.8758395910263062"
"427","1.8278952836990356","1.8278952836990356","1.8278952836990356"
"428","1.8962042331695557","1.8962042331695557","1.8962042331695557"
"429","1.8913811445236206","1.8913811445236206","1.8913811445236206"
"430","1.8818094730377197","1.8818094730377197","1.8818094730377197"
"431","1.8786656856536865","1.8786656856536865","1.8786656856536865"
"432","1.867699384689331","1.867699384689331","1.867699384689331"
"433","1.8737488985061646","1.8737488985061646","1.8737488985061646"
"434","1.8551002740859985","1.8551002740859985","1.8551002740859985"
"435","1.8335636854171753","1.8335636854171753","1.8335636854171753"
"436","1.881424903869629","1.881424903869629","1.881424903869629"
"437","1.847818374633789","1.847818374633789","1.847818374633789"
"438","1.9080402851104736","1.9080402851104736","1.9080402851104736"
"439","1.8422164916992188","1.8422164916992188","1.8422164916992188"
"440","1.8122494220733643","1.8122494220733643","1.8122494220733643"
"441","1.8803415298461914","1.8803415298461914","1.8803415298461914"
"442","1.834066390991211","1.834066390991211","1.834066390991211"
"443","1.8648704290390015","1.8648704290390015","1.8648704290390015"
"444","1.8748912811279297","1.8748912811279297","1.8748912811279297"
"445","1.8327746391296387","1.8327746391296387","1.8327746391296387"
"446","1.853811264038086","1.853811264038086","1.853811264038086"
"447","1.8687100410461426","1.8687100410461426","1.8687100410461426"
"448","1.826906442642212","1.826906442642212","1.826906442642212"
"449","1.8597872257232666","1.8597872257232666","1.8597872257232666"
"450","1.793235421180725","1.793235421180725","1.793235421180725"
"451","1.8179059028625488","1.8179059028625488","1.8179059028625488"
"452","1.8681930303573608","1.8681930303573608","1.8681930303573608"
"453","1.8477392196655273","1.8477392196655273","1.8477392196655273"
"454","1.7655569314956665","1.7655569314956665","1.7655569314956665"
"455","1.8520170450210571","1.8520170450210571","1.8520170450210571"
"456","1.7963414192199707","1.7963414192199707","1.7963414192199707"
"457","1.761731505393982","1.761731505393982","1.761731505393982"
"458","1.8044757843017578","1.8044757843017578","1.8044757843017578"
"459","1.792724370956421","1.792724370956421","1.792724370956421"
"460","1.8228437900543213","1.8228437900543213","1.8228437900543213"
"461","1.8761037588119507","1.8761037588119507","1.8761037588119507"
