"Step","plain_addition_small_decoder_0 - train_loss","plain_addition_small_decoder_0 - train_loss__MIN","plain_addition_small_decoder_0 - train_loss__MAX"
"32","2.1440088748931885","2.1440088748931885","2.1440088748931885"
"33","2.1336984634399414","2.1336984634399414","2.1336984634399414"
"34","2.1374752521514893","2.1374752521514893","2.1374752521514893"
"35","2.128472089767456","2.128472089767456","2.128472089767456"
"36","2.1306188106536865","2.1306188106536865","2.1306188106536865"
"37","2.1267764568328857","2.1267764568328857","2.1267764568328857"
"38","2.1321780681610107","2.1321780681610107","2.1321780681610107"
"39","2.1001453399658203","2.1001453399658203","2.1001453399658203"
"40","2.110643148422241","2.110643148422241","2.110643148422241"
"41","2.0825586318969727","2.0825586318969727","2.0825586318969727"
"42","2.087214708328247","2.087214708328247","2.087214708328247"
"43","2.1149656772613525","2.1149656772613525","2.1149656772613525"
"44","2.0744755268096924","2.0744755268096924","2.0744755268096924"
"45","2.0661256313323975","2.0661256313323975","2.0661256313323975"
"46","2.080019950866699","2.080019950866699","2.080019950866699"
"47","2.038052558898926","2.038052558898926","2.038052558898926"
"48","2.0526227951049805","2.0526227951049805","2.0526227951049805"
"49","2.0495755672454834","2.0495755672454834","2.0495755672454834"
"50","2.0237152576446533","2.0237152576446533","2.0237152576446533"
"51","2.029707670211792","2.029707670211792","2.029707670211792"
"52","2.0128095149993896","2.0128095149993896","2.0128095149993896"
"53","2.015024423599243","2.015024423599243","2.015024423599243"
"54","2.0281453132629395","2.0281453132629395","2.0281453132629395"
"55","2.022885799407959","2.022885799407959","2.022885799407959"
"56","1.9878934621810913","1.9878934621810913","1.9878934621810913"
"57","2.0059561729431152","2.0059561729431152","2.0059561729431152"
"58","1.9755618572235107","1.9755618572235107","1.9755618572235107"
"59","1.952040195465088","1.952040195465088","1.952040195465088"
"60","1.9513407945632935","1.9513407945632935","1.9513407945632935"
"61","1.9369937181472778","1.9369937181472778","1.9369937181472778"
"62","1.947333812713623","1.947333812713623","1.947333812713623"
"63","1.9089909791946411","1.9089909791946411","1.9089909791946411"
"64","1.917538046836853","1.917538046836853","1.917538046836853"
"65","1.918926477432251","1.918926477432251","1.918926477432251"
"66","1.904623031616211","1.904623031616211","1.904623031616211"
"67","1.8791759014129639","1.8791759014129639","1.8791759014129639"
"68","1.8907009363174438","1.8907009363174438","1.8907009363174438"
"69","1.897874116897583","1.897874116897583","1.897874116897583"
"70","1.9824869632720947","1.9824869632720947","1.9824869632720947"
"71","1.8881927728652954","1.8881927728652954","1.8881927728652954"
"72","1.8954581022262573","1.8954581022262573","1.8954581022262573"
"73","1.8908073902130127","1.8908073902130127","1.8908073902130127"
"74","1.8734536170959473","1.8734536170959473","1.8734536170959473"
"75","1.8730908632278442","1.8730908632278442","1.8730908632278442"
"76","1.8480461835861206","1.8480461835861206","1.8480461835861206"
"77","1.828209400177002","1.828209400177002","1.828209400177002"
"78","1.8611936569213867","1.8611936569213867","1.8611936569213867"
"79","1.8288841247558594","1.8288841247558594","1.8288841247558594"
"80","1.8144620656967163","1.8144620656967163","1.8144620656967163"
"81","1.8066703081130981","1.8066703081130981","1.8066703081130981"
"82","1.8080744743347168","1.8080744743347168","1.8080744743347168"
"83","1.7939180135726929","1.7939180135726929","1.7939180135726929"
"84","1.7796629667282104","1.7796629667282104","1.7796629667282104"
"85","1.7679977416992188","1.7679977416992188","1.7679977416992188"
"86","1.7775540351867676","1.7775540351867676","1.7775540351867676"
"87","1.773056983947754","1.773056983947754","1.773056983947754"
"88","1.7653567790985107","1.7653567790985107","1.7653567790985107"
"89","1.7735037803649902","1.7735037803649902","1.7735037803649902"
"90","1.7782299518585205","1.7782299518585205","1.7782299518585205"
"91","1.7418005466461182","1.7418005466461182","1.7418005466461182"
"92","1.7378348112106323","1.7378348112106323","1.7378348112106323"
"93","1.7470450401306152","1.7470450401306152","1.7470450401306152"
"94","1.7384722232818604","1.7384722232818604","1.7384722232818604"
"95","1.73074209690094","1.73074209690094","1.73074209690094"
"96","1.7594714164733887","1.7594714164733887","1.7594714164733887"
"97","1.7530921697616577","1.7530921697616577","1.7530921697616577"
"98","1.699991226196289","1.699991226196289","1.699991226196289"
"99","1.7347464561462402","1.7347464561462402","1.7347464561462402"
"100","1.7112923860549927","1.7112923860549927","1.7112923860549927"
"101","1.7001577615737915","1.7001577615737915","1.7001577615737915"
"102","1.7194393873214722","1.7194393873214722","1.7194393873214722"
"103","1.6932201385498047","1.6932201385498047","1.6932201385498047"
"104","1.6874741315841675","1.6874741315841675","1.6874741315841675"
"105","1.690006971359253","1.690006971359253","1.690006971359253"
"106","1.6948294639587402","1.6948294639587402","1.6948294639587402"
"107","1.6832938194274902","1.6832938194274902","1.6832938194274902"
"108","1.6916828155517578","1.6916828155517578","1.6916828155517578"
"109","1.6939287185668945","1.6939287185668945","1.6939287185668945"
"110","1.705920696258545","1.705920696258545","1.705920696258545"
"111","1.6838757991790771","1.6838757991790771","1.6838757991790771"
"112","1.6903871297836304","1.6903871297836304","1.6903871297836304"
"113","1.6878936290740967","1.6878936290740967","1.6878936290740967"
"114","1.670369029045105","1.670369029045105","1.670369029045105"
"115","1.6751420497894287","1.6751420497894287","1.6751420497894287"
"116","1.6605134010314941","1.6605134010314941","1.6605134010314941"
"117","1.6479218006134033","1.6479218006134033","1.6479218006134033"
"118","1.6376718282699585","1.6376718282699585","1.6376718282699585"
"119","1.6564559936523438","1.6564559936523438","1.6564559936523438"
"120","1.659157395362854","1.659157395362854","1.659157395362854"
"121","1.665773630142212","1.665773630142212","1.665773630142212"
"122","1.6475286483764648","1.6475286483764648","1.6475286483764648"
"123","1.6546337604522705","1.6546337604522705","1.6546337604522705"
"124","1.6517860889434814","1.6517860889434814","1.6517860889434814"
"125","1.6197205781936646","1.6197205781936646","1.6197205781936646"
"126","1.61833655834198","1.61833655834198","1.61833655834198"
"127","1.629978895187378","1.629978895187378","1.629978895187378"
"128","1.6009154319763184","1.6009154319763184","1.6009154319763184"
"129","1.6326053142547607","1.6326053142547607","1.6326053142547607"
"130","1.6292165517807007","1.6292165517807007","1.6292165517807007"
"131","1.616031527519226","1.616031527519226","1.616031527519226"
"132","1.6232719421386719","1.6232719421386719","1.6232719421386719"
"133","1.5890272855758667","1.5890272855758667","1.5890272855758667"
"134","1.589920997619629","1.589920997619629","1.589920997619629"
"135","1.5888104438781738","1.5888104438781738","1.5888104438781738"
"136","1.6127064228057861","1.6127064228057861","1.6127064228057861"
"137","1.5937448740005493","1.5937448740005493","1.5937448740005493"
"138","1.6049233675003052","1.6049233675003052","1.6049233675003052"
"139","1.6054818630218506","1.6054818630218506","1.6054818630218506"
"140","1.5875873565673828","1.5875873565673828","1.5875873565673828"
"141","1.6112345457077026","1.6112345457077026","1.6112345457077026"
"142","1.5970836877822876","1.5970836877822876","1.5970836877822876"
"143","1.60770583152771","1.60770583152771","1.60770583152771"
"144","1.5856043100357056","1.5856043100357056","1.5856043100357056"
"145","1.5992604494094849","1.5992604494094849","1.5992604494094849"
"146","1.5884355306625366","1.5884355306625366","1.5884355306625366"
"147","1.6065152883529663","1.6065152883529663","1.6065152883529663"
"148","1.6218860149383545","1.6218860149383545","1.6218860149383545"
"149","1.6167899370193481","1.6167899370193481","1.6167899370193481"
"150","1.6101181507110596","1.6101181507110596","1.6101181507110596"
"151","1.5911517143249512","1.5911517143249512","1.5911517143249512"
"152","1.593468427658081","1.593468427658081","1.593468427658081"
"153","1.594305396080017","1.594305396080017","1.594305396080017"
"154","1.5747065544128418","1.5747065544128418","1.5747065544128418"
"155","1.5783227682113647","1.5783227682113647","1.5783227682113647"
"156","1.552396297454834","1.552396297454834","1.552396297454834"
"157","1.5751770734786987","1.5751770734786987","1.5751770734786987"
"158","1.5676708221435547","1.5676708221435547","1.5676708221435547"
"159","1.5858826637268066","1.5858826637268066","1.5858826637268066"
"160","1.5769933462142944","1.5769933462142944","1.5769933462142944"
"161","1.557196021080017","1.557196021080017","1.557196021080017"
"162","1.563620686531067","1.563620686531067","1.563620686531067"
"163","1.5574496984481812","1.5574496984481812","1.5574496984481812"
"164","1.5566327571868896","1.5566327571868896","1.5566327571868896"
"165","1.576844334602356","1.576844334602356","1.576844334602356"
"166","1.5789393186569214","1.5789393186569214","1.5789393186569214"
"167","1.5657827854156494","1.5657827854156494","1.5657827854156494"
"168","1.5783514976501465","1.5783514976501465","1.5783514976501465"
"169","1.5396506786346436","1.5396506786346436","1.5396506786346436"
"170","1.5545098781585693","1.5545098781585693","1.5545098781585693"
"171","1.5587048530578613","1.5587048530578613","1.5587048530578613"
"172","1.5484483242034912","1.5484483242034912","1.5484483242034912"
"173","1.5603694915771484","1.5603694915771484","1.5603694915771484"
"174","1.5645688772201538","1.5645688772201538","1.5645688772201538"
"175","1.5687326192855835","1.5687326192855835","1.5687326192855835"
"176","1.5582420825958252","1.5582420825958252","1.5582420825958252"
"177","1.560775637626648","1.560775637626648","1.560775637626648"
"178","1.547707438468933","1.547707438468933","1.547707438468933"
"179","1.5524524450302124","1.5524524450302124","1.5524524450302124"
"180","1.5405502319335938","1.5405502319335938","1.5405502319335938"
"181","1.559459924697876","1.559459924697876","1.559459924697876"
"182","1.5613206624984741","1.5613206624984741","1.5613206624984741"
"183","1.5556296110153198","1.5556296110153198","1.5556296110153198"
"184","1.5634775161743164","1.5634775161743164","1.5634775161743164"
"185","1.548505425453186","1.548505425453186","1.548505425453186"
"186","1.5688869953155518","1.5688869953155518","1.5688869953155518"
"187","1.5665740966796875","1.5665740966796875","1.5665740966796875"
"188","1.5646806955337524","1.5646806955337524","1.5646806955337524"
"189","1.5582884550094604","1.5582884550094604","1.5582884550094604"
"190","1.5625401735305786","1.5625401735305786","1.5625401735305786"
"191","1.5473612546920776","1.5473612546920776","1.5473612546920776"
"192","1.5582106113433838","1.5582106113433838","1.5582106113433838"
"193","1.536376714706421","1.536376714706421","1.536376714706421"
"194","1.535192608833313","1.535192608833313","1.535192608833313"
"195","1.5484260320663452","1.5484260320663452","1.5484260320663452"
"196","1.544372797012329","1.544372797012329","1.544372797012329"
"197","1.5215942859649658","1.5215942859649658","1.5215942859649658"
"198","1.5358741283416748","1.5358741283416748","1.5358741283416748"
"199","1.5555472373962402","1.5555472373962402","1.5555472373962402"
"200","1.54448664188385","1.54448664188385","1.54448664188385"
"201","1.5260168313980103","1.5260168313980103","1.5260168313980103"
"202","1.530023217201233","1.530023217201233","1.530023217201233"
"203","1.5558561086654663","1.5558561086654663","1.5558561086654663"
"204","1.5332106351852417","1.5332106351852417","1.5332106351852417"
"205","1.5431957244873047","1.5431957244873047","1.5431957244873047"
"206","1.5265491008758545","1.5265491008758545","1.5265491008758545"
"207","1.5368859767913818","1.5368859767913818","1.5368859767913818"
"208","1.5395015478134155","1.5395015478134155","1.5395015478134155"
"209","1.555681824684143","1.555681824684143","1.555681824684143"
"210","1.538832664489746","1.538832664489746","1.538832664489746"
"211","1.5246546268463135","1.5246546268463135","1.5246546268463135"
"212","1.5328450202941895","1.5328450202941895","1.5328450202941895"
"213","1.5345146656036377","1.5345146656036377","1.5345146656036377"
"214","1.5265744924545288","1.5265744924545288","1.5265744924545288"
"215","1.5378663539886475","1.5378663539886475","1.5378663539886475"
"216","1.5525567531585693","1.5525567531585693","1.5525567531585693"
"217","1.5465826988220215","1.5465826988220215","1.5465826988220215"
"218","1.515323281288147","1.515323281288147","1.515323281288147"
"219","1.5281331539154053","1.5281331539154053","1.5281331539154053"
"220","1.5248479843139648","1.5248479843139648","1.5248479843139648"
"221","1.5405030250549316","1.5405030250549316","1.5405030250549316"
"222","1.5372085571289062","1.5372085571289062","1.5372085571289062"
"223","1.5425742864608765","1.5425742864608765","1.5425742864608765"
"224","1.5618610382080078","1.5618610382080078","1.5618610382080078"
"225","1.5236445665359497","1.5236445665359497","1.5236445665359497"
"226","1.5073920488357544","1.5073920488357544","1.5073920488357544"
"227","1.5304327011108398","1.5304327011108398","1.5304327011108398"
"228","1.509570837020874","1.509570837020874","1.509570837020874"
"229","1.5374864339828491","1.5374864339828491","1.5374864339828491"
"230","1.50959312915802","1.50959312915802","1.50959312915802"
"231","1.554431676864624","1.554431676864624","1.554431676864624"
"232","1.5216420888900757","1.5216420888900757","1.5216420888900757"
"233","1.521263837814331","1.521263837814331","1.521263837814331"
"234","1.5178135633468628","1.5178135633468628","1.5178135633468628"
"235","1.536419153213501","1.536419153213501","1.536419153213501"
"236","1.5334415435791016","1.5334415435791016","1.5334415435791016"
"237","1.5348310470581055","1.5348310470581055","1.5348310470581055"
"238","1.5279507637023926","1.5279507637023926","1.5279507637023926"
"239","1.5282707214355469","1.5282707214355469","1.5282707214355469"
"240","1.5218100547790527","1.5218100547790527","1.5218100547790527"
"241","1.5386816263198853","1.5386816263198853","1.5386816263198853"
"242","1.5371917486190796","1.5371917486190796","1.5371917486190796"
"243","1.5284936428070068","1.5284936428070068","1.5284936428070068"
"244","1.5234986543655396","1.5234986543655396","1.5234986543655396"
"245","1.5236186981201172","1.5236186981201172","1.5236186981201172"
"246","1.5216691493988037","1.5216691493988037","1.5216691493988037"
"247","1.5247609615325928","1.5247609615325928","1.5247609615325928"
"248","1.5217406749725342","1.5217406749725342","1.5217406749725342"
"249","1.5298622846603394","1.5298622846603394","1.5298622846603394"
"250","1.5239927768707275","1.5239927768707275","1.5239927768707275"
"251","1.5208089351654053","1.5208089351654053","1.5208089351654053"
"252","1.511788010597229","1.511788010597229","1.511788010597229"
"253","1.5034312009811401","1.5034312009811401","1.5034312009811401"
"254","1.5274162292480469","1.5274162292480469","1.5274162292480469"
"255","1.5226216316223145","1.5226216316223145","1.5226216316223145"
"256","1.5211950540542603","1.5211950540542603","1.5211950540542603"
"257","1.5296975374221802","1.5296975374221802","1.5296975374221802"
"258","1.508758306503296","1.508758306503296","1.508758306503296"
"259","1.538630723953247","1.538630723953247","1.538630723953247"
"260","1.5130192041397095","1.5130192041397095","1.5130192041397095"
"261","1.529785394668579","1.529785394668579","1.529785394668579"
"262","1.5086983442306519","1.5086983442306519","1.5086983442306519"
"263","1.518156886100769","1.518156886100769","1.518156886100769"
"264","1.5215327739715576","1.5215327739715576","1.5215327739715576"
"265","1.5167425870895386","1.5167425870895386","1.5167425870895386"
"266","1.5258933305740356","1.5258933305740356","1.5258933305740356"
"267","1.5206079483032227","1.5206079483032227","1.5206079483032227"
"268","1.5098676681518555","1.5098676681518555","1.5098676681518555"
"269","1.512604832649231","1.512604832649231","1.512604832649231"
"270","1.5289956331253052","1.5289956331253052","1.5289956331253052"
"271","1.5361133813858032","1.5361133813858032","1.5361133813858032"
"272","1.5210732221603394","1.5210732221603394","1.5210732221603394"
"273","1.5348625183105469","1.5348625183105469","1.5348625183105469"
"274","1.5243803262710571","1.5243803262710571","1.5243803262710571"
"275","1.5049726963043213","1.5049726963043213","1.5049726963043213"
"276","1.4849283695220947","1.4849283695220947","1.4849283695220947"
"277","1.5111922025680542","1.5111922025680542","1.5111922025680542"
"278","1.5144299268722534","1.5144299268722534","1.5144299268722534"
"279","1.5027402639389038","1.5027402639389038","1.5027402639389038"
"280","1.509358525276184","1.509358525276184","1.509358525276184"
"281","1.5223045349121094","1.5223045349121094","1.5223045349121094"
"282","1.5117871761322021","1.5117871761322021","1.5117871761322021"
"283","1.4994218349456787","1.4994218349456787","1.4994218349456787"
"284","1.5062485933303833","1.5062485933303833","1.5062485933303833"
"285","1.528160572052002","1.528160572052002","1.528160572052002"
"286","1.5132780075073242","1.5132780075073242","1.5132780075073242"
"287","1.5186314582824707","1.5186314582824707","1.5186314582824707"
"288","1.520987868309021","1.520987868309021","1.520987868309021"
"289","1.5123869180679321","1.5123869180679321","1.5123869180679321"
"290","1.5181556940078735","1.5181556940078735","1.5181556940078735"
"291","1.5055325031280518","1.5055325031280518","1.5055325031280518"
"292","1.5132805109024048","1.5132805109024048","1.5132805109024048"
"293","1.5212903022766113","1.5212903022766113","1.5212903022766113"
"294","1.521192193031311","1.521192193031311","1.521192193031311"
"295","1.498359203338623","1.498359203338623","1.498359203338623"
"296","1.5092041492462158","1.5092041492462158","1.5092041492462158"
"297","1.5035921335220337","1.5035921335220337","1.5035921335220337"
"298","1.525227665901184","1.525227665901184","1.525227665901184"
"299","1.4846365451812744","1.4846365451812744","1.4846365451812744"
"300","1.523048758506775","1.523048758506775","1.523048758506775"
"301","1.5099873542785645","1.5099873542785645","1.5099873542785645"
"302","1.504839301109314","1.504839301109314","1.504839301109314"
"303","1.5108357667922974","1.5108357667922974","1.5108357667922974"
"304","1.501438021659851","1.501438021659851","1.501438021659851"
"305","1.4996910095214844","1.4996910095214844","1.4996910095214844"
"306","1.5177478790283203","1.5177478790283203","1.5177478790283203"
"307","1.5052564144134521","1.5052564144134521","1.5052564144134521"
"308","1.5078593492507935","1.5078593492507935","1.5078593492507935"
"309","1.5248483419418335","1.5248483419418335","1.5248483419418335"
"310","1.4982082843780518","1.4982082843780518","1.4982082843780518"
"311","1.4940494298934937","1.4940494298934937","1.4940494298934937"
"312","1.5068870782852173","1.5068870782852173","1.5068870782852173"
"313","1.5056699514389038","1.5056699514389038","1.5056699514389038"
"314","1.5079379081726074","1.5079379081726074","1.5079379081726074"
"315","1.5047043561935425","1.5047043561935425","1.5047043561935425"
"316","1.5134129524230957","1.5134129524230957","1.5134129524230957"
"317","1.4945570230484009","1.4945570230484009","1.4945570230484009"
"318","1.4928772449493408","1.4928772449493408","1.4928772449493408"
"319","1.530236840248108","1.530236840248108","1.530236840248108"
"320","1.496343970298767","1.496343970298767","1.496343970298767"
"321","1.4999834299087524","1.4999834299087524","1.4999834299087524"
"322","1.5011438131332397","1.5011438131332397","1.5011438131332397"
"323","1.5135610103607178","1.5135610103607178","1.5135610103607178"
"324","1.4976805448532104","1.4976805448532104","1.4976805448532104"
"325","1.5023826360702515","1.5023826360702515","1.5023826360702515"
"326","1.4901424646377563","1.4901424646377563","1.4901424646377563"
"327","1.500497579574585","1.500497579574585","1.500497579574585"
"328","1.4836671352386475","1.4836671352386475","1.4836671352386475"
"329","1.4812713861465454","1.4812713861465454","1.4812713861465454"
"330","1.485909104347229","1.485909104347229","1.485909104347229"
"331","1.474063754081726","1.474063754081726","1.474063754081726"
"332","1.5152298212051392","1.5152298212051392","1.5152298212051392"
"333","1.4819103479385376","1.4819103479385376","1.4819103479385376"
"334","1.5114831924438477","1.5114831924438477","1.5114831924438477"
"335","1.504106879234314","1.504106879234314","1.504106879234314"
"336","1.4870905876159668","1.4870905876159668","1.4870905876159668"
"337","1.5132991075515747","1.5132991075515747","1.5132991075515747"
"338","1.5032597780227661","1.5032597780227661","1.5032597780227661"
"339","1.5104738473892212","1.5104738473892212","1.5104738473892212"
"340","1.493690013885498","1.493690013885498","1.493690013885498"
"341","1.491745948791504","1.491745948791504","1.491745948791504"
"342","1.4817678928375244","1.4817678928375244","1.4817678928375244"
"343","1.5068049430847168","1.5068049430847168","1.5068049430847168"
"344","1.515086054801941","1.515086054801941","1.515086054801941"
"345","1.5233628749847412","1.5233628749847412","1.5233628749847412"
"346","1.5097134113311768","1.5097134113311768","1.5097134113311768"
"347","1.4989839792251587","1.4989839792251587","1.4989839792251587"
"348","1.5016536712646484","1.5016536712646484","1.5016536712646484"
"349","1.4890146255493164","1.4890146255493164","1.4890146255493164"
"350","1.5112900733947754","1.5112900733947754","1.5112900733947754"
"351","1.501351237297058","1.501351237297058","1.501351237297058"
"352","1.5032628774642944","1.5032628774642944","1.5032628774642944"
"353","1.5143941640853882","1.5143941640853882","1.5143941640853882"
"354","1.4997735023498535","1.4997735023498535","1.4997735023498535"
"355","1.5050941705703735","1.5050941705703735","1.5050941705703735"
"356","1.483771800994873","1.483771800994873","1.483771800994873"
"357","1.4969463348388672","1.4969463348388672","1.4969463348388672"
"358","1.5084850788116455","1.5084850788116455","1.5084850788116455"
"359","1.515127182006836","1.515127182006836","1.515127182006836"
"360","1.5164886713027954","1.5164886713027954","1.5164886713027954"
"361","1.487001657485962","1.487001657485962","1.487001657485962"
"362","1.471871256828308","1.471871256828308","1.471871256828308"
"363","1.5062869787216187","1.5062869787216187","1.5062869787216187"
"364","1.50398588180542","1.50398588180542","1.50398588180542"
"365","1.4948716163635254","1.4948716163635254","1.4948716163635254"
"366","1.510534405708313","1.510534405708313","1.510534405708313"
"367","1.497929334640503","1.497929334640503","1.497929334640503"
"368","1.5061746835708618","1.5061746835708618","1.5061746835708618"
"369","1.4863998889923096","1.4863998889923096","1.4863998889923096"
"370","1.5014649629592896","1.5014649629592896","1.5014649629592896"
"371","1.479508876800537","1.479508876800537","1.479508876800537"
"372","1.4703022241592407","1.4703022241592407","1.4703022241592407"
"373","1.4981400966644287","1.4981400966644287","1.4981400966644287"
"374","1.4809757471084595","1.4809757471084595","1.4809757471084595"
"375","1.4992510080337524","1.4992510080337524","1.4992510080337524"
"376","1.4905505180358887","1.4905505180358887","1.4905505180358887"
"377","1.4942861795425415","1.4942861795425415","1.4942861795425415"
"378","1.468098521232605","1.468098521232605","1.468098521232605"
"379","1.4759941101074219","1.4759941101074219","1.4759941101074219"
"380","1.4945366382598877","1.4945366382598877","1.4945366382598877"
"381","1.498336911201477","1.498336911201477","1.498336911201477"
"382","1.488831639289856","1.488831639289856","1.488831639289856"
"383","1.4818696975708008","1.4818696975708008","1.4818696975708008"
"384","1.4971122741699219","1.4971122741699219","1.4971122741699219"
"385","1.5140457153320312","1.5140457153320312","1.5140457153320312"
"386","1.5197938680648804","1.5197938680648804","1.5197938680648804"
"387","1.5048010349273682","1.5048010349273682","1.5048010349273682"
"388","1.4941086769104004","1.4941086769104004","1.4941086769104004"
"389","1.4839507341384888","1.4839507341384888","1.4839507341384888"
"390","1.5111310482025146","1.5111310482025146","1.5111310482025146"
"391","1.4954761266708374","1.4954761266708374","1.4954761266708374"
"392","1.498680591583252","1.498680591583252","1.498680591583252"
"393","1.5077542066574097","1.5077542066574097","1.5077542066574097"
"394","1.4930238723754883","1.4930238723754883","1.4930238723754883"
"395","1.5057296752929688","1.5057296752929688","1.5057296752929688"
"396","1.4562827348709106","1.4562827348709106","1.4562827348709106"
"397","1.4969439506530762","1.4969439506530762","1.4969439506530762"
"398","1.513079285621643","1.513079285621643","1.513079285621643"
"399","1.5128380060195923","1.5128380060195923","1.5128380060195923"
"400","1.499930500984192","1.499930500984192","1.499930500984192"
"401","1.5094702243804932","1.5094702243804932","1.5094702243804932"
"402","1.498314619064331","1.498314619064331","1.498314619064331"
"403","1.5224565267562866","1.5224565267562866","1.5224565267562866"
"404","1.502676010131836","1.502676010131836","1.502676010131836"
"405","1.4961491823196411","1.4961491823196411","1.4961491823196411"
"406","1.4915590286254883","1.4915590286254883","1.4915590286254883"
"407","1.4959083795547485","1.4959083795547485","1.4959083795547485"
"408","1.4872020483016968","1.4872020483016968","1.4872020483016968"
"409","1.4860976934432983","1.4860976934432983","1.4860976934432983"
"410","1.4892650842666626","1.4892650842666626","1.4892650842666626"
"411","1.48440682888031","1.48440682888031","1.48440682888031"
"412","1.4889724254608154","1.4889724254608154","1.4889724254608154"
"413","1.5027729272842407","1.5027729272842407","1.5027729272842407"
"414","1.4876734018325806","1.4876734018325806","1.4876734018325806"
"415","1.4810514450073242","1.4810514450073242","1.4810514450073242"
"416","1.5004202127456665","1.5004202127456665","1.5004202127456665"
"417","1.5083911418914795","1.5083911418914795","1.5083911418914795"
"418","1.4975312948226929","1.4975312948226929","1.4975312948226929"
"419","1.4850817918777466","1.4850817918777466","1.4850817918777466"
"420","1.480057716369629","1.480057716369629","1.480057716369629"
"421","1.5134515762329102","1.5134515762329102","1.5134515762329102"
"422","1.5030194520950317","1.5030194520950317","1.5030194520950317"
"423","1.4906044006347656","1.4906044006347656","1.4906044006347656"
"424","1.4996830224990845","1.4996830224990845","1.4996830224990845"
"425","1.5078322887420654","1.5078322887420654","1.5078322887420654"
"426","1.4730428457260132","1.4730428457260132","1.4730428457260132"
"427","1.49574875831604","1.49574875831604","1.49574875831604"
"428","1.5081987380981445","1.5081987380981445","1.5081987380981445"
"429","1.5047491788864136","1.5047491788864136","1.5047491788864136"
"430","1.4821597337722778","1.4821597337722778","1.4821597337722778"
"431","1.4751662015914917","1.4751662015914917","1.4751662015914917"
"432","1.483601450920105","1.483601450920105","1.483601450920105"
"433","1.5010758638381958","1.5010758638381958","1.5010758638381958"
"434","1.4810128211975098","1.4810128211975098","1.4810128211975098"
"435","1.4820802211761475","1.4820802211761475","1.4820802211761475"
"436","1.4988523721694946","1.4988523721694946","1.4988523721694946"
"437","1.4957257509231567","1.4957257509231567","1.4957257509231567"
"438","1.482790470123291","1.482790470123291","1.482790470123291"
"439","1.483870267868042","1.483870267868042","1.483870267868042"
"440","1.5157597064971924","1.5157597064971924","1.5157597064971924"
"441","1.4760637283325195","1.4760637283325195","1.4760637283325195"
"442","1.48551344871521","1.48551344871521","1.48551344871521"
"443","1.5029449462890625","1.5029449462890625","1.5029449462890625"
"444","1.4881315231323242","1.4881315231323242","1.4881315231323242"
"445","1.4971787929534912","1.4971787929534912","1.4971787929534912"
"446","1.4846906661987305","1.4846906661987305","1.4846906661987305"
"447","1.4967155456542969","1.4967155456542969","1.4967155456542969"
"448","1.504617691040039","1.504617691040039","1.504617691040039"
"449","1.4966285228729248","1.4966285228729248","1.4966285228729248"
"450","1.502013921737671","1.502013921737671","1.502013921737671"
"451","1.5049763917922974","1.5049763917922974","1.5049763917922974"
"452","1.4872967004776","1.4872967004776","1.4872967004776"
"453","1.486360788345337","1.486360788345337","1.486360788345337"
"454","1.478376030921936","1.478376030921936","1.478376030921936"
"455","1.5130213499069214","1.5130213499069214","1.5130213499069214"
"456","1.485999584197998","1.485999584197998","1.485999584197998"
"457","1.5308150053024292","1.5308150053024292","1.5308150053024292"
