"Step","count3_medium_encoder_0_resumed - token_accuracy","count3_medium_encoder_0_resumed - token_accuracy__MIN","count3_medium_encoder_0_resumed - token_accuracy__MAX"
"31600","0.5266569232940674","0.5266569232940674","0.5266569232940674"
"31700","0.5212239813804627","0.5212239813804627","0.5212239813804627"
"31800","0.5311914300918579","0.5311914300918579","0.5311914300918579"
"31900","0.5308333539962768","0.5308333539962768","0.5308333539962768"
"32000","0.5313802266120911","0.5313802266120911","0.5313802266120911"
"32100","0.5389844012260437","0.5389844012260437","0.5389844012260437"
"32200","0.5345182490348815","0.5345182490348815","0.5345182490348815"
"32300","0.5276953339576721","0.5276953339576721","0.5276953339576721"
"32400","0.536155617237091","0.536155617237091","0.536155617237091"
"32500","0.5373860883712769","0.5373860883712769","0.5373860883712769"
"32600","0.5336425971984863","0.5336425971984863","0.5336425971984863"
"32700","0.5289388227462769","0.5289388227462769","0.5289388227462769"
"32800","0.5464909005165101","0.5464909005165101","0.5464909005165101"
"32900","0.5328385591506958","0.5328385591506958","0.5328385591506958"
"33000","0.5420442914962769","0.5420442914962769","0.5420442914962769"
"33100","0.5339616107940673","0.5339616107940673","0.5339616107940673"
"33200","0.5480143404006959","0.5480143404006959","0.5480143404006959"
"33300","0.5448632955551147","0.5448632955551147","0.5448632955551147"
"33400","0.5406478095054627","0.5406478095054627","0.5406478095054627"
"33500","0.530537121295929","0.530537121295929","0.530537121295929"
"33600","0.5337370038032532","0.5337370038032532","0.5337370038032532"
"33700","0.5567741107940674","0.5567741107940674","0.5567741107940674"
"33800","0.5456673383712769","0.5456673383712769","0.5456673383712769"
"33900","0.5417448210716248","0.5417448210716248","0.5417448210716248"
"34000","0.5500358366966247","0.5500358366966247","0.5500358366966247"
"34100","0.5433333563804627","0.5433333563804627","0.5433333563804627"
"34200","0.5528190279006958","0.5528190279006958","0.5528190279006958"
"34300","0.5600521063804627","0.5600521063804627","0.5600521063804627"
"34400","0.5449772357940674","0.5449772357940674","0.5449772357940674"
"34500","0.5512435078620911","0.5512435078620911","0.5512435078620911"
"34600","0.5540202069282532","0.5540202069282532","0.5540202069282532"
"34700","0.5558105659484863","0.5558105659484863","0.5558105659484863"
"34800","0.5545247602462768","0.5545247602462768","0.5545247602462768"
"34900","0.5712793207168579","0.5712793207168579","0.5712793207168579"
"35000","0.5527246284484864","0.5527246284484864","0.5527246284484864"
"35100","0.5537402534484863","0.5537402534484863","0.5537402534484863"
"35200","0.5586686372756958","0.5586686372756958","0.5586686372756958"
"35300","0.5625423312187194","0.5625423312187194","0.5625423312187194"
"35400","0.5663314008712769","0.5663314008712769","0.5663314008712769"
"35500","0.5615560102462769","0.5615560102462769","0.5615560102462769"
"35600","0.5598502802848816","0.5598502802848816","0.5598502802848816"
"35700","0.5727929925918579","0.5727929925918579","0.5727929925918579"
"35800","0.560761742591858","0.560761742591858","0.560761742591858"
"35900","0.5775944185256958","0.5775944185256958","0.5775944185256958"
"36000","0.5672623896598816","0.5672623896598816","0.5672623896598816"
"36100","0.5721484541893005","0.5721484541893005","0.5721484541893005"
"36200","0.5720573139190673","0.5720573139190673","0.5720573139190673"
"36300","0.572532570362091","0.572532570362091","0.572532570362091"
"36400","0.5666439008712768","0.5666439008712768","0.5666439008712768"
"36500","0.5744726753234863","0.5744726753234863","0.5744726753234863"
"36600","0.5762793159484864","0.5762793159484864","0.5762793159484864"
"36700","0.5848633003234863","0.5848633003234863","0.5848633003234863"
"36800","0.5935189008712769","0.5935189008712769","0.5935189008712769"
"36900","0.5832682490348816","0.5832682490348816","0.5832682490348816"
"37000","0.5884798312187195","0.5884798312187195","0.5884798312187195"
"37100","0.5854004120826721","0.5854004120826721","0.5854004120826721"
"37200","0.5708105707168579","0.5708105707168579","0.5708105707168579"
"37300","0.5824381709098816","0.5824381709098816","0.5824381709098816"
"37400","0.6014062690734864","0.6014062690734864","0.6014062690734864"
"37500","0.5871354341506958","0.5871354341506958","0.5871354341506958"
"37600","0.5814941596984863","0.5814941596984863","0.5814941596984863"
"37700","0.5855664205551148","0.5855664205551148","0.5855664205551148"
"37800","0.6066927313804626","0.6066927313804626","0.6066927313804626"
"37900","0.5852571821212769","0.5852571821212769","0.5852571821212769"
"38000","0.5982031440734863","0.5982031440734863","0.5982031440734863"
"38100","0.6010742354393005","0.6010742354393005","0.6010742354393005"
"38200","0.5963020992279052","0.5963020992279052","0.5963020992279052"
"38300","0.5840722823143005","0.5840722823143005","0.5840722823143005"
"38400","0.6028353071212769","0.6028353071212769","0.6028353071212769"
"38500","0.6066211128234863","0.6066211128234863","0.6066211128234863"
"38600","0.6211035394668579","0.6211035394668579","0.6211035394668579"
"38700","0.5909863543510437","0.5909863543510437","0.5909863543510437"
"38800","0.5963997602462768","0.5963997602462768","0.5963997602462768"
"38900","0.617646508216858","0.617646508216858","0.617646508216858"
"39000","0.6155729413032531","0.6155729413032531","0.6155729413032531"
"39100","0.6026041865348816","0.6026041865348816","0.6026041865348816"
"39200","0.6179362201690674","0.6179362201690674","0.6179362201690674"
"39300","0.5850325727462768","0.5850325727462768","0.5850325727462768"
"39400","0.6099218916893006","0.6099218916893006","0.6099218916893006"
"39500","0.6164550995826721","0.6164550995826721","0.6164550995826721"
"39600","0.6055599141120911","0.6055599141120911","0.6055599141120911"
"39700","0.6189160323143006","0.6189160323143006","0.6189160323143006"
"39800","0.6228743696212768","0.6228743696212768","0.6228743696212768"
"39900","0.6318880438804626","0.6318880438804626","0.6318880438804626"
"40000","0.6266308784484863","0.6266308784484863","0.6266308784484863"
"40100","0.6216504096984863","0.6216504096984863","0.6216504096984863"
"40200","0.6282129096984863","0.6282129096984863","0.6282129096984863"
"40300","0.6173925971984864","0.6173925971984864","0.6173925971984864"
"40400","0.6237532758712768","0.6237532758712768","0.6237532758712768"
"40500","0.6181022334098816","0.6181022334098816","0.6181022334098816"
"40600","0.6423795771598816","0.6423795771598816","0.6423795771598816"
"40700","0.6265918183326721","0.6265918183326721","0.6265918183326721"
"40800","0.6298795795440674","0.6298795795440674","0.6298795795440674"
"40900","0.6263248896598816","0.6263248896598816","0.6263248896598816"
"41000","0.6381901264190674","0.6381901264190674","0.6381901264190674"
"41100","0.6232031488418579","0.6232031488418579","0.6232031488418579"
"41200","0.6445605611801147","0.6445605611801147","0.6445605611801147"
"41300","0.648860695362091","0.648860695362091","0.648860695362091"
"41400","0.6170703291893005","0.6170703291893005","0.6170703291893005"
"41500","0.6437500166893005","0.6437500166893005","0.6437500166893005"
"41600","0.6256608247756958","0.6256608247756958","0.6256608247756958"
"41700","0.6285481977462769","0.6285481977462769","0.6285481977462769"
"41800","0.6635677218437195","0.6635677218437195","0.6635677218437195"
"41900","0.6510416841506959","0.6510416841506959","0.6510416841506959"
"42000","0.6503580927848815","0.6503580927848815","0.6503580927848815"
"42100","0.66492840051651","0.66492840051651","0.66492840051651"
"42200","0.6666731977462769","0.6666731977462769","0.6666731977462769"
"42300","0.6713737201690674","0.6713737201690674","0.6713737201690674"
"42400","0.6578776240348816","0.6578776240348816","0.6578776240348816"
"42500","0.6542741060256958","0.6542741060256958","0.6542741060256958"
"42600","0.6606901240348816","0.6606901240348816","0.6606901240348816"
"42700","0.6657291889190674","0.6657291889190674","0.6657291889190674"
"42800","0.6646289229393005","0.6646289229393005","0.6646289229393005"
"42900","0.6708691596984864","0.6708691596984864","0.6708691596984864"
"43000","0.66959636926651","0.66959636926651","0.66959636926651"
"43100","0.6572851777076721","0.6572851777076721","0.6572851777076721"
"43200","0.674837257862091","0.674837257862091","0.674837257862091"
"43300","0.6920996308326721","0.6920996308326721","0.6920996308326721"
"43400","0.6745475435256958","0.6745475435256958","0.6745475435256958"
"43500","0.6636425948143005","0.6636425948143005","0.6636425948143005"
"43600","0.6754199433326721","0.6754199433326721","0.6754199433326721"
"43700","0.688274757862091","0.688274757862091","0.688274757862091"
"43800","0.6772916865348816","0.6772916865348816","0.6772916865348816"
"43900","0.6946093964576722","0.6946093964576722","0.6946093964576722"
