"Step","reversed_addition_len_gen_extra_small_deep_decoder_1_fixed - train_loss","reversed_addition_len_gen_extra_small_deep_decoder_1_fixed - train_loss__MIN","reversed_addition_len_gen_extra_small_deep_decoder_1_fixed - train_loss__MAX"
"2","2.707019805908203","2.707019805908203","2.707019805908203"
"5","2.6880970001220703","2.6880970001220703","2.6880970001220703"
"6","2.679525375366211","2.679525375366211","2.679525375366211"
"12","2.623319625854492","2.623319625854492","2.623319625854492"
"13","2.6062374114990234","2.6062374114990234","2.6062374114990234"
"14","2.6017627716064453","2.6017627716064453","2.6017627716064453"
"20","2.5377349853515625","2.5377349853515625","2.5377349853515625"
"28","2.4726734161376953","2.4726734161376953","2.4726734161376953"
"33","2.4451160430908203","2.4451160430908203","2.4451160430908203"
"53","2.397646903991699","2.397646903991699","2.397646903991699"
"56","2.401559829711914","2.401559829711914","2.401559829711914"
"70","2.386943817138672","2.386943817138672","2.386943817138672"
"81","2.3691835403442383","2.3691835403442383","2.3691835403442383"
"88","2.3609628677368164","2.3609628677368164","2.3609628677368164"
"94","2.3503737449645996","2.3503737449645996","2.3503737449645996"
"95","2.3392348289489746","2.3392348289489746","2.3392348289489746"
"98","2.338369369506836","2.338369369506836","2.338369369506836"
"114","2.3175883293151855","2.3175883293151855","2.3175883293151855"
"127","2.2880454063415527","2.2880454063415527","2.2880454063415527"
"130","2.297427177429199","2.297427177429199","2.297427177429199"
"136","2.269840717315674","2.269840717315674","2.269840717315674"
"137","2.262887954711914","2.262887954711914","2.262887954711914"
"138","2.2534241676330566","2.2534241676330566","2.2534241676330566"
"142","2.24861478805542","2.24861478805542","2.24861478805542"
"149","2.248441696166992","2.248441696166992","2.248441696166992"
"158","2.204224109649658","2.204224109649658","2.204224109649658"
"167","2.1953206062316895","2.1953206062316895","2.1953206062316895"
"172","2.188314199447632","2.188314199447632","2.188314199447632"
"173","2.230287551879883","2.230287551879883","2.230287551879883"
"174","2.1972317695617676","2.1972317695617676","2.1972317695617676"
"182","2.1905300617218018","2.1905300617218018","2.1905300617218018"
"183","2.183784008026123","2.183784008026123","2.183784008026123"
"189","2.169917106628418","2.169917106628418","2.169917106628418"
"200","2.158007860183716","2.158007860183716","2.158007860183716"
"213","2.157543182373047","2.157543182373047","2.157543182373047"
"215","2.156545877456665","2.156545877456665","2.156545877456665"
"217","2.1675617694854736","2.1675617694854736","2.1675617694854736"
"225","2.1459617614746094","2.1459617614746094","2.1459617614746094"
"233","2.1432712078094482","2.1432712078094482","2.1432712078094482"
"235","2.1425132751464844","2.1425132751464844","2.1425132751464844"
"242","2.1520352363586426","2.1520352363586426","2.1520352363586426"
"243","2.139618158340454","2.139618158340454","2.139618158340454"
"247","2.1356048583984375","2.1356048583984375","2.1356048583984375"
"255","2.129457950592041","2.129457950592041","2.129457950592041"
"259","2.134129047393799","2.134129047393799","2.134129047393799"
"261","2.122377872467041","2.122377872467041","2.122377872467041"
"265","2.131749153137207","2.131749153137207","2.131749153137207"
"276","2.125770092010498","2.125770092010498","2.125770092010498"
"304","2.1235828399658203","2.1235828399658203","2.1235828399658203"
"306","2.1371023654937744","2.1371023654937744","2.1371023654937744"
"310","2.128467082977295","2.128467082977295","2.128467082977295"
"315","2.1348257064819336","2.1348257064819336","2.1348257064819336"
"316","2.1206588745117188","2.1206588745117188","2.1206588745117188"
"321","2.1012964248657227","2.1012964248657227","2.1012964248657227"
"322","2.1320765018463135","2.1320765018463135","2.1320765018463135"
"326","2.126765012741089","2.126765012741089","2.126765012741089"
"327","2.140979766845703","2.140979766845703","2.140979766845703"
"336","2.171349048614502","2.171349048614502","2.171349048614502"
"339","2.1414618492126465","2.1414618492126465","2.1414618492126465"
"341","2.160209894180298","2.160209894180298","2.160209894180298"
"343","2.1265735626220703","2.1265735626220703","2.1265735626220703"
"346","2.12727427482605","2.12727427482605","2.12727427482605"
"353","2.121424436569214","2.121424436569214","2.121424436569214"
"355","2.1187901496887207","2.1187901496887207","2.1187901496887207"
"360","2.107799530029297","2.107799530029297","2.107799530029297"
"369","2.1087801456451416","2.1087801456451416","2.1087801456451416"
"385","2.1257822513580322","2.1257822513580322","2.1257822513580322"
"389","2.108004093170166","2.108004093170166","2.108004093170166"
"390","2.1083734035491943","2.1083734035491943","2.1083734035491943"
"395","2.1037521362304688","2.1037521362304688","2.1037521362304688"
"400","2.0919904708862305","2.0919904708862305","2.0919904708862305"
"407","2.0738301277160645","2.0738301277160645","2.0738301277160645"
"416","2.1055545806884766","2.1055545806884766","2.1055545806884766"
"419","2.121852397918701","2.121852397918701","2.121852397918701"
"421","2.10819673538208","2.10819673538208","2.10819673538208"
"428","2.0952205657958984","2.0952205657958984","2.0952205657958984"
"429","2.0852394104003906","2.0852394104003906","2.0852394104003906"
"432","2.077674627304077","2.077674627304077","2.077674627304077"
"433","2.0944671630859375","2.0944671630859375","2.0944671630859375"
"442","2.0741827487945557","2.0741827487945557","2.0741827487945557"
"454","2.1021862030029297","2.1021862030029297","2.1021862030029297"
"460","2.089766263961792","2.089766263961792","2.089766263961792"
"467","2.0944652557373047","2.0944652557373047","2.0944652557373047"
"473","2.096585273742676","2.096585273742676","2.096585273742676"
"486","2.096168279647827","2.096168279647827","2.096168279647827"
"489","2.091177463531494","2.091177463531494","2.091177463531494"
"494","2.0951685905456543","2.0951685905456543","2.0951685905456543"
"506","2.081259250640869","2.081259250640869","2.081259250640869"
"507","2.0844478607177734","2.0844478607177734","2.0844478607177734"
"508","2.0681381225585938","2.0681381225585938","2.0681381225585938"
"509","2.06996488571167","2.06996488571167","2.06996488571167"
"515","2.0794594287872314","2.0794594287872314","2.0794594287872314"
"518","2.1006264686584473","2.1006264686584473","2.1006264686584473"
"519","2.0858452320098877","2.0858452320098877","2.0858452320098877"
"522","2.0685760974884033","2.0685760974884033","2.0685760974884033"
"525","2.079035758972168","2.079035758972168","2.079035758972168"
"526","2.0968661308288574","2.0968661308288574","2.0968661308288574"
"530","2.093273401260376","2.093273401260376","2.093273401260376"
"535","2.0967512130737305","2.0967512130737305","2.0967512130737305"
"542","2.0776519775390625","2.0776519775390625","2.0776519775390625"
"550","2.075789451599121","2.075789451599121","2.075789451599121"
"551","2.129737138748169","2.129737138748169","2.129737138748169"
"557","2.1838037967681885","2.1838037967681885","2.1838037967681885"
"559","2.166914224624634","2.166914224624634","2.166914224624634"
"561","2.152792453765869","2.152792453765869","2.152792453765869"
"578","2.099372386932373","2.099372386932373","2.099372386932373"
"579","2.0910627841949463","2.0910627841949463","2.0910627841949463"
"584","2.084404230117798","2.084404230117798","2.084404230117798"
"585","2.0979220867156982","2.0979220867156982","2.0979220867156982"
"592","2.074070453643799","2.074070453643799","2.074070453643799"
"593","2.0821828842163086","2.0821828842163086","2.0821828842163086"
"596","2.0605664253234863","2.0605664253234863","2.0605664253234863"
"599","2.087538957595825","2.087538957595825","2.087538957595825"
"610","2.110962390899658","2.110962390899658","2.110962390899658"
"611","2.0953190326690674","2.0953190326690674","2.0953190326690674"
"613","2.0848371982574463","2.0848371982574463","2.0848371982574463"
"619","2.078993082046509","2.078993082046509","2.078993082046509"
"620","2.073155164718628","2.073155164718628","2.073155164718628"
"621","2.0811240673065186","2.0811240673065186","2.0811240673065186"
"623","2.0818045139312744","2.0818045139312744","2.0818045139312744"
"630","2.068901538848877","2.068901538848877","2.068901538848877"
"639","2.0506176948547363","2.0506176948547363","2.0506176948547363"
"641","2.066171646118164","2.066171646118164","2.066171646118164"
"645","2.0626752376556396","2.0626752376556396","2.0626752376556396"
"651","2.069096088409424","2.069096088409424","2.069096088409424"
"655","2.067298650741577","2.067298650741577","2.067298650741577"
"658","2.068558692932129","2.068558692932129","2.068558692932129"
"660","2.0523295402526855","2.0523295402526855","2.0523295402526855"
"661","2.0703682899475098","2.0703682899475098","2.0703682899475098"
"666","2.060140371322632","2.060140371322632","2.060140371322632"
"667","2.0411534309387207","2.0411534309387207","2.0411534309387207"
"668","2.051051616668701","2.051051616668701","2.051051616668701"
"684","2.0595860481262207","2.0595860481262207","2.0595860481262207"
"685","2.063880681991577","2.063880681991577","2.063880681991577"
"687","2.051347017288208","2.051347017288208","2.051347017288208"
"688","2.05098819732666","2.05098819732666","2.05098819732666"
"689","2.065786123275757","2.065786123275757","2.065786123275757"
"691","2.0606484413146973","2.0606484413146973","2.0606484413146973"
"700","2.1311869621276855","2.1311869621276855","2.1311869621276855"
"705","2.092620849609375","2.092620849609375","2.092620849609375"
"708","2.1041502952575684","2.1041502952575684","2.1041502952575684"
"719","2.072122097015381","2.072122097015381","2.072122097015381"
"723","2.0602293014526367","2.0602293014526367","2.0602293014526367"
"724","2.066805601119995","2.066805601119995","2.066805601119995"
"741","2.0679636001586914","2.0679636001586914","2.0679636001586914"
"743","2.0682895183563232","2.0682895183563232","2.0682895183563232"
"753","2.089353084564209","2.089353084564209","2.089353084564209"
"774","2.0549728870391846","2.0549728870391846","2.0549728870391846"
"775","2.0568594932556152","2.0568594932556152","2.0568594932556152"
"776","2.0536375045776367","2.0536375045776367","2.0536375045776367"
"786","2.0478832721710205","2.0478832721710205","2.0478832721710205"
"791","2.0592925548553467","2.0592925548553467","2.0592925548553467"
"793","2.056581735610962","2.056581735610962","2.056581735610962"
"795","2.059265375137329","2.059265375137329","2.059265375137329"
"806","2.0469696521759033","2.0469696521759033","2.0469696521759033"
"812","2.062683343887329","2.062683343887329","2.062683343887329"
"814","2.0734150409698486","2.0734150409698486","2.0734150409698486"
"815","2.0448498725891113","2.0448498725891113","2.0448498725891113"
"836","2.042634963989258","2.042634963989258","2.042634963989258"
"837","2.0504086017608643","2.0504086017608643","2.0504086017608643"
"838","2.0570263862609863","2.0570263862609863","2.0570263862609863"
"844","2.0778403282165527","2.0778403282165527","2.0778403282165527"
"852","2.055896043777466","2.055896043777466","2.055896043777466"
"853","2.05338454246521","2.05338454246521","2.05338454246521"
"860","2.08628511428833","2.08628511428833","2.08628511428833"
"861","2.041757822036743","2.041757822036743","2.041757822036743"
"864","2.061356544494629","2.061356544494629","2.061356544494629"
"876","2.0541045665740967","2.0541045665740967","2.0541045665740967"
"882","2.060577630996704","2.060577630996704","2.060577630996704"
"884","2.0400278568267822","2.0400278568267822","2.0400278568267822"
"887","2.0512473583221436","2.0512473583221436","2.0512473583221436"
"890","2.0432794094085693","2.0432794094085693","2.0432794094085693"
"900","2.056661367416382","2.056661367416382","2.056661367416382"
"911","2.0627260208129883","2.0627260208129883","2.0627260208129883"
"931","2.0709545612335205","2.0709545612335205","2.0709545612335205"
"933","2.0581090450286865","2.0581090450286865","2.0581090450286865"
"936","2.0686542987823486","2.0686542987823486","2.0686542987823486"
"965","2.046804666519165","2.046804666519165","2.046804666519165"
"969","2.0455801486968994","2.0455801486968994","2.0455801486968994"
"975","2.056863784790039","2.056863784790039","2.056863784790039"
"979","2.0662708282470703","2.0662708282470703","2.0662708282470703"
"991","2.0644853115081787","2.0644853115081787","2.0644853115081787"
"1001","2.0565783977508545","2.0565783977508545","2.0565783977508545"
"1003","2.0529603958129883","2.0529603958129883","2.0529603958129883"
"1010","2.052316427230835","2.052316427230835","2.052316427230835"
"1013","2.0491292476654053","2.0491292476654053","2.0491292476654053"
"1022","2.0468828678131104","2.0468828678131104","2.0468828678131104"
"1026","2.068476676940918","2.068476676940918","2.068476676940918"
"1037","2.0570523738861084","2.0570523738861084","2.0570523738861084"
"1056","2.0650126934051514","2.0650126934051514","2.0650126934051514"
"1058","2.0472793579101562","2.0472793579101562","2.0472793579101562"
"1062","2.051924228668213","2.051924228668213","2.051924228668213"
"1063","2.0426383018493652","2.0426383018493652","2.0426383018493652"
"1066","2.0452234745025635","2.0452234745025635","2.0452234745025635"
"1068","2.068834066390991","2.068834066390991","2.068834066390991"
"1070","2.060378074645996","2.060378074645996","2.060378074645996"
"1071","2.0540595054626465","2.0540595054626465","2.0540595054626465"
"1094","2.0402050018310547","2.0402050018310547","2.0402050018310547"
"1095","2.0726981163024902","2.0726981163024902","2.0726981163024902"
"1108","2.045102834701538","2.045102834701538","2.045102834701538"
"1114","2.0615975856781006","2.0615975856781006","2.0615975856781006"
"1122","2.0409023761749268","2.0409023761749268","2.0409023761749268"
"1127","2.0674819946289062","2.0674819946289062","2.0674819946289062"
"1128","2.0566694736480713","2.0566694736480713","2.0566694736480713"
"1151","2.0535390377044678","2.0535390377044678","2.0535390377044678"
"1166","2.0548834800720215","2.0548834800720215","2.0548834800720215"
"1180","2.0452072620391846","2.0452072620391846","2.0452072620391846"
"1184","2.0517592430114746","2.0517592430114746","2.0517592430114746"
"1199","2.054823398590088","2.054823398590088","2.054823398590088"
"1208","2.0476417541503906","2.0476417541503906","2.0476417541503906"
"1217","2.049527645111084","2.049527645111084","2.049527645111084"
"1221","2.053332567214966","2.053332567214966","2.053332567214966"
"1231","2.0323855876922607","2.0323855876922607","2.0323855876922607"
"1235","2.0487313270568848","2.0487313270568848","2.0487313270568848"
"1237","2.0455667972564697","2.0455667972564697","2.0455667972564697"
"1249","2.0622637271881104","2.0622637271881104","2.0622637271881104"
"1253","2.0356128215789795","2.0356128215789795","2.0356128215789795"
"1255","2.0758116245269775","2.0758116245269775","2.0758116245269775"
"1257","2.0540711879730225","2.0540711879730225","2.0540711879730225"
"1259","2.059199094772339","2.059199094772339","2.059199094772339"
"1264","2.042060136795044","2.042060136795044","2.042060136795044"
"1272","2.0427584648132324","2.0427584648132324","2.0427584648132324"
"1285","2.059662103652954","2.059662103652954","2.059662103652954"
"1287","2.046569585800171","2.046569585800171","2.046569585800171"
"1291","2.053281784057617","2.053281784057617","2.053281784057617"
"1308","2.058197021484375","2.058197021484375","2.058197021484375"
"1314","2.0498204231262207","2.0498204231262207","2.0498204231262207"
"1321","2.0476787090301514","2.0476787090301514","2.0476787090301514"
"1322","2.0489842891693115","2.0489842891693115","2.0489842891693115"
"1324","2.0526211261749268","2.0526211261749268","2.0526211261749268"
"1332","2.0424511432647705","2.0424511432647705","2.0424511432647705"
"1336","2.0415446758270264","2.0415446758270264","2.0415446758270264"
"1339","2.0361807346343994","2.0361807346343994","2.0361807346343994"
"1341","2.0341029167175293","2.0341029167175293","2.0341029167175293"
"1342","2.0291852951049805","2.0291852951049805","2.0291852951049805"
"1345","2.0531866550445557","2.0531866550445557","2.0531866550445557"
"1350","2.046159029006958","2.046159029006958","2.046159029006958"
"1371","2.0403549671173096","2.0403549671173096","2.0403549671173096"
"1373","2.0297701358795166","2.0297701358795166","2.0297701358795166"
"1415","2.058676242828369","2.058676242828369","2.058676242828369"
"1423","2.049290895462036","2.049290895462036","2.049290895462036"
"1435","2.0339362621307373","2.0339362621307373","2.0339362621307373"
"1436","2.0403573513031006","2.0403573513031006","2.0403573513031006"
"1443","2.0446887016296387","2.0446887016296387","2.0446887016296387"
"1445","2.052396297454834","2.052396297454834","2.052396297454834"
"1451","2.0432817935943604","2.0432817935943604","2.0432817935943604"
"1454","2.0247550010681152","2.0247550010681152","2.0247550010681152"
"1455","2.043426275253296","2.043426275253296","2.043426275253296"
"1469","2.0408682823181152","2.0408682823181152","2.0408682823181152"
"1474","2.0508484840393066","2.0508484840393066","2.0508484840393066"
"1478","2.045619487762451","2.045619487762451","2.045619487762451"
"1479","2.0399045944213867","2.0399045944213867","2.0399045944213867"
"1481","2.042269468307495","2.042269468307495","2.042269468307495"
"1482","2.0587494373321533","2.0587494373321533","2.0587494373321533"
"1485","2.086902618408203","2.086902618408203","2.086902618408203"
"1489","2.0671753883361816","2.0671753883361816","2.0671753883361816"
"1493","2.055678367614746","2.055678367614746","2.055678367614746"
"1498","2.057145118713379","2.057145118713379","2.057145118713379"
"1499","2.0522332191467285","2.0522332191467285","2.0522332191467285"
"1503","2.0415937900543213","2.0415937900543213","2.0415937900543213"
"1517","2.027296543121338","2.027296543121338","2.027296543121338"
"1523","2.0425362586975098","2.0425362586975098","2.0425362586975098"
"1527","2.0339062213897705","2.0339062213897705","2.0339062213897705"
"1530","2.0465900897979736","2.0465900897979736","2.0465900897979736"
"1537","2.0414326190948486","2.0414326190948486","2.0414326190948486"
"1556","2.0448310375213623","2.0448310375213623","2.0448310375213623"
"1558","2.047498941421509","2.047498941421509","2.047498941421509"
"1563","2.040297746658325","2.040297746658325","2.040297746658325"
"1564","2.0283255577087402","2.0283255577087402","2.0283255577087402"
"1594","2.0343785285949707","2.0343785285949707","2.0343785285949707"
"1595","2.058837652206421","2.058837652206421","2.058837652206421"
"1596","2.0417373180389404","2.0417373180389404","2.0417373180389404"
"1606","2.04653000831604","2.04653000831604","2.04653000831604"
"1607","2.0501484870910645","2.0501484870910645","2.0501484870910645"
"1616","2.0394880771636963","2.0394880771636963","2.0394880771636963"
"1621","2.0376503467559814","2.0376503467559814","2.0376503467559814"
"1622","2.0438058376312256","2.0438058376312256","2.0438058376312256"
"1627","2.043962001800537","2.043962001800537","2.043962001800537"
"1628","2.0478174686431885","2.0478174686431885","2.0478174686431885"
"1630","2.0455169677734375","2.0455169677734375","2.0455169677734375"
"1633","2.023319959640503","2.023319959640503","2.023319959640503"
"1638","2.039222240447998","2.039222240447998","2.039222240447998"
"1644","2.0226409435272217","2.0226409435272217","2.0226409435272217"
"1651","2.033444404602051","2.033444404602051","2.033444404602051"
"1661","2.0577735900878906","2.0577735900878906","2.0577735900878906"
"1662","2.059709310531616","2.059709310531616","2.059709310531616"
"1672","2.045588493347168","2.045588493347168","2.045588493347168"
"1690","2.042320966720581","2.042320966720581","2.042320966720581"
"1693","2.0684328079223633","2.0684328079223633","2.0684328079223633"
"1710","2.040229320526123","2.040229320526123","2.040229320526123"
"1712","2.0596299171447754","2.0596299171447754","2.0596299171447754"
"1713","2.0384955406188965","2.0384955406188965","2.0384955406188965"
"1714","2.0409021377563477","2.0409021377563477","2.0409021377563477"
"1727","2.035583019256592","2.035583019256592","2.035583019256592"
"1732","2.032701015472412","2.032701015472412","2.032701015472412"
"1735","2.032815456390381","2.032815456390381","2.032815456390381"
"1739","2.0379538536071777","2.0379538536071777","2.0379538536071777"
"1752","2.038898468017578","2.038898468017578","2.038898468017578"
"1756","2.0524063110351562","2.0524063110351562","2.0524063110351562"
"1764","2.0747740268707275","2.0747740268707275","2.0747740268707275"
"1768","2.059086799621582","2.059086799621582","2.059086799621582"
"1769","2.049757719039917","2.049757719039917","2.049757719039917"
"1770","2.0535051822662354","2.0535051822662354","2.0535051822662354"
"1773","2.0443971157073975","2.0443971157073975","2.0443971157073975"
"1778","2.06268310546875","2.06268310546875","2.06268310546875"
"1782","2.0838699340820312","2.0838699340820312","2.0838699340820312"
"1786","2.0476980209350586","2.0476980209350586","2.0476980209350586"
"1789","2.0329501628875732","2.0329501628875732","2.0329501628875732"
"1791","2.0593106746673584","2.0593106746673584","2.0593106746673584"
"1806","2.0407445430755615","2.0407445430755615","2.0407445430755615"
"1811","2.0337085723876953","2.0337085723876953","2.0337085723876953"
"1816","2.0262293815612793","2.0262293815612793","2.0262293815612793"
"1825","2.0354557037353516","2.0354557037353516","2.0354557037353516"
"1828","2.0424644947052","2.0424644947052","2.0424644947052"
