"Step","reversed_addition_len_gen_extra_small_deep_decoder_2_fixed - train_loss","reversed_addition_len_gen_extra_small_deep_decoder_2_fixed - train_loss__MIN","reversed_addition_len_gen_extra_small_deep_decoder_2_fixed - train_loss__MAX"
"2","2.7208614349365234","2.7208614349365234","2.7208614349365234"
"5","2.6983718872070312","2.6983718872070312","2.6983718872070312"
"10","2.6555538177490234","2.6555538177490234","2.6555538177490234"
"21","2.53564453125","2.53564453125","2.53564453125"
"23","2.5057811737060547","2.5057811737060547","2.5057811737060547"
"28","2.4711809158325195","2.4711809158325195","2.4711809158325195"
"42","2.424112319946289","2.424112319946289","2.424112319946289"
"47","2.408331871032715","2.408331871032715","2.408331871032715"
"55","2.4045019149780273","2.4045019149780273","2.4045019149780273"
"61","2.3877973556518555","2.3877973556518555","2.3877973556518555"
"63","2.394881248474121","2.394881248474121","2.394881248474121"
"64","2.3865175247192383","2.3865175247192383","2.3865175247192383"
"67","2.375218391418457","2.375218391418457","2.375218391418457"
"77","2.3693504333496094","2.3693504333496094","2.3693504333496094"
"82","2.3646087646484375","2.3646087646484375","2.3646087646484375"
"87","2.357837200164795","2.357837200164795","2.357837200164795"
"88","2.3567657470703125","2.3567657470703125","2.3567657470703125"
"89","2.3513245582580566","2.3513245582580566","2.3513245582580566"
"93","2.345961570739746","2.345961570739746","2.345961570739746"
"108","2.3218116760253906","2.3218116760253906","2.3218116760253906"
"116","2.3164095878601074","2.3164095878601074","2.3164095878601074"
"123","2.309739589691162","2.309739589691162","2.309739589691162"
"130","2.2767629623413086","2.2767629623413086","2.2767629623413086"
"143","2.250729560852051","2.250729560852051","2.250729560852051"
"148","2.274618148803711","2.274618148803711","2.274618148803711"
"153","2.250405788421631","2.250405788421631","2.250405788421631"
"162","2.216773748397827","2.216773748397827","2.216773748397827"
"171","2.205739974975586","2.205739974975586","2.205739974975586"
"172","2.198423147201538","2.198423147201538","2.198423147201538"
"173","2.1922109127044678","2.1922109127044678","2.1922109127044678"
"174","2.193842887878418","2.193842887878418","2.193842887878418"
"175","2.2121152877807617","2.2121152877807617","2.2121152877807617"
"176","2.187476634979248","2.187476634979248","2.187476634979248"
"181","2.2202398777008057","2.2202398777008057","2.2202398777008057"
"190","2.190600633621216","2.190600633621216","2.190600633621216"
"194","2.1776645183563232","2.1776645183563232","2.1776645183563232"
"199","2.176626443862915","2.176626443862915","2.176626443862915"
"202","2.15698504447937","2.15698504447937","2.15698504447937"
"206","2.181706190109253","2.181706190109253","2.181706190109253"
"212","2.1652541160583496","2.1652541160583496","2.1652541160583496"
"214","2.1746368408203125","2.1746368408203125","2.1746368408203125"
"215","2.1580514907836914","2.1580514907836914","2.1580514907836914"
"217","2.146847724914551","2.146847724914551","2.146847724914551"
"218","2.145259380340576","2.145259380340576","2.145259380340576"
"224","2.1610865592956543","2.1610865592956543","2.1610865592956543"
"226","2.158531665802002","2.158531665802002","2.158531665802002"
"232","2.146332263946533","2.146332263946533","2.146332263946533"
"248","2.1483211517333984","2.1483211517333984","2.1483211517333984"
"253","2.1419172286987305","2.1419172286987305","2.1419172286987305"
"255","2.141716241836548","2.141716241836548","2.141716241836548"
"265","2.120382308959961","2.120382308959961","2.120382308959961"
"276","2.153611660003662","2.153611660003662","2.153611660003662"
"277","2.1469459533691406","2.1469459533691406","2.1469459533691406"
"279","2.162076950073242","2.162076950073242","2.162076950073242"
"287","2.1437125205993652","2.1437125205993652","2.1437125205993652"
"292","2.1379618644714355","2.1379618644714355","2.1379618644714355"
"297","2.142571449279785","2.142571449279785","2.142571449279785"
"301","2.135946750640869","2.135946750640869","2.135946750640869"
"308","2.11613392829895","2.11613392829895","2.11613392829895"
"309","2.1243064403533936","2.1243064403533936","2.1243064403533936"
"311","2.1227169036865234","2.1227169036865234","2.1227169036865234"
"314","2.1013574600219727","2.1013574600219727","2.1013574600219727"
"320","2.127866268157959","2.127866268157959","2.127866268157959"
"322","2.1159050464630127","2.1159050464630127","2.1159050464630127"
"327","2.1122920513153076","2.1122920513153076","2.1122920513153076"
"328","2.1013059616088867","2.1013059616088867","2.1013059616088867"
"329","2.1008734703063965","2.1008734703063965","2.1008734703063965"
"331","2.111172676086426","2.111172676086426","2.111172676086426"
"347","2.1117935180664062","2.1117935180664062","2.1117935180664062"
"355","2.103281021118164","2.103281021118164","2.103281021118164"
"357","2.0973076820373535","2.0973076820373535","2.0973076820373535"
"372","2.1105520725250244","2.1105520725250244","2.1105520725250244"
"377","2.089456796646118","2.089456796646118","2.089456796646118"
"383","2.12501859664917","2.12501859664917","2.12501859664917"
"398","2.103996753692627","2.103996753692627","2.103996753692627"
"400","2.0972583293914795","2.0972583293914795","2.0972583293914795"
"415","2.091981887817383","2.091981887817383","2.091981887817383"
"417","2.1040778160095215","2.1040778160095215","2.1040778160095215"
"421","2.085254669189453","2.085254669189453","2.085254669189453"
"422","2.0671234130859375","2.0671234130859375","2.0671234130859375"
"424","2.0952279567718506","2.0952279567718506","2.0952279567718506"
"427","2.0865695476531982","2.0865695476531982","2.0865695476531982"
"430","2.0786259174346924","2.0786259174346924","2.0786259174346924"
"433","2.083231210708618","2.083231210708618","2.083231210708618"
"450","2.0790841579437256","2.0790841579437256","2.0790841579437256"
"456","2.105645179748535","2.105645179748535","2.105645179748535"
"459","2.0854787826538086","2.0854787826538086","2.0854787826538086"
"477","2.0630156993865967","2.0630156993865967","2.0630156993865967"
"480","2.0917844772338867","2.0917844772338867","2.0917844772338867"
"484","2.0962343215942383","2.0962343215942383","2.0962343215942383"
"485","2.091609477996826","2.091609477996826","2.091609477996826"
"490","2.077380895614624","2.077380895614624","2.077380895614624"
"494","2.0810940265655518","2.0810940265655518","2.0810940265655518"
"497","2.0802762508392334","2.0802762508392334","2.0802762508392334"
"500","2.0998752117156982","2.0998752117156982","2.0998752117156982"
"503","2.074512481689453","2.074512481689453","2.074512481689453"
"507","2.0728402137756348","2.0728402137756348","2.0728402137756348"
"520","2.29058837890625","2.29058837890625","2.29058837890625"
"526","2.163093328475952","2.163093328475952","2.163093328475952"
"535","2.1070289611816406","2.1070289611816406","2.1070289611816406"
"537","2.1385984420776367","2.1385984420776367","2.1385984420776367"
"543","2.1115498542785645","2.1115498542785645","2.1115498542785645"
"547","2.144170045852661","2.144170045852661","2.144170045852661"
