"Step","count3_small_decoder_0 - loss","count3_small_decoder_0 - loss__MIN","count3_small_decoder_0 - loss__MAX"
"5100","3.219722535610199","3.219722535610199","3.219722535610199"
"5200","3.221053111553192","3.221053111553192","3.221053111553192"
"5300","3.2180009388923647","3.2180009388923647","3.2180009388923647"
"5400","3.212430522441864","3.212430522441864","3.212430522441864"
"5500","3.2141281366348267","3.2141281366348267","3.2141281366348267"
"5600","3.211669566631317","3.211669566631317","3.211669566631317"
"5700","3.214382281303406","3.214382281303406","3.214382281303406"
"5800","3.2118369054794313","3.2118369054794313","3.2118369054794313"
"5900","3.20842898607254","3.20842898607254","3.20842898607254"
"6000","3.208653919696808","3.208653919696808","3.208653919696808"
"6100","3.2057579278945925","3.2057579278945925","3.2057579278945925"
"6200","3.2028646755218504","3.2028646755218504","3.2028646755218504"
"6300","3.2007026362419126","3.2007026362419126","3.2007026362419126"
"6400","3.2023951530456545","3.2023951530456545","3.2023951530456545"
"6500","3.2023966574668883","3.2023966574668883","3.2023966574668883"
"6600","3.1995264196395876","3.1995264196395876","3.1995264196395876"
"6700","3.1995594239234926","3.1995594239234926","3.1995594239234926"
"6800","3.1962984299659727","3.1962984299659727","3.1962984299659727"
"6900","3.1952289390563964","3.1952289390563964","3.1952289390563964"
"7000","3.190055737495422","3.190055737495422","3.190055737495422"
"7100","3.191668610572815","3.191668610572815","3.191668610572815"
"7200","3.187287995815277","3.187287995815277","3.187287995815277"
"7300","3.190868935585022","3.190868935585022","3.190868935585022"
"7400","3.189987814426422","3.189987814426422","3.189987814426422"
"7500","3.1838759922981263","3.1838759922981263","3.1838759922981263"
"7600","3.1830437064170836","3.1830437064170836","3.1830437064170836"
"7700","3.183061354160309","3.183061354160309","3.183061354160309"
"7800","3.184928252696991","3.184928252696991","3.184928252696991"
"7900","3.182743184566498","3.182743184566498","3.182743184566498"
"8000","3.1790545082092283","3.1790545082092283","3.1790545082092283"
"8100","3.180916202068329","3.180916202068329","3.180916202068329"
"8200","3.1783553075790407","3.1783553075790407","3.1783553075790407"
"8300","3.1783434319496155","3.1783434319496155","3.1783434319496155"
"8400","3.174816167354584","3.174816167354584","3.174816167354584"
"8500","3.175355997085571","3.175355997085571","3.175355997085571"
"8600","3.17306444644928","3.17306444644928","3.17306444644928"
"8700","3.1753706336021423","3.1753706336021423","3.1753706336021423"
"8800","3.1657217741012573","3.1657217741012573","3.1657217741012573"
"8900","3.166490983963013","3.166490983963013","3.166490983963013"
"9000","3.1682581758499144","3.1682581758499144","3.1682581758499144"
"9100","3.165945334434509","3.165945334434509","3.165945334434509"
"9200","3.1633548069000246","3.1633548069000246","3.1633548069000246"
"9300","3.1649608039855956","3.1649608039855956","3.1649608039855956"
"9400","3.1618991351127623","3.1618991351127623","3.1618991351127623"
"9500","3.1618604469299316","3.1618604469299316","3.1618604469299316"
"9600","3.1612037086486815","3.1612037086486815","3.1612037086486815"
"9700","3.1524771094322204","3.1524771094322204","3.1524771094322204"
"9800","3.156178081035614","3.156178081035614","3.156178081035614"
"9900","3.151660544872284","3.151660544872284","3.151660544872284"
"10000","3.1553922843933107","3.1553922843933107","3.1553922843933107"
"10100","3.1516833686828614","3.1516833686828614","3.1516833686828614"
"10200","3.1528972363471985","3.1528972363471985","3.1528972363471985"
"10300","3.152980396747589","3.152980396747589","3.152980396747589"
"10400","3.1510528135299682","3.1510528135299682","3.1510528135299682"
"10500","3.146814796924591","3.146814796924591","3.146814796924591"
"10600","3.1503407740592957","3.1503407740592957","3.1503407740592957"
"10700","3.144716262817383","3.144716262817383","3.144716262817383"
"10800","3.1453211855888368","3.1453211855888368","3.1453211855888368"
"10900","3.1480058002471925","3.1480058002471925","3.1480058002471925"
"11000","3.1472205305099488","3.1472205305099488","3.1472205305099488"
"11100","3.146137492656708","3.146137492656708","3.146137492656708"
"11200","3.141615877151489","3.141615877151489","3.141615877151489"
"11300","3.1411567878723146","3.1411567878723146","3.1411567878723146"
"11400","3.141471433639526","3.141471433639526","3.141471433639526"
"11500","3.140294568538666","3.140294568538666","3.140294568538666"
"11600","3.137003653049469","3.137003653049469","3.137003653049469"
"11700","3.1351858305931093","3.1351858305931093","3.1351858305931093"
"11800","3.135591652393341","3.135591652393341","3.135591652393341"
"11900","3.1314702153205873","3.1314702153205873","3.1314702153205873"
"12000","3.1323640155792236","3.1323640155792236","3.1323640155792236"
"12100","3.1329771161079405","3.1329771161079405","3.1329771161079405"
"12200","3.13110191822052","3.13110191822052","3.13110191822052"
"12300","3.1310727429389953","3.1310727429389953","3.1310727429389953"
"12400","3.1271903991699217","3.1271903991699217","3.1271903991699217"
"12500","3.1298129057884214","3.1298129057884214","3.1298129057884214"
"12600","3.123826780319214","3.123826780319214","3.123826780319214"
"12700","3.12569296836853","3.12569296836853","3.12569296836853"
"12800","3.123742880821228","3.123742880821228","3.123742880821228"
"12900","3.124900405406952","3.124900405406952","3.124900405406952"
"13000","3.1199261856079104","3.1199261856079104","3.1199261856079104"
"13100","3.118391077518463","3.118391077518463","3.118391077518463"
"13200","3.1206203365325926","3.1206203365325926","3.1206203365325926"
"13300","3.123354790210724","3.123354790210724","3.123354790210724"
"13400","3.1186662840843202","3.1186662840843202","3.1186662840843202"
"13500","3.12054949760437","3.12054949760437","3.12054949760437"
"13600","3.116815507411957","3.116815507411957","3.116815507411957"
"13700","3.114447100162506","3.114447100162506","3.114447100162506"
"13800","3.1145287108421327","3.1145287108421327","3.1145287108421327"
"13900","3.1135019207000734","3.1135019207000734","3.1135019207000734"
"14000","3.1140082025527955","3.1140082025527955","3.1140082025527955"
"14100","3.1103192925453187","3.1103192925453187","3.1103192925453187"
"14200","3.114210693836212","3.114210693836212","3.114210693836212"
"14300","3.1105933594703674","3.1105933594703674","3.1105933594703674"
"14400","3.1097326374053953","3.1097326374053953","3.1097326374053953"
"14500","3.1084672021865845","3.1084672021865845","3.1084672021865845"
"14600","3.1025215411186218","3.1025215411186218","3.1025215411186218"
"14700","3.1059883308410643","3.1059883308410643","3.1059883308410643"
"14800","3.1024732542037965","3.1024732542037965","3.1024732542037965"
"14900","3.1060664582252504","3.1060664582252504","3.1060664582252504"
"15000","3.100023400783539","3.100023400783539","3.100023400783539"
"15100","3.1012289929389953","3.1012289929389953","3.1012289929389953"
"15200","3.1004610729217528","3.1004610729217528","3.1004610729217528"
"15300","3.0987893199920653","3.0987893199920653","3.0987893199920653"
"15400","3.0986156272888183","3.0986156272888183","3.0986156272888183"
"15500","3.0961722326278687","3.0961722326278687","3.0961722326278687"
"15600","3.0978710865974426","3.0978710865974426","3.0978710865974426"
"15700","3.0914002776145937","3.0914002776145937","3.0914002776145937"
"15800","3.0947005772590637","3.0947005772590637","3.0947005772590637"
"15900","3.092735242843628","3.092735242843628","3.092735242843628"
"16000","3.090787076950073","3.090787076950073","3.090787076950073"
"16100","3.09194176197052","3.09194176197052","3.09194176197052"
"16200","3.0892807769775392","3.0892807769775392","3.0892807769775392"
"16300","3.0878463888168337","3.0878463888168337","3.0878463888168337"
"16400","3.0902110719680786","3.0902110719680786","3.0902110719680786"
"16500","3.0870567393302917","3.0870567393302917","3.0870567393302917"
"16600","3.083659963607788","3.083659963607788","3.083659963607788"
"16700","3.088536248207092","3.088536248207092","3.088536248207092"
"16800","3.081050217151642","3.081050217151642","3.081050217151642"
"16900","3.0811056447029115","3.0811056447029115","3.0811056447029115"
"17000","3.075923433303833","3.075923433303833","3.075923433303833"
"17100","3.0780780839920046","3.0780780839920046","3.0780780839920046"
"17200","3.0749927020072936","3.0749927020072936","3.0749927020072936"
"17300","3.072099275588989","3.072099275588989","3.072099275588989"
"17400","3.0779291200637817","3.0779291200637817","3.0779291200637817"
"17500","3.0757368516922","3.0757368516922","3.0757368516922"
"17600","3.0755261254310606","3.0755261254310606","3.0755261254310606"
"17700","3.0755561637878417","3.0755561637878417","3.0755561637878417"
"17800","3.070901589393616","3.070901589393616","3.070901589393616"
"17900","3.070492103099823","3.070492103099823","3.070492103099823"
"18000","3.0640151500701904","3.0640151500701904","3.0640151500701904"
"18100","3.069999918937683","3.069999918937683","3.069999918937683"
"18200","3.061809689998627","3.061809689998627","3.061809689998627"
"18300","3.0629949498176576","3.0629949498176576","3.0629949498176576"
"18400","3.05938206911087","3.05938206911087","3.05938206911087"
"18500","3.059470810890198","3.059470810890198","3.059470810890198"
"18600","3.058059253692627","3.058059253692627","3.058059253692627"
"18700","3.0545480751991274","3.0545480751991274","3.0545480751991274"
"18800","3.0518506598472595","3.0518506598472595","3.0518506598472595"
"18900","3.0547226905822753","3.0547226905822753","3.0547226905822753"
"19000","3.052168266773224","3.052168266773224","3.052168266773224"
"19100","3.0511779165267945","3.0511779165267945","3.0511779165267945"
"19200","3.046357231140137","3.046357231140137","3.046357231140137"
"19300","3.0484458994865418","3.0484458994865418","3.0484458994865418"
"19400","3.0450224447250367","3.0450224447250367","3.0450224447250367"
"19500","3.04632981300354","3.04632981300354","3.04632981300354"
"19600","3.0423153185844423","3.0423153185844423","3.0423153185844423"
"19700","3.042856674194336","3.042856674194336","3.042856674194336"
"19800","3.043764519691467","3.043764519691467","3.043764519691467"
"19900","3.043340976238251","3.043340976238251","3.043340976238251"
"20000","3.0369438409805296","3.0369438409805296","3.0369438409805296"
"20100","3.03975457906723","3.03975457906723","3.03975457906723"
"20200","3.0408046531677244","3.0408046531677244","3.0408046531677244"
"20300","3.037436923980713","3.037436923980713","3.037436923980713"
"20400","3.0373567962646484","3.0373567962646484","3.0373567962646484"
"20500","3.034842734336853","3.034842734336853","3.034842734336853"
"20600","3.0329458475112916","3.0329458475112916","3.0329458475112916"
"20700","3.032000329494476","3.032000329494476","3.032000329494476"
"20800","3.0309386968612673","3.0309386968612673","3.0309386968612673"
"20900","3.0355051159858704","3.0355051159858704","3.0355051159858704"
"21000","3.031820068359375","3.031820068359375","3.031820068359375"
"21100","3.0262161040306093","3.0262161040306093","3.0262161040306093"
"21200","3.024582397937775","3.024582397937775","3.024582397937775"
"21300","3.028890681266785","3.028890681266785","3.028890681266785"
"21400","3.031190457344055","3.031190457344055","3.031190457344055"
"21500","3.0269928979873657","3.0269928979873657","3.0269928979873657"
"21600","3.0251275420188906","3.0251275420188906","3.0251275420188906"
"21700","3.020725762844086","3.020725762844086","3.020725762844086"
"21800","3.0176486206054687","3.0176486206054687","3.0176486206054687"
"21900","3.022570276260376","3.022570276260376","3.022570276260376"
"22000","3.0173309588432313","3.0173309588432313","3.0173309588432313"
"22100","3.0170290160179136","3.0170290160179136","3.0170290160179136"
"22200","3.0185107970237732","3.0185107970237732","3.0185107970237732"
"22300","3.015969626903534","3.015969626903534","3.015969626903534"
"22400","3.015741171836853","3.015741171836853","3.015741171836853"
"22500","3.0143467378616333","3.0143467378616333","3.0143467378616333"
"22600","3.0124244904518127","3.0124244904518127","3.0124244904518127"
"22700","3.0119730639457702","3.0119730639457702","3.0119730639457702"
"22800","3.0107238578796385","3.0107238578796385","3.0107238578796385"
"22900","3.010964558124542","3.010964558124542","3.010964558124542"
"23000","3.01253529548645","3.01253529548645","3.01253529548645"
"23100","3.006113517284393","3.006113517284393","3.006113517284393"
"23200","3.002132382392883","3.002132382392883","3.002132382392883"
"23300","3.004077079296112","3.004077079296112","3.004077079296112"
"23400","3.011712019443512","3.011712019443512","3.011712019443512"
"23500","3.0048718452453613","3.0048718452453613","3.0048718452453613"
"23600","3.003086175918579","3.003086175918579","3.003086175918579"
"23700","3.000496919155121","3.000496919155121","3.000496919155121"
"23800","3.0030393624305725","3.0030393624305725","3.0030393624305725"
"23900","2.9983105993270875","2.9983105993270875","2.9983105993270875"
"24000","3.0042825055122377","3.0042825055122377","3.0042825055122377"
"24100","2.999424934387207","2.999424934387207","2.999424934387207"
"24200","2.996661081314087","2.996661081314087","2.996661081314087"
"24300","2.9961275935173033","2.9961275935173033","2.9961275935173033"
"24400","2.9950884342193604","2.9950884342193604","2.9950884342193604"
"24500","2.998968758583069","2.998968758583069","2.998968758583069"
"24600","2.9929928398132324","2.9929928398132324","2.9929928398132324"
"24700","2.993101601600647","2.993101601600647","2.993101601600647"
"24800","2.9901405286788942","2.9901405286788942","2.9901405286788942"
"24900","2.989790852069855","2.989790852069855","2.989790852069855"
"25000","2.9878680229187013","2.9878680229187013","2.9878680229187013"
"25100","2.9886431097984314","2.9886431097984314","2.9886431097984314"
"25200","2.9850756335258484","2.9850756335258484","2.9850756335258484"
"25300","2.9860951590538023","2.9860951590538023","2.9860951590538023"
"25400","2.9860300540924074","2.9860300540924074","2.9860300540924074"
"25500","2.982567455768585","2.982567455768585","2.982567455768585"
"25600","2.982871856689453","2.982871856689453","2.982871856689453"
"25700","2.9841620254516603","2.9841620254516603","2.9841620254516603"
"25800","2.9834782886505127","2.9834782886505127","2.9834782886505127"
"25900","2.98064124584198","2.98064124584198","2.98064124584198"
"26000","2.979224240779877","2.979224240779877","2.979224240779877"
"26100","2.978518271446228","2.978518271446228","2.978518271446228"
"26200","2.979800560474396","2.979800560474396","2.979800560474396"
"26300","2.978373668193817","2.978373668193817","2.978373668193817"
"26400","2.9720056676864623","2.9720056676864623","2.9720056676864623"
"26500","2.9757518982887268","2.9757518982887268","2.9757518982887268"
"26600","2.9743196415901183","2.9743196415901183","2.9743196415901183"
"26700","2.971421504020691","2.971421504020691","2.971421504020691"
"26800","2.9695036101341246","2.9695036101341246","2.9695036101341246"
"26900","2.9694111061096193","2.9694111061096193","2.9694111061096193"
"27000","2.9673668694496156","2.9673668694496156","2.9673668694496156"
"27100","2.9650872945785522","2.9650872945785522","2.9650872945785522"
"27200","2.9709249901771546","2.9709249901771546","2.9709249901771546"
"27300","2.9622725439071655","2.9622725439071655","2.9622725439071655"
"27400","2.964585847854614","2.964585847854614","2.964585847854614"
"27500","2.963723406791687","2.963723406791687","2.963723406791687"
"27600","2.96429306268692","2.96429306268692","2.96429306268692"
"27700","2.9629040455818174","2.9629040455818174","2.9629040455818174"
"27800","2.9609971404075623","2.9609971404075623","2.9609971404075623"
"27900","2.956321771144867","2.956321771144867","2.956321771144867"
"28000","2.9591073632240295","2.9591073632240295","2.9591073632240295"
"28100","2.953067705631256","2.953067705631256","2.953067705631256"
"28200","2.960267336368561","2.960267336368561","2.960267336368561"
"28300","2.953950881958008","2.953950881958008","2.953950881958008"
"28400","2.955312068462372","2.955312068462372","2.955312068462372"
"28500","2.955181977748871","2.955181977748871","2.955181977748871"
"28600","2.9510360169410705","2.9510360169410705","2.9510360169410705"
"28700","2.946116428375244","2.946116428375244","2.946116428375244"
"28800","2.952263309955597","2.952263309955597","2.952263309955597"
"28900","2.9443374705314636","2.9443374705314636","2.9443374705314636"
"29000","2.951118211746216","2.951118211746216","2.951118211746216"
"29100","2.9448277878761293","2.9448277878761293","2.9448277878761293"
"29200","2.944171073436737","2.944171073436737","2.944171073436737"
"29300","2.9441405940055847","2.9441405940055847","2.9441405940055847"
"29400","2.9418842697143557","2.9418842697143557","2.9418842697143557"
"29500","2.9407008266448975","2.9407008266448975","2.9407008266448975"
"29600","2.945010404586792","2.945010404586792","2.945010404586792"
"29700","2.9394867181777955","2.9394867181777955","2.9394867181777955"
"29800","2.9411386752128603","2.9411386752128603","2.9411386752128603"
"29900","2.938799891471863","2.938799891471863","2.938799891471863"
"30000","2.9401456475257874","2.9401456475257874","2.9401456475257874"
"30100","2.9320352125167846","2.9320352125167846","2.9320352125167846"
"30200","2.9368854475021364","2.9368854475021364","2.9368854475021364"
"30300","2.931637952327728","2.931637952327728","2.931637952327728"
"30400","2.932448887825012","2.932448887825012","2.932448887825012"
"30500","2.9297995591163635","2.9297995591163635","2.9297995591163635"
"30600","2.936202521324158","2.936202521324158","2.936202521324158"
"30700","2.926250364780426","2.926250364780426","2.926250364780426"
"30800","2.9239596247673036","2.9239596247673036","2.9239596247673036"
"30900","2.9303374528884887","2.9303374528884887","2.9303374528884887"
"31000","2.9258187317848208","2.9258187317848208","2.9258187317848208"
"31100","2.9246314907073976","2.9246314907073976","2.9246314907073976"
"31200","2.9196185064315796","2.9196185064315796","2.9196185064315796"
"31300","2.9227519416809082","2.9227519416809082","2.9227519416809082"
"31400","2.918956768512726","2.918956768512726","2.918956768512726"
"31500","2.920333526134491","2.920333526134491","2.920333526134491"
"31600","2.9214489459991455","2.9214489459991455","2.9214489459991455"
"31700","2.9139558911323546","2.9139558911323546","2.9139558911323546"
"31800","2.916631021499634","2.916631021499634","2.916631021499634"
"31900","2.915479633808136","2.915479633808136","2.915479633808136"
"32000","2.915843732357025","2.915843732357025","2.915843732357025"
"32100","2.9136941480636596","2.9136941480636596","2.9136941480636596"
"32200","2.911424558162689","2.911424558162689","2.911424558162689"
"32300","2.9085214853286745","2.9085214853286745","2.9085214853286745"
"32400","2.905370979309082","2.905370979309082","2.905370979309082"
"32500","2.9080340576171877","2.9080340576171877","2.9080340576171877"
"32600","2.9068936204910276","2.9068936204910276","2.9068936204910276"
"32700","2.9056764531135557","2.9056764531135557","2.9056764531135557"
"32800","2.9041336798667907","2.9041336798667907","2.9041336798667907"
"32900","2.9032113409042357","2.9032113409042357","2.9032113409042357"
"33000","2.898495121002197","2.898495121002197","2.898495121002197"
"33100","2.900095131397247","2.900095131397247","2.900095131397247"
"33200","2.9001832818984985","2.9001832818984985","2.9001832818984985"
"33300","2.8951060223579406","2.8951060223579406","2.8951060223579406"
"33400","2.895509638786316","2.895509638786316","2.895509638786316"
"33500","2.900562641620636","2.900562641620636","2.900562641620636"
"33600","2.897578339576721","2.897578339576721","2.897578339576721"
"33700","2.892913331985474","2.892913331985474","2.892913331985474"
"33800","2.894484324455261","2.894484324455261","2.894484324455261"
"33900","2.8911006021499634","2.8911006021499634","2.8911006021499634"
"34000","2.8931741309165955","2.8931741309165955","2.8931741309165955"
"34100","2.8855337834358217","2.8855337834358217","2.8855337834358217"
"34200","2.887180893421173","2.887180893421173","2.887180893421173"
"34300","2.8887233901023865","2.8887233901023865","2.8887233901023865"
"34400","2.881421618461609","2.881421618461609","2.881421618461609"
"34500","2.88560387134552","2.88560387134552","2.88560387134552"
"34600","2.87870402097702","2.87870402097702","2.87870402097702"
"34700","2.8787522220611574","2.8787522220611574","2.8787522220611574"
"34800","2.8800951552391054","2.8800951552391054","2.8800951552391054"
"34900","2.883027362823486","2.883027362823486","2.883027362823486"
"35000","2.877885661125183","2.877885661125183","2.877885661125183"
"35100","2.8766400361061097","2.8766400361061097","2.8766400361061097"
"35200","2.876347396373749","2.876347396373749","2.876347396373749"
"35300","2.8759477639198305","2.8759477639198305","2.8759477639198305"
"35400","2.8745464515686034","2.8745464515686034","2.8745464515686034"
"35500","2.8697063088417054","2.8697063088417054","2.8697063088417054"
"35600","2.87249742269516","2.87249742269516","2.87249742269516"
"35700","2.868193876743317","2.868193876743317","2.868193876743317"
"35800","2.8685657024383544","2.8685657024383544","2.8685657024383544"
"35900","2.871058905124664","2.871058905124664","2.871058905124664"
"36000","2.8612091875076295","2.8612091875076295","2.8612091875076295"
"36100","2.8673367857933045","2.8673367857933045","2.8673367857933045"
"36200","2.864726252555847","2.864726252555847","2.864726252555847"
"36300","2.866716732978821","2.866716732978821","2.866716732978821"
"36400","2.8620656991004942","2.8620656991004942","2.8620656991004942"
"36500","2.8639208316802978","2.8639208316802978","2.8639208316802978"
"36600","2.8647954297065734","2.8647954297065734","2.8647954297065734"
"36700","2.8567755699157713","2.8567755699157713","2.8567755699157713"
"36800","2.856446008682251","2.856446008682251","2.856446008682251"
"36900","2.8519180321693423","2.8519180321693423","2.8519180321693423"
"37000","2.8582903218269347","2.8582903218269347","2.8582903218269347"
"37100","2.853369436264038","2.853369436264038","2.853369436264038"
"37200","2.855768644809723","2.855768644809723","2.855768644809723"
"37300","2.8556249713897706","2.8556249713897706","2.8556249713897706"
"37400","2.850683264732361","2.850683264732361","2.850683264732361"
"37500","2.8524336767196656","2.8524336767196656","2.8524336767196656"
"37600","2.8534862112998964","2.8534862112998964","2.8534862112998964"
"37700","2.8487763810157776","2.8487763810157776","2.8487763810157776"
"37800","2.846229383945465","2.846229383945465","2.846229383945465"
"37900","2.8495124483108523","2.8495124483108523","2.8495124483108523"
"38000","2.8496746134757998","2.8496746134757998","2.8496746134757998"
"38100","2.846712574958801","2.846712574958801","2.846712574958801"
"38200","2.8433134388923644","2.8433134388923644","2.8433134388923644"
"38300","2.844938945770264","2.844938945770264","2.844938945770264"
"38400","2.8411384773254396","2.8411384773254396","2.8411384773254396"
"38500","2.8411921644210816","2.8411921644210816","2.8411921644210816"
"38600","2.8416667866706846","2.8416667866706846","2.8416667866706846"
"38700","2.8391764879226686","2.8391764879226686","2.8391764879226686"
"38800","2.842835052013397","2.842835052013397","2.842835052013397"
"38900","2.840773994922638","2.840773994922638","2.840773994922638"
"39000","2.836264045238495","2.836264045238495","2.836264045238495"
"39100","2.8330297565460203","2.8330297565460203","2.8330297565460203"
"39200","2.836391568183899","2.836391568183899","2.836391568183899"
"39300","2.83723174571991","2.83723174571991","2.83723174571991"
"39400","2.8342924523353576","2.8342924523353576","2.8342924523353576"
"39500","2.830703272819519","2.830703272819519","2.830703272819519"
"39600","2.8320219206809996","2.8320219206809996","2.8320219206809996"
"39700","2.8347552585601807","2.8347552585601807","2.8347552585601807"
"39800","2.8324515509605406","2.8324515509605406","2.8324515509605406"
"39900","2.824879975318909","2.824879975318909","2.824879975318909"
"40000","2.8241682267189026","2.8241682267189026","2.8241682267189026"
"40100","2.823771421909332","2.823771421909332","2.823771421909332"
"40200","2.8226262307167054","2.8226262307167054","2.8226262307167054"
"40300","2.8211635398864745","2.8211635398864745","2.8211635398864745"
"40400","2.825981492996216","2.825981492996216","2.825981492996216"
"40500","2.8263360548019407","2.8263360548019407","2.8263360548019407"
"40600","2.824027671813965","2.824027671813965","2.824027671813965"
"40700","2.8211598420143127","2.8211598420143127","2.8211598420143127"
"40800","2.8202254796028137","2.8202254796028137","2.8202254796028137"
"40900","2.823643536567688","2.823643536567688","2.823643536567688"
"41000","2.8162912201881407","2.8162912201881407","2.8162912201881407"
"41100","2.8207646441459655","2.8207646441459655","2.8207646441459655"
"41200","2.821395926475525","2.821395926475525","2.821395926475525"
"41300","2.8151232552528382","2.8151232552528382","2.8151232552528382"
"41400","2.8147686767578124","2.8147686767578124","2.8147686767578124"
"41500","2.8113785338401795","2.8113785338401795","2.8113785338401795"
"41600","2.8136592388153074","2.8136592388153074","2.8136592388153074"
"41700","2.808772797584534","2.808772797584534","2.808772797584534"
"41800","2.8080773544311524","2.8080773544311524","2.8080773544311524"
"41900","2.8069330835342408","2.8069330835342408","2.8069330835342408"
"42000","2.8061262273788454","2.8061262273788454","2.8061262273788454"
"42100","2.8060632944107056","2.8060632944107056","2.8060632944107056"
"42200","2.8027019929885864","2.8027019929885864","2.8027019929885864"
"42300","2.8041637539863586","2.8041637539863586","2.8041637539863586"
"42400","2.801024158000946","2.801024158000946","2.801024158000946"
"42500","2.7954503011703493","2.7954503011703493","2.7954503011703493"
"42600","2.804853446483612","2.804853446483612","2.804853446483612"
"42700","2.8001819682121276","2.8001819682121276","2.8001819682121276"
"42800","2.7992797613143923","2.7992797613143923","2.7992797613143923"
"42900","2.7957086038589476","2.7957086038589476","2.7957086038589476"
"43000","2.7942085433006287","2.7942085433006287","2.7942085433006287"
"43100","2.7930693769454957","2.7930693769454957","2.7930693769454957"
"43200","2.7910618686676028","2.7910618686676028","2.7910618686676028"
"43300","2.7917604184150697","2.7917604184150697","2.7917604184150697"
"43400","2.789837963581085","2.789837963581085","2.789837963581085"
"43500","2.793168523311615","2.793168523311615","2.793168523311615"
"43600","2.7885197758674622","2.7885197758674622","2.7885197758674622"
"43700","2.786381983757019","2.786381983757019","2.786381983757019"
"43800","2.7908909153938293","2.7908909153938293","2.7908909153938293"
"43900","2.7821143007278444","2.7821143007278444","2.7821143007278444"
"44000","2.783905804157257","2.783905804157257","2.783905804157257"
"44100","2.7862182545661924","2.7862182545661924","2.7862182545661924"
"44200","2.7824196362495424","2.7824196362495424","2.7824196362495424"
"44300","2.7772974014282226","2.7772974014282226","2.7772974014282226"
"44400","2.7788077640533446","2.7788077640533446","2.7788077640533446"
"44500","2.7807661271095276","2.7807661271095276","2.7807661271095276"
"44600","2.7751643753051756","2.7751643753051756","2.7751643753051756"
"44700","2.7773475790023805","2.7773475790023805","2.7773475790023805"
"44800","2.7781513381004332","2.7781513381004332","2.7781513381004332"
"44900","2.7736921739578246","2.7736921739578246","2.7736921739578246"
"45000","2.7688657808303834","2.7688657808303834","2.7688657808303834"
"45100","2.771113097667694","2.771113097667694","2.771113097667694"
"45200","2.766857123374939","2.766857123374939","2.766857123374939"
