"Step","reversed_addition_small_decoder_0 - train_loss","reversed_addition_small_decoder_0 - train_loss__MIN","reversed_addition_small_decoder_0 - train_loss__MAX"
"43","2.104205369949341","2.104205369949341","2.104205369949341"
"44","2.089998722076416","2.089998722076416","2.089998722076416"
"45","2.0745720863342285","2.0745720863342285","2.0745720863342285"
"46","2.08146595954895","2.08146595954895","2.08146595954895"
"47","2.0509705543518066","2.0509705543518066","2.0509705543518066"
"48","2.062419891357422","2.062419891357422","2.062419891357422"
"49","2.0304579734802246","2.0304579734802246","2.0304579734802246"
"50","2.032729387283325","2.032729387283325","2.032729387283325"
"51","2.0211615562438965","2.0211615562438965","2.0211615562438965"
"52","2.007286787033081","2.007286787033081","2.007286787033081"
"53","2.0300917625427246","2.0300917625427246","2.0300917625427246"
"54","2.0405330657958984","2.0405330657958984","2.0405330657958984"
"55","2.031981945037842","2.031981945037842","2.031981945037842"
"56","1.9757181406021118","1.9757181406021118","1.9757181406021118"
"57","2.01558256149292","2.01558256149292","2.01558256149292"
"58","1.9783812761306763","1.9783812761306763","1.9783812761306763"
"59","1.9636226892471313","1.9636226892471313","1.9636226892471313"
"60","1.9681004285812378","1.9681004285812378","1.9681004285812378"
"61","1.945135235786438","1.945135235786438","1.945135235786438"
"62","1.948575496673584","1.948575496673584","1.948575496673584"
"63","1.9040499925613403","1.9040499925613403","1.9040499925613403"
"64","1.912946343421936","1.912946343421936","1.912946343421936"
"65","1.9119422435760498","1.9119422435760498","1.9119422435760498"
"66","1.9430149793624878","1.9430149793624878","1.9430149793624878"
"67","1.916878342628479","1.916878342628479","1.916878342628479"
"68","1.8925681114196777","1.8925681114196777","1.8925681114196777"
"69","1.8938989639282227","1.8938989639282227","1.8938989639282227"
"70","1.8933095932006836","1.8933095932006836","1.8933095932006836"
"71","1.884434461593628","1.884434461593628","1.884434461593628"
"72","1.8659958839416504","1.8659958839416504","1.8659958839416504"
"73","1.8653740882873535","1.8653740882873535","1.8653740882873535"
"74","1.861236333847046","1.861236333847046","1.861236333847046"
"75","1.8497129678726196","1.8497129678726196","1.8497129678726196"
"76","1.825239896774292","1.825239896774292","1.825239896774292"
"77","1.816814661026001","1.816814661026001","1.816814661026001"
"78","1.8113641738891602","1.8113641738891602","1.8113641738891602"
"79","1.815654993057251","1.815654993057251","1.815654993057251"
"80","1.787261724472046","1.787261724472046","1.787261724472046"
"81","1.7959587574005127","1.7959587574005127","1.7959587574005127"
"82","1.7801804542541504","1.7801804542541504","1.7801804542541504"
"83","1.8107272386550903","1.8107272386550903","1.8107272386550903"
"84","1.7734224796295166","1.7734224796295166","1.7734224796295166"
"85","1.7477164268493652","1.7477164268493652","1.7477164268493652"
"86","1.749451994895935","1.749451994895935","1.749451994895935"
"87","1.74586021900177","1.74586021900177","1.74586021900177"
"88","1.742722749710083","1.742722749710083","1.742722749710083"
"89","1.7490547895431519","1.7490547895431519","1.7490547895431519"
"90","1.7498685121536255","1.7498685121536255","1.7498685121536255"
"91","1.719407320022583","1.719407320022583","1.719407320022583"
"92","1.7192730903625488","1.7192730903625488","1.7192730903625488"
"93","1.7077528238296509","1.7077528238296509","1.7077528238296509"
"94","1.706528663635254","1.706528663635254","1.706528663635254"
"95","1.6898910999298096","1.6898910999298096","1.6898910999298096"
"96","1.7110092639923096","1.7110092639923096","1.7110092639923096"
"97","1.7009730339050293","1.7009730339050293","1.7009730339050293"
"98","1.6766161918640137","1.6766161918640137","1.6766161918640137"
"99","1.6984282732009888","1.6984282732009888","1.6984282732009888"
"100","1.673825740814209","1.673825740814209","1.673825740814209"
"101","1.6922707557678223","1.6922707557678223","1.6922707557678223"
"102","1.7070229053497314","1.7070229053497314","1.7070229053497314"
"103","1.6663310527801514","1.6663310527801514","1.6663310527801514"
"104","1.6753790378570557","1.6753790378570557","1.6753790378570557"
"105","1.6817402839660645","1.6817402839660645","1.6817402839660645"
"106","1.6530592441558838","1.6530592441558838","1.6530592441558838"
"107","1.6546516418457031","1.6546516418457031","1.6546516418457031"
"108","1.709138035774231","1.709138035774231","1.709138035774231"
"109","1.6883883476257324","1.6883883476257324","1.6883883476257324"
"110","1.6552295684814453","1.6552295684814453","1.6552295684814453"
"111","1.6523709297180176","1.6523709297180176","1.6523709297180176"
"112","1.6461162567138672","1.6461162567138672","1.6461162567138672"
"113","1.672743797302246","1.672743797302246","1.672743797302246"
"114","1.6482982635498047","1.6482982635498047","1.6482982635498047"
"115","1.624324083328247","1.624324083328247","1.624324083328247"
"116","1.6374800205230713","1.6374800205230713","1.6374800205230713"
"117","1.622297763824463","1.622297763824463","1.622297763824463"
"118","1.6158175468444824","1.6158175468444824","1.6158175468444824"
"119","1.6203334331512451","1.6203334331512451","1.6203334331512451"
"120","1.6219426393508911","1.6219426393508911","1.6219426393508911"
"121","1.6397860050201416","1.6397860050201416","1.6397860050201416"
"122","1.6230841875076294","1.6230841875076294","1.6230841875076294"
"123","1.6196317672729492","1.6196317672729492","1.6196317672729492"
"124","1.6064132452011108","1.6064132452011108","1.6064132452011108"
"125","1.5972076654434204","1.5972076654434204","1.5972076654434204"
"126","1.6017781496047974","1.6017781496047974","1.6017781496047974"
"127","1.6004976034164429","1.6004976034164429","1.6004976034164429"
"128","1.5794060230255127","1.5794060230255127","1.5794060230255127"
"129","1.608902931213379","1.608902931213379","1.608902931213379"
"130","1.5959888696670532","1.5959888696670532","1.5959888696670532"
"131","1.5869338512420654","1.5869338512420654","1.5869338512420654"
"132","1.6106877326965332","1.6106877326965332","1.6106877326965332"
"133","1.5534870624542236","1.5534870624542236","1.5534870624542236"
"134","1.585504174232483","1.585504174232483","1.585504174232483"
"135","1.5819214582443237","1.5819214582443237","1.5819214582443237"
"136","1.5867186784744263","1.5867186784744263","1.5867186784744263"
"137","1.5772943496704102","1.5772943496704102","1.5772943496704102"
"138","1.582261562347412","1.582261562347412","1.582261562347412"
"139","1.5930850505828857","1.5930850505828857","1.5930850505828857"
"140","1.5680524110794067","1.5680524110794067","1.5680524110794067"
"141","1.5882434844970703","1.5882434844970703","1.5882434844970703"
"142","1.555832862854004","1.555832862854004","1.555832862854004"
"143","1.5664695501327515","1.5664695501327515","1.5664695501327515"
"144","1.5635602474212646","1.5635602474212646","1.5635602474212646"
"145","1.5735094547271729","1.5735094547271729","1.5735094547271729"
"146","1.5720897912979126","1.5720897912979126","1.5720897912979126"
"147","1.5780975818634033","1.5780975818634033","1.5780975818634033"
"148","1.5942611694335938","1.5942611694335938","1.5942611694335938"
"149","1.584441900253296","1.584441900253296","1.584441900253296"
"150","1.5712840557098389","1.5712840557098389","1.5712840557098389"
"151","1.5644922256469727","1.5644922256469727","1.5644922256469727"
"152","1.5706640481948853","1.5706640481948853","1.5706640481948853"
"153","1.5724698305130005","1.5724698305130005","1.5724698305130005"
"154","1.5528944730758667","1.5528944730758667","1.5528944730758667"
"155","1.5634788274765015","1.5634788274765015","1.5634788274765015"
"156","1.538940191268921","1.538940191268921","1.538940191268921"
"157","1.5638033151626587","1.5638033151626587","1.5638033151626587"
"158","1.5509752035140991","1.5509752035140991","1.5509752035140991"
"159","1.5710210800170898","1.5710210800170898","1.5710210800170898"
"160","1.5670591592788696","1.5670591592788696","1.5670591592788696"
"161","1.550618052482605","1.550618052482605","1.550618052482605"
"162","1.5535913705825806","1.5535913705825806","1.5535913705825806"
"163","1.5393352508544922","1.5393352508544922","1.5393352508544922"
"164","1.538703203201294","1.538703203201294","1.538703203201294"
"165","1.5488154888153076","1.5488154888153076","1.5488154888153076"
"166","1.5360850095748901","1.5360850095748901","1.5360850095748901"
"167","1.5543988943099976","1.5543988943099976","1.5543988943099976"
"168","1.559901475906372","1.559901475906372","1.559901475906372"
"169","1.5274691581726074","1.5274691581726074","1.5274691581726074"
"170","1.5416710376739502","1.5416710376739502","1.5416710376739502"
"171","1.5454821586608887","1.5454821586608887","1.5454821586608887"
"172","1.5298564434051514","1.5298564434051514","1.5298564434051514"
"173","1.5503908395767212","1.5503908395767212","1.5503908395767212"
"174","1.5573899745941162","1.5573899745941162","1.5573899745941162"
"175","1.5562310218811035","1.5562310218811035","1.5562310218811035"
"176","1.5445410013198853","1.5445410013198853","1.5445410013198853"
"177","1.5601975917816162","1.5601975917816162","1.5601975917816162"
"178","1.546603798866272","1.546603798866272","1.546603798866272"
"179","1.5281121730804443","1.5281121730804443","1.5281121730804443"
"180","1.539482593536377","1.539482593536377","1.539482593536377"
"181","1.547096848487854","1.547096848487854","1.547096848487854"
"182","1.5550556182861328","1.5550556182861328","1.5550556182861328"
"183","1.5625622272491455","1.5625622272491455","1.5625622272491455"
"184","1.5229737758636475","1.5229737758636475","1.5229737758636475"
"185","1.5356814861297607","1.5356814861297607","1.5356814861297607"
"186","1.5683923959732056","1.5683923959732056","1.5683923959732056"
"187","1.5341116189956665","1.5341116189956665","1.5341116189956665"
"188","1.5451053380966187","1.5451053380966187","1.5451053380966187"
"189","1.545520544052124","1.545520544052124","1.545520544052124"
"190","1.546454906463623","1.546454906463623","1.546454906463623"
"191","1.527651309967041","1.527651309967041","1.527651309967041"
"192","1.535897135734558","1.535897135734558","1.535897135734558"
"193","1.5193445682525635","1.5193445682525635","1.5193445682525635"
"194","1.5195133686065674","1.5195133686065674","1.5195133686065674"
"195","1.5256850719451904","1.5256850719451904","1.5256850719451904"
"196","1.5256304740905762","1.5256304740905762","1.5256304740905762"
"197","1.5050184726715088","1.5050184726715088","1.5050184726715088"
"198","1.5201101303100586","1.5201101303100586","1.5201101303100586"
"199","1.524836778640747","1.524836778640747","1.524836778640747"
"200","1.528826355934143","1.528826355934143","1.528826355934143"
"201","1.50204336643219","1.50204336643219","1.50204336643219"
"202","1.51033616065979","1.51033616065979","1.51033616065979"
"203","1.5358690023422241","1.5358690023422241","1.5358690023422241"
"204","1.5240861177444458","1.5240861177444458","1.5240861177444458"
"205","1.5235881805419922","1.5235881805419922","1.5235881805419922"
"206","1.5231289863586426","1.5231289863586426","1.5231289863586426"
"207","1.5218126773834229","1.5218126773834229","1.5218126773834229"
"208","1.5385867357254028","1.5385867357254028","1.5385867357254028"
"209","1.5376205444335938","1.5376205444335938","1.5376205444335938"
"210","1.529520034790039","1.529520034790039","1.529520034790039"
"211","1.5107731819152832","1.5107731819152832","1.5107731819152832"
"212","1.5294562578201294","1.5294562578201294","1.5294562578201294"
"213","1.5195142030715942","1.5195142030715942","1.5195142030715942"
"214","1.517426609992981","1.517426609992981","1.517426609992981"
"215","1.5349605083465576","1.5349605083465576","1.5349605083465576"
"216","1.542116641998291","1.542116641998291","1.542116641998291"
"217","1.5324863195419312","1.5324863195419312","1.5324863195419312"
"218","1.5016368627548218","1.5016368627548218","1.5016368627548218"
"219","1.542543649673462","1.542543649673462","1.542543649673462"
"220","1.5459845066070557","1.5459845066070557","1.5459845066070557"
"221","1.5559381246566772","1.5559381246566772","1.5559381246566772"
"222","1.5421679019927979","1.5421679019927979","1.5421679019927979"
"223","1.5511757135391235","1.5511757135391235","1.5511757135391235"
"224","1.5534707307815552","1.5534707307815552","1.5534707307815552"
"225","1.532908320426941","1.532908320426941","1.532908320426941"
"226","1.5158859491348267","1.5158859491348267","1.5158859491348267"
"227","1.5469505786895752","1.5469505786895752","1.5469505786895752"
"228","1.5210840702056885","1.5210840702056885","1.5210840702056885"
"229","1.5347847938537598","1.5347847938537598","1.5347847938537598"
"230","1.5050809383392334","1.5050809383392334","1.5050809383392334"
"231","1.5409250259399414","1.5409250259399414","1.5409250259399414"
"232","1.527012825012207","1.527012825012207","1.527012825012207"
"233","1.5219916105270386","1.5219916105270386","1.5219916105270386"
"234","1.5255157947540283","1.5255157947540283","1.5255157947540283"
"235","1.53167724609375","1.53167724609375","1.53167724609375"
"236","1.5295660495758057","1.5295660495758057","1.5295660495758057"
"237","1.5348808765411377","1.5348808765411377","1.5348808765411377"
"238","1.5168488025665283","1.5168488025665283","1.5168488025665283"
"239","1.520140290260315","1.520140290260315","1.520140290260315"
"240","1.5092287063598633","1.5092287063598633","1.5092287063598633"
"241","1.5340015888214111","1.5340015888214111","1.5340015888214111"
"242","1.523557424545288","1.523557424545288","1.523557424545288"
"243","1.5231016874313354","1.5231016874313354","1.5231016874313354"
"244","1.511004090309143","1.511004090309143","1.511004090309143"
"245","1.5138375759124756","1.5138375759124756","1.5138375759124756"
"246","1.510860800743103","1.510860800743103","1.510860800743103"
"247","1.5126862525939941","1.5126862525939941","1.5126862525939941"
"248","1.5071309804916382","1.5071309804916382","1.5071309804916382"
"249","1.5224231481552124","1.5224231481552124","1.5224231481552124"
"250","1.504531979560852","1.504531979560852","1.504531979560852"
"251","1.5090347528457642","1.5090347528457642","1.5090347528457642"
"252","1.4922775030136108","1.4922775030136108","1.4922775030136108"
"253","1.5012603998184204","1.5012603998184204","1.5012603998184204"
"254","1.5151467323303223","1.5151467323303223","1.5151467323303223"
"255","1.5209412574768066","1.5209412574768066","1.5209412574768066"
"256","1.5293184518814087","1.5293184518814087","1.5293184518814087"
"257","1.521537184715271","1.521537184715271","1.521537184715271"
"258","1.4950727224349976","1.4950727224349976","1.4950727224349976"
"259","1.5411477088928223","1.5411477088928223","1.5411477088928223"
"260","1.520623803138733","1.520623803138733","1.520623803138733"
"261","1.515135645866394","1.515135645866394","1.515135645866394"
"262","1.5038684606552124","1.5038684606552124","1.5038684606552124"
"263","1.4952116012573242","1.4952116012573242","1.4952116012573242"
"264","1.5198736190795898","1.5198736190795898","1.5198736190795898"
"265","1.50923490524292","1.50923490524292","1.50923490524292"
"266","1.5246080160140991","1.5246080160140991","1.5246080160140991"
"267","1.5157169103622437","1.5157169103622437","1.5157169103622437"
"268","1.489199161529541","1.489199161529541","1.489199161529541"
"269","1.5042189359664917","1.5042189359664917","1.5042189359664917"
"270","1.5074864625930786","1.5074864625930786","1.5074864625930786"
"271","1.5150269269943237","1.5150269269943237","1.5150269269943237"
"272","1.510144829750061","1.510144829750061","1.510144829750061"
"273","1.5186349153518677","1.5186349153518677","1.5186349153518677"
"274","1.5101654529571533","1.5101654529571533","1.5101654529571533"
"275","1.500422716140747","1.500422716140747","1.500422716140747"
"276","1.4824410676956177","1.4824410676956177","1.4824410676956177"
"277","1.5056065320968628","1.5056065320968628","1.5056065320968628"
"278","1.500672459602356","1.500672459602356","1.500672459602356"
"279","1.4745745658874512","1.4745745658874512","1.4745745658874512"
"280","1.4975848197937012","1.4975848197937012","1.4975848197937012"
"281","1.5014910697937012","1.5014910697937012","1.5014910697937012"
"282","1.499504804611206","1.499504804611206","1.499504804611206"
"283","1.488028883934021","1.488028883934021","1.488028883934021"
"284","1.4995375871658325","1.4995375871658325","1.4995375871658325"
"285","1.5143322944641113","1.5143322944641113","1.5143322944641113"
"286","1.489023208618164","1.489023208618164","1.489023208618164"
"287","1.510545015335083","1.510545015335083","1.510545015335083"
"288","1.5135949850082397","1.5135949850082397","1.5135949850082397"
"289","1.5079978704452515","1.5079978704452515","1.5079978704452515"
"290","1.506200909614563","1.506200909614563","1.506200909614563"
"291","1.4968993663787842","1.4968993663787842","1.4968993663787842"
"292","1.4997031688690186","1.4997031688690186","1.4997031688690186"
"293","1.517258882522583","1.517258882522583","1.517258882522583"
"294","1.5163177251815796","1.5163177251815796","1.5163177251815796"
"295","1.4994399547576904","1.4994399547576904","1.4994399547576904"
"296","1.4988247156143188","1.4988247156143188","1.4988247156143188"
"297","1.4942184686660767","1.4942184686660767","1.4942184686660767"
"298","1.5286122560501099","1.5286122560501099","1.5286122560501099"
"299","1.4843595027923584","1.4843595027923584","1.4843595027923584"
"300","1.5219385623931885","1.5219385623931885","1.5219385623931885"
"301","1.5157192945480347","1.5157192945480347","1.5157192945480347"
"302","1.5021421909332275","1.5021421909332275","1.5021421909332275"
"303","1.5020639896392822","1.5020639896392822","1.5020639896392822"
"304","1.5028796195983887","1.5028796195983887","1.5028796195983887"
"305","1.481823205947876","1.481823205947876","1.481823205947876"
"306","1.516042947769165","1.516042947769165","1.516042947769165"
"307","1.507367491722107","1.507367491722107","1.507367491722107"
"308","1.5103645324707031","1.5103645324707031","1.5103645324707031"
"309","1.5252280235290527","1.5252280235290527","1.5252280235290527"
"310","1.4989774227142334","1.4989774227142334","1.4989774227142334"
"311","1.4817512035369873","1.4817512035369873","1.4817512035369873"
"312","1.5029523372650146","1.5029523372650146","1.5029523372650146"
"313","1.5026757717132568","1.5026757717132568","1.5026757717132568"
"314","1.5160413980484009","1.5160413980484009","1.5160413980484009"
"315","1.498810052871704","1.498810052871704","1.498810052871704"
"316","1.5080485343933105","1.5080485343933105","1.5080485343933105"
"317","1.4872195720672607","1.4872195720672607","1.4872195720672607"
"318","1.4918923377990723","1.4918923377990723","1.4918923377990723"
"319","1.5241949558258057","1.5241949558258057","1.5241949558258057"
"320","1.481101632118225","1.481101632118225","1.481101632118225"
"321","1.4971575736999512","1.4971575736999512","1.4971575736999512"
"322","1.4938775300979614","1.4938775300979614","1.4938775300979614"
"323","1.509784460067749","1.509784460067749","1.509784460067749"
"324","1.4867576360702515","1.4867576360702515","1.4867576360702515"
"325","1.4925100803375244","1.4925100803375244","1.4925100803375244"
"326","1.4814702272415161","1.4814702272415161","1.4814702272415161"
"327","1.4851536750793457","1.4851536750793457","1.4851536750793457"
"328","1.4777312278747559","1.4777312278747559","1.4777312278747559"
"329","1.4688960313796997","1.4688960313796997","1.4688960313796997"
"330","1.4730881452560425","1.4730881452560425","1.4730881452560425"
"331","1.469472050666809","1.469472050666809","1.469472050666809"
"332","1.5061087608337402","1.5061087608337402","1.5061087608337402"
"333","1.4753721952438354","1.4753721952438354","1.4753721952438354"
"334","1.4959423542022705","1.4959423542022705","1.4959423542022705"
"335","1.5091232061386108","1.5091232061386108","1.5091232061386108"
"336","1.494378924369812","1.494378924369812","1.494378924369812"
"337","1.5132156610488892","1.5132156610488892","1.5132156610488892"
"338","1.4990423917770386","1.4990423917770386","1.4990423917770386"
"339","1.509008526802063","1.509008526802063","1.509008526802063"
"340","1.4914851188659668","1.4914851188659668","1.4914851188659668"
"341","1.4876465797424316","1.4876465797424316","1.4876465797424316"
"342","1.4812887907028198","1.4812887907028198","1.4812887907028198"
"343","1.497146725654602","1.497146725654602","1.497146725654602"
"344","1.5068916082382202","1.5068916082382202","1.5068916082382202"
"345","1.5011569261550903","1.5011569261550903","1.5011569261550903"
"346","1.4901264905929565","1.4901264905929565","1.4901264905929565"
"347","1.4779499769210815","1.4779499769210815","1.4779499769210815"
"348","1.4906927347183228","1.4906927347183228","1.4906927347183228"
"349","1.4721704721450806","1.4721704721450806","1.4721704721450806"
"350","1.4970309734344482","1.4970309734344482","1.4970309734344482"
"351","1.494747519493103","1.494747519493103","1.494747519493103"
"352","1.4962153434753418","1.4962153434753418","1.4962153434753418"
"353","1.4993228912353516","1.4993228912353516","1.4993228912353516"
"354","1.494144320487976","1.494144320487976","1.494144320487976"
"355","1.4925435781478882","1.4925435781478882","1.4925435781478882"
"356","1.4705924987792969","1.4705924987792969","1.4705924987792969"
"357","1.4777041673660278","1.4777041673660278","1.4777041673660278"
"358","1.4928898811340332","1.4928898811340332","1.4928898811340332"
"359","1.5096486806869507","1.5096486806869507","1.5096486806869507"
"360","1.5013411045074463","1.5013411045074463","1.5013411045074463"
"361","1.4694637060165405","1.4694637060165405","1.4694637060165405"
"362","1.4575073719024658","1.4575073719024658","1.4575073719024658"
"363","1.4891722202301025","1.4891722202301025","1.4891722202301025"
"364","1.4859591722488403","1.4859591722488403","1.4859591722488403"
"365","1.488800287246704","1.488800287246704","1.488800287246704"
"366","1.4918186664581299","1.4918186664581299","1.4918186664581299"
"367","1.491147756576538","1.491147756576538","1.491147756576538"
"368","1.4933958053588867","1.4933958053588867","1.4933958053588867"
"369","1.4648150205612183","1.4648150205612183","1.4648150205612183"
"370","1.494469404220581","1.494469404220581","1.494469404220581"
"371","1.473469614982605","1.473469614982605","1.473469614982605"
"372","1.4519246816635132","1.4519246816635132","1.4519246816635132"
"373","1.481888771057129","1.481888771057129","1.481888771057129"
"374","1.4656513929367065","1.4656513929367065","1.4656513929367065"
"375","1.478659749031067","1.478659749031067","1.478659749031067"
"376","1.485422968864441","1.485422968864441","1.485422968864441"
"377","1.4815102815628052","1.4815102815628052","1.4815102815628052"
"378","1.4524425268173218","1.4524425268173218","1.4524425268173218"
"379","1.4757106304168701","1.4757106304168701","1.4757106304168701"
"380","1.4861111640930176","1.4861111640930176","1.4861111640930176"
"381","1.4806009531021118","1.4806009531021118","1.4806009531021118"
"382","1.4603590965270996","1.4603590965270996","1.4603590965270996"
"383","1.472231388092041","1.472231388092041","1.472231388092041"
"384","1.4815977811813354","1.4815977811813354","1.4815977811813354"
"385","1.49186372756958","1.49186372756958","1.49186372756958"
"386","1.5083680152893066","1.5083680152893066","1.5083680152893066"
"387","1.493322730064392","1.493322730064392","1.493322730064392"
"388","1.489464521408081","1.489464521408081","1.489464521408081"
"389","1.469195008277893","1.469195008277893","1.469195008277893"
"390","1.498672604560852","1.498672604560852","1.498672604560852"
"391","1.4807990789413452","1.4807990789413452","1.4807990789413452"
"392","1.4901528358459473","1.4901528358459473","1.4901528358459473"
"393","1.4910017251968384","1.4910017251968384","1.4910017251968384"
"394","1.4829559326171875","1.4829559326171875","1.4829559326171875"
"395","1.489922046661377","1.489922046661377","1.489922046661377"
"396","1.4557738304138184","1.4557738304138184","1.4557738304138184"
"397","1.4919716119766235","1.4919716119766235","1.4919716119766235"
"398","1.5111703872680664","1.5111703872680664","1.5111703872680664"
"399","1.513283610343933","1.513283610343933","1.513283610343933"
"400","1.4932185411453247","1.4932185411453247","1.4932185411453247"
"401","1.4956923723220825","1.4956923723220825","1.4956923723220825"
"402","1.5022474527359009","1.5022474527359009","1.5022474527359009"
"403","1.503769040107727","1.503769040107727","1.503769040107727"
"404","1.4864311218261719","1.4864311218261719","1.4864311218261719"
"405","1.4937384128570557","1.4937384128570557","1.4937384128570557"
"406","1.4851436614990234","1.4851436614990234","1.4851436614990234"
"407","1.4958165884017944","1.4958165884017944","1.4958165884017944"
"408","1.4759501218795776","1.4759501218795776","1.4759501218795776"
"409","1.4766792058944702","1.4766792058944702","1.4766792058944702"
"410","1.4816982746124268","1.4816982746124268","1.4816982746124268"
"411","1.4873164892196655","1.4873164892196655","1.4873164892196655"
"412","1.4801180362701416","1.4801180362701416","1.4801180362701416"
"413","1.5007778406143188","1.5007778406143188","1.5007778406143188"
"414","1.4872633218765259","1.4872633218765259","1.4872633218765259"
"415","1.4757866859436035","1.4757866859436035","1.4757866859436035"
"416","1.5060369968414307","1.5060369968414307","1.5060369968414307"
"417","1.512527585029602","1.512527585029602","1.512527585029602"
"418","1.4958622455596924","1.4958622455596924","1.4958622455596924"
"419","1.4810203313827515","1.4810203313827515","1.4810203313827515"
"420","1.4913386106491089","1.4913386106491089","1.4913386106491089"
"421","1.504467487335205","1.504467487335205","1.504467487335205"
"422","1.510432481765747","1.510432481765747","1.510432481765747"
"423","1.4937392473220825","1.4937392473220825","1.4937392473220825"
"424","1.5039525032043457","1.5039525032043457","1.5039525032043457"
"425","1.4900486469268799","1.4900486469268799","1.4900486469268799"
"426","1.4781250953674316","1.4781250953674316","1.4781250953674316"
"427","1.4875924587249756","1.4875924587249756","1.4875924587249756"
"428","1.5055339336395264","1.5055339336395264","1.5055339336395264"
"429","1.5031168460845947","1.5031168460845947","1.5031168460845947"
"430","1.4729117155075073","1.4729117155075073","1.4729117155075073"
"431","1.4822176694869995","1.4822176694869995","1.4822176694869995"
"432","1.4909039735794067","1.4909039735794067","1.4909039735794067"
"433","1.496864914894104","1.496864914894104","1.496864914894104"
"434","1.485239028930664","1.485239028930664","1.485239028930664"
"435","1.49643075466156","1.49643075466156","1.49643075466156"
"436","1.4907931089401245","1.4907931089401245","1.4907931089401245"
"437","1.490370750427246","1.490370750427246","1.490370750427246"
"438","1.4938454627990723","1.4938454627990723","1.4938454627990723"
"439","1.4867208003997803","1.4867208003997803","1.4867208003997803"
"440","1.4999183416366577","1.4999183416366577","1.4999183416366577"
"441","1.488484501838684","1.488484501838684","1.488484501838684"
"442","1.4862247705459595","1.4862247705459595","1.4862247705459595"
"443","1.504717469215393","1.504717469215393","1.504717469215393"
"444","1.4857590198516846","1.4857590198516846","1.4857590198516846"
"445","1.4909701347351074","1.4909701347351074","1.4909701347351074"
"446","1.4828147888183594","1.4828147888183594","1.4828147888183594"
"447","1.4939043521881104","1.4939043521881104","1.4939043521881104"
"448","1.5101699829101562","1.5101699829101562","1.5101699829101562"
"449","1.4896352291107178","1.4896352291107178","1.4896352291107178"
"450","1.4796421527862549","1.4796421527862549","1.4796421527862549"
"451","1.4900949001312256","1.4900949001312256","1.4900949001312256"
"452","1.4729621410369873","1.4729621410369873","1.4729621410369873"
"453","1.4631317853927612","1.4631317853927612","1.4631317853927612"
"454","1.460373878479004","1.460373878479004","1.460373878479004"
"455","1.476572871208191","1.476572871208191","1.476572871208191"
"456","1.475905418395996","1.475905418395996","1.475905418395996"
"457","1.4664124250411987","1.4664124250411987","1.4664124250411987"
"458","1.4844762086868286","1.4844762086868286","1.4844762086868286"
"459","1.4781543016433716","1.4781543016433716","1.4781543016433716"
