"Step","count3_medium_decoder_0 - loss","count3_medium_decoder_0 - loss__MIN","count3_medium_decoder_0 - loss__MAX"
"100","3.707650420665741","3.707650420665741","3.707650420665741"
"200","3.4391806054115297","3.4391806054115297","3.4391806054115297"
"300","3.3947239971160887","3.3947239971160887","3.3947239971160887"
"400","3.376721124649048","3.376721124649048","3.376721124649048"
"500","3.3662043952941896","3.3662043952941896","3.3662043952941896"
"600","3.3542643451690672","3.3542643451690672","3.3542643451690672"
"700","3.3439634013175965","3.3439634013175965","3.3439634013175965"
"800","3.336698944568634","3.336698944568634","3.336698944568634"
"900","3.3292938256263733","3.3292938256263733","3.3292938256263733"
"1000","3.3215160846710203","3.3215160846710203","3.3215160846710203"
"1100","3.317134702205658","3.317134702205658","3.317134702205658"
"1200","3.309585008621216","3.309585008621216","3.309585008621216"
"1300","3.302833089828491","3.302833089828491","3.302833089828491"
"1400","3.2990692830085755","3.2990692830085755","3.2990692830085755"
"1500","3.2947830247879026","3.2947830247879026","3.2947830247879026"
"1600","3.2877199339866636","3.2877199339866636","3.2877199339866636"
"1700","3.283111925125122","3.283111925125122","3.283111925125122"
"1800","3.2766817092895506","3.2766817092895506","3.2766817092895506"
"1900","3.2723881244659423","3.2723881244659423","3.2723881244659423"
"2000","3.2682166838645936","3.2682166838645936","3.2682166838645936"
"2100","3.262500321865082","3.262500321865082","3.262500321865082"
"2200","3.25589159488678","3.25589159488678","3.25589159488678"
"2300","3.2553235244750978","3.2553235244750978","3.2553235244750978"
"2400","3.2535823512077333","3.2535823512077333","3.2535823512077333"
"2500","3.249672155380249","3.249672155380249","3.249672155380249"
"2600","3.2445093274116514","3.2445093274116514","3.2445093274116514"
"2700","3.24025847196579","3.24025847196579","3.24025847196579"
"2800","3.237248303890228","3.237248303890228","3.237248303890228"
"2900","3.234906792640686","3.234906792640686","3.234906792640686"
"3000","3.232629849910736","3.232629849910736","3.232629849910736"
"3100","3.226688287258148","3.226688287258148","3.226688287258148"
"3200","3.227944061756134","3.227944061756134","3.227944061756134"
"3300","3.224490044116974","3.224490044116974","3.224490044116974"
"3400","3.217240114212036","3.217240114212036","3.217240114212036"
"3500","3.216240711212158","3.216240711212158","3.216240711212158"
"3600","3.216656708717346","3.216656708717346","3.216656708717346"
"3700","3.209967243671417","3.209967243671417","3.209967243671417"
"3800","3.20832355260849","3.20832355260849","3.20832355260849"
"3900","3.204802169799805","3.204802169799805","3.204802169799805"
"4000","3.2015356826782226","3.2015356826782226","3.2015356826782226"
"4100","3.198082149028778","3.198082149028778","3.198082149028778"
"4200","3.1916280293464663","3.1916280293464663","3.1916280293464663"
"4300","3.193722858428955","3.193722858428955","3.193722858428955"
"4400","3.188816857337952","3.188816857337952","3.188816857337952"
"4500","3.186599645614624","3.186599645614624","3.186599645614624"
"4600","3.181019141674042","3.181019141674042","3.181019141674042"
"4700","3.1821234130859377","3.1821234130859377","3.1821234130859377"
"4800","3.173522129058838","3.173522129058838","3.173522129058838"
"4900","3.1760278868675234","3.1760278868675234","3.1760278868675234"
"5000","3.173714723587036","3.173714723587036","3.173714723587036"
"5100","3.1689399337768553","3.1689399337768553","3.1689399337768553"
"5200","3.170661964416504","3.170661964416504","3.170661964416504"
"5300","3.1668683314323425","3.1668683314323425","3.1668683314323425"
"5400","3.160974266529083","3.160974266529083","3.160974266529083"
"5500","3.1627084684371947","3.1627084684371947","3.1627084684371947"
"5600","3.159371967315674","3.159371967315674","3.159371967315674"
"5700","3.162633638381958","3.162633638381958","3.162633638381958"
"5800","3.158370518684387","3.158370518684387","3.158370518684387"
"5900","3.153176877498627","3.153176877498627","3.153176877498627"
"6000","3.1554591608047486","3.1554591608047486","3.1554591608047486"
"6100","3.1521562910079957","3.1521562910079957","3.1521562910079957"
"6200","3.1473126149177553","3.1473126149177553","3.1473126149177553"
"6300","3.146161127090454","3.146161127090454","3.146161127090454"
"6400","3.1476036071777345","3.1476036071777345","3.1476036071777345"
"6500","3.145706639289856","3.145706639289856","3.145706639289856"
"6600","3.142476556301117","3.142476556301117","3.142476556301117"
"6700","3.142442216873169","3.142442216873169","3.142442216873169"
"6800","3.140570936203003","3.140570936203003","3.140570936203003"
"6900","3.135272114276886","3.135272114276886","3.135272114276886"
"7000","3.1319882130622863","3.1319882130622863","3.1319882130622863"
"7100","3.1311699652671816","3.1311699652671816","3.1311699652671816"
"7200","3.127246870994568","3.127246870994568","3.127246870994568"
"7300","3.1305400276184083","3.1305400276184083","3.1305400276184083"
"7400","3.1281834936141966","3.1281834936141966","3.1281834936141966"
"7500","3.122147319316864","3.122147319316864","3.122147319316864"
"7600","3.123728003501892","3.123728003501892","3.123728003501892"
"7700","3.122963135242462","3.122963135242462","3.122963135242462"
"7800","3.121351397037506","3.121351397037506","3.121351397037506"
"7900","3.1218095660209655","3.1218095660209655","3.1218095660209655"
"8000","3.1164429926872255","3.1164429926872255","3.1164429926872255"
"8100","3.118250193595886","3.118250193595886","3.118250193595886"
"8200","3.1138575506210326","3.1138575506210326","3.1138575506210326"
"8300","3.1158728551864625","3.1158728551864625","3.1158728551864625"
"8400","3.1100392055511477","3.1100392055511477","3.1100392055511477"
"8500","3.109263415336609","3.109263415336609","3.109263415336609"
"8600","3.1080958580970766","3.1080958580970766","3.1080958580970766"
"8700","3.1097610807418823","3.1097610807418823","3.1097610807418823"
"8800","3.0982558965682983","3.0982558965682983","3.0982558965682983"
"8900","3.1023654675483705","3.1023654675483705","3.1023654675483705"
"9000","3.1000076842308046","3.1000076842308046","3.1000076842308046"
"9100","3.0991115808486938","3.0991115808486938","3.0991115808486938"
"9200","3.0961407685279845","3.0961407685279845","3.0961407685279845"
"9300","3.0952781438827515","3.0952781438827515","3.0952781438827515"
"9400","3.0934403228759764","3.0934403228759764","3.0934403228759764"
"9500","3.0935868334770205","3.0935868334770205","3.0935868334770205"
"9600","3.09106068611145","3.09106068611145","3.09106068611145"
"9700","3.0834563732147218","3.0834563732147218","3.0834563732147218"
"9800","3.0834934401512144","3.0834934401512144","3.0834934401512144"
"9900","3.079819989204407","3.079819989204407","3.079819989204407"
"10000","3.0823336362838747","3.0823336362838747","3.0823336362838747"
"10100","3.0782466340065002","3.0782466340065002","3.0782466340065002"
"10200","3.0810420989990233","3.0810420989990233","3.0810420989990233"
"10300","3.0805394220352174","3.0805394220352174","3.0805394220352174"
"10400","3.0776582074165346","3.0776582074165346","3.0776582074165346"
"10500","3.071702768802643","3.071702768802643","3.071702768802643"
"10600","3.0740717482566833","3.0740717482566833","3.0740717482566833"
"10700","3.066241044998169","3.066241044998169","3.066241044998169"
"10800","3.0672986006736753","3.0672986006736753","3.0672986006736753"
"10900","3.0695466876029966","3.0695466876029966","3.0695466876029966"
"11000","3.0660747146606444","3.0660747146606444","3.0660747146606444"
"11100","3.0663554739952086","3.0663554739952086","3.0663554739952086"
"11200","3.0577685499191283","3.0577685499191283","3.0577685499191283"
"11300","3.0568982648849485","3.0568982648849485","3.0568982648849485"
"11400","3.0554064869880677","3.0554064869880677","3.0554064869880677"
"11500","3.053839933872223","3.053839933872223","3.053839933872223"
"11600","3.04959089756012","3.04959089756012","3.04959089756012"
"11700","3.045067389011383","3.045067389011383","3.045067389011383"
"11800","3.04540034532547","3.04540034532547","3.04540034532547"
"11900","3.042053635120392","3.042053635120392","3.042053635120392"
"12000","3.040488917827606","3.040488917827606","3.040488917827606"
"12100","3.0394794273376466","3.0394794273376466","3.0394794273376466"
"12200","3.038128831386566","3.038128831386566","3.038128831386566"
"12300","3.0361137628555297","3.0361137628555297","3.0361137628555297"
"12400","3.0332422852516174","3.0332422852516174","3.0332422852516174"
"12500","3.031552486419678","3.031552486419678","3.031552486419678"
"12600","3.02870849609375","3.02870849609375","3.02870849609375"
"12700","3.031838116645813","3.031838116645813","3.031838116645813"
"12800","3.0273061895370486","3.0273061895370486","3.0273061895370486"
"12900","3.0266757225990295","3.0266757225990295","3.0266757225990295"
"13000","3.024007477760315","3.024007477760315","3.024007477760315"
"13100","3.020833411216736","3.020833411216736","3.020833411216736"
"13200","3.021098256111145","3.021098256111145","3.021098256111145"
"13300","3.0228870677948","3.0228870677948","3.0228870677948"
"13400","3.0198977851867674","3.0198977851867674","3.0198977851867674"
"13500","3.019124402999878","3.019124402999878","3.019124402999878"
"13600","3.0141927886009214","3.0141927886009214","3.0141927886009214"
"13700","3.011462404727936","3.011462404727936","3.011462404727936"
"13800","3.010515627861023","3.010515627861023","3.010515627861023"
"13900","3.0100418090820313","3.0100418090820313","3.0100418090820313"
"14000","3.00849351644516","3.00849351644516","3.00849351644516"
"14100","3.0045607447624207","3.0045607447624207","3.0045607447624207"
"14200","3.0064321637153624","3.0064321637153624","3.0064321637153624"
"14300","3.000884828567505","3.000884828567505","3.000884828567505"
"14400","2.9984996795654295","2.9984996795654295","2.9984996795654295"
"14500","2.9957253193855284","2.9957253193855284","2.9957253193855284"
"14600","2.9913333868980407","2.9913333868980407","2.9913333868980407"
"14700","2.9928240036964415","2.9928240036964415","2.9928240036964415"
"14800","2.9886634302139283","2.9886634302139283","2.9886634302139283"
"14900","2.9881767797470093","2.9881767797470093","2.9881767797470093"
"15000","2.9808741998672486","2.9808741998672486","2.9808741998672486"
"15100","2.982332742214203","2.982332742214203","2.982332742214203"
"15200","2.9815169858932493","2.9815169858932493","2.9815169858932493"
"15300","2.9757857847213747","2.9757857847213747","2.9757857847213747"
"15400","2.976330692768097","2.976330692768097","2.976330692768097"
"15500","2.9747886872291565","2.9747886872291565","2.9747886872291565"
"15600","2.9738537669181824","2.9738537669181824","2.9738537669181824"
"15700","2.968473846912384","2.968473846912384","2.968473846912384"
"15800","2.9678291487693786","2.9678291487693786","2.9678291487693786"
"15900","2.9682481408119203","2.9682481408119203","2.9682481408119203"
"16000","2.9632984161376954","2.9632984161376954","2.9632984161376954"
"16100","2.965044922828674","2.965044922828674","2.965044922828674"
"16200","2.958026044368744","2.958026044368744","2.958026044368744"
"16300","2.9594125843048094","2.9594125843048094","2.9594125843048094"
"16400","2.9584338998794557","2.9584338998794557","2.9584338998794557"
"16500","2.956464796066284","2.956464796066284","2.956464796066284"
"16600","2.9512742352485657","2.9512742352485657","2.9512742352485657"
"16700","2.954522943496704","2.954522943496704","2.954522943496704"
"16800","2.9473178148269654","2.9473178148269654","2.9473178148269654"
"16900","2.9462611365318296","2.9462611365318296","2.9462611365318296"
"17000","2.943290297985077","2.943290297985077","2.943290297985077"
"17100","2.9420634150505065","2.9420634150505065","2.9420634150505065"
"17200","2.9396101212501526","2.9396101212501526","2.9396101212501526"
"17300","2.9384012055397033","2.9384012055397033","2.9384012055397033"
"17400","2.9435205626487733","2.9435205626487733","2.9435205626487733"
"17500","2.9389040279388428","2.9389040279388428","2.9389040279388428"
"17600","2.938966872692108","2.938966872692108","2.938966872692108"
"17700","2.9395836877822874","2.9395836877822874","2.9395836877822874"
"17800","2.9326302766799928","2.9326302766799928","2.9326302766799928"
"17900","2.933496849536896","2.933496849536896","2.933496849536896"
"18000","2.926282410621643","2.926282410621643","2.926282410621643"
"18100","2.929085681438446","2.929085681438446","2.929085681438446"
"18200","2.9191440629959104","2.9191440629959104","2.9191440629959104"
"18300","2.9227893257141115","2.9227893257141115","2.9227893257141115"
"18400","2.919516694545746","2.919516694545746","2.919516694545746"
"18500","2.9192195415496824","2.9192195415496824","2.9192195415496824"
"18600","2.914884157180786","2.914884157180786","2.914884157180786"
"18700","2.911972825527191","2.911972825527191","2.911972825527191"
"18800","2.908336045742035","2.908336045742035","2.908336045742035"
"18900","2.910095944404602","2.910095944404602","2.910095944404602"
"19000","2.907427682876587","2.907427682876587","2.907427682876587"
"19100","2.9057482624053956","2.9057482624053956","2.9057482624053956"
"19200","2.9003744769096373","2.9003744769096373","2.9003744769096373"
"19300","2.9016215014457702","2.9016215014457702","2.9016215014457702"
"19400","2.899215190410614","2.899215190410614","2.899215190410614"
"19500","2.8991705775260925","2.8991705775260925","2.8991705775260925"
"19600","2.8953323650360105","2.8953323650360105","2.8953323650360105"
"19700","2.893693296909332","2.893693296909332","2.893693296909332"
"19800","2.8914706897735596","2.8914706897735596","2.8914706897735596"
"19900","2.893188283443451","2.893188283443451","2.893188283443451"
"20000","2.884869637489319","2.884869637489319","2.884869637489319"
"20100","2.8857686614990232","2.8857686614990232","2.8857686614990232"
"20200","2.8855286955833437","2.8855286955833437","2.8855286955833437"
"20300","2.8810089659690856","2.8810089659690856","2.8810089659690856"
"20400","2.879768481254578","2.879768481254578","2.879768481254578"
"20500","2.8768800950050353","2.8768800950050353","2.8768800950050353"
"20600","2.8725567746162413","2.8725567746162413","2.8725567746162413"
"20700","2.8710791945457457","2.8710791945457457","2.8710791945457457"
"20800","2.867970781326294","2.867970781326294","2.867970781326294"
"20900","2.8738758754730225","2.8738758754730225","2.8738758754730225"
"21000","2.867814230918884","2.867814230918884","2.867814230918884"
"21100","2.8640406417846678","2.8640406417846678","2.8640406417846678"
"21200","2.8585115933418273","2.8585115933418273","2.8585115933418273"
"21300","2.8611101698875427","2.8611101698875427","2.8611101698875427"
"21400","2.862485272884369","2.862485272884369","2.862485272884369"
"21500","2.8612084126472475","2.8612084126472475","2.8612084126472475"
"21600","2.853826150894165","2.853826150894165","2.853826150894165"
"21700","2.8512535190582273","2.8512535190582273","2.8512535190582273"
"21800","2.844936401844025","2.844936401844025","2.844936401844025"
"21900","2.849111144542694","2.849111144542694","2.849111144542694"
"22000","2.8424995827674864","2.8424995827674864","2.8424995827674864"
"22100","2.8394009566307066","2.8394009566307066","2.8394009566307066"
"22200","2.8417192625999452","2.8417192625999452","2.8417192625999452"
"22300","2.838894772529602","2.838894772529602","2.838894772529602"
"22400","2.8355843305587767","2.8355843305587767","2.8355843305587767"
"22500","2.8344255256652833","2.8344255256652833","2.8344255256652833"
"22600","2.8277359580993653","2.8277359580993653","2.8277359580993653"
"22700","2.8287902545928953","2.8287902545928953","2.8287902545928953"
"22800","2.8232622742652893","2.8232622742652893","2.8232622742652893"
"22900","2.8291245222091677","2.8291245222091677","2.8291245222091677"
"23000","2.824028179645538","2.824028179645538","2.824028179645538"
"23100","2.8205088329315187","2.8205088329315187","2.8205088329315187"
"23200","2.81289731502533","2.81289731502533","2.81289731502533"
"23300","2.8129623436927798","2.8129623436927798","2.8129623436927798"
"23400","2.8179002666473387","2.8179002666473387","2.8179002666473387"
"23500","2.8078332352638244","2.8078332352638244","2.8078332352638244"
"23600","2.80674245595932","2.80674245595932","2.80674245595932"
"23700","2.8018411707878115","2.8018411707878115","2.8018411707878115"
"23800","2.80324693441391","2.80324693441391","2.80324693441391"
"23900","2.7953480768203733","2.7953480768203733","2.7953480768203733"
"24000","2.798222587108612","2.798222587108612","2.798222587108612"
"24100","2.7910776591300963","2.7910776591300963","2.7910776591300963"
"24200","2.7894314312934876","2.7894314312934876","2.7894314312934876"
"24300","2.7856218719482424","2.7856218719482424","2.7856218719482424"
"24400","2.783143949508667","2.783143949508667","2.783143949508667"
"24500","2.7841417384147644","2.7841417384147644","2.7841417384147644"
"24600","2.778270092010498","2.778270092010498","2.778270092010498"
"24700","2.77745710849762","2.77745710849762","2.77745710849762"
"24800","2.771069610118866","2.771069610118866","2.771069610118866"
"24900","2.76976042509079","2.76976042509079","2.76976042509079"
"25000","2.7655390214920046","2.7655390214920046","2.7655390214920046"
"25100","2.765243954658508","2.765243954658508","2.765243954658508"
"25200","2.762011387348175","2.762011387348175","2.762011387348175"
"25300","2.7560185623168945","2.7560185623168945","2.7560185623168945"
"25400","2.756306383609772","2.756306383609772","2.756306383609772"
"25500","2.749681010246277","2.749681010246277","2.749681010246277"
"25600","2.746877770423889","2.746877770423889","2.746877770423889"
"25700","2.7495109105110167","2.7495109105110167","2.7495109105110167"
"25800","2.7462771725654602","2.7462771725654602","2.7462771725654602"
"25900","2.7406301951408385","2.7406301951408385","2.7406301951408385"
"26000","2.7383254027366637","2.7383254027366637","2.7383254027366637"
"26100","2.7374944472312928","2.7374944472312928","2.7374944472312928"
"26200","2.733430106639862","2.733430106639862","2.733430106639862"
"26300","2.731073622703552","2.731073622703552","2.731073622703552"
"26400","2.7242756414413454","2.7242756414413454","2.7242756414413454"
"26500","2.7268460893630984","2.7268460893630984","2.7268460893630984"
"26600","2.721156587600708","2.721156587600708","2.721156587600708"
"26700","2.716043770313263","2.716043770313263","2.716043770313263"
"26800","2.713569469451904","2.713569469451904","2.713569469451904"
"26900","2.711073353290558","2.711073353290558","2.711073353290558"
"27000","2.706954288482666","2.706954288482666","2.706954288482666"
"27100","2.7029255056381225","2.7029255056381225","2.7029255056381225"
"27200","2.706359574794769","2.706359574794769","2.706359574794769"
"27300","2.69586142539978","2.69586142539978","2.69586142539978"
"27400","2.6930699872970583","2.6930699872970583","2.6930699872970583"
"27500","2.6915320205688475","2.6915320205688475","2.6915320205688475"
"27600","2.6912071990966795","2.6912071990966795","2.6912071990966795"
"27700","2.6860895442962645","2.6860895442962645","2.6860895442962645"
"27800","2.683660697937012","2.683660697937012","2.683660697937012"
