"Step","count3_medium_encoder_0 - token_accuracy","count3_medium_encoder_0 - token_accuracy__MIN","count3_medium_encoder_0 - token_accuracy__MAX"
"5000","0.07640299767255783","0.07640299767255783","0.07640299767255783"
"5100","0.07835612237453461","0.07835612237453461","0.07835612237453461"
"5200","0.07777344018220901","0.07777344018220901","0.07777344018220901"
"5300","0.07784505546092987","0.07784505546092987","0.07784505546092987"
"5400","0.07827799737453461","0.07827799737453461","0.07827799737453461"
"5500","0.07983073234558105","0.07983073234558105","0.07983073234558105"
"5600","0.08003580957651138","0.08003580957651138","0.08003580957651138"
"5700","0.08096679896116257","0.08096679896116257","0.08096679896116257"
"5800","0.08241536647081375","0.08241536647081375","0.08241536647081375"
"5900","0.08266276240348816","0.08266276240348816","0.08266276240348816"
"6000","0.08318685173988342","0.08318685173988342","0.08318685173988342"
"6100","0.08403646051883698","0.08403646051883698","0.08403646051883698"
"6200","0.08362304896116257","0.08362304896116257","0.08362304896116257"
"6300","0.08589192986488342","0.08589192986488342","0.08589192986488342"
"6400","0.08502929925918579","0.08502929925918579","0.08502929925918579"
"6500","0.08608398675918578","0.08608398675918578","0.08608398675918578"
"6600","0.08745442867279053","0.08745442867279053","0.08745442867279053"
"6700","0.08592448174953461","0.08592448174953461","0.08592448174953461"
"6800","0.08735026329755784","0.08735026329755784","0.08735026329755784"
"6900","0.08852213770151138","0.08852213770151138","0.08852213770151138"
"7000","0.08983724236488343","0.08983724236488343","0.08983724236488343"
"7100","0.0913378930091858","0.0913378930091858","0.0913378930091858"
"7200","0.09025716423988342","0.09025716423988342","0.09025716423988342"
"7300","0.09222656577825546","0.09222656577825546","0.09222656577825546"
"7400","0.09152018457651138","0.09152018457651138","0.09152018457651138"
"7500","0.09426432520151139","0.09426432520151139","0.09426432520151139"
"7600","0.09269857048988342","0.09269857048988342","0.09269857048988342"
"7700","0.09620117396116257","0.09620117396116257","0.09620117396116257"
"7800","0.09647786676883698","0.09647786676883698","0.09647786676883698"
"7900","0.0964485701918602","0.0964485701918602","0.0964485701918602"
"8000","0.09926432579755783","0.09926432579755783","0.09926432579755783"
"8100","0.09916992396116257","0.09916992396116257","0.09916992396116257"
"8200","0.09880208551883697","0.09880208551883697","0.09880208551883697"
"8300","0.10058919459581375","0.10058919459581375","0.10058919459581375"
"8400","0.10131510764360428","0.10131510764360428","0.10131510764360428"
"8500","0.10273112177848816","0.10273112177848816","0.10273112177848816"
"8600","0.10461914330720902","0.10461914330720902","0.10461914330720902"
"8700","0.10331054985523223","0.10331054985523223","0.10331054985523223"
"8800","0.10559245079755783","0.10559245079755783","0.10559245079755783"
"8900","0.10714843928813934","0.10714843928813934","0.10714843928813934"
"9000","0.10548828423023224","0.10548828423023224","0.10548828423023224"
"9100","0.10905273646116256","0.10905273646116256","0.10905273646116256"
"9200","0.10889323264360427","0.10889323264360427","0.10889323264360427"
"9300","0.1104134139418602","0.1104134139418602","0.1104134139418602"
"9400","0.11360026270151138","0.11360026270151138","0.11360026270151138"
"9500","0.11148112297058105","0.11148112297058105","0.11148112297058105"
"9600","0.11314453423023224","0.11314453423023224","0.11314453423023224"
"9700","0.11609049677848816","0.11609049677848816","0.11609049677848816"
"9800","0.11637695580720901","0.11637695580720901","0.11637695580720901"
"9900","0.11898763298988342","0.11898763298988342","0.11898763298988342"
"10000","0.12069010764360427","0.12069010764360427","0.12069010764360427"
"10100","0.12132161736488342","0.12132161736488342","0.12132161736488342"
"10200","0.12263997703790665","0.12263997703790665","0.12263997703790665"
"10300","0.1258203172683716","0.1258203172683716","0.1258203172683716"
"10400","0.1275618553161621","0.1275618553161621","0.1275618553161621"
"10500","0.13300130665302276","0.13300130665302276","0.13300130665302276"
"10600","0.13440755665302276","0.13440755665302276","0.13440755665302276"
"10700","0.1345507860183716","0.1345507860183716","0.1345507860183716"
"10800","0.1396386754512787","0.1396386754512787","0.1396386754512787"
"10900","0.1402018278837204","0.1402018278837204","0.1402018278837204"
"11000","0.14534180283546447","0.14534180283546447","0.14534180283546447"
"11100","0.1450846403837204","0.1450846403837204","0.1450846403837204"
"11200","0.1504427146911621","0.1504427146911621","0.1504427146911621"
"11300","0.1535253953933716","0.1535253953933716","0.1535253953933716"
"11400","0.15574544787406921","0.15574544787406921","0.15574544787406921"
"11500","0.15781575977802276","0.15781575977802276","0.15781575977802276"
"11600","0.16216471731662752","0.16216471731662752","0.16216471731662752"
"11700","0.16202474534511566","0.16202474534511566","0.16202474534511566"
"11800","0.16653646409511566","0.16653646409511566","0.16653646409511566"
"11900","0.1702018278837204","0.1702018278837204","0.1702018278837204"
"12000","0.17728841602802276","0.17728841602802276","0.17728841602802276"
"12100","0.1757975310087204","0.1757975310087204","0.1757975310087204"
"12200","0.17800781846046448","0.17800781846046448","0.17800781846046448"
"12300","0.1864192759990692","0.1864192759990692","0.1864192759990692"
"12400","0.1926790404319763","0.1926790404319763","0.1926790404319763"
"12500","0.1915559935569763","0.1915559935569763","0.1915559935569763"
"12600","0.19922200918197633","0.19922200918197633","0.19922200918197633"
"12700","0.20326172292232514","0.20326172292232514","0.20326172292232514"
"12800","0.20438802540302276","0.20438802540302276","0.20438802540302276"
"12900","0.2082812547683716","0.2082812547683716","0.2082812547683716"
"13000","0.2091829478740692","0.2091829478740692","0.2091829478740692"
"13100","0.22264974534511567","0.22264974534511567","0.22264974534511567"
"13200","0.21957682728767394","0.21957682728767394","0.21957682728767394"
"13300","0.23071289598941802","0.23071289598941802","0.23071289598941802"
"13400","0.23226888597011566","0.23226888597011566","0.23226888597011566"
"13500","0.22818034410476684","0.22818034410476684","0.22818034410476684"
"13600","0.23621094167232515","0.23621094167232515","0.23621094167232515"
"13700","0.24024740040302275","0.24024740040302275","0.24024740040302275"
"13800","0.24287109851837158","0.24287109851837158","0.24287109851837158"
"13900","0.2453515660762787","0.2453515660762787","0.2453515660762787"
"14000","0.2476041728258133","0.2476041728258133","0.2476041728258133"
"14100","0.24056315600872039","0.24056315600872039","0.24056315600872039"
"14200","0.2509147220849991","0.2509147220849991","0.2509147220849991"
"14300","0.2559505295753479","0.2559505295753479","0.2559505295753479"
"14400","0.24787435472011565","0.24787435472011565","0.24787435472011565"
"14500","0.2548307377099991","0.2548307377099991","0.2548307377099991"
"14600","0.25882487654685976","0.25882487654685976","0.25882487654685976"
"14700","0.2702897202968597","0.2702897202968597","0.2702897202968597"
"14800","0.2652116000652313","0.2652116000652313","0.2652116000652313"
"14900","0.2726204538345337","0.2726204538345337","0.2726204538345337"
"15000","0.27687500953674316","0.27687500953674316","0.27687500953674316"
"15100","0.259602872133255","0.259602872133255","0.259602872133255"
"15200","0.2761165452003479","0.2761165452003479","0.2761165452003479"
"15300","0.2756380295753479","0.2756380295753479","0.2756380295753479"
"15400","0.2816927206516266","0.2816927206516266","0.2816927206516266"
"15500","0.2831119894981384","0.2831119894981384","0.2831119894981384"
"15600","0.28085938334465027","0.28085938334465027","0.28085938334465027"
"15700","0.2683463644981384","0.2683463644981384","0.2683463644981384"
"15800","0.29277995944023133","0.29277995944023133","0.29277995944023133"
"15900","0.2923698031902313","0.2923698031902313","0.2923698031902313"
"16000","0.2776139414310455","0.2776139414310455","0.2776139414310455"
"16100","0.2949967539310455","0.2949967539310455","0.2949967539310455"
"16200","0.29639323949813845","0.29639323949813845","0.29639323949813845"
"16300","0.2914485764503479","0.2914485764503479","0.2914485764503479"
"16400","0.3053873813152313","0.3053873813152313","0.3053873813152313"
"16500","0.2878385496139526","0.2878385496139526","0.2878385496139526"
"16600","0.3061751413345337","0.3061751413345337","0.3061751413345337"
"16700","0.29942058444023134","0.29942058444023134","0.29942058444023134"
"16800","0.30809245705604554","0.30809245705604554","0.30809245705604554"
"16900","0.31146485209465025","0.31146485209465025","0.31146485209465025"
"17000","0.3039811313152313","0.3039811313152313","0.3039811313152313"
"17100","0.3142806088924408","0.3142806088924408","0.3142806088924408"
"17200","0.31736980319023134","0.31736980319023134","0.31736980319023134"
"17300","0.32121420502662656","0.32121420502662656","0.32121420502662656"
"17400","0.3125716233253479","0.3125716233253479","0.3125716233253479"
"17500","0.32313477516174316","0.32313477516174316","0.32313477516174316"
"17600","0.3273665452003479","0.3273665452003479","0.3273665452003479"
"17700","0.3282552182674408","0.3282552182674408","0.3282552182674408"
"17800","0.32345704197883607","0.32345704197883607","0.32345704197883607"
"17900","0.3323177170753479","0.3323177170753479","0.3323177170753479"
"18000","0.32855469703674317","0.32855469703674317","0.32855469703674317"
"18100","0.3318880307674408","0.3318880307674408","0.3318880307674408"
"18200","0.3288444089889526","0.3288444089889526","0.3288444089889526"
"18300","0.33375001072883603","0.33375001072883603","0.33375001072883603"
"18400","0.3280468821525574","0.3280468821525574","0.3280468821525574"
"18500","0.3421517038345337","0.3421517038345337","0.3421517038345337"
"18600","0.3417545688152313","0.3417545688152313","0.3417545688152313"
"18700","0.34182292461395264","0.34182292461395264","0.34182292461395264"
"18800","0.3549544358253479","0.3549544358253479","0.3549544358253479"
"18900","0.34478191018104554","0.34478191018104554","0.34478191018104554"
"19000","0.34870118260383604","0.34870118260383604","0.34870118260383604"
"19100","0.3514550912380219","0.3514550912380219","0.3514550912380219"
"19200","0.354583340883255","0.354583340883255","0.354583340883255"
"19300","0.3452767026424408","0.3452767026424408","0.3452767026424408"
"19400","0.34523438453674316","0.34523438453674316","0.34523438453674316"
"19500","0.3563606894016266","0.3563606894016266","0.3563606894016266"
"19600","0.3563346445560455","0.3563346445560455","0.3563346445560455"
"19700","0.35753907322883605","0.35753907322883605","0.35753907322883605"
"19800","0.3575130295753479","0.3575130295753479","0.3575130295753479"
"19900","0.35706706762313845","0.35706706762313845","0.35706706762313845"
"20000","0.35956706762313845","0.35956706762313845","0.35956706762313845"
"20100","0.3711100327968597","0.3711100327968597","0.3711100327968597"
"20200","0.3650976657867432","0.3650976657867432","0.3650976657867432"
"20300","0.3777571678161621","0.3777571678161621","0.3777571678161621"
"20400","0.3594238376617432","0.3594238376617432","0.3594238376617432"
"20500","0.3682649850845337","0.3682649850845337","0.3682649850845337"
"20600","0.36473633885383605","0.36473633885383605","0.36473633885383605"
"20700","0.3742708444595337","0.3742708444595337","0.3742708444595337"
"20800","0.37304688334465025","0.37304688334465025","0.37304688334465025"
"20900","0.36778646826744077","0.36778646826744077","0.36778646826744077"
"21000","0.3802929782867432","0.3802929782867432","0.3802929782867432"
"21100","0.3840657639503479","0.3840657639503479","0.3840657639503479"
"21200","0.37813477277755736","0.37813477277755736","0.37813477277755736"
"21300","0.39112305760383603","0.39112305760383603","0.39112305760383603"
"21400","0.3781250083446503","0.3781250083446503","0.3781250083446503"
"21500","0.3851497483253479","0.3851497483253479","0.3851497483253479"
"21600","0.38140300393104554","0.38140300393104554","0.38140300393104554"
"21700","0.3961295664310455","0.3961295664310455","0.3961295664310455"
"21800","0.3938020920753479","0.3938020920753479","0.3938020920753479"
"21900","0.3768392050266266","0.3768392050266266","0.3768392050266266"
"22000","0.38767253994941714","0.38767253994941714","0.38767253994941714"
"22100","0.3885970139503479","0.3885970139503479","0.3885970139503479"
"22200","0.39785157203674315","0.39785157203674315","0.39785157203674315"
"22300","0.3969173300266266","0.3969173300266266","0.3969173300266266"
"22400","0.3978613364696503","0.3978613364696503","0.3978613364696503"
"22500","0.41113282322883604","0.41113282322883604","0.41113282322883604"
"22600","0.40258790373802184","0.40258790373802184","0.40258790373802184"
"22700","0.40707683086395263","0.40707683086395263","0.40707683086395263"
"22800","0.40415039777755735","0.40415039777755735","0.40415039777755735"
"22900","0.41051107525825503","0.41051107525825503","0.41051107525825503"
"23000","0.41892904877662657","0.41892904877662657","0.41892904877662657"
"23100","0.4139257955551148","0.4139257955551148","0.4139257955551148"
"23200","0.412825528383255","0.412825528383255","0.412825528383255"
"23300","0.40291016817092895","0.40291016817092895","0.40291016817092895"
"23400","0.4207324302196503","0.4207324302196503","0.4207324302196503"
"23500","0.42212891578674316","0.42212891578674316","0.42212891578674316"
"23600","0.4189192819595337","0.4189192819595337","0.4189192819595337"
"23700","0.4091569113731384","0.4091569113731384","0.4091569113731384"
"23800","0.43019532203674316","0.43019532203674316","0.43019532203674316"
"23900","0.4194173264503479","0.4194173264503479","0.4194173264503479"
"24000","0.40390300393104556","0.40390300393104556","0.40390300393104556"
"24100","0.4162434995174408","0.4162434995174408","0.4162434995174408"
"24200","0.43286133646965025","0.43286133646965025","0.43286133646965025"
"24300","0.42896159887313845","0.42896159887313845","0.42896159887313845"
"24400","0.4360905051231384","0.4360905051231384","0.4360905051231384"
"24500","0.4293977963924408","0.4293977963924408","0.4293977963924408"
"24600","0.4286198019981384","0.4286198019981384","0.4286198019981384"
"24700","0.432783215045929","0.432783215045929","0.432783215045929"
"24800","0.4533333420753479","0.4533333420753479","0.4533333420753479"
"24900","0.42980144143104554","0.42980144143104554","0.42980144143104554"
"25000","0.4404329514503479","0.4404329514503479","0.4404329514503479"
"25100","0.441106778383255","0.441106778383255","0.441106778383255"
"25200","0.43802409768104555","0.43802409768104555","0.43802409768104555"
"25300","0.4499479281902313","0.4499479281902313","0.4499479281902313"
"25400","0.4518977963924408","0.4518977963924408","0.4518977963924408"
"25500","0.4382063901424408","0.4382063901424408","0.4382063901424408"
"25600","0.45536785006523134","0.45536785006523134","0.45536785006523134"
"25700","0.4387142026424408","0.4387142026424408","0.4387142026424408"
"25800","0.4538183677196503","0.4538183677196503","0.4538183677196503"
"25900","0.45165040135383605","0.45165040135383605","0.45165040135383605"
"26000","0.4536393320560455","0.4536393320560455","0.4536393320560455"
"26100","0.4527962350845337","0.4527962350845337","0.4527962350845337"
"26200","0.4507747495174408","0.4507747495174408","0.4507747495174408"
"26300","0.4613151156902313","0.4613151156902313","0.4613151156902313"
"26400","0.4551074278354645","0.4551074278354645","0.4551074278354645"
"26500","0.44560547947883605","0.44560547947883605","0.44560547947883605"
"26600","0.4718587350845337","0.4718587350845337","0.4718587350845337"
"26700","0.4630045700073242","0.4630045700073242","0.4630045700073242"
"26800","0.45066081643104555","0.45066081643104555","0.45066081643104555"
"26900","0.4342740976810455","0.4342740976810455","0.4342740976810455"
"27000","0.46394857883453366","0.46394857883453366","0.46394857883453366"
"27100","0.46821290016174316","0.46821290016174316","0.46821290016174316"
"27200","0.46083985567092894","0.46083985567092894","0.46083985567092894"
"27300","0.46575847148895266","0.46575847148895266","0.46575847148895266"
"27400","0.4630794382095337","0.4630794382095337","0.4630794382095337"
"27500","0.48386719822883606","0.48386719822883606","0.48386719822883606"
"27600","0.4751595151424408","0.4751595151424408","0.4751595151424408"
"27700","0.47041667461395265","0.47041667461395265","0.47041667461395265"
"27800","0.4707877695560455","0.4707877695560455","0.4707877695560455"
"27900","0.4734472727775574","0.4734472727775574","0.4734472727775574"
"28000","0.47173829197883604","0.47173829197883604","0.47173829197883604"
"28100","0.49679688572883607","0.49679688572883607","0.49679688572883607"
"28200","0.49260743498802184","0.49260743498802184","0.49260743498802184"
"28300","0.48845052599906924","0.48845052599906924","0.48845052599906924"
"28400","0.4853678476810455","0.4853678476810455","0.4853678476810455"
"28500","0.49416993498802186","0.49416993498802186","0.49416993498802186"
"28600","0.4617773532867432","0.4617773532867432","0.4617773532867432"
"28700","0.4747688925266266","0.4747688925266266","0.4747688925266266"
"28800","0.4970931136608124","0.4970931136608124","0.4970931136608124"
"28900","0.49218750834465025","0.49218750834465025","0.49218750834465025"
"29000","0.4951953208446503","0.4951953208446503","0.4951953208446503"
"29100","0.4940332138538361","0.4940332138538361","0.4940332138538361"
"29200","0.4898437559604645","0.4898437559604645","0.4898437559604645"
"29300","0.49705730676651","0.49705730676651","0.49705730676651"
"29400","0.5082617378234864","0.5082617378234864","0.5082617378234864"
"29500","0.4926692819595337","0.4926692819595337","0.4926692819595337"
"29600","0.4994563949108124","0.4994563949108124","0.4994563949108124"
"29700","0.4900651156902313","0.4900651156902313","0.4900651156902313"
"29800","0.4671321713924408","0.4671321713924408","0.4671321713924408"
"29900","0.5022851693630218","0.5022851693630218","0.5022851693630218"
"30000","0.5154980707168579","0.5154980707168579","0.5154980707168579"
"30100","0.5108008027076721","0.5108008027076721","0.5108008027076721"
"30200","0.5086849105358123","0.5086849105358123","0.5086849105358123"
"30300","0.5060644733905793","0.5060644733905793","0.5060644733905793"
"30400","0.5172493720054626","0.5172493720054626","0.5172493720054626"
"30500","0.5055761909484864","0.5055761909484864","0.5055761909484864"
"30600","0.5206543135643006","0.5206543135643006","0.5206543135643006"
"30700","0.5251367378234864","0.5251367378234864","0.5251367378234864"
"30800","0.49713543176651","0.49713543176651","0.49713543176651"
"30900","0.5241211080551147","0.5241211080551147","0.5241211080551147"
"31000","0.5115462422370911","0.5115462422370911","0.5115462422370911"
"31100","0.5291048407554626","0.5291048407554626","0.5291048407554626"
"31200","0.5269401216506958","0.5269401216506958","0.5269401216506958"
"31300","0.5267513251304626","0.5267513251304626","0.5267513251304626"
"31400","0.5229915571212769","0.5229915571212769","0.5229915571212769"
"31500","0.5107031428813934","0.5107031428813934","0.5107031428813934"
"31600","0.5105338716506957","0.5105338716506957","0.5105338716506957"
