"Step","reversed_addition_len_gen_extra_small_deep_encoder_2_new - test_acc_n_digits_11","reversed_addition_len_gen_extra_small_deep_encoder_2_new - test_acc_n_digits_11__MIN","reversed_addition_len_gen_extra_small_deep_encoder_2_new - test_acc_n_digits_11__MAX","reversed_addition_len_gen_extra_small_deep_encoder_1_new - test_acc_n_digits_11","reversed_addition_len_gen_extra_small_deep_encoder_1_new - test_acc_n_digits_11__MIN","reversed_addition_len_gen_extra_small_deep_encoder_1_new - test_acc_n_digits_11__MAX","reversed_addition_len_gen_extra_small_deep_encoder_0_new - test_acc_n_digits_11","reversed_addition_len_gen_extra_small_deep_encoder_0_new - test_acc_n_digits_11__MIN","reversed_addition_len_gen_extra_small_deep_encoder_0_new - test_acc_n_digits_11__MAX","reversed_addition_len_gen_extra_small_deep_decoder_2_new - test_acc_n_digits_11","reversed_addition_len_gen_extra_small_deep_decoder_2_new - test_acc_n_digits_11__MIN","reversed_addition_len_gen_extra_small_deep_decoder_2_new - test_acc_n_digits_11__MAX","reversed_addition_len_gen_extra_small_deep_decoder_1_new - test_acc_n_digits_11","reversed_addition_len_gen_extra_small_deep_decoder_1_new - test_acc_n_digits_11__MIN","reversed_addition_len_gen_extra_small_deep_decoder_1_new - test_acc_n_digits_11__MAX","reversed_addition_len_gen_extra_small_deep_decoder_0_new - test_acc_n_digits_11","reversed_addition_len_gen_extra_small_deep_decoder_0_new - test_acc_n_digits_11__MIN","reversed_addition_len_gen_extra_small_deep_decoder_0_new - test_acc_n_digits_11__MAX"
"13500","0.9944118468846046","0.9944118468846046","0.9944118468846046","0.7469528351881293","0.7469528351881293","0.7469528351881293","0.8469721767594108","0.8469721767594108","0.8469721767594108","0.2880692930986309","0.2880692930986309","0.2880692930986309","0.4523052464228935","0.4523052464228935","0.4523052464228935","0.048827059465357335","0.048827059465357335","0.048827059465357335"
"14000","0.9636770047499301","0.9636770047499301","0.9636770047499301","0.9623741388447271","0.9623741388447271","0.9623741388447271","0.654391707583197","0.654391707583197","0.654391707583197","0.08186644314054205","0.08186644314054205","0.08186644314054205","0.3338632750397456","0.3338632750397456","0.3338632750397456","0.2198581560283688","0.2198581560283688","0.2198581560283688"
"14500","0.7750768371053367","0.7750768371053367","0.7750768371053367","0.9896661367249603","0.9896661367249603","0.9896661367249603","0.8428805237315876","0.8428805237315876","0.8428805237315876","0.0586756077116513","0.0586756077116513","0.0586756077116513","0.4546899841017488","0.4546899841017488","0.4546899841017488","0.4888161483906165","0.4888161483906165","0.4888161483906165"
"15000","0.9647946353730092","0.9647946353730092","0.9647946353730092","0.8585055643879174","0.8585055643879174","0.8585055643879174","0.7324058919803601","0.7324058919803601","0.7324058919803601","0.28164291701592625","0.28164291701592625","0.28164291701592625","0.14520402755696873","0.14520402755696873","0.14520402755696873","0.4258046917621386","0.4258046917621386","0.4258046917621386"
"15500","0.7954735959765298","0.7954735959765298","0.7954735959765298","0.7676205617382088","0.7676205617382088","0.7676205617382088","0.8390616475722859","0.8390616475722859","0.8390616475722859","0.15367421067337245","0.15367421067337245","0.15367421067337245","0.39056703762586115","0.39056703762586115","0.39056703762586115","0.0024549918166939444","0.0024549918166939444","0.0024549918166939444"
"16000","0.8982956132998045","0.8982956132998045","0.8982956132998045","0.9419713831478538","0.9419713831478538","0.9419713831478538","0.7397708674304418","0.7397708674304418","0.7397708674304418","0.2802458787370774","0.2802458787370774","0.2802458787370774","0.5763116057233705","0.5763116057233705","0.5763116057233705","0.00027277686852154935","0.00027277686852154935","0.00027277686852154935"
"16500","0.5054484492875104","0.5054484492875104","0.5054484492875104","0.9960254372019078","0.9960254372019078","0.9960254372019078","0.9678123295144572","0.9678123295144572","0.9678123295144572","0.030176026823134954","0.030176026823134954","0.030176026823134954","0.39666136724960255","0.39666136724960255","0.39666136724960255","0.4596290234588107","0.4596290234588107","0.4596290234588107"
"17000","0.9997205923442303","0.9997205923442303","0.9997205923442303","0.6584525702172761","0.6584525702172761","0.6584525702172761","0.8827059465357338","0.8827059465357338","0.8827059465357338","0.4328024587873708","0.4328024587873708","0.4328024587873708","0.06120826709062003","0.06120826709062003","0.06120826709062003","0.5812875068194218","0.5812875068194218","0.5812875068194218"
"17500","0.9287510477787091","0.9287510477787091","0.9287510477787091","0.983836777954425","0.983836777954425","0.983836777954425","0.936442989634479","0.936442989634479","0.936442989634479","0.5943000838222967","0.5943000838222967","0.5943000838222967","0.8055113937466879","0.8055113937466879","0.8055113937466879","0.5870158210583742","0.5870158210583742","0.5870158210583742"
"18000","1","1","1","0.9989401165871754","0.9989401165871754","0.9989401165871754","0.9934533551554828","0.9934533551554828","0.9934533551554828","0.3685386979603241","0.3685386979603241","0.3685386979603241","0.13751987281399047","0.13751987281399047","0.13751987281399047","0.5643753409710857","0.5643753409710857","0.5643753409710857"
"18500","0.9977647387538419","0.9977647387538419","0.9977647387538419","0.9862215156332803","0.9862215156332803","0.9862215156332803","0.9986361156573923","0.9986361156573923","0.9986361156573923","0.1969823973176865","0.1969823973176865","0.1969823973176865","0.4356120826709062","0.4356120826709062","0.4356120826709062","0.63557010365521","0.63557010365521","0.63557010365521"
"19000","0.7552388935456832","0.7552388935456832","0.7552388935456832","0.8269740328563858","0.8269740328563858","0.8269740328563858","0.9959083469721768","0.9959083469721768","0.9959083469721768","0.5062866722548198","0.5062866722548198","0.5062866722548198","0.568362480127186","0.568362480127186","0.568362480127186","0.4787234042553192","0.4787234042553192","0.4787234042553192"
"19500","0.926515786532551","0.926515786532551","0.926515786532551","0.9048754636989931","0.9048754636989931","0.9048754636989931","0.8423349699945445","0.8423349699945445","0.8423349699945445","0.34087734003911707","0.34087734003911707","0.34087734003911707","0.1669316375198728","0.1669316375198728","0.1669316375198728","0.6202945990180033","0.6202945990180033","0.6202945990180033"
"20000","0.6219614417435038","0.6219614417435038","0.6219614417435038","0.6134075251722311","0.6134075251722311","0.6134075251722311","0.3447899618112384","0.3447899618112384","0.3447899618112384","0.38670019558535906","0.38670019558535906","0.38670019558535906","0.19528351881293057","0.19528351881293057","0.19528351881293057","0.5594653573376978","0.5594653573376978","0.5594653573376978"
"20500","0.7007544006705784","0.7007544006705784","0.7007544006705784","0.7758346581875993","0.7758346581875993","0.7758346581875993","0.9596290234588107","0.9596290234588107","0.9596290234588107","0.20955574182732606","0.20955574182732606","0.20955574182732606","0.37254901960784315","0.37254901960784315","0.37254901960784315","0.4579923622476814","0.4579923622476814","0.4579923622476814"
"21000","0.9418832075998882","0.9418832075998882","0.9418832075998882","0.980127186009539","0.980127186009539","0.980127186009539","0.9402618657937807","0.9402618657937807","0.9402618657937807","0.8893545683151718","0.8893545683151718","0.8893545683151718","0.17064122946475888","0.17064122946475888","0.17064122946475888","0.03409710856519367","0.03409710856519367","0.03409710856519367"
"21500","0.9287510477787091","0.9287510477787091","0.9287510477787091","0.885002649708532","0.885002649708532","0.885002649708532","0.9361702127659575","0.9361702127659575","0.9361702127659575","0.7340039117071808","0.7340039117071808","0.7340039117071808","0.04080551139374669","0.04080551139374669","0.04080551139374669","0.5343698854337152","0.5343698854337152","0.5343698854337152"
"22000","0.9818385023749651","0.9818385023749651","0.9818385023749651","0.9573396926338102","0.9573396926338102","0.9573396926338102","0.9773595199127114","0.9773595199127114","0.9773595199127114","0.6082704666107851","0.6082704666107851","0.6082704666107851","0.766295707472178","0.766295707472178","0.766295707472178","0.04828150572831424","0.04828150572831424","0.04828150572831424"
"22500","0.8259290304554345","0.8259290304554345","0.8259290304554345","0.8664546899841018","0.8664546899841018","0.8664546899841018","0.997545008183306","0.997545008183306","0.997545008183306","0.2372170997485331","0.2372170997485331","0.2372170997485331","0.3728139904610493","0.3728139904610493","0.3728139904610493","0.544189852700491","0.544189852700491","0.544189852700491"
"23000","0.965074043028779","0.965074043028779","0.965074043028779","0.9369369369369369","0.9369369369369369","0.9369369369369369","0.9307146753955264","0.9307146753955264","0.9307146753955264","0.4459346186085499","0.4459346186085499","0.4459346186085499","0.5392156862745098","0.5392156862745098","0.5392156862745098","0.3802509547190398","0.3802509547190398","0.3802509547190398"
"23500","0.968706342553786","0.968706342553786","0.968706342553786","0.9215686274509803","0.9215686274509803","0.9215686274509803","0.789961811238407","0.789961811238407","0.789961811238407","0.15758591785414922","0.15758591785414922","0.15758591785414922","0.6104928457869634","0.6104928457869634","0.6104928457869634","0.44053464266230224","0.44053464266230224","0.44053464266230224"
"24000","0.9983235540653814","0.9983235540653814","0.9983235540653814","0.8815580286168522","0.8815580286168522","0.8815580286168522","0.9478996181123841","0.9478996181123841","0.9478996181123841","0.525286392847164","0.525286392847164","0.525286392847164","0.5453100158982512","0.5453100158982512","0.5453100158982512","0.7850518276050191","0.7850518276050191","0.7850518276050191"
"24500","0.9698239731768651","0.9698239731768651","0.9698239731768651","0.8449920508744038","0.8449920508744038","0.8449920508744038","0.8276050190943808","0.8276050190943808","0.8276050190943808","0.3073484213467449","0.3073484213467449","0.3073484213467449","0.5349761526232114","0.5349761526232114","0.5349761526232114","0.14893617021276595","0.14893617021276595","0.14893617021276595"
"25000","0.9986029617211511","0.9986029617211511","0.9986029617211511","0.8198198198198198","0.8198198198198198","0.8198198198198198","0.9991816693944353","0.9991816693944353","0.9991816693944353","0.46465493154512433","0.46465493154512433","0.46465493154512433","0.152888182299947","0.152888182299947","0.152888182299947","0.7367703218767049","0.7367703218767049","0.7367703218767049"
"25500","","","","","","","","","","0.08130762782900251","0.08130762782900251","0.08130762782900251","0.7517223105458399","0.7517223105458399","0.7517223105458399","0.6612111292962357","0.6612111292962357","0.6612111292962357"
"26000","","","","","","","","","","0.269907795473596","0.269907795473596","0.269907795473596","0.4485956544780074","0.4485956544780074","0.4485956544780074","0.8466993998908893","0.8466993998908893","0.8466993998908893"
"26500","","","","","","","","","","0.23945236099469125","0.23945236099469125","0.23945236099469125","0.45919448860625334","0.45919448860625334","0.45919448860625334","0.4399890889252591","0.4399890889252591","0.4399890889252591"
"27000","","","","","","","","","","0.010338083263481419","0.010338083263481419","0.010338083263481419","0.6687864334923158","0.6687864334923158","0.6687864334923158","0.6249318057828697","0.6249318057828697","0.6249318057828697"
"27500","","","","","","","","","","0.134953897736798","0.134953897736798","0.134953897736798","0.22628510863804982","0.22628510863804982","0.22628510863804982","0.4219858156028369","0.4219858156028369","0.4219858156028369"
"28000","","","","","","","","","","0.5747415479184129","0.5747415479184129","0.5747415479184129","0.7763645998940116","0.7763645998940116","0.7763645998940116","0.4582651391162029","0.4582651391162029","0.4582651391162029"
"28500","","","","","","","","","","0.08689578094439787","0.08689578094439787","0.08689578094439787","0.1494435612082671","0.1494435612082671","0.1494435612082671","0.011456628477905073","0.011456628477905073","0.011456628477905073"
"29000","","","","","","","","","","0.07292539815590947","0.07292539815590947","0.07292539815590947","0.8007419183889772","0.8007419183889772","0.8007419183889772","0.5861974904528096","0.5861974904528096","0.5861974904528096"
"29500","","","","","","","","","","0.3920089410449846","0.3920089410449846","0.3920089410449846","0.30604133545310014","0.30604133545310014","0.30604133545310014","0.3352427714129842","0.3352427714129842","0.3352427714129842"
"30000","","","","","","","","","","0.4135233305392568","0.4135233305392568","0.4135233305392568","0.05246422893481717","0.05246422893481717","0.05246422893481717","0.024277141298417893","0.024277141298417893","0.024277141298417893"
"30500","","","","","","","","","","0.5671975412126292","0.5671975412126292","0.5671975412126292","0.6131425543190249","0.6131425543190249","0.6131425543190249","0.21031096563011456","0.21031096563011456","0.21031096563011456"
"31000","","","","","","","","","","0.0709695445655211","0.0709695445655211","0.0709695445655211","0.6603073661897191","0.6603073661897191","0.6603073661897191","0.03246044735406438","0.03246044735406438","0.03246044735406438"
"31500","","","","","","","","","","0.4054205085219335","0.4054205085219335","0.4054205085219335","0.32829888712241656","0.32829888712241656","0.32829888712241656","0.70949263502455","0.70949263502455","0.70949263502455"
"32000","","","","","","","","","","0.5454037440625873","0.5454037440625873","0.5454037440625873","0.17064122946475888","0.17064122946475888","0.17064122946475888","0.37534097108565195","0.37534097108565195","0.37534097108565195"
"32500","","","","","","","","","","0.6350936015646829","0.6350936015646829","0.6350936015646829","0.0013248542660307366","0.0013248542660307366","0.0013248542660307366","0.43126022913256956","0.43126022913256956","0.43126022913256956"
"33000","","","","","","","","","","0.17882089969265158","0.17882089969265158","0.17882089969265158","0.505299417064123","0.505299417064123","0.505299417064123","0.030278232405891982","0.030278232405891982","0.030278232405891982"
"33500","","","","","","","","","","0.1436155350656608","0.1436155350656608","0.1436155350656608","0.6157922628510863","0.6157922628510863","0.6157922628510863","0.12356792144026187","0.12356792144026187","0.12356792144026187"
"34000","","","","","","","","","","0","0","0","0.5368309485956545","0.5368309485956545","0.5368309485956545","0.30960174577195854","0.30960174577195854","0.30960174577195854"
"34500","","","","","","","","","","0.07432243643475832","0.07432243643475832","0.07432243643475832","0.6857445680975093","0.6857445680975093","0.6857445680975093","0.38870703764320785","0.38870703764320785","0.38870703764320785"
"35000","","","","","","","","","","0.6121821737915619","0.6121821737915619","0.6121821737915619","0.4968203497615262","0.4968203497615262","0.4968203497615262","0.4519912711402073","0.4519912711402073","0.4519912711402073"
"35500","","","","","","","","","","0.6568873987147248","0.6568873987147248","0.6568873987147248","0.7747747747747747","0.7747747747747747","0.7747747747747747","0.35406437534097107","0.35406437534097107","0.35406437534097107"
"36000","","","","","","","","","","0.12377759150600727","0.12377759150600727","0.12377759150600727","0.5680975092739798","0.5680975092739798","0.5680975092739798","0.2392253136933988","0.2392253136933988","0.2392253136933988"
"36500","","","","","","","","","","0.22687901648505168","0.22687901648505168","0.22687901648505168","0.3537360890302067","0.3537360890302067","0.3537360890302067","0.6426623022367703","0.6426623022367703","0.6426623022367703"
"37000","","","","","","","","","","0.13299804414640962","0.13299804414640962","0.13299804414640962","0.5180180180180181","0.5180180180180181","0.5180180180180181","0.06273867975995635","0.06273867975995635","0.06273867975995635"
"37500","","","","","","","","","","0.7571947471360715","0.7571947471360715","0.7571947471360715","0.543190249072602","0.543190249072602","0.543190249072602","0.3016912165848336","0.3016912165848336","0.3016912165848336"
"38000","","","","","","","","","","0.4755518301201453","0.4755518301201453","0.4755518301201453","0.8571807101218866","0.8571807101218866","0.8571807101218866","0.14729950900163666","0.14729950900163666","0.14729950900163666"
"38500","","","","","","","","","","0.3531712768929869","0.3531712768929869","0.3531712768929869","0.2927927927927928","0.2927927927927928","0.2927927927927928","0.00027277686852154935","0.00027277686852154935","0.00027277686852154935"
"39000","","","","","","","","","","0.006985191394244202","0.006985191394244202","0.006985191394244202","0.2591414944356121","0.2591414944356121","0.2591414944356121","0.48745226404800873","0.48745226404800873","0.48745226404800873"
"39500","","","","","","","","","","0.009220452640402346","0.009220452640402346","0.009220452640402346","0.6669316375198728","0.6669316375198728","0.6669316375198728","0.0005455537370430987","0.0005455537370430987","0.0005455537370430987"
"40000","","","","","","","","","","0.07152835987706063","0.07152835987706063","0.07152835987706063","0.5026497085320615","0.5026497085320615","0.5026497085320615","0.07228587015821059","0.07228587015821059","0.07228587015821059"
"40500","","","","","","","","","","0.25901089689857504","0.25901089689857504","0.25901089689857504","0.7655007949125596","0.7655007949125596","0.7655007949125596","0.7891434806328423","0.7891434806328423","0.7891434806328423"
"41000","","","","","","","","","","0.003073484213467449","0.003073484213467449","0.003073484213467449","0.46025437201907793","0.46025437201907793","0.46025437201907793","0.2926895799236225","0.2926895799236225","0.2926895799236225"
"41500","","","","","","","","","","0.029896619167365187","0.029896619167365187","0.029896619167365187","0.5784313725490197","0.5784313725490197","0.5784313725490197","0.3780687397708674","0.3780687397708674","0.3780687397708674"
"42000","","","","","","","","","","0.02654372729812797","0.02654372729812797","0.02654372729812797","0.5908850026497086","0.5908850026497086","0.5908850026497086","0.4078014184397163","0.4078014184397163","0.4078014184397163"
"42500","","","","","","","","","","0.10366024029058396","0.10366024029058396","0.10366024029058396","0.6269210386857446","0.6269210386857446","0.6269210386857446","0.3276050190943808","0.3276050190943808","0.3276050190943808"
"43000","","","","","","","","","","0.6501816149762504","0.6501816149762504","0.6501816149762504","0.7747747747747747","0.7747747747747747","0.7747747747747747","0.5081833060556464","0.5081833060556464","0.5081833060556464"
"43500","","","","","","","","","","0.01592623637887678","0.01592623637887678","0.01592623637887678","0.6534181240063593","0.6534181240063593","0.6534181240063593","0.4214402618657938","0.4214402618657938","0.4214402618657938"
"44000","","","","","","","","","","0.0832634814193909","0.0832634814193909","0.0832634814193909","0.764440911499735","0.764440911499735","0.764440911499735","0.32051282051282054","0.32051282051282054","0.32051282051282054"
"44500","","","","","","","","","","0.10813076278290025","0.10813076278290025","0.10813076278290025","0.40434552199258084","0.40434552199258084","0.40434552199258084","0.24413529732678668","0.24413529732678668","0.24413529732678668"
"45000","","","","","","","","","","0.10645431684828165","0.10645431684828165","0.10645431684828165","0.530471648118707","0.530471648118707","0.530471648118707","0.24931805782869612","0.24931805782869612","0.24931805782869612"
"45500","","","","","","","","","","0.43308186644314056","0.43308186644314056","0.43308186644314056","0.36989931107578167","0.36989931107578167","0.36989931107578167","0.04746317512274959","0.04746317512274959","0.04746317512274959"
"46000","","","","","","","","","","0.02654372729812797","0.02654372729812797","0.02654372729812797","0.8248542660307366","0.8248542660307366","0.8248542660307366","0.31151118385160936","0.31151118385160936","0.31151118385160936"
"46500","","","","","","","","","","0.3352891869237217","0.3352891869237217","0.3352891869237217","0.6364599894011659","0.6364599894011659","0.6364599894011659","0.496999454446263","0.496999454446263","0.496999454446263"
"47000","","","","","","","","","","0.0075440067057837385","0.0075440067057837385","0.0075440067057837385","0.7087970323264441","0.7087970323264441","0.7087970323264441","0.397708674304419","0.397708674304419","0.397708674304419"
"47500","","","","","","","","","","0.1665269628387818","0.1665269628387818","0.1665269628387818","0.8420773714891362","0.8420773714891362","0.8420773714891362","0.1082924168030551","0.1082924168030551","0.1082924168030551"
"48000","","","","","","","","","","0.18720312936574462","0.18720312936574462","0.18720312936574462","0.721250662427133","0.721250662427133","0.721250662427133","0.2569558101472995","0.2569558101472995","0.2569558101472995"
"48500","","","","","","","","","","0.03464654931545124","0.03464654931545124","0.03464654931545124","0.8243243243243243","0.8243243243243243","0.8243243243243243","0.6969448990725586","0.6969448990725586","0.6969448990725586"
"49000","","","","","","","","","","0.8276054763900531","0.8276054763900531","0.8276054763900531","0.7321144674085851","0.7321144674085851","0.7321144674085851","0.1497545008183306","0.1497545008183306","0.1497545008183306"
"49500","","","","","","","","","","0.17462978485610506","0.17462978485610506","0.17462978485610506","0.5662427133015369","0.5662427133015369","0.5662427133015369","0.015821058374249863","0.015821058374249863","0.015821058374249863"
"50000","","","","","","","","","","0.42358200614696845","0.42358200614696845","0.42358200614696845","0.4894011658717541","0.4894011658717541","0.4894011658717541","0.19367157665030005","0.19367157665030005","0.19367157665030005"
