"Step","shakespeare_small_decoder_0 - train_loss","shakespeare_small_decoder_0 - train_loss__MIN","shakespeare_small_decoder_0 - train_loss__MAX"
"62","2.703636646270752","2.703636646270752","2.703636646270752"
"63","2.7416720390319824","2.7416720390319824","2.7416720390319824"
"64","2.690448760986328","2.690448760986328","2.690448760986328"
"65","2.700767993927002","2.700767993927002","2.700767993927002"
"66","2.6858606338500977","2.6858606338500977","2.6858606338500977"
"67","2.6646103858947754","2.6646103858947754","2.6646103858947754"
"68","2.6959242820739746","2.6959242820739746","2.6959242820739746"
"69","2.704777240753174","2.704777240753174","2.704777240753174"
"70","2.6680078506469727","2.6680078506469727","2.6680078506469727"
"71","2.686554431915283","2.686554431915283","2.686554431915283"
"72","2.6362156867980957","2.6362156867980957","2.6362156867980957"
"73","2.6160054206848145","2.6160054206848145","2.6160054206848145"
"74","2.6427454948425293","2.6427454948425293","2.6427454948425293"
"75","2.632319927215576","2.632319927215576","2.632319927215576"
"76","2.61470890045166","2.61470890045166","2.61470890045166"
"77","2.645090103149414","2.645090103149414","2.645090103149414"
"78","2.623776912689209","2.623776912689209","2.623776912689209"
"79","2.635745048522949","2.635745048522949","2.635745048522949"
"80","2.6215672492980957","2.6215672492980957","2.6215672492980957"
"81","2.5993199348449707","2.5993199348449707","2.5993199348449707"
"82","2.587912082672119","2.587912082672119","2.587912082672119"
"83","2.5833659172058105","2.5833659172058105","2.5833659172058105"
"84","2.570528268814087","2.570528268814087","2.570528268814087"
"85","2.553206205368042","2.553206205368042","2.553206205368042"
"86","2.5511770248413086","2.5511770248413086","2.5511770248413086"
"87","2.568582534790039","2.568582534790039","2.568582534790039"
"88","2.538167953491211","2.538167953491211","2.538167953491211"
"89","2.559551239013672","2.559551239013672","2.559551239013672"
"90","2.5414838790893555","2.5414838790893555","2.5414838790893555"
"91","2.5636773109436035","2.5636773109436035","2.5636773109436035"
"92","2.5509021282196045","2.5509021282196045","2.5509021282196045"
"93","2.5238916873931885","2.5238916873931885","2.5238916873931885"
"94","2.5547127723693848","2.5547127723693848","2.5547127723693848"
"95","2.5313522815704346","2.5313522815704346","2.5313522815704346"
"96","2.501312017440796","2.501312017440796","2.501312017440796"
"97","2.5514626502990723","2.5514626502990723","2.5514626502990723"
"98","2.5144827365875244","2.5144827365875244","2.5144827365875244"
"99","2.5005815029144287","2.5005815029144287","2.5005815029144287"
"100","2.521226644515991","2.521226644515991","2.521226644515991"
"101","2.4837212562561035","2.4837212562561035","2.4837212562561035"
"102","2.5468780994415283","2.5468780994415283","2.5468780994415283"
"103","2.484368324279785","2.484368324279785","2.484368324279785"
"104","2.500620126724243","2.500620126724243","2.500620126724243"
"105","2.5157594680786133","2.5157594680786133","2.5157594680786133"
"106","2.5047645568847656","2.5047645568847656","2.5047645568847656"
"107","2.509280204772949","2.509280204772949","2.509280204772949"
"108","2.486663579940796","2.486663579940796","2.486663579940796"
"109","2.48891544342041","2.48891544342041","2.48891544342041"
"110","2.485628128051758","2.485628128051758","2.485628128051758"
"111","2.454965114593506","2.454965114593506","2.454965114593506"
"112","2.4903616905212402","2.4903616905212402","2.4903616905212402"
"113","2.452904462814331","2.452904462814331","2.452904462814331"
"114","2.4795279502868652","2.4795279502868652","2.4795279502868652"
"115","2.4570603370666504","2.4570603370666504","2.4570603370666504"
"116","2.496037483215332","2.496037483215332","2.496037483215332"
"117","2.4818310737609863","2.4818310737609863","2.4818310737609863"
"118","2.516576051712036","2.516576051712036","2.516576051712036"
"119","2.4776196479797363","2.4776196479797363","2.4776196479797363"
"120","2.456974983215332","2.456974983215332","2.456974983215332"
"121","2.458501100540161","2.458501100540161","2.458501100540161"
"122","2.448667526245117","2.448667526245117","2.448667526245117"
"123","2.419398307800293","2.419398307800293","2.419398307800293"
"124","2.4731435775756836","2.4731435775756836","2.4731435775756836"
"125","2.4591169357299805","2.4591169357299805","2.4591169357299805"
"126","2.44828462600708","2.44828462600708","2.44828462600708"
"127","2.429743766784668","2.429743766784668","2.429743766784668"
"128","2.4154443740844727","2.4154443740844727","2.4154443740844727"
"129","2.4327526092529297","2.4327526092529297","2.4327526092529297"
"130","2.4508094787597656","2.4508094787597656","2.4508094787597656"
"131","2.4296348094940186","2.4296348094940186","2.4296348094940186"
"132","2.443295478820801","2.443295478820801","2.443295478820801"
"133","2.4262313842773438","2.4262313842773438","2.4262313842773438"
"134","2.4041409492492676","2.4041409492492676","2.4041409492492676"
"135","2.415372848510742","2.415372848510742","2.415372848510742"
"136","2.4682416915893555","2.4682416915893555","2.4682416915893555"
"137","2.410067319869995","2.410067319869995","2.410067319869995"
"138","2.3760499954223633","2.3760499954223633","2.3760499954223633"
"139","2.4267656803131104","2.4267656803131104","2.4267656803131104"
"140","2.3929662704467773","2.3929662704467773","2.3929662704467773"
"141","2.386303663253784","2.386303663253784","2.386303663253784"
"142","2.3815488815307617","2.3815488815307617","2.3815488815307617"
"143","2.3880958557128906","2.3880958557128906","2.3880958557128906"
"144","2.4289515018463135","2.4289515018463135","2.4289515018463135"
"145","2.382169723510742","2.382169723510742","2.382169723510742"
"146","2.4355907440185547","2.4355907440185547","2.4355907440185547"
"147","2.4030847549438477","2.4030847549438477","2.4030847549438477"
"148","2.4057247638702393","2.4057247638702393","2.4057247638702393"
"149","2.359793186187744","2.359793186187744","2.359793186187744"
"150","2.3848085403442383","2.3848085403442383","2.3848085403442383"
"151","2.3558027744293213","2.3558027744293213","2.3558027744293213"
"152","2.4113640785217285","2.4113640785217285","2.4113640785217285"
"153","2.3843345642089844","2.3843345642089844","2.3843345642089844"
"154","2.3095860481262207","2.3095860481262207","2.3095860481262207"
"155","2.3884711265563965","2.3884711265563965","2.3884711265563965"
"156","2.3704514503479004","2.3704514503479004","2.3704514503479004"
"157","2.385812759399414","2.385812759399414","2.385812759399414"
"158","2.3543314933776855","2.3543314933776855","2.3543314933776855"
"159","2.3570780754089355","2.3570780754089355","2.3570780754089355"
"160","2.3382315635681152","2.3382315635681152","2.3382315635681152"
"161","2.3400986194610596","2.3400986194610596","2.3400986194610596"
"162","2.3437886238098145","2.3437886238098145","2.3437886238098145"
"163","2.352562427520752","2.352562427520752","2.352562427520752"
"164","2.3519976139068604","2.3519976139068604","2.3519976139068604"
"165","2.3296985626220703","2.3296985626220703","2.3296985626220703"
"166","2.3701212406158447","2.3701212406158447","2.3701212406158447"
"167","2.3682563304901123","2.3682563304901123","2.3682563304901123"
"168","2.3368594646453857","2.3368594646453857","2.3368594646453857"
"169","2.320173501968384","2.320173501968384","2.320173501968384"
"170","2.3269243240356445","2.3269243240356445","2.3269243240356445"
"171","2.345926284790039","2.345926284790039","2.345926284790039"
"172","2.3209640979766846","2.3209640979766846","2.3209640979766846"
"173","2.3273825645446777","2.3273825645446777","2.3273825645446777"
"174","2.361097812652588","2.361097812652588","2.361097812652588"
"175","2.3142659664154053","2.3142659664154053","2.3142659664154053"
"176","2.2985658645629883","2.2985658645629883","2.2985658645629883"
"177","2.3157873153686523","2.3157873153686523","2.3157873153686523"
"178","2.3280692100524902","2.3280692100524902","2.3280692100524902"
"179","2.3231027126312256","2.3231027126312256","2.3231027126312256"
"180","2.362961769104004","2.362961769104004","2.362961769104004"
"181","2.344775676727295","2.344775676727295","2.344775676727295"
"182","2.3692429065704346","2.3692429065704346","2.3692429065704346"
"183","2.3102164268493652","2.3102164268493652","2.3102164268493652"
"184","2.3578903675079346","2.3578903675079346","2.3578903675079346"
"185","2.2980175018310547","2.2980175018310547","2.2980175018310547"
"186","2.2932848930358887","2.2932848930358887","2.2932848930358887"
"187","2.3319969177246094","2.3319969177246094","2.3319969177246094"
"188","2.3288488388061523","2.3288488388061523","2.3288488388061523"
"189","2.2915453910827637","2.2915453910827637","2.2915453910827637"
"190","2.2850353717803955","2.2850353717803955","2.2850353717803955"
"191","2.36419939994812","2.36419939994812","2.36419939994812"
"192","2.3224124908447266","2.3224124908447266","2.3224124908447266"
"193","2.3030498027801514","2.3030498027801514","2.3030498027801514"
"194","2.329296112060547","2.329296112060547","2.329296112060547"
"195","2.2829227447509766","2.2829227447509766","2.2829227447509766"
"196","2.2724318504333496","2.2724318504333496","2.2724318504333496"
"197","2.2624728679656982","2.2624728679656982","2.2624728679656982"
"198","2.2970709800720215","2.2970709800720215","2.2970709800720215"
"199","2.2666749954223633","2.2666749954223633","2.2666749954223633"
"200","2.2599101066589355","2.2599101066589355","2.2599101066589355"
"201","2.307558059692383","2.307558059692383","2.307558059692383"
"202","2.303717613220215","2.303717613220215","2.303717613220215"
"203","2.2759041786193848","2.2759041786193848","2.2759041786193848"
"204","2.2871742248535156","2.2871742248535156","2.2871742248535156"
"205","2.269896984100342","2.269896984100342","2.269896984100342"
"206","2.2686963081359863","2.2686963081359863","2.2686963081359863"
"207","2.299985885620117","2.299985885620117","2.299985885620117"
"208","2.2751924991607666","2.2751924991607666","2.2751924991607666"
"209","2.2842299938201904","2.2842299938201904","2.2842299938201904"
"210","2.247471332550049","2.247471332550049","2.247471332550049"
"211","2.2791085243225098","2.2791085243225098","2.2791085243225098"
"212","2.271085262298584","2.271085262298584","2.271085262298584"
"213","2.260436534881592","2.260436534881592","2.260436534881592"
"214","2.2858383655548096","2.2858383655548096","2.2858383655548096"
"215","2.2446000576019287","2.2446000576019287","2.2446000576019287"
"216","2.2713446617126465","2.2713446617126465","2.2713446617126465"
"217","2.217238187789917","2.217238187789917","2.217238187789917"
"218","2.236037254333496","2.236037254333496","2.236037254333496"
"219","2.2692296504974365","2.2692296504974365","2.2692296504974365"
"220","2.2774763107299805","2.2774763107299805","2.2774763107299805"
"221","2.230250835418701","2.230250835418701","2.230250835418701"
"222","2.2128427028656006","2.2128427028656006","2.2128427028656006"
"223","2.2307333946228027","2.2307333946228027","2.2307333946228027"
"224","2.292858600616455","2.292858600616455","2.292858600616455"
"225","2.2322654724121094","2.2322654724121094","2.2322654724121094"
"226","2.231557607650757","2.231557607650757","2.231557607650757"
"227","2.233905792236328","2.233905792236328","2.233905792236328"
"228","2.234949827194214","2.234949827194214","2.234949827194214"
"229","2.2168242931365967","2.2168242931365967","2.2168242931365967"
"230","2.244997024536133","2.244997024536133","2.244997024536133"
"231","2.2417690753936768","2.2417690753936768","2.2417690753936768"
"232","2.220451831817627","2.220451831817627","2.220451831817627"
"233","2.2248973846435547","2.2248973846435547","2.2248973846435547"
"234","2.247735023498535","2.247735023498535","2.247735023498535"
"235","2.2113211154937744","2.2113211154937744","2.2113211154937744"
"236","2.2171361446380615","2.2171361446380615","2.2171361446380615"
"237","2.2427146434783936","2.2427146434783936","2.2427146434783936"
"238","2.204458475112915","2.204458475112915","2.204458475112915"
"239","2.176222801208496","2.176222801208496","2.176222801208496"
"240","2.2167935371398926","2.2167935371398926","2.2167935371398926"
"241","2.2076430320739746","2.2076430320739746","2.2076430320739746"
"242","2.185692310333252","2.185692310333252","2.185692310333252"
"243","2.1984777450561523","2.1984777450561523","2.1984777450561523"
"244","2.2147555351257324","2.2147555351257324","2.2147555351257324"
"245","2.195791244506836","2.195791244506836","2.195791244506836"
"246","2.1850874423980713","2.1850874423980713","2.1850874423980713"
"247","2.21415376663208","2.21415376663208","2.21415376663208"
"248","2.232241630554199","2.232241630554199","2.232241630554199"
"249","2.186530590057373","2.186530590057373","2.186530590057373"
"250","2.1483168601989746","2.1483168601989746","2.1483168601989746"
"251","2.2171220779418945","2.2171220779418945","2.2171220779418945"
"252","2.150552988052368","2.150552988052368","2.150552988052368"
"253","2.164675235748291","2.164675235748291","2.164675235748291"
"254","2.1787571907043457","2.1787571907043457","2.1787571907043457"
"255","2.2129132747650146","2.2129132747650146","2.2129132747650146"
"256","2.1951563358306885","2.1951563358306885","2.1951563358306885"
"257","2.172490358352661","2.172490358352661","2.172490358352661"
"258","2.1433544158935547","2.1433544158935547","2.1433544158935547"
"259","2.177577495574951","2.177577495574951","2.177577495574951"
"260","2.152107000350952","2.152107000350952","2.152107000350952"
"261","2.1836647987365723","2.1836647987365723","2.1836647987365723"
"262","2.1599318981170654","2.1599318981170654","2.1599318981170654"
"263","2.132676362991333","2.132676362991333","2.132676362991333"
"264","2.1184372901916504","2.1184372901916504","2.1184372901916504"
"265","2.173043727874756","2.173043727874756","2.173043727874756"
"266","2.1459245681762695","2.1459245681762695","2.1459245681762695"
"267","2.1659798622131348","2.1659798622131348","2.1659798622131348"
"268","2.139244318008423","2.139244318008423","2.139244318008423"
"269","2.1614584922790527","2.1614584922790527","2.1614584922790527"
"270","2.1477158069610596","2.1477158069610596","2.1477158069610596"
"271","2.174159526824951","2.174159526824951","2.174159526824951"
"272","2.1312978267669678","2.1312978267669678","2.1312978267669678"
"273","2.125476837158203","2.125476837158203","2.125476837158203"
"274","2.090224027633667","2.090224027633667","2.090224027633667"
"275","2.1250159740448","2.1250159740448","2.1250159740448"
"276","2.1502737998962402","2.1502737998962402","2.1502737998962402"
"277","2.1608924865722656","2.1608924865722656","2.1608924865722656"
"278","2.18678879737854","2.18678879737854","2.18678879737854"
"279","2.1581430435180664","2.1581430435180664","2.1581430435180664"
"280","2.122197151184082","2.122197151184082","2.122197151184082"
"281","2.141920566558838","2.141920566558838","2.141920566558838"
"282","2.14631724357605","2.14631724357605","2.14631724357605"
"283","2.106428384780884","2.106428384780884","2.106428384780884"
"284","2.141345739364624","2.141345739364624","2.141345739364624"
"285","2.1309609413146973","2.1309609413146973","2.1309609413146973"
"286","2.1455416679382324","2.1455416679382324","2.1455416679382324"
"287","2.1030523777008057","2.1030523777008057","2.1030523777008057"
"288","2.087398052215576","2.087398052215576","2.087398052215576"
"289","2.109689712524414","2.109689712524414","2.109689712524414"
"290","2.082486629486084","2.082486629486084","2.082486629486084"
"291","2.091503620147705","2.091503620147705","2.091503620147705"
"292","2.1211376190185547","2.1211376190185547","2.1211376190185547"
"293","2.106841564178467","2.106841564178467","2.106841564178467"
"294","2.10719895362854","2.10719895362854","2.10719895362854"
"295","2.1068170070648193","2.1068170070648193","2.1068170070648193"
"296","2.0981295108795166","2.0981295108795166","2.0981295108795166"
"297","2.12104868888855","2.12104868888855","2.12104868888855"
"298","2.101943016052246","2.101943016052246","2.101943016052246"
"299","2.0973658561706543","2.0973658561706543","2.0973658561706543"
"300","2.1492557525634766","2.1492557525634766","2.1492557525634766"
"301","2.1345505714416504","2.1345505714416504","2.1345505714416504"
"302","2.0863242149353027","2.0863242149353027","2.0863242149353027"
"303","2.058845043182373","2.058845043182373","2.058845043182373"
"304","2.046488046646118","2.046488046646118","2.046488046646118"
"305","2.0991411209106445","2.0991411209106445","2.0991411209106445"
"306","2.0814425945281982","2.0814425945281982","2.0814425945281982"
"307","2.117401599884033","2.117401599884033","2.117401599884033"
"308","2.0843727588653564","2.0843727588653564","2.0843727588653564"
"309","2.0924689769744873","2.0924689769744873","2.0924689769744873"
"310","2.084906578063965","2.084906578063965","2.084906578063965"
"311","2.0662648677825928","2.0662648677825928","2.0662648677825928"
"312","2.098763942718506","2.098763942718506","2.098763942718506"
"313","2.0894627571105957","2.0894627571105957","2.0894627571105957"
"314","2.0910682678222656","2.0910682678222656","2.0910682678222656"
"315","2.0329699516296387","2.0329699516296387","2.0329699516296387"
"316","2.040766716003418","2.040766716003418","2.040766716003418"
"317","2.0797102451324463","2.0797102451324463","2.0797102451324463"
"318","2.0624210834503174","2.0624210834503174","2.0624210834503174"
"319","2.0698957443237305","2.0698957443237305","2.0698957443237305"
"320","2.0488481521606445","2.0488481521606445","2.0488481521606445"
"321","2.1303868293762207","2.1303868293762207","2.1303868293762207"
"322","2.0726959705352783","2.0726959705352783","2.0726959705352783"
"323","2.0701794624328613","2.0701794624328613","2.0701794624328613"
"324","2.0664525032043457","2.0664525032043457","2.0664525032043457"
"325","2.059882402420044","2.059882402420044","2.059882402420044"
"326","2.0891127586364746","2.0891127586364746","2.0891127586364746"
"327","2.06361985206604","2.06361985206604","2.06361985206604"
"328","2.048495292663574","2.048495292663574","2.048495292663574"
"329","2.0400052070617676","2.0400052070617676","2.0400052070617676"
"330","2.0418107509613037","2.0418107509613037","2.0418107509613037"
"331","2.030181407928467","2.030181407928467","2.030181407928467"
"332","2.0614655017852783","2.0614655017852783","2.0614655017852783"
"333","2.0481231212615967","2.0481231212615967","2.0481231212615967"
"334","2.0753533840179443","2.0753533840179443","2.0753533840179443"
"335","2.0681211948394775","2.0681211948394775","2.0681211948394775"
"336","2.0530130863189697","2.0530130863189697","2.0530130863189697"
"337","2.059847116470337","2.059847116470337","2.059847116470337"
"338","2.0470199584960938","2.0470199584960938","2.0470199584960938"
"339","2.0675768852233887","2.0675768852233887","2.0675768852233887"
"340","2.0720582008361816","2.0720582008361816","2.0720582008361816"
"341","2.0296130180358887","2.0296130180358887","2.0296130180358887"
"342","2.037360668182373","2.037360668182373","2.037360668182373"
"343","2.0053393840789795","2.0053393840789795","2.0053393840789795"
"344","2.013782024383545","2.013782024383545","2.013782024383545"
"345","2.032257556915283","2.032257556915283","2.032257556915283"
"346","2.0152642726898193","2.0152642726898193","2.0152642726898193"
"347","2.0169427394866943","2.0169427394866943","2.0169427394866943"
"348","2.0219175815582275","2.0219175815582275","2.0219175815582275"
"349","2.015997886657715","2.015997886657715","2.015997886657715"
"350","2.0073673725128174","2.0073673725128174","2.0073673725128174"
"351","1.9953556060791016","1.9953556060791016","1.9953556060791016"
"352","1.985206961631775","1.985206961631775","1.985206961631775"
"353","2.0515410900115967","2.0515410900115967","2.0515410900115967"
"354","2.02695369720459","2.02695369720459","2.02695369720459"
"355","2.018104076385498","2.018104076385498","2.018104076385498"
"356","1.9787110090255737","1.9787110090255737","1.9787110090255737"
"357","2.0120139122009277","2.0120139122009277","2.0120139122009277"
"358","2.0198822021484375","2.0198822021484375","2.0198822021484375"
"359","1.9921715259552002","1.9921715259552002","1.9921715259552002"
"360","2.009598731994629","2.009598731994629","2.009598731994629"
"361","1.9905767440795898","1.9905767440795898","1.9905767440795898"
"362","1.9975553750991821","1.9975553750991821","1.9975553750991821"
"363","1.9554517269134521","1.9554517269134521","1.9554517269134521"
"364","1.9807292222976685","1.9807292222976685","1.9807292222976685"
"365","2.0103018283843994","2.0103018283843994","2.0103018283843994"
"366","1.9883038997650146","1.9883038997650146","1.9883038997650146"
"367","2.00161075592041","2.00161075592041","2.00161075592041"
"368","2.0195789337158203","2.0195789337158203","2.0195789337158203"
"369","1.994166374206543","1.994166374206543","1.994166374206543"
"370","2.0065109729766846","2.0065109729766846","2.0065109729766846"
"371","2.0231857299804688","2.0231857299804688","2.0231857299804688"
"372","2.0217580795288086","2.0217580795288086","2.0217580795288086"
"373","1.9756247997283936","1.9756247997283936","1.9756247997283936"
"374","1.979264259338379","1.979264259338379","1.979264259338379"
"375","2.0130457878112793","2.0130457878112793","2.0130457878112793"
"376","2.023435592651367","2.023435592651367","2.023435592651367"
"377","2.0478174686431885","2.0478174686431885","2.0478174686431885"
"378","2.001183032989502","2.001183032989502","2.001183032989502"
"379","1.9853404760360718","1.9853404760360718","1.9853404760360718"
"380","1.9803889989852905","1.9803889989852905","1.9803889989852905"
"381","2.0138704776763916","2.0138704776763916","2.0138704776763916"
"382","2.0066142082214355","2.0066142082214355","2.0066142082214355"
"383","1.9504504203796387","1.9504504203796387","1.9504504203796387"
"384","2.022158622741699","2.022158622741699","2.022158622741699"
"385","1.9815326929092407","1.9815326929092407","1.9815326929092407"
"386","1.9865565299987793","1.9865565299987793","1.9865565299987793"
"387","1.982612133026123","1.982612133026123","1.982612133026123"
"388","1.980931043624878","1.980931043624878","1.980931043624878"
"389","1.9503953456878662","1.9503953456878662","1.9503953456878662"
"390","1.9749290943145752","1.9749290943145752","1.9749290943145752"
"391","1.9723551273345947","1.9723551273345947","1.9723551273345947"
"392","1.99298095703125","1.99298095703125","1.99298095703125"
"393","1.9944700002670288","1.9944700002670288","1.9944700002670288"
"394","1.990651249885559","1.990651249885559","1.990651249885559"
"395","1.967422366142273","1.967422366142273","1.967422366142273"
"396","1.973894715309143","1.973894715309143","1.973894715309143"
"397","1.960326910018921","1.960326910018921","1.960326910018921"
"398","1.9580310583114624","1.9580310583114624","1.9580310583114624"
"399","1.9746534824371338","1.9746534824371338","1.9746534824371338"
"400","1.9584051370620728","1.9584051370620728","1.9584051370620728"
"401","1.9992280006408691","1.9992280006408691","1.9992280006408691"
"402","1.9049606323242188","1.9049606323242188","1.9049606323242188"
"403","1.928687572479248","1.928687572479248","1.928687572479248"
"404","1.926544189453125","1.926544189453125","1.926544189453125"
"405","1.9220210313796997","1.9220210313796997","1.9220210313796997"
"406","1.9040288925170898","1.9040288925170898","1.9040288925170898"
"407","1.9489142894744873","1.9489142894744873","1.9489142894744873"
"408","1.9207689762115479","1.9207689762115479","1.9207689762115479"
"409","1.9832031726837158","1.9832031726837158","1.9832031726837158"
"410","1.955036997795105","1.955036997795105","1.955036997795105"
"411","1.9172567129135132","1.9172567129135132","1.9172567129135132"
"412","1.923449993133545","1.923449993133545","1.923449993133545"
"413","1.9279179573059082","1.9279179573059082","1.9279179573059082"
"414","1.9481680393218994","1.9481680393218994","1.9481680393218994"
"415","1.8984665870666504","1.8984665870666504","1.8984665870666504"
"416","1.9289780855178833","1.9289780855178833","1.9289780855178833"
"417","1.9279292821884155","1.9279292821884155","1.9279292821884155"
"418","1.9239590167999268","1.9239590167999268","1.9239590167999268"
"419","1.95098078250885","1.95098078250885","1.95098078250885"
"420","1.9481656551361084","1.9481656551361084","1.9481656551361084"
"421","1.934281587600708","1.934281587600708","1.934281587600708"
"422","1.9298012256622314","1.9298012256622314","1.9298012256622314"
"423","1.9023749828338623","1.9023749828338623","1.9023749828338623"
"424","1.9213836193084717","1.9213836193084717","1.9213836193084717"
"425","1.9493857622146606","1.9493857622146606","1.9493857622146606"
"426","1.9618480205535889","1.9618480205535889","1.9618480205535889"
"427","1.9119458198547363","1.9119458198547363","1.9119458198547363"
"428","1.9290767908096313","1.9290767908096313","1.9290767908096313"
"429","1.8894888162612915","1.8894888162612915","1.8894888162612915"
"430","1.9159090518951416","1.9159090518951416","1.9159090518951416"
"431","1.8980960845947266","1.8980960845947266","1.8980960845947266"
"432","1.8822379112243652","1.8822379112243652","1.8822379112243652"
"433","1.9077091217041016","1.9077091217041016","1.9077091217041016"
"434","1.9107675552368164","1.9107675552368164","1.9107675552368164"
"435","1.9559929370880127","1.9559929370880127","1.9559929370880127"
"436","1.9357922077178955","1.9357922077178955","1.9357922077178955"
"437","1.8961851596832275","1.8961851596832275","1.8961851596832275"
"438","1.8986568450927734","1.8986568450927734","1.8986568450927734"
"439","1.8737671375274658","1.8737671375274658","1.8737671375274658"
"440","1.9468367099761963","1.9468367099761963","1.9468367099761963"
"441","1.8583720922470093","1.8583720922470093","1.8583720922470093"
"442","1.893949031829834","1.893949031829834","1.893949031829834"
"443","1.89028000831604","1.89028000831604","1.89028000831604"
"444","1.8695974349975586","1.8695974349975586","1.8695974349975586"
"445","1.8881137371063232","1.8881137371063232","1.8881137371063232"
"446","1.8914824724197388","1.8914824724197388","1.8914824724197388"
"447","1.925340175628662","1.925340175628662","1.925340175628662"
"448","1.8715788125991821","1.8715788125991821","1.8715788125991821"
"449","1.8817814588546753","1.8817814588546753","1.8817814588546753"
"450","1.8933589458465576","1.8933589458465576","1.8933589458465576"
"451","1.9386759996414185","1.9386759996414185","1.9386759996414185"
"452","1.846067190170288","1.846067190170288","1.846067190170288"
"453","1.8704392910003662","1.8704392910003662","1.8704392910003662"
"454","1.8584904670715332","1.8584904670715332","1.8584904670715332"
"455","1.822737693786621","1.822737693786621","1.822737693786621"
"456","1.888524055480957","1.888524055480957","1.888524055480957"
"457","1.8982659578323364","1.8982659578323364","1.8982659578323364"
"458","1.8183882236480713","1.8183882236480713","1.8183882236480713"
"459","1.9334429502487183","1.9334429502487183","1.9334429502487183"
"460","1.8833814859390259","1.8833814859390259","1.8833814859390259"
"461","1.860192060470581","1.860192060470581","1.860192060470581"
"462","1.8676677942276","1.8676677942276","1.8676677942276"
"463","1.9255414009094238","1.9255414009094238","1.9255414009094238"
