"Step","shakespeare_medium_decoder_0 - train_loss","shakespeare_medium_decoder_0 - train_loss__MIN","shakespeare_medium_decoder_0 - train_loss__MAX"
"35","2.6369152069091797","2.6369152069091797","2.6369152069091797"
"36","2.6525392532348633","2.6525392532348633","2.6525392532348633"
"37","2.620163679122925","2.620163679122925","2.620163679122925"
"38","2.640007257461548","2.640007257461548","2.640007257461548"
"39","2.5908234119415283","2.5908234119415283","2.5908234119415283"
"40","2.6447832584381104","2.6447832584381104","2.6447832584381104"
"41","2.631556749343872","2.631556749343872","2.631556749343872"
"42","2.595982789993286","2.595982789993286","2.595982789993286"
"43","2.568981409072876","2.568981409072876","2.568981409072876"
"44","2.577543020248413","2.577543020248413","2.577543020248413"
"45","2.56042218208313","2.56042218208313","2.56042218208313"
"46","2.559051990509033","2.559051990509033","2.559051990509033"
"47","2.582031488418579","2.582031488418579","2.582031488418579"
"48","2.56522798538208","2.56522798538208","2.56522798538208"
"49","2.5505130290985107","2.5505130290985107","2.5505130290985107"
"50","2.5555388927459717","2.5555388927459717","2.5555388927459717"
"51","2.5369982719421387","2.5369982719421387","2.5369982719421387"
"52","2.5411038398742676","2.5411038398742676","2.5411038398742676"
"53","2.525108814239502","2.525108814239502","2.525108814239502"
"54","2.5170233249664307","2.5170233249664307","2.5170233249664307"
"55","2.5064151287078857","2.5064151287078857","2.5064151287078857"
"56","2.5249125957489014","2.5249125957489014","2.5249125957489014"
"57","2.5152978897094727","2.5152978897094727","2.5152978897094727"
"58","2.496295928955078","2.496295928955078","2.496295928955078"
"59","2.507542371749878","2.507542371749878","2.507542371749878"
"60","2.4588372707366943","2.4588372707366943","2.4588372707366943"
"61","2.472957134246826","2.472957134246826","2.472957134246826"
"62","2.504185199737549","2.504185199737549","2.504185199737549"
"63","2.505587577819824","2.505587577819824","2.505587577819824"
"64","2.5027151107788086","2.5027151107788086","2.5027151107788086"
"65","2.462977886199951","2.462977886199951","2.462977886199951"
"66","2.4696245193481445","2.4696245193481445","2.4696245193481445"
"67","2.4671993255615234","2.4671993255615234","2.4671993255615234"
"68","2.474228620529175","2.474228620529175","2.474228620529175"
"69","2.4797916412353516","2.4797916412353516","2.4797916412353516"
"70","2.443431854248047","2.443431854248047","2.443431854248047"
"71","2.4803807735443115","2.4803807735443115","2.4803807735443115"
"72","2.466754674911499","2.466754674911499","2.466754674911499"
"73","2.469052791595459","2.469052791595459","2.469052791595459"
"74","2.4310104846954346","2.4310104846954346","2.4310104846954346"
"75","2.4162609577178955","2.4162609577178955","2.4162609577178955"
"76","2.4346659183502197","2.4346659183502197","2.4346659183502197"
"77","2.4435312747955322","2.4435312747955322","2.4435312747955322"
"78","2.410494804382324","2.410494804382324","2.410494804382324"
"79","2.425877571105957","2.425877571105957","2.425877571105957"
"80","2.396873950958252","2.396873950958252","2.396873950958252"
"81","2.4202938079833984","2.4202938079833984","2.4202938079833984"
"82","2.4161453247070312","2.4161453247070312","2.4161453247070312"
"83","2.369290590286255","2.369290590286255","2.369290590286255"
"84","2.38838529586792","2.38838529586792","2.38838529586792"
"85","2.4198062419891357","2.4198062419891357","2.4198062419891357"
"86","2.4085693359375","2.4085693359375","2.4085693359375"
"87","2.4091105461120605","2.4091105461120605","2.4091105461120605"
"88","2.3976874351501465","2.3976874351501465","2.3976874351501465"
"89","2.3675835132598877","2.3675835132598877","2.3675835132598877"
"90","2.3992881774902344","2.3992881774902344","2.3992881774902344"
"91","2.4421088695526123","2.4421088695526123","2.4421088695526123"
"92","2.417753219604492","2.417753219604492","2.417753219604492"
"93","2.391745090484619","2.391745090484619","2.391745090484619"
"94","2.389430284500122","2.389430284500122","2.389430284500122"
"95","2.383932113647461","2.383932113647461","2.383932113647461"
"96","2.3856306076049805","2.3856306076049805","2.3856306076049805"
"97","2.3571066856384277","2.3571066856384277","2.3571066856384277"
"98","2.377445697784424","2.377445697784424","2.377445697784424"
"99","2.374526023864746","2.374526023864746","2.374526023864746"
"100","2.3818299770355225","2.3818299770355225","2.3818299770355225"
"101","2.3970797061920166","2.3970797061920166","2.3970797061920166"
"102","2.380904197692871","2.380904197692871","2.380904197692871"
"103","2.3338465690612793","2.3338465690612793","2.3338465690612793"
"104","2.358513355255127","2.358513355255127","2.358513355255127"
"105","2.3887999057769775","2.3887999057769775","2.3887999057769775"
"106","2.3289875984191895","2.3289875984191895","2.3289875984191895"
"107","2.353881359100342","2.353881359100342","2.353881359100342"
"108","2.2765862941741943","2.2765862941741943","2.2765862941741943"
"109","2.3843886852264404","2.3843886852264404","2.3843886852264404"
"110","2.3337199687957764","2.3337199687957764","2.3337199687957764"
"111","2.3756508827209473","2.3756508827209473","2.3756508827209473"
"112","2.3700308799743652","2.3700308799743652","2.3700308799743652"
"113","2.3182177543640137","2.3182177543640137","2.3182177543640137"
"114","2.358274221420288","2.358274221420288","2.358274221420288"
"115","2.311056613922119","2.311056613922119","2.311056613922119"
"116","2.3488802909851074","2.3488802909851074","2.3488802909851074"
"117","2.352384090423584","2.352384090423584","2.352384090423584"
"118","2.307612419128418","2.307612419128418","2.307612419128418"
"119","2.31235408782959","2.31235408782959","2.31235408782959"
"120","2.3007137775421143","2.3007137775421143","2.3007137775421143"
"121","2.2831461429595947","2.2831461429595947","2.2831461429595947"
"122","2.286334276199341","2.286334276199341","2.286334276199341"
"123","2.266781806945801","2.266781806945801","2.266781806945801"
"124","2.270433187484741","2.270433187484741","2.270433187484741"
"125","2.2806456089019775","2.2806456089019775","2.2806456089019775"
"126","2.2456016540527344","2.2456016540527344","2.2456016540527344"
"127","2.293489694595337","2.293489694595337","2.293489694595337"
"128","2.231139898300171","2.231139898300171","2.231139898300171"
"129","2.2598493099212646","2.2598493099212646","2.2598493099212646"
"130","2.245075225830078","2.245075225830078","2.245075225830078"
"131","2.2787206172943115","2.2787206172943115","2.2787206172943115"
"132","2.2140140533447266","2.2140140533447266","2.2140140533447266"
"133","2.2361457347869873","2.2361457347869873","2.2361457347869873"
"134","2.2189314365386963","2.2189314365386963","2.2189314365386963"
"135","2.1947035789489746","2.1947035789489746","2.1947035789489746"
"136","2.2468576431274414","2.2468576431274414","2.2468576431274414"
"137","2.209005355834961","2.209005355834961","2.209005355834961"
"138","2.2415919303894043","2.2415919303894043","2.2415919303894043"
"139","2.216014862060547","2.216014862060547","2.216014862060547"
"140","2.2124431133270264","2.2124431133270264","2.2124431133270264"
"141","2.179853916168213","2.179853916168213","2.179853916168213"
"142","2.199857473373413","2.199857473373413","2.199857473373413"
"143","2.165508270263672","2.165508270263672","2.165508270263672"
"144","2.201418161392212","2.201418161392212","2.201418161392212"
"145","2.222012519836426","2.222012519836426","2.222012519836426"
"146","2.1682000160217285","2.1682000160217285","2.1682000160217285"
"147","2.168506622314453","2.168506622314453","2.168506622314453"
"148","2.1573476791381836","2.1573476791381836","2.1573476791381836"
"149","2.1598472595214844","2.1598472595214844","2.1598472595214844"
"150","2.169297695159912","2.169297695159912","2.169297695159912"
"151","2.1613264083862305","2.1613264083862305","2.1613264083862305"
"152","2.1707534790039062","2.1707534790039062","2.1707534790039062"
"153","2.189753293991089","2.189753293991089","2.189753293991089"
"154","2.142408847808838","2.142408847808838","2.142408847808838"
"155","2.1255040168762207","2.1255040168762207","2.1255040168762207"
"156","2.1576504707336426","2.1576504707336426","2.1576504707336426"
"157","2.1653976440429688","2.1653976440429688","2.1653976440429688"
"158","2.1174917221069336","2.1174917221069336","2.1174917221069336"
"159","2.156696081161499","2.156696081161499","2.156696081161499"
"160","2.1390788555145264","2.1390788555145264","2.1390788555145264"
"161","2.1000289916992188","2.1000289916992188","2.1000289916992188"
"162","2.1439566612243652","2.1439566612243652","2.1439566612243652"
"163","2.141125202178955","2.141125202178955","2.141125202178955"
"164","2.076127052307129","2.076127052307129","2.076127052307129"
"165","2.14566707611084","2.14566707611084","2.14566707611084"
"166","2.129338264465332","2.129338264465332","2.129338264465332"
"167","2.100141763687134","2.100141763687134","2.100141763687134"
"168","2.167219400405884","2.167219400405884","2.167219400405884"
"169","2.160166025161743","2.160166025161743","2.160166025161743"
"170","2.1327133178710938","2.1327133178710938","2.1327133178710938"
"171","2.1436221599578857","2.1436221599578857","2.1436221599578857"
"172","2.0996901988983154","2.0996901988983154","2.0996901988983154"
"173","2.117840528488159","2.117840528488159","2.117840528488159"
"174","2.0991344451904297","2.0991344451904297","2.0991344451904297"
"175","2.1582412719726562","2.1582412719726562","2.1582412719726562"
"176","2.0948610305786133","2.0948610305786133","2.0948610305786133"
"177","2.077141523361206","2.077141523361206","2.077141523361206"
"178","2.078841209411621","2.078841209411621","2.078841209411621"
"179","2.0778298377990723","2.0778298377990723","2.0778298377990723"
"180","2.097452163696289","2.097452163696289","2.097452163696289"
"181","2.0933890342712402","2.0933890342712402","2.0933890342712402"
"182","2.0692737102508545","2.0692737102508545","2.0692737102508545"
"183","2.089630365371704","2.089630365371704","2.089630365371704"
"184","2.0921401977539062","2.0921401977539062","2.0921401977539062"
"185","2.0690178871154785","2.0690178871154785","2.0690178871154785"
"186","2.082277536392212","2.082277536392212","2.082277536392212"
"187","2.0581917762756348","2.0581917762756348","2.0581917762756348"
"188","2.0717172622680664","2.0717172622680664","2.0717172622680664"
"189","2.0995094776153564","2.0995094776153564","2.0995094776153564"
"190","2.110752582550049","2.110752582550049","2.110752582550049"
"191","2.0719552040100098","2.0719552040100098","2.0719552040100098"
"192","2.0317280292510986","2.0317280292510986","2.0317280292510986"
"193","2.0933680534362793","2.0933680534362793","2.0933680534362793"
"194","2.0236740112304688","2.0236740112304688","2.0236740112304688"
"195","2.0582940578460693","2.0582940578460693","2.0582940578460693"
"196","2.057410478591919","2.057410478591919","2.057410478591919"
"197","2.009783983230591","2.009783983230591","2.009783983230591"
"198","2.0348236560821533","2.0348236560821533","2.0348236560821533"
"199","2.011554718017578","2.011554718017578","2.011554718017578"
"200","2.0632967948913574","2.0632967948913574","2.0632967948913574"
"201","2.0217885971069336","2.0217885971069336","2.0217885971069336"
"202","2.050809144973755","2.050809144973755","2.050809144973755"
"203","1.9928438663482666","1.9928438663482666","1.9928438663482666"
"204","2.027538776397705","2.027538776397705","2.027538776397705"
"205","2.007568597793579","2.007568597793579","2.007568597793579"
"206","1.9777073860168457","1.9777073860168457","1.9777073860168457"
"207","2.0088367462158203","2.0088367462158203","2.0088367462158203"
"208","1.9835340976715088","1.9835340976715088","1.9835340976715088"
"209","1.966423749923706","1.966423749923706","1.966423749923706"
"210","2.0038414001464844","2.0038414001464844","2.0038414001464844"
"211","2.0066211223602295","2.0066211223602295","2.0066211223602295"
"212","1.9984534978866577","1.9984534978866577","1.9984534978866577"
"213","2.047128438949585","2.047128438949585","2.047128438949585"
"214","2.0349998474121094","2.0349998474121094","2.0349998474121094"
"215","2.0011701583862305","2.0011701583862305","2.0011701583862305"
"216","2.039529323577881","2.039529323577881","2.039529323577881"
"217","2.024419069290161","2.024419069290161","2.024419069290161"
"218","2.017622232437134","2.017622232437134","2.017622232437134"
"219","2.0218238830566406","2.0218238830566406","2.0218238830566406"
"220","1.964206576347351","1.964206576347351","1.964206576347351"
"221","1.9892293214797974","1.9892293214797974","1.9892293214797974"
"222","1.9768083095550537","1.9768083095550537","1.9768083095550537"
"223","1.9794189929962158","1.9794189929962158","1.9794189929962158"
"224","1.952972650527954","1.952972650527954","1.952972650527954"
"225","1.9592115879058838","1.9592115879058838","1.9592115879058838"
"226","1.9932713508605957","1.9932713508605957","1.9932713508605957"
"227","1.960817575454712","1.960817575454712","1.960817575454712"
"228","1.9815008640289307","1.9815008640289307","1.9815008640289307"
"229","2.0136337280273438","2.0136337280273438","2.0136337280273438"
"230","1.973131537437439","1.973131537437439","1.973131537437439"
"231","1.963977336883545","1.963977336883545","1.963977336883545"
"232","1.9545902013778687","1.9545902013778687","1.9545902013778687"
"233","1.9543395042419434","1.9543395042419434","1.9543395042419434"
"234","1.9464735984802246","1.9464735984802246","1.9464735984802246"
"235","1.9577362537384033","1.9577362537384033","1.9577362537384033"
"236","1.9625920057296753","1.9625920057296753","1.9625920057296753"
"237","1.9666223526000977","1.9666223526000977","1.9666223526000977"
"238","1.911024570465088","1.911024570465088","1.911024570465088"
"239","1.9432373046875","1.9432373046875","1.9432373046875"
"240","1.9292943477630615","1.9292943477630615","1.9292943477630615"
"241","1.9481985569000244","1.9481985569000244","1.9481985569000244"
"242","1.9516170024871826","1.9516170024871826","1.9516170024871826"
"243","1.9302277565002441","1.9302277565002441","1.9302277565002441"
"244","1.9351049661636353","1.9351049661636353","1.9351049661636353"
"245","1.9424629211425781","1.9424629211425781","1.9424629211425781"
"246","1.9084612131118774","1.9084612131118774","1.9084612131118774"
"247","1.8981971740722656","1.8981971740722656","1.8981971740722656"
"248","1.9383958578109741","1.9383958578109741","1.9383958578109741"
"249","1.9100747108459473","1.9100747108459473","1.9100747108459473"
"250","1.8850651979446411","1.8850651979446411","1.8850651979446411"
"251","1.9459569454193115","1.9459569454193115","1.9459569454193115"
"252","1.9359962940216064","1.9359962940216064","1.9359962940216064"
"253","1.9699219465255737","1.9699219465255737","1.9699219465255737"
"254","1.9263476133346558","1.9263476133346558","1.9263476133346558"
"255","1.900945782661438","1.900945782661438","1.900945782661438"
"256","1.907964825630188","1.907964825630188","1.907964825630188"
"257","1.9161872863769531","1.9161872863769531","1.9161872863769531"
"258","1.9253888130187988","1.9253888130187988","1.9253888130187988"
"259","1.9037586450576782","1.9037586450576782","1.9037586450576782"
"260","1.884992003440857","1.884992003440857","1.884992003440857"
"261","1.9203931093215942","1.9203931093215942","1.9203931093215942"
"262","1.8709100484848022","1.8709100484848022","1.8709100484848022"
"263","1.9003459215164185","1.9003459215164185","1.9003459215164185"
"264","1.8717193603515625","1.8717193603515625","1.8717193603515625"
"265","1.897874116897583","1.897874116897583","1.897874116897583"
"266","1.9199976921081543","1.9199976921081543","1.9199976921081543"
"267","1.914336919784546","1.914336919784546","1.914336919784546"
"268","1.8512274026870728","1.8512274026870728","1.8512274026870728"
"269","1.8168922662734985","1.8168922662734985","1.8168922662734985"
"270","1.9506433010101318","1.9506433010101318","1.9506433010101318"
"271","1.8778510093688965","1.8778510093688965","1.8778510093688965"
"272","1.898590326309204","1.898590326309204","1.898590326309204"
"273","1.8543111085891724","1.8543111085891724","1.8543111085891724"
"274","1.8483220338821411","1.8483220338821411","1.8483220338821411"
"275","1.861545443534851","1.861545443534851","1.861545443534851"
"276","1.9030637741088867","1.9030637741088867","1.9030637741088867"
"277","1.885448932647705","1.885448932647705","1.885448932647705"
"278","1.8321106433868408","1.8321106433868408","1.8321106433868408"
"279","1.8742828369140625","1.8742828369140625","1.8742828369140625"
"280","1.9045544862747192","1.9045544862747192","1.9045544862747192"
"281","1.8292431831359863","1.8292431831359863","1.8292431831359863"
"282","1.9017002582550049","1.9017002582550049","1.9017002582550049"
"283","1.8805153369903564","1.8805153369903564","1.8805153369903564"
"284","1.8885129690170288","1.8885129690170288","1.8885129690170288"
"285","1.8423186540603638","1.8423186540603638","1.8423186540603638"
"286","1.8468101024627686","1.8468101024627686","1.8468101024627686"
"287","1.8237802982330322","1.8237802982330322","1.8237802982330322"
"288","1.8478444814682007","1.8478444814682007","1.8478444814682007"
"289","1.837213397026062","1.837213397026062","1.837213397026062"
"290","1.7747820615768433","1.7747820615768433","1.7747820615768433"
"291","1.8959112167358398","1.8959112167358398","1.8959112167358398"
"292","1.8913053274154663","1.8913053274154663","1.8913053274154663"
"293","1.8216458559036255","1.8216458559036255","1.8216458559036255"
"294","1.8990473747253418","1.8990473747253418","1.8990473747253418"
"295","1.8269190788269043","1.8269190788269043","1.8269190788269043"
"296","1.8417599201202393","1.8417599201202393","1.8417599201202393"
"297","1.820698857307434","1.820698857307434","1.820698857307434"
"298","1.885798454284668","1.885798454284668","1.885798454284668"
"299","1.8198161125183105","1.8198161125183105","1.8198161125183105"
"300","1.8703868389129639","1.8703868389129639","1.8703868389129639"
"301","1.8207948207855225","1.8207948207855225","1.8207948207855225"
"302","1.8416616916656494","1.8416616916656494","1.8416616916656494"
"303","1.8371084928512573","1.8371084928512573","1.8371084928512573"
"304","1.8171159029006958","1.8171159029006958","1.8171159029006958"
"305","1.8076221942901611","1.8076221942901611","1.8076221942901611"
"306","1.8211108446121216","1.8211108446121216","1.8211108446121216"
"307","1.8568161725997925","1.8568161725997925","1.8568161725997925"
"308","1.8517626523971558","1.8517626523971558","1.8517626523971558"
"309","1.7971611022949219","1.7971611022949219","1.7971611022949219"
"310","1.7964951992034912","1.7964951992034912","1.7964951992034912"
"311","1.8571245670318604","1.8571245670318604","1.8571245670318604"
"312","1.8331081867218018","1.8331081867218018","1.8331081867218018"
"313","1.8386262655258179","1.8386262655258179","1.8386262655258179"
"314","1.8135873079299927","1.8135873079299927","1.8135873079299927"
"315","1.8323816061019897","1.8323816061019897","1.8323816061019897"
"316","1.8228908777236938","1.8228908777236938","1.8228908777236938"
"317","1.768446683883667","1.768446683883667","1.768446683883667"
"318","1.7854819297790527","1.7854819297790527","1.7854819297790527"
"319","1.8284037113189697","1.8284037113189697","1.8284037113189697"
"320","1.7959603071212769","1.7959603071212769","1.7959603071212769"
"321","1.7900878190994263","1.7900878190994263","1.7900878190994263"
"322","1.7948246002197266","1.7948246002197266","1.7948246002197266"
"323","1.764581561088562","1.764581561088562","1.764581561088562"
"324","1.8205362558364868","1.8205362558364868","1.8205362558364868"
"325","1.7948997020721436","1.7948997020721436","1.7948997020721436"
"326","1.8241751194000244","1.8241751194000244","1.8241751194000244"
"327","1.8059401512145996","1.8059401512145996","1.8059401512145996"
"328","1.7673308849334717","1.7673308849334717","1.7673308849334717"
"329","1.7869902849197388","1.7869902849197388","1.7869902849197388"
"330","1.7784088850021362","1.7784088850021362","1.7784088850021362"
"331","1.7855854034423828","1.7855854034423828","1.7855854034423828"
"332","1.7258131504058838","1.7258131504058838","1.7258131504058838"
"333","1.8008781671524048","1.8008781671524048","1.8008781671524048"
"334","1.7988479137420654","1.7988479137420654","1.7988479137420654"
"335","1.7820464372634888","1.7820464372634888","1.7820464372634888"
"336","1.8232110738754272","1.8232110738754272","1.8232110738754272"
"337","1.7541184425354004","1.7541184425354004","1.7541184425354004"
"338","1.8039592504501343","1.8039592504501343","1.8039592504501343"
"339","1.797383189201355","1.797383189201355","1.797383189201355"
"340","1.8002039194107056","1.8002039194107056","1.8002039194107056"
"341","1.8256231546401978","1.8256231546401978","1.8256231546401978"
"342","1.7748620510101318","1.7748620510101318","1.7748620510101318"
"343","1.7779858112335205","1.7779858112335205","1.7779858112335205"
"344","1.7693161964416504","1.7693161964416504","1.7693161964416504"
"345","1.7855066061019897","1.7855066061019897","1.7855066061019897"
"346","1.800103783607483","1.800103783607483","1.800103783607483"
"347","1.7612922191619873","1.7612922191619873","1.7612922191619873"
"348","1.794994831085205","1.794994831085205","1.794994831085205"
"349","1.7383630275726318","1.7383630275726318","1.7383630275726318"
"350","1.7658895254135132","1.7658895254135132","1.7658895254135132"
"351","1.7636945247650146","1.7636945247650146","1.7636945247650146"
"352","1.7483574151992798","1.7483574151992798","1.7483574151992798"
"353","1.8041096925735474","1.8041096925735474","1.8041096925735474"
"354","1.762481689453125","1.762481689453125","1.762481689453125"
"355","1.6837085485458374","1.6837085485458374","1.6837085485458374"
"356","1.7256205081939697","1.7256205081939697","1.7256205081939697"
"357","1.7772818803787231","1.7772818803787231","1.7772818803787231"
"358","1.7547024488449097","1.7547024488449097","1.7547024488449097"
"359","1.7296448945999146","1.7296448945999146","1.7296448945999146"
"360","1.7859169244766235","1.7859169244766235","1.7859169244766235"
"361","1.8011398315429688","1.8011398315429688","1.8011398315429688"
"362","1.784500241279602","1.784500241279602","1.784500241279602"
"363","1.7379071712493896","1.7379071712493896","1.7379071712493896"
"364","1.784005880355835","1.784005880355835","1.784005880355835"
"365","1.762943148612976","1.762943148612976","1.762943148612976"
"366","1.7631655931472778","1.7631655931472778","1.7631655931472778"
"367","1.740053415298462","1.740053415298462","1.740053415298462"
"368","1.738955020904541","1.738955020904541","1.738955020904541"
"369","1.7242562770843506","1.7242562770843506","1.7242562770843506"
"370","1.7649887800216675","1.7649887800216675","1.7649887800216675"
"371","1.7884979248046875","1.7884979248046875","1.7884979248046875"
"372","1.7365325689315796","1.7365325689315796","1.7365325689315796"
"373","1.7293611764907837","1.7293611764907837","1.7293611764907837"
"374","1.7414705753326416","1.7414705753326416","1.7414705753326416"
"375","1.7672408819198608","1.7672408819198608","1.7672408819198608"
"376","1.7363107204437256","1.7363107204437256","1.7363107204437256"
"377","1.6976208686828613","1.6976208686828613","1.6976208686828613"
"378","1.7274047136306763","1.7274047136306763","1.7274047136306763"
"379","1.7750126123428345","1.7750126123428345","1.7750126123428345"
"380","1.7609624862670898","1.7609624862670898","1.7609624862670898"
"381","1.7614686489105225","1.7614686489105225","1.7614686489105225"
"382","1.7224781513214111","1.7224781513214111","1.7224781513214111"
"383","1.7069157361984253","1.7069157361984253","1.7069157361984253"
"384","1.693273901939392","1.693273901939392","1.693273901939392"
"385","1.7730560302734375","1.7730560302734375","1.7730560302734375"
"386","1.753455400466919","1.753455400466919","1.753455400466919"
"387","1.707694411277771","1.707694411277771","1.707694411277771"
"388","1.7584067583084106","1.7584067583084106","1.7584067583084106"
"389","1.7196019887924194","1.7196019887924194","1.7196019887924194"
"390","1.7315642833709717","1.7315642833709717","1.7315642833709717"
"391","1.7660796642303467","1.7660796642303467","1.7660796642303467"
"392","1.6732147932052612","1.6732147932052612","1.6732147932052612"
"393","1.77913236618042","1.77913236618042","1.77913236618042"
"394","1.702294945716858","1.702294945716858","1.702294945716858"
"395","1.715188980102539","1.715188980102539","1.715188980102539"
"396","1.810634732246399","1.810634732246399","1.810634732246399"
"397","1.749986171722412","1.749986171722412","1.749986171722412"
"398","1.7382769584655762","1.7382769584655762","1.7382769584655762"
"399","1.7215688228607178","1.7215688228607178","1.7215688228607178"
"400","1.728667974472046","1.728667974472046","1.728667974472046"
"401","1.7611833810806274","1.7611833810806274","1.7611833810806274"
"402","1.717578649520874","1.717578649520874","1.717578649520874"
"403","1.7320828437805176","1.7320828437805176","1.7320828437805176"
"404","1.7610461711883545","1.7610461711883545","1.7610461711883545"
"405","1.7342634201049805","1.7342634201049805","1.7342634201049805"
"406","1.7197465896606445","1.7197465896606445","1.7197465896606445"
"407","1.7637104988098145","1.7637104988098145","1.7637104988098145"
"408","1.6813546419143677","1.6813546419143677","1.6813546419143677"
"409","1.6898117065429688","1.6898117065429688","1.6898117065429688"
"410","1.7357707023620605","1.7357707023620605","1.7357707023620605"
"411","1.6890933513641357","1.6890933513641357","1.6890933513641357"
"412","1.7020766735076904","1.7020766735076904","1.7020766735076904"
"413","1.7012526988983154","1.7012526988983154","1.7012526988983154"
"414","1.6980258226394653","1.6980258226394653","1.6980258226394653"
"415","1.67563796043396","1.67563796043396","1.67563796043396"
"416","1.7485216856002808","1.7485216856002808","1.7485216856002808"
"417","1.6728553771972656","1.6728553771972656","1.6728553771972656"
"418","1.7148724794387817","1.7148724794387817","1.7148724794387817"
"419","1.623091459274292","1.623091459274292","1.623091459274292"
"420","1.6785868406295776","1.6785868406295776","1.6785868406295776"
"421","1.6663779020309448","1.6663779020309448","1.6663779020309448"
"422","1.7071298360824585","1.7071298360824585","1.7071298360824585"
"423","1.661096453666687","1.661096453666687","1.661096453666687"
"424","1.7205573320388794","1.7205573320388794","1.7205573320388794"
"425","1.6933391094207764","1.6933391094207764","1.6933391094207764"
"426","1.7030436992645264","1.7030436992645264","1.7030436992645264"
"427","1.651239275932312","1.651239275932312","1.651239275932312"
"428","1.706528663635254","1.706528663635254","1.706528663635254"
"429","1.7158715724945068","1.7158715724945068","1.7158715724945068"
"430","1.7073709964752197","1.7073709964752197","1.7073709964752197"
"431","1.6782156229019165","1.6782156229019165","1.6782156229019165"
"432","1.6789592504501343","1.6789592504501343","1.6789592504501343"
"433","1.698499083518982","1.698499083518982","1.698499083518982"
"434","1.689681887626648","1.689681887626648","1.689681887626648"
"435","1.6640347242355347","1.6640347242355347","1.6640347242355347"
"436","1.682651400566101","1.682651400566101","1.682651400566101"
"437","1.6891074180603027","1.6891074180603027","1.6891074180603027"
"438","1.7251120805740356","1.7251120805740356","1.7251120805740356"
"439","1.668321967124939","1.668321967124939","1.668321967124939"
"440","1.6467485427856445","1.6467485427856445","1.6467485427856445"
"441","1.7169924974441528","1.7169924974441528","1.7169924974441528"
"442","1.645011305809021","1.645011305809021","1.645011305809021"
"443","1.7073203325271606","1.7073203325271606","1.7073203325271606"
"444","1.7040764093399048","1.7040764093399048","1.7040764093399048"
"445","1.6483412981033325","1.6483412981033325","1.6483412981033325"
"446","1.6899309158325195","1.6899309158325195","1.6899309158325195"
"447","1.687272310256958","1.687272310256958","1.687272310256958"
"448","1.6605350971221924","1.6605350971221924","1.6605350971221924"
"449","1.7068933248519897","1.7068933248519897","1.7068933248519897"
"450","1.6321601867675781","1.6321601867675781","1.6321601867675781"
"451","1.6608047485351562","1.6608047485351562","1.6608047485351562"
"452","1.6908619403839111","1.6908619403839111","1.6908619403839111"
"453","1.6948671340942383","1.6948671340942383","1.6948671340942383"
"454","1.6177335977554321","1.6177335977554321","1.6177335977554321"
"455","1.6747913360595703","1.6747913360595703","1.6747913360595703"
"456","1.6490296125411987","1.6490296125411987","1.6490296125411987"
"457","1.5891673564910889","1.5891673564910889","1.5891673564910889"
"458","1.6351643800735474","1.6351643800735474","1.6351643800735474"
"459","1.6451067924499512","1.6451067924499512","1.6451067924499512"
"460","1.6818636655807495","1.6818636655807495","1.6818636655807495"
"461","1.7084927558898926","1.7084927558898926","1.7084927558898926"
