"Step","medium_openwebtext - decoder_val_loss","medium_openwebtext - decoder_val_loss__MIN","medium_openwebtext - decoder_val_loss__MAX"
"21000","5.140820398330688","5.140820398330688","5.140820398330688"
"21500","5.127703609466553","5.127703609466553","5.127703609466553"
"22000","5.1079786682128905","5.1079786682128905","5.1079786682128905"
"22500","5.13379316329956","5.13379316329956","5.13379316329956"
"23000","5.07621127128601","5.07621127128601","5.07621127128601"
"23500","5.080465326309204","5.080465326309204","5.080465326309204"
"24000","5.092976484298706","5.092976484298706","5.092976484298706"
"24500","5.066316051483154","5.066316051483154","5.066316051483154"
"25000","5.033362970352173","5.033362970352173","5.033362970352173"
"25500","5.064854383468628","5.064854383468628","5.064854383468628"
"26000","5.019601154327392","5.019601154327392","5.019601154327392"
"26500","5.011997804641724","5.011997804641724","5.011997804641724"
"27000","5.036628551483155","5.036628551483155","5.036628551483155"
"27500","5.027409934997559","5.027409934997559","5.027409934997559"
"28000","5.00531310081482","5.00531310081482","5.00531310081482"
"28500","5.001965656280517","5.001965656280517","5.001965656280517"
"29000","5.002846670150757","5.002846670150757","5.002846670150757"
"29500","4.981595401763916","4.981595401763916","4.981595401763916"
"30000","4.99839370727539","4.99839370727539","4.99839370727539"
"30500","4.98704119682312","4.98704119682312","4.98704119682312"
"31000","4.967412605285644","4.967412605285644","4.967412605285644"
"31500","5.008265533447266","5.008265533447266","5.008265533447266"
"32000","4.946241254806519","4.946241254806519","4.946241254806519"
"32500","4.9454268455505375","4.9454268455505375","4.9454268455505375"
"33000","4.920754461288452","4.920754461288452","4.920754461288452"
"33500","4.94616439819336","4.94616439819336","4.94616439819336"
"34000","4.930113325119018","4.930113325119018","4.930113325119018"
"34500","4.931596298217773","4.931596298217773","4.931596298217773"
"35000","4.926549339294434","4.926549339294434","4.926549339294434"
"35500","4.947262010574341","4.947262010574341","4.947262010574341"
"36000","4.93815357208252","4.93815357208252","4.93815357208252"
"36500","4.926842889785767","4.926842889785767","4.926842889785767"
"37000","4.915152254104615","4.915152254104615","4.915152254104615"
"37500","4.924641523361206","4.924641523361206","4.924641523361206"
"38000","4.923988656997681","4.923988656997681","4.923988656997681"
"38500","4.891230850219727","4.891230850219727","4.891230850219727"
"39000","4.90599024772644","4.90599024772644","4.90599024772644"
"39500","4.919211273193359","4.919211273193359","4.919211273193359"
"40000","4.903625898361206","4.903625898361206","4.903625898361206"
"40500","4.857035903930664","4.857035903930664","4.857035903930664"
"41000","4.893755712509155","4.893755712509155","4.893755712509155"
"41500","4.885480422973632","4.885480422973632","4.885480422973632"
"42000","4.8829574871063235","4.8829574871063235","4.8829574871063235"
"42500","4.868758764266968","4.868758764266968","4.868758764266968"
"43000","4.8709139728546145","4.8709139728546145","4.8709139728546145"
"43500","4.852896633148194","4.852896633148194","4.852896633148194"
"44000","4.891517200469971","4.891517200469971","4.891517200469971"
"44500","4.851159963607788","4.851159963607788","4.851159963607788"
"45000","4.871955394744873","4.871955394744873","4.871955394744873"
"45500","4.887460918426513","4.887460918426513","4.887460918426513"
"46000","4.856801528930664","4.856801528930664","4.856801528930664"
"46500","4.8735481548309325","4.8735481548309325","4.8735481548309325"
"47000","4.858908796310425","4.858908796310425","4.858908796310425"
"47500","4.855827217102051","4.855827217102051","4.855827217102051"
"48000","4.880711097717285","4.880711097717285","4.880711097717285"
"48500","4.83697172164917","4.83697172164917","4.83697172164917"
"49000","4.8442560577392575","4.8442560577392575","4.8442560577392575"
"49500","4.838427734375","4.838427734375","4.838427734375"
"50000","4.845729360580444","4.845729360580444","4.845729360580444"
"50500","4.867540245056152","4.867540245056152","4.867540245056152"
"51000","4.82760085105896","4.82760085105896","4.82760085105896"
"51500","4.826760206222534","4.826760206222534","4.826760206222534"
"52000","4.812198314666748","4.812198314666748","4.812198314666748"
"52500","4.814129247665405","4.814129247665405","4.814129247665405"
"53000","4.8293723869323735","4.8293723869323735","4.8293723869323735"
"53500","4.822452363967895","4.822452363967895","4.822452363967895"
"54000","4.8240087890625","4.8240087890625","4.8240087890625"
"54500","4.821165599822998","4.821165599822998","4.821165599822998"
"55000","4.782225923538208","4.782225923538208","4.782225923538208"
"55500","4.8049048328399655","4.8049048328399655","4.8049048328399655"
"56000","4.836249361038208","4.836249361038208","4.836249361038208"
"56500","4.805513038635254","4.805513038635254","4.805513038635254"
"57000","4.806441173553467","4.806441173553467","4.806441173553467"
"57500","4.807660465240478","4.807660465240478","4.807660465240478"
"58000","4.827714576721191","4.827714576721191","4.827714576721191"
"58500","4.800864295959473","4.800864295959473","4.800864295959473"
"59000","4.7788090133667","4.7788090133667","4.7788090133667"
"59500","4.78636736869812","4.78636736869812","4.78636736869812"
"60000","4.7755517578125","4.7755517578125","4.7755517578125"
"60500","4.781197757720947","4.781197757720947","4.781197757720947"
"61000","4.767751913070679","4.767751913070679","4.767751913070679"
"61500","4.810060958862305","4.810060958862305","4.810060958862305"
"62000","4.763440933227539","4.763440933227539","4.763440933227539"
"62500","4.801351680755615","4.801351680755615","4.801351680755615"
"63000","4.777843866348267","4.777843866348267","4.777843866348267"
"63500","4.791120843887329","4.791120843887329","4.791120843887329"
"64000","4.7955520057678225","4.7955520057678225","4.7955520057678225"
"64500","4.7880316257476805","4.7880316257476805","4.7880316257476805"
"65000","4.766011419296265","4.766011419296265","4.766011419296265"
"65500","4.800364303588867","4.800364303588867","4.800364303588867"
"66000","4.788739347457886","4.788739347457886","4.788739347457886"
"66500","4.800148973464966","4.800148973464966","4.800148973464966"
"67000","4.793400220870971","4.793400220870971","4.793400220870971"
"67500","4.758190841674804","4.758190841674804","4.758190841674804"
"68000","4.773224849700927","4.773224849700927","4.773224849700927"
"68500","4.732051134109497","4.732051134109497","4.732051134109497"
"69000","4.78364260673523","4.78364260673523","4.78364260673523"
"69500","4.769201421737671","4.769201421737671","4.769201421737671"
"70000","4.784569292068482","4.784569292068482","4.784569292068482"
"70500","4.756863079071045","4.756863079071045","4.756863079071045"
"71000","4.757972717285156","4.757972717285156","4.757972717285156"
"71500","4.752315673828125","4.752315673828125","4.752315673828125"
"72000","4.760668735504151","4.760668735504151","4.760668735504151"
"72500","4.753099317550659","4.753099317550659","4.753099317550659"
"73000","4.729391231536865","4.729391231536865","4.729391231536865"
"73500","4.73320764541626","4.73320764541626","4.73320764541626"
"74000","4.7341208744049075","4.7341208744049075","4.7341208744049075"
"74500","4.751990070343018","4.751990070343018","4.751990070343018"
"75000","4.7678760814666745","4.7678760814666745","4.7678760814666745"
"75500","4.720189237594605","4.720189237594605","4.720189237594605"
"76000","4.7706013202667235","4.7706013202667235","4.7706013202667235"
"76500","4.744397916793823","4.744397916793823","4.744397916793823"
"77000","4.753293294906616","4.753293294906616","4.753293294906616"
"77500","4.744988260269165","4.744988260269165","4.744988260269165"
"78000","4.722383728027344","4.722383728027344","4.722383728027344"
"78500","4.729249382019043","4.729249382019043","4.729249382019043"
"79000","4.730917129516602","4.730917129516602","4.730917129516602"
"79500","4.754931192398072","4.754931192398072","4.754931192398072"
"80000","4.7712421894073485","4.7712421894073485","4.7712421894073485"
"80500","4.758645181655884","4.758645181655884","4.758645181655884"
"81000","4.724107494354248","4.724107494354248","4.724107494354248"
"81500","4.733344326019287","4.733344326019287","4.733344326019287"
"82000","4.722385311126709","4.722385311126709","4.722385311126709"
"82500","4.750031700134278","4.750031700134278","4.750031700134278"
"83000","4.7623117065429685","4.7623117065429685","4.7623117065429685"
"83500","4.708840379714966","4.708840379714966","4.708840379714966"
"84000","4.761041746139527","4.761041746139527","4.761041746139527"
"84500","4.74230149269104","4.74230149269104","4.74230149269104"
"85000","4.738255739212036","4.738255739212036","4.738255739212036"
"85500","4.717559604644776","4.717559604644776","4.717559604644776"
"86000","4.733586692810059","4.733586692810059","4.733586692810059"
"86500","4.727985849380493","4.727985849380493","4.727985849380493"
"87000","4.750953817367554","4.750953817367554","4.750953817367554"
"87500","4.717212743759156","4.717212743759156","4.717212743759156"
"88000","4.763468952178955","4.763468952178955","4.763468952178955"
"88500","4.712369451522827","4.712369451522827","4.712369451522827"
"89000","4.703712158203125","4.703712158203125","4.703712158203125"
"89500","4.712348365783692","4.712348365783692","4.712348365783692"
"90000","4.760685729980469","4.760685729980469","4.760685729980469"
"90500","4.736770315170288","4.736770315170288","4.736770315170288"
"91000","4.740606670379639","4.740606670379639","4.740606670379639"
"91500","4.722181549072266","4.722181549072266","4.722181549072266"
"92000","4.714906539916992","4.714906539916992","4.714906539916992"
"92500","4.72022216796875","4.72022216796875","4.72022216796875"
"93000","4.715573558807373","4.715573558807373","4.715573558807373"
"93500","4.692719049453736","4.692719049453736","4.692719049453736"
"94000","4.76253870010376","4.76253870010376","4.76253870010376"
"94500","4.717434339523315","4.717434339523315","4.717434339523315"
"95000","4.743471565246582","4.743471565246582","4.743471565246582"
"95500","4.707897138595581","4.707897138595581","4.707897138595581"
"96000","4.726661558151245","4.726661558151245","4.726661558151245"
"96500","4.744686765670776","4.744686765670776","4.744686765670776"
"97000","4.697347602844238","4.697347602844238","4.697347602844238"
"97500","4.718543949127198","4.718543949127198","4.718543949127198"
"98000","4.70597936630249","4.70597936630249","4.70597936630249"
"98500","4.707541513442993","4.707541513442993","4.707541513442993"
"99000","4.697744951248169","4.697744951248169","4.697744951248169"
"99500","4.703563098907471","4.703563098907471","4.703563098907471"
"100000","4.7390375900268555","4.7390375900268555","4.7390375900268555"
"100500","4.725048980712891","4.725048980712891","4.725048980712891"
"101000","4.7197121906280515","4.7197121906280515","4.7197121906280515"
"101500","4.715737924575806","4.715737924575806","4.715737924575806"
"102000","4.707863368988037","4.707863368988037","4.707863368988037"
"102500","4.740463600158692","4.740463600158692","4.740463600158692"
"103000","4.701024837493897","4.701024837493897","4.701024837493897"
"103500","4.701757841110229","4.701757841110229","4.701757841110229"
"104000","4.713738451004028","4.713738451004028","4.713738451004028"
"104500","4.688617677688598","4.688617677688598","4.688617677688598"
"105000","4.7104471397399905","4.7104471397399905","4.7104471397399905"
"105500","4.707676343917846","4.707676343917846","4.707676343917846"
"106000","4.718036289215088","4.718036289215088","4.718036289215088"
"106500","4.709564380645752","4.709564380645752","4.709564380645752"
"107000","4.710243244171142","4.710243244171142","4.710243244171142"
"107500","4.683190069198608","4.683190069198608","4.683190069198608"
"108000","4.72607253074646","4.72607253074646","4.72607253074646"
"108500","4.70004545211792","4.70004545211792","4.70004545211792"
"109000","4.693170862197876","4.693170862197876","4.693170862197876"
"109500","4.715585985183716","4.715585985183716","4.715585985183716"
"110000","4.73562198638916","4.73562198638916","4.73562198638916"
"110500","4.698717403411865","4.698717403411865","4.698717403411865"
"111000","4.729745416641236","4.729745416641236","4.729745416641236"
"111500","4.698406915664673","4.698406915664673","4.698406915664673"
"112000","4.732136821746826","4.732136821746826","4.732136821746826"
"112500","4.696715822219849","4.696715822219849","4.696715822219849"
"113000","4.71604733467102","4.71604733467102","4.71604733467102"
"113500","4.698590612411499","4.698590612411499","4.698590612411499"
"114000","4.686387205123902","4.686387205123902","4.686387205123902"
"114500","4.7192291831970214","4.7192291831970214","4.7192291831970214"
"115000","4.716099290847779","4.716099290847779","4.716099290847779"
"115500","4.712891454696655","4.712891454696655","4.712891454696655"
"116000","4.698554153442383","4.698554153442383","4.698554153442383"
"116500","4.702607917785644","4.702607917785644","4.702607917785644"
"117000","4.691668825149536","4.691668825149536","4.691668825149536"
"117500","4.7049876403808595","4.7049876403808595","4.7049876403808595"
"118000","4.6869399452209475","4.6869399452209475","4.6869399452209475"
"118500","4.716930532455445","4.716930532455445","4.716930532455445"
"119000","4.6872404766082765","4.6872404766082765","4.6872404766082765"
"119500","4.686048641204834","4.686048641204834","4.686048641204834"
"120000","4.700649843215943","4.700649843215943","4.700649843215943"
"120500","4.726544132232666","4.726544132232666","4.726544132232666"
"121000","4.694547500610351","4.694547500610351","4.694547500610351"
"121500","4.699108448028564","4.699108448028564","4.699108448028564"
"122000","4.697543172836304","4.697543172836304","4.697543172836304"
"122500","4.714349660873413","4.714349660873413","4.714349660873413"
"123000","4.714852514266968","4.714852514266968","4.714852514266968"
"123500","4.69450590133667","4.69450590133667","4.69450590133667"
"124000","4.70071325302124","4.70071325302124","4.70071325302124"
"124500","4.699311590194702","4.699311590194702","4.699311590194702"
"125000","4.711512575149536","4.711512575149536","4.711512575149536"
"125500","4.706578531265259","4.706578531265259","4.706578531265259"
"126000","4.715511627197266","4.715511627197266","4.715511627197266"
"126500","4.737935161590576","4.737935161590576","4.737935161590576"
"127000","4.710100059509277","4.710100059509277","4.710100059509277"
"127500","4.709814901351929","4.709814901351929","4.709814901351929"
"128000","4.670066843032837","4.670066843032837","4.670066843032837"
"128500","4.67711615562439","4.67711615562439","4.67711615562439"
"129000","4.7178842639923095","4.7178842639923095","4.7178842639923095"
"129500","4.706040229797363","4.706040229797363","4.706040229797363"
"130000","4.706023082733155","4.706023082733155","4.706023082733155"
"130500","4.683260908126831","4.683260908126831","4.683260908126831"
"131000","4.699184627532959","4.699184627532959","4.699184627532959"
"131500","4.721336193084717","4.721336193084717","4.721336193084717"
"132000","4.721412324905396","4.721412324905396","4.721412324905396"
"132500","4.694614839553833","4.694614839553833","4.694614839553833"
"133000","4.715217638015747","4.715217638015747","4.715217638015747"
"133500","4.699371004104615","4.699371004104615","4.699371004104615"
"134000","4.7115882301330565","4.7115882301330565","4.7115882301330565"
"134500","4.682329216003418","4.682329216003418","4.682329216003418"
"135000","4.71191930770874","4.71191930770874","4.71191930770874"
"135500","4.735696649551391","4.735696649551391","4.735696649551391"
"136000","4.710436372756958","4.710436372756958","4.710436372756958"
"136500","4.737207336425781","4.737207336425781","4.737207336425781"
"137000","4.681227350234986","4.681227350234986","4.681227350234986"
"137500","4.705515928268433","4.705515928268433","4.705515928268433"
"138000","4.708678350448609","4.708678350448609","4.708678350448609"
"138500","4.714203596115112","4.714203596115112","4.714203596115112"
"139000","4.70834002494812","4.70834002494812","4.70834002494812"
"139500","4.699083528518677","4.699083528518677","4.699083528518677"
"140000","4.702641525268555","4.702641525268555","4.702641525268555"
"140500","4.748189582824707","4.748189582824707","4.748189582824707"
"141000","4.685817975997924","4.685817975997924","4.685817975997924"
"141500","4.70461215019226","4.70461215019226","4.70461215019226"
"142000","4.723568801879883","4.723568801879883","4.723568801879883"
"142500","4.705525217056274","4.705525217056274","4.705525217056274"
"143000","4.714477558135986","4.714477558135986","4.714477558135986"
"143500","4.686143388748169","4.686143388748169","4.686143388748169"
"144000","4.691370468139649","4.691370468139649","4.691370468139649"
"144500","4.712638664245605","4.712638664245605","4.712638664245605"
"145000","4.710214357376099","4.710214357376099","4.710214357376099"
"145500","4.715812578201294","4.715812578201294","4.715812578201294"
"146000","4.741161527633667","4.741161527633667","4.741161527633667"
"146500","4.708258228302002","4.708258228302002","4.708258228302002"
"147000","4.660055618286133","4.660055618286133","4.660055618286133"
"147500","4.706289987564087","4.706289987564087","4.706289987564087"
"148000","4.707062568664551","4.707062568664551","4.707062568664551"
"148500","4.708555555343628","4.708555555343628","4.708555555343628"
"149000","4.713619050979614","4.713619050979614","4.713619050979614"
"149500","4.691024675369262","4.691024675369262","4.691024675369262"
"150000","4.7428824329376225","4.7428824329376225","4.7428824329376225"
"150500","4.715931692123413","4.715931692123413","4.715931692123413"
"151000","4.70886715888977","4.70886715888977","4.70886715888977"
