"Step","shakespeare_small_encoder_0 - train_loss","shakespeare_small_encoder_0 - train_loss__MIN","shakespeare_small_encoder_0 - train_loss__MAX"
"70","2.6724367141723633","2.6724367141723633","2.6724367141723633"
"71","2.6927490234375","2.6927490234375","2.6927490234375"
"72","2.6409459114074707","2.6409459114074707","2.6409459114074707"
"73","2.6239776611328125","2.6239776611328125","2.6239776611328125"
"74","2.6503734588623047","2.6503734588623047","2.6503734588623047"
"75","2.639435291290283","2.639435291290283","2.639435291290283"
"76","2.625054359436035","2.625054359436035","2.625054359436035"
"77","2.6510467529296875","2.6510467529296875","2.6510467529296875"
"78","2.6292033195495605","2.6292033195495605","2.6292033195495605"
"79","2.6433911323547363","2.6433911323547363","2.6433911323547363"
"80","2.6316866874694824","2.6316866874694824","2.6316866874694824"
"81","2.6148767471313477","2.6148767471313477","2.6148767471313477"
"82","2.598471164703369","2.598471164703369","2.598471164703369"
"83","2.596137046813965","2.596137046813965","2.596137046813965"
"84","2.5795087814331055","2.5795087814331055","2.5795087814331055"
"85","2.560134172439575","2.560134172439575","2.560134172439575"
"86","2.563997983932495","2.563997983932495","2.563997983932495"
"87","2.5821962356567383","2.5821962356567383","2.5821962356567383"
"88","2.552703857421875","2.552703857421875","2.552703857421875"
"89","2.5714125633239746","2.5714125633239746","2.5714125633239746"
"90","2.553004503250122","2.553004503250122","2.553004503250122"
"91","2.5762577056884766","2.5762577056884766","2.5762577056884766"
"92","2.571397542953491","2.571397542953491","2.571397542953491"
"93","2.5487616062164307","2.5487616062164307","2.5487616062164307"
"94","2.5674335956573486","2.5674335956573486","2.5674335956573486"
"95","2.5532238483428955","2.5532238483428955","2.5532238483428955"
"96","2.5185582637786865","2.5185582637786865","2.5185582637786865"
"97","2.552478551864624","2.552478551864624","2.552478551864624"
"98","2.516552448272705","2.516552448272705","2.516552448272705"
"99","2.5233166217803955","2.5233166217803955","2.5233166217803955"
"100","2.5330886840820312","2.5330886840820312","2.5330886840820312"
"101","2.5062854290008545","2.5062854290008545","2.5062854290008545"
"102","2.5593717098236084","2.5593717098236084","2.5593717098236084"
"103","2.5156962871551514","2.5156962871551514","2.5156962871551514"
"104","2.5237045288085938","2.5237045288085938","2.5237045288085938"
"105","2.5410256385803223","2.5410256385803223","2.5410256385803223"
"106","2.5280065536499023","2.5280065536499023","2.5280065536499023"
"107","2.53560209274292","2.53560209274292","2.53560209274292"
"108","2.5117454528808594","2.5117454528808594","2.5117454528808594"
"109","2.519749402999878","2.519749402999878","2.519749402999878"
"110","2.5205631256103516","2.5205631256103516","2.5205631256103516"
"111","2.4826838970184326","2.4826838970184326","2.4826838970184326"
"112","2.511007308959961","2.511007308959961","2.511007308959961"
"113","2.4824440479278564","2.4824440479278564","2.4824440479278564"
"114","2.5136899948120117","2.5136899948120117","2.5136899948120117"
"115","2.4842183589935303","2.4842183589935303","2.4842183589935303"
"116","2.524533987045288","2.524533987045288","2.524533987045288"
"117","2.5241572856903076","2.5241572856903076","2.5241572856903076"
"118","2.5473344326019287","2.5473344326019287","2.5473344326019287"
"119","2.513092041015625","2.513092041015625","2.513092041015625"
"120","2.495159864425659","2.495159864425659","2.495159864425659"
"121","2.4814999103546143","2.4814999103546143","2.4814999103546143"
"122","2.4888572692871094","2.4888572692871094","2.4888572692871094"
"123","2.477391242980957","2.477391242980957","2.477391242980957"
"124","2.498866081237793","2.498866081237793","2.498866081237793"
"125","2.4900617599487305","2.4900617599487305","2.4900617599487305"
"126","2.492516040802002","2.492516040802002","2.492516040802002"
"127","2.4566898345947266","2.4566898345947266","2.4566898345947266"
"128","2.457643985748291","2.457643985748291","2.457643985748291"
"129","2.4713597297668457","2.4713597297668457","2.4713597297668457"
"130","2.4795732498168945","2.4795732498168945","2.4795732498168945"
"131","2.4570817947387695","2.4570817947387695","2.4570817947387695"
"132","2.478957414627075","2.478957414627075","2.478957414627075"
"133","2.463315725326538","2.463315725326538","2.463315725326538"
"134","2.4490015506744385","2.4490015506744385","2.4490015506744385"
"135","2.450636148452759","2.450636148452759","2.450636148452759"
"136","2.508591651916504","2.508591651916504","2.508591651916504"
"137","2.440814256668091","2.440814256668091","2.440814256668091"
"138","2.409562110900879","2.409562110900879","2.409562110900879"
"139","2.463848114013672","2.463848114013672","2.463848114013672"
"140","2.4300708770751953","2.4300708770751953","2.4300708770751953"
"141","2.4265568256378174","2.4265568256378174","2.4265568256378174"
"142","2.4206933975219727","2.4206933975219727","2.4206933975219727"
"143","2.4154086112976074","2.4154086112976074","2.4154086112976074"
"144","2.461268424987793","2.461268424987793","2.461268424987793"
"145","2.430068254470825","2.430068254470825","2.430068254470825"
"146","2.4677767753601074","2.4677767753601074","2.4677767753601074"
"147","2.4398415088653564","2.4398415088653564","2.4398415088653564"
"148","2.4418301582336426","2.4418301582336426","2.4418301582336426"
"149","2.4071426391601562","2.4071426391601562","2.4071426391601562"
"150","2.412923574447632","2.412923574447632","2.412923574447632"
"151","2.393664836883545","2.393664836883545","2.393664836883545"
"152","2.449625015258789","2.449625015258789","2.449625015258789"
"153","2.4102728366851807","2.4102728366851807","2.4102728366851807"
"154","2.3574860095977783","2.3574860095977783","2.3574860095977783"
"155","2.423870086669922","2.423870086669922","2.423870086669922"
"156","2.4165539741516113","2.4165539741516113","2.4165539741516113"
"157","2.4265565872192383","2.4265565872192383","2.4265565872192383"
"158","2.388577461242676","2.388577461242676","2.388577461242676"
"159","2.39023756980896","2.39023756980896","2.39023756980896"
"160","2.3707480430603027","2.3707480430603027","2.3707480430603027"
"161","2.3840103149414062","2.3840103149414062","2.3840103149414062"
"162","2.378298044204712","2.378298044204712","2.378298044204712"
"163","2.386636734008789","2.386636734008789","2.386636734008789"
"164","2.3899426460266113","2.3899426460266113","2.3899426460266113"
"165","2.344956398010254","2.344956398010254","2.344956398010254"
"166","2.41304874420166","2.41304874420166","2.41304874420166"
"167","2.3966116905212402","2.3966116905212402","2.3966116905212402"
"168","2.3815715312957764","2.3815715312957764","2.3815715312957764"
"169","2.349804639816284","2.349804639816284","2.349804639816284"
"170","2.3563151359558105","2.3563151359558105","2.3563151359558105"
"171","2.375422239303589","2.375422239303589","2.375422239303589"
"172","2.3696138858795166","2.3696138858795166","2.3696138858795166"
"173","2.355743885040283","2.355743885040283","2.355743885040283"
"174","2.398236036300659","2.398236036300659","2.398236036300659"
"175","2.335238456726074","2.335238456726074","2.335238456726074"
"176","2.3446311950683594","2.3446311950683594","2.3446311950683594"
"177","2.3524463176727295","2.3524463176727295","2.3524463176727295"
"178","2.3382983207702637","2.3382983207702637","2.3382983207702637"
"179","2.3522353172302246","2.3522353172302246","2.3522353172302246"
"180","2.380091905593872","2.380091905593872","2.380091905593872"
"181","2.3839664459228516","2.3839664459228516","2.3839664459228516"
"182","2.37809419631958","2.37809419631958","2.37809419631958"
"183","2.3346619606018066","2.3346619606018066","2.3346619606018066"
"184","2.3836019039154053","2.3836019039154053","2.3836019039154053"
"185","2.3177576065063477","2.3177576065063477","2.3177576065063477"
"186","2.3154773712158203","2.3154773712158203","2.3154773712158203"
"187","2.3398194313049316","2.3398194313049316","2.3398194313049316"
"188","2.339264392852783","2.339264392852783","2.339264392852783"
"189","2.2925329208374023","2.2925329208374023","2.2925329208374023"
"190","2.2942309379577637","2.2942309379577637","2.2942309379577637"
"191","2.3718583583831787","2.3718583583831787","2.3718583583831787"
"192","2.3318657875061035","2.3318657875061035","2.3318657875061035"
"193","2.3138723373413086","2.3138723373413086","2.3138723373413086"
"194","2.323092460632324","2.323092460632324","2.323092460632324"
"195","2.299569606781006","2.299569606781006","2.299569606781006"
"196","2.271667003631592","2.271667003631592","2.271667003631592"
"197","2.269968032836914","2.269968032836914","2.269968032836914"
"198","2.308119297027588","2.308119297027588","2.308119297027588"
"199","2.272214889526367","2.272214889526367","2.272214889526367"
"200","2.258585214614868","2.258585214614868","2.258585214614868"
"201","2.3038859367370605","2.3038859367370605","2.3038859367370605"
"202","2.3086862564086914","2.3086862564086914","2.3086862564086914"
"203","2.282121419906616","2.282121419906616","2.282121419906616"
"204","2.272895097732544","2.272895097732544","2.272895097732544"
"205","2.25504469871521","2.25504469871521","2.25504469871521"
"206","2.2776877880096436","2.2776877880096436","2.2776877880096436"
"207","2.292579412460327","2.292579412460327","2.292579412460327"
"208","2.263929843902588","2.263929843902588","2.263929843902588"
"209","2.2744812965393066","2.2744812965393066","2.2744812965393066"
"210","2.242798328399658","2.242798328399658","2.242798328399658"
"211","2.267049789428711","2.267049789428711","2.267049789428711"
"212","2.264906644821167","2.264906644821167","2.264906644821167"
"213","2.269660472869873","2.269660472869873","2.269660472869873"
"214","2.2526004314422607","2.2526004314422607","2.2526004314422607"
"215","2.246394157409668","2.246394157409668","2.246394157409668"
"216","2.2581753730773926","2.2581753730773926","2.2581753730773926"
"217","2.2095398902893066","2.2095398902893066","2.2095398902893066"
"218","2.2299656867980957","2.2299656867980957","2.2299656867980957"
"219","2.2556262016296387","2.2556262016296387","2.2556262016296387"
"220","2.2631995677948","2.2631995677948","2.2631995677948"
"221","2.2212090492248535","2.2212090492248535","2.2212090492248535"
"222","2.2147374153137207","2.2147374153137207","2.2147374153137207"
"223","2.211742401123047","2.211742401123047","2.211742401123047"
"224","2.2782723903656006","2.2782723903656006","2.2782723903656006"
"225","2.212329149246216","2.212329149246216","2.212329149246216"
"226","2.197568893432617","2.197568893432617","2.197568893432617"
"227","2.2006044387817383","2.2006044387817383","2.2006044387817383"
"228","2.207064151763916","2.207064151763916","2.207064151763916"
"229","2.2078845500946045","2.2078845500946045","2.2078845500946045"
"230","2.2235989570617676","2.2235989570617676","2.2235989570617676"
"231","2.224503517150879","2.224503517150879","2.224503517150879"
"232","2.1970601081848145","2.1970601081848145","2.1970601081848145"
"233","2.192675828933716","2.192675828933716","2.192675828933716"
"234","2.2272863388061523","2.2272863388061523","2.2272863388061523"
"235","2.201284408569336","2.201284408569336","2.201284408569336"
"236","2.1862215995788574","2.1862215995788574","2.1862215995788574"
"237","2.217289924621582","2.217289924621582","2.217289924621582"
"238","2.172085762023926","2.172085762023926","2.172085762023926"
"239","2.146364688873291","2.146364688873291","2.146364688873291"
"240","2.1998722553253174","2.1998722553253174","2.1998722553253174"
"241","2.1769378185272217","2.1769378185272217","2.1769378185272217"
"242","2.163572311401367","2.163572311401367","2.163572311401367"
"243","2.1839590072631836","2.1839590072631836","2.1839590072631836"
"244","2.1884727478027344","2.1884727478027344","2.1884727478027344"
"245","2.1771438121795654","2.1771438121795654","2.1771438121795654"
"246","2.151790142059326","2.151790142059326","2.151790142059326"
"247","2.1812469959259033","2.1812469959259033","2.1812469959259033"
"248","2.2073259353637695","2.2073259353637695","2.2073259353637695"
"249","2.1562461853027344","2.1562461853027344","2.1562461853027344"
"250","2.1191678047180176","2.1191678047180176","2.1191678047180176"
"251","2.18261456489563","2.18261456489563","2.18261456489563"
"252","2.112281322479248","2.112281322479248","2.112281322479248"
"253","2.1292452812194824","2.1292452812194824","2.1292452812194824"
"254","2.1551780700683594","2.1551780700683594","2.1551780700683594"
"255","2.1716198921203613","2.1716198921203613","2.1716198921203613"
"256","2.1490132808685303","2.1490132808685303","2.1490132808685303"
"257","2.1459035873413086","2.1459035873413086","2.1459035873413086"
"258","2.1058506965637207","2.1058506965637207","2.1058506965637207"
"259","2.1352992057800293","2.1352992057800293","2.1352992057800293"
"260","2.1165666580200195","2.1165666580200195","2.1165666580200195"
"261","2.143064022064209","2.143064022064209","2.143064022064209"
"262","2.133674144744873","2.133674144744873","2.133674144744873"
"263","2.108503818511963","2.108503818511963","2.108503818511963"
"264","2.0918359756469727","2.0918359756469727","2.0918359756469727"
"265","2.1426286697387695","2.1426286697387695","2.1426286697387695"
"266","2.109431266784668","2.109431266784668","2.109431266784668"
"267","2.136099338531494","2.136099338531494","2.136099338531494"
"268","2.112800121307373","2.112800121307373","2.112800121307373"
"269","2.1302809715270996","2.1302809715270996","2.1302809715270996"
"270","2.1010162830352783","2.1010162830352783","2.1010162830352783"
"271","2.142354965209961","2.142354965209961","2.142354965209961"
"272","2.100151538848877","2.100151538848877","2.100151538848877"
"273","2.0864696502685547","2.0864696502685547","2.0864696502685547"
"274","2.0586001873016357","2.0586001873016357","2.0586001873016357"
"275","2.096076011657715","2.096076011657715","2.096076011657715"
"276","2.105067014694214","2.105067014694214","2.105067014694214"
"277","2.1335272789001465","2.1335272789001465","2.1335272789001465"
"278","2.140472173690796","2.140472173690796","2.140472173690796"
"279","2.1069531440734863","2.1069531440734863","2.1069531440734863"
"280","2.0842738151550293","2.0842738151550293","2.0842738151550293"
"281","2.099148750305176","2.099148750305176","2.099148750305176"
"282","2.0993123054504395","2.0993123054504395","2.0993123054504395"
"283","2.06718111038208","2.06718111038208","2.06718111038208"
"284","2.0975303649902344","2.0975303649902344","2.0975303649902344"
"285","2.0758485794067383","2.0758485794067383","2.0758485794067383"
"286","2.085824489593506","2.085824489593506","2.085824489593506"
"287","2.0554466247558594","2.0554466247558594","2.0554466247558594"
"288","2.045337677001953","2.045337677001953","2.045337677001953"
"289","2.065349578857422","2.065349578857422","2.065349578857422"
"290","2.0405235290527344","2.0405235290527344","2.0405235290527344"
"291","2.049508571624756","2.049508571624756","2.049508571624756"
"292","2.081740140914917","2.081740140914917","2.081740140914917"
"293","2.062498092651367","2.062498092651367","2.062498092651367"
"294","2.0628042221069336","2.0628042221069336","2.0628042221069336"
"295","2.0615806579589844","2.0615806579589844","2.0615806579589844"
"296","2.0585145950317383","2.0585145950317383","2.0585145950317383"
"297","2.0693371295928955","2.0693371295928955","2.0693371295928955"
"298","2.046761989593506","2.046761989593506","2.046761989593506"
"299","2.066978931427002","2.066978931427002","2.066978931427002"
"300","2.104480504989624","2.104480504989624","2.104480504989624"
"301","2.0889370441436768","2.0889370441436768","2.0889370441436768"
"302","2.0394082069396973","2.0394082069396973","2.0394082069396973"
"303","2.005650758743286","2.005650758743286","2.005650758743286"
"304","1.9956872463226318","1.9956872463226318","1.9956872463226318"
"305","2.0608179569244385","2.0608179569244385","2.0608179569244385"
"306","2.035083293914795","2.035083293914795","2.035083293914795"
"307","2.075944185256958","2.075944185256958","2.075944185256958"
"308","2.0329065322875977","2.0329065322875977","2.0329065322875977"
"309","2.044551372528076","2.044551372528076","2.044551372528076"
"310","2.0458836555480957","2.0458836555480957","2.0458836555480957"
"311","2.0108141899108887","2.0108141899108887","2.0108141899108887"
"312","2.045583963394165","2.045583963394165","2.045583963394165"
"313","2.0501935482025146","2.0501935482025146","2.0501935482025146"
"314","2.0394558906555176","2.0394558906555176","2.0394558906555176"
"315","1.9916917085647583","1.9916917085647583","1.9916917085647583"
"316","1.9863306283950806","1.9863306283950806","1.9863306283950806"
"317","2.03079891204834","2.03079891204834","2.03079891204834"
"318","2.0183358192443848","2.0183358192443848","2.0183358192443848"
"319","2.0376248359680176","2.0376248359680176","2.0376248359680176"
"320","1.9959512948989868","1.9959512948989868","1.9959512948989868"
"321","2.078766345977783","2.078766345977783","2.078766345977783"
"322","2.0255794525146484","2.0255794525146484","2.0255794525146484"
"323","2.0162718296051025","2.0162718296051025","2.0162718296051025"
"324","2.020846128463745","2.020846128463745","2.020846128463745"
"325","2.023153305053711","2.023153305053711","2.023153305053711"
"326","2.041029453277588","2.041029453277588","2.041029453277588"
"327","2.0130109786987305","2.0130109786987305","2.0130109786987305"
"328","1.998302698135376","1.998302698135376","1.998302698135376"
"329","2.006711483001709","2.006711483001709","2.006711483001709"
"330","2.0122127532958984","2.0122127532958984","2.0122127532958984"
"331","1.988211750984192","1.988211750984192","1.988211750984192"
"332","2.01255464553833","2.01255464553833","2.01255464553833"
"333","2.001072883605957","2.001072883605957","2.001072883605957"
"334","2.0294008255004883","2.0294008255004883","2.0294008255004883"
"335","2.00919246673584","2.00919246673584","2.00919246673584"
"336","2.000626802444458","2.000626802444458","2.000626802444458"
"337","2.00400972366333","2.00400972366333","2.00400972366333"
"338","1.99143648147583","1.99143648147583","1.99143648147583"
"339","2.0165159702301025","2.0165159702301025","2.0165159702301025"
"340","2.0236241817474365","2.0236241817474365","2.0236241817474365"
"341","1.9894659519195557","1.9894659519195557","1.9894659519195557"
"342","1.987466812133789","1.987466812133789","1.987466812133789"
"343","1.9404191970825195","1.9404191970825195","1.9404191970825195"
"344","1.950895071029663","1.950895071029663","1.950895071029663"
"345","1.9870836734771729","1.9870836734771729","1.9870836734771729"
"346","1.9762208461761475","1.9762208461761475","1.9762208461761475"
"347","1.9760814905166626","1.9760814905166626","1.9760814905166626"
"348","1.9686212539672852","1.9686212539672852","1.9686212539672852"
"349","1.977170705795288","1.977170705795288","1.977170705795288"
"350","1.9530045986175537","1.9530045986175537","1.9530045986175537"
"351","1.9319299459457397","1.9319299459457397","1.9319299459457397"
"352","1.9343715906143188","1.9343715906143188","1.9343715906143188"
"353","2.0031163692474365","2.0031163692474365","2.0031163692474365"
"354","1.9853038787841797","1.9853038787841797","1.9853038787841797"
"355","1.966560959815979","1.966560959815979","1.966560959815979"
"356","1.9306995868682861","1.9306995868682861","1.9306995868682861"
"357","1.9575612545013428","1.9575612545013428","1.9575612545013428"
"358","1.974321961402893","1.974321961402893","1.974321961402893"
"359","1.944385290145874","1.944385290145874","1.944385290145874"
"360","1.9609899520874023","1.9609899520874023","1.9609899520874023"
"361","1.95253586769104","1.95253586769104","1.95253586769104"
"362","1.9250271320343018","1.9250271320343018","1.9250271320343018"
"363","1.916069507598877","1.916069507598877","1.916069507598877"
"364","1.9413671493530273","1.9413671493530273","1.9413671493530273"
"365","1.9682269096374512","1.9682269096374512","1.9682269096374512"
"366","1.937904715538025","1.937904715538025","1.937904715538025"
"367","1.9621765613555908","1.9621765613555908","1.9621765613555908"
"368","1.9773612022399902","1.9773612022399902","1.9773612022399902"
"369","1.9395112991333008","1.9395112991333008","1.9395112991333008"
"370","1.9518005847930908","1.9518005847930908","1.9518005847930908"
"371","1.9671376943588257","1.9671376943588257","1.9671376943588257"
"372","1.9800560474395752","1.9800560474395752","1.9800560474395752"
"373","1.9176936149597168","1.9176936149597168","1.9176936149597168"
"374","1.927065134048462","1.927065134048462","1.927065134048462"
"375","1.977705955505371","1.977705955505371","1.977705955505371"
"376","1.9822869300842285","1.9822869300842285","1.9822869300842285"
"377","2.004392385482788","2.004392385482788","2.004392385482788"
"378","1.9634236097335815","1.9634236097335815","1.9634236097335815"
"379","1.9337738752365112","1.9337738752365112","1.9337738752365112"
"380","1.9369269609451294","1.9369269609451294","1.9369269609451294"
"381","1.9590809345245361","1.9590809345245361","1.9590809345245361"
"382","1.9501287937164307","1.9501287937164307","1.9501287937164307"
"383","1.902880311012268","1.902880311012268","1.902880311012268"
"384","1.9794857501983643","1.9794857501983643","1.9794857501983643"
"385","1.9150917530059814","1.9150917530059814","1.9150917530059814"
"386","1.9273486137390137","1.9273486137390137","1.9273486137390137"
"387","1.9319565296173096","1.9319565296173096","1.9319565296173096"
"388","1.9117963314056396","1.9117963314056396","1.9117963314056396"
"389","1.9044551849365234","1.9044551849365234","1.9044551849365234"
"390","1.9171559810638428","1.9171559810638428","1.9171559810638428"
"391","1.9150131940841675","1.9150131940841675","1.9150131940841675"
"392","1.9337639808654785","1.9337639808654785","1.9337639808654785"
"393","1.945612907409668","1.945612907409668","1.945612907409668"
"394","1.9165000915527344","1.9165000915527344","1.9165000915527344"
"395","1.8997362852096558","1.8997362852096558","1.8997362852096558"
"396","1.9096142053604126","1.9096142053604126","1.9096142053604126"
"397","1.9195350408554077","1.9195350408554077","1.9195350408554077"
"398","1.9060232639312744","1.9060232639312744","1.9060232639312744"
"399","1.9258015155792236","1.9258015155792236","1.9258015155792236"
"400","1.9029614925384521","1.9029614925384521","1.9029614925384521"
"401","1.9367879629135132","1.9367879629135132","1.9367879629135132"
"402","1.8579765558242798","1.8579765558242798","1.8579765558242798"
"403","1.8866989612579346","1.8866989612579346","1.8866989612579346"
"404","1.871624231338501","1.871624231338501","1.871624231338501"
"405","1.8688931465148926","1.8688931465148926","1.8688931465148926"
"406","1.8441969156265259","1.8441969156265259","1.8441969156265259"
"407","1.908603549003601","1.908603549003601","1.908603549003601"
"408","1.8629357814788818","1.8629357814788818","1.8629357814788818"
"409","1.9357810020446777","1.9357810020446777","1.9357810020446777"
"410","1.901728630065918","1.901728630065918","1.901728630065918"
"411","1.8492913246154785","1.8492913246154785","1.8492913246154785"
"412","1.8741954565048218","1.8741954565048218","1.8741954565048218"
"413","1.867640495300293","1.867640495300293","1.867640495300293"
"414","1.8974946737289429","1.8974946737289429","1.8974946737289429"
"415","1.8560760021209717","1.8560760021209717","1.8560760021209717"
"416","1.872298002243042","1.872298002243042","1.872298002243042"
"417","1.8783347606658936","1.8783347606658936","1.8783347606658936"
"418","1.8832992315292358","1.8832992315292358","1.8832992315292358"
"419","1.910396933555603","1.910396933555603","1.910396933555603"
"420","1.8972268104553223","1.8972268104553223","1.8972268104553223"
"421","1.8831437826156616","1.8831437826156616","1.8831437826156616"
"422","1.8711744546890259","1.8711744546890259","1.8711744546890259"
"423","1.8558032512664795","1.8558032512664795","1.8558032512664795"
"424","1.8722920417785645","1.8722920417785645","1.8722920417785645"
"425","1.8996732234954834","1.8996732234954834","1.8996732234954834"
"426","1.9187688827514648","1.9187688827514648","1.9187688827514648"
"427","1.8702642917633057","1.8702642917633057","1.8702642917633057"
"428","1.8762476444244385","1.8762476444244385","1.8762476444244385"
"429","1.8378578424453735","1.8378578424453735","1.8378578424453735"
"430","1.8654710054397583","1.8654710054397583","1.8654710054397583"
"431","1.8457833528518677","1.8457833528518677","1.8457833528518677"
"432","1.8415149450302124","1.8415149450302124","1.8415149450302124"
"433","1.8688558340072632","1.8688558340072632","1.8688558340072632"
"434","1.8339838981628418","1.8339838981628418","1.8339838981628418"
"435","1.9115207195281982","1.9115207195281982","1.9115207195281982"
"436","1.8949031829833984","1.8949031829833984","1.8949031829833984"
"437","1.8550081253051758","1.8550081253051758","1.8550081253051758"
"438","1.870134949684143","1.870134949684143","1.870134949684143"
"439","1.8237777948379517","1.8237777948379517","1.8237777948379517"
"440","1.8985698223114014","1.8985698223114014","1.8985698223114014"
"441","1.8105568885803223","1.8105568885803223","1.8105568885803223"
"442","1.866761565208435","1.866761565208435","1.866761565208435"
"443","1.8377022743225098","1.8377022743225098","1.8377022743225098"
"444","1.8265459537506104","1.8265459537506104","1.8265459537506104"
"445","1.8461469411849976","1.8461469411849976","1.8461469411849976"
"446","1.846457600593567","1.846457600593567","1.846457600593567"
"447","1.8711695671081543","1.8711695671081543","1.8711695671081543"
"448","1.835641622543335","1.835641622543335","1.835641622543335"
"449","1.8391802310943604","1.8391802310943604","1.8391802310943604"
"450","1.8459737300872803","1.8459737300872803","1.8459737300872803"
"451","1.8974745273590088","1.8974745273590088","1.8974745273590088"
"452","1.7891812324523926","1.7891812324523926","1.7891812324523926"
"453","1.8085920810699463","1.8085920810699463","1.8085920810699463"
"454","1.829235315322876","1.829235315322876","1.829235315322876"
"455","1.76381516456604","1.76381516456604","1.76381516456604"
"456","1.8365641832351685","1.8365641832351685","1.8365641832351685"
"457","1.8599203824996948","1.8599203824996948","1.8599203824996948"
"458","1.765360713005066","1.765360713005066","1.765360713005066"
"459","1.8779096603393555","1.8779096603393555","1.8779096603393555"
"460","1.825594425201416","1.825594425201416","1.825594425201416"
"461","1.8203091621398926","1.8203091621398926","1.8203091621398926"
"462","1.814908742904663","1.814908742904663","1.814908742904663"
"463","1.8950599431991577","1.8950599431991577","1.8950599431991577"
"464","1.8994780778884888","1.8994780778884888","1.8994780778884888"
"465","1.8083566427230835","1.8083566427230835","1.8083566427230835"
