"Step","reversed_addition_len_gen_extra_small_deep_encoder_2_fixed - train_loss","reversed_addition_len_gen_extra_small_deep_encoder_2_fixed - train_loss__MIN","reversed_addition_len_gen_extra_small_deep_encoder_2_fixed - train_loss__MAX"
"1","2.7250003814697266","2.7250003814697266","2.7250003814697266"
"2","2.7228622436523438","2.7228622436523438","2.7228622436523438"
"6","2.6939926147460938","2.6939926147460938","2.6939926147460938"
"7","2.6847267150878906","2.6847267150878906","2.6847267150878906"
"8","2.686084747314453","2.686084747314453","2.686084747314453"
"10","2.656909942626953","2.656909942626953","2.656909942626953"
"11","2.6363353729248047","2.6363353729248047","2.6363353729248047"
"14","2.6028194427490234","2.6028194427490234","2.6028194427490234"
"16","2.582155227661133","2.582155227661133","2.582155227661133"
"17","2.5755615234375","2.5755615234375","2.5755615234375"
"18","2.570199966430664","2.570199966430664","2.570199966430664"
"23","2.502687454223633","2.502687454223633","2.502687454223633"
"25","2.492795944213867","2.492795944213867","2.492795944213867"
"26","2.4816856384277344","2.4816856384277344","2.4816856384277344"
"28","2.468539237976074","2.468539237976074","2.468539237976074"
"29","2.4641427993774414","2.4641427993774414","2.4641427993774414"
"31","2.4522972106933594","2.4522972106933594","2.4522972106933594"
"32","2.4477310180664062","2.4477310180664062","2.4477310180664062"
"34","2.438974380493164","2.438974380493164","2.438974380493164"
"35","2.434506416320801","2.434506416320801","2.434506416320801"
"37","2.4259071350097656","2.4259071350097656","2.4259071350097656"
"38","2.429203987121582","2.429203987121582","2.429203987121582"
"39","2.425140380859375","2.425140380859375","2.425140380859375"
"40","2.424592971801758","2.424592971801758","2.424592971801758"
"41","2.417059898376465","2.417059898376465","2.417059898376465"
"42","2.421746253967285","2.421746253967285","2.421746253967285"
"45","2.406536102294922","2.406536102294922","2.406536102294922"
"46","2.407017707824707","2.407017707824707","2.407017707824707"
"47","2.406510353088379","2.406510353088379","2.406510353088379"
"52","2.399606704711914","2.399606704711914","2.399606704711914"
"56","2.3945016860961914","2.3945016860961914","2.3945016860961914"
"57","2.387722969055176","2.387722969055176","2.387722969055176"
"58","2.391850471496582","2.391850471496582","2.391850471496582"
"60","2.388835906982422","2.388835906982422","2.388835906982422"
"61","2.3853302001953125","2.3853302001953125","2.3853302001953125"
"64","2.382476806640625","2.382476806640625","2.382476806640625"
"65","2.38375186920166","2.38375186920166","2.38375186920166"
"66","2.379704475402832","2.379704475402832","2.379704475402832"
"67","2.3745603561401367","2.3745603561401367","2.3745603561401367"
"68","2.3841981887817383","2.3841981887817383","2.3841981887817383"
"71","2.3798046112060547","2.3798046112060547","2.3798046112060547"
"72","2.3796987533569336","2.3796987533569336","2.3796987533569336"
"74","2.376112937927246","2.376112937927246","2.376112937927246"
"81","2.3686647415161133","2.3686647415161133","2.3686647415161133"
"82","2.3645286560058594","2.3645286560058594","2.3645286560058594"
"84","2.3586196899414062","2.3586196899414062","2.3586196899414062"
"86","2.3597536087036133","2.3597536087036133","2.3597536087036133"
"90","2.360063076019287","2.360063076019287","2.360063076019287"
"91","2.3519058227539062","2.3519058227539062","2.3519058227539062"
"95","2.3446927070617676","2.3446927070617676","2.3446927070617676"
"96","2.3406600952148438","2.3406600952148438","2.3406600952148438"
"97","2.3338022232055664","2.3338022232055664","2.3338022232055664"
"98","2.3388915061950684","2.3388915061950684","2.3388915061950684"
"99","2.334458827972412","2.334458827972412","2.334458827972412"
"100","2.3440017700195312","2.3440017700195312","2.3440017700195312"
"102","2.350489616394043","2.350489616394043","2.350489616394043"
"103","2.350041389465332","2.350041389465332","2.350041389465332"
"109","2.3311123847961426","2.3311123847961426","2.3311123847961426"
"110","2.3209872245788574","2.3209872245788574","2.3209872245788574"
"111","2.328035831451416","2.328035831451416","2.328035831451416"
"112","2.306515693664551","2.306515693664551","2.306515693664551"
"113","2.3339600563049316","2.3339600563049316","2.3339600563049316"
"114","2.3204903602600098","2.3204903602600098","2.3204903602600098"
"115","2.33394718170166","2.33394718170166","2.33394718170166"
"116","2.317378520965576","2.317378520965576","2.317378520965576"
"117","2.3108716011047363","2.3108716011047363","2.3108716011047363"
"118","2.3221869468688965","2.3221869468688965","2.3221869468688965"
"121","2.300140857696533","2.300140857696533","2.300140857696533"
"125","2.303642749786377","2.303642749786377","2.303642749786377"
"126","2.3153467178344727","2.3153467178344727","2.3153467178344727"
"127","2.296678066253662","2.296678066253662","2.296678066253662"
"128","2.284480094909668","2.284480094909668","2.284480094909668"
"129","2.2828826904296875","2.2828826904296875","2.2828826904296875"
"130","2.3036231994628906","2.3036231994628906","2.3036231994628906"
"131","2.2955946922302246","2.2955946922302246","2.2955946922302246"
"132","2.2898764610290527","2.2898764610290527","2.2898764610290527"
"133","2.291637897491455","2.291637897491455","2.291637897491455"
"134","2.2939624786376953","2.2939624786376953","2.2939624786376953"
"136","2.331155776977539","2.331155776977539","2.331155776977539"
"137","2.3698244094848633","2.3698244094848633","2.3698244094848633"
"138","2.3483595848083496","2.3483595848083496","2.3483595848083496"
"142","2.311826229095459","2.311826229095459","2.311826229095459"
"143","2.3189759254455566","2.3189759254455566","2.3189759254455566"
"147","2.3019065856933594","2.3019065856933594","2.3019065856933594"
"150","2.2794041633605957","2.2794041633605957","2.2794041633605957"
"151","2.2850260734558105","2.2850260734558105","2.2850260734558105"
"152","2.2965235710144043","2.2965235710144043","2.2965235710144043"
"153","2.2909460067749023","2.2909460067749023","2.2909460067749023"
"154","2.273655414581299","2.273655414581299","2.273655414581299"
"157","2.2618050575256348","2.2618050575256348","2.2618050575256348"
"159","2.283639430999756","2.283639430999756","2.283639430999756"
"160","2.2555437088012695","2.2555437088012695","2.2555437088012695"
"161","2.2577004432678223","2.2577004432678223","2.2577004432678223"
"162","2.2477240562438965","2.2477240562438965","2.2477240562438965"
"163","2.2591772079467773","2.2591772079467773","2.2591772079467773"
"164","2.238598346710205","2.238598346710205","2.238598346710205"
"166","2.234471321105957","2.234471321105957","2.234471321105957"
"170","2.239861488342285","2.239861488342285","2.239861488342285"
"172","2.234951972961426","2.234951972961426","2.234951972961426"
"173","2.2464656829833984","2.2464656829833984","2.2464656829833984"
"176","2.2253637313842773","2.2253637313842773","2.2253637313842773"
"178","2.226567029953003","2.226567029953003","2.226567029953003"
"179","2.2283341884613037","2.2283341884613037","2.2283341884613037"
"181","2.227418899536133","2.227418899536133","2.227418899536133"
"184","2.208334445953369","2.208334445953369","2.208334445953369"
"185","2.2294089794158936","2.2294089794158936","2.2294089794158936"
"186","2.2202792167663574","2.2202792167663574","2.2202792167663574"
"187","2.210113286972046","2.210113286972046","2.210113286972046"
"188","2.217808246612549","2.217808246612549","2.217808246612549"
"190","2.2151999473571777","2.2151999473571777","2.2151999473571777"
"193","2.217531681060791","2.217531681060791","2.217531681060791"
"197","2.2126412391662598","2.2126412391662598","2.2126412391662598"
"198","2.2017223834991455","2.2017223834991455","2.2017223834991455"
"201","2.2126028537750244","2.2126028537750244","2.2126028537750244"
"202","2.197026252746582","2.197026252746582","2.197026252746582"
