"Step","count3_medium_encoder_0_resumed_2 - token_accuracy","count3_medium_encoder_0_resumed_2 - token_accuracy__MIN","count3_medium_encoder_0_resumed_2 - token_accuracy__MAX"
"101800","0.9987044501304626","0.9987044501304626","0.9987044501304626"
"101900","0.9974870014190674","0.9974870014190674","0.9974870014190674"
"102000","0.9980176043510437","0.9980176043510437","0.9980176043510437"
"102100","0.9978938984870911","0.9978938984870911","0.9978938984870911"
"102200","0.9981054854393006","0.9981054854393006","0.9981054854393006"
"102300","0.9974056148529052","0.9974056148529052","0.9974056148529052"
"102400","0.9987825703620911","0.9987825703620911","0.9987825703620911"
"102500","0.9985416865348816","0.9985416865348816","0.9985416865348816"
"102600","0.9975455927848816","0.9975455927848816","0.9975455927848816"
"102700","0.9992187690734863","0.9992187690734863","0.9992187690734863"
"102800","0.9994238519668579","0.9994238519668579","0.9994238519668579"
"102900","0.9991308784484864","0.9991308784484864","0.9991308784484864"
"103000","0.9991536688804626","0.9991536688804626","0.9991536688804626"
"103100","0.9990918183326721","0.9990918183326721","0.9990918183326721"
"103200","0.9983040595054626","0.9983040595054626","0.9983040595054626"
"103300","0.9982064008712769","0.9982064008712769","0.9982064008712769"
"103400","0.9988151216506957","0.9988151216506957","0.9988151216506957"
"103500","0.9984733247756958","0.9984733247756958","0.9984733247756958"
"103600","0.9962565279006959","0.9962565279006959","0.9962565279006959"
"103700","0.9988248920440674","0.9988248920440674","0.9988248920440674"
"103800","0.7991927337646484","0.7991927337646484","0.7991927337646484"
"103900","0.9993880391120911","0.9993880391120911","0.9993880391120911"
"104000","0.9994726753234864","0.9994726753234864","0.9994726753234864"
"104100","0.9990104389190674","0.9990104389190674","0.9990104389190674"
"104200","0.9976302313804627","0.9976302313804627","0.9976302313804627"
"104300","0.9992057538032532","0.9992057538032532","0.9992057538032532"
"104400","0.9994303584098816","0.9994303584098816","0.9994303584098816"
"104500","0.9982877779006958","0.9982877779006958","0.9982877779006958"
"104600","0.9981510591506958","0.9981510591506958","0.9981510591506958"
"104700","0.9985840058326722","0.9985840058326722","0.9985840058326722"
"104800","0.9986588740348816","0.9986588740348816","0.9986588740348816"
"104900","0.9923730635643006","0.9923730635643006","0.9923730635643006"
"105000","0.9995052218437195","0.9995052218437195","0.9995052218437195"
"105100","0.9994694209098816","0.9994694209098816","0.9994694209098816"
"105200","0.9989290595054626","0.9989290595054626","0.9989290595054626"
"105300","0.9984212422370911","0.9984212422370911","0.9984212422370911"
"105400","0.9981705927848816","0.9981705927848816","0.9981705927848816"
"105500","0.9977734541893005","0.9977734541893005","0.9977734541893005"
"105600","0.9974349164962768","0.9974349164962768","0.9974349164962768"
"105700","0.9973567914962769","0.9973567914962769","0.9973567914962769"
"105800","0.9973633003234863","0.9973633003234863","0.9973633003234863"
"105900","0.9975423359870911","0.9975423359870911","0.9975423359870911"
"106000","0.9987597846984864","0.9987597846984864","0.9987597846984864"
"106100","0.9979101777076721","0.9979101777076721","0.9979101777076721"
"106200","0.9987044501304626","0.9987044501304626","0.9987044501304626"
"106300","0.9979036712646484","0.9979036712646484","0.9979036712646484"
"106400","0.9968945479393005","0.9968945479393005","0.9968945479393005"
"106500","0.99801433801651","0.99801433801651","0.99801433801651"
"106600","0.9977539229393005","0.9977539229393005","0.9977539229393005"
"106700","0.9984603071212769","0.9984603071212769","0.9984603071212769"
"106800","0.9979101705551148","0.9979101705551148","0.9979101705551148"
"106900","0.998792335987091","0.998792335987091","0.998792335987091"
"107000","0.9990364837646485","0.9990364837646485","0.9990364837646485"
"107100","0.9995052313804627","0.9995052313804627","0.9995052313804627"
"107200","0.9993034076690673","0.9993034076690673","0.9993034076690673"
"107300","0.9983756685256958","0.9983756685256958","0.9983756685256958"
"107400","0.9987662935256958","0.9987662935256958","0.9987662935256958"
"107500","0.9983626532554627","0.9983626532554627","0.9983626532554627"
"107600","0.9982584834098815","0.9982584834098815","0.9982584834098815"
"107700","0.9986784029006958","0.9986784029006958","0.9986784029006958"
"107800","0.9987239718437195","0.9987239718437195","0.9987239718437195"
"107900","0.9985449385643005","0.9985449385643005","0.9985449385643005"
"108000","0.9976074409484863","0.9976074409484863","0.9976074409484863"
"108100","0.9989974141120911","0.9989974141120911","0.9989974141120911"
"108200","0.9984179878234863","0.9984179878234863","0.9984179878234863"
"108300","0.9982584881782531","0.9982584881782531","0.9982584881782531"
"108400","0.9982845234870911","0.9982845234870911","0.9982845234870911"
"108500","0.9988541841506958","0.9988541841506958","0.9988541841506958"
"108600","0.9983138227462769","0.9983138227462769","0.9983138227462769"
"108700","0.9983984565734864","0.9983984565734864","0.9983984565734864"
"108800","0.9982877826690674","0.9982877826690674","0.9982877826690674"
"108900","0.9972037887573242","0.9972037887573242","0.9972037887573242"
"109000","0.9987044477462769","0.9987044477462769","0.9987044477462769"
"109100","0.9980306220054627","0.9980306220054627","0.9980306220054627"
"109200","0.9799414277076721","0.9799414277076721","0.9799414277076721"
"109300","0.9994238495826722","0.9994238495826722","0.9994238495826722"
"109400","0.9995182538032532","0.9995182538032532","0.9995182538032532"
"109500","0.9983203339576722","0.9983203339576722","0.9983203339576722"
"109600","0.9991992425918579","0.9991992425918579","0.9991992425918579"
"109700","0.9989127802848816","0.9989127802848816","0.9989127802848816"
"109800","0.9989323139190673","0.9989323139190673","0.9989323139190673"
"109900","0.9979492402076722","0.9979492402076722","0.9979492402076722"
"110000","0.999065773487091","0.999065773487091","0.999065773487091"
"110100","0.9996028900146484","0.9996028900146484","0.9996028900146484"
"110200","0.9993652558326721","0.9993652558326721","0.9993652558326721"
"110300","0.9967643427848816","0.9967643427848816","0.9967643427848816"
"110400","0.9992383003234864","0.9992383003234864","0.9992383003234864"
"110500","0.9982715058326721","0.9982715058326721","0.9982715058326721"
"110600","0.9975032758712769","0.9975032758712769","0.9975032758712769"
"110700","0.9987955951690674","0.9987955951690674","0.9987955951690674"
"110800","0.9972526240348816","0.9972526240348816","0.9972526240348816"
"110900","0.9995280122756958","0.9995280122756958","0.9995280122756958"
"111000","0.9996126508712768","0.9996126508712768","0.9996126508712768"
"111100","0.9993392157554627","0.9993392157554627","0.9993392157554627"
"111200","0.997890648841858","0.997890648841858","0.997890648841858"
"111300","0.9991178607940674","0.9991178607940674","0.9991178607940674"
"111400","0.9986751508712769","0.9986751508712769","0.9986751508712769"
"111500","0.9976465010643005","0.9976465010643005","0.9976465010643005"
"111600","0.9988606977462768","0.9988606977462768","0.9988606977462768"
"111700","0.9987955951690674","0.9987955951690674","0.9987955951690674"
"111800","0.9953157782554627","0.9953157782554627","0.9953157782554627"
"111900","0.9965364789962768","0.9965364789962768","0.9965364789962768"
"112000","0.9983105707168579","0.9983105707168579","0.9983105707168579"
"112100","0.9979590034484863","0.9979590034484863","0.9979590034484863"
"112200","0.9986653852462769","0.9986653852462769","0.9986653852462769"
"112300","0.9509212422370911","0.9509212422370911","0.9509212422370911"
"112400","0.9995703291893006","0.9995703291893006","0.9995703291893006"
"112500","0.9994563984870911","0.9994563984870911","0.9994563984870911"
"112600","0.9988606882095337","0.9988606882095337","0.9988606882095337"
"112700","0.9982356977462769","0.9982356977462769","0.9982356977462769"
"112800","0.9990039277076721","0.9990039277076721","0.9990039277076721"
"112900","0.99817058801651","0.99817058801651","0.99817058801651"
"113000","0.9980175948143005","0.9980175948143005","0.9980175948143005"
"113100","0.9979687666893006","0.9979687666893006","0.9979687666893006"
"113200","0.9995963764190674","0.9995963764190674","0.9995963764190674"
"113300","0.9996712493896485","0.9996712493896485","0.9996712493896485"
"113400","0.9994954633712768","0.9994954633712768","0.9994954633712768"
"113500","0.999121117591858","0.999121117591858","0.999121117591858"
"113600","0.9987272262573242","0.9987272262573242","0.9987272262573242"
"113700","0.9984570527076722","0.9984570527076722","0.9984570527076722"
"113800","0.9989550971984863","0.9989550971984863","0.9989550971984863"
"113900","0.9983952021598816","0.9983952021598816","0.9983952021598816"
"114000","0.9983756685256958","0.9983756685256958","0.9983756685256958"
"114100","0.9989030170440674","0.9989030170440674","0.9989030170440674"
"114200","0.9928776264190674","0.9928776264190674","0.9928776264190674"
"114300","0.9986849093437195","0.9986849093437195","0.9986849093437195"
"114400","0.9989258074760436","0.9989258074760436","0.9989258074760436"
"114500","0.9987760639190674","0.9987760639190674","0.9987760639190674"
"114600","0.9991341400146484","0.9991341400146484","0.9991341400146484"
"114700","0.998714210987091","0.998714210987091","0.998714210987091"
"114800","0.9990201950073242","0.9990201950073242","0.9990201950073242"
"114900","0.9991113495826721","0.9991113495826721","0.9991113495826721"
"115000","0.9996647310256958","0.9996647310256958","0.9996647310256958"
"115100","0.9995442914962769","0.9995442914962769","0.9995442914962769"
"115200","0.9989909052848815","0.9989909052848815","0.9989909052848815"
"115300","0.9972103071212769","0.9972103071212769","0.9972103071212769"
"115400","0.9984733271598816","0.9984733271598816","0.9984733271598816"
"115500","0.9799186444282532","0.9799186444282532","0.9799186444282532"
"115600","0.9995247650146485","0.9995247650146485","0.9995247650146485"
"115700","0.9994140791893006","0.9994140791893006","0.9994140791893006"
"115800","0.9990950703620911","0.9990950703620911","0.9990950703620911"
"115900","0.9991569232940674","0.9991569232940674","0.9991569232940674"
"116000","0.9971452069282531","0.9971452069282531","0.9971452069282531"
"116100","0.9958333539962768","0.9958333539962768","0.9958333539962768"
"116200","0.9977213740348816","0.9977213740348816","0.9977213740348816"
"116300","0.9971647310256958","0.9971647310256958","0.9971647310256958"
"116400","0.9983268404006957","0.9983268404006957","0.9983268404006957"
"116500","0.9990169429779052","0.9990169429779052","0.9990169429779052"
"116600","0.9984440350532532","0.9984440350532532","0.9984440350532532"
"116700","0.99861004114151","0.99861004114151","0.99861004114151"
"116800","0.9992090034484863","0.9992090034484863","0.9992090034484863"
"116900","0.9988769793510437","0.9988769793510437","0.9988769793510437"
"117000","0.9989290571212769","0.9989290571212769","0.9989290571212769"
"117100","0.9216113448143005","0.9216113448143005","0.9216113448143005"
"117200","0.9995247554779053","0.9995247554779053","0.9995247554779053"
"117300","0.9996289277076721","0.9996289277076721","0.9996289277076721"
"117400","0.9990039277076721","0.9990039277076721","0.9990039277076721"
"117500","0.9978092670440674","0.9978092670440674","0.9978092670440674"
"117600","0.9988444209098816","0.9988444209098816","0.9988444209098816"
"117700","0.9981868696212769","0.9981868696212769","0.9981868696212769"
"117800","0.9971159029006958","0.9971159029006958","0.9971159029006958"
"117900","0.9987890815734863","0.9987890815734863","0.9987890815734863"
"118000","0.9985677313804626","0.9985677313804626","0.9985677313804626"
"118100","0.9985058736801148","0.9985058736801148","0.9985058736801148"
"118200","0.9988379168510437","0.9988379168510437","0.9988379168510437"
"118300","0.9979362201690674","0.9979362201690674","0.9979362201690674"
"118400","0.9994726753234864","0.9994726753234864","0.9994726753234864"
"118500","0.9995931172370911","0.9995931172370911","0.9995931172370911"
"118600","0.9996386909484863","0.9996386909484863","0.9996386909484863"
"118700","0.9985123848915101","0.9985123848915101","0.9985123848915101"
"118800","0.9989778757095337","0.9989778757095337","0.9989778757095337"
"118900","0.9977799654006958","0.9977799654006958","0.9977799654006958"
"119000","0.9987467622756958","0.9987467622756958","0.9987467622756958"
"119100","0.998658881187439","0.998658881187439","0.998658881187439"
"119200","0.9989062666893005","0.9989062666893005","0.9989062666893005"
"119300","0.9991113495826721","0.9991113495826721","0.9991113495826721"
"119400","0.9980534052848816","0.9980534052848816","0.9980534052848816"
"119500","0.9986002802848816","0.9986002802848816","0.9986002802848816"
"119600","0.9821159076690674","0.9821159076690674","0.9821159076690674"
"119700","0.9995149946212769","0.9995149946212769","0.9995149946212769"
"119800","0.9995996356010437","0.9995996356010437","0.9995996356010437"
"119900","0.9996093964576721","0.9996093964576721","0.9996093964576721"
"120000","0.9993229389190674","0.9993229389190674","0.9993229389190674"
"120100","0.9989192867279053","0.9989192867279053","0.9989192867279053"
"120200","0.9979817938804626","0.9979817938804626","0.9979817938804626"
"120300","0.9989616060256958","0.9989616060256958","0.9989616060256958"
"120400","0.9988314008712769","0.9988314008712769","0.9988314008712769"
"120500","0.9984570527076722","0.9984570527076722","0.9984570527076722"
"120600","0.9985514545440674","0.9985514545440674","0.9985514545440674"
"120700","0.9990071797370911","0.9990071797370911","0.9990071797370911"
"120800","0.9984342622756958","0.9984342622756958","0.9984342622756958"
"120900","0.9846224188804626","0.9846224188804626","0.9846224188804626"
"121000","0.9995280170440674","0.9995280170440674","0.9995280170440674"
"121100","0.9996419453620911","0.9996419453620911","0.9996419453620911"
"121200","0.99951824426651","0.99951824426651","0.99951824426651"
"121300","0.9982129144668579","0.9982129144668579","0.9982129144668579"
"121400","0.9993880462646484","0.9993880462646484","0.9993880462646484"
"121500","0.9944075751304626","0.9944075751304626","0.9944075751304626"
"121600","0.9975455927848816","0.9975455927848816","0.9975455927848816"
"121700","0.9975814008712769","0.9975814008712769","0.9975814008712769"
"121800","0.9985254144668579","0.9985254144668579","0.9985254144668579"
"121900","0.9981510591506958","0.9981510591506958","0.9981510591506958"
"122000","0.9995833539962768","0.9995833539962768","0.9995833539962768"
"122100","0.9994856953620911","0.9994856953620911","0.9994856953620911"
"122200","0.999436867237091","0.999436867237091","0.999436867237091"
"122300","0.999046242237091","0.999046242237091","0.999046242237091"
"122400","0.999003930091858","0.999003930091858","0.999003930091858"
"122500","0.9985970258712769","0.9985970258712769","0.9985970258712769"
"122600","0.9981347846984864","0.9981347846984864","0.9981347846984864"
"122700","0.9991699433326722","0.9991699433326722","0.9991699433326722"
"122800","0.9996093964576721","0.9996093964576721","0.9996093964576721"
"122900","0.9996191668510437","0.9996191668510437","0.9996191668510437"
"123000","0.9976269721984863","0.9976269721984863","0.9976269721984863"
"123100","0.9988411641120911","0.9988411641120911","0.9988411641120911"
"123200","0.99726238489151","0.99726238489151","0.99726238489151"
"123300","0.9992415571212768","0.9992415571212768","0.9992415571212768"
"123400","0.9990039277076721","0.9990039277076721","0.9990039277076721"
"123500","0.9988020992279053","0.9988020992279053","0.9988020992279053"
"123600","0.5803060126304627","0.5803060126304627","0.5803060126304627"
"123700","0.9996191549301148","0.9996191549301148","0.9996191549301148"
"123800","0.9995768475532532","0.9995768475532532","0.9995768475532532"
"123900","0.99788738489151","0.99788738489151","0.99788738489151"
"124000","0.9988053560256958","0.9988053560256958","0.9988053560256958"
"124100","0.998958351612091","0.998958351612091","0.998958351612091"
"124200","0.997581398487091","0.997581398487091","0.997581398487091"
"124300","0.9989127779006958","0.9989127779006958","0.9989127779006958"
"124400","0.9968978023529053","0.9968978023529053","0.9968978023529053"
"124500","0.9993099164962769","0.9993099164962769","0.9993099164962769"
"124600","0.9996093964576721","0.9996093964576721","0.9996093964576721"
"124700","0.9995833587646484","0.9995833587646484","0.9995833587646484"
"124800","0.9993099117279053","0.9993099117279053","0.9993099117279053"
"124900","0.998958351612091","0.998958351612091","0.998958351612091"
