"Step","count3_medium_encoder_0 - loss","count3_medium_encoder_0 - loss__MIN","count3_medium_encoder_0 - loss__MAX"
"6400","3.0213880705833436","3.0213880705833436","3.0213880705833436"
"6500","3.0094292306900026","3.0094292306900026","3.0094292306900026"
"6600","3.0034264874458314","3.0034264874458314","3.0034264874458314"
"6700","2.9989994049072264","2.9989994049072264","2.9989994049072264"
"6800","2.9868115234375","2.9868115234375","2.9868115234375"
"6900","2.983975944519043","2.983975944519043","2.983975944519043"
"7000","2.9686081171035767","2.9686081171035767","2.9686081171035767"
"7100","2.9644014263153076","2.9644014263153076","2.9644014263153076"
"7200","2.9495778775215147","2.9495778775215147","2.9495778775215147"
"7300","2.9495388531684874","2.9495388531684874","2.9495388531684874"
"7400","2.9359031224250796","2.9359031224250796","2.9359031224250796"
"7500","2.9261147284507754","2.9261147284507754","2.9261147284507754"
"7600","2.9206392264366148","2.9206392264366148","2.9206392264366148"
"7700","2.9109668636322024","2.9109668636322024","2.9109668636322024"
"7800","2.9047458362579346","2.9047458362579346","2.9047458362579346"
"7900","2.8995734429359437","2.8995734429359437","2.8995734429359437"
"8000","2.8832711148262025","2.8832711148262025","2.8832711148262025"
"8100","2.886227388381958","2.886227388381958","2.886227388381958"
"8200","2.8734106755256654","2.8734106755256654","2.8734106755256654"
"8300","2.8655088114738465","2.8655088114738465","2.8655088114738465"
"8400","2.856982889175415","2.856982889175415","2.856982889175415"
"8500","2.8517839550971984","2.8517839550971984","2.8517839550971984"
"8600","2.840353648662567","2.840353648662567","2.840353648662567"
"8700","2.840305814743042","2.840305814743042","2.840305814743042"
"8800","2.821137545108795","2.821137545108795","2.821137545108795"
"8900","2.820544250011444","2.820544250011444","2.820544250011444"
"9000","2.8121658992767333","2.8121658992767333","2.8121658992767333"
"9100","2.8097199201583862","2.8097199201583862","2.8097199201583862"
"9200","2.792893464565277","2.792893464565277","2.792893464565277"
"9300","2.783388819694519","2.783388819694519","2.783388819694519"
"9400","2.769307255744934","2.769307255744934","2.769307255744934"
"9500","2.7675913906097414","2.7675913906097414","2.7675913906097414"
"9600","2.7551452112197876","2.7551452112197876","2.7551452112197876"
"9700","2.737970461845398","2.737970461845398","2.737970461845398"
"9800","2.7383054947853087","2.7383054947853087","2.7383054947853087"
"9900","2.7179838156700136","2.7179838156700136","2.7179838156700136"
"10000","2.7124180436134337","2.7124180436134337","2.7124180436134337"
"10100","2.6979004669189455","2.6979004669189455","2.6979004669189455"
"10200","2.6928434944152833","2.6928434944152833","2.6928434944152833"
"10300","2.6803126072883607","2.6803126072883607","2.6803126072883607"
"10400","2.6627892303466796","2.6627892303466796","2.6627892303466796"
"10500","2.64763249874115","2.64763249874115","2.64763249874115"
"10600","2.632372331619263","2.632372331619263","2.632372331619263"
"10700","2.6131921100616453","2.6131921100616453","2.6131921100616453"
"10800","2.601030309200287","2.601030309200287","2.601030309200287"
"10900","2.5876322770118714","2.5876322770118714","2.5876322770118714"
"11000","2.5655942511558534","2.5655942511558534","2.5655942511558534"
"11100","2.5575860214233397","2.5575860214233397","2.5575860214233397"
"11200","2.5351502013206484","2.5351502013206484","2.5351502013206484"
"11300","2.52426025390625","2.52426025390625","2.52426025390625"
"11400","2.500639889240265","2.500639889240265","2.500639889240265"
"11500","2.4889751267433167","2.4889751267433167","2.4889751267433167"
"11600","2.4699126958847044","2.4699126958847044","2.4699126958847044"
"11700","2.4497203731536867","2.4497203731536867","2.4497203731536867"
"11800","2.43889221906662","2.43889221906662","2.43889221906662"
"11900","2.413453552722931","2.413453552722931","2.413453552722931"
"12000","2.398119614124298","2.398119614124298","2.398119614124298"
"12100","2.3784362983703615","2.3784362983703615","2.3784362983703615"
"12200","2.355819823741913","2.355819823741913","2.355819823741913"
"12300","2.3278443813323975","2.3278443813323975","2.3278443813323975"
"12400","2.3092525720596315","2.3092525720596315","2.3092525720596315"
"12500","2.2926174139976503","2.2926174139976503","2.2926174139976503"
"12600","2.269021258354187","2.269021258354187","2.269021258354187"
"12700","2.2476723122596742","2.2476723122596742","2.2476723122596742"
"12800","2.223563623428345","2.223563623428345","2.223563623428345"
"12900","2.215075500011444","2.215075500011444","2.215075500011444"
"13000","2.1818198418617247","2.1818198418617247","2.1818198418617247"
"13100","2.158572587966919","2.158572587966919","2.158572587966919"
"13200","2.147397983074188","2.147397983074188","2.147397983074188"
"13300","2.1281783294677736","2.1281783294677736","2.1281783294677736"
"13400","2.123889832496643","2.123889832496643","2.123889832496643"
"13500","2.1066258192062377","2.1066258192062377","2.1066258192062377"
"13600","2.100364074707031","2.100364074707031","2.100364074707031"
"13700","2.074039306640625","2.074039306640625","2.074039306640625"
"13800","2.072697322368622","2.072697322368622","2.072697322368622"
"13900","2.058117527961731","2.058117527961731","2.058117527961731"
"14000","2.0405538940429686","2.0405538940429686","2.0405538940429686"
"14100","2.0382082748413084","2.0382082748413084","2.0382082748413084"
"14200","2.023917623758316","2.023917623758316","2.023917623758316"
"14300","2.0137746846675872","2.0137746846675872","2.0137746846675872"
"14400","2.0045431208610536","2.0045431208610536","2.0045431208610536"
"14500","1.9864496457576752","1.9864496457576752","1.9864496457576752"
"14600","1.981371512413025","1.981371512413025","1.981371512413025"
"14700","1.977984756231308","1.977984756231308","1.977984756231308"
"14800","1.9613314652442932","1.9613314652442932","1.9613314652442932"
"14900","1.960775876045227","1.960775876045227","1.960775876045227"
"15000","1.9354915511608124","1.9354915511608124","1.9354915511608124"
"15100","1.936085158586502","1.936085158586502","1.936085158586502"
"15200","1.9340977334976197","1.9340977334976197","1.9340977334976197"
"15300","1.9169019949436188","1.9169019949436188","1.9169019949436188"
"15400","1.9039710545539856","1.9039710545539856","1.9039710545539856"
"15500","1.902803122997284","1.902803122997284","1.902803122997284"
"15600","1.8971286010742188","1.8971286010742188","1.8971286010742188"
"15700","1.8838700318336488","1.8838700318336488","1.8838700318336488"
"15800","1.882214891910553","1.882214891910553","1.882214891910553"
"15900","1.8656221425533295","1.8656221425533295","1.8656221425533295"
"16000","1.8632924723625184","1.8632924723625184","1.8632924723625184"
"16100","1.8578036475181579","1.8578036475181579","1.8578036475181579"
"16200","1.8541139447689057","1.8541139447689057","1.8541139447689057"
"16300","1.838294550180435","1.838294550180435","1.838294550180435"
"16400","1.8334868097305297","1.8334868097305297","1.8334868097305297"
"16500","1.827309902906418","1.827309902906418","1.827309902906418"
"16600","1.8177044951915742","1.8177044951915742","1.8177044951915742"
"16700","1.830118281841278","1.830118281841278","1.830118281841278"
"16800","1.8022360789775849","1.8022360789775849","1.8022360789775849"
"16900","1.802662947177887","1.802662947177887","1.802662947177887"
"17000","1.795826610326767","1.795826610326767","1.795826610326767"
"17100","1.7941021621227264","1.7941021621227264","1.7941021621227264"
"17200","1.7723283648490906","1.7723283648490906","1.7723283648490906"
"17300","1.7680632817745208","1.7680632817745208","1.7680632817745208"
"17400","1.7697095465660095","1.7697095465660095","1.7697095465660095"
"17500","1.760625832080841","1.760625832080841","1.760625832080841"
"17600","1.7582088148593902","1.7582088148593902","1.7582088148593902"
"17700","1.7512365806102752","1.7512365806102752","1.7512365806102752"
"17800","1.7367913734912872","1.7367913734912872","1.7367913734912872"
"17900","1.7397300791740418","1.7397300791740418","1.7397300791740418"
"18000","1.7282129287719727","1.7282129287719727","1.7282129287719727"
"18100","1.7222808825969695","1.7222808825969695","1.7222808825969695"
"18200","1.7140711951255798","1.7140711951255798","1.7140711951255798"
"18300","1.7106093394756317","1.7106093394756317","1.7106093394756317"
"18400","1.7008833527565002","1.7008833527565002","1.7008833527565002"
"18500","1.6930422222614288","1.6930422222614288","1.6930422222614288"
"18600","1.7550925207138062","1.7550925207138062","1.7550925207138062"
"18700","1.6721204173564912","1.6721204173564912","1.6721204173564912"
"18800","1.6745024037361145","1.6745024037361145","1.6745024037361145"
"18900","1.673767912387848","1.673767912387848","1.673767912387848"
"19000","1.6659273386001587","1.6659273386001587","1.6659273386001587"
"19100","1.6588788449764251","1.6588788449764251","1.6588788449764251"
"19200","1.6453642535209656","1.6453642535209656","1.6453642535209656"
"19300","1.648562958240509","1.648562958240509","1.648562958240509"
"19400","1.637886244058609","1.637886244058609","1.637886244058609"
"19500","1.633981329202652","1.633981329202652","1.633981329202652"
"19600","1.6281918096542358","1.6281918096542358","1.6281918096542358"
"19700","1.6255830037593841","1.6255830037593841","1.6255830037593841"
"19800","1.6191412258148192","1.6191412258148192","1.6191412258148192"
"19900","1.6181979763507843","1.6181979763507843","1.6181979763507843"
"20000","1.603118921518326","1.603118921518326","1.603118921518326"
"20100","1.6024763798713684","1.6024763798713684","1.6024763798713684"
"20200","1.5960628473758698","1.5960628473758698","1.5960628473758698"
"20300","1.5963024294376373","1.5963024294376373","1.5963024294376373"
"20400","1.5838487613201142","1.5838487613201142","1.5838487613201142"
"20500","1.5754390776157379","1.5754390776157379","1.5754390776157379"
"20600","1.579034583568573","1.579034583568573","1.579034583568573"
"20700","1.5739439916610718","1.5739439916610718","1.5739439916610718"
"20800","1.5677335906028746","1.5677335906028746","1.5677335906028746"
"20900","1.5646326649188995","1.5646326649188995","1.5646326649188995"
"21000","1.5625677454471587","1.5625677454471587","1.5625677454471587"
"21100","1.5447517347335815","1.5447517347335815","1.5447517347335815"
"21200","1.5457648026943207","1.5457648026943207","1.5457648026943207"
"21300","1.543321956396103","1.543321956396103","1.543321956396103"
"21400","1.5382147681713105","1.5382147681713105","1.5382147681713105"
"21500","1.5298074221611022","1.5298074221611022","1.5298074221611022"
"21600","1.5290504014492035","1.5290504014492035","1.5290504014492035"
"21700","1.5265512561798096","1.5265512561798096","1.5265512561798096"
"21800","1.5176396238803864","1.5176396238803864","1.5176396238803864"
"21900","1.5229298424720765","1.5229298424720765","1.5229298424720765"
"22000","1.5157429730892182","1.5157429730892182","1.5157429730892182"
"22100","1.5021741890907288","1.5021741890907288","1.5021741890907288"
"22200","1.4980713200569153","1.4980713200569153","1.4980713200569153"
"22300","1.4887953865528107","1.4887953865528107","1.4887953865528107"
"22400","1.4956890106201173","1.4956890106201173","1.4956890106201173"
"22500","1.4875570237636566","1.4875570237636566","1.4875570237636566"
"22600","1.479671128988266","1.479671128988266","1.479671128988266"
"22700","1.4703559458255768","1.4703559458255768","1.4703559458255768"
"22800","1.4697749269008638","1.4697749269008638","1.4697749269008638"
"22900","1.4646429228782654","1.4646429228782654","1.4646429228782654"
"23000","1.464089765548706","1.464089765548706","1.464089765548706"
"23100","1.4556425285339356","1.4556425285339356","1.4556425285339356"
"23200","1.448163093328476","1.448163093328476","1.448163093328476"
"23300","1.4462741124629974","1.4462741124629974","1.4462741124629974"
"23400","1.4521426379680633","1.4521426379680633","1.4521426379680633"
"23500","1.4308926951885224","1.4308926951885224","1.4308926951885224"
"23600","1.4339613950252532","1.4339613950252532","1.4339613950252532"
"23700","1.4246432387828827","1.4246432387828827","1.4246432387828827"
"23800","1.4352572166919708","1.4352572166919708","1.4352572166919708"
"23900","1.423915274143219","1.423915274143219","1.423915274143219"
"24000","1.4304496109485627","1.4304496109485627","1.4304496109485627"
"24100","1.418460750579834","1.418460750579834","1.418460750579834"
"24200","1.4031315433979035","1.4031315433979035","1.4031315433979035"
"24300","1.411801220178604","1.411801220178604","1.411801220178604"
"24400","1.403730183839798","1.403730183839798","1.403730183839798"
"24500","1.40249764919281","1.40249764919281","1.40249764919281"
"24600","1.4042549204826356","1.4042549204826356","1.4042549204826356"
"24700","1.38746102809906","1.38746102809906","1.38746102809906"
"24800","1.3878060829639436","1.3878060829639436","1.3878060829639436"
"24900","1.382887727022171","1.382887727022171","1.382887727022171"
"25000","1.3819862234592437","1.3819862234592437","1.3819862234592437"
"25100","1.3713880014419555","1.3713880014419555","1.3713880014419555"
"25200","1.3710810708999634","1.3710810708999634","1.3710810708999634"
"25300","1.3611870646476745","1.3611870646476745","1.3611870646476745"
"25400","1.3669991028308868","1.3669991028308868","1.3669991028308868"
"25500","1.3567091059684753","1.3567091059684753","1.3567091059684753"
"25600","1.3589325630664826","1.3589325630664826","1.3589325630664826"
"25700","1.3575046491622924","1.3575046491622924","1.3575046491622924"
"25800","1.3589994728565216","1.3589994728565216","1.3589994728565216"
"25900","1.342919329404831","1.342919329404831","1.342919329404831"
"26000","1.3352623569965363","1.3352623569965363","1.3352623569965363"
"26100","1.341603637933731","1.341603637933731","1.341603637933731"
"26200","1.3441596353054046","1.3441596353054046","1.3441596353054046"
"26300","1.329909267425537","1.329909267425537","1.329909267425537"
"26400","1.3229335427284241","1.3229335427284241","1.3229335427284241"
"26500","1.3254360091686248","1.3254360091686248","1.3254360091686248"
"26600","1.32035325050354","1.32035325050354","1.32035325050354"
"26700","1.3138578116893769","1.3138578116893769","1.3138578116893769"
"26800","1.3083097672462463","1.3083097672462463","1.3083097672462463"
"26900","1.3120530569553375","1.3120530569553375","1.3120530569553375"
"27000","1.3110056805610657","1.3110056805610657","1.3110056805610657"
"27100","1.2890495455265045","1.2890495455265045","1.2890495455265045"
"27200","1.289002743959427","1.289002743959427","1.289002743959427"
"27300","1.3069337356090545","1.3069337356090545","1.3069337356090545"
"27400","1.2874551606178284","1.2874551606178284","1.2874551606178284"
"27500","1.2959252738952636","1.2959252738952636","1.2959252738952636"
"27600","1.2729960012435912","1.2729960012435912","1.2729960012435912"
"27700","1.2783748745918273","1.2783748745918273","1.2783748745918273"
"27800","1.2852534675598144","1.2852534675598144","1.2852534675598144"
"27900","1.2673719239234924","1.2673719239234924","1.2673719239234924"
"28000","1.2645381927490233","1.2645381927490233","1.2645381927490233"
"28100","1.260039633512497","1.260039633512497","1.260039633512497"
"28200","1.2586005163192748","1.2586005163192748","1.2586005163192748"
"28300","1.2566226434707641","1.2566226434707641","1.2566226434707641"
"28400","1.2593742394447327","1.2593742394447327","1.2593742394447327"
"28500","1.239266813993454","1.239266813993454","1.239266813993454"
"28600","1.2421365249156953","1.2421365249156953","1.2421365249156953"
"28700","1.2464696443080903","1.2464696443080903","1.2464696443080903"
"28800","1.2396523976325988","1.2396523976325988","1.2396523976325988"
"28900","1.232528157234192","1.232528157234192","1.232528157234192"
"29000","1.2345055377483367","1.2345055377483367","1.2345055377483367"
"29100","1.2284726130962371","1.2284726130962371","1.2284726130962371"
"29200","1.223111984729767","1.223111984729767","1.223111984729767"
"29300","1.2228072690963745","1.2228072690963745","1.2228072690963745"
"29400","1.2204173815250396","1.2204173815250396","1.2204173815250396"
"29500","1.2141648066043853","1.2141648066043853","1.2141648066043853"
"29600","1.2251385700702668","1.2251385700702668","1.2251385700702668"
"29700","1.1982510244846345","1.1982510244846345","1.1982510244846345"
"29800","1.2203930222988129","1.2203930222988129","1.2203930222988129"
"29900","1.2025071692466736","1.2025071692466736","1.2025071692466736"
"30000","1.2065021991729736","1.2065021991729736","1.2065021991729736"
"30100","1.1938755548000335","1.1938755548000335","1.1938755548000335"
"30200","1.2051412320137025","1.2051412320137025","1.2051412320137025"
"30300","1.1785609388351441","1.1785609388351441","1.1785609388351441"
"30400","1.1877746200561523","1.1877746200561523","1.1877746200561523"
"30500","1.179704921245575","1.179704921245575","1.179704921245575"
"30600","1.18433429479599","1.18433429479599","1.18433429479599"
"30700","1.1684687852859497","1.1684687852859497","1.1684687852859497"
"30800","1.171942034959793","1.171942034959793","1.171942034959793"
"30900","1.1711093175411225","1.1711093175411225","1.1711093175411225"
"31000","1.162427809238434","1.162427809238434","1.162427809238434"
"31100","1.1750064194202423","1.1750064194202423","1.1750064194202423"
"31200","1.1689051902294159","1.1689051902294159","1.1689051902294159"
"31300","1.1486158514022826","1.1486158514022826","1.1486158514022826"
"31400","1.1487561786174774","1.1487561786174774","1.1487561786174774"
"31500","1.1478015685081482","1.1478015685081482","1.1478015685081482"
"31600","1.1520673000812531","1.1520673000812531","1.1520673000812531"
