"Step","count3_large_decoder_0 - loss","count3_large_decoder_0 - loss__MIN","count3_large_decoder_0 - loss__MAX"
"14300","3.0483368611335755","3.0483368611335755","3.0483368611335755"
"14400","3.0477958846092226","3.0477958846092226","3.0477958846092226"
"14500","3.0466889786720275","3.0466889786720275","3.0466889786720275"
"14600","3.041532185077667","3.041532185077667","3.041532185077667"
"14700","3.0462779712677004","3.0462779712677004","3.0462779712677004"
"14800","3.0430013012886046","3.0430013012886046","3.0430013012886046"
"14900","3.0450325870513915","3.0450325870513915","3.0450325870513915"
"15000","3.0373602533340454","3.0373602533340454","3.0373602533340454"
"15100","3.039088315963745","3.039088315963745","3.039088315963745"
"15200","3.040401122570038","3.040401122570038","3.040401122570038"
"15300","3.0359005522727966","3.0359005522727966","3.0359005522727966"
"15400","3.037120773792267","3.037120773792267","3.037120773792267"
"15500","3.034662492275238","3.034662492275238","3.034662492275238"
"15600","3.0362127232551575","3.0362127232551575","3.0362127232551575"
"15700","3.031298198699951","3.031298198699951","3.031298198699951"
"15800","3.031690289974213","3.031690289974213","3.031690289974213"
"15900","3.0303496289253236","3.0303496289253236","3.0303496289253236"
"16000","3.0271569871902466","3.0271569871902466","3.0271569871902466"
"16100","3.0297895574569704","3.0297895574569704","3.0297895574569704"
"16200","3.0270561957359314","3.0270561957359314","3.0270561957359314"
"16300","3.0252950835227965","3.0252950835227965","3.0252950835227965"
"16400","3.0268425154685974","3.0268425154685974","3.0268425154685974"
"16500","3.0253783869743347","3.0253783869743347","3.0253783869743347"
"16600","3.0206852173805236","3.0206852173805236","3.0206852173805236"
"16700","3.0233509063720705","3.0233509063720705","3.0233509063720705"
"16800","3.0168901610374452","3.0168901610374452","3.0168901610374452"
"16900","3.018513081073761","3.018513081073761","3.018513081073761"
"17000","3.0119211888313293","3.0119211888313293","3.0119211888313293"
"17100","3.0140957331657408","3.0140957331657408","3.0140957331657408"
"17200","3.0129717779159546","3.0129717779159546","3.0129717779159546"
"17300","3.0106080055236815","3.0106080055236815","3.0106080055236815"
"17400","3.0139744329452514","3.0139744329452514","3.0139744329452514"
"17500","3.0113218688964842","3.0113218688964842","3.0113218688964842"
"17600","3.0136247491836547","3.0136247491836547","3.0136247491836547"
"17700","3.0115942883491518","3.0115942883491518","3.0115942883491518"
"17800","3.006630141735077","3.006630141735077","3.006630141735077"
"17900","3.007289381027222","3.007289381027222","3.007289381027222"
"18000","3.000121989250183","3.000121989250183","3.000121989250183"
"18100","3.0058028936386108","3.0058028936386108","3.0058028936386108"
"18200","2.9977096724510193","2.9977096724510193","2.9977096724510193"
"18300","3.000108816623688","3.000108816623688","3.000108816623688"
"18400","2.9967344975471497","2.9967344975471497","2.9967344975471497"
"18500","2.9958265900611876","2.9958265900611876","2.9958265900611876"
"18600","2.994880611896515","2.994880611896515","2.994880611896515"
"18700","2.9908807921409606","2.9908807921409606","2.9908807921409606"
"18800","2.989113848209381","2.989113848209381","2.989113848209381"
"18900","2.9915085148811342","2.9915085148811342","2.9915085148811342"
"19000","2.989257125854492","2.989257125854492","2.989257125854492"
"19100","2.9869221687316894","2.9869221687316894","2.9869221687316894"
"19200","2.98510995388031","2.98510995388031","2.98510995388031"
"19300","2.985192337036133","2.985192337036133","2.985192337036133"
"19400","2.982450852394104","2.982450852394104","2.982450852394104"
"19500","2.9856753826141356","2.9856753826141356","2.9856753826141356"
"19600","2.9806398701667787","2.9806398701667787","2.9806398701667787"
"19700","2.9811338353157044","2.9811338353157044","2.9811338353157044"
"19800","2.981102705001831","2.981102705001831","2.981102705001831"
"19900","2.981300826072693","2.981300826072693","2.981300826072693"
"20000","2.974214444160461","2.974214444160461","2.974214444160461"
"20100","2.9781434106826783","2.9781434106826783","2.9781434106826783"
"20200","2.9764512634277343","2.9764512634277343","2.9764512634277343"
"20300","2.9746167039871216","2.9746167039871216","2.9746167039871216"
"20400","2.9748501276969908","2.9748501276969908","2.9748501276969908"
"20500","2.9714293575286863","2.9714293575286863","2.9714293575286863"
"20600","2.971517629623413","2.971517629623413","2.971517629623413"
"20700","2.9689712214469908","2.9689712214469908","2.9689712214469908"
"20800","2.9673583769798277","2.9673583769798277","2.9673583769798277"
"20900","2.9717328333854676","2.9717328333854676","2.9717328333854676"
"21000","2.969676971435547","2.969676971435547","2.969676971435547"
"21100","2.9645558905601503","2.9645558905601503","2.9645558905601503"
"21200","2.961933765411377","2.961933765411377","2.961933765411377"
"21300","2.9662841367721557","2.9662841367721557","2.9662841367721557"
"21400","2.96757976770401","2.96757976770401","2.96757976770401"
"21500","2.963053228855133","2.963053228855133","2.963053228855133"
"21600","2.9598192620277404","2.9598192620277404","2.9598192620277404"
"21700","2.9567458057403564","2.9567458057403564","2.9567458057403564"
"21800","2.9498697996139525","2.9498697996139525","2.9498697996139525"
"21900","2.957705521583557","2.957705521583557","2.957705521583557"
"22000","2.951274344921112","2.951274344921112","2.951274344921112"
"22100","2.947127170562744","2.947127170562744","2.947127170562744"
"22200","2.9525030136108397","2.9525030136108397","2.9525030136108397"
"22300","2.9505187177658083","2.9505187177658083","2.9505187177658083"
"22400","2.948260884284973","2.948260884284973","2.948260884284973"
"22500","2.9476559734344483","2.9476559734344483","2.9476559734344483"
"22600","2.9426949334144594","2.9426949334144594","2.9426949334144594"
"22700","2.9399150228500366","2.9399150228500366","2.9399150228500366"
"22800","2.939884436130524","2.939884436130524","2.939884436130524"
"22900","2.9412210392951965","2.9412210392951965","2.9412210392951965"
"23000","2.9380328321456908","2.9380328321456908","2.9380328321456908"
"23100","2.9337030720710753","2.9337030720710753","2.9337030720710753"
"23200","2.927342834472656","2.927342834472656","2.927342834472656"
"23300","2.9281690764427184","2.9281690764427184","2.9281690764427184"
"23400","2.9334101104736328","2.9334101104736328","2.9334101104736328"
"23500","2.92676296710968","2.92676296710968","2.92676296710968"
"23600","2.9229533815383912","2.9229533815383912","2.9229533815383912"
"23700","2.920785040855408","2.920785040855408","2.920785040855408"
"23800","2.9224339008331297","2.9224339008331297","2.9224339008331297"
"23900","2.917774453163147","2.917774453163147","2.917774453163147"
"24000","2.9187012243270876","2.9187012243270876","2.9187012243270876"
"24100","2.912583885192871","2.912583885192871","2.912583885192871"
"24200","2.9100837182998656","2.9100837182998656","2.9100837182998656"
"24300","2.9095229792594908","2.9095229792594908","2.9095229792594908"
"24400","2.9052423858642578","2.9052423858642578","2.9052423858642578"
"24500","2.908698010444641","2.908698010444641","2.908698010444641"
"24600","2.9011904430389404","2.9011904430389404","2.9011904430389404"
"24700","2.902189393043518","2.902189393043518","2.902189393043518"
"24800","2.897934250831604","2.897934250831604","2.897934250831604"
"24900","2.8958010029792787","2.8958010029792787","2.8958010029792787"
"25000","2.8953255796432495","2.8953255796432495","2.8953255796432495"
"25100","2.8939716911315916","2.8939716911315916","2.8939716911315916"
"25200","2.8916294288635256","2.8916294288635256","2.8916294288635256"
"25300","2.8849032950401305","2.8849032950401305","2.8849032950401305"
"25400","2.890725564956665","2.890725564956665","2.890725564956665"
"25500","2.884854140281677","2.884854140281677","2.884854140281677"
"25600","2.8844780945777893","2.8844780945777893","2.8844780945777893"
"25700","2.885985081195831","2.885985081195831","2.885985081195831"
"25800","2.8842400598526","2.8842400598526","2.8842400598526"
"25900","2.879889681339264","2.879889681339264","2.879889681339264"
"26000","2.8769128942489623","2.8769128942489623","2.8769128942489623"
"26100","2.8779662919044493","2.8779662919044493","2.8779662919044493"
"26200","2.876987714767456","2.876987714767456","2.876987714767456"
"26300","2.8740429711341857","2.8740429711341857","2.8740429711341857"
"26400","2.8698960947990417","2.8698960947990417","2.8698960947990417"
"26500","2.873153371810913","2.873153371810913","2.873153371810913"
"26600","2.871033475399017","2.871033475399017","2.871033475399017"
"26700","2.8628836941719054","2.8628836941719054","2.8628836941719054"
"26800","2.8636902928352357","2.8636902928352357","2.8636902928352357"
"26900","2.8632304191589357","2.8632304191589357","2.8632304191589357"
"27000","2.8615250539779664","2.8615250539779664","2.8615250539779664"
"27100","2.859339401721954","2.859339401721954","2.859339401721954"
"27200","2.8641062569618225","2.8641062569618225","2.8641062569618225"
"27300","2.854973614215851","2.854973614215851","2.854973614215851"
"27400","2.8580923175811765","2.8580923175811765","2.8580923175811765"
"27500","2.856492474079132","2.856492474079132","2.856492474079132"
"27600","2.857163999080658","2.857163999080658","2.857163999080658"
"27700","2.853673813343048","2.853673813343048","2.853673813343048"
"27800","2.8484153580665588","2.8484153580665588","2.8484153580665588"
"27900","2.843435378074646","2.843435378074646","2.843435378074646"
"28000","2.846966631412506","2.846966631412506","2.846966631412506"
"28100","2.8411027145385743","2.8411027145385743","2.8411027145385743"
"28200","2.8451350045204165","2.8451350045204165","2.8451350045204165"
"28300","2.8403438830375674","2.8403438830375674","2.8403438830375674"
"28400","2.8406426525115966","2.8406426525115966","2.8406426525115966"
"28500","2.8388135027885437","2.8388135027885437","2.8388135027885437"
"28600","2.833956537246704","2.833956537246704","2.833956537246704"
"28700","2.8286359333992004","2.8286359333992004","2.8286359333992004"
"28800","2.8320368671417238","2.8320368671417238","2.8320368671417238"
"28900","2.828002564907074","2.828002564907074","2.828002564907074"
"29000","2.8326919889450073","2.8326919889450073","2.8326919889450073"
"29100","2.8217375326156615","2.8217375326156615","2.8217375326156615"
"29200","2.823186755180359","2.823186755180359","2.823186755180359"
"29300","2.8218029808998106","2.8218029808998106","2.8218029808998106"
"29400","2.822554974555969","2.822554974555969","2.822554974555969"
"29500","2.8177457308769225","2.8177457308769225","2.8177457308769225"
"29600","2.8202248334884645","2.8202248334884645","2.8202248334884645"
"29700","2.8134197282791136","2.8134197282791136","2.8134197282791136"
"29800","2.816391386985779","2.816391386985779","2.816391386985779"
"29900","2.811566324234009","2.811566324234009","2.811566324234009"
"30000","2.81376047372818","2.81376047372818","2.81376047372818"
"30100","2.801838147640228","2.801838147640228","2.801838147640228"
"30200","2.807299256324768","2.807299256324768","2.807299256324768"
"30300","2.80318190574646","2.80318190574646","2.80318190574646"
"30400","2.8034772968292234","2.8034772968292234","2.8034772968292234"
"30500","2.7984329533576964","2.7984329533576964","2.7984329533576964"
"30600","2.805918731689453","2.805918731689453","2.805918731689453"
"30700","2.790086328983307","2.790086328983307","2.790086328983307"
"30800","2.790606701374054","2.790606701374054","2.790606701374054"
"30900","2.7940357756614684","2.7940357756614684","2.7940357756614684"
"31000","2.7906204676628112","2.7906204676628112","2.7906204676628112"
"31100","2.783513069152832","2.783513069152832","2.783513069152832"
"31200","2.7813192439079284","2.7813192439079284","2.7813192439079284"
"31300","2.7832307839393615","2.7832307839393615","2.7832307839393615"
"31400","2.778139634132385","2.778139634132385","2.778139634132385"
"31500","2.777928433418274","2.777928433418274","2.777928433418274"
"31600","2.777794771194458","2.777794771194458","2.777794771194458"
"31700","2.7677826142311095","2.7677826142311095","2.7677826142311095"
"31800","2.7702746868133543","2.7702746868133543","2.7702746868133543"
"31900","2.772491383552551","2.772491383552551","2.772491383552551"
"32000","2.7677020049095153","2.7677020049095153","2.7677020049095153"
"32100","2.7670389151573183","2.7670389151573183","2.7670389151573183"
"32200","2.7646152448654173","2.7646152448654173","2.7646152448654173"
"32300","2.7578058075904845","2.7578058075904845","2.7578058075904845"
"32400","2.752612578868866","2.752612578868866","2.752612578868866"
"32500","2.7558331823349","2.7558331823349","2.7558331823349"
"32600","2.7536493301391602","2.7536493301391602","2.7536493301391602"
"32700","2.7494006395339965","2.7494006395339965","2.7494006395339965"
"32800","2.74947279214859","2.74947279214859","2.74947279214859"
"32900","2.748461425304413","2.748461425304413","2.748461425304413"
"33000","2.7418652319908143","2.7418652319908143","2.7418652319908143"
"33100","2.7415765261650087","2.7415765261650087","2.7415765261650087"
"33200","2.7413574147224424","2.7413574147224424","2.7413574147224424"
"33300","2.7349922490119933","2.7349922490119933","2.7349922490119933"
"33400","2.7340351438522337","2.7340351438522337","2.7340351438522337"
"33500","2.7372851014137267","2.7372851014137267","2.7372851014137267"
"33600","2.7315771770477295","2.7315771770477295","2.7315771770477295"
"33700","2.7243561959266662","2.7243561959266662","2.7243561959266662"
"33800","2.7255394101142882","2.7255394101142882","2.7255394101142882"
"33900","2.720330216884613","2.720330216884613","2.720330216884613"
"34000","2.7197370457649233","2.7197370457649233","2.7197370457649233"
"34100","2.7130551671981813","2.7130551671981813","2.7130551671981813"
"34200","2.7124643611907957","2.7124643611907957","2.7124643611907957"
"34300","2.7110553002357483","2.7110553002357483","2.7110553002357483"
"34400","2.703240158557892","2.703240158557892","2.703240158557892"
"34500","2.7063965368270875","2.7063965368270875","2.7063965368270875"
"34600","2.696452386379242","2.696452386379242","2.696452386379242"
"34700","2.6961852645874025","2.6961852645874025","2.6961852645874025"
"34800","2.694091284275055","2.694091284275055","2.694091284275055"
"34900","2.6963714599609374","2.6963714599609374","2.6963714599609374"
"35000","2.689874596595764","2.689874596595764","2.689874596595764"
"35100","2.6853023529052735","2.6853023529052735","2.6853023529052735"
"35200","2.6872597694396974","2.6872597694396974","2.6872597694396974"
"35300","2.681744918823242","2.681744918823242","2.681744918823242"
"35400","2.6771861505508423","2.6771861505508423","2.6771861505508423"
"35500","2.670140092372894","2.670140092372894","2.670140092372894"
"35600","2.672332625389099","2.672332625389099","2.672332625389099"
"35700","2.663693108558655","2.663693108558655","2.663693108558655"
"35800","2.6642540550231932","2.6642540550231932","2.6642540550231932"
"35900","2.6653090000152586","2.6653090000152586","2.6653090000152586"
"36000","2.6558046197891234","2.6558046197891234","2.6558046197891234"
"36100","2.6542222046852113","2.6542222046852113","2.6542222046852113"
"36200","2.6531041264533997","2.6531041264533997","2.6531041264533997"
"36300","2.654843008518219","2.654843008518219","2.654843008518219"
"36400","2.646351296901703","2.646351296901703","2.646351296901703"
"36500","2.6465976214408875","2.6465976214408875","2.6465976214408875"
"36600","2.6445754313468934","2.6445754313468934","2.6445754313468934"
"36700","2.634513463973999","2.634513463973999","2.634513463973999"
"36800","2.630287811756134","2.630287811756134","2.630287811756134"
"36900","2.624755611419678","2.624755611419678","2.624755611419678"
"37000","2.628136193752289","2.628136193752289","2.628136193752289"
"37100","2.6224281907081606","2.6224281907081606","2.6224281907081606"
"37200","2.621207377910614","2.621207377910614","2.621207377910614"
"37300","2.6170892119407654","2.6170892119407654","2.6170892119407654"
"37400","2.610178871154785","2.610178871154785","2.610178871154785"
"37500","2.6081898069381713","2.6081898069381713","2.6081898069381713"
"37600","2.608058359622955","2.608058359622955","2.608058359622955"
"37700","2.6014206838607787","2.6014206838607787","2.6014206838607787"
"37800","2.600278956890106","2.600278956890106","2.600278956890106"
"37900","2.597664053440094","2.597664053440094","2.597664053440094"
"38000","2.5951547527313235","2.5951547527313235","2.5951547527313235"
"38100","2.590439991950989","2.590439991950989","2.590439991950989"
"38200","2.582609286308289","2.582609286308289","2.582609286308289"
"38300","2.579608693122864","2.579608693122864","2.579608693122864"
"38400","2.5773371171951296","2.5773371171951296","2.5773371171951296"
"38500","2.571592972278595","2.571592972278595","2.571592972278595"
"38600","2.56937712430954","2.56937712430954","2.56937712430954"
"38700","2.564445300102234","2.564445300102234","2.564445300102234"
"38800","2.5659745359420776","2.5659745359420776","2.5659745359420776"
"38900","2.5599792337417604","2.5599792337417604","2.5599792337417604"
"39000","2.5536617755889894","2.5536617755889894","2.5536617755889894"
"39100","2.5508361148834227","2.5508361148834227","2.5508361148834227"
"39200","2.551041054725647","2.551041054725647","2.551041054725647"
"39300","2.54419527053833","2.54419527053833","2.54419527053833"
"39400","2.5407135343551634","2.5407135343551634","2.5407135343551634"
"39500","2.5363352131843566","2.5363352131843566","2.5363352131843566"
"39600","2.5330673694610595","2.5330673694610595","2.5330673694610595"
"39700","2.5280358576774598","2.5280358576774598","2.5280358576774598"
"39800","2.5319524931907655","2.5319524931907655","2.5319524931907655"
"39900","2.515706059932709","2.515706059932709","2.515706059932709"
"40000","2.5129133009910585","2.5129133009910585","2.5129133009910585"
"40100","2.5121982741355895","2.5121982741355895","2.5121982741355895"
"40200","2.5064126658439636","2.5064126658439636","2.5064126658439636"
"40300","2.501818537712097","2.501818537712097","2.501818537712097"
"40400","2.5022049856185915","2.5022049856185915","2.5022049856185915"
"40500","2.5006875133514406","2.5006875133514406","2.5006875133514406"
"40600","2.49437575340271","2.49437575340271","2.49437575340271"
"40700","2.487992684841156","2.487992684841156","2.487992684841156"
"40800","2.4840234518051147","2.4840234518051147","2.4840234518051147"
"40900","2.4833840274810792","2.4833840274810792","2.4833840274810792"
"41000","2.475024299621582","2.475024299621582","2.475024299621582"
"41100","2.4767682361602783","2.4767682361602783","2.4767682361602783"
"41200","2.476534810066223","2.476534810066223","2.476534810066223"
"41300","2.4633411455154417","2.4633411455154417","2.4633411455154417"
"41400","2.4609770727157594","2.4609770727157594","2.4609770727157594"
"41500","2.4557649230957033","2.4557649230957033","2.4557649230957033"
"41600","2.4520466923713684","2.4520466923713684","2.4520466923713684"
"41700","2.4479564571380616","2.4479564571380616","2.4479564571380616"
"41800","2.444085419178009","2.444085419178009","2.444085419178009"
"41900","2.43581814289093","2.43581814289093","2.43581814289093"
"42000","2.434146544933319","2.434146544933319","2.434146544933319"
"42100","2.4293426775932314","2.4293426775932314","2.4293426775932314"
"42200","2.42213928937912","2.42213928937912","2.42213928937912"
"42300","2.418753068447113","2.418753068447113","2.418753068447113"
"42400","2.410558967590332","2.410558967590332","2.410558967590332"
"42500","2.40489191532135","2.40489191532135","2.40489191532135"
"42600","2.411051094532013","2.411051094532013","2.411051094532013"
"42700","2.4013101124763487","2.4013101124763487","2.4013101124763487"
"42800","2.394768273830414","2.394768273830414","2.394768273830414"
"42900","2.385344247817993","2.385344247817993","2.385344247817993"
"43000","2.3799009466171266","2.3799009466171266","2.3799009466171266"
"43100","2.378832378387451","2.378832378387451","2.378832378387451"
"43200","2.373732914924622","2.373732914924622","2.373732914924622"
"43300","2.36885853767395","2.36885853767395","2.36885853767395"
"43400","2.3639628386497495","2.3639628386497495","2.3639628386497495"
"43500","2.3613492131233214","2.3613492131233214","2.3613492131233214"
"43600","2.356418194770813","2.356418194770813","2.356418194770813"
"43700","2.3459119749069215","2.3459119749069215","2.3459119749069215"
"43800","2.351565306186676","2.351565306186676","2.351565306186676"
"43900","2.337577006816864","2.337577006816864","2.337577006816864"
"44000","2.334733414649963","2.334733414649963","2.334733414649963"
"44100","2.332640221118927","2.332640221118927","2.332640221118927"
"44200","2.327108099460602","2.327108099460602","2.327108099460602"
"44300","2.318489301204681","2.318489301204681","2.318489301204681"
"44400","2.314826784133911","2.314826784133911","2.314826784133911"
"44500","2.3123330760002134","2.3123330760002134","2.3123330760002134"
"44600","2.305886697769165","2.305886697769165","2.305886697769165"
"44700","2.3026565217971804","2.3026565217971804","2.3026565217971804"
"44800","2.2944984793663026","2.2944984793663026","2.2944984793663026"
"44900","2.289379177093506","2.289379177093506","2.289379177093506"
"45000","2.2820238709449767","2.2820238709449767","2.2820238709449767"
"45100","2.2810696077346804","2.2810696077346804","2.2810696077346804"
"45200","2.2683096718788147","2.2683096718788147","2.2683096718788147"
"45300","2.264164423942566","2.264164423942566","2.264164423942566"
