"Step","shakespeare_medium_encoder_0 - train_loss","shakespeare_medium_encoder_0 - train_loss__MIN","shakespeare_medium_encoder_0 - train_loss__MAX"
"40","2.6468453407287598","2.6468453407287598","2.6468453407287598"
"41","2.630432605743408","2.630432605743408","2.630432605743408"
"42","2.596588611602783","2.596588611602783","2.596588611602783"
"43","2.5767483711242676","2.5767483711242676","2.5767483711242676"
"44","2.576601028442383","2.576601028442383","2.576601028442383"
"45","2.570462703704834","2.570462703704834","2.570462703704834"
"46","2.5639965534210205","2.5639965534210205","2.5639965534210205"
"47","2.585999011993408","2.585999011993408","2.585999011993408"
"48","2.5692741870880127","2.5692741870880127","2.5692741870880127"
"49","2.5563712120056152","2.5563712120056152","2.5563712120056152"
"50","2.5658721923828125","2.5658721923828125","2.5658721923828125"
"51","2.548213005065918","2.548213005065918","2.548213005065918"
"52","2.5503036975860596","2.5503036975860596","2.5503036975860596"
"53","2.530909538269043","2.530909538269043","2.530909538269043"
"54","2.525160551071167","2.525160551071167","2.525160551071167"
"55","2.5152573585510254","2.5152573585510254","2.5152573585510254"
"56","2.539181709289551","2.539181709289551","2.539181709289551"
"57","2.5246689319610596","2.5246689319610596","2.5246689319610596"
"58","2.505951404571533","2.505951404571533","2.505951404571533"
"59","2.521130084991455","2.521130084991455","2.521130084991455"
"60","2.4766736030578613","2.4766736030578613","2.4766736030578613"
"61","2.4883248805999756","2.4883248805999756","2.4883248805999756"
"62","2.516220808029175","2.516220808029175","2.516220808029175"
"63","2.521958351135254","2.521958351135254","2.521958351135254"
"64","2.515810966491699","2.515810966491699","2.515810966491699"
"65","2.4897873401641846","2.4897873401641846","2.4897873401641846"
"66","2.4751038551330566","2.4751038551330566","2.4751038551330566"
"67","2.4924092292785645","2.4924092292785645","2.4924092292785645"
"68","2.47762393951416","2.47762393951416","2.47762393951416"
"69","2.4864649772644043","2.4864649772644043","2.4864649772644043"
"70","2.4580559730529785","2.4580559730529785","2.4580559730529785"
"71","2.497772216796875","2.497772216796875","2.497772216796875"
"72","2.4885153770446777","2.4885153770446777","2.4885153770446777"
"73","2.4860739707946777","2.4860739707946777","2.4860739707946777"
"74","2.4485955238342285","2.4485955238342285","2.4485955238342285"
"75","2.43455171585083","2.43455171585083","2.43455171585083"
"76","2.459700107574463","2.459700107574463","2.459700107574463"
"77","2.4716665744781494","2.4716665744781494","2.4716665744781494"
"78","2.4322874546051025","2.4322874546051025","2.4322874546051025"
"79","2.4542236328125","2.4542236328125","2.4542236328125"
"80","2.426189422607422","2.426189422607422","2.426189422607422"
"81","2.4444363117218018","2.4444363117218018","2.4444363117218018"
"82","2.4447622299194336","2.4447622299194336","2.4447622299194336"
"83","2.394975185394287","2.394975185394287","2.394975185394287"
"84","2.4222073554992676","2.4222073554992676","2.4222073554992676"
"85","2.4532406330108643","2.4532406330108643","2.4532406330108643"
"86","2.4393973350524902","2.4393973350524902","2.4393973350524902"
"87","2.43685245513916","2.43685245513916","2.43685245513916"
"88","2.4340100288391113","2.4340100288391113","2.4340100288391113"
"89","2.4064149856567383","2.4064149856567383","2.4064149856567383"
"90","2.429133415222168","2.429133415222168","2.429133415222168"
"91","2.469268560409546","2.469268560409546","2.469268560409546"
"92","2.44777774810791","2.44777774810791","2.44777774810791"
"93","2.420175552368164","2.420175552368164","2.420175552368164"
"94","2.414121150970459","2.414121150970459","2.414121150970459"
"95","2.4025931358337402","2.4025931358337402","2.4025931358337402"
"96","2.4098782539367676","2.4098782539367676","2.4098782539367676"
"97","2.3900556564331055","2.3900556564331055","2.3900556564331055"
"98","2.39699125289917","2.39699125289917","2.39699125289917"
"99","2.406376600265503","2.406376600265503","2.406376600265503"
"100","2.4178154468536377","2.4178154468536377","2.4178154468536377"
"101","2.4185409545898438","2.4185409545898438","2.4185409545898438"
"102","2.422487258911133","2.422487258911133","2.422487258911133"
"103","2.3565335273742676","2.3565335273742676","2.3565335273742676"
"104","2.3912665843963623","2.3912665843963623","2.3912665843963623"
"105","2.426652431488037","2.426652431488037","2.426652431488037"
"106","2.356839418411255","2.356839418411255","2.356839418411255"
"107","2.3812596797943115","2.3812596797943115","2.3812596797943115"
"108","2.3052453994750977","2.3052453994750977","2.3052453994750977"
"109","2.401841402053833","2.401841402053833","2.401841402053833"
"110","2.358560562133789","2.358560562133789","2.358560562133789"
"111","2.3715667724609375","2.3715667724609375","2.3715667724609375"
"112","2.3863866329193115","2.3863866329193115","2.3863866329193115"
"113","2.336719036102295","2.336719036102295","2.336719036102295"
"114","2.376175880432129","2.376175880432129","2.376175880432129"
"115","2.333024501800537","2.333024501800537","2.333024501800537"
"116","2.364752769470215","2.364752769470215","2.364752769470215"
"117","2.3872129917144775","2.3872129917144775","2.3872129917144775"
"118","2.3310904502868652","2.3310904502868652","2.3310904502868652"
"119","2.3356385231018066","2.3356385231018066","2.3356385231018066"
"120","2.3094592094421387","2.3094592094421387","2.3094592094421387"
"121","2.2897868156433105","2.2897868156433105","2.2897868156433105"
"122","2.299283742904663","2.299283742904663","2.299283742904663"
"123","2.2719452381134033","2.2719452381134033","2.2719452381134033"
"124","2.275275945663452","2.275275945663452","2.275275945663452"
"125","2.288881778717041","2.288881778717041","2.288881778717041"
"126","2.2545166015625","2.2545166015625","2.2545166015625"
"127","2.2853922843933105","2.2853922843933105","2.2853922843933105"
"128","2.2249298095703125","2.2249298095703125","2.2249298095703125"
"129","2.2495527267456055","2.2495527267456055","2.2495527267456055"
"130","2.2474818229675293","2.2474818229675293","2.2474818229675293"
"131","2.2780370712280273","2.2780370712280273","2.2780370712280273"
"132","2.2117087841033936","2.2117087841033936","2.2117087841033936"
"133","2.2286431789398193","2.2286431789398193","2.2286431789398193"
"134","2.213604211807251","2.213604211807251","2.213604211807251"
"135","2.1865181922912598","2.1865181922912598","2.1865181922912598"
"136","2.220557689666748","2.220557689666748","2.220557689666748"
"137","2.1871683597564697","2.1871683597564697","2.1871683597564697"
"138","2.220282554626465","2.220282554626465","2.220282554626465"
"139","2.2097182273864746","2.2097182273864746","2.2097182273864746"
"140","2.189499616622925","2.189499616622925","2.189499616622925"
"141","2.1594364643096924","2.1594364643096924","2.1594364643096924"
"142","2.1820359230041504","2.1820359230041504","2.1820359230041504"
"143","2.1353933811187744","2.1353933811187744","2.1353933811187744"
"144","2.1878368854522705","2.1878368854522705","2.1878368854522705"
"145","2.190948963165283","2.190948963165283","2.190948963165283"
"146","2.1323771476745605","2.1323771476745605","2.1323771476745605"
"147","2.1477155685424805","2.1477155685424805","2.1477155685424805"
"148","2.1367111206054688","2.1367111206054688","2.1367111206054688"
"149","2.131650686264038","2.131650686264038","2.131650686264038"
"150","2.145639419555664","2.145639419555664","2.145639419555664"
"151","2.1398754119873047","2.1398754119873047","2.1398754119873047"
"152","2.141000747680664","2.141000747680664","2.141000747680664"
"153","2.1646907329559326","2.1646907329559326","2.1646907329559326"
"154","2.1107888221740723","2.1107888221740723","2.1107888221740723"
"155","2.083599090576172","2.083599090576172","2.083599090576172"
"156","2.1387007236480713","2.1387007236480713","2.1387007236480713"
"157","2.143671751022339","2.143671751022339","2.143671751022339"
"158","2.0955543518066406","2.0955543518066406","2.0955543518066406"
"159","2.127657413482666","2.127657413482666","2.127657413482666"
"160","2.1153314113616943","2.1153314113616943","2.1153314113616943"
"161","2.0748238563537598","2.0748238563537598","2.0748238563537598"
"162","2.1179986000061035","2.1179986000061035","2.1179986000061035"
"163","2.108154058456421","2.108154058456421","2.108154058456421"
"164","2.0486953258514404","2.0486953258514404","2.0486953258514404"
"165","2.108053207397461","2.108053207397461","2.108053207397461"
"166","2.1044631004333496","2.1044631004333496","2.1044631004333496"
"167","2.0645699501037598","2.0645699501037598","2.0645699501037598"
"168","2.135546922683716","2.135546922683716","2.135546922683716"
"169","2.1307260990142822","2.1307260990142822","2.1307260990142822"
"170","2.111640453338623","2.111640453338623","2.111640453338623"
"171","2.0958728790283203","2.0958728790283203","2.0958728790283203"
"172","2.083773136138916","2.083773136138916","2.083773136138916"
"173","2.0804097652435303","2.0804097652435303","2.0804097652435303"
"174","2.0813052654266357","2.0813052654266357","2.0813052654266357"
"175","2.1249585151672363","2.1249585151672363","2.1249585151672363"
"176","2.059575080871582","2.059575080871582","2.059575080871582"
"177","2.038907051086426","2.038907051086426","2.038907051086426"
"178","2.0589165687561035","2.0589165687561035","2.0589165687561035"
"179","2.0359268188476562","2.0359268188476562","2.0359268188476562"
"180","2.0629372596740723","2.0629372596740723","2.0629372596740723"
"181","2.0620274543762207","2.0620274543762207","2.0620274543762207"
"182","2.024712562561035","2.024712562561035","2.024712562561035"
"183","2.045997142791748","2.045997142791748","2.045997142791748"
"184","2.0658507347106934","2.0658507347106934","2.0658507347106934"
"185","2.035691261291504","2.035691261291504","2.035691261291504"
"186","2.0515525341033936","2.0515525341033936","2.0515525341033936"
"187","2.0150535106658936","2.0150535106658936","2.0150535106658936"
"188","2.055223226547241","2.055223226547241","2.055223226547241"
"189","2.0646839141845703","2.0646839141845703","2.0646839141845703"
"190","2.0893187522888184","2.0893187522888184","2.0893187522888184"
"191","2.03393816947937","2.03393816947937","2.03393816947937"
"192","2.0049262046813965","2.0049262046813965","2.0049262046813965"
"193","2.0681891441345215","2.0681891441345215","2.0681891441345215"
"194","1.9951307773590088","1.9951307773590088","1.9951307773590088"
"195","2.0391411781311035","2.0391411781311035","2.0391411781311035"
"196","2.0275402069091797","2.0275402069091797","2.0275402069091797"
"197","1.981260061264038","1.981260061264038","1.981260061264038"
"198","1.9975435733795166","1.9975435733795166","1.9975435733795166"
"199","1.9787557125091553","1.9787557125091553","1.9787557125091553"
"200","2.042389154434204","2.042389154434204","2.042389154434204"
"201","1.9979652166366577","1.9979652166366577","1.9979652166366577"
"202","2.010206460952759","2.010206460952759","2.010206460952759"
"203","1.9384865760803223","1.9384865760803223","1.9384865760803223"
"204","1.9761648178100586","1.9761648178100586","1.9761648178100586"
"205","1.9617999792099","1.9617999792099","1.9617999792099"
"206","1.9421021938323975","1.9421021938323975","1.9421021938323975"
"207","1.9712259769439697","1.9712259769439697","1.9712259769439697"
"208","1.9281542301177979","1.9281542301177979","1.9281542301177979"
"209","1.9248247146606445","1.9248247146606445","1.9248247146606445"
"210","1.9485878944396973","1.9485878944396973","1.9485878944396973"
"211","1.9552571773529053","1.9552571773529053","1.9552571773529053"
"212","1.9473779201507568","1.9473779201507568","1.9473779201507568"
"213","1.9909002780914307","1.9909002780914307","1.9909002780914307"
"214","1.9879894256591797","1.9879894256591797","1.9879894256591797"
"215","1.9526524543762207","1.9526524543762207","1.9526524543762207"
"216","2.000195264816284","2.000195264816284","2.000195264816284"
"217","1.9918231964111328","1.9918231964111328","1.9918231964111328"
"218","1.9755396842956543","1.9755396842956543","1.9755396842956543"
"219","1.9632198810577393","1.9632198810577393","1.9632198810577393"
"220","1.9069292545318604","1.9069292545318604","1.9069292545318604"
"221","1.9452245235443115","1.9452245235443115","1.9452245235443115"
"222","1.9353184700012207","1.9353184700012207","1.9353184700012207"
"223","1.9399707317352295","1.9399707317352295","1.9399707317352295"
"224","1.9124614000320435","1.9124614000320435","1.9124614000320435"
"225","1.925245761871338","1.925245761871338","1.925245761871338"
"226","1.9535939693450928","1.9535939693450928","1.9535939693450928"
"227","1.9094585180282593","1.9094585180282593","1.9094585180282593"
"228","1.9415212869644165","1.9415212869644165","1.9415212869644165"
"229","1.9759548902511597","1.9759548902511597","1.9759548902511597"
"230","1.9302380084991455","1.9302380084991455","1.9302380084991455"
"231","1.9204628467559814","1.9204628467559814","1.9204628467559814"
"232","1.9250202178955078","1.9250202178955078","1.9250202178955078"
"233","1.9120113849639893","1.9120113849639893","1.9120113849639893"
"234","1.9011067152023315","1.9011067152023315","1.9011067152023315"
"235","1.9314683675765991","1.9314683675765991","1.9314683675765991"
"236","1.9144017696380615","1.9144017696380615","1.9144017696380615"
"237","1.9279204607009888","1.9279204607009888","1.9279204607009888"
"238","1.8688502311706543","1.8688502311706543","1.8688502311706543"
"239","1.8900010585784912","1.8900010585784912","1.8900010585784912"
"240","1.895893931388855","1.895893931388855","1.895893931388855"
"241","1.9215185642242432","1.9215185642242432","1.9215185642242432"
"242","1.9005622863769531","1.9005622863769531","1.9005622863769531"
"243","1.8813822269439697","1.8813822269439697","1.8813822269439697"
"244","1.8756601810455322","1.8756601810455322","1.8756601810455322"
"245","1.8978532552719116","1.8978532552719116","1.8978532552719116"
"246","1.8591952323913574","1.8591952323913574","1.8591952323913574"
"247","1.8411589860916138","1.8411589860916138","1.8411589860916138"
"248","1.891494631767273","1.891494631767273","1.891494631767273"
"249","1.855743646621704","1.855743646621704","1.855743646621704"
"250","1.8462800979614258","1.8462800979614258","1.8462800979614258"
"251","1.9037185907363892","1.9037185907363892","1.9037185907363892"
"252","1.890655517578125","1.890655517578125","1.890655517578125"
"253","1.9179456233978271","1.9179456233978271","1.9179456233978271"
"254","1.868299961090088","1.868299961090088","1.868299961090088"
"255","1.8635870218276978","1.8635870218276978","1.8635870218276978"
"256","1.8595435619354248","1.8595435619354248","1.8595435619354248"
"257","1.8728121519088745","1.8728121519088745","1.8728121519088745"
"258","1.8847949504852295","1.8847949504852295","1.8847949504852295"
"259","1.849928617477417","1.849928617477417","1.849928617477417"
"260","1.8280330896377563","1.8280330896377563","1.8280330896377563"
"261","1.8854269981384277","1.8854269981384277","1.8854269981384277"
"262","1.8339288234710693","1.8339288234710693","1.8339288234710693"
"263","1.8618214130401611","1.8618214130401611","1.8618214130401611"
"264","1.8167517185211182","1.8167517185211182","1.8167517185211182"
"265","1.8556432723999023","1.8556432723999023","1.8556432723999023"
"266","1.8882193565368652","1.8882193565368652","1.8882193565368652"
"267","1.887192726135254","1.887192726135254","1.887192726135254"
"268","1.7912452220916748","1.7912452220916748","1.7912452220916748"
"269","1.798574447631836","1.798574447631836","1.798574447631836"
"270","1.9177987575531006","1.9177987575531006","1.9177987575531006"
"271","1.8288750648498535","1.8288750648498535","1.8288750648498535"
"272","1.8531460762023926","1.8531460762023926","1.8531460762023926"
"273","1.8142426013946533","1.8142426013946533","1.8142426013946533"
"274","1.8065569400787354","1.8065569400787354","1.8065569400787354"
"275","1.8129429817199707","1.8129429817199707","1.8129429817199707"
"276","1.8708837032318115","1.8708837032318115","1.8708837032318115"
"277","1.845726490020752","1.845726490020752","1.845726490020752"
"278","1.774099588394165","1.774099588394165","1.774099588394165"
"279","1.8319989442825317","1.8319989442825317","1.8319989442825317"
"280","1.853864073753357","1.853864073753357","1.853864073753357"
"281","1.783266305923462","1.783266305923462","1.783266305923462"
"282","1.8514682054519653","1.8514682054519653","1.8514682054519653"
"283","1.8357582092285156","1.8357582092285156","1.8357582092285156"
"284","1.8513973951339722","1.8513973951339722","1.8513973951339722"
"285","1.818000078201294","1.818000078201294","1.818000078201294"
"286","1.814127802848816","1.814127802848816","1.814127802848816"
"287","1.7805322408676147","1.7805322408676147","1.7805322408676147"
"288","1.818532109260559","1.818532109260559","1.818532109260559"
"289","1.7995774745941162","1.7995774745941162","1.7995774745941162"
"290","1.7333319187164307","1.7333319187164307","1.7333319187164307"
"291","1.847901701927185","1.847901701927185","1.847901701927185"
"292","1.8567321300506592","1.8567321300506592","1.8567321300506592"
"293","1.7823885679244995","1.7823885679244995","1.7823885679244995"
"294","1.8636057376861572","1.8636057376861572","1.8636057376861572"
"295","1.7916004657745361","1.7916004657745361","1.7916004657745361"
"296","1.7895886898040771","1.7895886898040771","1.7895886898040771"
"297","1.7790518999099731","1.7790518999099731","1.7790518999099731"
"298","1.8496694564819336","1.8496694564819336","1.8496694564819336"
"299","1.7847670316696167","1.7847670316696167","1.7847670316696167"
"300","1.8357552289962769","1.8357552289962769","1.8357552289962769"
"301","1.7790911197662354","1.7790911197662354","1.7790911197662354"
"302","1.796223521232605","1.796223521232605","1.796223521232605"
"303","1.8107256889343262","1.8107256889343262","1.8107256889343262"
"304","1.7799948453903198","1.7799948453903198","1.7799948453903198"
"305","1.77903151512146","1.77903151512146","1.77903151512146"
"306","1.7660220861434937","1.7660220861434937","1.7660220861434937"
"307","1.8228042125701904","1.8228042125701904","1.8228042125701904"
"308","1.79996919631958","1.79996919631958","1.79996919631958"
"309","1.7753978967666626","1.7753978967666626","1.7753978967666626"
"310","1.7424966096878052","1.7424966096878052","1.7424966096878052"
"311","1.8032712936401367","1.8032712936401367","1.8032712936401367"
"312","1.7867923974990845","1.7867923974990845","1.7867923974990845"
"313","1.796927809715271","1.796927809715271","1.796927809715271"
"314","1.7641122341156006","1.7641122341156006","1.7641122341156006"
"315","1.781772494316101","1.781772494316101","1.781772494316101"
"316","1.7913073301315308","1.7913073301315308","1.7913073301315308"
"317","1.7289576530456543","1.7289576530456543","1.7289576530456543"
"318","1.7501816749572754","1.7501816749572754","1.7501816749572754"
"319","1.7806165218353271","1.7806165218353271","1.7806165218353271"
"320","1.7484471797943115","1.7484471797943115","1.7484471797943115"
"321","1.742958903312683","1.742958903312683","1.742958903312683"
"322","1.7641757726669312","1.7641757726669312","1.7641757726669312"
"323","1.7154568433761597","1.7154568433761597","1.7154568433761597"
"324","1.761588454246521","1.761588454246521","1.761588454246521"
"325","1.7573078870773315","1.7573078870773315","1.7573078870773315"
"326","1.7747102975845337","1.7747102975845337","1.7747102975845337"
"327","1.7570303678512573","1.7570303678512573","1.7570303678512573"
"328","1.7260942459106445","1.7260942459106445","1.7260942459106445"
"329","1.7369441986083984","1.7369441986083984","1.7369441986083984"
"330","1.7468905448913574","1.7468905448913574","1.7468905448913574"
"331","1.744539499282837","1.744539499282837","1.744539499282837"
"332","1.683823823928833","1.683823823928833","1.683823823928833"
"333","1.7571630477905273","1.7571630477905273","1.7571630477905273"
"334","1.7762207984924316","1.7762207984924316","1.7762207984924316"
"335","1.7325760126113892","1.7325760126113892","1.7325760126113892"
"336","1.7658408880233765","1.7658408880233765","1.7658408880233765"
"337","1.7131071090698242","1.7131071090698242","1.7131071090698242"
"338","1.7431576251983643","1.7431576251983643","1.7431576251983643"
"339","1.7544752359390259","1.7544752359390259","1.7544752359390259"
"340","1.7548270225524902","1.7548270225524902","1.7548270225524902"
"341","1.7882412672042847","1.7882412672042847","1.7882412672042847"
"342","1.7322276830673218","1.7322276830673218","1.7322276830673218"
"343","1.7377554178237915","1.7377554178237915","1.7377554178237915"
"344","1.7272207736968994","1.7272207736968994","1.7272207736968994"
"345","1.730973720550537","1.730973720550537","1.730973720550537"
"346","1.750482201576233","1.750482201576233","1.750482201576233"
"347","1.733402967453003","1.733402967453003","1.733402967453003"
"348","1.7532999515533447","1.7532999515533447","1.7532999515533447"
"349","1.6872731447219849","1.6872731447219849","1.6872731447219849"
"350","1.729095458984375","1.729095458984375","1.729095458984375"
"351","1.7290412187576294","1.7290412187576294","1.7290412187576294"
"352","1.7037439346313477","1.7037439346313477","1.7037439346313477"
"353","1.7689218521118164","1.7689218521118164","1.7689218521118164"
"354","1.7266740798950195","1.7266740798950195","1.7266740798950195"
"355","1.6511470079421997","1.6511470079421997","1.6511470079421997"
"356","1.6864627599716187","1.6864627599716187","1.6864627599716187"
"357","1.7405248880386353","1.7405248880386353","1.7405248880386353"
"358","1.7210090160369873","1.7210090160369873","1.7210090160369873"
"359","1.7005069255828857","1.7005069255828857","1.7005069255828857"
"360","1.7418498992919922","1.7418498992919922","1.7418498992919922"
"361","1.7573539018630981","1.7573539018630981","1.7573539018630981"
"362","1.762183427810669","1.762183427810669","1.762183427810669"
"363","1.6958881616592407","1.6958881616592407","1.6958881616592407"
"364","1.7493563890457153","1.7493563890457153","1.7493563890457153"
"365","1.709920883178711","1.709920883178711","1.709920883178711"
"366","1.7155333757400513","1.7155333757400513","1.7155333757400513"
"367","1.7094969749450684","1.7094969749450684","1.7094969749450684"
"368","1.6958444118499756","1.6958444118499756","1.6958444118499756"
"369","1.6709086894989014","1.6709086894989014","1.6709086894989014"
"370","1.7243711948394775","1.7243711948394775","1.7243711948394775"
"371","1.7490923404693604","1.7490923404693604","1.7490923404693604"
"372","1.7069967985153198","1.7069967985153198","1.7069967985153198"
"373","1.6821202039718628","1.6821202039718628","1.6821202039718628"
"374","1.704622507095337","1.704622507095337","1.704622507095337"
"375","1.7228877544403076","1.7228877544403076","1.7228877544403076"
"376","1.6977291107177734","1.6977291107177734","1.6977291107177734"
"377","1.6535851955413818","1.6535851955413818","1.6535851955413818"
"378","1.685299277305603","1.685299277305603","1.685299277305603"
"379","1.7460566759109497","1.7460566759109497","1.7460566759109497"
"380","1.721205234527588","1.721205234527588","1.721205234527588"
"381","1.7296013832092285","1.7296013832092285","1.7296013832092285"
"382","1.6973954439163208","1.6973954439163208","1.6973954439163208"
"383","1.6739065647125244","1.6739065647125244","1.6739065647125244"
"384","1.6541337966918945","1.6541337966918945","1.6541337966918945"
"385","1.7527940273284912","1.7527940273284912","1.7527940273284912"
"386","1.7148902416229248","1.7148902416229248","1.7148902416229248"
"387","1.6678504943847656","1.6678504943847656","1.6678504943847656"
"388","1.7273952960968018","1.7273952960968018","1.7273952960968018"
"389","1.6700376272201538","1.6700376272201538","1.6700376272201538"
"390","1.6928690671920776","1.6928690671920776","1.6928690671920776"
"391","1.744588017463684","1.744588017463684","1.744588017463684"
"392","1.6315944194793701","1.6315944194793701","1.6315944194793701"
"393","1.7351356744766235","1.7351356744766235","1.7351356744766235"
"394","1.66741943359375","1.66741943359375","1.66741943359375"
"395","1.6733386516571045","1.6733386516571045","1.6733386516571045"
"396","1.7662054300308228","1.7662054300308228","1.7662054300308228"
"397","1.716928482055664","1.716928482055664","1.716928482055664"
"398","1.713212490081787","1.713212490081787","1.713212490081787"
"399","1.699462890625","1.699462890625","1.699462890625"
"400","1.6928614377975464","1.6928614377975464","1.6928614377975464"
"401","1.7217077016830444","1.7217077016830444","1.7217077016830444"
"402","1.6701724529266357","1.6701724529266357","1.6701724529266357"
"403","1.6956852674484253","1.6956852674484253","1.6956852674484253"
"404","1.7029234170913696","1.7029234170913696","1.7029234170913696"
"405","1.7103829383850098","1.7103829383850098","1.7103829383850098"
"406","1.6709935665130615","1.6709935665130615","1.6709935665130615"
"407","1.73577880859375","1.73577880859375","1.73577880859375"
"408","1.6502184867858887","1.6502184867858887","1.6502184867858887"
"409","1.6470037698745728","1.6470037698745728","1.6470037698745728"
"410","1.696696162223816","1.696696162223816","1.696696162223816"
"411","1.6669937372207642","1.6669937372207642","1.6669937372207642"
"412","1.644087791442871","1.644087791442871","1.644087791442871"
"413","1.65932035446167","1.65932035446167","1.65932035446167"
"414","1.6637773513793945","1.6637773513793945","1.6637773513793945"
"415","1.6390769481658936","1.6390769481658936","1.6390769481658936"
"416","1.6961511373519897","1.6961511373519897","1.6961511373519897"
"417","1.637666940689087","1.637666940689087","1.637666940689087"
"418","1.6786880493164062","1.6786880493164062","1.6786880493164062"
"419","1.6000311374664307","1.6000311374664307","1.6000311374664307"
"420","1.6714401245117188","1.6714401245117188","1.6714401245117188"
"421","1.6411335468292236","1.6411335468292236","1.6411335468292236"
"422","1.6871936321258545","1.6871936321258545","1.6871936321258545"
"423","1.6337006092071533","1.6337006092071533","1.6337006092071533"
"424","1.681254267692566","1.681254267692566","1.681254267692566"
"425","1.6611146926879883","1.6611146926879883","1.6611146926879883"
"426","1.6891682147979736","1.6891682147979736","1.6891682147979736"
"427","1.6157419681549072","1.6157419681549072","1.6157419681549072"
"428","1.6940056085586548","1.6940056085586548","1.6940056085586548"
"429","1.686486840248108","1.686486840248108","1.686486840248108"
"430","1.674863338470459","1.674863338470459","1.674863338470459"
"431","1.6551979780197144","1.6551979780197144","1.6551979780197144"
"432","1.6546688079833984","1.6546688079833984","1.6546688079833984"
"433","1.6654704809188843","1.6654704809188843","1.6654704809188843"
"434","1.6620445251464844","1.6620445251464844","1.6620445251464844"
"435","1.6330358982086182","1.6330358982086182","1.6330358982086182"
"436","1.6502532958984375","1.6502532958984375","1.6502532958984375"
"437","1.6537389755249023","1.6537389755249023","1.6537389755249023"
"438","1.6885122060775757","1.6885122060775757","1.6885122060775757"
"439","1.6209588050842285","1.6209588050842285","1.6209588050842285"
"440","1.6189721822738647","1.6189721822738647","1.6189721822738647"
"441","1.6791762113571167","1.6791762113571167","1.6791762113571167"
"442","1.6241552829742432","1.6241552829742432","1.6241552829742432"
"443","1.6824240684509277","1.6824240684509277","1.6824240684509277"
"444","1.6693508625030518","1.6693508625030518","1.6693508625030518"
"445","1.6276657581329346","1.6276657581329346","1.6276657581329346"
"446","1.6379568576812744","1.6379568576812744","1.6379568576812744"
"447","1.6530916690826416","1.6530916690826416","1.6530916690826416"
"448","1.6229884624481201","1.6229884624481201","1.6229884624481201"
"449","1.662428617477417","1.662428617477417","1.662428617477417"
"450","1.6267478466033936","1.6267478466033936","1.6267478466033936"
"451","1.63119637966156","1.63119637966156","1.63119637966156"
"452","1.6563389301300049","1.6563389301300049","1.6563389301300049"
"453","1.6614642143249512","1.6614642143249512","1.6614642143249512"
"454","1.578627586364746","1.578627586364746","1.578627586364746"
"455","1.6284695863723755","1.6284695863723755","1.6284695863723755"
"456","1.612032413482666","1.612032413482666","1.612032413482666"
"457","1.5592035055160522","1.5592035055160522","1.5592035055160522"
"458","1.6128602027893066","1.6128602027893066","1.6128602027893066"
"459","1.630716323852539","1.630716323852539","1.630716323852539"
"460","1.6410043239593506","1.6410043239593506","1.6410043239593506"
